Date,Site_Number,Site_Name,Site_Location,County,Units_Ozone,Units_SO2,Units_CO,Units_NO2,Units_PM2.5,Units_PM10,Mean_Concentration_AirPollutant_Ozone,Max_Concentration_AirPollutant_Ozone,AirQualityIndex_AirPollutant_Ozone,Mean_Concentration_AirPollutant_SO2,Max_Concentration_AirPollutant_SO2,AirQualityIndex_AirPollutant_SO2,Mean_Concentration_AirPollutant_CO,Max_Concentration_AirPollutant_CO,AirQualityIndex_AirPollutant_CO,Mean_Concentration_AirPollutant_NO2,Max_Concentration_AirPollutant_NO2,AirQualityIndex_AirPollutant_NO2,Mean_Concentration_AirPollutant_PM2.5,Max_Concentration_AirPollutant_PM2.5,AirQualityIndex_AirPollutant_PM2.5,Mean_Concentration_AirPollutant_PM10,Max_Concentration_AirPollutant_PM10,AirQualityIndex_AirPollutant_PM10
2021-03-29,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.046176,0.049,45,,,,,,,,,,,,,,,
2021-03-28,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.038118,0.04,37,,,,,,,,,,,,,,,
2021-03-27,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.025412,0.029,27,,,,,,,,,,,,,,,
2021-03-26,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.041529,0.047,44,,,,,,,,,,,,,,,
2021-03-25,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.028176,0.033,31,,,,,,,,,,,,,,,
2021-03-24,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.039941,0.047,44,,,,,,,,,,,,,,,
2021-03-23,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.035706,0.037,34,,,,,,,,,,,,,,,
2021-03-22,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.047118,0.051,47,,,,,,,,,,,,,,,
2021-03-21,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.042765,0.046,43,,,,,,,,,,,,,,,
2021-03-20,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.043765,0.047,44,,,,,,,,,,,,,,,
2021-03-19,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.028647,0.034,31,,,,,,,,,,,,,,,
2021-03-18,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.026824,0.036,33,,,,,,,,,,,,,,,
2021-03-17,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.019,0.033,31,,,,,,,,,,,,,,,
2021-03-16,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.019059,0.026,24,,,,,,,,,,,,,,,
2021-03-15,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.033941,0.035,32,,,,,,,,,,,,,,,
2021-03-14,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.043,0.051,47,,,,,,,,,,,,,,,
2021-03-13,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.032412,0.04,37,,,,,,,,,,,,,,,
2021-03-12,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.039647,0.047,44,,,,,,,,,,,,,,,
2021-03-11,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.047824,0.051,47,,,,,,,,,,,,,,,
2021-03-10,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.049059,0.054,50,,,,,,,,,,,,,,,
2021-03-09,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.057294,0.062,74,,,,,,,,,,,,,,,
2021-03-08,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.052353,0.056,54,,,,,,,,,,,,,,,
2021-03-07,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.045647,0.05,46,,,,,,,,,,,,,,,
2021-03-06,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.043118,0.048,44,,,,,,,,,,,,,,,
2021-03-05,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.040353,0.045,42,,,,,,,,,,,,,,,
2021-03-04,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.047118,0.054,50,,,,,,,,,,,,,,,
2021-03-03,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.042235,0.046,43,,,,,,,,,,,,,,,
2021-03-02,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.026706,0.03,28,,,,,,,,,,,,,,,
2021-03-01,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.029529,0.03,28,,,,,,,,,,,,,,,
2021-02-28,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.025588,0.028,26,,,,,,,,,,,,,,,
2021-02-27,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.024882,0.029,27,,,,,,,,,,,,,,,
2021-02-26,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.024118,0.032,30,,,,,,,,,,,,,,,
2021-02-25,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.043647,0.049,45,,,,,,,,,,,,,,,
2021-02-24,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.047941,0.053,49,,,,,,,,,,,,,,,
2021-02-23,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.045294,0.047,44,,,,,,,,,,,,,,,
2021-02-22,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.040706,0.045,42,,,,,,,,,,,,,,,
2021-02-21,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.043647,0.047,44,,,,,,,,,,,,,,,
2021-02-20,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.041471,0.043,40,,,,,,,,,,,,,,,
2021-02-19,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.040647,0.044,41,,,,,,,,,,,,,,,
2021-02-18,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.024824,0.028,26,,,,,,,,,,,,,,,
2021-02-17,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.024765,0.027,25,,,,,,,,,,,,,,,
2021-02-16,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.027765,0.03,28,,,,,,,,,,,,,,,
2021-02-15,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.016882,0.023,21,,,,,,,,,,,,,,,
2021-02-14,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.017353,0.022,20,,,,,,,,,,,,,,,
2021-02-13,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.018471,0.021,19,,,,,,,,,,,,,,,
2021-02-12,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.015412,0.016,15,,,,,,,,,,,,,,,
2021-02-11,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.007882,0.013,12,,,,,,,,,,,,,,,
2021-02-10,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.038529,0.046,43,,,,,,,,,,,,,,,
2021-02-09,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.027625,0.032,30,,,,,,,,,,,,,,,
2021-02-08,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.035765,0.04,37,,,,,,,,,,,,,,,
2021-02-07,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.026,0.034,31,,,,,,,,,,,,,,,
2021-02-06,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.032353,0.034,31,,,,,,,,,,,,,,,
2021-02-05,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.031529,0.037,34,,,,,,,,,,,,,,,
2021-02-04,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.036647,0.04,37,,,,,,,,,,,,,,,
2021-02-03,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.036882,0.041,38,,,,,,,,,,,,,,,
2021-02-02,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.037765,0.04,37,,,,,,,,,,,,,,,
2021-02-01,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.038118,0.039,36,,,,,,,,,,,,,,,
2021-01-31,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.025875,0.029,27,,,,,,,,,,,,,,,
2021-01-30,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.035882,0.039,36,,,,,,,,,,,,,,,
2021-01-29,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.035294,0.038,35,,,,,,,,,,,,,,,
2021-01-28,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.034588,0.038,35,,,,,,,,,,,,,,,
2021-01-27,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.025824,0.027,25,,,,,,,,,,,,,,,
2021-01-26,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.030824,0.038,35,,,,,,,,,,,,,,,
2021-01-25,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.019882,0.024,22,,,,,,,,,,,,,,,
2021-01-24,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.029235,0.035,32,,,,,,,,,,,,,,,
2021-01-23,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.035118,0.039,36,,,,,,,,,,,,,,,
2021-01-22,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.028412,0.032,30,,,,,,,,,,,,,,,
2021-01-21,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.019353,0.024,22,,,,,,,,,,,,,,,
2021-01-20,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.030412,0.035,32,,,,,,,,,,,,,,,
2021-01-19,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.033824,0.036,33,,,,,,,,,,,,,,,
2021-01-18,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.036529,0.038,35,,,,,,,,,,,,,,,
2021-01-17,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.034412,0.037,34,,,,,,,,,,,,,,,
2021-01-16,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.025294,0.027,25,,,,,,,,,,,,,,,
2021-01-15,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.035824,0.038,35,,,,,,,,,,,,,,,
2021-01-14,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.038,0.043,40,,,,,,,,,,,,,,,
2021-01-13,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.020529,0.025,23,,,,,,,,,,,,,,,
2021-01-12,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.017235,0.023,21,,,,,,,,,,,,,,,
2021-01-11,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.019706,0.026,24,,,,,,,,,,,,,,,
2021-01-10,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.022176,0.027,25,,,,,,,,,,,,,,,
2021-01-09,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.027353,0.028,26,,,,,,,,,,,,,,,
2021-01-08,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.022059,0.024,22,,,,,,,,,,,,,,,
2021-01-07,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.026882,0.031,29,,,,,,,,,,,,,,,
2021-01-06,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.026118,0.029,27,,,,,,,,,,,,,,,
2021-01-05,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.028824,0.033,31,,,,,,,,,,,,,,,
2021-01-04,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.034235,0.039,36,,,,,,,,,,,,,,,
2021-01-03,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.030706,0.037,34,,,,,,,,,,,,,,,
2021-01-02,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.025647,0.029,27,,,,,,,,,,,,,,,
2021-01-01,epa/9991,Sand Mountain,[latLong 34.289001 -85.970065],geoId/01049,Parts per million,,,,,,0.028706,0.032,30,,,,,,,,,,,,,,,
2021-03-31,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.026083,0.029,27,,,,,,,,,,,,,,,
2021-03-30,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.032353,0.044,41,,,,,,,,,,,,,,,
2021-03-29,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.024882,0.047,44,,,,,,,,,,,,,,,
2021-03-28,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.027471,0.032,30,,,,,,,,,,,,,,,
2021-03-27,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.021529,0.023,21,,,,,,,,,,,,,,,
2021-03-26,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.034235,0.045,42,,,,,,,,,,,,,,,
2021-03-25,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.018941,0.022,20,,,,,,,,,,,,,,,
2021-03-24,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.035882,0.043,40,,,,,,,,,,,,,,,
2021-03-23,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.031267,0.034,31,,,,,,,,,,,,,,,
2021-03-21,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.028824,0.045,42,,,,,,,,,,,,,,,
2021-03-20,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.031824,0.048,44,,,,,,,,,,,,,,,
2021-03-19,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.021941,0.025,23,,,,,,,,,,,,,,,
2021-03-18,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.022765,0.027,25,,,,,,,,,,,,,,,
2021-03-17,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.024118,0.031,29,,,,,,,,,,,,,,,
2021-03-16,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.013471,0.023,21,,,,,,,,,,,,,,,
2021-03-15,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.020706,0.028,26,,,,,,,,,,,,,,,
2021-03-14,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.027471,0.046,43,,,,,,,,,,,,,,,
2021-03-13,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.022235,0.04,37,,,,,,,,,,,,,,,
2021-03-12,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.020294,0.044,41,,,,,,,,,,,,,,,
2021-03-11,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.026353,0.045,42,,,,,,,,,,,,,,,
2021-03-10,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.042941,0.05,46,,,,,,,,,,,,,,,
2021-03-09,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.042176,0.057,58,,,,,,,,,,,,,,,
2021-03-08,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.022765,0.048,44,,,,,,,,,,,,,,,
2021-03-07,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.025882,0.045,42,,,,,,,,,,,,,,,
2021-03-06,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.034235,0.045,42,,,,,,,,,,,,,,,
2021-03-05,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.032412,0.039,36,,,,,,,,,,,,,,,
2021-03-04,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.026353,0.049,45,,,,,,,,,,,,,,,
2021-03-03,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.021529,0.04,37,,,,,,,,,,,,,,,
2021-03-02,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.018824,0.027,25,,,,,,,,,,,,,,,
2021-03-01,epa/6002,Tarrant Elementary School,[latLong 33.578333 -86.773889],geoId/01073,Parts per million,,,,,,0.020333,0.022,20,,,,,,,,,,,,,,,
2021-03-31,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.03425,0.035,32,,,,,,,,,,,,,,,
2021-03-30,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.036941,0.051,47,,,,,,,,,,,,,,,
2021-03-29,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.041529,0.048,44,,,,,,,,,,,,,,,
2021-03-28,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.036765,0.04,37,,,,,,,,,,,,,,,
2021-03-27,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.024176,0.027,25,,,,,,,,,,,,,,,
2021-03-26,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.035176,0.047,44,,,,,,,,,,,,,,,
2021-03-25,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.027412,0.032,30,,,,,,,,,,,,,,,
2021-03-24,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.039235,0.048,44,,,,,,,,,,,,,,,
2021-03-23,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.033647,0.036,33,,,,,,,,,,,,,,,
2021-03-22,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.046235,0.051,47,,,,,,,,,,,,,,,
2021-03-21,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.040059,0.046,43,,,,,,,,,,,,,,,
2021-03-20,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.045765,0.05,46,,,,,,,,,,,,,,,
2021-03-19,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.026294,0.029,27,,,,,,,,,,,,,,,
2021-03-18,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.026118,0.029,27,,,,,,,,,,,,,,,
2021-03-17,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.027941,0.035,32,,,,,,,,,,,,,,,
2021-03-16,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.018235,0.024,22,,,,,,,,,,,,,,,
2021-03-15,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.023941,0.029,27,,,,,,,,,,,,,,,
2021-03-14,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.037588,0.048,44,,,,,,,,,,,,,,,
2021-03-13,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.036647,0.043,40,,,,,,,,,,,,,,,
2021-03-12,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.038235,0.043,40,,,,,,,,,,,,,,,
2021-03-11,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.039529,0.046,43,,,,,,,,,,,,,,,
2021-03-10,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.046,0.052,48,,,,,,,,,,,,,,,
2021-03-09,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.051176,0.06,67,,,,,,,,,,,,,,,
2021-03-08,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.046588,0.052,48,,,,,,,,,,,,,,,
2021-03-07,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.048353,0.049,45,,,,,,,,,,,,,,,
2021-03-06,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.044,0.048,44,,,,,,,,,,,,,,,
2021-03-05,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.038706,0.045,42,,,,,,,,,,,,,,,
2021-03-04,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.050118,0.054,50,,,,,,,,,,,,,,,
2021-03-03,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.041176,0.045,42,,,,,,,,,,,,,,,
2021-03-02,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.025882,0.028,26,,,,,,,,,,,,,,,
2021-03-01,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.027294,0.029,27,,,,,,,,,,,,,,,
2021-02-28,epa/5003,Corner,[latLong 33.801667 -86.9425],geoId/01073,Parts per million,,,,,,0.029,0.029,27,,,,,,,,,,,,,,,
2021-03-31,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.028083,0.029,27,,,,,,,,,,,,,,,
2021-03-30,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.033882,0.046,43,,,,,,,,,,,,,,,
2021-03-29,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.029176,0.051,47,,,,,,,,,,,,,,,
2021-03-28,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.029059,0.035,32,,,,,,,,,,,,,,,
2021-03-27,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.025118,0.028,26,,,,,,,,,,,,,,,
2021-03-26,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.036059,0.051,47,,,,,,,,,,,,,,,
2021-03-25,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.023882,0.025,23,,,,,,,,,,,,,,,
2021-03-24,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.037353,0.044,41,,,,,,,,,,,,,,,
2021-03-23,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.033588,0.037,34,,,,,,,,,,,,,,,
2021-03-22,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.038471,0.052,48,,,,,,,,,,,,,,,
2021-03-21,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.024588,0.046,43,,,,,,,,,,,,,,,
2021-03-20,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.026706,0.048,44,,,,,,,,,,,,,,,
2021-03-19,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.020294,0.023,21,,,,,,,,,,,,,,,
2021-03-18,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.026706,0.031,29,,,,,,,,,,,,,,,
2021-03-17,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.028294,0.036,33,,,,,,,,,,,,,,,
2021-03-16,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.016765,0.024,22,,,,,,,,,,,,,,,
2021-03-15,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.025882,0.031,29,,,,,,,,,,,,,,,
2021-03-14,epa/1005,McAdory,[latLong 33.331111 -87.003611],geoId/01073,Parts per million,,,,,,0.028765,0.045,42,,,,,,,,,,,,,,,
