"variableMeasured","observationPeriod","measurementMethod","observationDate","observationAbout"
"Count_MedicalConditionIncident_NORSOthers_PatientHospitalized_ConfirmedCase_WaterborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2004-07","country/USA"
"Count_MedicalConditionIncident_ScombroidToxin_PatientHospitalized_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2004-11","country/USA"
"Count_MedicalConditionIncident_ClostridiumPerfringensEtiology_PatientHospitalized_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2006-02","country/USA"
"Count_MedicalConditionIncident_NORSOtherBacterium_PatientHospitalized_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2006-09","country/USA"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientHospitalized_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2010-06","country/USA"
"Count_MedicalConditionIncident_Norovirus_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2011-10","country/USA"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-02","country/USA"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2013-09","country/USA"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientHospitalized_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2015-03","country/USA"
"Count_MedicalConditionIncident_Rotavirus_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2015-04","country/USA"
"Count_MedicalConditionIncident_ShigellaEtiology_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2016-03","country/USA"
"Count_MedicalConditionIncident_ShigellaEtiology_PatientHospitalized_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2019-06","country/USA"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2019-08","country/USA"
"Count_MedicalConditionIncident_Histamine_PatientHospitalized_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2021-10","country/USA"
"Count_MedicalConditionIncident_NORSUnknownBacterium_PatientHospitalized_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2022-07","country/USA"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2000-08","geoId/24"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2001-11","geoId/12"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2002-06","geoId/06"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2003-07","geoId/36"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2004-12","geoId/29"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2007-04","geoId/27"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2007-06","geoId/42"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2007-10","geoId/39"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2009-01","geoId/12"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2009-02","geoId/19"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2010-03","geoId/41"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-04","geoId/06"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_AnimalContactTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-05","geoId/49"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-05","geoId/51"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-09","geoId/41"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-11","geoId/42"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2012-12","geoId/15"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2013-12","geoId/41"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2014-11","geoId/18"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2015-07","geoId/51"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2015-12","geoId/51"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2016-09","geoId/51"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2016-11","geoId/48"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2017-11","geoId/36"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2018-02","geoId/31"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2018-06","geoId/12"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2018-06","geoId/37"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2019-02","geoId/50"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2019-03","geoId/21"
"Count_MedicalConditionIncident_EColiOther_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2019-05","geoId/17"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2019-07","geoId/17"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2022-03","geoId/26"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientDeceased_ConfirmedCase_AnimalContactTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2022-10","geoId/27"
"Count_MedicalConditionIncident_CyclosporaEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2023-05","geoId/04"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","1999-08","country/USA"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2000-09","country/USA"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2004-08","country/USA"
"Count_MedicalConditionIncident_StaphylococcusUnknown_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2008-05","country/USA"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientDeceased_ConfirmedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2011-10","country/USA"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2014-06","country/USA"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2014-09","country/USA"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2015-03","country/USA"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_SuspectedCase_PersonToPersonTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2016-02","country/USA"
"Count_MedicalConditionIncident_SapovirusUnknown_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","P1Y","dcAggregate/NORSNonInfectiousDisease","2017-10","country/USA"
"Count_MedicalConditionIncident_LegionellaUnknown_PatientDeceased_ConfirmedCase_WaterborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2021-12","country/USA"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_FoodborneTransmission","P1Y","dcAggregate/NORSNonInfectiousDisease","2023-06","country/USA"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientDeceased_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","P1Y","dcAggregate/NORSNonInfectiousDisease","2023-12","country/USA"
