unit,smoking,quant_inc,sex,age,geo\time	2019 	2014 
PC,NSM,QU1,F,Y35-44,BG	59.6 u	46.7 
PC,NSM,QU1,F,Y35-44,CY	75.3 	72.0 
PC,NSM,QU1,F,Y35-44,CZ	67.1 	60.9 
PC,NSM,QU1,F,Y35-44,DE	60.5 	69.8 
PC,NSM,QU1,F,Y35-44,DK	67.6 u	61.8 u
PC,NSM,QU1,F,Y35-44,EE	67.6 u	72.1 
PC,NSM,QU1,F,Y35-44,EL	64.3 	60.1 
PC,NSM,QU1,F,Y35-44,ES	75.1 	69.1 
PC,NSM,QU1,F,Y35-44,EU27_2020	71.7 	69.9 
PC,NSM,QU1,F,Y35-44,EU28	: 	70.2 
PC,NSM,QU1,F,Y35-44,FI	82.0 	71.5 u
PC,NSM,QU1,F,Y35-44,FR	71.8 	61.7 
PC,NSM,QU1,F,Y35-44,HR	73.3 u	58.3 u
PC,NSM,QU1,F,Y35-44,HU	54.5 	66.1 
PC,NSM,QU1,F,Y35-44,IE	66.5 	72.9 
PC,NSM,QU1,F,Y35-44,IS	94.2 u	80.7 
PC,NSM,QU1,F,Y35-44,IT	77.7 	80.8 
PC,NSM,QU1,F,Y35-44,LT	: u	78.4 
PC,NSM,QU1,F,Y35-44,LU	71.4 	70.6 
PC,NSM,QU1,F,Y35-44,LV	54.0 u	68.7 
PC,NSM,QU1,F,Y35-44,MT	62.9 	47.2 u
PC,NSM,QU1,F,Y35-44,NL	62.5 	73.8 
PC,NSM,QU1,F,Y35-44,NO	76.5 	72.9 
PC,NSM,QU1,F,Y35-44,PL	64.3 	65.8 
PC,NSM,QU1,F,Y35-44,PT	82.7 	81.0 
PC,NSM,QU1,F,Y35-44,RO	86.7 	87.4 
PC,NSM,QU1,F,Y35-44,RS	50.9 	: 
PC,NSM,QU1,F,Y35-44,SE	83.6 	87.9 u
PC,NSM,QU1,F,Y35-44,SI	58.5 	65.9 
PC,NSM,QU1,F,Y35-44,SK	75.3 	70.1 
PC,NSM,QU1,F,Y35-44,TR	70.6 	77.6 
PC,NSM,QU1,F,Y35-44,UK	: 	73.0 
PC,NSM,QU1,F,Y45-54,AT	58.5 	61.7 
PC,NSM,QU1,F,Y45-54,BE	66.9 	57.9 u
PC,NSM,QU1,F,Y45-54,BG	51.6 	63.6 
PC,NSM,QU1,F,Y45-54,CY	78.1 	89.0 
PC,NSM,QU1,F,Y45-54,CZ	67.6 	70.6 
PC,NSM,QU1,F,Y45-54,DE	64.0 	65.5 
PC,NSM,QU1,F,Y45-54,DK	70.2 	65.6 u
PC,NSM,QU1,F,Y45-54,EE	65.7 	69.3 
PC,NSM,QU1,F,Y45-54,EL	56.1 	63.3 
PC,NSM,QU1,F,Y45-54,ES	70.9 	69.5 
PC,NSM,QU1,F,Y45-54,EU27_2020	70.5 	68.6 
PC,NSM,QU1,F,Y45-54,EU28	: 	69.0 
PC,NSM,QU1,F,Y45-54,FI	88.3 	72.5 
PC,NSM,QU1,F,Y45-54,FR	70.4 	62.0 
PC,NSM,QU1,F,Y45-54,HR	69.1 u	56.5 
PC,NSM,QU1,F,Y45-54,HU	57.5 	53.1 
PC,NSM,QU1,F,Y45-54,IE	69.8 	80.9 
PC,NSM,QU1,F,Y45-54,IS	89.8 u	76.3 u
PC,NSM,QU1,F,Y45-54,IT	78.4 	75.3 
PC,NSM,QU1,F,Y45-54,LT	73.2 u	75.3 
PC,NSM,QU1,F,Y45-54,LU	79.2 	68.7 
PC,NSM,QU1,F,Y45-54,LV	62.4 	69.7 
PC,NSM,QU1,F,Y45-54,MT	60.2 u	61.6 u
PC,NSM,QU1,F,Y45-54,NL	64.9 	70.0 
PC,NSM,QU1,F,Y45-54,NO	74.9 	74.4 
PC,NSM,QU1,F,Y45-54,PL	62.0 	64.3 
PC,NSM,QU1,F,Y45-54,PT	85.4 	79.9 
PC,NSM,QU1,F,Y45-54,RO	81.4 	83.5 
PC,NSM,QU1,F,Y45-54,RS	47.4 	: 
PC,NSM,QU1,F,Y45-54,SE	81.5 	91.1 u
PC,NSM,QU1,F,Y45-54,SI	54.9 	74.2 
PC,NSM,QU1,F,Y45-54,SK	69.6 	76.6 
PC,NSM,QU1,F,Y45-54,TR	82.2 	80.3 
PC,NSM,QU1,F,Y45-54,UK	: 	71.7 
PC,NSM,QU1,F,Y45-64,AT	63.4 	66.6 
PC,NSM,QU1,F,Y45-64,BE	58.6 	59.1 u
PC,NSM,QU1,F,Y45-64,BG	66.8 	73.5 
PC,NSM,QU1,F,Y45-64,CY	78.4 	88.7 
PC,NSM,QU1,F,Y45-64,CZ	69.5 	69.0 
PC,NSM,QU1,F,Y45-64,DE	60.8 	69.5 
PC,NSM,QU1,F,Y45-64,DK	69.6 	60.9 
PC,NSM,QU1,F,Y45-64,EE	67.7 	72.6 
PC,NSM,QU1,F,Y45-64,EL	56.1 	68.5 
PC,NSM,QU1,F,Y45-64,ES	72.2 	72.1 
PC,NSM,QU1,F,Y45-64,EU27_2020	70.9 	71.0 
PC,NSM,QU1,F,Y45-64,EU28	: 	71.1 
PC,NSM,QU1,F,Y45-64,FI	86.4 	73.6 
PC,NSM,QU1,F,Y45-64,FR	72.8 	65.8 
PC,NSM,QU1,F,Y45-64,HR	68.5 	64.5 
PC,NSM,QU1,F,Y45-64,HU	62.5 	61.7 
PC,NSM,QU1,F,Y45-64,IE	79.2 	79.9 
PC,NSM,QU1,F,Y45-64,IS	86.4 	70.4 
PC,NSM,QU1,F,Y45-64,IT	78.6 	74.7 
PC,NSM,QU1,F,Y45-64,LT	84.8 	80.0 
PC,NSM,QU1,F,Y45-64,LU	80.7 	69.4 
PC,NSM,QU1,F,Y45-64,LV	73.3 	72.9 
PC,NSM,QU1,F,Y45-64,MT	71.5 	72.6 
PC,NSM,QU1,F,Y45-64,NL	68.3 	68.3 
PC,NSM,QU1,F,Y45-64,NO	76.8 	66.2 
PC,NSM,QU1,F,Y45-64,PL	65.2 	63.1 
PC,NSM,QU1,F,Y45-64,PT	88.5 	84.3 
PC,NSM,QU1,F,Y45-64,RO	86.9 	88.1 
PC,NSM,QU1,F,Y45-64,RS	51.1 	: 
PC,NSM,QU1,F,Y45-64,SE	78.6 	90.6 u
PC,NSM,QU1,F,Y45-64,SI	64.5 	72.7 
PC,NSM,QU1,F,Y45-64,SK	71.6 	75.3 
PC,NSM,QU1,F,Y45-64,TR	85.3 	84.5 
PC,NSM,QU1,F,Y45-64,UK	: 	72.1 
PC,NSM,QU1,F,Y55-64,AT	67.8 	72.1 
PC,NSM,QU1,F,Y55-64,BE	53.6 	60.7 u
PC,NSM,QU1,F,Y55-64,BG	78.8 	80.7 
PC,NSM,QU1,F,Y55-64,CY	78.8 	88.2 
PC,NSM,QU1,F,Y55-64,CZ	71.3 	67.3 
PC,NSM,QU1,F,Y55-64,DE	58.4 	73.5 
PC,NSM,QU1,F,Y55-64,DK	69.0 	57.6 
PC,NSM,QU1,F,Y55-64,EE	69.2 	75.9 
PC,NSM,QU1,F,Y55-64,EL	56.0 	77.2 
PC,NSM,QU1,F,Y55-64,ES	74.1 	76.3 
PC,NSM,QU1,F,Y55-64,EU27_2020	71.3 	73.9 
PC,NSM,QU1,F,Y55-64,EU28	: 	73.7 
PC,NSM,QU1,F,Y55-64,FI	81.7 	74.7 
PC,NSM,QU1,F,Y55-64,FR	75.4 	71.7 
PC,NSM,QU1,F,Y55-64,HR	68.3 	71.9 
PC,NSM,QU1,F,Y55-64,HU	68.1 	66.0 
PC,NSM,QU1,F,Y55-64,IE	84.4 	78.8 
PC,NSM,QU1,F,Y55-64,IS	84.0 	62.8 u
PC,NSM,QU1,F,Y55-64,IT	79.0 	73.8 
PC,NSM,QU1,F,Y55-64,LT	90.0 	86.8 
PC,NSM,QU1,F,Y55-64,LU	82.1 	70.7 u
PC,NSM,QU1,F,Y55-64,LV	78.2 	75.4 
PC,NSM,QU1,F,Y55-64,MT	78.2 	77.1 
PC,NSM,QU1,F,Y55-64,NL	72.5 	66.1 
PC,NSM,QU1,F,Y55-64,NO	80.7 u	54.9 
PC,NSM,QU1,F,Y55-64,PL	66.9 	61.9 
PC,NSM,QU1,F,Y55-64,PT	92.7 	89.5 
PC,NSM,QU1,F,Y55-64,RO	91.9 	91.8 
PC,NSM,QU1,F,Y55-64,RS	54.4 	: 
PC,NSM,QU1,F,Y55-64,SE	75.7 	90.1 u
PC,NSM,QU1,F,Y55-64,SI	70.6 	71.7 
PC,NSM,QU1,F,Y55-64,SK	73.6 	74.1 
PC,NSM,QU1,F,Y55-64,TR	88.9 	89.2 
PC,NSM,QU1,F,Y55-64,UK	: 	72.5 
PC,NSM,QU1,F,Y65-74,AT	82.6 	92.0 
PC,NSM,QU1,F,Y65-74,BE	79.8 	88.9 u
PC,NSM,QU1,F,Y65-74,BG	84.6 	90.1 
PC,NSM,QU1,F,Y65-74,CY	94.0 	93.1 u
PC,NSM,QU1,F,Y65-74,CZ	80.6 	88.0 
PC,NSM,QU1,F,Y65-74,DE	73.7 	91.0 
PC,NSM,QU1,F,Y65-74,DK	83.5 	82.3 
PC,NSM,QU1,F,Y65-74,EE	84.2 	91.0 u
PC,NSM,QU1,F,Y65-74,EL	77.1 u	88.0 
PC,NSM,QU1,F,Y65-74,ES	89.3 	93.9 
PC,NSM,QU1,F,Y65-74,EU27_2020	83.5 	89.2 
PC,NSM,QU1,F,Y65-74,EU28	: 	88.4 
PC,NSM,QU1,F,Y65-74,FI	85.2 	88.8 
PC,NSM,QU1,F,Y65-74,FR	86.9 	82.5 
PC,NSM,QU1,F,Y65-74,HR	87.1 	93.7 u
PC,NSM,QU1,F,Y65-74,HU	79.0 	89.0 
PC,NSM,QU1,F,Y65-74,IE	87.9 	83.7 
PC,NSM,QU1,F,Y65-74,IS	80.3 u	73.3 u
PC,NSM,QU1,F,Y65-74,IT	87.1 	87.7 
PC,NSM,QU1,F,Y65-74,LT	92.1 	98.5 
PC,NSM,QU1,F,Y65-74,LU	81.6 	: u
PC,NSM,QU1,F,Y65-74,LV	87.5 	88.7 
PC,NSM,QU1,F,Y65-74,MT	85.4 	91.4 
PC,NSM,QU1,F,Y65-74,NL	66.0 u	69.2 u
PC,NSM,QU1,F,Y65-74,NO	65.3 	79.5 
PC,NSM,QU1,F,Y65-74,PL	82.4 	83.0 
PC,NSM,QU1,F,Y65-74,PT	93.9 	98.8 
PC,NSM,QU1,F,Y65-74,RO	96.4 	96.5 
PC,NSM,QU1,F,Y65-74,RS	75.4 	: 
PC,NSM,QU1,F,Y65-74,SE	87.8 	86.6 u
PC,NSM,QU1,F,Y65-74,SI	82.9 	88.7 
PC,NSM,QU1,F,Y65-74,SK	87.2 	86.1 u
PC,NSM,QU1,F,Y65-74,TR	94.6 	96.2 
PC,NSM,QU1,F,Y65-74,UK	: 	83.1 
PC,NSM,QU1,F,Y_GE18,AT	76.2 	72.2 
PC,NSM,QU1,F,Y_GE18,BE	76.6 	73.4 u
PC,NSM,QU1,F,Y_GE18,BG	80.9 	74.0 
PC,NSM,QU1,F,Y_GE18,CY	83.3 	82.7 
PC,NSM,QU1,F,Y_GE18,CZ	77.2 	74.6 
PC,NSM,QU1,F,Y_GE18,DE	67.8 	77.6 
PC,NSM,QU1,F,Y_GE18,DK	75.4 	76.6 
PC,NSM,QU1,F,Y_GE18,EE	82.0 	73.2 
PC,NSM,QU1,F,Y_GE18,EL	69.3 	71.1 
PC,NSM,QU1,F,Y_GE18,ES	76.6 	75.4 
PC,NSM,QU1,F,Y_GE18,EU27_2020	76.5 	76.4 
PC,NSM,QU1,F,Y_GE18,EU28	: 	76.4 
PC,NSM,QU1,F,Y_GE18,FI	84.6 	79.0 
PC,NSM,QU1,F,Y_GE18,FR	75.9 	68.7 
PC,NSM,QU1,F,Y_GE18,HR	81.1 	72.0 
PC,NSM,QU1,F,Y_GE18,HU	66.9 	77.3 
PC,NSM,QU1,F,Y_GE18,IE	80.1 	77.1 
PC,NSM,QU1,F,Y_GE18,IS	86.3 	76.1 
PC,NSM,QU1,F,Y_GE18,IT	81.3 	80.4 
PC,NSM,QU1,F,Y_GE18,LT	89.8 	81.2 
PC,NSM,QU1,F,Y_GE18,LU	79.2 	74.7 
PC,NSM,QU1,F,Y_GE18,LV	85.0 	76.3 
PC,NSM,QU1,F,Y_GE18,MT	74.4 	81.6 
PC,NSM,QU1,F,Y_GE18,NL	69.3 	69.3 
PC,NSM,QU1,F,Y_GE18,NO	81.5 	78.9 
PC,NSM,QU1,F,Y_GE18,PL	80.0 	73.2 
PC,NSM,QU1,F,Y_GE18,PT	88.2 	86.6 
PC,NSM,QU1,F,Y_GE18,RO	89.6 	90.1 
PC,NSM,QU1,F,Y_GE18,RS	66.9 	: 
PC,NSM,QU1,F,Y_GE18,SE	84.9 	85.3 
PC,NSM,QU1,F,Y_GE18,SI	79.8 	81.7 
PC,NSM,QU1,F,Y_GE18,SK	75.1 	71.0 
PC,NSM,QU1,F,Y_GE18,TR	85.6 	84.2 
PC,NSM,QU1,F,Y_GE18,UK	: 	76.4 
PC,NSM,QU1,F,Y_GE65,AT	91.4 	94.7 
PC,NSM,QU1,F,Y_GE65,BE	88.3 	94.9 u
PC,NSM,QU1,F,Y_GE65,BG	91.5 	93.1 
PC,NSM,QU1,F,Y_GE65,CY	94.7 	93.6 
PC,NSM,QU1,F,Y_GE65,CZ	87.0 	93.0 
PC,NSM,QU1,F,Y_GE65,DE	85.3 	93.2 
PC,NSM,QU1,F,Y_GE65,DK	86.4 	86.9 
PC,NSM,QU1,F,Y_GE65,EE	92.5 	91.7 
PC,NSM,QU1,F,Y_GE65,EL	85.6 	93.7 
PC,NSM,QU1,F,Y_GE65,ES	94.1 	96.5 
PC,NSM,QU1,F,Y_GE65,EU27_2020	90.3 	93.3 
PC,NSM,QU1,F,Y_GE65,EU28	: 	92.4 
PC,NSM,QU1,F,Y_GE65,FI	91.7 	93.4 
PC,NSM,QU1,F,Y_GE65,FR	92.7 	93.1 
PC,NSM,QU1,F,Y_GE65,HR	92.6 	97.3 
PC,NSM,QU1,F,Y_GE65,HU	85.9 	93.7 
PC,NSM,QU1,F,Y_GE65,IE	89.9 	89.0 
PC,NSM,QU1,F,Y_GE65,IS	83.5 u	84.0 
PC,NSM,QU1,F,Y_GE65,IT	90.7 	91.2 
PC,NSM,QU1,F,Y_GE65,LT	96.1 	99.2 
PC,NSM,QU1,F,Y_GE65,LU	85.4 	100 u
PC,NSM,QU1,F,Y_GE65,LV	93.6 	94.1 
PC,NSM,QU1,F,Y_GE65,MT	88.7 	95.1 
PC,NSM,QU1,F,Y_GE65,NL	68.5 u	80.1 
PC,NSM,QU1,F,Y_GE65,NO	83.4 	86.6 
PC,NSM,QU1,F,Y_GE65,PL	89.9 	89.3 
PC,NSM,QU1,F,Y_GE65,PT	96.5 	99.5 
PC,NSM,QU1,F,Y_GE65,RO	97.8 	97.9 
PC,NSM,QU1,F,Y_GE65,RS	85.0 	: 
PC,NSM,QU1,F,Y_GE65,SE	91.2 	90.3 
PC,NSM,QU1,F,Y_GE65,SI	93.0 	94.9 
PC,NSM,QU1,F,Y_GE65,SK	91.7 	92.6 
PC,NSM,QU1,F,Y_GE65,TR	95.1 	96.4 
PC,NSM,QU1,F,Y_GE65,UK	: 	87.4 
PC,NSM,QU1,F,Y_GE75,AT	96.8 	97.0 
PC,NSM,QU1,F,Y_GE75,BE	93.7 	98.6 u
PC,NSM,QU1,F,Y_GE75,BG	96.7 	97.4 
PC,NSM,QU1,F,Y_GE75,CY	95.3 	93.9 
PC,NSM,QU1,F,Y_GE75,CZ	92.8 	98.6 
PC,NSM,QU1,F,Y_GE75,DE	95.0 	95.5 
PC,NSM,QU1,F,Y_GE75,DK	88.2 	91.5 
PC,NSM,QU1,F,Y_GE75,EE	97.6 	92.8 u
PC,NSM,QU1,F,Y_GE75,EL	92.2 	97.9 
PC,NSM,QU1,F,Y_GE75,ES	97.9 	98.7 
PC,NSM,QU1,F,Y_GE75,EU27_2020	95.9 	96.7 
PC,NSM,QU1,F,Y_GE75,EU28	: 	95.8 
PC,NSM,QU1,F,Y_GE75,FI	98.3 u	96.0 
PC,NSM,QU1,F,Y_GE75,FR	97.9 	98.1 
PC,NSM,QU1,F,Y_GE75,HR	97.0 	99.1 
PC,NSM,QU1,F,Y_GE75,HU	96.1 	97.4 
PC,NSM,QU1,F,Y_GE75,IE	91.8 	95.0 
PC,NSM,QU1,F,Y_GE75,IS	: u	88.7 
PC,NSM,QU1,F,Y_GE75,IT	93.7 	94.3 
PC,NSM,QU1,F,Y_GE75,LT	98.5 	100 
PC,NSM,QU1,F,Y_GE75,LU	95.3 u	: u
PC,NSM,QU1,F,Y_GE75,LV	97.5 	99.1 
PC,NSM,QU1,F,Y_GE75,MT	94.5 	98.7 
PC,NSM,QU1,F,Y_GE75,NL	: u	91.8 u
PC,NSM,QU1,F,Y_GE75,NO	93.0 	89.0 
PC,NSM,QU1,F,Y_GE75,PL	97.1 	95.6 
PC,NSM,QU1,F,Y_GE75,PT	99.0 	100.0 
PC,NSM,QU1,F,Y_GE75,RO	98.7 	98.9 
PC,NSM,QU1,F,Y_GE75,RS	95.0 	: 
PC,NSM,QU1,F,Y_GE75,SE	92.8 	93.7 u
PC,NSM,QU1,F,Y_GE75,SI	97.9 	98.3 
PC,NSM,QU1,F,Y_GE75,SK	98.6 u	100 u
PC,NSM,QU1,F,Y_GE75,TR	95.7 	96.6 
PC,NSM,QU1,F,Y_GE75,UK	: 	90.8 
PC,NSM,QU1,M,TOTAL,AT	62.3 	62.0 
PC,NSM,QU1,M,TOTAL,BE	61.7 	65.4 u
PC,NSM,QU1,M,TOTAL,BG	49.9 	51.8 
PC,NSM,QU1,M,TOTAL,CY	60.7 	55.0 
PC,NSM,QU1,M,TOTAL,CZ	66.3 	56.0 
PC,NSM,QU1,M,TOTAL,DE	56.3 	69.5 
PC,NSM,QU1,M,TOTAL,DK	71.1 	69.3 
PC,NSM,QU1,M,TOTAL,EE	60.3 	56.7 
PC,NSM,QU1,M,TOTAL,EL	57.9 	54.0 
PC,NSM,QU1,M,TOTAL,ES	68.4 	60.9 
PC,NSM,QU1,M,TOTAL,EU27_2020	64.2 	63.1 
PC,NSM,QU1,M,TOTAL,EU28	: 	64.3 
PC,NSM,QU1,M,TOTAL,FI	76.6 	74.2 
PC,NSM,QU1,M,TOTAL,FR	69.9 	58.9 
PC,NSM,QU1,M,TOTAL,HR	70.3 	62.3 
PC,NSM,QU1,M,TOTAL,HU	58.1 	53.5 
PC,NSM,QU1,M,TOTAL,IE	77.7 	75.1 
PC,NSM,QU1,M,TOTAL,IS	82.9 	74.5 
PC,NSM,QU1,M,TOTAL,IT	69.0 	66.0 
PC,NSM,QU1,M,TOTAL,LT	49.8 	55.5 
PC,NSM,QU1,M,TOTAL,LU	69.5 	69.6 
PC,NSM,QU1,M,TOTAL,LV	44.9 	44.8 
PC,NSM,QU1,M,TOTAL,MT	70.2 	71.7 
PC,NSM,QU1,M,TOTAL,NL	60.6 	58.0 
PC,NSM,QU1,M,TOTAL,NO	72.1 	69.5 
PC,NSM,QU1,M,TOTAL,PL	58.5 	56.3 
PC,NSM,QU1,M,TOTAL,PT	72.7 	70.8 
PC,NSM,QU1,M,TOTAL,RO	59.7 	58.4 
PC,NSM,QU1,M,TOTAL,RS	61.2 	: 
PC,NSM,QU1,M,TOTAL,SE	76.0 	81.8 
PC,NSM,QU1,M,TOTAL,SI	72.5 	68.6 
PC,NSM,QU1,M,TOTAL,SK	64.1 	54.7 
PC,NSM,QU1,M,TOTAL,TR	53.6 	52.0 
PC,NSM,QU1,M,TOTAL,UK	: 	73.6 
PC,NSM,QU1,M,Y15-19,AT	61.2 u	63.2 
PC,NSM,QU1,M,Y15-19,BE	: u	: u
PC,NSM,QU1,M,Y15-19,BG	: u	69.5 
PC,NSM,QU1,M,Y15-19,CY	62.6 u	79.7 u
PC,NSM,QU1,M,Y15-19,CZ	73.4 u	62.5 u
PC,NSM,QU1,M,Y15-19,DE	60.4 	81.2 
PC,NSM,QU1,M,Y15-19,DK	: u	: u
PC,NSM,QU1,M,Y15-19,EE	: u	74.7 u
PC,NSM,QU1,M,Y15-19,EL	: u	85.3 u
PC,NSM,QU1,M,Y15-19,ES	81.3 	78.8 
PC,NSM,QU1,M,Y15-19,EU27_2020	70.5 	: 
PC,NSM,QU1,M,Y15-19,EU28	: 	80.2 
PC,NSM,QU1,M,Y15-19,FI	: u	87.0 u
PC,NSM,QU1,M,Y15-19,FR	68.7 	66.1 
PC,NSM,QU1,M,Y15-19,HR	: u	74.0 u
PC,NSM,QU1,M,Y15-19,HU	: u	59.6 u
PC,NSM,QU1,M,Y15-19,IE	: u	: u
PC,NSM,QU1,M,Y15-19,IS	86.3 u	83.7 
PC,NSM,QU1,M,Y15-19,IT	78.7 	91.1 
PC,NSM,QU1,M,Y15-19,LT	: u	78.0 u
PC,NSM,QU1,M,Y15-19,LU	: u	73.8 u
PC,NSM,QU1,M,Y15-19,LV	: u	68.6 
PC,NSM,QU1,M,Y15-19,MT	: u	: u
PC,NSM,QU1,M,Y15-19,NL	: u	74.5 u
PC,NSM,QU1,M,Y15-19,NO	71.1 u	82.4 
PC,NSM,QU1,M,Y15-19,PL	67.5 u	85.3 
PC,NSM,QU1,M,Y15-19,PT	94.5 	87.6 
PC,NSM,QU1,M,Y15-19,RO	80.1 u	82.6 
PC,NSM,QU1,M,Y15-19,RS	75.0 u	: 
PC,NSM,QU1,M,Y15-19,SE	87.4 u	88.6 
PC,NSM,QU1,M,Y15-19,SI	: u	: u
PC,NSM,QU1,M,Y15-19,SK	80.1 u	63.2 u
PC,NSM,QU1,M,Y15-19,TR	60.6 u	72.5 
PC,NSM,QU1,M,Y15-19,UK	: 	82.4 
PC,NSM,QU1,M,Y15-24,AT	61.2 	56.0 
PC,NSM,QU1,M,Y15-24,BE	52.0 u	: u
PC,NSM,QU1,M,Y15-24,BG	51.6 u	57.5 
PC,NSM,QU1,M,Y15-24,CY	62.6 	61.1 
PC,NSM,QU1,M,Y15-24,CZ	75.5 	50.7 
PC,NSM,QU1,M,Y15-24,DE	66.5 	73.2 
PC,NSM,QU1,M,Y15-24,DK	69.4 u	82.6 u
PC,NSM,QU1,M,Y15-24,EE	77.5 	68.6 
PC,NSM,QU1,M,Y15-24,EL	77.1 	70.7 
PC,NSM,QU1,M,Y15-24,ES	81.1 	71.6 
PC,NSM,QU1,M,Y15-24,EU27_2020	72.4 	71.3 
PC,NSM,QU1,M,Y15-24,EU28	: 	71.9 
PC,NSM,QU1,M,Y15-24,FI	84.6 	80.9 
PC,NSM,QU1,M,Y15-24,FR	72.3 	61.8 
PC,NSM,QU1,M,Y15-24,HR	68.3 u	70.3 
PC,NSM,QU1,M,Y15-24,HU	59.9 	44.3 
PC,NSM,QU1,M,Y15-24,IE	76.8 u	79.4 u
PC,NSM,QU1,M,Y15-24,IS	88.3 	77.0 
PC,NSM,QU1,M,Y15-24,IT	77.0 	76.5 
PC,NSM,QU1,M,Y15-24,LT	: u	67.1 
PC,NSM,QU1,M,Y15-24,LU	68.6 u	77.9 u
PC,NSM,QU1,M,Y15-24,LV	54.5 u	64.5 
PC,NSM,QU1,M,Y15-24,MT	81.5 u	71.0 u
PC,NSM,QU1,M,Y15-24,NL	62.4 	65.1 
PC,NSM,QU1,M,Y15-24,NO	77.4 	75.3 
PC,NSM,QU1,M,Y15-24,PL	71.7 	75.5 
PC,NSM,QU1,M,Y15-24,PT	84.1 	78.0 
PC,NSM,QU1,M,Y15-24,RO	74.6 	73.7 
PC,NSM,QU1,M,Y15-24,RS	74.0 	: 
PC,NSM,QU1,M,Y15-24,SE	82.4 	85.5 
PC,NSM,QU1,M,Y15-24,SI	79.6 	73.7 u
PC,NSM,QU1,M,Y15-24,SK	72.6 	57.2 
PC,NSM,QU1,M,Y15-24,TR	60.5 	60.2 
PC,NSM,QU1,M,Y15-24,UK	: 	76.1 
PC,NSM,QU1,M,Y15-29,AT	58.4 	54.3 
PC,NSM,QU1,M,Y15-29,BE	41.4 	: u
PC,NSM,QU1,M,Y15-29,BG	48.5 	48.0 
PC,NSM,QU1,M,Y15-29,CY	56.0 	54.8 
PC,NSM,QU1,M,Y15-29,CZ	70.0 	54.5 
PC,NSM,QU1,M,Y15-29,DE	62.1 	71.1 
PC,NSM,QU1,M,Y15-29,DK	69.1 	70.3 
PC,NSM,QU1,M,Y15-29,EE	73.5 	68.4 
PC,NSM,QU1,M,Y15-29,EL	74.7 	59.0 
PC,NSM,QU1,M,Y15-29,ES	74.9 	60.4 
PC,NSM,QU1,M,Y15-29,EU27_2020	68.3 	66.0 
PC,NSM,QU1,M,Y15-29,EU28	: 	66.7 
PC,NSM,QU1,M,Y15-29,FI	81.8 	76.9 
PC,NSM,QU1,M,Y15-29,FR	71.0 	58.1 
PC,NSM,QU1,M,Y15-29,HR	67.1 u	63.4 
PC,NSM,QU1,M,Y15-29,HU	57.9 	42.6 
PC,NSM,QU1,M,Y15-29,IE	78.9 u	69.7 u
PC,NSM,QU1,M,Y15-29,IS	85.3 	73.9 
PC,NSM,QU1,M,Y15-29,IT	72.1 	70.0 
PC,NSM,QU1,M,Y15-29,LT	: u	61.1 
PC,NSM,QU1,M,Y15-29,LU	68.5 	76.0 
PC,NSM,QU1,M,Y15-29,LV	49.3 	53.9 
PC,NSM,QU1,M,Y15-29,MT	81.6 u	68.6 u
PC,NSM,QU1,M,Y15-29,NL	58.8 	62.2 
PC,NSM,QU1,M,Y15-29,NO	77.4 	75.9 
PC,NSM,QU1,M,Y15-29,PL	67.9 	70.3 
PC,NSM,QU1,M,Y15-29,PT	80.6 	70.5 
PC,NSM,QU1,M,Y15-29,RO	68.4 	62.1 
PC,NSM,QU1,M,Y15-29,RS	64.9 	: 
PC,NSM,QU1,M,Y15-29,SE	81.1 	83.4 
PC,NSM,QU1,M,Y15-29,SI	72.8 	67.6 
PC,NSM,QU1,M,Y15-29,SK	70.0 	56.5 
PC,NSM,QU1,M,Y15-29,TR	53.7 	56.4 
PC,NSM,QU1,M,Y15-29,UK	: 	72.0 
PC,NSM,QU1,M,Y15-44,AT	: 	54.3 
PC,NSM,QU1,M,Y15-44,BE	: 	: u
PC,NSM,QU1,M,Y15-44,BG	: 	43.7 
PC,NSM,QU1,M,Y15-44,CY	: 	50.4 
PC,NSM,QU1,M,Y15-44,CZ	: 	50.9 
PC,NSM,QU1,M,Y15-44,DE	: 	64.6 
PC,NSM,QU1,M,Y15-44,DK	: 	68.4 
PC,NSM,QU1,M,Y15-44,EE	: 	58.5 
PC,NSM,QU1,M,Y15-44,EL	: 	50.1 
PC,NSM,QU1,M,Y15-44,ES	: 	56.5 
PC,NSM,QU1,M,Y15-44,EU27_2020	: 	59.1 
PC,NSM,QU1,M,Y15-44,EU28	: 	60.2 
PC,NSM,QU1,M,Y15-44,FI	: 	75.9 
PC,NSM,QU1,M,Y15-44,FR	: 	52.3 
PC,NSM,QU1,M,Y15-44,HR	: 	57.5 
PC,NSM,QU1,M,Y15-44,HU	: 	43.3 
PC,NSM,QU1,M,Y15-44,IE	: 	72.2 
PC,NSM,QU1,M,Y15-44,IS	: 	72.0 
PC,NSM,QU1,M,Y15-44,IT	: 	61.2 
PC,NSM,QU1,M,Y15-44,LT	: 	54.7 
PC,NSM,QU1,M,Y15-44,LU	: 	69.5 
PC,NSM,QU1,M,Y15-44,LV	: 	42.2 
PC,NSM,QU1,M,Y15-44,MT	: 	57.5 
PC,NSM,QU1,M,Y15-44,NL	: 	56.9 
PC,NSM,QU1,M,Y15-44,NO	: 	70.7 
PC,NSM,QU1,M,Y15-44,PL	: 	59.6 
PC,NSM,QU1,M,Y15-44,PT	: 	63.4 
PC,NSM,QU1,M,Y15-44,RO	: 	54.5 
