"Units","StatVar","MinDate","MeasurementMethods","ScalingFactors","NumPlaces","observationPeriods"
"[]","Count_Person_Employed_CommercialEquipMerchantWholesalers","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_SpecializedFreightTrucking","2020-01","[BLSSeasonallyUnadjusted]","[]","5","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_TradeTransportationUtilities_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_TradeTransportationUtilities","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_MachineryAndSupplyMerchantWholesalers","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_BuildingMaterialAndGardenSupplyStores","2020-01","[BLSSeasonallyUnadjusted]","[]","25","[P1M]"
"[]","Count_Person_Employed_OtherWoodProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_ProfessionalBusinessServices","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_MetalOreMining","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_FabricatedMetalProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","28","[P1M]"
"[]","Count_Person_Employed_FederalGovernmentOwnedEstablishment_Hospitals","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_SupportActivitiesForTransportation","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_LegalServices","2020-01","[BLSSeasonallyUnadjusted]","[]","16","[P1M]"
"[]","Count_Person_Employed_FinancialInvestmentsAndRelatedActivitiesIncludingFinancialVehicles","2020-01","[BLSSeasonallyUnadjusted]","[]","12","[P1M]"
"[]","Count_Person_Employed_PersonalCareServices","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_LeisureHospitality","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_ComputerAndElectronicProductManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_GeneralFreightTrucking","2020-01","[BLSSeasonallyUnadjusted]","[]","8","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_OtherServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_MotorVehicleManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[]","Count_Person_Employed_PrivatelyOwnedEstablishment_ServiceProviding","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","104","[P1M]"
"[]","Count_Person_Employed_AerospaceProductAndPartsManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","11","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_TradeTransportationUtilities","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_FinancialActivities","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","95","[P1M]"
"[]","Count_Person_Employed_NonDepositoryCreditIntermediation","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_GeneralRentalCenters","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_PrivatelyOwned","2020-01","[BLSSeasonallyUnadjusted]","[]","103","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_DurableGoodsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","38","[P1M]"
"[]","Count_Person_Employed_RentalAndLeasingServices","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_HouseholdApplianceManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_NewspaperPeriodicalBookAndDirectoryPublishers","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_DurableGoodsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","38","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_MotorVehicleManufacturingMotorVehicleBodyAndTrailerManufacturingMotorVehiclePartsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_ContinuingCareAssistedLivingFacilities","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_SoftwarePublishers","2020-01","[BLSSeasonallyUnadjusted]","[]","5","[P1M]"
"[]","Count_Person_Employed_TextileMills","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_PetroleumAndCoalProductsManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_PrivatelyOwned_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_AmusementParksAndArcades","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_LeisureHospitality","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_OfficeAdministrativeServices","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_Manufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","54","[P1M]"
"[]","Count_Person_Employed_ComputerAndPeripheralEquipmentMfg","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_DairyProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_ChildDayCareServices","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_SpecializedDesignServices","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_RetailTrade","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","97","[P1M]"
"[]","Count_Person_Employed_Government","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","104","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_PrivatelyOwnedEstablishment_EducationHealthServices","2020-01","[BLSSeasonallyUnadjusted]","[]","48","[P1M]"
"[]","Count_Person_Employed_EmergencyAndOtherReliefServices","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_HomeFurnishingsRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_ProfessionalBusinessServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_ConstructionLogging","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","93","[P1M]"
"[]","Count_Person_Employed_OtherServices","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","92","[P1M]"
"[]","Count_Person_Employed_OtherFoodManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_MiningAndLogging_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_OtherAmusementAndRecreationIndustries","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_Construction","2020-01","[BLSSeasonallyUnadjusted]","[]","43","[P1M]"
"[]","Count_Person_Employed_LocalGovernmentOwned_ElementaryAndSecondarySchools","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_PsychiatricAndSubstanceAbuseHospitals","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_PaperManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","10","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_MetalworkingMachineryManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_CouriersAndMessengers","2020-01","[BLSSeasonallyUnadjusted]","[]","13","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_Miningandlogging","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_MiscNondurableGoodsMerchantWholesalers","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_AmbulatoryHealthCareServices","2020-01","[BLSSeasonallyUnadjusted]","[]","46","[P1M]"
"[]","Count_Person_Employed_PostalService","2020-01","[BLSSeasonallyUnadjusted]","[]","12","[P1M]"
