Date,GeoId,MeanMothersAge_BirthEvent,MedianMothersAge_BirthEvent,FertilityRate_Person_Female
2013,nuts/FRI1,30.3,30.7,1.78
2014,nuts/FRI1,30.4,30.7,1.78
2015,nuts/FRI1,30.5,30.9,1.72
2016,nuts/FRI1,30.7,31.0,1.7
2017,nuts/FRI1,30.7,31.1,1.66
2018,nuts/FRI1,30.8,31.3,1.64
2019,nuts/FRI1,30.9,31.4,1.64
2020,nuts/FRI1,31.0,31.5,1.63
2021,nuts/FRI1,31.2,31.7,1.66
2022,nuts/FRI1,31.2,31.7,1.62
2013,nuts/FRI11,,29.7,
2014,nuts/FRI11,29.2,29.7,1.87
2015,nuts/FRI11,29.4,29.7,1.77
2016,nuts/FRI11,29.6,30.1,1.77
2017,nuts/FRI11,29.6,30.2,1.76
2018,nuts/FRI11,29.8,30.5,1.64
2019,nuts/FRI11,29.7,30.3,1.69
2020,nuts/FRI11,29.8,30.3,1.72
2021,nuts/FRI11,30.1,30.7,1.75
2022,nuts/FRI11,30.2,31.0,1.73
2013,nuts/FRI12,,30.8,
2014,nuts/FRI12,30.7,30.8,1.74
2015,nuts/FRI12,30.9,31.0,1.7
2016,nuts/FRI12,31.0,31.1,1.68
2017,nuts/FRI12,31.1,31.3,1.66
2018,nuts/FRI12,31.2,31.5,1.65
2019,nuts/FRI12,31.3,31.6,1.62
2020,nuts/FRI12,31.4,31.7,1.59
2021,nuts/FRI12,31.5,31.8,1.63
2022,nuts/FRI12,31.5,31.9,1.56
2013,nuts/FRI13,,30.5,
2014,nuts/FRI13,29.8,30.4,1.83
2015,nuts/FRI13,29.9,30.7,1.82
2016,nuts/FRI13,30.1,31.0,1.73
2017,nuts/FRI13,30.0,30.9,1.69
2018,nuts/FRI13,30.1,30.9,1.69
2019,nuts/FRI13,30.1,31.2,1.75
2020,nuts/FRI13,30.3,31.3,1.72
2021,nuts/FRI13,30.6,31.5,1.76
2022,nuts/FRI13,30.5,31.4,1.79
2013,nuts/FRI14,,29.9,
2014,nuts/FRI14,29.7,29.9,1.99
2015,nuts/FRI14,29.6,30.0,1.85
2016,nuts/FRI14,29.7,30.1,1.85
2017,nuts/FRI14,29.9,30.2,1.8
2018,nuts/FRI14,29.9,30.4,1.81
2019,nuts/FRI14,30.0,30.6,1.84
2020,nuts/FRI14,30.2,30.6,1.8
2021,nuts/FRI14,30.2,30.6,1.82
2022,nuts/FRI14,30.2,30.8,1.83
2013,nuts/FRI15,,31.2,
2014,nuts/FRI15,30.7,31.2,1.77
2015,nuts/FRI15,30.9,31.4,1.7
2016,nuts/FRI15,30.9,31.5,1.67
2017,nuts/FRI15,31.0,31.7,1.62
2018,nuts/FRI15,31.0,31.7,1.58
2019,nuts/FRI15,31.2,31.9,1.59
2020,nuts/FRI15,31.1,31.8,1.63
2021,nuts/FRI15,31.5,32.2,1.62
2022,nuts/FRI15,31.5,32.1,1.57
2013,nuts/FRI2,29.7,29.9,1.77
2014,nuts/FRI2,29.8,30.0,1.79
2015,nuts/FRI2,29.9,30.0,1.75
2016,nuts/FRI2,30.1,30.4,1.7
2017,nuts/FRI2,30.1,30.4,1.69
2018,nuts/FRI2,30.2,30.4,1.68
2019,nuts/FRI2,30.1,30.4,1.69
2020,nuts/FRI2,30.2,30.5,1.67
2021,nuts/FRI2,30.5,30.7,1.65
2022,nuts/FRI2,30.6,30.8,1.69
2013,nuts/FRI21,,30.0,
2014,nuts/FRI21,29.6,30.0,1.84
2015,nuts/FRI21,29.7,30.1,1.71
2016,nuts/FRI21,30.0,30.4,1.76
2017,nuts/FRI21,29.7,30.2,1.74
2018,nuts/FRI21,30.1,30.7,1.74
2019,nuts/FRI21,29.9,30.5,1.7
2020,nuts/FRI21,30.0,30.5,1.75
2021,nuts/FRI21,30.3,30.7,1.76
2022,nuts/FRI21,30.4,31.0,1.74
2013,nuts/FRI22,,29.3,
2014,nuts/FRI22,29.4,29.9,1.74
2015,nuts/FRI22,29.4,29.7,1.77
2016,nuts/FRI22,29.6,30.0,1.66
2017,nuts/FRI22,29.6,29.8,1.72
2018,nuts/FRI22,28.9,29.0,1.72
2019,nuts/FRI22,29.2,29.6,1.67
2020,nuts/FRI22,29.7,30.1,1.66
2021,nuts/FRI22,29.6,29.8,1.75
2022,nuts/FRI22,29.8,30.3,1.67
2013,nuts/FRI23,,29.9,
2014,nuts/FRI23,30.0,30.0,1.79
2015,nuts/FRI23,30.1,30.0,1.77
2016,nuts/FRI23,30.3,30.4,1.69
2017,nuts/FRI23,30.4,30.6,1.67
2018,nuts/FRI23,30.5,30.6,1.65
2019,nuts/FRI23,30.4,30.5,1.71
2020,nuts/FRI23,30.4,30.6,1.65
2021,nuts/FRI23,30.8,30.9,1.58
2022,nuts/FRI23,30.8,30.8,1.68
2013,nuts/FRI3,29.6,29.8,1.88
2014,nuts/FRI3,29.7,29.9,1.86
2015,nuts/FRI3,29.7,29.9,1.78
2016,nuts/FRI3,29.9,30.2,1.78
2017,nuts/FRI3,29.9,30.2,1.71
2018,nuts/FRI3,30.0,30.3,1.69
2019,nuts/FRI3,30.0,30.4,1.72
2020,nuts/FRI3,30.1,30.5,1.66
2021,nuts/FRI3,30.3,30.7,1.7
2022,nuts/FRI3,30.4,30.7,1.68
2013,nuts/FRI31,,29.6,
2014,nuts/FRI31,29.2,29.6,1.91
2015,nuts/FRI31,29.2,29.6,1.86
2016,nuts/FRI31,29.6,29.9,1.81
2017,nuts/FRI31,29.5,29.8,1.74
2018,nuts/FRI31,29.7,29.9,1.7
2019,nuts/FRI31,29.6,30.0,1.72
2020,nuts/FRI31,29.7,30.1,1.69
2021,nuts/FRI31,30.0,30.5,1.73
2022,nuts/FRI31,30.0,30.4,1.77
2013,nuts/FRI32,,29.9,
2014,nuts/FRI32,29.7,30.0,1.86
2015,nuts/FRI32,29.7,30.1,1.73
2016,nuts/FRI32,29.9,30.3,1.76
2017,nuts/FRI32,29.8,30.4,1.68
2018,nuts/FRI32,30.0,30.7,1.67
2019,nuts/FRI32,30.1,30.8,1.71
2020,nuts/FRI32,30.2,30.8,1.63
2021,nuts/FRI32,30.4,31.0,1.72
2022,nuts/FRI32,30.6,31.2,1.66
2013,nuts/FRI33,,29.8,
2014,nuts/FRI33,29.5,29.9,1.93
2015,nuts/FRI33,29.4,29.8,1.88
2016,nuts/FRI33,29.6,30.1,1.94
2017,nuts/FRI33,29.5,30.1,1.82
2018,nuts/FRI33,29.8,30.5,1.83
2019,nuts/FRI33,29.6,30.2,1.84
2020,nuts/FRI33,29.8,30.3,1.76
2021,nuts/FRI33,29.9,30.5,1.84
2022,nuts/FRI33,29.9,30.5,1.75
2013,nuts/FRI34,,29.7,
2014,nuts/FRI34,30.1,29.9,1.81
2015,nuts/FRI34,30.2,30.1,1.75
2016,nuts/FRI34,30.4,30.1,1.7
2017,nuts/FRI34,30.5,30.4,1.67
2018,nuts/FRI34,30.3,30.1,1.63
2019,nuts/FRI34,30.5,30.4,1.66
2020,nuts/FRI34,30.5,30.4,1.61
2021,nuts/FRI34,30.5,30.4,1.59
2022,nuts/FRI34,30.6,30.4,1.59
2013,nuts/FRJ,30.2,30.4,1.87
2014,nuts/FRJ,30.3,30.5,1.87
2015,nuts/FRJ,30.5,30.7,1.83
2016,nuts/FRJ,30.5,30.8,1.79
2017,nuts/FRJ,30.6,30.9,1.75
2018,nuts/FRJ,30.7,31.1,1.73
2019,nuts/FRJ,30.8,31.1,1.72
2020,nuts/FRJ,30.9,31.2,1.69
2021,nuts/FRJ,31.0,31.4,1.72
2022,nuts/FRJ,31.0,31.4,1.67
2013,nuts/FRJ1,30.0,30.2,1.93
2014,nuts/FRJ1,30.1,30.2,1.91
2015,nuts/FRJ1,30.2,30.4,1.88
2016,nuts/FRJ1,30.3,30.5,1.85
2017,nuts/FRJ1,30.4,30.6,1.8
2018,nuts/FRJ1,30.5,30.8,1.79
2019,nuts/FRJ1,30.6,31.0,1.77
2020,nuts/FRJ1,30.7,31.0,1.75
2021,nuts/FRJ1,30.8,31.2,1.78
2022,nuts/FRJ1,30.8,31.2,1.74
2013,nuts/FRJ11,,29.6,
2014,nuts/FRJ11,29.3,29.7,1.92
2015,nuts/FRJ11,29.6,30.0,1.92
2016,nuts/FRJ11,29.5,30.0,1.85
2017,nuts/FRJ11,29.5,30.0,1.83
2018,nuts/FRJ11,29.7,30.3,1.79
2019,nuts/FRJ11,29.6,30.3,1.79
2020,nuts/FRJ11,30.0,30.6,1.81
2021,nuts/FRJ11,30.1,30.7,1.81
2022,nuts/FRJ11,30.2,30.9,1.77
2013,nuts/FRJ12,,30.0,
2014,nuts/FRJ12,29.9,30.2,2.04
2015,nuts/FRJ12,30.0,30.4,2.0
2016,nuts/FRJ12,30.2,30.6,2.0
2017,nuts/FRJ12,30.0,30.5,1.95
2018,nuts/FRJ12,30.2,30.8,1.93
2019,nuts/FRJ12,30.4,30.9,1.91
2020,nuts/FRJ12,30.4,30.9,1.9
2021,nuts/FRJ12,30.6,31.0,1.94
2022,nuts/FRJ12,30.4,30.9,1.93
2013,nuts/FRJ13,,30.5,
2014,nuts/FRJ13,30.7,30.5,1.85
2015,nuts/FRJ13,30.7,30.6,1.83
2016,nuts/FRJ13,30.8,30.8,1.8
2017,nuts/FRJ13,31.0,31.1,1.75
2018,nuts/FRJ13,31.0,31.1,1.75
2019,nuts/FRJ13,31.1,31.2,1.72
2020,nuts/FRJ13,31.2,31.3,1.68
2021,nuts/FRJ13,31.4,31.5,1.69
2022,nuts/FRJ13,31.5,31.6,1.66
2013,nuts/FRJ14,,30.7,
2014,nuts/FRJ14,30.2,30.5,1.71
2015,nuts/FRJ14,30.1,30.2,1.84
2016,nuts/FRJ14,30.2,30.6,1.76
2017,nuts/FRJ14,30.1,30.4,1.61
2018,nuts/FRJ14,30.2,30.7,1.6
2019,nuts/FRJ14,30.5,31.1,1.6
2020,nuts/FRJ14,30.6,31.1,1.46
2021,nuts/FRJ14,31.0,31.4,1.67
2022,nuts/FRJ14,30.7,31.2,1.63
2013,nuts/FRJ15,,29.8,
2014,nuts/FRJ15,29.3,29.6,1.96
2015,nuts/FRJ15,29.6,30.0,1.91
2016,nuts/FRJ15,29.6,30.0,1.81
2017,nuts/FRJ15,29.6,29.9,1.82
2018,nuts/FRJ15,29.9,30.5,1.79
2019,nuts/FRJ15,29.9,30.6,1.79
2020,nuts/FRJ15,30.0,30.6,1.79
2021,nuts/FRJ15,30.3,30.8,1.87
2022,nuts/FRJ15,30.2,30.8,1.76
2013,nuts/FRJ2,30.4,30.6,1.82
2014,nuts/FRJ2,30.5,30.8,1.84
2015,nuts/FRJ2,30.7,30.9,1.78
2016,nuts/FRJ2,30.8,31.0,1.74
2017,nuts/FRJ2,30.9,31.2,1.71
2018,nuts/FRJ2,30.9,31.3,1.68
2019,nuts/FRJ2,31.0,31.3,1.66
2020,nuts/FRJ2,31.1,31.4,1.64
2021,nuts/FRJ2,31.2,31.5,1.67
2022,nuts/FRJ2,31.2,31.6,1.6
2013,nuts/FRJ21,,30.4,
2014,nuts/FRJ21,29.4,30.2,1.86
2015,nuts/FRJ21,29.5,30.3,1.91
2016,nuts/FRJ21,29.4,30.1,1.86
2017,nuts/FRJ21,29.9,30.8,1.76
2018,nuts/FRJ21,30.0,30.8,1.73
2019,nuts/FRJ21,29.9,30.7,1.7
2020,nuts/FRJ21,30.3,31.0,1.7
2021,nuts/FRJ21,30.5,31.2,1.72
2022,nuts/FRJ21,30.6,31.5,1.66
2013,nuts/FRJ22,,30.3,
2014,nuts/FRJ22,29.8,30.5,1.95
2015,nuts/FRJ22,29.9,30.5,1.81
2016,nuts/FRJ22,29.9,30.7,1.85
2017,nuts/FRJ22,30.2,30.8,1.82
2018,nuts/FRJ22,30.3,31.0,1.77
2019,nuts/FRJ22,30.4,31.1,1.73
2020,nuts/FRJ22,30.3,31.0,1.75
2021,nuts/FRJ22,30.7,31.3,1.82
2022,nuts/FRJ22,30.7,31.3,1.68
2013,nuts/FRJ23,,31.0,
2014,nuts/FRJ23,31.3,31.2,1.77
2015,nuts/FRJ23,31.4,31.3,1.73
2016,nuts/FRJ23,31.5,31.5,1.68
2017,nuts/FRJ23,31.6,31.6,1.67
2018,nuts/FRJ23,31.7,31.7,1.65
2019,nuts/FRJ23,31.7,31.7,1.63
2020,nuts/FRJ23,31.8,31.8,1.59
2021,nuts/FRJ23,31.9,31.9,1.59
2022,nuts/FRJ23,31.9,32.0,1.51
2013,nuts/FRJ24,,30.7,
2014,nuts/FRJ24,29.9,30.7,1.92
2015,nuts/FRJ24,30.1,30.7,1.84
2016,nuts/FRJ24,30.1,30.9,1.75
2017,nuts/FRJ24,30.1,30.7,1.63
2018,nuts/FRJ24,30.3,31.1,1.69
2019,nuts/FRJ24,30.2,31.0,1.65
2020,nuts/FRJ24,30.4,31.2,1.7
2021,nuts/FRJ24,30.4,31.3,1.83
2022,nuts/FRJ24,30.5,31.4,1.76
2013,nuts/FRJ25,,30.0,
2014,nuts/FRJ25,29.6,30.3,1.9
2015,nuts/FRJ25,29.8,30.4,1.69
2016,nuts/FRJ25,30.0,30.6,1.72
2017,nuts/FRJ25,29.9,30.4,1.69
2018,nuts/FRJ25,29.9,30.4,1.75
2019,nuts/FRJ25,30.0,30.8,1.66
2020,nuts/FRJ25,30.4,31.1,1.67
2021,nuts/FRJ25,30.0,30.8,1.75
2022,nuts/FRJ25,30.5,31.4,1.63
2013,nuts/FRJ26,,29.9,
2014,nuts/FRJ26,29.8,30.2,1.97
2015,nuts/FRJ26,30.0,30.5,1.86
2016,nuts/FRJ26,30.0,30.3,1.79
2017,nuts/FRJ26,30.3,30.8,1.77
2018,nuts/FRJ26,29.9,30.6,1.69
2019,nuts/FRJ26,30.0,30.7,1.7
2020,nuts/FRJ26,30.4,30.9,1.76
2021,nuts/FRJ26,30.5,31.1,1.65
2022,nuts/FRJ26,30.5,31.0,1.7
2013,nuts/FRJ27,,30.4,
2014,nuts/FRJ27,29.8,30.4,1.98
2015,nuts/FRJ27,30.1,30.7,1.9
2016,nuts/FRJ27,30.1,30.5,1.88
2017,nuts/FRJ27,30.2,30.8,1.79
2018,nuts/FRJ27,30.1,30.7,1.72
2019,nuts/FRJ27,30.2,30.8,1.78
2020,nuts/FRJ27,30.4,31.0,1.71
2021,nuts/FRJ27,30.5,31.1,1.79
2022,nuts/FRJ27,30.5,31.0,1.79
2013,nuts/FRJ28,,29.7,
2014,nuts/FRJ28,29.4,30.1,2.1
2015,nuts/FRJ28,29.5,30.1,2.09
2016,nuts/FRJ28,29.7,30.3,1.98
2017,nuts/FRJ28,29.6,30.3,2.02
2018,nuts/FRJ28,29.6,30.3,1.94
2019,nuts/FRJ28,29.6,30.3,1.96
2020,nuts/FRJ28,29.7,30.3,1.9
2021,nuts/FRJ28,29.9,30.7,2.05
2022,nuts/FRJ28,29.8,30.5,2.0
2013,nuts/FRK,30.3,30.4,1.98
2014,nuts/FRK,30.4,30.6,2.0
2015,nuts/FRK,30.6,30.7,1.95
2016,nuts/FRK,30.6,30.8,1.9
2017,nuts/FRK,30.7,31.0,1.87
2018,nuts/FRK,30.8,31.1,1.86
2019,nuts/FRK,30.8,31.2,1.85
2020,nuts/FRK,30.9,31.2,1.79
2021,nuts/FRK,31.1,31.5,1.8
2022,nuts/FRK,31.1,31.5,1.74
2013,nuts/FRK1,29.8,30.0,1.84
2014,nuts/FRK1,29.9,30.0,1.85
2015,nuts/FRK1,30.0,30.2,1.79
2016,nuts/FRK1,30.0,30.2,1.77
2017,nuts/FRK1,30.1,30.3,1.75
2018,nuts/FRK1,30.2,30.5,1.76
2019,nuts/FRK1,30.3,30.6,1.73
2020,nuts/FRK1,30.4,30.7,1.66
2021,nuts/FRK1,30.5,30.9,1.73
2022,nuts/FRK1,30.6,30.9,1.65
2013,nuts/FRK11,,29.4,
2014,nuts/FRK11,29.2,29.6,1.92
2015,nuts/FRK11,29.4,29.7,1.85
2016,nuts/FRK11,29.2,29.5,1.9
2017,nuts/FRK11,29.4,29.6,1.84
2018,nuts/FRK11,29.4,29.6,1.79
2019,nuts/FRK11,29.6,30.1,1.84
2020,nuts/FRK11,29.8,30.0,1.72
2021,nuts/FRK11,29.9,30.1,1.85
2022,nuts/FRK11,29.8,29.9,1.73
2013,nuts/FRK12,,30.0,
2014,nuts/FRK12,29.7,30.3,1.78
2015,nuts/FRK12,29.7,30.0,1.69
2016,nuts/FRK12,29.8,30.2,1.64
2017,nuts/FRK12,29.8,30.5,1.66
2018,nuts/FRK12,30.1,30.6,1.74
2019,nuts/FRK12,29.7,30.5,1.64
2020,nuts/FRK12,30.0,30.6,1.67
2021,nuts/FRK12,30.1,30.7,1.69
2022,nuts/FRK12,30.2,30.8,1.66
2013,nuts/FRK13,,29.8,
2014,nuts/FRK13,29.5,29.8,1.97
2015,nuts/FRK13,29.7,30.2,2.0
2016,nuts/FRK13,29.7,30.0,1.87
2017,nuts/FRK13,29.8,30.2,1.85
2018,nuts/FRK13,29.9,30.3,1.93
2019,nuts/FRK13,30.1,30.7,1.84
2020,nuts/FRK13,30.1,30.5,1.81
2021,nuts/FRK13,30.3,30.8,1.89
2022,nuts/FRK13,30.3,30.7,1.76
2013,nuts/FRK14,,30.3,
2014,nuts/FRK14,30.3,30.3,1.82
2015,nuts/FRK14,30.4,30.4,1.74
2016,nuts/FRK14,30.5,30.5,1.72
2017,nuts/FRK14,30.5,30.6,1.71
2018,nuts/FRK14,30.7,30.8,1.71
2019,nuts/FRK14,30.6,30.9,1.68
2020,nuts/FRK14,30.7,30.9,1.6
2021,nuts/FRK14,31.0,31.2,1.65
2022,nuts/FRK14,31.0,31.3,1.59
2013,nuts/FRK2,30.4,30.5,2.01
2014,nuts/FRK2,30.5,30.6,2.02
2015,nuts/FRK2,30.6,30.8,1.98
2016,nuts/FRK2,30.7,30.9,1.93
2017,nuts/FRK2,30.8,31.0,1.9
2018,nuts/FRK2,30.9,31.2,1.88
2019,nuts/FRK2,30.9,31.3,1.87
2020,nuts/FRK2,31.0,31.3,1.82
2021,nuts/FRK2,31.3,31.6,1.82
2022,nuts/FRK2,31.2,31.6,1.76
2013,nuts/FRK21,,30.0,
2014,nuts/FRK21,29.8,30.2,1.98
2015,nuts/FRK21,29.9,30.5,1.87
2016,nuts/FRK21,30.0,30.4,1.88
2017,nuts/FRK21,30.1,30.7,1.83
2018,nuts/FRK21,30.3,30.9,1.86
2019,nuts/FRK21,30.3,31.0,1.8
2020,nuts/FRK21,30.3,30.9,1.82
2021,nuts/FRK21,30.6,31.3,1.87
2022,nuts/FRK21,30.6,31.4,1.82
2013,nuts/FRK22,,30.0,
2014,nuts/FRK22,29.6,30.2,2.04
2015,nuts/FRK22,29.7,30.1,2.04
2016,nuts/FRK22,30.0,30.5,1.81
2017,nuts/FRK22,29.9,30.4,1.92
2018,nuts/FRK22,30.1,30.9,1.86
2019,nuts/FRK22,29.9,30.5,1.96
2020,nuts/FRK22,30.2,30.9,1.81
2021,nuts/FRK22,30.4,31.1,1.91
2022,nuts/FRK22,30.3,31.0,1.79
2013,nuts/FRK23,,29.8,
2014,nuts/FRK23,29.8,30.1,2.13
2015,nuts/FRK23,29.9,30.1,2.06
2016,nuts/FRK23,29.9,30.4,1.98
2017,nuts/FRK23,30.1,30.7,1.98
2018,nuts/FRK23,30.1,30.7,1.92
2019,nuts/FRK23,30.2,30.9,1.94
2020,nuts/FRK23,30.3,31.0,1.88
2021,nuts/FRK23,30.5,31.1,1.92
2022,nuts/FRK23,30.5,31.2,1.89
2013,nuts/FRK24,,30.5,
2014,nuts/FRK24,30.4,30.6,2.05
2015,nuts/FRK24,30.6,30.7,1.96
2016,nuts/FRK24,30.7,30.9,1.96
2017,nuts/FRK24,30.8,31.0,1.93
2018,nuts/FRK24,30.8,31.1,1.86
2019,nuts/FRK24,30.7,31.0,1.85
2020,nuts/FRK24,30.8,31.1,1.84
2021,nuts/FRK24,31.0,31.4,1.82
2022,nuts/FRK24,31.0,31.4,1.78
2013,nuts/FRK25,,29.9,
2014,nuts/FRK25,30.0,30.0,2.15
2015,nuts/FRK25,30.0,30.0,2.12
2016,nuts/FRK25,30.1,30.1,2.02
2017,nuts/FRK25,30.1,30.2,1.98
2018,nuts/FRK25,30.3,30.4,2.0
2019,nuts/FRK25,30.3,30.5,2.01
2020,nuts/FRK25,30.4,30.5,1.92
2021,nuts/FRK25,30.6,30.7,1.9
2022,nuts/FRK25,30.6,30.7,1.9
2013,nuts/FRK26,,30.9,
2014,nuts/FRK26,31.3,31.0,2.07
2015,nuts/FRK26,31.5,31.2,2.04
2016,nuts/FRK26,31.5,31.3,2.0
2017,nuts/FRK26,31.6,31.5,1.95
2018,nuts/FRK26,31.7,31.6,1.93
2019,nuts/FRK26,31.7,31.7,1.9
2020,nuts/FRK26,31.8,31.8,1.8
2021,nuts/FRK26,32.1,32.1,1.78
2022,nuts/FRK26,32.1,32.1,1.7
2013,nuts/FRK27,,30.5,
2014,nuts/FRK27,30.3,30.6,1.92
2015,nuts/FRK27,30.5,30.8,1.88
2016,nuts/FRK27,30.5,30.9,1.84
2017,nuts/FRK27,30.5,31.0,1.81
2018,nuts/FRK27,30.8,31.3,1.82
2019,nuts/FRK27,30.8,31.4,1.77
2020,nuts/FRK27,30.9,31.5,1.75
2021,nuts/FRK27,31.1,31.6,1.78
2022,nuts/FRK27,31.0,31.6,1.72
2013,nuts/FRK28,,30.6,
2014,nuts/FRK28,30.4,31.0,1.9
2015,nuts/FRK28,30.5,31.1,1.89
2016,nuts/FRK28,30.6,31.2,1.81
2017,nuts/FRK28,30.7,31.3,1.79
2018,nuts/FRK28,30.8,31.4,1.83
2019,nuts/FRK28,30.9,31.6,1.82
2020,nuts/FRK28,30.9,31.5,1.83
2021,nuts/FRK28,31.2,31.9,1.83
2022,nuts/FRK28,31.1,31.9,1.75
2013,nuts/FRL,30.3,30.5,2.07
2014,nuts/FRL,30.3,30.5,2.06
2015,nuts/FRL,30.5,30.8,2.02
2016,nuts/FRL,30.6,30.9,2.0
2017,nuts/FRL,30.6,31.0,1.98
2018,nuts/FRL,30.7,31.1,1.96
2019,nuts/FRL,30.7,31.2,1.96
2020,nuts/FRL,30.9,31.3,1.91
2021,nuts/FRL,31.1,31.5,1.93
2022,nuts/FRL,31.2,31.6,1.88
2013,nuts/FRL0,30.3,30.5,2.07
2014,nuts/FRL0,30.3,30.5,2.06
2015,nuts/FRL0,30.5,30.8,2.02
2016,nuts/FRL0,30.6,30.9,2.0
2017,nuts/FRL0,30.6,31.0,1.98
2018,nuts/FRL0,30.7,31.1,1.96
2019,nuts/FRL0,30.7,31.2,1.96
2020,nuts/FRL0,30.9,31.3,1.91
2021,nuts/FRL0,31.1,31.5,1.93
2022,nuts/FRL0,31.2,31.6,1.88
2013,nuts/FRL01,,30.0,
2014,nuts/FRL01,29.6,30.1,1.99
2015,nuts/FRL01,29.8,30.4,1.94
2016,nuts/FRL01,29.9,30.6,1.92
2017,nuts/FRL01,30.1,30.9,1.84
2018,nuts/FRL01,29.8,30.5,1.81
2019,nuts/FRL01,29.9,30.8,1.79
2020,nuts/FRL01,30.0,30.6,1.77
2021,nuts/FRL01,30.1,30.9,1.91
2022,nuts/FRL01,30.4,31.1,1.76
2013,nuts/FRL02,,30.1,
2014,nuts/FRL02,29.8,30.1,1.92
2015,nuts/FRL02,30.0,30.6,1.86
2016,nuts/FRL02,30.2,30.9,1.8
2017,nuts/FRL02,30.6,31.4,1.69
2018,nuts/FRL02,30.4,31.3,1.76
2019,nuts/FRL02,30.3,31.1,1.77
2020,nuts/FRL02,30.5,31.3,1.71
2021,nuts/FRL02,30.8,31.6,1.91
2022,nuts/FRL02,30.6,31.7,1.84
2013,nuts/FRL03,,31.0,
2014,nuts/FRL03,30.7,30.9,1.94
2015,nuts/FRL03,30.8,31.1,1.92
2016,nuts/FRL03,31.0,31.4,1.91
2017,nuts/FRL03,30.9,31.4,1.91
2018,nuts/FRL03,31.1,31.5,1.88
2019,nuts/FRL03,31.1,31.6,1.88
2020,nuts/FRL03,31.3,31.7,1.81
2021,nuts/FRL03,31.5,32.0,1.84
2022,nuts/FRL03,31.7,32.1,1.8
2013,nuts/FRL04,,30.6,
2014,nuts/FRL04,30.5,30.7,2.09
2015,nuts/FRL04,30.7,30.8,2.08
2016,nuts/FRL04,30.8,30.9,2.05
2017,nuts/FRL04,30.9,31.1,2.05
2018,nuts/FRL04,30.9,31.2,2.03
2019,nuts/FRL04,31.0,31.3,2.01
2020,nuts/FRL04,31.1,31.4,1.96
2021,nuts/FRL04,31.2,31.6,1.96
2022,nuts/FRL04,31.3,31.6,1.92
2013,nuts/FRL05,,30.1,
2014,nuts/FRL05,30.0,30.3,2.03
2015,nuts/FRL05,30.1,30.5,1.96
2016,nuts/FRL05,30.1,30.5,1.94
2017,nuts/FRL05,30.2,30.7,1.91
2018,nuts/FRL05,30.3,30.8,1.88
2019,nuts/FRL05,30.4,31.0,1.93
2020,nuts/FRL05,30.5,31.0,1.89
2021,nuts/FRL05,30.7,31.3,1.92
2022,nuts/FRL05,30.9,31.4,1.9
2013,nuts/FRL06,,29.6,
2014,nuts/FRL06,29.9,29.9,2.25
2015,nuts/FRL06,30.1,30.3,2.19
2016,nuts/FRL06,30.1,30.3,2.12
2017,nuts/FRL06,30.1,30.3,2.08
2018,nuts/FRL06,30.2,30.7,2.07
2019,nuts/FRL06,30.2,30.7,2.07
2020,nuts/FRL06,30.3,30.7,2.06
2021,nuts/FRL06,30.6,31.1,2.04
2022,nuts/FRL06,30.6,31.2,1.99
2013,nuts/FRM,30.0,30.2,1.5
2014,nuts/FRM,30.4,30.8,1.52
2015,nuts/FRM,30.4,30.7,1.46
2016,nuts/FRM,30.5,31.0,1.47
2017,nuts/FRM,30.6,31.2,1.46
2018,nuts/FRM,30.5,31.1,1.42
2019,nuts/FRM,30.8,31.5,1.41
2020,nuts/FRM,30.9,31.7,1.36
2021,nuts/FRM,31.0,31.7,1.37
2022,nuts/FRM,31.2,31.9,1.38
2013,nuts/FRM0,30.0,30.2,1.5
2014,nuts/FRM0,30.4,30.8,1.52
2015,nuts/FRM0,30.4,30.7,1.46
2016,nuts/FRM0,30.5,31.0,1.47
2017,nuts/FRM0,30.6,31.2,1.46
2018,nuts/FRM0,30.5,31.1,1.42
2019,nuts/FRM0,30.8,31.5,1.41
2020,nuts/FRM0,30.9,31.7,1.36
2021,nuts/FRM0,31.0,31.7,1.37
2022,nuts/FRM0,31.2,31.9,1.38
2013,nuts/FRM01,,30.3,
2014,nuts/FRM01,30.3,31.0,1.49
2015,nuts/FRM01,30.3,30.5,1.46
2016,nuts/FRM01,30.5,31.3,1.48
2017,nuts/FRM01,30.7,31.4,1.42
2018,nuts/FRM01,30.3,31.1,1.5
2019,nuts/FRM01,30.6,31.7,1.46
2020,nuts/FRM01,30.6,31.8,1.44
2021,nuts/FRM01,30.9,32.0,1.45
2022,nuts/FRM01,30.8,31.8,1.43
2013,nuts/FRM02,,30.2,
2014,nuts/FRM02,30.4,30.7,1.55
2015,nuts/FRM02,30.5,30.8,1.47
2016,nuts/FRM02,30.4,30.8,1.47
2017,nuts/FRM02,30.6,30.9,1.49
2018,nuts/FRM02,30.7,31.2,1.37
2019,nuts/FRM02,30.9,31.3,1.37
2020,nuts/FRM02,31.1,31.5,1.3
2021,nuts/FRM02,31.1,31.5,1.31
2022,nuts/FRM02,31.5,31.9,1.34
2013,nuts/FRY,,28.7,
2014,nuts/FRY,28.8,28.7,2.68
2015,nuts/FRY,28.8,28.8,2.77
2016,nuts/FRY,28.7,28.6,2.81
2017,nuts/FRY,28.8,28.7,2.83
2018,nuts/FRY,29.0,28.9,2.81
2019,nuts/FRY,29.1,29.1,2.85
