place_name,dcid,placeId,name,alternateName,typeOf,containedInPlace
MX17002,wikidataId/Q17374320,,,,,
MX08067,wikidataId/Q2466150,,,,,
MX29007,wikidataId/Q3845589,,,,,
MX31093,wikidataId/Q2656520,,,,,
MX29039,wikidataId/Q2485826,,,,,
MX08055,wikidataId/Q2652329,,,,,
MX24011,wikidataId/Q2651364,,,,,
MX20109,wikidataId/Q3891084,,,,,
MX07065,wikidataId/Q1859841,,,,,
MX05013,wikidataId/Q3850517,,,,,
MX01007,wikidataId/Q4288377,,,,,
MX20331,wikidataId/Q7415140,,,,,
MX20560,wikidataId/Q27767632,,,,,
MX21085,wikidataId/Q6103259,,,,,
MX04006,wikidataId/Q590639,,,,,
MX15009,wikidataId/Q93867,,,,,
MX08051,wikidataId/Q15263345,,,,,
MX20218,wikidataId/Q3889591,,,,,
MX25013,wikidataId/Q2288836,,,,,
MX13001,wikidataId/Q3887952,,,,,
MX15086,wikidataId/Q3844572,,,,,
MX28013,wikidataId/Q2000748,,,,,
MX20092,wikidataId/Q1193291,,,,,
MX15096,wikidataId/Q34828,,,,,
MX23008,wikidataId/Q677463,,,,,
MX30073,wikidataId/Q3847301,,,,,
MX20054,wikidataId/Q3891472,,,,,
MX06003,wikidataId/Q2598172,,,,,
MX05001,wikidataId/Q3846431,,,,,
MX21093,wikidataId/Q5479464,,,,,
MX07122,wikidataId/Q14630098,,,,,
MX18011,wikidataId/Q1023929,,,,,
MX20509,wikidataId/Q3891748,,,,,
MX31059,wikidataId/Q2448553,,,,,
MX20416,wikidataId/Q12354943,,,,,
MX20169,wikidataId/Q3890989,,,,,
MX15079,wikidataId/Q2134780,,,,,
MX29045,wikidataId/Q4888102,,,,,
MX25014,wikidataId/Q2287675,,,,,
MX20138,wikidataId/Q4967803,,,,,
MX30185,wikidataId/Q3845914,,,,,
MX31086,wikidataId/Q2588138,,,,,
MX16067,wikidataId/Q3888788,,,,,
MX20512,wikidataId/Q3892629,,,,,
MX07072,wikidataId/Q1953117,,,,,
MX20428,wikidataId/Q2656501,,,,,
MX21176,wikidataId/Q7802049,,,,,
MX32009,wikidataId/Q20264869,,,,,
MX21198,wikidataId/Q8044354,,,,,
MX15015,wikidataId/Q2606760,,,,,
MX12079,wikidataId/Q6292609,,,,,
MX22001,wikidataId/Q16250988,,,,,
MX30195,wikidataId/Q3846902,,,,,
MX07105,wikidataId/Q1953252,,,,,
MX12058,wikidataId/Q7697805,,,,,
MX21037,wikidataId/Q5180099,,,,,
MX16077,wikidataId/Q3294614,,,,,
MX14095,wikidataId/Q3175264,,,,,
MX20561,wikidataId/Q8050490,,,,,
MX30134,wikidataId/Q20270908,,,,,
MX31018,wikidataId/Q2577517,,,,,
MX15033,wikidataId/Q15121208,,,,,
MX07006,wikidataId/Q1265580,,,,,
MX12041,wikidataId/Q6743721,,,,,
MX20537,wikidataId/Q3890442,,,,,
MX30180,wikidataId/Q3846687,,,,,
MX14007,wikidataId/Q3098803,,,,,
MX26018,wikidataId/Q1430907,,,,,
MX20318,wikidataId/Q4407305,,,,,
MX20340,wikidataId/Q35138169,,,,,
MX21183,wikidataId/Q6147705,,,,,
MX03002,wikidataId/Q1548701,,,,,
MX20181,wikidataId/Q3891795,,,,,
MX20322,wikidataId/Q3892021,,,,,
MX12073,wikidataId/Q2652075,,,,,
MX29051,wikidataId/Q7414377,,,,,
MX30171,wikidataId/Q3846642,,,,,
MX31009,wikidataId/Q2669271,,,,,
MX30173,wikidataId/Q3846461,,,,,
MX20161,wikidataId/Q1656588,,,,,
MX20085,wikidataId/Q3888202,,,,,
MX14015,wikidataId/Q2589446,,,,,
MX07059,wikidataId/Q53556,,,,,
MX07107,wikidataId/Q1575011,,,,,
MX15029,wikidataId/Q1962095,,,,,
MX14053,wikidataId/Q2065515,,,,,
MX29042,wikidataId/Q3893278,,,,,
MX14098,wikidataId/Q155277,,,,,
MX21147,wikidataId/Q4518831,,,,,
MX07084,wikidataId/Q1500690,,,,,
MX32057,wikidataId/Q4461963,,,,,
MX20252,wikidataId/Q4968475,,,,,
MX12013,wikidataId/Q10826418,,,,,
MX13037,wikidataId/Q25639083,,,,,
MX07112,wikidataId/Q1953181,,,,,
MX11027,wikidataId/Q20209194,,,,,
MX21028,wikidataId/Q3893085,,,,,
MX13057,wikidataId/Q3845448,,,,,
MX31006,wikidataId/Q2093664,,,,,
MX21123,wikidataId/Q6118696,,,,,
MX21216,wikidataId/Q10838571,,,,,
MX08031,wikidataId/Q2478194,,,,,
MX12035,wikidataId/Q2466669,,,,,
MX28018,wikidataId/Q3850556,,,,,
MX30076,wikidataId/Q3846970,,,,,
MX16010,wikidataId/Q3845516,,,,,
MX26017,wikidataId/Q2878225,,,,,
MX14107,wikidataId/Q3310867,,,,,
MX31022,wikidataId/Q2576895,,,,,
MX24044,wikidataId/Q10389057,,,,,
MX16106,wikidataId/Q956122,,,,,
MX07104,wikidataId/Q1769090,,,,,
MX07043,wikidataId/Q1785665,,,,,
MX22002,wikidataId/Q3844949,,,,,
MX18014,wikidataId/Q2001105,,,,,
MX16100,wikidataId/Q20291079,,,,,
MX28024,wikidataId/Q3849640,,,,,
MX16026,wikidataId/Q2652321,,,,,
MX20401,wikidataId/Q3888686,,,,,
MX05009,wikidataId/Q3849705,,,,,
MX20304,wikidataId/Q3888509,,,,,
MX15115,wikidataId/Q3300351,,,,,
MX27010,wikidataId/Q2576133,,,,,
MX11014,wikidataId/Q958153,,,,,
MX13009,wikidataId/Q27796632,,,,,
MX20496,wikidataId/Q985772,,,,,
MX22010,wikidataId/Q2652446,,,,,
MX16061,wikidataId/Q10802287,,,,,
MX05005,wikidataId/Q3849687,,,,,
MX20164,wikidataId/Q3891029,,,,,
MX07027,wikidataId/Q126028,,,,,
MX10027,wikidataId/Q7414632,,,,,
MX10015,wikidataId/Q24289605,,,,,
MX29022,wikidataId/Q4677862,,,,,
MX28040,wikidataId/Q17075269,,,,,
MX14044,wikidataId/Q3142829,,,,,
MX12047,wikidataId/Q12981704,,,,,
MX15057,wikidataId/Q219574,,,,,
MX20446,wikidataId/Q3888115,,,,,
MX20166,wikidataId/Q2448372,,,,,
MX20035,wikidataId/Q17266459,,,,,
MX32017,wikidataId/Q4151203,,,,,
MX31031,wikidataId/Q2576165,,,,,
MX203930001,wikidataId/Q4967333,,,,,
MX20342,wikidataId/Q4497283,,,,,
MX07020,wikidataId/Q4251701,,,,,
MX28041,wikidataId/Q7926884,,,,,
MX21088,wikidataId/Q5934131,,,,,
MX32050,wikidataId/Q4109944,,,,,
MX32023,wikidataId/Q1998769,,,,,
MX21137,wikidataId/Q6119487,,,,,
MX30061,wikidataId/Q20744250,,,,,
MX24032,wikidataId/Q3846862,,,,,
MX15099,wikidataId/Q2115196,,,,,
MX20542,wikidataId/Q20208810,,,,,
MX07021,wikidataId/Q1952951,,,,,
MX21149,wikidataId/Q5811439,,,,,
MX31076,wikidataId/Q2977881,,,,,
MX29010,wikidataId/Q1871732,,,,,
MX13065,wikidataId/Q3845523,,,,,
MX28030,wikidataId/Q7123753,,,,,
MX14003,wikidataId/Q1658614,,,,,
MX21152,wikidataId/Q7558932,,,,,
MX21092,wikidataId/Q15153937,,,,,
MX20301,wikidataId/Q25479898,,,,,
MX20463,wikidataId/Q3890929,,,,,
MX30187,wikidataId/Q7820760,,,,,
MX14122,wikidataId/Q3311317,,,,,
MX07099,wikidataId/Q1784521,,,,,
MX29059,wikidataId/Q7419426,,,,,
MX31013,wikidataId/Q2575664,,,,,
MX14010,wikidataId/Q3310818,,,,,
MX07073,wikidataId/Q9066806,,,,,
MX32003,wikidataId/Q4817184,,,,,
MX08030,wikidataId/Q2475135,,,,,
MX14048,wikidataId/Q3505608,,,,,
MX30183,wikidataId/Q532616,,,,,
MX28031,wikidataId/Q3849863,,,,,
MX14112,wikidataId/Q3311242,,,,,
MX14104,wikidataId/Q1009396,,,,,
MX28021,wikidataId/Q2000714,,,,,
MX20569,wikidataId/Q3893018,,,,,
MX15081,wikidataId/Q1961264,,,,,
MX20153,wikidataId/Q3889168,,,,,
MX20489,wikidataId/Q3887632,,,,,
MX31032,wikidataId/Q2977919,,,,,
MX13058,wikidataId/Q3845599,,,,,
MX14047,wikidataId/Q27796552,,,,,
MX21057,wikidataId/Q1998711,,,,,
MX20513,wikidataId/Q7420521,,,,,
MX30191,wikidataId/Q3846345,,,,,
MX07106,wikidataId/Q1785686,,,,,
MX21059,wikidataId/Q3890514,,,,,
MX20445,wikidataId/Q7419762,,,,,
MX21055,wikidataId/Q5097549,,,,,
MX13010,wikidataId/Q27772138,,,,,
MX30035,wikidataId/Q5770480,,,,,
MX20391,wikidataId/Q7419652,,,,,
MX07102,wikidataId/Q1953245,,,,,
MX15011,wikidataId/Q1784882,,,,,
MX30101,wikidataId/Q6762347,,,,,
MX15082,wikidataId/Q7695265,,,,,
MX20142,wikidataId/Q3887640,,,,,
MX13023,wikidataId/Q2656525,,,,,
MX14094,wikidataId/Q2330431,,,,,
MX29035,wikidataId/Q7811955,,,,,
MX07087,wikidataId/Q1953211,,,,,
MX20210,wikidataId/Q10812451,,,,,
MX31041,wikidataId/Q527371,,,,,
MX30190,wikidataId/Q3846714,,,,,
MX20140,wikidataId/Q7413969,,,,,
MX31011,wikidataId/Q2466510,,,,,
MX12020,wikidataId/Q5168311,,,,,
MX21141,wikidataId/Q6119574,,,,,
MX21179,wikidataId/Q6147686,,,,,
MX24006,wikidataId/Q2450358,,,,,
MX30011,wikidataId/Q10732346,,,,,
MX21212,wikidataId/Q953111,,,,,
MX21211,wikidataId/Q4408246,,,,,
MX14070,wikidataId/Q1962071,,,,,
MX20525,wikidataId/Q27797672,,,,,
MX11043,wikidataId/Q20209211,,,,,
MX20483,wikidataId/Q3893366,,,,,
MX31045,wikidataId/Q2588202,,,,,
MX14001,wikidataId/Q2739431,,,,,
MX16111,wikidataId/Q10838523,,,,,
MX31016,wikidataId/Q2577505,,,,,
MX32001,wikidataId/Q2651802,,,,,
MX30002,wikidataId/Q8186764,,,,,
MX20352,wikidataId/Q12354903,,,,,
MX30204,wikidataId/Q3891319,,,,,
MX20317,wikidataId/Q3891393,,,,,
MX21136,wikidataId/Q7414978,,,,,
MX21197,wikidataId/Q3891528,,,,,
MX21030,wikidataId/Q5138604,,,,,
MX20151,wikidataId/Q3889126,,,,,
MX07049,wikidataId/Q176388,,,,,
MX21160,wikidataId/Q3888238,,,,,
MX21115,wikidataId/Q7269892,,,,,
MX12077,wikidataId/Q4281883,,,,,
MX25004,wikidataId/Q5259727,,,,,
MX07055,wikidataId/Q3288007,,,,,
MX20517,wikidataId/Q3892895,,,,,
MX13025,wikidataId/Q3846337,,,,,
MX21119,wikidataId/Q20202876,,,,,
MX14119,wikidataId/Q1656294,,,,,
MX20273,wikidataId/Q27797301,,,,,
MX14124,wikidataId/Q3052268,,,,,
MX20212,wikidataId/Q3888782,,,,,
MX11013,wikidataId/Q20290582,,,,,
MX30074,wikidataId/Q3847180,,,,,
MX20364,wikidataId/Q27767948,,,,,
MX25018,wikidataId/Q2652478,,,,,
MX30188,wikidataId/Q3845905,,,,,
MX21034,wikidataId/Q1998853,,,,,
MX21103,wikidataId/Q7030338,,,,,
MX27011,wikidataId/Q2669544,,,,,
MX20563,wikidataId/Q8054349,,,,,
MX28003,wikidataId/Q2475148,,,,,
MX13008,wikidataId/Q27796634,,,,,
MX05010,wikidataId/Q3850610,,,,,
MX20245,wikidataId/Q3845832,,,,,
MX24033,wikidataId/Q7420504,,,,,
MX21071,wikidataId/Q2984123,,,,,
MX21018,wikidataId/Q2001136,,,,,
MX20040,wikidataId/Q4969046,,,,,
MX20277,wikidataId/Q10987999,,,,,
MX11001,wikidataId/Q20209171,,,,,
MX21187,wikidataId/Q10827384,,,,,
MX10025,wikidataId/Q7413467,,,,,
MX13024,wikidataId/Q11163274,,,,,
MX10030,wikidataId/Q7415157,,,,,
MX29041,wikidataId/Q3892452,,,,,
MX07094,wikidataId/Q2980027,,,,,
MX07111,wikidataId/Q1953270,,,,,
MX14013,wikidataId/Q2702220,,,,,
MX16018,wikidataId/Q3893731,,,,,
MX21016,wikidataId/Q1998668,,,,,
MX11028,wikidataId/Q20209195,,,,,
MX30178,wikidataId/Q20165790,,,,,
MX20018,wikidataId/Q3846327,,,,,
MX20343,wikidataId/Q4967203,,,,,
MX15113,wikidataId/Q3887947,,,,,
MX30102,wikidataId/Q974535,,,,,
MX14106,wikidataId/Q2918021,,,,,
MX15062,wikidataId/Q2393510,,,,,
MX20315,wikidataId/Q7415120,,,,,
MX05006,wikidataId/Q3846467,,,,,
MX14067,wikidataId/Q2323499,,,,,
MX16078,wikidataId/Q3890602,,,,,
MX10037,wikidataId/Q2784782,,,,,
MX17023,wikidataId/Q20656314,,,,,
MX16075,wikidataId/Q992162,,,,,
MX21144,wikidataId/Q6119693,,,,,
MX17005,wikidataId/Q2981140,,,,,
MX23005,wikidataId/Q2279198,,,,,
MX12006,wikidataId/Q2651738,,,,,
MX13073,wikidataId/Q3845211,,,,,
MX20520,wikidataId/Q38009739,,,,,
MX32045,wikidataId/Q1997544,,,,,
MX31021,wikidataId/Q2093657,,,,,
MX20269,wikidataId/Q7414958,,,,,
MX27012,wikidataId/Q2669505,,,,,
MX14069,wikidataId/Q3311816,,,,,
MX29015,wikidataId/Q3890292,,,,,
MX20511,wikidataId/Q7420517,,,,,
MX07041,wikidataId/Q1953021,,,,,
MX10014,wikidataId/Q1183101,,,,,
MX16072,wikidataId/Q6094509,,,,,
MX21013,wikidataId/Q24832,,,,,
MX13011,wikidataId/Q29043041,,,,,
MX20191,wikidataId/Q10812438,,,,,
MX20442,wikidataId/Q4967826,,,,,
MX05028,wikidataId/Q2656443,,,,,
MX31091,wikidataId/Q386901,,,,,
MX21079,wikidataId/Q5838015,,,,,
MX21021,wikidataId/Q3893095,,,,,
MX20349,wikidataId/Q3049733,,,,,
MX20548,wikidataId/Q16912659,,,,,
MX29003,wikidataId/Q4815955,,,,,
MX07024,wikidataId/Q1553479,,,,,
MX30148,wikidataId/Q27767762,,,,,
MX21164,wikidataId/Q942512,,,,,
MX30017,wikidataId/Q3847117,,,,,
MX21014,wikidataId/Q2001208,,,,,
MX20294,wikidataId/Q3845842,,,,,
MX20373,wikidataId/Q3891845,,,,,
MX07113,wikidataId/Q1952861,,,,,
MX20484,wikidataId/Q4967373,,,,,
MX14009,wikidataId/Q3049727,,,,,
MX20551,wikidataId/Q3111976,,,,,
MX16052,wikidataId/Q11694229,,,,,
MX20494,wikidataId/Q3889068,,,,,
MX20133,wikidataId/Q76461130,,,,,
MX07110,wikidataId/Q2595433,,,,,
MX20154,wikidataId/Q3889136,,,,,
MX21102,wikidataId/Q5837280,,,,,
MX20360,wikidataId/Q3889930,,,,,
MX21193,wikidataId/Q7861963,,,,,
MX30125,wikidataId/Q2448381,,,,,
MX05030,wikidataId/Q53078,,,,,
MX20306,wikidataId/Q7415111,,,,,
MX05014,wikidataId/Q3846356,,,,,
MX30001,wikidataId/Q4671655,,,,,
MX13046,wikidataId/Q2450397,,,,,
MX30047,wikidataId/Q543592,,,,,
MX29018,wikidataId/Q3890522,,,,,
MX12050,wikidataId/Q2449025,,,,,
MX17017,wikidataId/Q6091388,,,,,
MX16089,wikidataId/Q25247766,,,,,
MX20240,wikidataId/Q3846725,,,,,
MX30128,wikidataId/Q6072815,,,,,
MX07089,wikidataId/Q3444131,,,,,
MX29060,wikidataId/Q7419630,,,,,
MX11004,wikidataId/Q20209172,,,,,
MX05012,wikidataId/Q1896889,,,,,
MX20539,wikidataId/Q3889941,,,,,
MX32048,wikidataId/Q3890323,,,,,
MX20113,wikidataId/Q3845609,,,,,
MX30034,wikidataId/Q15208573,,,,,
MX12009,wikidataId/Q2973489,,,,,
MX21204,wikidataId/Q3847108,,,,,
MX28037,wikidataId/Q3851052,,,,,
MX31103,wikidataId/Q2588160,,,,,
MX20022,wikidataId/Q3893403,,,,,
MX13060,wikidataId/Q3844567,,,,,
MX20059,wikidataId/Q2449310,,,,,
MX21121,wikidataId/Q4407249,,,,,
MX30077,wikidataId/Q4204016,,,,,
MX12059,wikidataId/Q796311,,,,,
MX30174,wikidataId/Q4967170,,,,,
MX14100,wikidataId/Q3099435,,,,,
MX02002,wikidataId/Q1477270,,,,,
MX11034,wikidataId/Q2991533,,,,,
MX31102,wikidataId/Q2656439,,,,,
MX20504,wikidataId/Q985848,,,,,
MX30149,wikidataId/Q3845653,,,,,
MX31079,wikidataId/Q535727,,,,,
MX20547,wikidataId/Q3891062,,,,,
MX29019,wikidataId/Q4455217,,,,,
MX07085,wikidataId/Q2607132,,,,,
MX07007,wikidataId/Q1785674,,,,,
MX29056,wikidataId/Q7419168,,,,,
MX15105,wikidataId/Q936136,,,,,
MX30163,wikidataId/Q7700538,,,,,
MX20008,wikidataId/Q3846570,,,,,
MX12028,wikidataId/Q14333083,,,,,
MX10004,wikidataId/Q5192589,,,,,
MX15001,wikidataId/Q759233,,,,,
MX20313,wikidataId/Q3890027,,,,,
MX20467,wikidataId/Q2448285,,,,,
MX07031,wikidataId/Q1306378,,,,,
MX20369,wikidataId/Q7419282,,,,,
MX25017,wikidataId/Q3501179,,,,,
MX20394,wikidataId/Q3888521,,,,,
MX32010,wikidataId/Q2664775,,,,,
MX20087,wikidataId/Q1193972,,,,,
MX28036,wikidataId/Q7415021,,,,,
MX10032,wikidataId/Q7420331,,,,,
MX12051,wikidataId/Q7269898,,,,,
MX30162,wikidataId/Q4967104,,,,,
MX30124,wikidataId/Q23677498,,,,,
MX30168,wikidataId/Q3846856,,,,,
MX30086,wikidataId/Q6125824,,,,,
MX31003,wikidataId/Q2575611,,,,,
MX30095,wikidataId/Q3846692,,,,,
MX31058,wikidataId/Q2977890,,,,,
MX07026,wikidataId/Q1848495,,,,,
MX08034,wikidataId/Q2991362,,,,,
MX20500,wikidataId/Q7420371,,,,,
MX12030,wikidataId/Q3847032,,,,,
MX17012,wikidataId/Q980793,,,,,
MX31008,wikidataId/Q2575635,,,,,
MX15045,wikidataId/Q2278197,,,,,
MX10034,wikidataId/Q2786025,,,,,
MX24039,wikidataId/Q7681749,,,,,
MX12048,wikidataId/Q4360151,,,,,
MX29009,wikidataId/Q5191900,,,,,
MX21036,wikidataId/Q1998751,,,,,
MX15022,wikidataId/Q3198880,,,,,
MX20534,wikidataId/Q30459212,,,,,
MX20422,wikidataId/Q6120554,,,,,
MX21171,wikidataId/Q7701289,,,,,
MX13082,wikidataId/Q3300386,,,,,
MX07022,wikidataId/Q1785681,,,,,
MX09003,wikidataId/Q661315,,,,,
MX07018,wikidataId/Q1952939,,,,,
MX20207,wikidataId/Q3888532,,,,,
MX21015,wikidataId/Q4748021,,,,,
MX20124,wikidataId/Q3893802,,,,,
MX15077,wikidataId/Q3308572,,,,,
MX20395,wikidataId/Q3888196,,,,,
MX31100,wikidataId/Q2587999,,,,,
MX05021,wikidataId/Q3850542,,,,,
MX29011,wikidataId/Q3845960,,,,,
MX22016,wikidataId/Q3849473,,,,,
MX20480,wikidataId/Q3893300,,,,,
MX28008,wikidataId/Q3849884,,,,,
MX20311,wikidataId/Q3890464,,,,,
MX15016,wikidataId/Q4830200,,,,,
MX31042,wikidataId/Q2577493,,,,,
MX28042,wikidataId/Q3845936,,,,,
MX17001,wikidataId/Q17377049,,,,,
MX15074,wikidataId/Q2468405,,,,,
MX20535,wikidataId/Q7415373,,,,,
MX30164,wikidataId/Q20270910,,,,,
MX30021,wikidataId/Q2651766,,,,,
MX07092,wikidataId/Q651456,,,,,
MX08023,wikidataId/Q2990972,,,,,
MX13052,wikidataId/Q3845546,,,,,
MX30175,wikidataId/Q2448681,,,,,
MX16025,wikidataId/Q967758,,,,,
MX28015,wikidataId/Q2447582,,,,,
MX20522,wikidataId/Q7420524,,,,,
MX20158,wikidataId/Q3889489,,,,,
MX08025,wikidataId/Q2450427,,,,,
MX20025,wikidataId/Q13389886,,,,,
MX20098,wikidataId/Q7413250,,,,,
MX11037,wikidataId/Q20209203,,,,,
MX15060,wikidataId/Q2526463,,,,,
MX20264,wikidataId/Q3890564,,,,,
MX20043,wikidataId/Q10972458,,,,,
MX05024,wikidataId/Q3895229,,,,,
MX20211,wikidataId/Q3888616,,,,,
MX20268,wikidataId/Q3890953,,,,,
MX20441,wikidataId/Q3850508,,,,,
MX11035,wikidataId/Q2447599,,,,,
MX08004,wikidataId/Q2991354,,,,,
MX20377,wikidataId/Q3893058,,,,,
MX15109,wikidataId/Q2637430,,,,,
MX12002,wikidataId/Q2359444,,,,,
MX30113,wikidataId/Q3891309,,,,,
MX28016,wikidataId/Q3845460,,,,,
MX20361,wikidataId/Q3890583,,,,,
MX12015,wikidataId/Q253204,,,,,
MX07060,wikidataId/Q1778353,,,,,
MX21117,wikidataId/Q2613309,,,,,
MX30092,wikidataId/Q20270917,,,,,
MX13004,wikidataId/Q29010416,,,,,
MX30063,wikidataId/Q3847273,,,,,
MX07067,wikidataId/Q1953089,,,,,
MX30140,wikidataId/Q3846544,,,,,
MX12046,wikidataId/Q7090133,,,,,
MX31053,wikidataId/Q2588047,,,,,
MX12022,wikidataId/Q2448109,,,,,
MX20462,wikidataId/Q36766840,,,,,
MX29026,wikidataId/Q7419435,,,,,
MX21008,wikidataId/Q2984709,,,,,
MX30064,wikidataId/Q3847206,,,,,
MX30120,wikidataId/Q3846674,,,,,
MX16098,wikidataId/Q2461963,,,,,
MX20460,wikidataId/Q3891074,,,,,
MX20516,wikidataId/Q3894970,,,,,
MX20263,wikidataId/Q3889147,,,,,
MX15090,wikidataId/Q2607191,,,,,
MX10031,wikidataId/Q7419328,,,,,
MX30146,wikidataId/Q3894226,,,,,
MX30142,wikidataId/Q3846952,,,,,
MX12070,wikidataId/Q8044880,,,,,
MX31069,wikidataId/Q2466117,,,,,
MX10017,wikidataId/Q3308878,,,,,
MX20381,wikidataId/Q38165273,,,,,
MX20481,wikidataId/Q7420327,,,,,
MX20067,wikidataId/Q2000066,,,,,
MX20172,wikidataId/Q3846920,,,,,
MX20565,wikidataId/Q3892783,,,,,
MX10024,wikidataId/Q1997775,,,,,
MX15091,wikidataId/Q759205,,,,,
MX08014,wikidataId/Q3317684,,,,,
MX07047,wikidataId/Q1785654,,,,,
MX14040,wikidataId/Q3141042,,,,,
MX21099,wikidataId/Q3891718,,,,,
MX21110,wikidataId/Q6058970,,,,,
MX31073,wikidataId/Q2588122,,,,,
MX05027,wikidataId/Q3849637,,,,,
MX12023,wikidataId/Q5390796,,,,,
MX12069,wikidataId/Q3846450,,,,,
MX15094,wikidataId/Q3300417,,,,,
MX24055,wikidataId/Q10394922,,,,,
MX30108,wikidataId/Q17279074,,,,,
MX30081,wikidataId/Q3391844,,,,,
MX31040,wikidataId/Q2576941,,,,,
MX16049,wikidataId/Q6162251,,,,,
MX20420,wikidataId/Q7419757,,,,,
MX15050,wikidataId/Q2393522,,,,,
MX20174,wikidataId/Q4497315,,,,,
MX13043,wikidataId/Q3849632,,,,,
MX20060,wikidataId/Q3172018,,,,,
MX28022,wikidataId/Q2450458,,,,,
MX13032,wikidataId/Q1998689,,,,,
MX32052,wikidataId/Q1997719,,,,,
MX29038,wikidataId/Q5484819,,,,,
MX14076,wikidataId/Q3175370,,,,,
MX12080,wikidataId/Q4502632,,,,,
MX30016,wikidataId/Q1002990,,,,,
MX20239,wikidataId/Q260750,,,,,
MX07058,wikidataId/Q2550468,,,,,
MX21139,wikidataId/Q4407298,,,,,
MX21202,wikidataId/Q10834849,,,,,
MX21151,wikidataId/Q7420560,,,,,
MX15067,wikidataId/Q3300397,,,,,
MX24018,wikidataId/Q3311807,,,,,
MX20309,wikidataId/Q3889574,,,,,
MX28028,wikidataId/Q3845954,,,,,
MX15052,wikidataId/Q2115001,,,,,
MX13050,wikidataId/Q3846293,,,,,
MX17016,wikidataId/Q20125127,,,,,
MX31064,wikidataId/Q2588037,,,,,
MX21005,wikidataId/Q1998829,,,,,
MX24002,wikidataId/Q5662309,,,,,
MX01011,wikidataId/Q2652349,,,,,
MX08058,wikidataId/Q2466659,,,,,
MX12014,wikidataId/Q2652583,,,,,
MX20444,wikidataId/Q4407865,,,,,
MX20354,wikidataId/Q3888668,,,,,
MX08019,wikidataId/Q2475171,,,,,
MX02005,wikidataId/Q2088119,,,,,
MX20348,wikidataId/Q3887665,,,,,
MX20225,wikidataId/Q3890961,,,,,
MX21097,wikidataId/Q6884132,,,,,
MX14090,wikidataId/Q3311607,,,,,
MX20339,wikidataId/Q7415166,,,,,
MX24021,wikidataId/Q3849201,,,,,
MX20384,wikidataId/Q3845807,,,,,
MX13056,wikidataId/Q4407948,,,,,
MX20259,wikidataId/Q3888604,,,,,
MX21180,wikidataId/Q7810695,,,,,
MX30100,wikidataId/Q20270897,,,,,
MX16022,wikidataId/Q2839370,,,,,
MX30151,wikidataId/Q2449363,,,,,
MX21111,wikidataId/Q2597467,,,,,
MX12057,wikidataId/Q2001216,,,,,
MX21140,wikidataId/Q1962844,,,,,
MX12072,wikidataId/Q8066464,,,,,
MX31071,wikidataId/Q2591099,,,,,
MX15076,wikidataId/Q2391649,,,,,
MX20310,wikidataId/Q3889038,,,,,
MX20295,wikidataId/Q7415059,,,,,
MX07038,wikidataId/Q1669354,,,,,
MX21106,wikidataId/Q5547772,,,,,
MX30091,wikidataId/Q5929956,,,,,
MX20312,wikidataId/Q7415114,,,,,
MX19025,wikidataId/Q996738,,,,,
MX28043,wikidataId/Q3848895,,,,,
MX14096,wikidataId/Q3846780,,,,,
MX04001,wikidataId/Q2605401,,,,,
MX20228,wikidataId/Q3891494,,,,,
MX20397,wikidataId/Q27797776,,,,,
MX21024,wikidataId/Q3893112,,,,,
MX13062,wikidataId/Q2837324,,,,,
MX30189,wikidataId/Q1010971,,,,,
MX12052,wikidataId/Q1999549,,,,,
MX28006,wikidataId/Q3845868,,,,,
MX28009,wikidataId/Q20226304,,,,,
MX31074,wikidataId/Q2588168,,,,,
MX21124,wikidataId/Q7414200,,,,,
MX20393,wikidataId/Q6120479,,,,,
MX20375,wikidataId/Q3850573,,,,,
MX20066,wikidataId/Q3892952,,,,,
MX20072,wikidataId/Q7414546,,,,,
MX12055,wikidataId/Q7689585,,,,,
MX20558,wikidataId/Q7911393,,,,,
MX10036,wikidataId/Q2352084,,,,,
MX20117,wikidataId/Q3892488,,,,,
MX11025,wikidataId/Q948895,,,,,
MX21083,wikidataId/Q2330345,,,,,
MX21131,wikidataId/Q7414557,,,,,
MX31029,wikidataId/Q2576873,,,,,
MX07025,wikidataId/Q1952925,,,,,
MX27007,wikidataId/Q6330764,,,,,
MX04004,wikidataId/Q2543920,,,,,
MX08040,wikidataId/Q2502727,,,,,
MX21094,wikidataId/Q2330365,,,,,
MX21054,wikidataId/Q5097219,,,,,
MX20097,wikidataId/Q3889498,,,,,
MX30201,wikidataId/Q20274301,,,,,
MX20049,wikidataId/Q3889046,,,,,
MX20159,wikidataId/Q3889079,,,,,
MX20531,wikidataId/Q3888590,,,,,
MX05026,wikidataId/Q3844650,,,,,
MX31087,wikidataId/Q2588014,,,,,
MX12068,wikidataId/Q2447340,,,,,
MX30026,wikidataId/Q4854534,,,,,
MX05023,wikidataId/Q3846309,,,,,
MX24057,wikidataId/Q1192820,,,,,
MX20557,wikidataId/Q3051444,,,,,
MX07064,wikidataId/Q1953078,,,,,
MX20567,wikidataId/Q3893023,,,,,
MX21153,wikidataId/Q4453799,,,,,
MX17006,wikidataId/Q12346318,,,,,
MX20274,wikidataId/Q3891003,,,,,
MX20050,wikidataId/Q3889111,,,,,
MX30042,wikidataId/Q3847092,,,,,
MX24016,wikidataId/Q3849175,,,,,
MX30045,wikidataId/Q5655703,,,,,
MX20055,wikidataId/Q3891022,,,,,
