State,Year,Month,Period,Indicator,Data Value
KANSAS,2024,May,Monthly,Number of Deaths,2801
KENTUCKY,2024,May,Monthly,Number of Deaths,4145
LOUISIANA,2024,May,Monthly,Number of Deaths,3908
MAINE,2024,May,Monthly,Number of Deaths,1373
MARYLAND,2024,May,Monthly,Number of Deaths,4293
MASSACHUSETTS,2024,May,Monthly,Number of Deaths,4872
MICHIGAN,2024,May,Monthly,Number of Deaths,8344
MINNESOTA,2024,May,Monthly,Number of Deaths,4046
MISSISSIPPI,2024,May,Monthly,Number of Deaths,2859
MISSOURI,2024,May,Monthly,Number of Deaths,5276
MONTANA,2024,May,Monthly,Number of Deaths,968
NEBRASKA,2024,May,Monthly,Number of Deaths,1479
NEVADA,2024,May,Monthly,Number of Deaths,2476
NEW HAMPSHIRE,2024,May,Monthly,Number of Deaths,1158
NEW JERSEY,2024,May,Monthly,Number of Deaths,6001
NEW MEXICO,2024,May,Monthly,Number of Deaths,1830
NEW YORK,2024,May,Monthly,Number of Deaths,12768
NORTH CAROLINA,2024,May,Monthly,Number of Deaths,8516
NORTH DAKOTA,2024,May,Monthly,Number of Deaths,582
OHIO,2024,May,Monthly,Number of Deaths,10241
OKLAHOMA,2024,May,Monthly,Number of Deaths,3597
OREGON,2024,May,Monthly,Number of Deaths,3478
PENNSYLVANIA,2024,May,Monthly,Number of Deaths,10985
RHODE ISLAND,2024,May,Monthly,Number of Deaths,801
SOUTH CAROLINA,2024,May,Monthly,Number of Deaths,4669
SOUTH DAKOTA,2024,May,Monthly,Number of Deaths,722
TENNESSEE,2024,May,Monthly,Number of Deaths,6422
TEXAS,2024,May,Monthly,Number of Deaths,18611
UTAH,2024,May,Monthly,Number of Deaths,1695
VERMONT,2024,May,Monthly,Number of Deaths,545
VIRGINIA,2024,May,Monthly,Number of Deaths,6139
WASHINGTON,2024,May,Monthly,Number of Deaths,5400
WEST VIRGINIA,2024,May,Monthly,Number of Deaths,2059
WISCONSIN,2024,May,Monthly,Number of Deaths,4676
WYOMING,2024,May,Monthly,Number of Deaths,449
PUERTO RICO,2024,May,Monthly,Number of Deaths,2764
ALABAMA,2024,June,Monthly,Number of Deaths,4520
ALASKA,2024,June,Monthly,Number of Deaths,411
ARIZONA,2024,June,Monthly,Number of Deaths,5570
ARKANSAS,2024,June,Monthly,Number of Deaths,2834
CALIFORNIA,2024,June,Monthly,Number of Deaths,22839
COLORADO,2024,June,Monthly,Number of Deaths,3505
CONNECTICUT,2024,June,Monthly,Number of Deaths,2521
DELAWARE,2024,June,Monthly,Number of Deaths,840
DISTRICT OF COLUMBIA,2024,June,Monthly,Number of Deaths,378
FLORIDA,2024,June,Monthly,Number of Deaths,17895
GEORGIA,2024,June,Monthly,Number of Deaths,7068
HAWAII,2024,June,Monthly,Number of Deaths,1017
IDAHO,2024,June,Monthly,Number of Deaths,1431
ILLINOIS,2024,June,Monthly,Number of Deaths,8599
INDIANA,2024,June,Monthly,Number of Deaths,5332
IOWA,2024,June,Monthly,Number of Deaths,2478
KANSAS,2024,June,Monthly,Number of Deaths,2781
KENTUCKY,2024,June,Monthly,Number of Deaths,3967
LOUISIANA,2024,June,Monthly,Number of Deaths,3629
MAINE,2024,June,Monthly,Number of Deaths,1270
MARYLAND,2024,June,Monthly,Number of Deaths,4241
MASSACHUSETTS,2024,June,Monthly,Number of Deaths,4676
MICHIGAN,2024,June,Monthly,Number of Deaths,7769
MINNESOTA,2024,June,Monthly,Number of Deaths,3833
MISSISSIPPI,2024,June,Monthly,Number of Deaths,2735
MISSOURI,2024,June,Monthly,Number of Deaths,5019
MONTANA,2024,June,Monthly,Number of Deaths,943
NEBRASKA,2024,June,Monthly,Number of Deaths,1418
NEVADA,2024,June,Monthly,Number of Deaths,2437
NEW HAMPSHIRE,2024,June,Monthly,Number of Deaths,1102
NEW JERSEY,2024,June,Monthly,Number of Deaths,5684
NEW MEXICO,2024,June,Monthly,Number of Deaths,1675
NEW YORK,2024,June,Monthly,Number of Deaths,12391
NORTH CAROLINA,2024,June,Monthly,Number of Deaths,8192
NORTH DAKOTA,2024,June,Monthly,Number of Deaths,589
OHIO,2024,June,Monthly,Number of Deaths,9918
OKLAHOMA,2024,June,Monthly,Number of Deaths,3538
OREGON,2024,June,Monthly,Number of Deaths,3304
PENNSYLVANIA,2024,June,Monthly,Number of Deaths,10562
RHODE ISLAND,2024,June,Monthly,Number of Deaths,813
SOUTH CAROLINA,2024,June,Monthly,Number of Deaths,4631
SOUTH DAKOTA,2024,June,Monthly,Number of Deaths,640
TENNESSEE,2024,June,Monthly,Number of Deaths,6153
TEXAS,2024,June,Monthly,Number of Deaths,18133
UTAH,2024,June,Monthly,Number of Deaths,1679
VERMONT,2024,June,Monthly,Number of Deaths,531
VIRGINIA,2024,June,Monthly,Number of Deaths,5877
WASHINGTON,2024,June,Monthly,Number of Deaths,5236
WEST VIRGINIA,2024,June,Monthly,Number of Deaths,1914
WISCONSIN,2024,June,Monthly,Number of Deaths,4399
WYOMING,2024,June,Monthly,Number of Deaths,458
PUERTO RICO,2024,June,Monthly,Number of Deaths,2883
ALABAMA,2023,January,Monthly,Number of Live Births,5000
ALASKA,2023,January,Monthly,Number of Live Births,756
ARIZONA,2023,January,Monthly,Number of Live Births,6563
ARKANSAS,2023,January,Monthly,Number of Live Births,3008
CALIFORNIA,2023,January,Monthly,Number of Live Births,33782
COLORADO,2023,January,Monthly,Number of Live Births,4889
CONNECTICUT,2023,January,Monthly,Number of Live Births,2752
DELAWARE,2023,January,Monthly,Number of Live Births,885
DISTRICT OF COLUMBIA,2023,January,Monthly,Number of Live Births,651
FLORIDA,2023,January,Monthly,Number of Live Births,18815
GEORGIA,2023,January,Monthly,Number of Live Births,10743
HAWAII,2023,January,Monthly,Number of Live Births,1317
IDAHO,2023,January,Monthly,Number of Live Births,1839
ILLINOIS,2023,January,Monthly,Number of Live Births,10074
INDIANA,2023,January,Monthly,Number of Live Births,6617
IOWA,2023,January,Monthly,Number of Live Births,2951
KANSAS,2023,January,Monthly,Number of Live Births,2877
KENTUCKY,2023,January,Monthly,Number of Live Births,4339
LOUISIANA,2023,January,Monthly,Number of Live Births,4885
MAINE,2023,January,Monthly,Number of Live Births,977
MARYLAND,2023,January,Monthly,Number of Live Births,5567
MASSACHUSETTS,2023,January,Monthly,Number of Live Births,5294
MICHIGAN,2023,January,Monthly,Number of Live Births,8028
MINNESOTA,2023,January,Monthly,Number of Live Births,5083
MISSISSIPPI,2023,January,Monthly,Number of Live Births,3049
MISSOURI,2023,January,Monthly,Number of Live Births,5598
MONTANA,2023,January,Monthly,Number of Live Births,854
NEBRASKA,2023,January,Monthly,Number of Live Births,1978
NEVADA,2023,January,Monthly,Number of Live Births,2739
NEW HAMPSHIRE,2023,January,Monthly,Number of Live Births,906
NEW JERSEY,2023,January,Monthly,Number of Live Births,8290
NEW MEXICO,2023,January,Monthly,Number of Live Births,1756
NEW YORK,2023,January,Monthly,Number of Live Births,9138
NORTH CAROLINA,2023,January,Monthly,Number of Live Births,10153
NORTH DAKOTA,2023,January,Monthly,Number of Live Births,798
OHIO,2023,January,Monthly,Number of Live Births,10647
OKLAHOMA,2023,January,Monthly,Number of Live Births,4093
OREGON,2023,January,Monthly,Number of Live Births,3077
PENNSYLVANIA,2023,January,Monthly,Number of Live Births,10365
RHODE ISLAND,2023,January,Monthly,Number of Live Births,822
SOUTH CAROLINA,2023,January,Monthly,Number of Live Births,4859
SOUTH DAKOTA,2023,January,Monthly,Number of Live Births,911
TENNESSEE,2023,January,Monthly,Number of Live Births,6930
TEXAS,2023,January,Monthly,Number of Live Births,32433
UTAH,2023,January,Monthly,Number of Live Births,3502
VERMONT,2023,January,Monthly,Number of Live Births,395
VIRGINIA,2023,January,Monthly,Number of Live Births,7724
WASHINGTON,2023,January,Monthly,Number of Live Births,6597
WEST VIRGINIA,2023,January,Monthly,Number of Live Births,1405
WISCONSIN,2023,January,Monthly,Number of Live Births,4786
WYOMING,2023,January,Monthly,Number of Live Births,459
PUERTO RICO,2023,January,Monthly,Number of Live Births,1599
ALABAMA,2023,February,Monthly,Number of Live Births,4420
ALASKA,2023,February,Monthly,Number of Live Births,683
ARIZONA,2023,February,Monthly,Number of Live Births,6022
ARKANSAS,2023,February,Monthly,Number of Live Births,2669
CALIFORNIA,2023,February,Monthly,Number of Live Births,30534
COLORADO,2023,February,Monthly,Number of Live Births,4645
CONNECTICUT,2023,February,Monthly,Number of Live Births,2619
DELAWARE,2023,February,Monthly,Number of Live Births,773
DISTRICT OF COLUMBIA,2023,February,Monthly,Number of Live Births,612
FLORIDA,2023,February,Monthly,Number of Live Births,16663
GEORGIA,2023,February,Monthly,Number of Live Births,9543
HAWAII,2023,February,Monthly,Number of Live Births,1162
IDAHO,2023,February,Monthly,Number of Live Births,1634
ILLINOIS,2023,February,Monthly,Number of Live Births,9274
INDIANA,2023,February,Monthly,Number of Live Births,6088
IOWA,2023,February,Monthly,Number of Live Births,2750
KANSAS,2023,February,Monthly,Number of Live Births,2500
KENTUCKY,2023,February,Monthly,Number of Live Births,3903
LOUISIANA,2023,February,Monthly,Number of Live Births,4201
MAINE,2023,February,Monthly,Number of Live Births,894
MARYLAND,2023,February,Monthly,Number of Live Births,4895
MASSACHUSETTS,2023,February,Monthly,Number of Live Births,4937
MICHIGAN,2023,February,Monthly,Number of Live Births,7609
MINNESOTA,2023,February,Monthly,Number of Live Births,4667
MISSISSIPPI,2023,February,Monthly,Number of Live Births,2585
MISSOURI,2023,February,Monthly,Number of Live Births,5032
MONTANA,2023,February,Monthly,Number of Live Births,838
NEBRASKA,2023,February,Monthly,Number of Live Births,1794
NEVADA,2023,February,Monthly,Number of Live Births,2462
NEW HAMPSHIRE,2023,February,Monthly,Number of Live Births,851
NEW JERSEY,2023,February,Monthly,Number of Live Births,7676
NEW MEXICO,2023,February,Monthly,Number of Live Births,1623
NEW YORK,2023,February,Monthly,Number of Live Births,8088
NORTH CAROLINA,2023,February,Monthly,Number of Live Births,8981
NORTH DAKOTA,2023,February,Monthly,Number of Live Births,718
OHIO,2023,February,Monthly,Number of Live Births,9675
OKLAHOMA,2023,February,Monthly,Number of Live Births,3624
OREGON,2023,February,Monthly,Number of Live Births,2774
PENNSYLVANIA,2023,February,Monthly,Number of Live Births,9609
RHODE ISLAND,2023,February,Monthly,Number of Live Births,672
SOUTH CAROLINA,2023,February,Monthly,Number of Live Births,4273
SOUTH DAKOTA,2023,February,Monthly,Number of Live Births,813
TENNESSEE,2023,February,Monthly,Number of Live Births,6351
TEXAS,2023,February,Monthly,Number of Live Births,28941
UTAH,2023,February,Monthly,Number of Live Births,3461
VERMONT,2023,February,Monthly,Number of Live Births,342
VIRGINIA,2023,February,Monthly,Number of Live Births,6991
WASHINGTON,2023,February,Monthly,Number of Live Births,5982
WEST VIRGINIA,2023,February,Monthly,Number of Live Births,1312
WISCONSIN,2023,February,Monthly,Number of Live Births,4420
WYOMING,2023,February,Monthly,Number of Live Births,449
PUERTO RICO,2023,February,Monthly,Number of Live Births,1366
ALABAMA,2023,March,Monthly,Number of Live Births,4898
ALASKA,2023,March,Monthly,Number of Live Births,756
ARIZONA,2023,March,Monthly,Number of Live Births,6420
ARKANSAS,2023,March,Monthly,Number of Live Births,2850
CALIFORNIA,2023,March,Monthly,Number of Live Births,33052
COLORADO,2023,March,Monthly,Number of Live Births,5244
CONNECTICUT,2023,March,Monthly,Number of Live Births,2880
DELAWARE,2023,March,Monthly,Number of Live Births,892
DISTRICT OF COLUMBIA,2023,March,Monthly,Number of Live Births,649
FLORIDA,2023,March,Monthly,Number of Live Births,18181
GEORGIA,2023,March,Monthly,Number of Live Births,10316
HAWAII,2023,March,Monthly,Number of Live Births,1238
IDAHO,2023,March,Monthly,Number of Live Births,1926
ILLINOIS,2023,March,Monthly,Number of Live Births,10615
INDIANA,2023,March,Monthly,Number of Live Births,6761
IOWA,2023,March,Monthly,Number of Live Births,3087
KANSAS,2023,March,Monthly,Number of Live Births,2851
KENTUCKY,2023,March,Monthly,Number of Live Births,4407
LOUISIANA,2023,March,Monthly,Number of Live Births,4353
MAINE,2023,March,Monthly,Number of Live Births,954
MARYLAND,2023,March,Monthly,Number of Live Births,5487
MASSACHUSETTS,2023,March,Monthly,Number of Live Births,5505
MICHIGAN,2023,March,Monthly,Number of Live Births,8429
MINNESOTA,2023,March,Monthly,Number of Live Births,5299
MISSISSIPPI,2023,March,Monthly,Number of Live Births,2819
MISSOURI,2023,March,Monthly,Number of Live Births,5548
MONTANA,2023,March,Monthly,Number of Live Births,929
NEBRASKA,2023,March,Monthly,Number of Live Births,2101
NEVADA,2023,March,Monthly,Number of Live Births,2602
NEW HAMPSHIRE,2023,March,Monthly,Number of Live Births,998
NEW JERSEY,2023,March,Monthly,Number of Live Births,8384
NEW MEXICO,2023,March,Monthly,Number of Live Births,1815
NEW YORK,2023,March,Monthly,Number of Live Births,9531
NORTH CAROLINA,2023,March,Monthly,Number of Live Births,9804
NORTH DAKOTA,2023,March,Monthly,Number of Live Births,821
OHIO,2023,March,Monthly,Number of Live Births,10850
OKLAHOMA,2023,March,Monthly,Number of Live Births,3984
OREGON,2023,March,Monthly,Number of Live Births,3147
PENNSYLVANIA,2023,March,Monthly,Number of Live Births,10848
RHODE ISLAND,2023,March,Monthly,Number of Live Births,793
SOUTH CAROLINA,2023,March,Monthly,Number of Live Births,4825
SOUTH DAKOTA,2023,March,Monthly,Number of Live Births,942
TENNESSEE,2023,March,Monthly,Number of Live Births,6847
TEXAS,2023,March,Monthly,Number of Live Births,31437
UTAH,2023,March,Monthly,Number of Live Births,3940
VERMONT,2023,March,Monthly,Number of Live Births,412
VIRGINIA,2023,March,Monthly,Number of Live Births,7650
WASHINGTON,2023,March,Monthly,Number of Live Births,6709
WEST VIRGINIA,2023,March,Monthly,Number of Live Births,1430
WISCONSIN,2023,March,Monthly,Number of Live Births,5132
WYOMING,2023,March,Monthly,Number of Live Births,534
PUERTO RICO,2023,March,Monthly,Number of Live Births,1541
ALABAMA,2023,April,Monthly,Number of Live Births,4391
ALASKA,2023,April,Monthly,Number of Live Births,708
ARIZONA,2023,April,Monthly,Number of Live Births,5961
ARKANSAS,2023,April,Monthly,Number of Live Births,2675
CALIFORNIA,2023,April,Monthly,Number of Live Births,30920
COLORADO,2023,April,Monthly,Number of Live Births,5089
CONNECTICUT,2023,April,Monthly,Number of Live Births,2778
DELAWARE,2023,April,Monthly,Number of Live Births,806
DISTRICT OF COLUMBIA,2023,April,Monthly,Number of Live Births,623
FLORIDA,2023,April,Monthly,Number of Live Births,16971
GEORGIA,2023,April,Monthly,Number of Live Births,9268
HAWAII,2023,April,Monthly,Number of Live Births,1193
IDAHO,2023,April,Monthly,Number of Live Births,1788
ILLINOIS,2023,April,Monthly,Number of Live Births,9750
INDIANA,2023,April,Monthly,Number of Live Births,6141
IOWA,2023,April,Monthly,Number of Live Births,2892
KANSAS,2023,April,Monthly,Number of Live Births,2629
KENTUCKY,2023,April,Monthly,Number of Live Births,3877
LOUISIANA,2023,April,Monthly,Number of Live Births,4003
MAINE,2023,April,Monthly,Number of Live Births,975
MARYLAND,2023,April,Monthly,Number of Live Births,5160
MASSACHUSETTS,2023,April,Monthly,Number of Live Births,5371
MICHIGAN,2023,April,Monthly,Number of Live Births,7894
MINNESOTA,2023,April,Monthly,Number of Live Births,5027
MISSISSIPPI,2023,April,Monthly,Number of Live Births,2539
MISSOURI,2023,April,Monthly,Number of Live Births,5179
MONTANA,2023,April,Monthly,Number of Live Births,889
NEBRASKA,2023,April,Monthly,Number of Live Births,1950
NEVADA,2023,April,Monthly,Number of Live Births,2463
NEW HAMPSHIRE,2023,April,Monthly,Number of Live Births,970
NEW JERSEY,2023,April,Monthly,Number of Live Births,7750
NEW MEXICO,2023,April,Monthly,Number of Live Births,1624
NEW YORK,2023,April,Monthly,Number of Live Births,8877
NORTH CAROLINA,2023,April,Monthly,Number of Live Births,9206
NORTH DAKOTA,2023,April,Monthly,Number of Live Births,819
OHIO,2023,April,Monthly,Number of Live Births,10156
OKLAHOMA,2023,April,Monthly,Number of Live Births,3620
OREGON,2023,April,Monthly,Number of Live Births,3073
PENNSYLVANIA,2023,April,Monthly,Number of Live Births,9891
RHODE ISLAND,2023,April,Monthly,Number of Live Births,798
SOUTH CAROLINA,2023,April,Monthly,Number of Live Births,4407
SOUTH DAKOTA,2023,April,Monthly,Number of Live Births,901
TENNESSEE,2023,April,Monthly,Number of Live Births,6343
TEXAS,2023,April,Monthly,Number of Live Births,28878
UTAH,2023,April,Monthly,Number of Live Births,3600
VERMONT,2023,April,Monthly,Number of Live Births,439
VIRGINIA,2023,April,Monthly,Number of Live Births,7044
WASHINGTON,2023,April,Monthly,Number of Live Births,6522
WEST VIRGINIA,2023,April,Monthly,Number of Live Births,1203
WISCONSIN,2023,April,Monthly,Number of Live Births,4829
WYOMING,2023,April,Monthly,Number of Live Births,521
PUERTO RICO,2023,April,Monthly,Number of Live Births,1375
ALABAMA,2023,May,Monthly,Number of Live Births,4635
ALASKA,2023,May,Monthly,Number of Live Births,768
ARIZONA,2023,May,Monthly,Number of Live Births,6162
ARKANSAS,2023,May,Monthly,Number of Live Births,2894
CALIFORNIA,2023,May,Monthly,Number of Live Births,32764
COLORADO,2023,May,Monthly,Number of Live Births,5283
CONNECTICUT,2023,May,Monthly,Number of Live Births,2918
DELAWARE,2023,May,Monthly,Number of Live Births,902
DISTRICT OF COLUMBIA,2023,May,Monthly,Number of Live Births,671
FLORIDA,2023,May,Monthly,Number of Live Births,18014
GEORGIA,2023,May,Monthly,Number of Live Births,10143
HAWAII,2023,May,Monthly,Number of Live Births,1212
IDAHO,2023,May,Monthly,Number of Live Births,1860
ILLINOIS,2023,May,Monthly,Number of Live Births,10487
INDIANA,2023,May,Monthly,Number of Live Births,6628
IOWA,2023,May,Monthly,Number of Live Births,3119
KANSAS,2023,May,Monthly,Number of Live Births,2808
KENTUCKY,2023,May,Monthly,Number of Live Births,4294
LOUISIANA,2023,May,Monthly,Number of Live Births,4616
MAINE,2023,May,Monthly,Number of Live Births,1007
MARYLAND,2023,May,Monthly,Number of Live Births,5520
MASSACHUSETTS,2023,May,Monthly,Number of Live Births,5731
MICHIGAN,2023,May,Monthly,Number of Live Births,8421
MINNESOTA,2023,May,Monthly,Number of Live Births,5287
MISSISSIPPI,2023,May,Monthly,Number of Live Births,2781
MISSOURI,2023,May,Monthly,Number of Live Births,5639
MONTANA,2023,May,Monthly,Number of Live Births,964
NEBRASKA,2023,May,Monthly,Number of Live Births,2004
NEVADA,2023,May,Monthly,Number of Live Births,2552
NEW HAMPSHIRE,2023,May,Monthly,Number of Live Births,989
NEW JERSEY,2023,May,Monthly,Number of Live Births,8565
NEW MEXICO,2023,May,Monthly,Number of Live Births,1766
NEW YORK,2023,May,Monthly,Number of Live Births,9700
NORTH CAROLINA,2023,May,Monthly,Number of Live Births,9985
NORTH DAKOTA,2023,May,Monthly,Number of Live Births,853
OHIO,2023,May,Monthly,Number of Live Births,10549
OKLAHOMA,2023,May,Monthly,Number of Live Births,4000
OREGON,2023,May,Monthly,Number of Live Births,3279
PENNSYLVANIA,2023,May,Monthly,Number of Live Births,10606
RHODE ISLAND,2023,May,Monthly,Number of Live Births,849
SOUTH CAROLINA,2023,May,Monthly,Number of Live Births,4725
SOUTH DAKOTA,2023,May,Monthly,Number of Live Births,1057
TENNESSEE,2023,May,Monthly,Number of Live Births,6779
TEXAS,2023,May,Monthly,Number of Live Births,31650
UTAH,2023,May,Monthly,Number of Live Births,3890
VERMONT,2023,May,Monthly,Number of Live Births,463
VIRGINIA,2023,May,Monthly,Number of Live Births,7805
WASHINGTON,2023,May,Monthly,Number of Live Births,6996
WEST VIRGINIA,2023,May,Monthly,Number of Live Births,1436
WISCONSIN,2023,May,Monthly,Number of Live Births,5193
WYOMING,2023,May,Monthly,Number of Live Births,511
PUERTO RICO,2023,May,Monthly,Number of Live Births,1527
ALABAMA,2023,June,Monthly,Number of Live Births,4850
ALASKA,2023,June,Monthly,Number of Live Births,774
ARIZONA,2023,June,Monthly,Number of Live Births,6173
ARKANSAS,2023,June,Monthly,Number of Live Births,2960
CALIFORNIA,2023,June,Monthly,Number of Live Births,32663
COLORADO,2023,June,Monthly,Number of Live Births,5228
CONNECTICUT,2023,June,Monthly,Number of Live Births,2888
DELAWARE,2023,June,Monthly,Number of Live Births,873
DISTRICT OF COLUMBIA,2023,June,Monthly,Number of Live Births,660
FLORIDA,2023,June,Monthly,Number of Live Births,18146
GEORGIA,2023,June,Monthly,Number of Live Births,10583
HAWAII,2023,June,Monthly,Number of Live Births,1233
IDAHO,2023,June,Monthly,Number of Live Births,1931
ILLINOIS,2023,June,Monthly,Number of Live Births,10809
INDIANA,2023,June,Monthly,Number of Live Births,6735
IOWA,2023,June,Monthly,Number of Live Births,3123
KANSAS,2023,June,Monthly,Number of Live Births,2935
KENTUCKY,2023,June,Monthly,Number of Live Births,4470
LOUISIANA,2023,June,Monthly,Number of Live Births,4414
MAINE,2023,June,Monthly,Number of Live Births,975
MARYLAND,2023,June,Monthly,Number of Live Births,5663
MASSACHUSETTS,2023,June,Monthly,Number of Live Births,5967
MICHIGAN,2023,June,Monthly,Number of Live Births,8619
MINNESOTA,2023,June,Monthly,Number of Live Births,5380
MISSISSIPPI,2023,June,Monthly,Number of Live Births,2984
MISSOURI,2023,June,Monthly,Number of Live Births,5605
MONTANA,2023,June,Monthly,Number of Live Births,953
NEBRASKA,2023,June,Monthly,Number of Live Births,2115
NEVADA,2023,June,Monthly,Number of Live Births,2636
NEW HAMPSHIRE,2023,June,Monthly,Number of Live Births,1052
NEW JERSEY,2023,June,Monthly,Number of Live Births,8676
NEW MEXICO,2023,June,Monthly,Number of Live Births,1771
NEW YORK,2023,June,Monthly,Number of Live Births,9758
NORTH CAROLINA,2023,June,Monthly,Number of Live Births,9950
NORTH DAKOTA,2023,June,Monthly,Number of Live Births,825
OHIO,2023,June,Monthly,Number of Live Births,10788
OKLAHOMA,2023,June,Monthly,Number of Live Births,4072
OREGON,2023,June,Monthly,Number of Live Births,3265
PENNSYLVANIA,2023,June,Monthly,Number of Live Births,10802
RHODE ISLAND,2023,June,Monthly,Number of Live Births,907
SOUTH CAROLINA,2023,June,Monthly,Number of Live Births,4981
SOUTH DAKOTA,2023,June,Monthly,Number of Live Births,933
TENNESSEE,2023,June,Monthly,Number of Live Births,6982
TEXAS,2023,June,Monthly,Number of Live Births,32162
UTAH,2023,June,Monthly,Number of Live Births,3918
VERMONT,2023,June,Monthly,Number of Live Births,440
VIRGINIA,2023,June,Monthly,Number of Live Births,7878
WASHINGTON,2023,June,Monthly,Number of Live Births,6910
WEST VIRGINIA,2023,June,Monthly,Number of Live Births,1473
WISCONSIN,2023,June,Monthly,Number of Live Births,5168
WYOMING,2023,June,Monthly,Number of Live Births,545
PUERTO RICO,2023,June,Monthly,Number of Live Births,1500
ALABAMA,2023,July,Monthly,Number of Live Births,4885
ALASKA,2023,July,Monthly,Number of Live Births,774
ARIZONA,2023,July,Monthly,Number of Live Births,6603
ARKANSAS,2023,July,Monthly,Number of Live Births,3016
CALIFORNIA,2023,July,Monthly,Number of Live Births,34228
COLORADO,2023,July,Monthly,Number of Live Births,5271
CONNECTICUT,2023,July,Monthly,Number of Live Births,3068
DELAWARE,2023,July,Monthly,Number of Live Births,871
DISTRICT OF COLUMBIA,2023,July,Monthly,Number of Live Births,681
FLORIDA,2023,July,Monthly,Number of Live Births,18857
GEORGIA,2023,July,Monthly,Number of Live Births,10816
HAWAII,2023,July,Monthly,Number of Live Births,1211
IDAHO,2023,July,Monthly,Number of Live Births,1953
ILLINOIS,2023,July,Monthly,Number of Live Births,10930
INDIANA,2023,July,Monthly,Number of Live Births,6895
IOWA,2023,July,Monthly,Number of Live Births,3160
KANSAS,2023,July,Monthly,Number of Live Births,2934
KENTUCKY,2023,July,Monthly,Number of Live Births,4480
LOUISIANA,2023,July,Monthly,Number of Live Births,4814
MAINE,2023,July,Monthly,Number of Live Births,1084
MARYLAND,2023,July,Monthly,Number of Live Births,5755
MASSACHUSETTS,2023,July,Monthly,Number of Live Births,5921
MICHIGAN,2023,July,Monthly,Number of Live Births,8845
MINNESOTA,2023,July,Monthly,Number of Live Births,5320
MISSISSIPPI,2023,July,Monthly,Number of Live Births,2957
MISSOURI,2023,July,Monthly,Number of Live Births,5888
MONTANA,2023,July,Monthly,Number of Live Births,1029
NEBRASKA,2023,July,Monthly,Number of Live Births,2044
NEVADA,2023,July,Monthly,Number of Live Births,2653
NEW HAMPSHIRE,2023,July,Monthly,Number of Live Births,1055
NEW JERSEY,2023,July,Monthly,Number of Live Births,8934
NEW MEXICO,2023,July,Monthly,Number of Live Births,1846
NEW YORK,2023,July,Monthly,Number of Live Births,10079
NORTH CAROLINA,2023,July,Monthly,Number of Live Births,10492
NORTH DAKOTA,2023,July,Monthly,Number of Live Births,839
OHIO,2023,July,Monthly,Number of Live Births,11169
OKLAHOMA,2023,July,Monthly,Number of Live Births,4172
OREGON,2023,July,Monthly,Number of Live Births,3413
PENNSYLVANIA,2023,July,Monthly,Number of Live Births,11024
RHODE ISLAND,2023,July,Monthly,Number of Live Births,881
SOUTH CAROLINA,2023,July,Monthly,Number of Live Births,4807
SOUTH DAKOTA,2023,July,Monthly,Number of Live Births,979
TENNESSEE,2023,July,Monthly,Number of Live Births,7261
TEXAS,2023,July,Monthly,Number of Live Births,33165
UTAH,2023,July,Monthly,Number of Live Births,3954
VERMONT,2023,July,Monthly,Number of Live Births,416
VIRGINIA,2023,July,Monthly,Number of Live Births,7992
WASHINGTON,2023,July,Monthly,Number of Live Births,7011
WEST VIRGINIA,2023,July,Monthly,Number of Live Births,1446
WISCONSIN,2023,July,Monthly,Number of Live Births,5343
WYOMING,2023,July,Monthly,Number of Live Births,525
PUERTO RICO,2023,July,Monthly,Number of Live Births,1463
ALABAMA,2023,August,Monthly,Number of Live Births,5138
ALASKA,2023,August,Monthly,Number of Live Births,749
ARIZONA,2023,August,Monthly,Number of Live Births,7156
ARKANSAS,2023,August,Monthly,Number of Live Births,3180
CALIFORNIA,2023,August,Monthly,Number of Live Births,35937
COLORADO,2023,August,Monthly,Number of Live Births,5557
CONNECTICUT,2023,August,Monthly,Number of Live Births,3134
DELAWARE,2023,August,Monthly,Number of Live Births,971
DISTRICT OF COLUMBIA,2023,August,Monthly,Number of Live Births,689
FLORIDA,2023,August,Monthly,Number of Live Births,19383
GEORGIA,2023,August,Monthly,Number of Live Births,11260
HAWAII,2023,August,Monthly,Number of Live Births,1317
IDAHO,2023,August,Monthly,Number of Live Births,1936
ILLINOIS,2023,August,Monthly,Number of Live Births,11054
INDIANA,2023,August,Monthly,Number of Live Births,7075
IOWA,2023,August,Monthly,Number of Live Births,3280
KANSAS,2023,August,Monthly,Number of Live Births,2991
KENTUCKY,2023,August,Monthly,Number of Live Births,4605
LOUISIANA,2023,August,Monthly,Number of Live Births,5058
MAINE,2023,August,Monthly,Number of Live Births,1047
MARYLAND,2023,August,Monthly,Number of Live Births,5743
MASSACHUSETTS,2023,August,Monthly,Number of Live Births,6019
MICHIGAN,2023,August,Monthly,Number of Live Births,8819
MINNESOTA,2023,August,Monthly,Number of Live Births,5508
MISSISSIPPI,2023,August,Monthly,Number of Live Births,3178
MISSOURI,2023,August,Monthly,Number of Live Births,6135
MONTANA,2023,August,Monthly,Number of Live Births,964
NEBRASKA,2023,August,Monthly,Number of Live Births,2103
NEVADA,2023,August,Monthly,Number of Live Births,2886
NEW HAMPSHIRE,2023,August,Monthly,Number of Live Births,1097
NEW JERSEY,2023,August,Monthly,Number of Live Births,8968
NEW MEXICO,2023,August,Monthly,Number of Live Births,1887
