,PharmGKB ID,ChEMBL ID
2197,PA164712951,
2198,PA164747991,
2199,PA164712952,
2200,PA166183405,
2201,PA130619705,
2202,PA450390,CHEMBL776
2203,PA164712953,
2204,PA10472,
2205,PA164712954,
2206,PA164712955,
2207,PA164776864,CHEMBL175247
2208,PA450715,CHEMBL900
2209,PA450721,CHEMBL1229
2210,PA166131626,CHEMBL3353410
2211,PA164712956,
2212,PA164743058,
2213,PA166182883,
2214,PA151958300,
2215,PA164712957,
2216,PA164712999,
2217,PA164713000,
2218,PA164713001,
2219,PA164713002,
2220,PA164712958,
2221,PA164713003,
2222,PA164713004,
2223,PA164712960,
2224,PA164712961,
2225,PA164713006,
2226,PA164713007,
2227,PA164713008,
2228,PA164713011,
2229,PA164712962,
2230,PA164712963,
2231,PA164713014,
2232,PA164713015,
2233,PA164713009,
2234,PA164713016,
2235,PA164712964,
2236,PA164713018,
2237,PA164713019,
2238,PA164713020,
2239,PA164713021,
2240,PA164713022,
2241,PA164713023,
2242,PA164712965,
2243,PA164713025,
2244,PA164713026,
2245,PA164713027,
2246,PA164713028,
2247,PA164713030,
2248,PA164713029,
2249,PA164713031,
2250,PA164713032,
2251,PA164713033,
2252,PA164713034,
2253,PA164712966,
2254,PA164713036,
2255,PA164713010,
2256,PA164713037,
2257,PA164713038,
2258,PA164713039,
2259,PA164713040,
2260,PA164713041,
2261,PA164713042,
2262,PA164713043,
2263,PA164713044,
2264,PA164713045,
2265,PA164713046,
2266,PA164713047,
2267,PA164713048,
2268,PA164713049,
2269,PA452159,
2270,PA164713050,
2271,PA164713051,
2272,PA164713052,
2273,PA164713053,
2274,PA164712967,
2275,PA164713055,
2276,PA164713056,
2277,PA164713058,
2278,PA164713057,
2279,PA164713059,
2280,PA164713060,
2281,PA164713061,
2282,PA164713062,
2283,PA164712968,
2284,PA164713063,
2285,PA164713064,
2286,PA164713065,
2287,PA164713066,
2288,PA164712969,
2289,PA164713067,
2290,PA164712971,
2291,PA164712972,
2292,PA164713069,
2293,PA164713070,
2294,PA164712973,
2295,PA164713071,
2296,PA164713072,
2297,PA164712974,
2298,PA164713073,
2299,PA164712976,
2300,PA164713075,
2301,PA164712977,
2302,PA164713077,
2303,PA164713078,
2304,PA164713079,
2305,PA164712978,
2306,PA164713080,
2307,PA164713081,
2308,PA164713082,
2309,PA164713083,
2310,PA164712980,
2311,PA164712981,
2312,PA164713085,
2313,PA164713086,
2314,PA164713087,
2315,PA164713088,
2316,PA164713089,
2317,PA164713090,
2318,PA164713092,
2319,PA164713093,
2320,PA164713094,
2321,PA164713095,
2322,PA164713096,
2323,PA164713097,
2324,PA164713098,
2325,PA164713091,
2326,PA164713099,
2327,PA164713100,
2328,PA164713101,
2329,PA164713102,
2330,PA164713103,
2331,PA164713104,
2332,PA164712983,
2333,PA164713105,
2334,PA164713106,
2335,PA164712984,
2336,PA164713108,
2337,PA164713109,
2338,PA164712986,
2339,PA164712987,
2340,PA164713110,
2341,PA164712988,
2342,PA164713112,
2343,PA164712989,
2344,PA164713113,
2345,PA164713114,
2346,PA164713115,
2347,PA164712990,
2348,PA164713117,
2349,PA164713118,
2350,PA164713119,
2351,PA164713120,
2352,PA164713121,
2353,PA164713122,
2354,PA164713123,
2355,PA164712991,
2356,PA164713125,
2357,PA164713126,
2358,PA164712993,
2359,PA164713127,
2360,PA164713128,
2361,PA164712994,
2362,PA164713130,
2363,PA164713131,
2364,PA164712995,
2365,PA164713132,
2366,PA164713133,
2367,PA164712996,
2368,PA164712997,
2369,PA164713134,
2370,PA164713135,
2371,PA164712998,
2372,PA164713136,
2373,PA163522138,CHEMBL222863
2374,PA164713137,
2375,PA450725,CHEMBL819
2376,PA131285527,
2377,PA164748782,CHEMBL847
2378,PA164749395,CHEMBL1200436
2379,PA450730,CHEMBL1071
2380,PA163522137,
2381,PA450731,CHEMBL568
2382,PA164713139,
2383,PA164713138,
2384,PA450732,CHEMBL1068
2385,PA164713140,
2386,PA164754742,
2387,PA10284,CHEMBL546
2388,PA164748137,
2389,PA164742933,CHEMBL1625
2390,PA164764617,CHEMBL1200
2391,PA164746030,CHEMBL1231
2392,PA450741,CHEMBL656
2393,PA450744,
2394,PA164748840,CHEMBL762
2395,PA166182885,
2396,PA450750,CHEMBL1228
2397,PA164776910,CHEMBL1495
2398,PA164752252,CHEMBL1201286
2399,PA450757,
2400,PA164713141,
2401,PA450760,CHEMBL395429
2402,PA164713142,
2403,PA450761,CHEMBL428647
2404,PA165949675,CHEMBL478858
2405,PA164713143,
2406,PA166153469,CHEMBL189963
2407,PA164744014,
2408,PA163518919,CHEMBL1621
2409,PA164748781,
2410,PA10352,CHEMBL1276421
2411,PA166115579,CHEMBL472698
2412,PA450767,CHEMBL834
2413,PA164713144,
2414,PA448428,
2415,PA10238,
2416,PA450771,CHEMBL185073
2417,PA162373091,
2418,PA166161307,CHEMBL483254
2419,PA450774,CHEMBL1502
2420,PA450778,
2421,PA164745550,CHEMBL19224
2422,PA164713145,
2423,PA164713146,
2424,PA166184497,
2425,PA450790,
2426,PA164713147,
2427,PA164748880,CHEMBL1100
2428,PA164777035,CHEMBL1579
2429,PA164713148,
2430,PA164713150,
2431,PA166049193,CHEMBL1206690
2432,PA450797,CHEMBL673
2433,PA450798,CHEMBL1200622
2434,PA166163410,CHEMBL3391662
2435,PA164784023,CHEMBL370143
2436,PA450801,CHEMBL490
2437,PA166182884,
2438,PA165291492,
2439,PA166116241,
2440,PA164742856,CHEMBL267648
2441,PA450831,
2442,PA164771236,
2443,PA164760860,
2444,PA164781387,
2445,PA164749390,
2446,PA164784024,
2447,PA166205561,
2448,PA165963961,
2449,PA164749630,
2450,PA166124615,
2451,PA10810,CHEMBL1201258
2452,PA164781018,CHEMBL1201198
2453,PA450836,CHEMBL1177
2454,PA164749474,CHEMBL1290
2455,PA450839,CHEMBL1540
2456,PA450840,CHEMBL1430
2457,PA164713152,
2458,PA450842,CHEMBL29
2459,PA164713153,
2460,PA164745442,CHEMBL615
2461,PA450849,
2462,PA450850,CHEMBL55
2463,PA450851,
2464,PA164744326,CHEMBL560
2465,PA450859,CHEMBL448
2466,PA164777033,CHEMBL1271
2467,PA164774806,CHEMBL4073796
2468,PA450863,CHEMBL1580
2469,PA450864,CHEMBL628
2470,PA450868,
2471,PA162565876,
2472,PA164713154,
2473,PA164781354,CHEMBL1663
2474,PA450873,CHEMBL531
2475,PA130150436,CHEMBL75880
2476,PA165291471,
2477,PA450877,CHEMBL1581
2478,PA164713157,
2479,PA164713156,
2480,PA164713158,
2481,PA164743137,CHEMBL1525
2482,PA165291546,CHEMBL1713496
2483,PA164713159,
2484,PA450882,CHEMBL567
2485,PA164713160,
2486,PA165290933,
2487,PA128406983,
2488,PA152241908,CHEMBL450786
2489,PA164745309,CHEMBL918
2490,PA450897,CHEMBL16073
2491,PA166180939,CHEMBL1709464
2492,PA164746899,CHEMBL1625467
2493,PA128406980,CHEMBL275528
2494,PA450902,CHEMBL1744
2495,PA450903,CHEMBL1089
2496,PA1000,CHEMBL170988
2497,PA164750491,CHEMBL278398
2498,PA164784031,CHEMBL711
2499,PA164744506,CHEMBL1193
2500,PA164747188,CHEMBL1201208
2501,PA450911,CHEMBL40
2502,PA450913,CHEMBL14060
2503,PA164713161,
2504,PA450918,
2505,PA164713162,
2506,PA10478,
2507,PA450919,CHEMBL753
2508,PA450921,CHEMBL16694
2509,PA164771230,CHEMBL797
2510,PA164748099,CHEMBL1574
2511,PA450926,CHEMBL597
2512,PA165950342,CHEMBL1200358
2513,PA164713163,
2514,PA450932,CHEMBL101
2515,PA450935,CHEMBL1215
2516,PA164713165,
2517,PA164748965,CHEMBL2092846
2518,PA450947,CHEMBL16
2519,PA10479,
2520,PA164768860,
2521,PA164713166,
2522,PA450952,
2523,PA164713167,
2524,PA450953,
2525,PA450954,
2526,PA165984462,
2527,PA450957,CHEMBL94
2528,PA450961,
2529,PA164777007,
2530,PA450962,CHEMBL550
2531,PA166186035,
2532,PA164783790,
2533,PA450965,CHEMBL1423
2534,PA450966,CHEMBL500
2535,PA450970,CHEMBL595
2536,PA165958415,
2537,PA164764567,CHEMBL1201206
2538,PA450975,CHEMBL702
2539,PA166104279,CHEMBL303933
2540,PA450977,CHEMBL1412
2541,PA164713168,
2542,PA164713169,
2543,PA164713170,
2544,PA450980,
2545,PA164747673,CHEMBL1585
2546,PA10158,CHEMBL398880
2547,PA450983,CHEMBL1094966
2548,PA10159,CHEMBL9967
2549,PA166212681,
2550,PA450985,
2551,PA142650384,
2552,PA166185163,
2553,PA165983754,
2554,PA164713171,
2555,PA164776912,CHEMBL3182343
2556,PA164750167,
2557,PA164713172,
2558,PA164713173,
2559,PA164713174,
2560,PA164713175,
2561,PA150595617,
2562,PA164713176,
2563,PA165958410,CHEMBL18442
2564,PA165958411,
2565,PA164713177,
2566,PA450993,CHEMBL61
2567,PA452642,
2568,PA10162,
2569,PA450999,
2570,PA451013,
2571,PA451018,
2572,PA451020,
2573,PA451023,
2574,PA451027,CHEMBL241797
2575,PA164713178,
2576,PA451038,
2577,PA164749386,
2578,PA164748763,CHEMBL1587
2579,PA165980594,CHEMBL1171837
2580,PA164752658,
2581,PA151958574,CHEMBL221872
2582,PA164713179,
2583,PA451047,
2584,PA451049,
2585,PA451055,CHEMBL1200731
2586,PA451057,
2587,PA451060,CHEMBL1141
2588,PA166190081,
2589,PA451071,
2590,PA164713182,
2591,PA152241909,
2592,PA164752820,CHEMBL1358416
2593,PA164744926,
2594,PA164742949,CHEMBL249420
2595,PA164781394,
2596,PA134698661,
2597,PA154410481,CHEMBL1201772
2598,PA451089,CHEMBL1144
2599,PA164776668,CHEMBL969
2600,PA164764583,CHEMBL976
2601,PA451093,CHEMBL2
2602,PA164749394,
2603,PA451096,CHEMBL131
2604,PA451100,CHEMBL635
2605,PA164754814,CHEMBL1059
2606,PA164713183,
2607,PA164713184,
2608,PA165817938,
2609,PA165958355,
2610,PA164713186,
2611,PA164713187,
2612,PA164713185,
2613,PA164713188,
2614,PA164713189,
2615,PA164713190,
2616,PA164713191,
2617,PA166115441,CHEMBL596802
2618,PA451101,CHEMBL1194
2619,PA451103,CHEMBL506
2620,PA451105,CHEMBL856
2621,PA451106,CHEMBL897
2622,PA451107,CHEMBL608
2623,PA451108,CHEMBL640
2624,PA451110,CHEMBL569
2625,PA451112,CHEMBL1321
2626,PA164748908,CHEMBL1478530
2627,PA451114,CHEMBL728
2628,PA164784001,CHEMBL86715
2629,PA164748742,CHEMBL55400
2630,PA164747990,
2631,PA451123,CHEMBL103
2632,PA164713192,
2633,PA164713195,
2634,PA452359,
2635,PA164713196,
2636,PA451124,CHEMBL1377
2637,PA164713197,
2638,PA451126,CHEMBL564
2639,PA451128,CHEMBL643
2640,PA451131,CHEMBL631
2641,PA164746224,CHEMBL1180725
2642,PA164776849,CHEMBL1196
2643,PA164781043,CHEMBL251940
2644,PA165107991,
2645,PA164778685,CHEMBL1201210
2646,PA451140,
2647,PA451141,CHEMBL526
2648,PA451142,CHEMBL300117
2649,PA451145,CHEMBL27
2650,PA164713199,
2651,PA165958387,CHEMBL2105275
2652,PA451156,CHEMBL1518
2653,PA164713200,
2654,PA449345,CHEMBL548
2655,PA449479,
2656,PA452363,
2657,PA10366,
2658,PA451159,
2659,PA164713201,
2660,PA164713202,
2661,PA164713203,
2662,PA164713205,
2663,PA164713204,
2664,PA451465,
2665,PA164713206,
2666,PA164713207,
2667,PA451168,CHEMBL668
2668,PA451170,CHEMBL1590
2669,PA164713208,
2670,PA164713209,
2671,PA164713210,
2672,PA164713211,
2673,PA164713212,
2674,PA164713214,
2675,PA164713213,
2676,PA452634,
2677,PA164713215,
2678,PA451182,CHEMBL614
2679,PA164713216,
2680,PA164713217,
2681,PA164713218,
2682,PA164713219,
2683,PA10481,
2684,PA451185,CHEMBL1115
2685,PA164749166,CHEMBL102970
2686,PA164749650,CHEMBL82202
2687,PA451897,CHEMBL1364
2688,PA165817939,CHEMBL511
2689,PA451193,CHEMBL36
2690,PA164713220,
2691,PA164713221,
2692,PA164778686,CHEMBL1162144
2693,PA1102,
2694,PA164713222,
2695,PA164744373,CHEMBL1200472
2696,PA451201,CHEMBL716
2697,PA164745551,CHEMBL7568
2698,PA451205,CHEMBL1592
2699,PA164749042,CHEMBL1201165
2700,PA164760863,CHEMBL1532
2701,PA451209,CHEMBL1294
2702,PA164783957,
2703,PA451213,CHEMBL387326
2704,PA164713223,
2705,PA164713224,
2706,PA164713226,
2707,PA164713227,
2708,PA164713228,
2709,PA164713229,
2710,PA164713230,
2711,PA164749647,
2712,PA164924564,
2713,PA451216,CHEMBL1219
2714,PA10367,
2715,PA451219,
2716,PA166122986,
2717,PA451221,CHEMBL81
2718,PA164888966,
2719,PA131625240,CHEMBL225071
2720,PA164744896,CHEMBL1218
2721,PA451223,CHEMBL1168
2722,PA166184558,
2723,PA164746012,
2724,PA451224,CHEMBL512
2725,PA164746007,CHEMBL1404
2726,PA164764584,CHEMBL887
2727,PA10176,
2728,PA164713231,
2729,PA164713232,
2730,PA144614921,CHEMBL180101
2731,PA164755085,
2732,PA166178280,
2733,PA166129536,CHEMBL317052
2734,PA166114943,
2735,PA166197141,
2736,PA451232,CHEMBL1005
2737,PA164774779,
2738,PA164749051,CHEMBL22242
2739,PA164713233,
2740,PA164713234,
2741,PA451234,CHEMBL1272
2742,PA164768818,CHEMBL1668
2743,PA451236,CHEMBL772
2744,PA164713237,
2745,PA164713235,
2746,PA165291838,CHEMBL165
2747,PA164749341,
2748,PA164743728,
2749,PA144997862,
2750,PA166177686,
2751,PA164713238,
2752,PA164713239,
2753,PA164713240,
2754,PA165110729,
2755,PA451241,CHEMBL1643
2756,PA166153470,CHEMBL3545110
2757,PA451242,CHEMBL1534
2758,PA165291475,
2759,PA164746413,CHEMBL280728
2760,PA451249,CHEMBL444633
2761,PA451250,
2762,PA164783809,
2763,PA164752443,CHEMBL1617
2764,PA451251,CHEMBL744
2765,PA164748038,CHEMBL959
2766,PA164752251,CHEMBL111461
2767,PA152407999,CHEMBL111
2768,PA166203981,
2769,PA166182682,
2770,PA451255,CHEMBL923
2771,PA451257,CHEMBL85
2772,PA451258,CHEMBL785
2773,PA451260,CHEMBL163
2774,PA451261,
2775,PA165958360,
2776,PA451262,CHEMBL636
2777,PA451264,CHEMBL905
2778,PA164754992,CHEMBL1201244
2779,PA451268,CHEMBL122
2780,PA165948052,CHEMBL193240
2781,PA153906323,CHEMBL430893
2782,PA164779049,
2783,PA166161306,CHEMBL343448
2784,PA164749035,CHEMBL589
2785,PA451271,
2786,PA451283,CHEMBL121
2787,PA164776843,CHEMBL291157
2788,PA166129554,CHEMBL2068971
2789,PA134308647,
2790,PA164713241,
2791,PA166129566,
2792,PA166165149,CHEMBL1303
2793,PA165958352,
2794,PA165958424,
2795,PA164750505,CHEMBL1476500
2796,PA164713242,
2797,PA166163418,CHEMBL1173055
2798,PA166131606,CHEMBL1201754
2799,PA165107052,CHEMBL91397
2800,PA166123386,CHEMBL1789941
2801,PA166176123,
2802,PA166115442,
2803,PA166131580,
2804,PA164754994,CHEMBL224120
2805,PA448068,CHEMBL714
2806,PA165958416,
2807,PA450300,
2808,PA451428,
2809,PA451299,CHEMBL424
2810,PA164713243,
2811,PA164713244,
2812,PA164713245,
2813,PA451300,CHEMBL1263
2814,PA448715,
2815,PA164745462,CHEMBL154111
2816,PA164713246,
2817,PA166128370,
2818,PA164746338,CHEMBL305544
2819,PA451305,CHEMBL296480
2820,PA166182626,
2821,PA165958501,
2822,PA164748631,
2823,PA166197221,
2824,PA164745371,
2825,PA165958362,CHEMBL385517
2826,PA166049195,CHEMBL26915
2827,PA164713247,
2828,PA164713248,
2829,PA451308,CHEMBL13030
2830,PA166170903,
2831,PA164784035,CHEMBL3561391
2832,PA164713250,
2833,PA164713249,
2834,PA164760844,
2835,PA134687887,
2836,PA164713251,
2837,PA164713252,
2838,PA164713254,
2839,PA164713255,
2840,PA164713256,
2841,PA164713257,
2842,PA451316,CHEMBL972
2843,PA451319,
2844,PA164771240,
2845,PA10489,
2846,PA166129529,CHEMBL1614701
2847,PA133888890,
2848,PA131887911,
2849,PA164713258,
2850,PA164713259,
2851,PA164713260,
2852,PA166104277,CHEMBL450044
2853,PA164749110,
2854,PA164713261,
2855,PA164713262,
2856,PA164713263,
2857,PA164748328,CHEMBL1201196
2858,PA164784002,CHEMBL12713
2859,PA451333,CHEMBL809
2860,PA164781197,CHEMBL1201798
2861,PA451341,CHEMBL1200694
2862,PA164713264,
2863,PA164713265,
2864,PA451344,CHEMBL1419
2865,PA451346,CHEMBL192
2866,PA166129539,CHEMBL431701
2867,PA451355,
2868,PA165291889,
2869,PA166198582,
2870,PA164713266,
2871,PA451357,
2872,PA164744951,CHEMBL1382627
2873,PA166122590,
2874,PA451363,CHEMBL1064
2875,PA166114434,CHEMBL3526439
2876,PA166182736,
2877,PA451365,
2878,PA166203961,
2879,PA164748978,CHEMBL1422
2880,PA166115581,CHEMBL57004
2881,PA165958361,CHEMBL282724
2882,PA162168179,
2883,PA164713267,
2884,PA166178554,
2885,PA451369,
2886,PA166163262,CHEMBL591665
2887,PA451374,
2888,PA166176020,
2889,PA451375,CHEMBL1353
2890,PA451377,
2891,PA451379,
2892,PA451382,
2893,PA451384,
2894,PA166184492,
2895,PA451388,
2896,PA451398,CHEMBL23393
2897,PA166115361,CHEMBL93268
2898,PA166114316,CHEMBL1746
2899,PA451414,
2900,PA451429,
2901,PA164743129,
2902,PA451434,
2903,PA451435,
2904,PA164746759,CHEMBL1208306
2905,PA166182732,
2906,PA166122593,CHEMBL1259059
2907,PA166163416,
2908,PA166177517,
2909,PA450787,
2910,PA164783810,CHEMBL1200803
2911,PA166165147,
2912,PA164713268,
2913,PA164713269,
2914,PA164713270,
2915,PA164713271,
2916,PA166178990,
2917,PA164713272,
2918,PA451446,
2919,PA7000,CHEMBL1336
2920,PA451457,CHEMBL471
2921,PA451472,CHEMBL850
2922,PA452610,
2923,PA164713273,
2924,PA164713274,
2925,PA164781342,CHEMBL1167
2926,PA164781199,CHEMBL23194
2927,PA164776913,CHEMBL431
2928,PA451483,CHEMBL1393
2929,PA152408000,
2930,PA165958391,
2931,PA451492,
2932,PA165109623,CHEMBL364347
2933,PA451494,CHEMBL991
2934,PA164748630,CHEMBL2107531
2935,PA164713275,
2936,PA166175778,
2937,PA164924486,
2938,PA164713276,
2939,PA164713278,
2940,PA164713279,
2941,PA164754919,
2942,PA451512,CHEMBL372795
2943,PA164713280,
2944,PA451514,CHEMBL1603
2945,PA164713281,
2946,PA164713282,
2947,PA164713283,
2948,PA451521,CHEMBL28721
2949,PA164713284,
2950,PA451522,CHEMBL703
2951,PA451524,
2952,PA451525,CHEMBL253582
2953,PA451527,CHEMBL658
2954,PA451529,
2955,PA451536,CHEMBL455
2956,PA164754808,CHEMBL1201056
2957,PA451539,CHEMBL439
2958,PA165958357,CHEMBL62193
2959,PA451540,CHEMBL1539
2960,PA164776842,CHEMBL438
2961,PA451542,CHEMBL446
2962,PA164781307,CHEMBL1191
2963,PA451544,CHEMBL443
2964,PA10715,
2965,PA164747038,CHEMBL1525826
2966,PA165958417,
2967,PA451545,CHEMBL21
2968,PA130231310,CHEMBL1109
2969,PA164779050,CHEMBL700
2970,PA451547,
2971,PA165958356,
2972,PA451550,CHEMBL832
2973,PA164748964,CHEMBL453
2974,PA10772,
2975,PA164713290,
2976,PA164713291,
2977,PA164713289,
2978,PA164713293,
2979,PA164713288,
2980,PA10741,
2981,PA10390,
2982,PA164713295,
2983,PA164776911,CHEMBL1570
2984,PA451558,
2985,PA164713297,
2986,PA164713296,
2987,PA451565,CHEMBL3186192
2988,PA164746343,
2989,PA164745485,CHEMBL26
2990,PA166175792,
2991,PA451566,CHEMBL128
2992,PA162372840,CHEMBL535
2993,PA164713298,
2994,PA451569,CHEMBL956
2995,PA10292,CHEMBL265502
2996,PA164713299,
2997,PA164713300,
2998,PA166049191,CHEMBL1414320
2999,PA164713301,
3000,PA164713305,
3001,PA164713302,
3002,PA164713303,
3003,PA164713306,
3004,PA164713307,
3005,PA164713304,
3006,PA164713308,
3007,PA164713309,
3008,PA164713310,
3009,PA164713311,
3010,PA164713312,
3011,PA164713313,
3012,PA164713314,
3013,PA166182866,
3014,PA451576,CHEMBL95
3015,PA451578,CHEMBL269732
3016,PA10333,CHEMBL779
3017,PA166184562,
3018,PA166115580,CHEMBL298470
3019,PA165958432,
3020,PA166182740,
3021,PA164779051,
3022,PA146123005,
3023,PA165109542,
3024,PA164743464,CHEMBL25202
3025,PA451581,CHEMBL83
3026,PA451583,CHEMBL836
3027,PA165291490,
3028,PA451585,
3029,PA166179720,CHEMBL1201776
3030,PA165282096,
3031,PA164713315,
3032,PA166163227,CHEMBL2387080
3033,PA164769057,CHEMBL432162
3034,PA451590,
3035,PA150481189,
3036,PA164746821,CHEMBL1657
3037,PA164764504,CHEMBL404
3038,PA164713316,
3039,PA164713323,
3040,PA10196,
3041,PA164713324,
3042,PA164713325,
3043,PA10335,
3044,PA164713326,
3045,PA452620,
3046,PA130413154,
3047,PA164746244,
3048,PA165958354,CHEMBL231813
3049,PA165980595,CHEMBL2079588
3050,PA164760861,CHEMBL374731
3051,PA131889722,
3052,PA10202,
3053,PA451605,CHEMBL1017
3054,PA451608,CHEMBL967
3055,PA451609,CHEMBL810
3056,PA164746890,
3057,PA164776757,
3058,PA451611,
3059,PA10204,CHEMBL483
3060,PA166201941,
3061,PA131890625,
3062,PA166211181,
3063,PA451612,CHEMBL611
3064,PA451614,CHEMBL822
3065,PA451616,CHEMBL1760
3066,PA164768834,CHEMBL1306
3067,PA451619,CHEMBL17157
3068,PA451620,CHEMBL525610
3069,PA164781020,CHEMBL2135460
3070,PA165817950,CHEMBL363295
3071,PA164713327,
3072,PA165980596,
3073,PA164743056,CHEMBL1571
3074,PA451627,CHEMBL386630
3075,PA164713328,
3076,PA164751373,CHEMBL1170
3077,PA164713329,
3078,PA164713330,
3079,PA164713331,
3080,PA164713332,
3081,PA164713333,
3082,PA164713334,
3083,PA164713335,
3084,PA164713336,
3085,PA164713337,
3086,PA164713338,
3087,PA164713339,
3088,PA451632,
3089,PA451636,
3090,PA451634,
3091,PA140222719,CHEMBL117785
3092,PA451638,
3093,PA451640,
3094,PA164713340,
3095,PA164713341,
3096,PA161990676,CHEMBL337765
3097,PA164745110,CHEMBL2021342
3098,PA164713342,
3099,PA166175754,
3100,PA451644,CHEMBL468
3101,PA451646,CHEMBL1114
3102,PA451647,CHEMBL190
3103,PA164713343,
3104,PA164746466,CHEMBL625
3105,PA451652,CHEMBL1547
3106,PA164746997,CHEMBL440
3107,PA10432,
3108,PA164713344,
3109,PA164713345,
3110,PA164713346,
3111,PA164713347,
3112,PA452631,
3113,PA164748882,CHEMBL1378
3114,PA10209,
3115,PA164713348,
3116,PA451663,CHEMBL727
3117,PA451664,CHEMBL441
3118,PA164754875,CHEMBL609109
3119,PA451666,CHEMBL479
3120,PA164713349,
3121,PA451668,
3122,PA451669,CHEMBL1201
3123,PA164713350,
3124,PA10499,
3125,PA164713351,
3126,PA164713353,
3127,PA451674,
3128,PA164748387,CHEMBL2103979
3129,PA164754910,
3130,PA164713354,
3131,PA10500,
3132,PA451680,
3133,PA164713355,
3134,PA10211,
3135,PA164746560,
3136,PA151070295,
3137,PA451682,CHEMBL1027
3138,PA166186040,
3139,PA164764503,CHEMBL365795
3140,PA165374673,CHEMBL398435
3141,PA451684,CHEMBL1449
3142,PA451686,CHEMBL833
3143,PA164746412,
3144,PA152132897,
3145,PA166212682,
3146,PA451688,CHEMBL1350
3147,PA451690,CHEMBL499
3148,PA10813,CHEMBL1220
3149,PA451694,
3150,PA164746156,CHEMBL1200438
3151,PA164769056,CHEMBL3189058
3152,PA165110778,
3153,PA166171170,
3154,PA166184566,
3155,PA163522473,CHEMBL183041
3156,PA166182622,
3157,PA451698,CHEMBL916
3158,PA164713356,
3159,PA451701,CHEMBL1079
3160,PA451704,CHEMBL1747
3161,PA451706,CHEMBL1762
3162,PA165292659,
3163,PA166211901,
3164,PA165958428,
3165,PA164774902,CHEMBL817
3166,PA451716,CHEMBL770
3167,PA451718,CHEMBL782
3168,PA451720,CHEMBL1324
3169,PA166049189,CHEMBL121626
3170,PA451721,CHEMBL1020
3171,PA164752438,CHEMBL83668
3172,PA164746757,
3173,PA164713357,
3174,PA164713360,
3175,PA451728,CHEMBL220492
3176,PA150481186,
3177,PA451729,CHEMBL84
3178,PA451733,CHEMBL1148
3179,PA145007158,
3180,PA451731,CHEMBL1655
3181,PA164748364,
3182,PA165958349,CHEMBL450449
3183,PA451735,CHEMBL1066
3184,PA166115364,CHEMBL2103875
3185,PA451737,CHEMBL1519
3186,PA164750514,CHEMBL292500
3187,PA131890628,
3188,PA451741,CHEMBL3682538
3189,PA451743,
3190,PA165958441,
3191,PA164781371,CHEMBL1200799
3192,PA451744,CHEMBL621
3193,PA164768801,
3194,PA451746,CHEMBL1235644
3195,PA165107992,
3196,PA451749,CHEMBL1451
3197,PA451752,CHEMBL585
3198,PA451753,CHEMBL646
3199,PA164713361,
3200,PA164752426,CHEMBL1054
3201,PA451755,
3202,PA166115521,CHEMBL279816
3203,PA151929741,
3204,PA165958661,
3205,PA164746229,CHEMBL1201354
3206,PA451771,CHEMBL422
3207,PA451773,CHEMBL570
3208,PA451775,CHEMBL1129
3209,PA165958430,
3210,PA451776,
3211,PA164747026,CHEMBL1490
3212,PA164748507,CHEMBL1200907
3213,PA164744009,CHEMBL829
3214,PA164744924,CHEMBL695
3215,PA451784,CHEMBL1201329
3216,PA164764516,CHEMBL1201256
3217,PA451788,CHEMBL22
3218,PA164713363,
3219,PA451790,CHEMBL119
3220,PA451791,CHEMBL644
3221,PA164747186,
3222,PA164764429,CHEMBL1241
3223,PA451797,CHEMBL855
3224,PA164749164,
3225,PA451799,CHEMBL408
3226,PA127840611,CHEMBL564085
3227,PA451802,
3228,PA164749389,CHEMBL1200604
3229,PA161925594,
3230,PA164748976,CHEMBL1201344
3231,PA164749184,
3232,PA451806,
3233,PA166185380,
3234,PA152530738,CHEMBL267099
3235,PA164713364,
3236,PA164713365,
3237,PA451811,CHEMBL339427
3238,PA164713366,
3239,PA164713367,
3240,PA164743726,
3241,PA165958422,
3242,PA164713368,
3243,PA164713369,
3244,PA164713370,
3245,PA164776753,CHEMBL2103849
3246,PA166208561,
3247,PA164713371,
3248,PA166177519,
3249,PA166184235,
3250,PA166197241,
3251,PA164713373,
3252,PA166189803,
3253,PA451830,CHEMBL1488
3254,PA451831,CHEMBL985
3255,PA130230921,CHEMBL100259
3256,PA164713374,
3257,PA164713375,
3258,PA164713376,
3259,PA451835,
3260,PA451836,
3261,PA164713377,
3262,PA451837,CHEMBL1551
3263,PA166048654,
3264,PA166205401,
3265,PA164713378,
3266,PA451839,CHEMBL1349
3267,PA166170051,
3268,PA10226,CHEMBL865
3269,PA10227,CHEMBL1201314
3270,PA151917011,
3271,PA451846,CHEMBL109
3272,PA164748616,CHEMBL20225
3273,PA451848,CHEMBL1069
3274,PA164924565,
3275,PA451850,CHEMBL262777
3276,PA166118341,CHEMBL24828
3277,PA451852,
3278,PA166128169,
3279,PA164743146,
3280,PA10229,CHEMBL1520
3281,PA164781343,CHEMBL1076903
3282,PA164713379,
3283,PA164713380,
3284,PA164713381,
3285,PA164713382,
3286,PA164713383,
3287,PA164713384,
3288,PA164713385,
3289,PA164713386,
3290,PA451858,
3291,PA164713387,
3292,PA164713388,
3293,PA164713389,
3294,PA7001,
3295,PA164748865,CHEMBL1201219
3296,PA451862,
3297,PA166115366,
3298,PA166131609,CHEMBL506871
3299,PA166163415,CHEMBL3545062
3300,PA165946873,CHEMBL1229517
