S No,District_Code,District_Name_English,District Name (In Local language),Hierarchy,Short Name of District,Census 2001 Code,Census2011 Code,Pesa Status,View Details,View History,View Government Order,View Map
575,570,CUDDALORE,CUDDALORE,TAMIL NADU(State),CDL,18,617,Not Covered,,,,
576,571,DHARMAPURI,DHARMAPURI,TAMIL NADU(State),DRM,05,630,Not Covered,,,,
577,572,DINDIGUL,DINDIGUL,TAMIL NADU(State),DIN,13,612,Not Covered,,,,
578,573,ERODE,ERODE,TAMIL NADU(State),ERO,10,610,Not Covered,,,,
579,729,KALLAKURICHI,கள்ளக்குறிச்சி,TAMIL NADU(State),,,000,Not Covered,,,,
580,574,KANCHIPURAM,KANCHIPURAM,TAMIL NADU(State),KCP,03,604,Not Covered,,,,
581,575,KANNIYAKUMARI,KANNIYAKUMARI,TAMIL NADU(State),KNY,30,629,Not Covered,,,,
582,576,KARUR,KARUR,TAMIL NADU(State),KRR,14,613,Not Covered,,,,
583,577,KRISHNAGIRI,KRISHNAGIRI,TAMIL NADU(State),KHN,05,631,Not Covered,,,,
584,578,MADURAI,MADURAI,TAMIL NADU(State),MDR,24,623,Not Covered,,,,
585,735,Mayiladuthurai,,TAMIL NADU(State),,,000,Not Covered,,,,
586,579,NAGAPATTINAM,NAGAPATTINAM,TAMIL NADU(State),NPM,19,618,Not Covered,,,,
587,580,NAMAKKAL,NAMAKKAL,TAMIL NADU(State),NMK,09,609,Not Covered,,,,
588,581,PERAMBALUR,PERAMBALUR,TAMIL NADU(State),PRM,16,615,Not Covered,,,,
589,582,PUDUKKOTTAI,PUDUKKOTTAI,TAMIL NADU(State),PDK,22,621,Not Covered,,,,
590,583,RAMANATHAPURAM,RAMANATHAPURAM,TAMIL NADU(State),RMN,27,626,Not Covered,,,,
591,731,Ranipet,ராணிப்பேட்டை,TAMIL NADU(State),,,000,Not Covered,,,,
592,584,SALEM,SALEM,TAMIL NADU(State),SLM,08,608,Not Covered,,,,
593,585,SIVAGANGA,SIVAGANGA,TAMIL NADU(State),SGG,23,622,Not Covered,,,,
594,733,TENKASI,தென்காசி,TAMIL NADU(State),,,000,Not Covered,,,,
595,586,THANJAVUR,THANJAVUR,TAMIL NADU(State),TJV,21,620,Not Covered,,,,
596,588,THENI,THENI,TAMIL NADU(State),THE,25,624,Not Covered,,,,
597,587,THE NILGIRIS,THE NILGIRIS,TAMIL NADU(State),NIL,11,611,Not Covered,,,,
598,589,THIRUVALLUR,THIRUVALLUR,TAMIL NADU(State),TRV,01,602,Not Covered,,,,
599,590,THIRUVARUR,THIRUVARUR,TAMIL NADU(State),TVV,20,619,Not Covered,,,,
600,591,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,TAMIL NADU(State),TRC,15,614,Not Covered,,,,
601,592,TIRUNELVELI,TIRUNELVELI,TAMIL NADU(State),TRN,29,628,Not Covered,,,,
602,732,Tirupathur,திருப்பத்தூர்,TAMIL NADU(State),,,000,Not Covered,,,,
603,634,TIRUPPUR,TIRUPPUR,TAMIL NADU(State),TRR,,633,Not Covered,,,,
604,593,TIRUVANNAMALAI,TIRUVANNAMALAI,TAMIL NADU(State),TVN,06,606,Not Covered,,,,
605,594,TUTICORIN,TUTICORIN,TAMIL NADU(State),TUT,28,627,Not Covered,,,,
606,595,VELLORE,VELLORE,TAMIL NADU(State),VEL,04,605,Not Covered,,,,
607,596,VILLUPURAM,VILLUPURAM,TAMIL NADU(State),VIL,07,607,Not Covered,,,,
608,597,VIRUDHUNAGAR,VIRUDHUNAGAR,TAMIL NADU(State),VIR,26,625,Not Covered,,,,
609,501,ADILABAD,ఆదిలాబాద్,TELANGANA(State),ADI,01,532,Fully Covered,,,,
610,690,BHADRADRI KOTHAGUDEM,భద్రాద్రి కొత్తగూడెం,TELANGANA(State),BHD,,000,Fully Covered,,,,
611,686,HANUMAKONDA,హనుమకొండ,TELANGANA(State),WRN,,000,Partially Covered,,,,
612,507,HYDERABAD,హైదరాబాద్,TELANGANA(State),HYD,05,536,Not Covered,,,,
613,681,Jagitial,జగిత్యాల,TELANGANA(State),JGI,,000,Not Covered,,,,
614,689,JANGOAN,జనగాం,TELANGANA(State),JNN,,000,Partially Covered,,,,
615,687,JAYASHANKAR BHUPALAPALLY,జయశంకర్ భూపాలపల్లి,TELANGANA(State),JYS,,000,Partially Covered,,,,
616,695,JOGULAMBA GADWAL,జోగులాంబ గద్వాల,TELANGANA(State),JGL,,000,Fully Covered,,,,
617,685,KAMAREDDY,కామారెడ్డి,TELANGANA(State),KMD,,000,Not Covered,,,,
618,508,KARIMNAGAR,కరీంనగర్,TELANGANA(State),KRM,03,534,Not Covered,,,,
619,509,KHAMMAM,ఖమ్మం,TELANGANA(State),KMM,10,541,Fully Covered,,,,
620,699,KUMURAM BHEEM ASIFABAD,కుమురం భీమ్ ఆసిఫాబాద్,TELANGANA(State),KMB,,000,Fully Covered,,,,
621,688,MAHABUBABAD,మహబుబాబాద్,TELANGANA(State),MHD,,000,Fully Covered,,,,
622,512,MAHABUBNAGAR,మహబూబ్ నగర్,TELANGANA(State),MAH,07,538,Partially Covered,,,,
623,684,MANCHERIAL,మంచిర్యాల్,TELANGANA(State),MNC,,000,Fully Covered,,,,
624,513,MEDAK,మెదక్,TELANGANA(State),MDK,04,535,Not Covered,,,,
625,700,MEDCHAL MALKAJGIRI,మేడ్చల్ మల్కాజిగిరి,TELANGANA(State),MDC,,000,Not Covered,,,,
626,720,Mulugu,ములుగు,TELANGANA(State),MLG,,000,Fully Covered,,,,
627,694,NAGARKURNOOL,నాగర్ కర్నూల్,TELANGANA(State),NGK,,000,Fully Covered,,,,
628,514,NALGONDA,నల్గొండ,TELANGANA(State),NLG,08,539,Not Covered,,,,
629,721,Narayanpet,నారాయణ్ పేట్,TELANGANA(State),NRN,,000,Fully Covered,,,,
630,680,Nirmal,నిర్మల్,TELANGANA(State),NRL,,000,Fully Covered,,,,
631,516,NIZAMABAD,నిజామాబాదు,TELANGANA(State),NIZ,02,533,Not Covered,,,,
632,682,PEDDAPALLI,పెద్దపల్లి,TELANGANA(State),PDD,,000,Not Covered,,,,
633,683,RAJANNA SIRCILLA,రాజన్న సిరిసిల్ల,TELANGANA(State),RJC,,000,Not Covered,,,,
634,518,RANGA REDDY,రంగా రెడ్డి,TELANGANA(State),RNG,06,537,Not Covered,,,,
635,691,SANGAREDDY,సంగారెడ్డి,TELANGANA(State),SND,,000,Not Covered,,,,
636,692,SIDDIPET,సిద్దిపేట,TELANGANA(State),SDD,,000,Partially Covered,,,,
637,696,SURYAPET,సూర్యాపేట,TELANGANA(State),SRY,,000,Not Covered,,,,
638,698,VIKARABAD,వికారాబాద్,TELANGANA(State),VKR,,000,Partially Covered,,,,
639,693,WANAPARTHY,వనపర్తి,TELANGANA(State),WNP,,000,Fully Covered,,,,
640,522,WARANGAL,వరంగల్,TELANGANA(State),WAR,09,540,Fully Covered,,,,
641,697,YADADRI BHUVANAGIRI,యదాద్రి భువనగిరి,TELANGANA(State),YDD,,000,Not Covered,,,,
642,465,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU(State),DNH,01,496,Not Covered,,,,
643,463,DAMAN,DAMAN,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU(State),DMN,02,495,Not Covered,,,,
644,464,DIU,DIU,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU(State),DIU,01,494,Not Covered,,,,
645,269,Dhalai,ধলাই,TRIPURA(State),DHL,03,291,Not Covered,,,,
646,654,Gomati,গোমতি,TRIPURA(State),GOM,,000,Not Covered,,,,
647,652,Khowai,খোয়াই,TRIPURA(State),KHO,,000,Not Covered,,,,
648,270,North Tripura,উত্তর ত্রিপুরা,TRIPURA(State),NTR,04,292,Not Covered,,,,
649,653,Sepahijala,সিপাহিজলা,TRIPURA(State),SEP,,000,Not Covered,,,,
650,271,South Tripura,দক্ষিন ত্রিপুরা,TRIPURA(State),STR,02,290,Not Covered,,,,
651,655,Unakoti,ঊনকোটি,TRIPURA(State),UNK,,000,Not Covered,,,,
652,272,West Tripura,পশ্চিম ত্রিপুরা,TRIPURA(State),WTR,01,289,Not Covered,,,,
653,45,ALMORA,ALMORA,UTTARAKHAND(State),ALM,09,064,Not Covered,,,,
654,46,BAGESHWAR,BAGESHWAR,UTTARAKHAND(State),BGS,08,063,Not Covered,,,,
655,47,CHAMOLI,CHAMOLI,UTTARAKHAND(State),CHL,02,057,Not Covered,,,,
656,48,CHAMPAWAT,CHAMPAWAT,UTTARAKHAND(State),CHP,10,065,Not Covered,,,,
657,49,DEHRADUN,DEHRADUN,UTTARAKHAND(State),DHR,05,060,Not Covered,,,,
658,50,HARIDWAR,HARIDWAR,UTTARAKHAND(State),HRD,13,068,Not Covered,,,,
659,51,NAINITAL,NAINITAL,UTTARAKHAND(State),NNT,11,066,Not Covered,,,,
660,52,PAURI GARHWAL,PAURI GARHWAL,UTTARAKHAND(State),PGR,06,061,Not Covered,,,,
661,53,PITHORAGARH,PITHORAGARH,UTTARAKHAND(State),PTH,07,062,Not Covered,,,,
662,54,RUDRA PRAYAG,RUDRA PRAYAG,UTTARAKHAND(State),RPY,03,058,Not Covered,,,,
663,55,TEHRI GARHWAL,TEHRI GARHWAL,UTTARAKHAND(State),TGR,04,059,Not Covered,,,,
664,56,UDAM SINGH NAGAR,UDAM SINGH NAGAR,UTTARAKHAND(State),USN,12,067,Not Covered,,,,
665,57,UTTAR KASHI,UTTAR KASHI,UTTARAKHAND(State),UKS,01,056,Not Covered,,,,
666,118,AGRA,AGRA,UTTAR PRADESH(State),AGR,15,146,Not Covered,,,,
667,119,ALIGARH,ALIGARH,UTTAR PRADESH(State),ALG,12,143,Not Covered,,,,
668,121,AMBEDKAR NAGAR,AMBEDKAR NAGAR,UTTAR PRADESH(State),AMN,48,178,Not Covered,,,,
669,640,Amethi,Amethi,UTTAR PRADESH(State),AME,,000,Not Covered,,,,
670,154,AMROHA,AMROHA,UTTAR PRADESH(State),AMR,06,137,Not Covered,,,,
671,122,AURAIYA,AURAIYA,UTTAR PRADESH(State),ARY,32,162,Not Covered,,,,
672,140,AYODHYA,AYODHYA,UTTAR PRADESH(State),FZB,47,177,Not Covered,,,,
673,123,AZAMGARH,AZAMGARH,UTTAR PRADESH(State),AZM,61,191,Not Covered,,,,
674,124,BAGHPAT,BAGHPAT,UTTAR PRADESH(State),BGP,08,139,Not Covered,,,,
675,125,BAHRAICH,BAHRAICH,UTTAR PRADESH(State),BHR,50,180,Not Covered,,,,
676,126,BALLIA,BALLIA,UTTAR PRADESH(State),BAL,63,193,Not Covered,,,,
677,127,BALRAMPUR,BALRAMPUR,UTTAR PRADESH(State),BRP,52,182,Not Covered,,,,
678,128,BANDA,BANDA,UTTAR PRADESH(State),BAN,40,170,Not Covered,,,,
679,129,BARABANKI,BARABANKI,UTTAR PRADESH(State),BRB,46,176,Not Covered,,,,
680,130,BAREILLY,BAREILLY,UTTAR PRADESH(State),BRL,20,150,Not Covered,,,,
681,131,BASTI,BASTI,UTTAR PRADESH(State),BST,55,185,Not Covered,,,,
682,179,BHADOHI,BHADOHI,UTTAR PRADESH(State),SRD,68,198,Not Covered,,,,
683,132,BIJNOR,BIJNOR,UTTAR PRADESH(State),BJN,03,134,Not Covered,,,,
684,133,BUDAUN,BUDAUN,UTTAR PRADESH(State),BDN,19,149,Not Covered,,,,
685,134,BULANDSHAHR,BULANDSHAHR,UTTAR PRADESH(State),BLR,11,142,Not Covered,,,,
686,135,CHANDAULI,CHANDAULI,UTTAR PRADESH(State),CHN,66,196,Not Covered,,,,
687,136,CHITRAKOOT,CHITRAKOOT,UTTAR PRADESH(State),CHK,41,171,Not Covered,,,,
688,137,DEORIA,DEORIA,UTTAR PRADESH(State),DER,60,190,Not Covered,,,,
689,138,ETAH,ETAH,UTTAR PRADESH(State),ETA,17,201,Not Covered,,,,
690,139,ETAWAH,ETAWAH,UTTAR PRADESH(State),ETW,31,161,Not Covered,,,,
691,141,FARRUKHABAD,FARRUKHABAD,UTTAR PRADESH(State),FKB,29,159,Not Covered,,,,
692,142,FATEHPUR,FATEHPUR,UTTAR PRADESH(State),FTP,42,172,Not Covered,,,,
693,143,FIROZABAD,FIROZABAD,UTTAR PRADESH(State),FIR,16,147,Not Covered,,,,
694,144,GAUTAM BUDDHA NAGAR,GAUTAM BUDDHA NAGAR,UTTAR PRADESH(State),GBN,10,141,Not Covered,,,,
695,145,GHAZIABAD,GHAZIABAD,UTTAR PRADESH(State),GZB,09,140,Not Covered,,,,
696,146,GHAZIPUR,GHAZIPUR,UTTAR PRADESH(State),GZP,65,195,Not Covered,,,,
697,147,GONDA,GONDA,UTTAR PRADESH(State),GND,53,183,Not Covered,,,,
698,148,GORAKHPUR,GORAKHPUR,UTTAR PRADESH(State),GKP,58,188,Not Covered,,,,
699,149,HAMIRPUR,HAMIRPUR,UTTAR PRADESH(State),HRP,38,168,Not Covered,,,,
700,661,HAPUR,HAPUR,UTTAR PRADESH(State),HAP,,000,Not Covered,,,,
701,150,HARDOI,HARDOI,UTTAR PRADESH(State),HAR,25,155,Not Covered,,,,
702,163,HATHRAS,HATHRAS,UTTAR PRADESH(State),HTR,13,144,Not Covered,,,,
703,151,JALAUN,JALAUN,UTTAR PRADESH(State),JLU,35,165,Not Covered,,,,
704,152,JAUNPUR,JAUNPUR,UTTAR PRADESH(State),JNP,64,194,Not Covered,,,,
705,153,JHANSI,JHANSI,UTTAR PRADESH(State),JHS,36,166,Not Covered,,,,
706,155,KANNAUJ,KANNAUJ,UTTAR PRADESH(State),KNJ,30,160,Not Covered,,,,
707,156,KANPUR DEHAT,KANPUR DEHAT,UTTAR PRADESH(State),KPD,33,163,Not Covered,,,,
708,157,KANPUR NAGAR,KANPUR NAGAR,UTTAR PRADESH(State),KPN,34,164,Not Covered,,,,
709,633,Kasganj,Kasganj,UTTAR PRADESH(State),KAS,,202,Not Covered,,,,
710,158,KAUSHAMBI,KAUSHAMBI,UTTAR PRADESH(State),KSB,44,174,Not Covered,,,,
711,159,KHERI,KHERI,UTTAR PRADESH(State),KHR,23,153,Not Covered,,,,
712,160,KUSHI NAGAR,KUSHI NAGAR,UTTAR PRADESH(State),KSN,59,189,Not Covered,,,,
713,161,LALITPUR,LALITPUR,UTTAR PRADESH(State),LLP,37,167,Not Covered,,,,
714,162,LUCKNOW,LUCKNOW,UTTAR PRADESH(State),LCK,27,157,Not Covered,,,,
715,164,MAHARAJGANJ,MAHARAJGANJ,UTTAR PRADESH(State),MRG,57,187,Not Covered,,,,
716,165,MAHOBA,MAHOBA,UTTAR PRADESH(State),MHB,39,169,Not Covered,,,,
717,166,MAINPURI,MAINPURI,UTTAR PRADESH(State),MPR,18,148,Not Covered,,,,
718,167,MATHURA,MATHURA,UTTAR PRADESH(State),MTH,14,145,Not Covered,,,,
719,168,MAU,MAU,UTTAR PRADESH(State),MAU,62,192,Not Covered,,,,
720,169,MEERUT,MEERUT,UTTAR PRADESH(State),MRT,07,138,Not Covered,,,,
721,170,MIRZAPUR,मिर्ज़ापुर,UTTAR PRADESH(State),MZP,69,199,Not Covered,,,,
722,171,MORADABAD,MORADABAD,UTTAR PRADESH(State),MRB,04,135,Not Covered,,,,
723,172,MUZAFFARNAGAR,MUZAFFARNAGAR,UTTAR PRADESH(State),MZN,02,133,Not Covered,,,,
724,173,PILIBHIT,PILIBHIT,UTTAR PRADESH(State),PLB,21,151,Not Covered,,,,
725,174,PRATAPGARH,PRATAPGARH,UTTAR PRADESH(State),PRG,43,173,Not Covered,,,,
726,120,PRAYAGRAJ,PRAYAGRAJ,UTTAR PRADESH(State),ALB,45,175,Not Covered,,,,
727,175,RAE BARELI,RAE BARELI,UTTAR PRADESH(State),RBL,28,158,Not Covered,,,,
728,176,RAMPUR,RAMPUR,UTTAR PRADESH(State),RMP,05,136,Not Covered,,,,
729,177,SAHARANPUR,SAHARANPUR,UTTAR PRADESH(State),SHR,01,132,Not Covered,,,,
730,659,SAMBHAL,SAMBHAL,UTTAR PRADESH(State),SBL,,000,Not Covered,,,,
731,178,SANT KABEER NAGAR,SANT KABEER NAGAR,UTTAR PRADESH(State),SKN,56,186,Not Covered,,,,
732,180,SHAHJAHANPUR,SHAHJAHANPUR,UTTAR PRADESH(State),SJN,22,152,Not Covered,,,,
733,660,SHAMLI,SHAMLI,UTTAR PRADESH(State),SML,,000,Not Covered,,,,
734,181,SHRAVASTI,SHRAVASTI,UTTAR PRADESH(State),SHV,51,181,Not Covered,,,,
735,182,SIDDHARTH NAGAR,SIDDHARTH NAGAR,UTTAR PRADESH(State),SDN,54,184,Not Covered,,,,
736,183,SITAPUR,SITAPUR,UTTAR PRADESH(State),STP,24,154,Not Covered,,,,
737,184,SONBHADRA,SONBHADRA,UTTAR PRADESH(State),SBD,70,200,Not Covered,,,,
738,185,SULTANPUR,SULTANPUR,UTTAR PRADESH(State),SLP,49,179,Not Covered,,,,
739,186,UNNAO,UNNAO,UTTAR PRADESH(State),UNO,26,156,Not Covered,,,,
740,187,VARANASI,VARANASI,UTTAR PRADESH(State),VRN,67,197,Not Covered,,,,
741,303,24 PARAGANAS NORTH,24 PARAGANAS NORTH,WEST BENGAL(State),S24,11,337,Not Covered,,,,
742,304,24 PARAGANAS SOUTH,24 PARAGANAS SOUTH,WEST BENGAL(State),N24,18,343,Not Covered,,,,
743,664,Alipurduar,,WEST BENGAL(State),APD,,000,Not Covered,,,,
744,305,BANKURA,BANKURA,WEST BENGAL(State),BNR,13,339,Not Covered,,,,
745,307,BIRBHUM,BIRBHUM,WEST BENGAL(State),BIR,08,334,Not Covered,,,,
746,308,COOCHBEHAR,COOCHBEHAR,WEST BENGAL(State),CBH,03,329,Not Covered,,,,
747,309,DARJEELING,DARJEELING,WEST BENGAL(State),DRJ,01,327,Not Covered,,,,
748,310,DINAJPUR DAKSHIN,DINAJPUR DAKSHIN,WEST BENGAL(State),DPD,05,331,Not Covered,,,,
749,311,DINAJPUR UTTAR,DINAJPUR UTTAR,WEST BENGAL(State),DPU,04,330,Not Covered,,,,
750,312,HOOGHLY,HOOGHLY,WEST BENGAL(State),HOO,12,338,Not Covered,,,,
751,313,HOWRAH,HOWRAH,WEST BENGAL(State),HWR,16,341,Not Covered,,,,
752,314,JALPAIGURI,JALPAIGURI,WEST BENGAL(State),JLP,02,328,Not Covered,,,,
753,703,Jhargram,Jhargram,WEST BENGAL(State),GRM,,000,Not Covered,,,,
754,702,KALIMPONG,KALIMPONG,WEST BENGAL(State),MPN,,000,Not Covered,,,,
755,315,KOLKATA,KOLKATA,WEST BENGAL(State),KLK,17,342,Not Covered,,,,
756,316,MALDAH,MALDAH,WEST BENGAL(State),MLD,06,332,Not Covered,,,,
757,317,MEDINIPUR EAST,MEDINIPUR EAST,WEST BENGAL(State),MPE,15,345,Not Covered,,,,
758,318,MEDINIPUR WEST,MEDINIPUR WEST,WEST BENGAL(State),MPW,15,344,Not Covered,,,,
759,319,MURSHIDABAD,MURSHIDABAD,WEST BENGAL(State),MRS,07,333,Not Covered,,,,
760,320,NADIA,NADIA,WEST BENGAL(State),NAD,10,336,Not Covered,,,,
761,704,PASCHIM BARDHAMAN,PASCHIM BARDHAMAN,WEST BENGAL(State),MBR,,000,Not Covered,,,,
762,306,PURBA BARDHAMAN,PURBA BARDHAMAN,WEST BENGAL(State),BRD,09,335,Not Covered,,,,
763,321,PURULIA,PURULIA,WEST BENGAL(State),PRL,14,340,Not Covered,,,,
