Detail Data For Electricity Generation by Source Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2017,2.264,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2017,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2017,0.000,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2018,9800.670,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2018,5136.890,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,324.370,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2018,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2018,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2018,4.110,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2018,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2018,0.000,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2019,11497.220,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2019,5044.360,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,312.196,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2019,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2019,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2019,3.322,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2019,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2019,0.000,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2020,12772.920,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2020,5321.200,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2020,270.280,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,443.126,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2020,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2020,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2020,5.698,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2020,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2020,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2006,8.920,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2006,779.450,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2006,6205.370,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2006,7.290,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2006,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2006,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2006,0.000,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2007,6327.390,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2007,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2007,978.830,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2007,2.030,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2007,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2007,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2007,0.000,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2008,8036.330,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2008,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2008,883.260,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2008,3.630,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2008,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,217.751,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2008,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2008,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2009,0.280,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2009,1633.790,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2009,8237.200,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2009,3.350,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2009,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,217.751,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2009,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2009,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2009,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2009,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2010,12.540,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2010,3431.440,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2010,7990.920,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2010,6.640,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2010,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,251.827,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2010,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2010,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2010,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2010,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2011,14.130,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2011,3552.200,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2011,8865.850,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2011,3.560,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2011,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,251.827,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2011,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2011,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2012,5.410,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2012,3595.070,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2012,8684.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,254.163,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2012,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2012,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2012,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2013,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2013,3700.000,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2013,8785.810,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2013,3.480,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2013,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,254.163,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2013,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2013,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2014,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2014,3531.190,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2014,8895.600,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2014,3.420,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2014,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,287.265,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2014,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2015,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2015,3844.100,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2015,10640.920,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2015,3.510,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2015,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,304.790,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2015,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,NATURAL GAS,NON-RENEWABLE,2016,0.000,0.000
UTILITY,JAMMU & KASHMIR,STATE,HYDRO,NON-RENEWABLE,2016,3980.300,0.000
UTILITY,JAMMU & KASHMIR,CENTRAL,HYDRO,NON-RENEWABLE,2016,11155.850,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,HYDRO,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,COAL,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,DIESEL,NON-RENEWABLE,2016,3.510,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2016,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,304.790,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2016,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WASTE,RENEWABLE,2016,0.000,0.000
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2016,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,SOLAR,RENEWABLE,2016,0.000,0.000
CAPTIVE,JAMMU & KASHMIR,CAPTIVE,WIND,RENEWABLE,2016,0.000,0.000
UTILITY,KERALA,CENTRAL,NAPHTHA,NON-RENEWABLE,2017,15.400,0.000
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2017,47.720,0.000
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2017,4067.490,0.000
UTILITY,KERALA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,1.230,0.000
UTILITY,KERALA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,462.385,0.000
UTILITY,KERALA,UTILITY-RE,SOLAR,RENEWABLE,2017,26.520,0.000
UTILITY,KERALA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0.000,0.000
UTILITY,KERALA,UTILITY-RE,WIND,RENEWABLE,2017,72.590,0.000
CAPTIVE,KERALA,CAPTIVE,HYDRO,NON-RENEWABLE,2017,39.580,0.000
CAPTIVE,KERALA,CAPTIVE,COAL,NON-RENEWABLE,2017,470.720,0.000
CAPTIVE,KERALA,CAPTIVE,DIESEL,NON-RENEWABLE,2017,8.106,0.000
CAPTIVE,KERALA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2017,345.460,0.000
CAPTIVE,KERALA,CAPTIVE,SOLAR,RENEWABLE,2017,23.467,0.000
CAPTIVE,KERALA,CAPTIVE,WIND,RENEWABLE,2017,0.000,0.000
UTILITY,KERALA,CENTRAL,NAPHTHA,NON-RENEWABLE,2018,4.190,0.000
UTILITY,KERALA,PRIVATE,NAPHTHA,NON-RENEWABLE,2018,42.650,0.000
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2018,1.920,0.000
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2018,5199.260,0.000
UTILITY,KERALA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0.000,0.000
UTILITY,KERALA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,620.520,0.000
UTILITY,KERALA,UTILITY-RE,SOLAR,RENEWABLE,2018,55.350,0.000
UTILITY,KERALA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.000,0.000
UTILITY,KERALA,UTILITY-RE,WIND,RENEWABLE,2018,98.460,0.000
CAPTIVE,KERALA,CAPTIVE,HYDRO,NON-RENEWABLE,2018,39.580,0.000
CAPTIVE,KERALA,CAPTIVE,COAL,NON-RENEWABLE,2018,507.259,0.000
CAPTIVE,KERALA,CAPTIVE,DIESEL,NON-RENEWABLE,2018,4.504,0.000
CAPTIVE,KERALA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,343.901,0.000
CAPTIVE,KERALA,CAPTIVE,SOLAR,RENEWABLE,2018,36.101,0.000
CAPTIVE,KERALA,CAPTIVE,WIND,RENEWABLE,2018,0.000,0.000
UTILITY,KERALA,CENTRAL,NAPHTHA,NON-RENEWABLE,2019,0.810,0.000
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2019,4.070,0.000
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2019,7320.210,0.000
UTILITY,KERALA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0.000,0.000
UTILITY,KERALA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,551.547,0.000
UTILITY,KERALA,UTILITY-RE,SOLAR,RENEWABLE,2019,110.842,0.000
UTILITY,KERALA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.000,0.000
UTILITY,KERALA,UTILITY-RE,WIND,RENEWABLE,2019,107.936,0.000
CAPTIVE,KERALA,CAPTIVE,HYDRO,NON-RENEWABLE,2019,118.250,0.000
CAPTIVE,KERALA,CAPTIVE,COAL,NON-RENEWABLE,2019,497.618,0.000
CAPTIVE,KERALA,CAPTIVE,DIESEL,NON-RENEWABLE,2019,22.223,0.000
CAPTIVE,KERALA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,328.812,0.000
CAPTIVE,KERALA,CAPTIVE,SOLAR,RENEWABLE,2019,36.001,0.000
CAPTIVE,KERALA,CAPTIVE,WIND,RENEWABLE,2019,0.000,0.000
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2020,12.040,0.000
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2020,5454.040,0.000
UTILITY,KERALA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,11.034,0.000
UTILITY,KERALA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,530.366,0.000
UTILITY,KERALA,UTILITY-RE,SOLAR,RENEWABLE,2020,143.592,0.000
UTILITY,KERALA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.000,0.000
UTILITY,KERALA,UTILITY-RE,WIND,RENEWABLE,2020,119.758,0.000
CAPTIVE,KERALA,CAPTIVE,HYDRO,NON-RENEWABLE,2020,118.250,0.000
CAPTIVE,KERALA,CAPTIVE,COAL,NON-RENEWABLE,2020,495.469,0.000
CAPTIVE,KERALA,CAPTIVE,DIESEL,NON-RENEWABLE,2020,38.008,0.000
CAPTIVE,KERALA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,911.356,0.000
CAPTIVE,KERALA,CAPTIVE,SOLAR,RENEWABLE,2020,2.687,0.000
CAPTIVE,KERALA,CAPTIVE,WIND,RENEWABLE,2020,0.000,0.000
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2006,149.050,0.000
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2006,7449.310,0.000
UTILITY,KERALA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2006,37.150,0.000
UTILITY,KERALA,PRIVATE,DIESEL,NON-RENEWABLE,2006,7.910,0.000
UTILITY,KERALA,PRIVATE,HYDRO,NON-RENEWABLE,2006,89.240,0.000
UTILITY,KERALA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2006,358.500,0.000
CAPTIVE,KERALA,CAPTIVE,DIESEL,NON-RENEWABLE,2006,20.870,0.000
CAPTIVE,KERALA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,143.470,0.000
CAPTIVE,KERALA,CAPTIVE,HYDRO,NON-RENEWABLE,2006,49.630,0.000
CAPTIVE,KERALA,CAPTIVE,COAL,NON-RENEWABLE,2006,255.030,0.000
CAPTIVE,KERALA,CAPTIVE,WIND,RENEWABLE,2006,0.000,0.000
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2007,246.950,0.000
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2007,7502.240,0.000
UTILITY,KERALA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2007,182.750,0.000
UTILITY,KERALA,PRIVATE,DIESEL,NON-RENEWABLE,2007,24.290,0.000
UTILITY,KERALA,PRIVATE,HYDRO,NON-RENEWABLE,2007,90.540,0.000
UTILITY,KERALA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2007,1137.500,0.000
CAPTIVE,KERALA,CAPTIVE,DIESEL,NON-RENEWABLE,2007,18.150,0.000
CAPTIVE,KERALA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2007,134.180,0.000
CAPTIVE,KERALA,CAPTIVE,HYDRO,NON-RENEWABLE,2007,46.400,0.000
CAPTIVE,KERALA,CAPTIVE,COAL,NON-RENEWABLE,2007,274.070,0.000
