Detail Data For Electricity Generation by Source Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,9.470,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2018,19.470,0.000
UTILITY,JHARKHAND,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2018,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2018,5516.318,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2018,6.964,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,233.650,0.000
CAPTIVE,JHARKHAND,CAPTIVE,SOLAR,RENEWABLE,2018,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,WIND,RENEWABLE,2018,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2019,13448.530,60.070
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2019,79.790,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2019,11663.070,72.250
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2019,1689.050,45.910
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2019,101.190,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,1.763,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2019,19.146,0.000
UTILITY,JHARKHAND,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2019,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2019,6086.321,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2019,8.215,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,423.710,0.000
CAPTIVE,JHARKHAND,CAPTIVE,SOLAR,RENEWABLE,2019,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,WIND,RENEWABLE,2019,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2020,12669.450,61.640
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2020,114.840,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2020,10982.010,68.320
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2020,2420.620,65.610
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2020,36.120,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,5.429,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2020,17.469,0.000
UTILITY,JHARKHAND,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2020,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2020,7590.737,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2020,9.475,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,389.150,0.000
CAPTIVE,JHARKHAND,CAPTIVE,SOLAR,RENEWABLE,2020,1.037,0.000
CAPTIVE,JHARKHAND,CAPTIVE,WIND,RENEWABLE,2020,0.000,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2006,2373.820,0.000
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2006,50.770,0.000
UTILITY,JHARKHAND,PRIVATE,NATURAL GAS,NON-RENEWABLE,2006,1890.450,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2006,4699.950,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2006,174.760,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2006,242.650,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2006,2355.920,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2007,357.310,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2007,5449.380,44.120
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2007,357.310,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2007,3328.610,30.160
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2007,208.470,0.000
UTILITY,JHARKHAND,PRIVATE,NATURAL GAS,NON-RENEWABLE,2007,2002.830,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2007,243.060,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2007,4202.650,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2008,451.300,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2008,451.300,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2008,2493.830,22.530
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2008,210.830,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2008,2129.180,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2008,6317.770,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2008,0.970,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2008,4197.410,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2008,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2008,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2009,5954.440,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2009,432.120,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2009,3235.580,29.310
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2009,237.630,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2009,2185.290,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2009,0.790,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2009,4200.910,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2009,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2009,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2009,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2010,5829.050,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2010,198.130,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2010,3181.480,29.790
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2010,115.680,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2010,2376.210,75.350
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2010,12.610,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2010,6.020,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2010,5501.380,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2010,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2010,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2010,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2011,6226.960,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2011,115.000,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2011,3129.780,30.020
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2011,3.460,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2011,2548.670,80.820
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2011,12.730,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2011,6.020,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2011,5148.380,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2011,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2011,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2012,7347.620,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2012,296.120,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2012,2710.940,25.930
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2012,270.050,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2012,3676.300,62.090
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2012,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2012,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2012,4.885,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2013,8695.960,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2013,199.330,0.000
UTILITY,JHARKHAND,CENTRAL,NATURAL GAS,NON-RENEWABLE,2013,0.000,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2013,3660.590,35.120
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2013,141.980,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2013,7717.500,65.890
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2013,7.500,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2013,129.320,0.000
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2013,6767.100,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2013,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2013,19.541,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2014,8474.720,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2014,225.630,0.000
UTILITY,JHARKHAND,CENTRAL,NATURAL GAS,NON-RENEWABLE,2014,0.000,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2014,2985.150,28.640
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2014,109.530,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2014,11250.500,67.410
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2014,6825.190,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2014,8.070,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2014,129.320,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2014,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2014,19.541,0.000
CAPTIVE,JHARKHAND,CAPTIVE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2015,6611.940,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2015,267.300,0.000
UTILITY,JHARKHAND,CENTRAL,NATURAL GAS,NON-RENEWABLE,2015,0.000,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2015,3153.950,30.260
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2015,33.730,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2015,11434.200,66.940
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2015,6675.740,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2015,7.440,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2015,129.320,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2015,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2015,19.541,0.000
CAPTIVE,JHARKHAND,CAPTIVE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2016,6938.950,0.000
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2016,176.510,0.000
UTILITY,JHARKHAND,CENTRAL,NATURAL GAS,NON-RENEWABLE,2016,0.000,0.000
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2016,3230.760,30.910
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2016,51.240,0.000
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2016,12651.670,73.860
CAPTIVE,JHARKHAND,CAPTIVE,HYDRO,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,COAL,NON-RENEWABLE,2016,6651.850,0.000
CAPTIVE,JHARKHAND,CAPTIVE,DIESEL,NON-RENEWABLE,2016,10.220,0.000
CAPTIVE,JHARKHAND,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2016,199.170,0.000
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2016,19.773,0.000
UTILITY,JHARKHAND,UTILITY-RE,WASTE,RENEWABLE,2016,0.000,0.000
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2016,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,SOLAR,RENEWABLE,2016,0.000,0.000
CAPTIVE,JHARKHAND,CAPTIVE,WIND,RENEWABLE,2016,0.000,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2017,24383.430,71.620
UTILITY,BIHAR,STATE,COAL,NON-RENEWABLE,2017,131.420,7.140
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,161.383,0.000
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,21.965,0.000
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2017,109.180,0.000
UTILITY,BIHAR,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2017,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2017,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2017,155.200,0.000
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2017,1.275,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2017,206.960,0.000
CAPTIVE,BIHAR,CAPTIVE,SOLAR,RENEWABLE,2017,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,WIND,RENEWABLE,2017,0.000,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2018,28400.550,70.040
UTILITY,BIHAR,STATE,COAL,NON-RENEWABLE,2018,39.480,2.140
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,155.770,0.000
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,7.950,0.000
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2018,145.340,0.000
UTILITY,BIHAR,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2018,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2018,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2018,155.200,0.000
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2018,1.275,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,206.960,0.000
CAPTIVE,BIHAR,CAPTIVE,SOLAR,RENEWABLE,2018,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,WIND,RENEWABLE,2018,0.000,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2019,32170.520,73.420
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,268.229,0.000
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,27.743,0.000
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2019,179.890,0.000
UTILITY,BIHAR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2019,12.280,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2019,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2019,155.200,0.000
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2019,1.405,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,206.960,0.000
CAPTIVE,BIHAR,CAPTIVE,SOLAR,RENEWABLE,2019,1.220,0.000
CAPTIVE,BIHAR,CAPTIVE,WIND,RENEWABLE,2019,0.000,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2020,35360.760,65.840
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,179.537,0.000
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,18.977,0.000
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2020,160.165,0.000
UTILITY,BIHAR,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2020,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2020,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2020,327.790,0.000
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2020,1.188,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,298.860,0.000
CAPTIVE,BIHAR,CAPTIVE,SOLAR,RENEWABLE,2020,0.990,0.000
CAPTIVE,BIHAR,CAPTIVE,WIND,RENEWABLE,2020,0.000,0.000
UTILITY,BIHAR,STATE,COAL,NON-RENEWABLE,2006,120.860,0.000
UTILITY,BIHAR,STATE,HYDRO,NON-RENEWABLE,2006,75.000,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2006,6572.300,0.000
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2006,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2006,0.000,0.000
UTILITY,BIHAR,STATE,COAL,NON-RENEWABLE,2007,37.250,0.790
UTILITY,BIHAR,STATE,HYDRO,NON-RENEWABLE,2007,67.210,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2007,6579.400,89.410
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2007,0.860,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2007,0.000,0.000
UTILITY,BIHAR,STATE,COAL,NON-RENEWABLE,2008,143.960,3.030
UTILITY,BIHAR,STATE,HYDRO,NON-RENEWABLE,2008,57.830,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2008,6832.640,71.360
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2008,0.870,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,HYDRO,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,BIHAR,CAPTIVE,COAL,NON-RENEWABLE,2008,188.000,0.000
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,34.711,0.000
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,WASTE,RENEWABLE,2008,0.000,0.000
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2008,0.000,0.000
UTILITY,BIHAR,STATE,COAL,NON-RENEWABLE,2009,102.940,3.670
UTILITY,BIHAR,STATE,HYDRO,NON-RENEWABLE,2009,51.130,0.000
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2009,9638.770,60.810
CAPTIVE,BIHAR,CAPTIVE,DIESEL,NON-RENEWABLE,2009,0.600,0.000
CAPTIVE,BIHAR,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2009,0.000,0.000
