Detail Data For Electricity Consumption by Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_GWh
NER,ASSAM,COMMERCIAL,COMMERCIAL,2012,621.900
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2012,1487.800
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,2478.540
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,76.450
NER,ASSAM,MISCELLANEOUS,OTHER,2012,465.540
NER,ASSAM,PUBLIC LIGHTING,OTHER,2012,9.610
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,57.970
NER,ASSAM,AGRICULTURE,AGRICULTURE,2013,35.000
NER,ASSAM,COMMERCIAL,COMMERCIAL,2013,642.000
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2013,1619.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,2413.850
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,74.000
NER,ASSAM,MISCELLANEOUS,OTHER,2013,465.000
NER,ASSAM,PUBLIC LIGHTING,OTHER,2013,12.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,63.000
NER,ASSAM,AGRICULTURE,AGRICULTURE,2014,36.000
NER,ASSAM,COMMERCIAL,COMMERCIAL,2014,746.000
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2014,1941.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,2563.240
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,81.000
NER,ASSAM,MISCELLANEOUS,OTHER,2014,534.000
NER,ASSAM,PUBLIC LIGHTING,OTHER,2014,13.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,72.000
NER,ASSAM,AGRICULTURE,AGRICULTURE,2015,39.000
NER,ASSAM,COMMERCIAL,COMMERCIAL,2015,760.000
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2015,2553.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,2623.800
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,82.000
NER,ASSAM,MISCELLANEOUS,OTHER,2015,556.000
NER,ASSAM,PUBLIC LIGHTING,OTHER,2015,14.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,75.000
NER,ASSAM,AGRICULTURE,AGRICULTURE,2016,34.000
NER,ASSAM,COMMERCIAL,COMMERCIAL,2016,902.000
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2016,3116.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,2430.650
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,87.000
NER,ASSAM,MISCELLANEOUS,OTHER,2016,581.000
NER,ASSAM,PUBLIC LIGHTING,OTHER,2016,17.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,66.000
NER,ASSAM,AGRICULTURE,AGRICULTURE,2017,36.000
NER,ASSAM,COMMERCIAL,COMMERCIAL,2017,1011.000
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2017,3425.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,2159.990
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,96.000
NER,ASSAM,MISCELLANEOUS,OTHER,2017,594.000
NER,ASSAM,PUBLIC LIGHTING,OTHER,2017,17.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,87.000
NER,ASSAM,AGRICULTURE,AGRICULTURE,2018,34.720
NER,ASSAM,COMMERCIAL,COMMERCIAL,2018,1035.360
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2018,3804.230
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,2420.850
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,96.190
NER,ASSAM,MISCELLANEOUS,OTHER,2018,633.760
NER,ASSAM,PUBLIC LIGHTING,OTHER,2018,12.720
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,70.960
NER,ASSAM,AGRICULTURE,AGRICULTURE,2019,46.710
NER,ASSAM,COMMERCIAL,COMMERCIAL,2019,1096.950
NER,ASSAM,RESIDENTIAL,RESIDENTIAL,2019,3677.500
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,2919.090
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,112.230
NER,ASSAM,MISCELLANEOUS,OTHER,2019,702.980
NER,ASSAM,PUBLIC LIGHTING,OTHER,2019,15.970
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,86.160
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2006,15.260
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2006,68.160
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,18.420
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2006,45.530
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2006,7.340
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,6.750
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2007,17.500
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2007,48.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,12.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2007,47.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2007,7.150
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,6.850
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2008,9.540
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2008,47.750
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,55.100
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,22.020
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2008,25.880
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2008,5.570
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,3.650
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2009,29.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2009,97.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,71.470
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,45.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2009,17.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,12.000
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2010,27.350
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2010,115.410
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,47.630
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,30.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2010,72.260
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2010,12.080
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,6.270
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2011,29.290
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2011,118.520
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,65.080
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,41.010
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2011,84.620
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2011,14.140
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,7.340
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2012,35.478
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2012,143.557
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,78.828
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,49.673
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2012,102.496
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2012,17.127
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,8.891
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2013,42.160
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2013,137.650
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,156.600
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,33.970
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2013,81.640
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2013,10.940
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,7.970
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2014,0.060
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2014,43.010
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2014,140.440
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,159.770
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,34.660
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2014,83.290
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2014,11.160
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,8.130
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2015,0.070
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2015,48.570
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2015,158.590
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,180.430
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,39.140
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2015,94.060
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2015,12.600
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,9.180
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2016,38.340
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2016,164.130
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,88.700
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2016,71.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2016,13.000
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2017,0.040
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2017,44.470
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2017,147.960
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,101.980
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,4.350
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2017,61.090
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2017,10.940
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2018,0.040
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2018,53.550
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2018,171.540
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,126.340
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,4.750
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2018,66.690
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2018,11.940
NER,ARUNACHAL PRADESH,TRACTION,TRANSPORT,2018,2.120
NER,ARUNACHAL PRADESH,AGRICULTURE,AGRICULTURE,2019,0.030
NER,ARUNACHAL PRADESH,COMMERCIAL,COMMERCIAL,2019,51.020
NER,ARUNACHAL PRADESH,RESIDENTIAL,RESIDENTIAL,2019,185.720
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,116.500
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,4.380
NER,ARUNACHAL PRADESH,MISCELLANEOUS,OTHER,2019,78.780
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,OTHER,2019,10.120
NER,ARUNACHAL PRADESH,TRACTION,TRANSPORT,2019,0.000
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2006,0.320
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2006,35.660
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2006,163.390
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,396.610
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,4.130
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2006,104.930
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2006,1.600
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,23.080
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2007,0.420
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2007,40.090
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2007,199.570
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,456.630
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,20.290
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2007,111.980
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2007,6.480
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,25.580
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2008,0.610
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2008,39.150
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2008,211.650
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,587.410
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,4.980
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2008,107.730
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2008,1.500
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,24.960
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2009,0.500
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2009,43.090
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2009,226.690
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,608.320
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,4.960
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2009,115.460
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2009,1.490
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,29.730
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2010,0.630
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2010,52.240
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2010,264.160
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,520.430
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,5.640
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2010,79.680
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2010,1.490
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,31.580
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2011,0.360
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2011,63.290
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2011,301.490
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,590.780
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,6.500
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2011,84.780
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2011,1.330
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,33.770
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2012,0.410
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2012,75.550
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2012,344.720
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,606.420
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,6.850
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2012,95.190
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2012,1.100
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,37.980
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2013,0.480
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2013,88.460
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2013,403.630
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,738.540
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,8.020
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2013,111.460
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2013,1.290
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,44.470
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2014,0.200
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2014,108.540
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2014,438.760
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,817.280
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,7.020
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2014,173.680
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2014,1.600
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,45.800
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2015,0.100
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2015,84.970
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2015,385.010
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,554.250
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,5.260
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2015,314.350
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2015,1.270
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,40.940
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2016,91.840
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2016,423.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,774.660
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,5.570
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2016,116.960
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2016,1.180
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,36.530
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2017,0.100
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2017,87.150
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2017,396.450
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,588.410
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,5.060
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2017,133.290
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2017,0.450
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,34.590
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2018,0.120
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2018,95.370
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2018,455.170
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,602.020
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,5.320
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2018,90.730
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2018,0.430
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,36.050
NER,MEGHALAYA,AGRICULTURE,AGRICULTURE,2019,0.130
NER,MEGHALAYA,COMMERCIAL,COMMERCIAL,2019,93.300
NER,MEGHALAYA,RESIDENTIAL,RESIDENTIAL,2019,442.660
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,568.830
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,9.440
NER,MEGHALAYA,MISCELLANEOUS,OTHER,2019,94.600
NER,MEGHALAYA,PUBLIC LIGHTING,OTHER,2019,0.200
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,40.810
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2006,14.460
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2006,86.920
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,12.300
NER,NAGALAND,MISCELLANEOUS,OTHER,2006,26.020
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2006,3.630
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,1.470
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2007,13.600
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2007,97.090
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,13.290
NER,NAGALAND,MISCELLANEOUS,OTHER,2007,26.420
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2007,4.570
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,1.520
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2008,9.770
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2008,127.020
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,13.090
NER,NAGALAND,MISCELLANEOUS,OTHER,2008,26.730
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2008,4.420
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,1.700
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2009,0.040
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2009,8.950
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2009,145.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,13.900
NER,NAGALAND,MISCELLANEOUS,OTHER,2009,18.200
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2009,4.860
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,2.020
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2010,4.850
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2010,208.190
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,1.710
NER,NAGALAND,MISCELLANEOUS,OTHER,2010,5.700
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2010,0.690
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,3.860
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2011,33.180
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2011,185.990
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,13.960
NER,NAGALAND,MISCELLANEOUS,OTHER,2011,52.150
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2011,2.130
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,1.450
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2012,0.040
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2012,37.510
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2012,202.360
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,16.090
NER,NAGALAND,MISCELLANEOUS,OTHER,2012,51.420
NER,NAGALAND,PUBLIC LIGHTING,OTHER,2012,7.840
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,2.230
NER,NAGALAND,AGRICULTURE,AGRICULTURE,2013,0.040
NER,NAGALAND,COMMERCIAL,COMMERCIAL,2013,34.650
NER,NAGALAND,RESIDENTIAL,RESIDENTIAL,2013,220.500
