Detail Data For Electricity Consumption by Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_GWh
SR,KERALA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,0.160
SR,KERALA,TRACTION,TRANSPORT,2019,321.070
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2006,88.730
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2006,107.380
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2006,324.210
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,1334.310
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,114.340
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2006,17.500
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,24.500
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2007,101.050
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2007,129.560
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2007,357.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,1412.820
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,126.180
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2007,15.650
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,26.110
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2008,81.630
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2008,132.000
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2008,393.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,1442.330
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,133.240
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2008,16.170
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,26.210
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2009,73.480
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2009,118.810
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2009,353.740
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,1343.870
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,119.930
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2009,14.550
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,23.590
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2010,73.800
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2010,132.620
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2010,454.390
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,1216.540
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,132.780
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2010,32.460
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2010,14.970
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,30.400
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2011,74.170
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2011,133.290
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2011,456.690
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,1218.190
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,133.450
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2011,32.620
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2011,15.050
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,30.550
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2012,56.560
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2012,165.660
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2012,546.540
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,1456.380
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,207.500
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2012,21.940
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2012,15.170
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,20.550
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2013,56.750
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2013,192.990
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2013,589.810
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,1511.710
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,197.550
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2013,12.110
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2013,15.840
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,39.860
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2014,57.000
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2014,185.170
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2014,607.390
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,1356.510
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,160.430
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2014,195.660
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2014,17.160
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,55.710
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2015,67.000
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2015,180.100
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2015,635.580
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,1366.380
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,141.200
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2015,81.650
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2015,26.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,56.340
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2016,54.700
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2016,186.450
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2016,655.840
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,1360.430
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,197.920
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2016,41.180
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2016,26.310
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,56.340
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2017,59.170
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2017,186.940
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2017,659.730
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,1415.130
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,172.420
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2017,149.100
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2017,26.990
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2018,57.280
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2018,206.340
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2018,713.280
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,1441.570
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,177.220
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2018,35.690
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2018,27.520
SR,PUDUCHERRY,AGRICULTURE,AGRICULTURE,2019,59.970
SR,PUDUCHERRY,COMMERCIAL,COMMERCIAL,2019,212.850
SR,PUDUCHERRY,RESIDENTIAL,RESIDENTIAL,2019,723.630
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,1613.300
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,159.590
SR,PUDUCHERRY,MISCELLANEOUS,OTHER,2019,19.290
SR,PUDUCHERRY,PUBLIC LIGHTING,OTHER,2019,27.580
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2006,5623.820
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2006,1130.950
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2006,3525.690
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,6898.520
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,1581.130
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2006,499.140
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2006,125.230
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,1027.540
NR,RAJASTHAN,TRACTION,TRANSPORT,2006,259.500
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2007,6658.210
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2007,1257.400
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2007,3757.800
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,8553.220
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,954.200
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2007,559.400
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2007,131.730
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,1049.310
NR,RAJASTHAN,TRACTION,TRANSPORT,2007,280.680
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2008,8144.560
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2008,1529.910
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2008,4463.830
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,8132.140
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,4002.860
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2008,501.200
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2008,152.550
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,1162.170
NR,RAJASTHAN,TRACTION,TRANSPORT,2008,296.590
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2009,9790.860
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2009,1631.930
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2009,5014.920
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,9876.550
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,4155.540
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2009,609.050
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2009,195.900
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,1238.340
NR,RAJASTHAN,TRACTION,TRANSPORT,2009,302.270
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2010,12072.590
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2010,1716.930
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2010,5822.570
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,10355.690
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,4290.900
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2010,790.610
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2010,228.180
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,1341.050
NR,RAJASTHAN,TRACTION,TRANSPORT,2010,349.550
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2011,13235.890
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2011,1889.450
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2011,6582.960
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,10206.870
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,4692.680
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2011,962.920
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2011,253.780
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,1382.060
NR,RAJASTHAN,TRACTION,TRANSPORT,2011,329.600
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2012,15351.690
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2012,2228.990
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2012,7262.270
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,15422.880
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,2457.420
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2012,1110.370
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2012,281.030
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,1436.420
NR,RAJASTHAN,TRACTION,TRANSPORT,2012,370.310
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2013,18324.650
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2013,3046.820
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2013,8155.850
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,14374.530
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,2639.050
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2013,614.830
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2013,308.830
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,1479.730
NR,RAJASTHAN,TRACTION,TRANSPORT,2013,404.110
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2014,17262.840
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2014,3352.210
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2014,9446.410
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,14974.580
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,2840.240
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2014,662.270
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2014,372.210
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,1670.940
NR,RAJASTHAN,TRACTION,TRANSPORT,2014,403.580
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2015,19088.870
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2015,3610.080
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2015,9786.330
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,19533.160
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,3020.240
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2015,648.150
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2015,383.080
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,1648.510
NR,RAJASTHAN,TRACTION,TRANSPORT,2015,145.900
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2016,19968.350
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2016,4064.340
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2016,10568.210
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,18572.970
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,3114.940
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2016,525.280
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2016,412.800
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,1803.490
NR,RAJASTHAN,TRACTION,TRANSPORT,2016,152.000
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2017,21361.210
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2017,4273.110
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2017,11496.820
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,18382.560
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,3004.880
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2017,675.390
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2017,330.350
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,1503.000
NR,RAJASTHAN,TRACTION,TRANSPORT,2017,373.590
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2018,22833.450
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2018,4576.580
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2018,11998.330
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,17421.830
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,3054.070
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2018,675.800
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2018,347.650
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,1896.530
NR,RAJASTHAN,TRACTION,TRANSPORT,2018,388.360
NR,RAJASTHAN,AGRICULTURE,AGRICULTURE,2019,23300.350
NR,RAJASTHAN,COMMERCIAL,COMMERCIAL,2019,4863.120
NR,RAJASTHAN,RESIDENTIAL,RESIDENTIAL,2019,12506.430
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,20580.100
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,3149.570
NR,RAJASTHAN,MISCELLANEOUS,OTHER,2019,692.900
NR,RAJASTHAN,PUBLIC LIGHTING,OTHER,2019,353.580
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,1952.340
NR,RAJASTHAN,TRACTION,TRANSPORT,2019,406.950
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2006,9926.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2006,3997.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2006,10257.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,17420.800
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,4958.000
SR,TAMILNADU,MISCELLANEOUS,OTHER,2006,1221.120
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2006,380.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,799.000
SR,TAMILNADU,TRACTION,TRANSPORT,2006,450.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2007,10358.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2007,4454.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2007,12307.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,18991.940
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,5437.000
SR,TAMILNADU,MISCELLANEOUS,OTHER,2007,1369.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2007,410.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,806.000
SR,TAMILNADU,TRACTION,TRANSPORT,2007,460.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2008,10717.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2008,6286.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2008,13006.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,21734.440
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,5472.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2008,443.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,871.000
SR,TAMILNADU,TRACTION,TRANSPORT,2008,516.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2009,10529.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2009,6381.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2009,13502.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,21210.300
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,5518.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2009,456.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,897.000
SR,TAMILNADU,TRACTION,TRANSPORT,2009,518.570
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2010,11951.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2010,7079.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2010,13939.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,22659.950
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,5928.000
SR,TAMILNADU,MISCELLANEOUS,OTHER,2010,78.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2010,352.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,691.000
SR,TAMILNADU,TRACTION,TRANSPORT,2010,564.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2011,12632.870
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2011,6493.970
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2011,16193.870
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,23148.810
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,6039.070
SR,TAMILNADU,MISCELLANEOUS,OTHER,2011,1856.690
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2011,536.710
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,1055.770
SR,TAMILNADU,TRACTION,TRANSPORT,2011,485.020
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2012,10761.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2012,6434.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2012,17332.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,25562.180
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,5928.240
SR,TAMILNADU,MISCELLANEOUS,OTHER,2012,1647.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2012,543.960
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,1070.040
SR,TAMILNADU,TRACTION,TRANSPORT,2012,654.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2013,11248.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2013,6418.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2013,17834.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,22859.570
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,5493.130
SR,TAMILNADU,MISCELLANEOUS,OTHER,2013,1649.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2013,822.680
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,1618.320
SR,TAMILNADU,TRACTION,TRANSPORT,2013,736.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2014,12295.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2014,7757.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2014,20201.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,27621.430
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,6583.530
SR,TAMILNADU,MISCELLANEOUS,OTHER,2014,1806.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2014,1020.510
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,2007.490
SR,TAMILNADU,TRACTION,TRANSPORT,2014,766.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2015,12406.000
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2015,8394.000
SR,TAMILNADU,RESIDENTIAL,RESIDENTIAL,2015,21990.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,30732.170
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,7333.700
SR,TAMILNADU,MISCELLANEOUS,OTHER,2015,1862.000
SR,TAMILNADU,PUBLIC LIGHTING,OTHER,2015,1136.780
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,2236.220
SR,TAMILNADU,TRACTION,TRANSPORT,2015,824.000
SR,TAMILNADU,AGRICULTURE,AGRICULTURE,2016,11548.330
SR,TAMILNADU,COMMERCIAL,COMMERCIAL,2016,9446.430
