Detail Data For Electricity Consumption by Consumer Number Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConsumerNo
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2006,108594.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2006,1640.000
SR,ANDHRA PRADESH,TRACTION,2006,40.000
SR,ANDHRA PRADESH,AGRICULTURE,2007,2697834.000
SR,ANDHRA PRADESH,COMMERCIAL,2007,1559863.000
SR,ANDHRA PRADESH,RESIDENTIAL,2007,16673544.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2007,7475.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2007,230011.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2007,88172.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2007,139579.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2007,26069.000
SR,ANDHRA PRADESH,TRACTION,2007,55.000
SR,ANDHRA PRADESH,AGRICULTURE,2008,3151011.000
SR,ANDHRA PRADESH,COMMERCIAL,2008,1681278.000
SR,ANDHRA PRADESH,RESIDENTIAL,2008,18022226.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2008,7800.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2008,281314.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2008,120333.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2008,133911.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2008,21427.000
SR,ANDHRA PRADESH,TRACTION,2008,54.000
SR,ANDHRA PRADESH,AGRICULTURE,2009,3165921.000
SR,ANDHRA PRADESH,COMMERCIAL,2009,2000048.000
SR,ANDHRA PRADESH,RESIDENTIAL,2009,20819793.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2009,2358.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2009,286344.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2009,117916.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2009,156280.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2009,88762.000
SR,ANDHRA PRADESH,TRACTION,2009,688.000
SR,ANDHRA PRADESH,AGRICULTURE,2010,5236826.000
SR,ANDHRA PRADESH,COMMERCIAL,2010,3266676.000
SR,ANDHRA PRADESH,RESIDENTIAL,2010,34284748.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2010,12195.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2010,405820.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2010,238380.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2010,258594.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2010,140109.000
SR,ANDHRA PRADESH,TRACTION,2010,84.000
SR,ANDHRA PRADESH,AGRICULTURE,2011,5329626.000
SR,ANDHRA PRADESH,COMMERCIAL,2011,3321051.000
SR,ANDHRA PRADESH,RESIDENTIAL,2011,35005396.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2011,12599.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2011,409517.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2011,260058.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2011,259551.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2011,142247.000
SR,ANDHRA PRADESH,TRACTION,2011,86.000
SR,ANDHRA PRADESH,AGRICULTURE,2012,6696252.000
SR,ANDHRA PRADESH,COMMERCIAL,2012,4247650.000
SR,ANDHRA PRADESH,RESIDENTIAL,2012,42052108.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2012,22617.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2012,491921.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2012,326858.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2012,372942.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2012,163809.000
SR,ANDHRA PRADESH,TRACTION,2012,114.000
SR,ANDHRA PRADESH,AGRICULTURE,2013,7015829.000
SR,ANDHRA PRADESH,COMMERCIAL,2013,4584864.000
SR,ANDHRA PRADESH,RESIDENTIAL,2013,42501112.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2013,23437.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2013,505597.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2013,349397.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2013,392647.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2013,194729.000
SR,ANDHRA PRADESH,TRACTION,2013,113.000
SR,ANDHRA PRADESH,AGRICULTURE,2014,3271310.000
SR,ANDHRA PRADESH,COMMERCIAL,2014,2083481.000
SR,ANDHRA PRADESH,RESIDENTIAL,2014,16782546.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2014,10724.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2014,235613.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2014,180160.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2014,154977.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2014,65941.000
SR,ANDHRA PRADESH,TRACTION,2014,65.000
SR,ANDHRA PRADESH,AGRICULTURE,2015,1464935.000
SR,ANDHRA PRADESH,COMMERCIAL,2015,1154892.000
SR,ANDHRA PRADESH,RESIDENTIAL,2015,13190009.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2015,6087.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2015,172273.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2015,71302.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2015,107523.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2015,63392.000
SR,ANDHRA PRADESH,TRACTION,2015,53.000
SR,ANDHRA PRADESH,AGRICULTURE,2016,1536869.000
SR,ANDHRA PRADESH,COMMERCIAL,2016,1227869.000
SR,ANDHRA PRADESH,RESIDENTIAL,2016,13800000.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2016,6534.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2016,175509.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2016,104083.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2016,109159.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2016,65926.000
SR,ANDHRA PRADESH,TRACTION,2016,62.000
SR,TELANGANA,AGRICULTURE,2015,1985781.000
SR,TELANGANA,COMMERCIAL,2015,1092022.000
SR,TELANGANA,RESIDENTIAL,2015,9013895.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2015,6575.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2015,95179.000
SR,TELANGANA,MISCELLANEOUS,2015,64076.000
SR,TELANGANA,PUBLIC LIGHTING,2015,64138.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2015,45777.000
SR,TELANGANA,TRACTION,2015,15.000
SR,TELANGANA,AGRICULTURE,2016,2022561.000
SR,TELANGANA,COMMERCIAL,2016,1075278.000
SR,TELANGANA,RESIDENTIAL,2016,8959104.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2016,6236.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2016,79016.000
SR,TELANGANA,MISCELLANEOUS,2016,59401.000
SR,TELANGANA,PUBLIC LIGHTING,2016,66330.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2016,47231.000
SR,TELANGANA,TRACTION,2016,15.000
ER,SIKKIM,COMMERCIAL,2006,7929.000
ER,SIKKIM,RESIDENTIAL,2006,57299.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2006,294.000
ER,SIKKIM,MISCELLANEOUS,2006,98.000
ER,SIKKIM,PUBLIC LIGHTING,2006,503.000
ER,SIKKIM,COMMERCIAL,2007,8638.000
ER,SIKKIM,RESIDENTIAL,2007,60137.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2007,302.000
ER,SIKKIM,MISCELLANEOUS,2007,107.000
ER,SIKKIM,PUBLIC LIGHTING,2007,615.000
ER,SIKKIM,COMMERCIAL,2008,9651.000
ER,SIKKIM,RESIDENTIAL,2008,66544.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2008,452.000
ER,SIKKIM,MISCELLANEOUS,2008,403.000
ER,SIKKIM,PUBLIC LIGHTING,2008,650.000
ER,SIKKIM,COMMERCIAL,2009,8745.000
ER,SIKKIM,RESIDENTIAL,2009,68362.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2009,338.000
ER,SIKKIM,MISCELLANEOUS,2009,259.000
ER,SIKKIM,PUBLIC LIGHTING,2009,650.000
ER,SIKKIM,COMMERCIAL,2010,8745.000
ER,SIKKIM,RESIDENTIAL,2010,68362.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2010,338.000
ER,SIKKIM,MISCELLANEOUS,2010,259.000
ER,SIKKIM,PUBLIC LIGHTING,2010,650.000
ER,SIKKIM,COMMERCIAL,2011,12000.000
ER,SIKKIM,RESIDENTIAL,2011,70000.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2011,500.000
ER,SIKKIM,MISCELLANEOUS,2011,500.000
ER,SIKKIM,PUBLIC LIGHTING,2011,750.000
ER,SIKKIM,COMMERCIAL,2012,11132.000
ER,SIKKIM,RESIDENTIAL,2012,76131.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2012,517.000
ER,SIKKIM,MISCELLANEOUS,2012,348.000
ER,SIKKIM,PUBLIC LIGHTING,2012,732.000
ER,SIKKIM,COMMERCIAL,2013,9663.000
ER,SIKKIM,RESIDENTIAL,2013,81508.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2013,721.000
ER,SIKKIM,MISCELLANEOUS,2013,415.000
ER,SIKKIM,PUBLIC LIGHTING,2013,796.000
ER,SIKKIM,COMMERCIAL,2014,9663.000
ER,SIKKIM,RESIDENTIAL,2014,81508.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2014,721.000
ER,SIKKIM,MISCELLANEOUS,2014,415.000
ER,SIKKIM,PUBLIC LIGHTING,2014,796.000
ER,SIKKIM,COMMERCIAL,2015,9663.000
ER,SIKKIM,RESIDENTIAL,2015,81508.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2015,721.000
ER,SIKKIM,MISCELLANEOUS,2015,415.000
ER,SIKKIM,PUBLIC LIGHTING,2015,796.000
ER,SIKKIM,COMMERCIAL,2016,9663.000
ER,SIKKIM,RESIDENTIAL,2016,81508.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2016,721.000
ER,SIKKIM,MISCELLANEOUS,2016,415.000
ER,SIKKIM,PUBLIC LIGHTING,2016,796.000
NER,ASSAM,AGRICULTURE,2006,1908.000
NER,ASSAM,COMMERCIAL,2006,119578.000
NER,ASSAM,RESIDENTIAL,2006,935181.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2006,2938.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2006,8390.000
NER,ASSAM,MISCELLANEOUS,2006,18016.000
NER,ASSAM,PUBLIC LIGHTING,2006,535.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2006,1430.000
NER,ASSAM,AGRICULTURE,2007,1908.000
NER,ASSAM,COMMERCIAL,2007,119578.000
NER,ASSAM,RESIDENTIAL,2007,935181.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2007,2938.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2007,8390.000
NER,ASSAM,MISCELLANEOUS,2007,18016.000
NER,ASSAM,PUBLIC LIGHTING,2007,535.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2007,1430.000
NER,ASSAM,AGRICULTURE,2008,1908.000
NER,ASSAM,COMMERCIAL,2008,119578.000
NER,ASSAM,RESIDENTIAL,2008,935181.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2008,2938.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2008,8390.000
NER,ASSAM,MISCELLANEOUS,2008,18016.000
NER,ASSAM,PUBLIC LIGHTING,2008,535.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2008,1430.000
NER,ASSAM,AGRICULTURE,2009,1908.000
NER,ASSAM,COMMERCIAL,2009,119578.000
NER,ASSAM,RESIDENTIAL,2009,935181.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2009,2938.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2009,8390.000
NER,ASSAM,MISCELLANEOUS,2009,18016.000
NER,ASSAM,PUBLIC LIGHTING,2009,535.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2009,1430.000
NER,ASSAM,AGRICULTURE,2010,1908.000
NER,ASSAM,COMMERCIAL,2010,119578.000
NER,ASSAM,RESIDENTIAL,2010,935181.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2010,2936.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2010,8390.000
NER,ASSAM,MISCELLANEOUS,2010,18016.000
NER,ASSAM,PUBLIC LIGHTING,2010,535.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2010,1430.000
NER,ASSAM,AGRICULTURE,2011,5047.000
NER,ASSAM,COMMERCIAL,2011,165544.000
NER,ASSAM,RESIDENTIAL,2011,1705663.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2011,3102.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2011,10494.000
NER,ASSAM,MISCELLANEOUS,2011,27093.000
NER,ASSAM,PUBLIC LIGHTING,2011,877.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2011,2353.000
NER,ASSAM,AGRICULTURE,2012,5047.000
NER,ASSAM,COMMERCIAL,2012,165544.000
NER,ASSAM,RESIDENTIAL,2012,1705663.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2012,3102.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2012,10494.000
NER,ASSAM,MISCELLANEOUS,2012,27093.000
NER,ASSAM,PUBLIC LIGHTING,2012,877.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2012,2353.000
NER,ASSAM,AGRICULTURE,2013,8779.000
NER,ASSAM,COMMERCIAL,2013,182097.000
NER,ASSAM,RESIDENTIAL,2013,2404497.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2013,3453.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2013,12065.000
NER,ASSAM,MISCELLANEOUS,2013,31733.000
NER,ASSAM,PUBLIC LIGHTING,2013,1157.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2013,3068.000
NER,ASSAM,AGRICULTURE,2014,9846.000
NER,ASSAM,COMMERCIAL,2014,190317.000
NER,ASSAM,RESIDENTIAL,2014,2666178.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2014,3761.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2014,11878.000
NER,ASSAM,MISCELLANEOUS,2014,34500.000
NER,ASSAM,PUBLIC LIGHTING,2014,1333.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2014,3639.000
NER,ASSAM,AGRICULTURE,2015,13468.000
NER,ASSAM,COMMERCIAL,2015,211325.000
NER,ASSAM,RESIDENTIAL,2015,3017671.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2015,3955.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2015,12896.000
NER,ASSAM,MISCELLANEOUS,2015,36884.000
NER,ASSAM,PUBLIC LIGHTING,2015,1380.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2015,4012.000
NER,ASSAM,AGRICULTURE,2016,15506.000
NER,ASSAM,COMMERCIAL,2016,214686.000
NER,ASSAM,RESIDENTIAL,2016,3298888.000
NER,ASSAM,INDUSTRIAL (HIGH VOLTAGE),2016,4004.000
NER,ASSAM,INDUSTRIAL (LOW & MED VOLTAGE),2016,12896.000
NER,ASSAM,MISCELLANEOUS,2016,39759.000
NER,ASSAM,PUBLIC LIGHTING,2016,1576.000
NER,ASSAM,PUBLIC WATER WORKS AND SEWAGE,2016,4212.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2006,11320.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2006,97814.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2006,160.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2006,257.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2006,179.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2006,29.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2007,12324.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2007,105199.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2007,14071.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2007,641.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2007,1825.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2007,70.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2008,13403.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2008,111249.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2008,14071.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2008,17823.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2008,1858.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2008,76.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2009,15500.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2009,141206.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2009,22481.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2009,937.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2009,2457.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2009,117.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2010,15741.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2010,123484.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2010,255.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2010,20325.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2010,2271.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2010,79.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2011,16467.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2011,134361.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2011,264.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2011,21477.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2011,2077.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2011,79.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2012,17126.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2012,140557.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2012,7.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2012,252.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2012,21477.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2012,1797.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2012,24663.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2013,18769.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2013,144925.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2013,7.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2013,255.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2013,24758.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2013,1894.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2013,24663.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2014,18769.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2014,144925.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2014,7.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2014,255.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2014,24758.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2014,1894.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2014,24663.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2015,18769.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2015,144925.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2015,7.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2015,255.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2015,24758.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2015,1894.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2015,24663.000
NER,ARUNACHAL PRADESH,COMMERCIAL,2016,18769.000
NER,ARUNACHAL PRADESH,RESIDENTIAL,2016,144925.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2016,7.000
NER,ARUNACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2016,255.000
NER,ARUNACHAL PRADESH,MISCELLANEOUS,2016,24758.000
NER,ARUNACHAL PRADESH,PUBLIC LIGHTING,2016,1894.000
NER,ARUNACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2016,24663.000
NER,MEGHALAYA,AGRICULTURE,2006,28.000
NER,MEGHALAYA,COMMERCIAL,2006,16609.000
NER,MEGHALAYA,RESIDENTIAL,2006,186630.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2006,130.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2006,857.000
NER,MEGHALAYA,MISCELLANEOUS,2006,2065.000
NER,MEGHALAYA,PUBLIC LIGHTING,2006,99.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2006,272.000
NER,MEGHALAYA,AGRICULTURE,2007,31.000
NER,MEGHALAYA,COMMERCIAL,2007,19479.000
NER,MEGHALAYA,RESIDENTIAL,2007,207131.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2007,135.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2007,920.000
NER,MEGHALAYA,MISCELLANEOUS,2007,2288.000
NER,MEGHALAYA,PUBLIC LIGHTING,2007,103.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2007,290.000
NER,MEGHALAYA,AGRICULTURE,2008,31.000
NER,MEGHALAYA,COMMERCIAL,2008,20160.000
NER,MEGHALAYA,RESIDENTIAL,2008,238634.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2008,140.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2008,941.000
NER,MEGHALAYA,MISCELLANEOUS,2008,2329.000
NER,MEGHALAYA,PUBLIC LIGHTING,2008,106.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2008,306.000
NER,MEGHALAYA,AGRICULTURE,2009,31.000
NER,MEGHALAYA,COMMERCIAL,2009,20160.000
NER,MEGHALAYA,RESIDENTIAL,2009,238634.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2009,140.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2009,941.000
NER,MEGHALAYA,MISCELLANEOUS,2009,2329.000
NER,MEGHALAYA,PUBLIC LIGHTING,2009,106.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2009,306.000
NER,MEGHALAYA,AGRICULTURE,2010,34.000
NER,MEGHALAYA,COMMERCIAL,2010,18299.000
NER,MEGHALAYA,RESIDENTIAL,2010,206725.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2010,145.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2010,899.000
NER,MEGHALAYA,MISCELLANEOUS,2010,31415.000
NER,MEGHALAYA,PUBLIC LIGHTING,2010,79.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2010,348.000
NER,MEGHALAYA,AGRICULTURE,2011,29.000
NER,MEGHALAYA,COMMERCIAL,2011,19026.000
NER,MEGHALAYA,RESIDENTIAL,2011,215845.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2011,152.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2011,793.000
NER,MEGHALAYA,MISCELLANEOUS,2011,34529.000
NER,MEGHALAYA,PUBLIC LIGHTING,2011,60.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2011,381.000
NER,MEGHALAYA,AGRICULTURE,2012,32.000
NER,MEGHALAYA,COMMERCIAL,2012,19556.000
NER,MEGHALAYA,RESIDENTIAL,2012,229278.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2012,156.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2012,830.000
NER,MEGHALAYA,MISCELLANEOUS,2012,46149.000
NER,MEGHALAYA,PUBLIC LIGHTING,2012,60.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2012,539.000
NER,MEGHALAYA,AGRICULTURE,2013,30.000
NER,MEGHALAYA,COMMERCIAL,2013,18656.000
NER,MEGHALAYA,RESIDENTIAL,2013,242307.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2013,145.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2013,824.000
NER,MEGHALAYA,MISCELLANEOUS,2013,49328.000
