Detail Data For Electricity Consumption by Consumer Number Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConsumerNo
NR,UTTARAKHAND,AGRICULTURE,2014,28048.000
NR,UTTARAKHAND,COMMERCIAL,2014,181619.000
NR,UTTARAKHAND,RESIDENTIAL,2014,920677.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2014,1771.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2014,9270.000
NR,UTTARAKHAND,MISCELLANEOUS,2014,77.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2014,644.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2014,1146.000
NR,UTTARAKHAND,TRACTION,2014,1.000
NR,UTTARAKHAND,AGRICULTURE,2015,28652.000
NR,UTTARAKHAND,COMMERCIAL,2015,191886.000
NR,UTTARAKHAND,RESIDENTIAL,2015,1649404.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2015,1827.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2015,9303.000
NR,UTTARAKHAND,MISCELLANEOUS,2015,7708.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2015,697.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2015,1214.000
NR,UTTARAKHAND,TRACTION,2015,1.000
NR,UTTARAKHAND,AGRICULTURE,2016,1597.000
NR,UTTARAKHAND,COMMERCIAL,2016,205479.000
NR,UTTARAKHAND,RESIDENTIAL,2016,1739879.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2016,1627.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2016,9343.000
NR,UTTARAKHAND,MISCELLANEOUS,2016,29212.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2016,939.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2016,1308.000
NR,UTTARAKHAND,TRACTION,2016,1.000
WR,GOA,AGRICULTURE,2006,8495.000
WR,GOA,COMMERCIAL,2006,66275.000
WR,GOA,RESIDENTIAL,2006,357436.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2006,440.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2006,7176.000
WR,GOA,MISCELLANEOUS,2006,8.000
WR,GOA,PUBLIC LIGHTING,2006,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2006,664.000
WR,GOA,AGRICULTURE,2007,9181.000
WR,GOA,COMMERCIAL,2007,67479.000
WR,GOA,RESIDENTIAL,2007,403929.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2007,457.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2007,6653.000
WR,GOA,MISCELLANEOUS,2007,8.000
WR,GOA,PUBLIC LIGHTING,2007,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2007,464.000
WR,GOA,AGRICULTURE,2008,9548.000
WR,GOA,COMMERCIAL,2008,74227.000
WR,GOA,RESIDENTIAL,2008,415466.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2008,559.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2008,8183.000
WR,GOA,PUBLIC LIGHTING,2008,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2008,760.000
WR,GOA,AGRICULTURE,2009,9600.000
WR,GOA,COMMERCIAL,2009,75711.000
WR,GOA,RESIDENTIAL,2009,427930.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2009,590.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2009,8800.000
WR,GOA,MISCELLANEOUS,2009,36.000
WR,GOA,PUBLIC LIGHTING,2009,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2009,770.000
WR,GOA,AGRICULTURE,2010,9600.000
WR,GOA,COMMERCIAL,2010,75711.000
WR,GOA,RESIDENTIAL,2010,427930.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2010,590.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2010,8800.000
WR,GOA,PUBLIC LIGHTING,2010,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2010,770.000
WR,GOA,AGRICULTURE,2011,9600.000
WR,GOA,COMMERCIAL,2011,75711.000
WR,GOA,RESIDENTIAL,2011,427930.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2011,590.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2011,8800.000
WR,GOA,MISCELLANEOUS,2011,36.000
WR,GOA,PUBLIC LIGHTING,2011,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2011,770.000
WR,GOA,AGRICULTURE,2012,9600.000
WR,GOA,COMMERCIAL,2012,75711.000
WR,GOA,RESIDENTIAL,2012,427930.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2012,590.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2012,8800.000
WR,GOA,MISCELLANEOUS,2012,36.000
WR,GOA,PUBLIC LIGHTING,2012,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2012,770.000
WR,GOA,AGRICULTURE,2013,11067.000
WR,GOA,COMMERCIAL,2013,94471.000
WR,GOA,RESIDENTIAL,2013,455471.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2013,696.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2013,9663.000
WR,GOA,MISCELLANEOUS,2013,36.000
WR,GOA,PUBLIC LIGHTING,2013,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2013,770.000
WR,GOA,AGRICULTURE,2014,11067.000
WR,GOA,COMMERCIAL,2014,94471.000
WR,GOA,RESIDENTIAL,2014,455471.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2014,694.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2014,9657.000
WR,GOA,MISCELLANEOUS,2014,36.000
WR,GOA,PUBLIC LIGHTING,2014,895.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2014,770.000
WR,GOA,AGRICULTURE,2015,11186.000
WR,GOA,COMMERCIAL,2015,89081.000
WR,GOA,RESIDENTIAL,2015,491845.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2015,580.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2015,7252.000
WR,GOA,MISCELLANEOUS,2015,180.000
WR,GOA,PUBLIC LIGHTING,2015,2740.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,2015,779.000
WR,GOA,AGRICULTURE,2016,7407.000
WR,GOA,COMMERCIAL,2016,87610.000
WR,GOA,RESIDENTIAL,2016,475784.000
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),2016,718.000
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),2016,8927.000
WR,GOA,MISCELLANEOUS,2016,4922.000
WR,GOA,PUBLIC LIGHTING,2016,3768.000
NER,MANIPUR,AGRICULTURE,2006,59.000
NER,MANIPUR,COMMERCIAL,2006,9084.000
NER,MANIPUR,RESIDENTIAL,2006,162702.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2006,12.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2006,1925.000
NER,MANIPUR,MISCELLANEOUS,2006,405.000
NER,MANIPUR,PUBLIC LIGHTING,2006,340.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2006,119.000
NER,MANIPUR,AGRICULTURE,2007,60.000
NER,MANIPUR,COMMERCIAL,2007,9216.000
NER,MANIPUR,RESIDENTIAL,2007,166696.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2007,14.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2007,1934.000
NER,MANIPUR,MISCELLANEOUS,2007,419.000
NER,MANIPUR,PUBLIC LIGHTING,2007,340.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2007,121.000
NER,MANIPUR,AGRICULTURE,2008,60.000
NER,MANIPUR,COMMERCIAL,2008,9329.000
NER,MANIPUR,RESIDENTIAL,2008,168458.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2008,14.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2008,1951.000
NER,MANIPUR,MISCELLANEOUS,2008,357.000
NER,MANIPUR,PUBLIC LIGHTING,2008,341.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2008,121.000
NER,MANIPUR,AGRICULTURE,2009,60.000
NER,MANIPUR,COMMERCIAL,2009,9511.000
NER,MANIPUR,RESIDENTIAL,2009,171185.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2009,14.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2009,1994.000
NER,MANIPUR,MISCELLANEOUS,2009,453.000
NER,MANIPUR,PUBLIC LIGHTING,2009,345.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2009,94.000
NER,MANIPUR,AGRICULTURE,2010,64.000
NER,MANIPUR,COMMERCIAL,2010,9726.000
NER,MANIPUR,RESIDENTIAL,2010,174424.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2010,16.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2010,2026.000
NER,MANIPUR,MISCELLANEOUS,2010,19127.000
NER,MANIPUR,PUBLIC LIGHTING,2010,585.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2010,134.000
NER,MANIPUR,AGRICULTURE,2011,130.000
NER,MANIPUR,COMMERCIAL,2011,10406.000
NER,MANIPUR,RESIDENTIAL,2011,179577.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2011,16.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2011,2180.000
NER,MANIPUR,MISCELLANEOUS,2011,538.000
NER,MANIPUR,PUBLIC LIGHTING,2011,680.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2011,134.000
NER,MANIPUR,AGRICULTURE,2012,60.000
NER,MANIPUR,COMMERCIAL,2012,10266.000
NER,MANIPUR,RESIDENTIAL,2012,186216.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2012,210.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2012,2085.000
NER,MANIPUR,MISCELLANEOUS,2012,570.000
NER,MANIPUR,PUBLIC LIGHTING,2012,572.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2012,158.000
NER,MANIPUR,AGRICULTURE,2013,63.000
NER,MANIPUR,COMMERCIAL,2013,11247.000
NER,MANIPUR,RESIDENTIAL,2013,200913.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2013,11.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2013,2323.000
NER,MANIPUR,MISCELLANEOUS,2013,616.000
NER,MANIPUR,PUBLIC LIGHTING,2013,493.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2013,161.000
NER,MANIPUR,AGRICULTURE,2014,63.000
NER,MANIPUR,COMMERCIAL,2014,11247.000
NER,MANIPUR,RESIDENTIAL,2014,200913.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2014,11.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2014,2323.000
NER,MANIPUR,MISCELLANEOUS,2014,616.000
NER,MANIPUR,PUBLIC LIGHTING,2014,493.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2014,161.000
NER,MANIPUR,AGRICULTURE,2015,63.000
NER,MANIPUR,COMMERCIAL,2015,12100.000
NER,MANIPUR,RESIDENTIAL,2015,242562.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2015,104.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2015,10272.000
NER,MANIPUR,MISCELLANEOUS,2015,704.000
NER,MANIPUR,PUBLIC LIGHTING,2015,469.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2015,170.000
NER,MANIPUR,AGRICULTURE,2016,63.000
NER,MANIPUR,COMMERCIAL,2016,13439.000
NER,MANIPUR,RESIDENTIAL,2016,279198.000
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),2016,97.000
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),2016,10272.000
NER,MANIPUR,MISCELLANEOUS,2016,742.000
NER,MANIPUR,PUBLIC LIGHTING,2016,483.000
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,2016,176.000
NER,MIZORAM,COMMERCIAL,2006,3364.000
NER,MIZORAM,RESIDENTIAL,2006,129077.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2006,399.000
NER,MIZORAM,MISCELLANEOUS,2006,132.000
NER,MIZORAM,PUBLIC LIGHTING,2006,4.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2006,17.000
NER,MIZORAM,COMMERCIAL,2007,3364.000
NER,MIZORAM,RESIDENTIAL,2007,129077.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2007,399.000
NER,MIZORAM,MISCELLANEOUS,2007,132.000
NER,MIZORAM,PUBLIC LIGHTING,2007,4.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2007,17.000
NER,MIZORAM,COMMERCIAL,2008,4095.000
NER,MIZORAM,RESIDENTIAL,2008,139359.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2008,547.000
NER,MIZORAM,MISCELLANEOUS,2008,159.000
NER,MIZORAM,PUBLIC LIGHTING,2008,4.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2008,27.000
NER,MIZORAM,AGRICULTURE,2009,1.000
NER,MIZORAM,COMMERCIAL,2009,4436.000
NER,MIZORAM,RESIDENTIAL,2009,154642.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2009,606.000
NER,MIZORAM,MISCELLANEOUS,2009,190.000
NER,MIZORAM,PUBLIC LIGHTING,2009,4.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2009,26.000
NER,MIZORAM,AGRICULTURE,2010,11.000
NER,MIZORAM,COMMERCIAL,2010,4690.000
NER,MIZORAM,RESIDENTIAL,2010,152680.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2010,589.000
NER,MIZORAM,MISCELLANEOUS,2010,196.000
NER,MIZORAM,PUBLIC LIGHTING,2010,4.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2010,25.000
NER,MIZORAM,AGRICULTURE,2011,1.000
NER,MIZORAM,COMMERCIAL,2011,4690.000
NER,MIZORAM,RESIDENTIAL,2011,152680.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2011,589.000
NER,MIZORAM,MISCELLANEOUS,2011,196.000
NER,MIZORAM,PUBLIC LIGHTING,2011,4.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2011,25.000
NER,MIZORAM,AGRICULTURE,2012,16.000
NER,MIZORAM,COMMERCIAL,2012,4950.000
NER,MIZORAM,RESIDENTIAL,2012,171354.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2012,610.000
NER,MIZORAM,MISCELLANEOUS,2012,213.000
NER,MIZORAM,PUBLIC LIGHTING,2012,763.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2012,38.000
NER,MIZORAM,AGRICULTURE,2013,18.000
NER,MIZORAM,COMMERCIAL,2013,6417.000
NER,MIZORAM,RESIDENTIAL,2013,164071.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2013,12.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2013,622.000
NER,MIZORAM,MISCELLANEOUS,2013,14258.000
NER,MIZORAM,PUBLIC LIGHTING,2013,579.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2013,45.000
NER,MIZORAM,AGRICULTURE,2014,19.000
NER,MIZORAM,COMMERCIAL,2014,7537.000
NER,MIZORAM,RESIDENTIAL,2014,173907.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2014,11.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2014,688.000
NER,MIZORAM,MISCELLANEOUS,2014,13234.000
NER,MIZORAM,PUBLIC LIGHTING,2014,755.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2014,48.000
NER,MIZORAM,COMMERCIAL,2015,11985.000
NER,MIZORAM,RESIDENTIAL,2015,179150.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2015,18.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2015,777.000
NER,MIZORAM,MISCELLANEOUS,2015,10438.000
NER,MIZORAM,PUBLIC LIGHTING,2015,803.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2015,49.000
NER,MIZORAM,AGRICULTURE,2016,21.000
NER,MIZORAM,COMMERCIAL,2016,14400.000
NER,MIZORAM,RESIDENTIAL,2016,185818.000
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),2016,21.000
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),2016,777.000
NER,MIZORAM,MISCELLANEOUS,2016,12960.000
NER,MIZORAM,PUBLIC LIGHTING,2016,1524.000
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,2016,57.000
NER,TRIPURA,AGRICULTURE,2006,2304.000
NER,TRIPURA,COMMERCIAL,2006,26886.000
NER,TRIPURA,RESIDENTIAL,2006,255669.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2006,3398.000
NER,TRIPURA,PUBLIC LIGHTING,2006,458.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2006,1004.000
NER,TRIPURA,AGRICULTURE,2007,2304.000
NER,TRIPURA,COMMERCIAL,2007,26886.000
NER,TRIPURA,RESIDENTIAL,2007,255669.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2007,3398.000
NER,TRIPURA,PUBLIC LIGHTING,2007,458.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2007,1004.000
NER,TRIPURA,AGRICULTURE,2008,2982.000
NER,TRIPURA,COMMERCIAL,2008,34887.000
NER,TRIPURA,RESIDENTIAL,2008,329795.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2008,6.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2008,4002.000
NER,TRIPURA,MISCELLANEOUS,2008,18.000
NER,TRIPURA,PUBLIC LIGHTING,2008,683.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2008,1357.000
NER,TRIPURA,AGRICULTURE,2009,3270.000
NER,TRIPURA,COMMERCIAL,2009,36858.000
NER,TRIPURA,RESIDENTIAL,2009,352880.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2009,17.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2009,3742.000
NER,TRIPURA,MISCELLANEOUS,2009,397.000
NER,TRIPURA,PUBLIC LIGHTING,2009,797.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2009,1648.000
NER,TRIPURA,AGRICULTURE,2010,3912.000
NER,TRIPURA,COMMERCIAL,2010,39137.000
NER,TRIPURA,RESIDENTIAL,2010,389421.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2010,11.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2010,4008.000
NER,TRIPURA,MISCELLANEOUS,2010,558.000
NER,TRIPURA,PUBLIC LIGHTING,2010,978.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2010,2188.000
NER,TRIPURA,AGRICULTURE,2011,3912.000
NER,TRIPURA,COMMERCIAL,2011,39137.000
NER,TRIPURA,RESIDENTIAL,2011,389421.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2011,11.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2011,4008.000
NER,TRIPURA,MISCELLANEOUS,2011,558.000
NER,TRIPURA,PUBLIC LIGHTING,2011,978.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2011,2188.000
NER,TRIPURA,AGRICULTURE,2012,4321.000
NER,TRIPURA,COMMERCIAL,2012,44042.000
NER,TRIPURA,RESIDENTIAL,2012,471675.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2012,847.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2012,4549.000
NER,TRIPURA,MISCELLANEOUS,2012,847.000
NER,TRIPURA,PUBLIC LIGHTING,2012,1122.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2012,3232.000
NER,TRIPURA,AGRICULTURE,2013,4674.000
NER,TRIPURA,COMMERCIAL,2013,46586.000
NER,TRIPURA,RESIDENTIAL,2013,507020.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2013,975.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2013,4716.000
NER,TRIPURA,MISCELLANEOUS,2013,847.000
NER,TRIPURA,PUBLIC LIGHTING,2013,1302.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2013,3748.000
NER,TRIPURA,AGRICULTURE,2014,4713.000
NER,TRIPURA,COMMERCIAL,2014,49689.000
NER,TRIPURA,RESIDENTIAL,2014,541605.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2014,778.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2014,4946.000
NER,TRIPURA,MISCELLANEOUS,2014,972.000
NER,TRIPURA,PUBLIC LIGHTING,2014,1206.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2014,4533.000
NER,TRIPURA,AGRICULTURE,2015,5368.000
NER,TRIPURA,COMMERCIAL,2015,52523.000
NER,TRIPURA,RESIDENTIAL,2015,571775.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2015,759.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2015,4346.000
NER,TRIPURA,MISCELLANEOUS,2015,1917.000
NER,TRIPURA,PUBLIC LIGHTING,2015,1347.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2015,4964.000
NER,TRIPURA,AGRICULTURE,2016,5368.000
NER,TRIPURA,COMMERCIAL,2016,52523.000
NER,TRIPURA,RESIDENTIAL,2016,571775.000
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),2016,759.000
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),2016,4346.000
NER,TRIPURA,MISCELLANEOUS,2016,1917.000
NER,TRIPURA,PUBLIC LIGHTING,2016,1347.000
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,2016,4964.000
ER,A & N ISLANDS,COMMERCIAL,2006,12189.000
ER,A & N ISLANDS,RESIDENTIAL,2006,59842.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2006,457.000
ER,A & N ISLANDS,MISCELLANEOUS,2006,764.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2006,318.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2006,165.000
ER,A & N ISLANDS,COMMERCIAL,2007,13027.000
ER,A & N ISLANDS,RESIDENTIAL,2007,62807.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2007,447.000
ER,A & N ISLANDS,MISCELLANEOUS,2007,875.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2007,342.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2007,154.000
ER,A & N ISLANDS,COMMERCIAL,2008,13823.000
ER,A & N ISLANDS,RESIDENTIAL,2008,65282.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2008,450.000
ER,A & N ISLANDS,MISCELLANEOUS,2008,942.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2008,346.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2008,153.000
ER,A & N ISLANDS,COMMERCIAL,2009,14152.000
ER,A & N ISLANDS,RESIDENTIAL,2009,67990.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2009,451.000
ER,A & N ISLANDS,MISCELLANEOUS,2009,1054.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2009,375.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2009,211.000
ER,A & N ISLANDS,COMMERCIAL,2010,14152.000
ER,A & N ISLANDS,RESIDENTIAL,2010,67990.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2010,451.000
ER,A & N ISLANDS,MISCELLANEOUS,2010,1054.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2010,375.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2010,211.000
ER,A & N ISLANDS,COMMERCIAL,2011,15108.000
ER,A & N ISLANDS,RESIDENTIAL,2011,81741.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2011,457.000
ER,A & N ISLANDS,MISCELLANEOUS,2011,1071.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2011,505.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2011,186.000
ER,A & N ISLANDS,COMMERCIAL,2012,15914.000
ER,A & N ISLANDS,RESIDENTIAL,2012,91843.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2012,493.000
ER,A & N ISLANDS,MISCELLANEOUS,2012,995.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2012,552.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2012,205.000
ER,A & N ISLANDS,COMMERCIAL,2013,16249.000
ER,A & N ISLANDS,RESIDENTIAL,2013,93757.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2013,501.000
ER,A & N ISLANDS,MISCELLANEOUS,2013,1098.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2013,649.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,2013,218.000
ER,A & N ISLANDS,AGRICULTURE,2014,226.000
ER,A & N ISLANDS,COMMERCIAL,2014,16799.000
ER,A & N ISLANDS,RESIDENTIAL,2014,97738.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2014,514.000
ER,A & N ISLANDS,MISCELLANEOUS,2014,1143.000
ER,A & N ISLANDS,PUBLIC LIGHTING,2014,626.000
ER,A & N ISLANDS,COMMERCIAL,2015,17231.000
ER,A & N ISLANDS,RESIDENTIAL,2015,99947.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),2015,534.000
