Detail Data For Electricity Consumption - Connected Load by State Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConnectedLoad_KW
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2019,127669.000
SR,PUDUCHERRY,MISCELLANEOUS,2019,2843.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2019,6252.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2019,139852.000
SR,PUDUCHERRY,AGRICULTURE,2019,6939.000
SR,PUDUCHERRY,COMMERCIAL,2019,55041.000
SR,PUDUCHERRY,RESIDENTIAL,2019,348466.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2019,552.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2019,6795.000
SR,PUDUCHERRY,MISCELLANEOUS,2019,35542.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2019,52418.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2019,134.000
NR,RAJASTHAN,AGRICULTURE,2006,5456903.000
NR,RAJASTHAN,COMMERCIAL,2006,1163875.000
NR,RAJASTHAN,RESIDENTIAL,2006,3730712.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2006,1213487.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2006,1804821.000
NR,RAJASTHAN,MISCELLANEOUS,2006,254338.000
NR,RAJASTHAN,PUBLIC LIGHTING,2006,327421.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2006,278757.000
NR,RAJASTHAN,TRACTION,2006,93550.000
NR,RAJASTHAN,AGRICULTURE,2007,5730245.000
NR,RAJASTHAN,COMMERCIAL,2007,1378460.000
NR,RAJASTHAN,RESIDENTIAL,2007,4351196.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2007,1293467.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2007,1097899.000
NR,RAJASTHAN,MISCELLANEOUS,2007,208496.000
NR,RAJASTHAN,PUBLIC LIGHTING,2007,287921.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2007,371618.000
NR,RAJASTHAN,TRACTION,2007,93550.000
NR,RAJASTHAN,AGRICULTURE,2008,5865550.000
NR,RAJASTHAN,COMMERCIAL,2008,1492988.000
NR,RAJASTHAN,RESIDENTIAL,2008,4554641.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2008,1529155.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2008,1358027.000
NR,RAJASTHAN,MISCELLANEOUS,2008,300507.000
NR,RAJASTHAN,PUBLIC LIGHTING,2008,314896.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2008,374138.000
NR,RAJASTHAN,TRACTION,2008,78795.000
NR,RAJASTHAN,AGRICULTURE,2009,6618116.000
NR,RAJASTHAN,COMMERCIAL,2009,1642213.000
NR,RAJASTHAN,RESIDENTIAL,2009,5698294.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2009,1110984.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2009,2027011.000
NR,RAJASTHAN,MISCELLANEOUS,2009,421389.000
NR,RAJASTHAN,PUBLIC LIGHTING,2009,248948.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2009,426929.000
NR,RAJASTHAN,TRACTION,2009,78795.000
NR,RAJASTHAN,AGRICULTURE,2010,6710669.000
NR,RAJASTHAN,COMMERCIAL,2010,1749744.000
NR,RAJASTHAN,RESIDENTIAL,2010,6294306.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2010,1175140.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2010,2006417.000
NR,RAJASTHAN,MISCELLANEOUS,2010,574127.000
NR,RAJASTHAN,PUBLIC LIGHTING,2010,283677.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2010,395141.000
NR,RAJASTHAN,TRACTION,2010,78795.000
NR,RAJASTHAN,AGRICULTURE,2011,7671564.000
NR,RAJASTHAN,COMMERCIAL,2011,1906314.000
NR,RAJASTHAN,RESIDENTIAL,2011,6313631.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2011,1192444.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2011,2186373.000
NR,RAJASTHAN,MISCELLANEOUS,2011,636242.000
NR,RAJASTHAN,PUBLIC LIGHTING,2011,302372.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2011,422408.000
NR,RAJASTHAN,TRACTION,2011,90495.000
NR,RAJASTHAN,AGRICULTURE,2012,7924871.000
NR,RAJASTHAN,COMMERCIAL,2012,2228980.025
NR,RAJASTHAN,RESIDENTIAL,2012,6900029.995
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2012,1985428.050
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2012,1700153.234
NR,RAJASTHAN,MISCELLANEOUS,2012,257095.000
NR,RAJASTHAN,PUBLIC LIGHTING,2012,313929.307
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2012,204853.000
NR,RAJASTHAN,TRACTION,2012,90495.000
NR,RAJASTHAN,AGRICULTURE,2013,9091465.000
NR,RAJASTHAN,COMMERCIAL,2013,2793713.000
NR,RAJASTHAN,RESIDENTIAL,2013,7532801.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2013,2104392.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2013,1890160.000
NR,RAJASTHAN,MISCELLANEOUS,2013,322123.000
NR,RAJASTHAN,PUBLIC LIGHTING,2013,384833.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2013,562503.000
NR,RAJASTHAN,TRACTION,2013,90495.000
NR,RAJASTHAN,AGRICULTURE,2014,10258366.000
NR,RAJASTHAN,COMMERCIAL,2014,2708321.000
NR,RAJASTHAN,RESIDENTIAL,2014,7559695.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2014,4357468.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2014,2461505.000
NR,RAJASTHAN,MISCELLANEOUS,2014,324320.000
NR,RAJASTHAN,PUBLIC LIGHTING,2014,411826.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2014,484619.000
NR,RAJASTHAN,TRACTION,2014,90495.000
NR,RAJASTHAN,AGRICULTURE,2015,14642992.000
NR,RAJASTHAN,COMMERCIAL,2015,3317593.000
NR,RAJASTHAN,RESIDENTIAL,2015,8647587.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2015,4006220.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2015,2673073.000
NR,RAJASTHAN,MISCELLANEOUS,2015,314220.000
NR,RAJASTHAN,PUBLIC LIGHTING,2015,288798.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2015,558015.000
NR,RAJASTHAN,TRACTION,2015,73800.000
NR,RAJASTHAN,AGRICULTURE,2016,11440646.000
NR,RAJASTHAN,COMMERCIAL,2016,3604067.000
NR,RAJASTHAN,RESIDENTIAL,2016,9539284.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2016,3999638.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2016,2635919.000
NR,RAJASTHAN,MISCELLANEOUS,2016,293458.000
NR,RAJASTHAN,PUBLIC LIGHTING,2016,302475.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2016,608780.000
NR,RAJASTHAN,AGRICULTURE,2017,12038026.000
NR,RAJASTHAN,COMMERCIAL,2017,3773748.000
NR,RAJASTHAN,RESIDENTIAL,2017,9797981.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2017,5214440.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2017,2637928.000
NR,RAJASTHAN,MISCELLANEOUS,2017,331833.000
NR,RAJASTHAN,PUBLIC LIGHTING,2017,313389.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2017,528957.000
NR,RAJASTHAN,TRACTION,2017,14052.000
NR,RAJASTHAN,AGRICULTURE,2017,1306088.000
NR,RAJASTHAN,COMMERCIAL,2017,1147028.000
NR,RAJASTHAN,RESIDENTIAL,2017,10084140.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2017,9632.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2017,226671.000
NR,RAJASTHAN,MISCELLANEOUS,2017,41260.000
NR,RAJASTHAN,PUBLIC LIGHTING,2017,15631.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2017,57025.000
NR,RAJASTHAN,TRACTION,2017,21.000
NR,RAJASTHAN,AGRICULTURE,2018,12655925.000
NR,RAJASTHAN,COMMERCIAL,2018,4284426.000
NR,RAJASTHAN,RESIDENTIAL,2018,10665921.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2018,6626397.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2018,2111917.000
NR,RAJASTHAN,MISCELLANEOUS,2018,363553.000
NR,RAJASTHAN,PUBLIC LIGHTING,2018,340179.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2018,770315.000
NR,RAJASTHAN,AGRICULTURE,2018,1354914.000
NR,RAJASTHAN,COMMERCIAL,2018,1269152.000
NR,RAJASTHAN,RESIDENTIAL,2018,10962559.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2018,29899.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2018,210190.000
NR,RAJASTHAN,MISCELLANEOUS,2018,46250.000
NR,RAJASTHAN,PUBLIC LIGHTING,2018,19388.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2018,71893.000
NR,RAJASTHAN,TRACTION,2018,32.000
NR,RAJASTHAN,AGRICULTURE,2019,15050440.000
NR,RAJASTHAN,COMMERCIAL,2019,4691485.000
NR,RAJASTHAN,RESIDENTIAL,2019,13769008.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2019,8443699.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2019,2329317.000
NR,RAJASTHAN,MISCELLANEOUS,2019,382281.000
NR,RAJASTHAN,PUBLIC LIGHTING,2019,368491.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2019,845743.000
NR,RAJASTHAN,AGRICULTURE,2019,1454245.000
NR,RAJASTHAN,COMMERCIAL,2019,1327997.000
NR,RAJASTHAN,RESIDENTIAL,2019,11871279.000
NR,RAJASTHAN,INDUSTRIAL (HIGH VOLTAGE),2019,31860.000
NR,RAJASTHAN,INDUSTRIAL (LOW & MED VOLTAGE),2019,213885.000
NR,RAJASTHAN,MISCELLANEOUS,2019,50137.000
NR,RAJASTHAN,PUBLIC LIGHTING,2019,21057.000
NR,RAJASTHAN,PUBLIC WATER WORKS AND SEWAGE,2019,76210.000
NR,RAJASTHAN,TRACTION,2019,0.000
SR,TAMILNADU,AGRICULTURE,2006,7051439.000
SR,TAMILNADU,COMMERCIAL,2006,3427163.000
SR,TAMILNADU,RESIDENTIAL,2006,12662889.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2006,4616729.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2006,5119332.000
SR,TAMILNADU,MISCELLANEOUS,2006,55857.000
SR,TAMILNADU,PUBLIC LIGHTING,2006,154937.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2006,522010.000
SR,TAMILNADU,TRACTION,2006,92000.000
SR,TAMILNADU,AGRICULTURE,2007,7027174.000
SR,TAMILNADU,COMMERCIAL,2007,3696414.000
SR,TAMILNADU,RESIDENTIAL,2007,13477473.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2007,4981825.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2007,5622676.000
SR,TAMILNADU,MISCELLANEOUS,2007,71060.000
SR,TAMILNADU,PUBLIC LIGHTING,2007,165040.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2007,521072.000
SR,TAMILNADU,TRACTION,2007,92000.000
SR,TAMILNADU,AGRICULTURE,2008,7440140.000
SR,TAMILNADU,COMMERCIAL,2008,3760290.000
SR,TAMILNADU,RESIDENTIAL,2008,14271540.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2008,5388603.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2008,5942750.000
SR,TAMILNADU,MISCELLANEOUS,2008,311310.000
SR,TAMILNADU,PUBLIC LIGHTING,2008,179750.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2008,556870.000
SR,TAMILNADU,TRACTION,2008,92000.000
SR,TAMILNADU,AGRICULTURE,2009,7582000.000
SR,TAMILNADU,COMMERCIAL,2009,321000.000
SR,TAMILNADU,RESIDENTIAL,2009,15655000.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2009,5599000.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2009,17298000.000
SR,TAMILNADU,MISCELLANEOUS,2009,31000.000
SR,TAMILNADU,PUBLIC LIGHTING,2009,225000.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2009,570000.000
SR,TAMILNADU,TRACTION,2009,92000.000
SR,TAMILNADU,AGRICULTURE,2010,7727290.000
SR,TAMILNADU,COMMERCIAL,2010,4740650.000
SR,TAMILNADU,RESIDENTIAL,2010,16527080.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2010,6356370.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2010,8080730.000
SR,TAMILNADU,MISCELLANEOUS,2010,374220.000
SR,TAMILNADU,PUBLIC LIGHTING,2010,236140.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2010,602140.000
SR,TAMILNADU,TRACTION,2010,92000.000
SR,TAMILNADU,AGRICULTURE,2011,7997780.000
SR,TAMILNADU,COMMERCIAL,2011,5160850.000
SR,TAMILNADU,RESIDENTIAL,2011,17610030.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2011,7137550.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2011,8666560.000
SR,TAMILNADU,MISCELLANEOUS,2011,41080.000
SR,TAMILNADU,PUBLIC LIGHTING,2011,71530.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2011,635350.000
SR,TAMILNADU,TRACTION,2011,92000.000
SR,TAMILNADU,AGRICULTURE,2012,8266840.000
SR,TAMILNADU,COMMERCIAL,2012,5625190.000
SR,TAMILNADU,RESIDENTIAL,2012,18622910.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2012,7532419.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2012,9424743.000
SR,TAMILNADU,MISCELLANEOUS,2012,8300070.000
SR,TAMILNADU,PUBLIC LIGHTING,2012,265870.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2012,726210.000
SR,TAMILNADU,TRACTION,2012,92000.000
SR,TAMILNADU,AGRICULTURE,2013,8282130.000
SR,TAMILNADU,COMMERCIAL,2013,6253160.000
SR,TAMILNADU,RESIDENTIAL,2013,20111500.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2013,7532419.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2013,9424743.000
SR,TAMILNADU,MISCELLANEOUS,2013,9628491.000
SR,TAMILNADU,PUBLIC LIGHTING,2013,272000.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2013,786808.000
SR,TAMILNADU,TRACTION,2013,92000.000
SR,TAMILNADU,AGRICULTURE,2014,8418220.000
SR,TAMILNADU,COMMERCIAL,2014,7350440.000
SR,TAMILNADU,RESIDENTIAL,2014,22255310.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2014,7532419.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2014,9841830.000
SR,TAMILNADU,MISCELLANEOUS,2014,9485200.000
SR,TAMILNADU,PUBLIC LIGHTING,2014,300070.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2014,743890.000
SR,TAMILNADU,TRACTION,2014,92000.000
SR,TAMILNADU,AGRICULTURE,2015,8418960.000
SR,TAMILNADU,COMMERCIAL,2015,7700400.000
SR,TAMILNADU,RESIDENTIAL,2015,23550130.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2015,4437634.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2015,5798196.000
SR,TAMILNADU,MISCELLANEOUS,2015,9821200.000
SR,TAMILNADU,PUBLIC LIGHTING,2015,323801.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2015,802719.000
SR,TAMILNADU,TRACTION,2015,95000.000
SR,TAMILNADU,AGRICULTURE,2016,8493500.000
SR,TAMILNADU,COMMERCIAL,2016,9892494.000
SR,TAMILNADU,RESIDENTIAL,2016,27081518.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2016,6474000.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2016,10468684.000
SR,TAMILNADU,MISCELLANEOUS,2016,956414.000
SR,TAMILNADU,PUBLIC LIGHTING,2016,609562.000
SR,TAMILNADU,PUBLIC WATER WORKS AND SEWAGE,2016,1511138.000
SR,TAMILNADU,TRACTION,2016,294000.000
SR,TAMILNADU,AGRICULTURE,2017,8657730.000
SR,TAMILNADU,COMMERCIAL,2017,9913982.000
SR,TAMILNADU,RESIDENTIAL,2017,28126554.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2017,6518730.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2017,11006187.000
SR,TAMILNADU,MISCELLANEOUS,2017,1924328.000
SR,TAMILNADU,PUBLIC LIGHTING,2017,1858050.000
SR,TAMILNADU,TRACTION,2017,307400.000
SR,TAMILNADU,AGRICULTURE,2017,2072753.000
SR,TAMILNADU,COMMERCIAL,2017,2879384.000
SR,TAMILNADU,RESIDENTIAL,2017,20793780.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2017,5457.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2017,622007.000
SR,TAMILNADU,MISCELLANEOUS,2017,441475.000
SR,TAMILNADU,PUBLIC LIGHTING,2017,690752.000
SR,TAMILNADU,TRACTION,2017,30.000
SR,TAMILNADU,AGRICULTURE,2018,8839911.000
SR,TAMILNADU,COMMERCIAL,2018,10598097.000
SR,TAMILNADU,RESIDENTIAL,2018,29970073.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2018,6091479.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2018,11581964.000
SR,TAMILNADU,MISCELLANEOUS,2018,1866587.000
SR,TAMILNADU,PUBLIC LIGHTING,2018,2065051.000
SR,TAMILNADU,TRACTION,2018,284310.000
SR,TAMILNADU,AGRICULTURE,2018,2103352.000
SR,TAMILNADU,COMMERCIAL,2018,3003007.000
SR,TAMILNADU,RESIDENTIAL,2018,21454779.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2018,5735.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2018,652139.000
SR,TAMILNADU,MISCELLANEOUS,2018,462628.000
SR,TAMILNADU,PUBLIC LIGHTING,2018,706460.000
SR,TAMILNADU,TRACTION,2018,31.000
SR,TAMILNADU,AGRICULTURE,2019,10615886.000
SR,TAMILNADU,COMMERCIAL,2019,11643327.000
SR,TAMILNADU,RESIDENTIAL,2019,31559971.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2019,7170700.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2019,12227760.000
SR,TAMILNADU,MISCELLANEOUS,2019,2186444.000
SR,TAMILNADU,PUBLIC LIGHTING,2019,2266653.000
SR,TAMILNADU,TRACTION,2019,340500.000
SR,TAMILNADU,AGRICULTURE,2019,2117440.000
SR,TAMILNADU,COMMERCIAL,2019,3117970.000
SR,TAMILNADU,RESIDENTIAL,2019,22159615.000
SR,TAMILNADU,INDUSTRIAL (HIGH VOLTAGE),2019,6139.000
SR,TAMILNADU,INDUSTRIAL (LOW & MED VOLTAGE),2019,679742.000
SR,TAMILNADU,MISCELLANEOUS,2019,528915.000
SR,TAMILNADU,PUBLIC LIGHTING,2019,721513.000
SR,TAMILNADU,TRACTION,2019,33.000
NR,DELHI,AGRICULTURE,2006,72780.000
NR,DELHI,COMMERCIAL,2006,2254083.000
NR,DELHI,RESIDENTIAL,2006,4689023.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2006,1706477.000
NR,DELHI,MISCELLANEOUS,2006,26000.000
NR,DELHI,PUBLIC LIGHTING,2006,18163.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2006,126046.000
NR,DELHI,TRACTION,2006,71489.000
NR,DELHI,AGRICULTURE,2007,74281.000
NR,DELHI,COMMERCIAL,2007,2589274.000
NR,DELHI,RESIDENTIAL,2007,4941959.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2007,78964.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2007,1776043.000
NR,DELHI,PUBLIC LIGHTING,2007,15163.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2007,80654.000
NR,DELHI,TRACTION,2007,95189.000
NR,DELHI,AGRICULTURE,2008,74281.000
NR,DELHI,COMMERCIAL,2008,2589274.000
NR,DELHI,RESIDENTIAL,2008,4941959.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2008,78964.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2008,1776043.000
NR,DELHI,PUBLIC LIGHTING,2008,15163.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2008,80654.000
NR,DELHI,TRACTION,2008,95189.000
NR,DELHI,AGRICULTURE,2009,61704.000
NR,DELHI,COMMERCIAL,2009,3275739.000
NR,DELHI,RESIDENTIAL,2009,5988879.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2009,116000.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2009,2572382.000
NR,DELHI,MISCELLANEOUS,2009,65000.000
NR,DELHI,PUBLIC LIGHTING,2009,19880.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2009,79086.000
NR,DELHI,TRACTION,2009,78850.000
NR,DELHI,AGRICULTURE,2010,66864.000
NR,DELHI,COMMERCIAL,2010,3524957.000
NR,DELHI,RESIDENTIAL,2010,5656322.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2010,76875.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2010,2631374.000
NR,DELHI,MISCELLANEOUS,2010,187538.000
NR,DELHI,PUBLIC LIGHTING,2010,19659.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2010,82168.000
NR,DELHI,TRACTION,2010,99025.000
NR,DELHI,AGRICULTURE,2011,67425.000
NR,DELHI,COMMERCIAL,2011,3740266.000
NR,DELHI,RESIDENTIAL,2011,7782233.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2011,76875.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2011,2441855.000
NR,DELHI,MISCELLANEOUS,2011,135468.000
NR,DELHI,PUBLIC LIGHTING,2011,19726.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2011,130922.000
NR,DELHI,TRACTION,2011,108212.000
NR,DELHI,AGRICULTURE,2012,39794.000
NR,DELHI,COMMERCIAL,2012,6402792.000
NR,DELHI,RESIDENTIAL,2012,8677876.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2012,82372.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2012,1825808.000
NR,DELHI,MISCELLANEOUS,2012,166497.000
NR,DELHI,PUBLIC LIGHTING,2012,110054.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2012,110094.000
NR,DELHI,TRACTION,2012,109700.000
NR,DELHI,AGRICULTURE,2013,39829.000
NR,DELHI,COMMERCIAL,2013,7410929.000
NR,DELHI,RESIDENTIAL,2013,10684760.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2013,82294.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2013,1825912.000
NR,DELHI,MISCELLANEOUS,2013,164862.000
NR,DELHI,PUBLIC LIGHTING,2013,128640.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2013,180530.000
NR,DELHI,TRACTION,2013,85250.000
NR,DELHI,AGRICULTURE,2014,42513.000
NR,DELHI,COMMERCIAL,2014,6001193.000
NR,DELHI,RESIDENTIAL,2014,12751108.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2014,102538.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2014,1928036.000
NR,DELHI,MISCELLANEOUS,2014,185283.000
NR,DELHI,PUBLIC LIGHTING,2014,152840.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2014,277790.000
NR,DELHI,TRACTION,2014,103550.000
NR,DELHI,AGRICULTURE,2015,46012.000
NR,DELHI,COMMERCIAL,2015,5664864.000
NR,DELHI,RESIDENTIAL,2015,13535650.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2015,20315.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2015,1874490.000
NR,DELHI,MISCELLANEOUS,2015,105034.000
NR,DELHI,PUBLIC LIGHTING,2015,190108.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2015,276605.000
NR,DELHI,TRACTION,2015,106250.000
NR,DELHI,AGRICULTURE,2016,49083.000
NR,DELHI,COMMERCIAL,2016,5971644.000
NR,DELHI,RESIDENTIAL,2016,14773718.000
NR,DELHI,INDUSTRIAL (HIGH VOLTAGE),2016,19963.000
NR,DELHI,INDUSTRIAL (LOW & MED VOLTAGE),2016,1896042.000
NR,DELHI,MISCELLANEOUS,2016,57030.000
NR,DELHI,PUBLIC LIGHTING,2016,195757.000
NR,DELHI,PUBLIC WATER WORKS AND SEWAGE,2016,277204.000
NR,DELHI,TRACTION,2016,111500.000
NR,DELHI,AGRICULTURE,2017,44000.000
NR,DELHI,COMMERCIAL,2017,5904105.000
NR,DELHI,RESIDENTIAL,2017,13997409.000
