observationAbout,observationDate,value,variableMeasured,observationPeriod,unit
dcid:country/FRO,2007-11,5.07696,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/FRO,2007-12,5.1199,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/FRO,2007,5.4437,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1Y,DKK
dcid:country/FJI,2007,1.61041,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1Y,FJD
dcid:country/FJI,2007-01,1.67692,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-02,1.67795,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-03,1.66354,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-04,1.61909,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-05,1.6237,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-06,1.60556,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-07,1.57185,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-08,1.61774,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-09,1.61021,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-10,1.55459,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-11,1.54511,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007-12,1.55869,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1M,FJD
dcid:country/FJI,2007,1.61041,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_FJD,P1Y,FJD
dcid:country/FIN,2007,0.72967,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/FIN,2007-01,0.76931,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-02,0.76487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-03,0.75518,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-04,0.73986,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-05,0.74012,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-06,0.74524,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-07,0.7291,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-08,0.73408,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-09,0.71961,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-10,0.70287,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-11,0.68103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007-12,0.68632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FIN,2007,0.72967,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/FRA,2007,0.72967,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/FRA,2007-01,0.76931,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-02,0.76487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-03,0.75518,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-04,0.73986,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-05,0.74012,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-06,0.74524,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-07,0.7291,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-08,0.73408,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-09,0.71961,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-10,0.70287,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-11,0.68103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007-12,0.68632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/FRA,2007,0.72967,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/GUF,2007,0.72967,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/GUF,2007-01,0.76931,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-02,0.76487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-03,0.75518,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-04,0.73986,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-05,0.74012,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-06,0.74524,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-07,0.7291,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-08,0.73408,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-09,0.71961,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-10,0.70287,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-11,0.68103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007-12,0.68632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GUF,2007,0.72967,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/PYF,2007,87.07305,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1Y,XPF
dcid:country/PYF,2007-01,91.80325,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-02,91.27266,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-03,90.117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-04,88.28818,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-05,88.31981,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-06,88.93026,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-07,87.00442,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-08,87.59911,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-09,85.87208,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-10,83.8741,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-11,81.26849,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007-12,81.90026,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1M,XPF
dcid:country/PYF,2007,87.07305,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XPF,P1Y,XPF
dcid:country/ATF,2007,0.72967,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/ATF,2007-01,0.76931,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-02,0.76487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-03,0.75518,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-04,0.73986,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-05,0.74012,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-06,0.74524,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-07,0.7291,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-08,0.73408,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-09,0.71961,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-10,0.70287,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-11,0.68103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007-12,0.68632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/ATF,2007,0.72967,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/GAB,2007,478.63372,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/GAB,2007,478.63372,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/GMB,2007,24.87343,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1Y,GMD
dcid:country/GMB,2007-01,27.9667,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-02,27.9018,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-03,27.7031,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-04,27.5502,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-05,27.3359,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-06,26.8122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-07,25.9002,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-08,24.1629,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-09,20.8103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-10,19.1534,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-11,20.9465,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007-12,22.238,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1M,GMD
dcid:country/GMB,2007,24.87343,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GMD,P1Y,GMD
dcid:country/GEO,2007,1.67049,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1Y,GEL
dcid:country/GEO,2007-01,1.7147,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-02,1.7141,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-03,1.7056,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-04,1.6942,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-05,1.6841,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-06,1.6745,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-07,1.6673,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-08,1.6646,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-09,1.6606,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-10,1.6431,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-11,1.6223,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007-12,1.6008,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1M,GEL
dcid:country/GEO,2007,1.67049,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GEL,P1Y,GEL
dcid:country/DEU,2007,0.72967,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/DEU,2007-01,0.76931,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-02,0.76487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-03,0.75518,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-04,0.73986,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-05,0.74012,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-06,0.74524,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-07,0.7291,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-08,0.73408,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-09,0.71961,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-10,0.70287,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-11,0.68103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007-12,0.68632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/DEU,2007,0.72967,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/GHA,2007,9326.19195,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHC,P1Y,GHC
dcid:country/GHA,2007-01,0.92116,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-02,0.92239,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-03,0.92459,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-04,0.92554,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-05,0.92557,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-06,0.92638,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-07,0.927,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-08,0.9298,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-09,0.9354,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-10,0.9419,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-11,0.9526,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007-12,0.9591,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1M,GHS
dcid:country/GHA,2007,0.93262,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GHS,P1Y,GHS
dcid:country/GIB,2007,0.49977,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1Y,GIP
dcid:country/GIB,2007-01,0.5104,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-02,0.51103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-03,0.51356,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-04,0.50254,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-05,0.50414,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-06,0.50362,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-07,0.49184,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-08,0.49768,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-09,0.4959,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-10,0.48943,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-11,0.48292,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007-12,0.4942,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1M,GIP
dcid:country/GIB,2007,0.49977,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GIP,P1Y,GIP
dcid:country/GRC,2007,0.72967,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/GRC,2007-01,0.76931,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-02,0.76487,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-03,0.75518,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-04,0.73986,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-05,0.74012,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-06,0.74524,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-07,0.7291,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-08,0.73408,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-09,0.71961,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-10,0.70287,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-11,0.68103,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007-12,0.68632,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1M,EUR
dcid:country/GRC,2007,0.72967,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_EUR,P1Y,EUR
dcid:country/GRL,2007,5.4437,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1Y,DKK
dcid:country/GRL,2007-01,5.7347,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-02,5.7016,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-03,5.62589,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-04,5.5111,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-05,5.51244,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-06,5.55083,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-07,5.4254,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-08,5.46403,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-09,5.36252,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-10,5.23904,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-11,5.07696,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007-12,5.1199,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1M,DKK
dcid:country/GRL,2007,5.4437,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_DKK,P1Y,DKK
dcid:country/GRD,2007,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1Y,XCD
dcid:country/GRD,2007-01,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/GRD,2007-02,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
dcid:country/GRD,2007-03,2.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XCD,P1M,XCD
