Detail Data For Saubhagya Monthly Data Having Year : ALL
.
State,District,YearValue,MonthValue,Electrified_Households
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,4,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,5,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,6,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,7,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,8,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,9,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,10,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,11,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2018,12,217
ARUNACHAL PRADESH,DIBANG VALLEY ,2019,1,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2019,2,0
ARUNACHAL PRADESH,DIBANG VALLEY ,2019,3,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2017,10,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2017,11,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2017,12,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,1,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,2,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,3,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,4,1
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,5,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,6,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,7,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,8,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,9,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,10,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,11,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2018,12,2720
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2019,1,67
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2019,2,0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY ,2019,3,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2017,10,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2017,11,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2017,12,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,1,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,2,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,3,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,4,430
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,5,46
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,6,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,7,510
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,8,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,9,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,10,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,11,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2018,12,6851
ARUNACHAL PRADESH,LOHIT_NAMSAI,2019,1,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2019,2,0
ARUNACHAL PRADESH,LOHIT_NAMSAI,2019,3,0
ARUNACHAL PRADESH,ANJAW,2017,10,0
ARUNACHAL PRADESH,ANJAW,2017,11,0
ARUNACHAL PRADESH,ANJAW,2017,12,0
ARUNACHAL PRADESH,ANJAW,2018,1,0
ARUNACHAL PRADESH,ANJAW,2018,2,0
ARUNACHAL PRADESH,ANJAW,2018,3,0
ARUNACHAL PRADESH,ANJAW,2018,4,0
ARUNACHAL PRADESH,ANJAW,2018,5,0
ARUNACHAL PRADESH,ANJAW,2018,6,0
ARUNACHAL PRADESH,ANJAW,2018,7,0
ARUNACHAL PRADESH,ANJAW,2018,8,0
ARUNACHAL PRADESH,ANJAW,2018,9,0
ARUNACHAL PRADESH,ANJAW,2018,10,0
ARUNACHAL PRADESH,ANJAW,2018,11,0
ARUNACHAL PRADESH,ANJAW,2018,12,684
ARUNACHAL PRADESH,ANJAW,2019,1,0
ARUNACHAL PRADESH,ANJAW,2019,2,0
ARUNACHAL PRADESH,ANJAW,2019,3,0
ASSAM,KOKRAJHAR,2017,10,0
ASSAM,KOKRAJHAR,2017,11,0
ASSAM,KOKRAJHAR,2017,12,0
ASSAM,KOKRAJHAR,2018,1,0
ASSAM,KOKRAJHAR,2018,2,0
ASSAM,KOKRAJHAR,2018,3,368
ASSAM,KOKRAJHAR,2018,4,812
ASSAM,KOKRAJHAR,2018,5,3601
ASSAM,KOKRAJHAR,2018,6,1393
ASSAM,KOKRAJHAR,2018,7,1415
ASSAM,KOKRAJHAR,2018,8,4246
ASSAM,KOKRAJHAR,2018,9,2613
ASSAM,KOKRAJHAR,2018,10,4378
ASSAM,KOKRAJHAR,2018,11,7677
ASSAM,KOKRAJHAR,2018,12,17279
ASSAM,KOKRAJHAR,2019,1,13381
ASSAM,KOKRAJHAR,2019,2,1761
ASSAM,KOKRAJHAR,2019,3,2045
ASSAM,DHUBRI,2017,10,0
ASSAM,DHUBRI,2017,11,0
ASSAM,DHUBRI,2017,12,0
ASSAM,DHUBRI,2018,1,0
ASSAM,DHUBRI,2018,2,0
ASSAM,DHUBRI,2018,3,9437
ASSAM,DHUBRI,2018,4,4754
ASSAM,DHUBRI,2018,5,338
ASSAM,DHUBRI,2018,6,413
ASSAM,DHUBRI,2018,7,3660
ASSAM,DHUBRI,2018,8,9923
ASSAM,DHUBRI,2018,9,2909
ASSAM,DHUBRI,2018,10,4311
ASSAM,DHUBRI,2018,11,16273
ASSAM,DHUBRI,2018,12,30895
ASSAM,DHUBRI,2019,1,32201
ASSAM,DHUBRI,2019,2,6964
ASSAM,DHUBRI,2019,3,5240
ASSAM,GOALPARA,2017,10,0
ASSAM,GOALPARA,2017,11,0
ASSAM,GOALPARA,2017,12,0
ASSAM,GOALPARA,2018,1,0
ASSAM,GOALPARA,2018,2,0
ASSAM,GOALPARA,2018,3,299
ASSAM,GOALPARA,2018,4,2090
ASSAM,GOALPARA,2018,5,818
ASSAM,GOALPARA,2018,6,1114
ASSAM,GOALPARA,2018,7,4752
ASSAM,GOALPARA,2018,8,8712
ASSAM,GOALPARA,2018,9,6514
ASSAM,GOALPARA,2018,10,12676
ASSAM,GOALPARA,2018,11,17353
ASSAM,GOALPARA,2018,12,17385
ASSAM,GOALPARA,2019,1,15453
ASSAM,GOALPARA,2019,2,3660
ASSAM,GOALPARA,2019,3,7008
ASSAM,BARPETA,2017,10,409
ASSAM,BARPETA,2017,11,0
ASSAM,BARPETA,2017,12,330
ASSAM,BARPETA,2018,1,0
ASSAM,BARPETA,2018,2,0
ASSAM,BARPETA,2018,3,11011
ASSAM,BARPETA,2018,4,11391
ASSAM,BARPETA,2018,5,9132
ASSAM,BARPETA,2018,6,336
ASSAM,BARPETA,2018,7,8279
ASSAM,BARPETA,2018,8,11036
ASSAM,BARPETA,2018,9,5577
ASSAM,BARPETA,2018,10,5922
ASSAM,BARPETA,2018,11,11895
ASSAM,BARPETA,2018,12,20075
ASSAM,BARPETA,2019,1,9183
ASSAM,BARPETA,2019,2,3357
ASSAM,BARPETA,2019,3,6378
ASSAM,MARIGAON,2017,10,0
ASSAM,MARIGAON,2017,11,0
ASSAM,MARIGAON,2017,12,0
ASSAM,MARIGAON,2018,1,0
ASSAM,MARIGAON,2018,2,0
ASSAM,MARIGAON,2018,3,204
ASSAM,MARIGAON,2018,4,567
ASSAM,MARIGAON,2018,5,1326
ASSAM,MARIGAON,2018,6,784
ASSAM,MARIGAON,2018,7,829
ASSAM,MARIGAON,2018,8,2826
ASSAM,MARIGAON,2018,9,2919
ASSAM,MARIGAON,2018,10,5268
ASSAM,MARIGAON,2018,11,8048
ASSAM,MARIGAON,2018,12,19077
ASSAM,MARIGAON,2019,1,5109
ASSAM,MARIGAON,2019,2,428
ASSAM,MARIGAON,2019,3,449
ASSAM,NAGAON,2017,10,451
ASSAM,NAGAON,2017,11,2880
ASSAM,NAGAON,2017,12,2013
ASSAM,NAGAON,2018,1,0
ASSAM,NAGAON,2018,2,0
ASSAM,NAGAON,2018,3,5264
ASSAM,NAGAON,2018,4,7597
ASSAM,NAGAON,2018,5,2740
ASSAM,NAGAON,2018,6,293
ASSAM,NAGAON,2018,7,2200
ASSAM,NAGAON,2018,8,1183
ASSAM,NAGAON,2018,9,1467
ASSAM,NAGAON,2018,10,7092
ASSAM,NAGAON,2018,11,13115
ASSAM,NAGAON,2018,12,24744
ASSAM,NAGAON,2019,1,21737
ASSAM,NAGAON,2019,2,2881
ASSAM,NAGAON,2019,3,2795
ASSAM,SONITPUR,2017,10,220
ASSAM,SONITPUR,2017,11,979
ASSAM,SONITPUR,2017,12,0
ASSAM,SONITPUR,2018,1,0
ASSAM,SONITPUR,2018,2,0
ASSAM,SONITPUR,2018,3,4087
ASSAM,SONITPUR,2018,4,5007
ASSAM,SONITPUR,2018,5,2278
ASSAM,SONITPUR,2018,6,522
ASSAM,SONITPUR,2018,7,1372
ASSAM,SONITPUR,2018,8,1841
ASSAM,SONITPUR,2018,9,5225
ASSAM,SONITPUR,2018,10,3634
ASSAM,SONITPUR,2018,11,8442
ASSAM,SONITPUR,2018,12,15024
ASSAM,SONITPUR,2019,1,14614
ASSAM,SONITPUR,2019,2,3923
ASSAM,SONITPUR,2019,3,5150
ASSAM,LAKHIMPUR,2017,10,136
ASSAM,LAKHIMPUR,2017,11,0
ASSAM,LAKHIMPUR,2017,12,0
ASSAM,LAKHIMPUR,2018,1,0
ASSAM,LAKHIMPUR,2018,2,0
ASSAM,LAKHIMPUR,2018,3,956
ASSAM,LAKHIMPUR,2018,4,2736
ASSAM,LAKHIMPUR,2018,5,7445
ASSAM,LAKHIMPUR,2018,6,1249
ASSAM,LAKHIMPUR,2018,7,321
ASSAM,LAKHIMPUR,2018,8,2678
ASSAM,LAKHIMPUR,2018,9,4380
ASSAM,LAKHIMPUR,2018,10,7801
ASSAM,LAKHIMPUR,2018,11,9009
ASSAM,LAKHIMPUR,2018,12,13211
ASSAM,LAKHIMPUR,2019,1,14349
ASSAM,LAKHIMPUR,2019,2,3122
ASSAM,LAKHIMPUR,2019,3,2353
ASSAM,DHEMAJI,2017,10,275
ASSAM,DHEMAJI,2017,11,0
ASSAM,DHEMAJI,2017,12,0
ASSAM,DHEMAJI,2018,1,0
ASSAM,DHEMAJI,2018,2,0
ASSAM,DHEMAJI,2018,3,3250
ASSAM,DHEMAJI,2018,4,2364
ASSAM,DHEMAJI,2018,5,7052
ASSAM,DHEMAJI,2018,6,807
ASSAM,DHEMAJI,2018,7,479
ASSAM,DHEMAJI,2018,8,2524
ASSAM,DHEMAJI,2018,9,3119
ASSAM,DHEMAJI,2018,10,5547
ASSAM,DHEMAJI,2018,11,6202
ASSAM,DHEMAJI,2018,12,9514
ASSAM,DHEMAJI,2019,1,9609
ASSAM,DHEMAJI,2019,2,4190
ASSAM,DHEMAJI,2019,3,7367
ASSAM,TINSUKIA,2017,10,1658
ASSAM,TINSUKIA,2017,11,2207
ASSAM,TINSUKIA,2017,12,368
ASSAM,TINSUKIA,2018,1,0
ASSAM,TINSUKIA,2018,2,0
ASSAM,TINSUKIA,2018,3,12480
ASSAM,TINSUKIA,2018,4,6558
ASSAM,TINSUKIA,2018,5,2941
ASSAM,TINSUKIA,2018,6,681
ASSAM,TINSUKIA,2018,7,2036
ASSAM,TINSUKIA,2018,8,10234
ASSAM,TINSUKIA,2018,9,6190
ASSAM,TINSUKIA,2018,10,4717
ASSAM,TINSUKIA,2018,11,3747
ASSAM,TINSUKIA,2018,12,12568
ASSAM,TINSUKIA,2019,1,12205
ASSAM,TINSUKIA,2019,2,4808
ASSAM,TINSUKIA,2019,3,3428
ASSAM,DIBRUGARH,2017,10,0
ASSAM,DIBRUGARH,2017,11,0
ASSAM,DIBRUGARH,2017,12,0
ASSAM,DIBRUGARH,2018,1,0
ASSAM,DIBRUGARH,2018,2,0
ASSAM,DIBRUGARH,2018,3,107
ASSAM,DIBRUGARH,2018,4,878
ASSAM,DIBRUGARH,2018,5,1786
ASSAM,DIBRUGARH,2018,6,436
ASSAM,DIBRUGARH,2018,7,562
ASSAM,DIBRUGARH,2018,8,2905
ASSAM,DIBRUGARH,2018,9,3705
ASSAM,DIBRUGARH,2018,10,5913
ASSAM,DIBRUGARH,2018,11,7824
ASSAM,DIBRUGARH,2018,12,24133
ASSAM,DIBRUGARH,2019,1,9091
ASSAM,DIBRUGARH,2019,2,3002
ASSAM,DIBRUGARH,2019,3,3723
ASSAM,SIBSAGAR,2017,10,659
ASSAM,SIBSAGAR,2017,11,0
ASSAM,SIBSAGAR,2017,12,0
ASSAM,SIBSAGAR,2018,1,0
ASSAM,SIBSAGAR,2018,2,0
ASSAM,SIBSAGAR,2018,3,12272
ASSAM,SIBSAGAR,2018,4,3366
ASSAM,SIBSAGAR,2018,5,1951
ASSAM,SIBSAGAR,2018,6,210
ASSAM,SIBSAGAR,2018,7,381
ASSAM,SIBSAGAR,2018,8,1596
ASSAM,SIBSAGAR,2018,9,3496
ASSAM,SIBSAGAR,2018,10,3455
ASSAM,SIBSAGAR,2018,11,3052
ASSAM,SIBSAGAR,2018,12,10441
ASSAM,SIBSAGAR,2019,1,9314
ASSAM,SIBSAGAR,2019,2,2756
ASSAM,SIBSAGAR,2019,3,3528
ASSAM,JORHAT,2017,10,0
ASSAM,JORHAT,2017,11,344
ASSAM,JORHAT,2017,12,0
ASSAM,JORHAT,2018,1,0
ASSAM,JORHAT,2018,2,0
ASSAM,JORHAT,2018,3,93
ASSAM,JORHAT,2018,4,825
ASSAM,JORHAT,2018,5,3534
ASSAM,JORHAT,2018,6,1172
ASSAM,JORHAT,2018,7,189
ASSAM,JORHAT,2018,8,2290
ASSAM,JORHAT,2018,9,3214
ASSAM,JORHAT,2018,10,2921
ASSAM,JORHAT,2018,11,3405
ASSAM,JORHAT,2018,12,9720
ASSAM,JORHAT,2019,1,10959
ASSAM,JORHAT,2019,2,1261
ASSAM,JORHAT,2019,3,1359
ASSAM,GOLAGHAT,2017,10,0
ASSAM,GOLAGHAT,2017,11,0
ASSAM,GOLAGHAT,2017,12,0
ASSAM,GOLAGHAT,2018,1,0
ASSAM,GOLAGHAT,2018,2,0
ASSAM,GOLAGHAT,2018,3,18
ASSAM,GOLAGHAT,2018,4,537
ASSAM,GOLAGHAT,2018,5,2149
ASSAM,GOLAGHAT,2018,6,1344
ASSAM,GOLAGHAT,2018,7,1294
ASSAM,GOLAGHAT,2018,8,954
ASSAM,GOLAGHAT,2018,9,2913
ASSAM,GOLAGHAT,2018,10,3151
ASSAM,GOLAGHAT,2018,11,3637
ASSAM,GOLAGHAT,2018,12,7645
ASSAM,GOLAGHAT,2019,1,14336
ASSAM,GOLAGHAT,2019,2,1839
ASSAM,GOLAGHAT,2019,3,1570
ASSAM,KARBI ANGLONG,2017,10,0
ASSAM,KARBI ANGLONG,2017,11,0
ASSAM,KARBI ANGLONG,2017,12,0
ASSAM,KARBI ANGLONG,2018,1,0
ASSAM,KARBI ANGLONG,2018,2,0
ASSAM,KARBI ANGLONG,2018,3,33
ASSAM,KARBI ANGLONG,2018,4,2872
ASSAM,KARBI ANGLONG,2018,5,6249
ASSAM,KARBI ANGLONG,2018,6,3538
ASSAM,KARBI ANGLONG,2018,7,2522
ASSAM,KARBI ANGLONG,2018,8,2350
ASSAM,KARBI ANGLONG,2018,9,2676
ASSAM,KARBI ANGLONG,2018,10,2871
ASSAM,KARBI ANGLONG,2018,11,6001
ASSAM,KARBI ANGLONG,2018,12,14307
ASSAM,KARBI ANGLONG,2019,1,11223
ASSAM,KARBI ANGLONG,2019,2,2882
ASSAM,KARBI ANGLONG,2019,3,8592
ASSAM,DIMA HASAO,2017,10,0
ASSAM,DIMA HASAO,2017,11,0
ASSAM,DIMA HASAO,2017,12,0
ASSAM,DIMA HASAO,2018,1,0
ASSAM,DIMA HASAO,2018,2,0
ASSAM,DIMA HASAO,2018,3,186
ASSAM,DIMA HASAO,2018,4,2006
ASSAM,DIMA HASAO,2018,5,2535
ASSAM,DIMA HASAO,2018,6,271
ASSAM,DIMA HASAO,2018,7,569
ASSAM,DIMA HASAO,2018,8,417
ASSAM,DIMA HASAO,2018,9,660
ASSAM,DIMA HASAO,2018,10,1273
ASSAM,DIMA HASAO,2018,11,3541
ASSAM,DIMA HASAO,2018,12,3460
ASSAM,DIMA HASAO,2019,1,2557
ASSAM,DIMA HASAO,2019,2,893
ASSAM,DIMA HASAO,2019,3,703
ASSAM,CACHAR,2017,10,0
ASSAM,CACHAR,2017,11,0
ASSAM,CACHAR,2017,12,0
ASSAM,CACHAR,2018,1,0
ASSAM,CACHAR,2018,2,0
ASSAM,CACHAR,2018,3,4579
ASSAM,CACHAR,2018,4,3839
ASSAM,CACHAR,2018,5,2092
ASSAM,CACHAR,2018,6,396
ASSAM,CACHAR,2018,7,3809
ASSAM,CACHAR,2018,8,4423
ASSAM,CACHAR,2018,9,10473
ASSAM,CACHAR,2018,10,10853
ASSAM,CACHAR,2018,11,14461
ASSAM,CACHAR,2018,12,18482
ASSAM,CACHAR,2019,1,11975
ASSAM,CACHAR,2019,2,2143
ASSAM,CACHAR,2019,3,2071
ASSAM,KARIMGANJ,2017,10,0
ASSAM,KARIMGANJ,2017,11,0
ASSAM,KARIMGANJ,2017,12,0
ASSAM,KARIMGANJ,2018,1,0
ASSAM,KARIMGANJ,2018,2,0
ASSAM,KARIMGANJ,2018,3,482
ASSAM,KARIMGANJ,2018,4,2024
ASSAM,KARIMGANJ,2018,5,1709
ASSAM,KARIMGANJ,2018,6,472
ASSAM,KARIMGANJ,2018,7,1033
ASSAM,KARIMGANJ,2018,8,3674
ASSAM,KARIMGANJ,2018,9,5398
ASSAM,KARIMGANJ,2018,10,7301
ASSAM,KARIMGANJ,2018,11,7067
ASSAM,KARIMGANJ,2018,12,11035
ASSAM,KARIMGANJ,2019,1,15620
ASSAM,KARIMGANJ,2019,2,1039
ASSAM,KARIMGANJ,2019,3,1439
ASSAM,HAILAKANDI,2017,10,0
ASSAM,HAILAKANDI,2017,11,0
ASSAM,HAILAKANDI,2017,12,0
ASSAM,HAILAKANDI,2018,1,0
ASSAM,HAILAKANDI,2018,2,0
ASSAM,HAILAKANDI,2018,3,437
ASSAM,HAILAKANDI,2018,4,2102
ASSAM,HAILAKANDI,2018,5,2004
ASSAM,HAILAKANDI,2018,6,836
ASSAM,HAILAKANDI,2018,7,1946
ASSAM,HAILAKANDI,2018,8,5308
ASSAM,HAILAKANDI,2018,9,4414
ASSAM,HAILAKANDI,2018,10,11440
ASSAM,HAILAKANDI,2018,11,8785
ASSAM,HAILAKANDI,2018,12,11833
ASSAM,HAILAKANDI,2019,1,11358
ASSAM,HAILAKANDI,2019,2,337
ASSAM,HAILAKANDI,2019,3,583
ASSAM,BONGAIGAON,2017,10,83
ASSAM,BONGAIGAON,2017,11,0
ASSAM,BONGAIGAON,2017,12,0
ASSAM,BONGAIGAON,2018,1,0
ASSAM,BONGAIGAON,2018,2,0
ASSAM,BONGAIGAON,2018,3,238
ASSAM,BONGAIGAON,2018,4,450
ASSAM,BONGAIGAON,2018,5,35
ASSAM,BONGAIGAON,2018,6,297
ASSAM,BONGAIGAON,2018,7,163
ASSAM,BONGAIGAON,2018,8,1004
ASSAM,BONGAIGAON,2018,9,1513
ASSAM,BONGAIGAON,2018,10,5587
ASSAM,BONGAIGAON,2018,11,6484
ASSAM,BONGAIGAON,2018,12,5526
ASSAM,BONGAIGAON,2019,1,7757
ASSAM,BONGAIGAON,2019,2,848
ASSAM,BONGAIGAON,2019,3,1793
ASSAM,CHIRANG,2017,10,0
ASSAM,CHIRANG,2017,11,0
ASSAM,CHIRANG,2017,12,0
ASSAM,CHIRANG,2018,1,0
ASSAM,CHIRANG,2018,2,0
ASSAM,CHIRANG,2018,3,481
ASSAM,CHIRANG,2018,4,690
ASSAM,CHIRANG,2018,5,636
ASSAM,CHIRANG,2018,6,726
ASSAM,CHIRANG,2018,7,395
ASSAM,CHIRANG,2018,8,520
ASSAM,CHIRANG,2018,9,1208
ASSAM,CHIRANG,2018,10,2840
ASSAM,CHIRANG,2018,11,10869
ASSAM,CHIRANG,2018,12,13619
ASSAM,CHIRANG,2019,1,6604
ASSAM,CHIRANG,2019,2,580
ASSAM,CHIRANG,2019,3,461
ASSAM,KAMRUP,2017,10,0
ASSAM,KAMRUP,2017,11,0
ASSAM,KAMRUP,2017,12,0
ASSAM,KAMRUP,2018,1,0
ASSAM,KAMRUP,2018,2,0
ASSAM,KAMRUP,2018,3,106
ASSAM,KAMRUP,2018,4,3405
ASSAM,KAMRUP,2018,5,5466
ASSAM,KAMRUP,2018,6,2137
ASSAM,KAMRUP,2018,7,1439
ASSAM,KAMRUP,2018,8,2768
ASSAM,KAMRUP,2018,9,1443
ASSAM,KAMRUP,2018,10,3504
ASSAM,KAMRUP,2018,11,9611
ASSAM,KAMRUP,2018,12,22890
ASSAM,KAMRUP,2019,1,16040
ASSAM,KAMRUP,2019,2,1448
ASSAM,KAMRUP,2019,3,4803
ASSAM,KAMRUP METROPOLITAN,2017,10,0
ASSAM,KAMRUP METROPOLITAN,2017,11,0
ASSAM,KAMRUP METROPOLITAN,2017,12,0
ASSAM,KAMRUP METROPOLITAN,2018,1,0
ASSAM,KAMRUP METROPOLITAN,2018,2,0
ASSAM,KAMRUP METROPOLITAN,2018,3,401
ASSAM,KAMRUP METROPOLITAN,2018,4,930
ASSAM,KAMRUP METROPOLITAN,2018,5,430
ASSAM,KAMRUP METROPOLITAN,2018,6,69
ASSAM,KAMRUP METROPOLITAN,2018,7,674
ASSAM,KAMRUP METROPOLITAN,2018,8,877
ASSAM,KAMRUP METROPOLITAN,2018,9,2322
ASSAM,KAMRUP METROPOLITAN,2018,10,2208
ASSAM,KAMRUP METROPOLITAN,2018,11,96
ASSAM,KAMRUP METROPOLITAN,2018,12,449
ASSAM,KAMRUP METROPOLITAN,2019,1,135
ASSAM,KAMRUP METROPOLITAN,2019,2,48
ASSAM,KAMRUP METROPOLITAN,2019,3,29
ASSAM,NALBARI,2017,10,124
ASSAM,NALBARI,2017,11,0
ASSAM,NALBARI,2017,12,0
ASSAM,NALBARI,2018,1,0
ASSAM,NALBARI,2018,2,0
ASSAM,NALBARI,2018,3,11684
ASSAM,NALBARI,2018,4,424
ASSAM,NALBARI,2018,5,583
ASSAM,NALBARI,2018,6,123
ASSAM,NALBARI,2018,7,347
ASSAM,NALBARI,2018,8,1291
ASSAM,NALBARI,2018,9,3754
ASSAM,NALBARI,2018,10,2919
ASSAM,NALBARI,2018,11,4888
ASSAM,NALBARI,2018,12,10800
ASSAM,NALBARI,2019,1,2357
ASSAM,NALBARI,2019,2,153
ASSAM,NALBARI,2019,3,2114
ASSAM,BAKSA,2017,10,626
ASSAM,BAKSA,2017,11,0
ASSAM,BAKSA,2017,12,0
ASSAM,BAKSA,2018,1,0
ASSAM,BAKSA,2018,2,0
ASSAM,BAKSA,2018,3,17426
ASSAM,BAKSA,2018,4,1160
ASSAM,BAKSA,2018,5,4084
ASSAM,BAKSA,2018,6,1481
ASSAM,BAKSA,2018,7,3762
ASSAM,BAKSA,2018,8,7691
ASSAM,BAKSA,2018,9,5641
ASSAM,BAKSA,2018,10,7252
ASSAM,BAKSA,2018,11,5736
ASSAM,BAKSA,2018,12,11772
ASSAM,BAKSA,2019,1,7628
ASSAM,BAKSA,2019,2,2102
ASSAM,BAKSA,2019,3,1662
ASSAM,DARRANG,2017,10,1050
ASSAM,DARRANG,2017,11,0
ASSAM,DARRANG,2017,12,0
ASSAM,DARRANG,2018,1,0
ASSAM,DARRANG,2018,2,0
ASSAM,DARRANG,2018,3,0
ASSAM,DARRANG,2018,4,5864
ASSAM,DARRANG,2018,5,9972
ASSAM,DARRANG,2018,6,1190
ASSAM,DARRANG,2018,7,14985
ASSAM,DARRANG,2018,8,8646
ASSAM,DARRANG,2018,9,6907
ASSAM,DARRANG,2018,10,6583
ASSAM,DARRANG,2018,11,3377
ASSAM,DARRANG,2018,12,6121
ASSAM,DARRANG,2019,1,4405
ASSAM,DARRANG,2019,2,463
ASSAM,DARRANG,2019,3,2442
ASSAM,UDALGURI,2017,10,0
ASSAM,UDALGURI,2017,11,0
ASSAM,UDALGURI,2017,12,0
ASSAM,UDALGURI,2018,1,0
ASSAM,UDALGURI,2018,2,0
ASSAM,UDALGURI,2018,3,125
ASSAM,UDALGURI,2018,4,1676
ASSAM,UDALGURI,2018,5,4198
ASSAM,UDALGURI,2018,6,2165
ASSAM,UDALGURI,2018,7,9486
ASSAM,UDALGURI,2018,8,10957
ASSAM,UDALGURI,2018,9,7204
ASSAM,UDALGURI,2018,10,9673
ASSAM,UDALGURI,2018,11,6511
ASSAM,UDALGURI,2018,12,7008
ASSAM,UDALGURI,2019,1,3286
ASSAM,UDALGURI,2019,2,183
ASSAM,UDALGURI,2019,3,372
BIHAR,PASHCHIM CHAMPARAN,2017,10,504
BIHAR,PASHCHIM CHAMPARAN,2017,11,484
BIHAR,PASHCHIM CHAMPARAN,2017,12,233
BIHAR,PASHCHIM CHAMPARAN,2018,1,1471
BIHAR,PASHCHIM CHAMPARAN,2018,2,2037
BIHAR,PASHCHIM CHAMPARAN,2018,3,1816
BIHAR,PASHCHIM CHAMPARAN,2018,4,22911
BIHAR,PASHCHIM CHAMPARAN,2018,5,14808
BIHAR,PASHCHIM CHAMPARAN,2018,6,28733
BIHAR,PASHCHIM CHAMPARAN,2018,7,5643
BIHAR,PASHCHIM CHAMPARAN,2018,8,17739
BIHAR,PASHCHIM CHAMPARAN,2018,9,7028
BIHAR,PASHCHIM CHAMPARAN,2018,10,20723
BIHAR,PASHCHIM CHAMPARAN,2018,11,0
BIHAR,PASHCHIM CHAMPARAN,2018,12,0
BIHAR,PASHCHIM CHAMPARAN,2019,1,0
BIHAR,PASHCHIM CHAMPARAN,2019,2,0
BIHAR,PASHCHIM CHAMPARAN,2019,3,0
BIHAR,PURBA CHAMPARAN,2017,10,1670
BIHAR,PURBA CHAMPARAN,2017,11,2748
BIHAR,PURBA CHAMPARAN,2017,12,524
BIHAR,PURBA CHAMPARAN,2018,1,3321
BIHAR,PURBA CHAMPARAN,2018,2,2859
BIHAR,PURBA CHAMPARAN,2018,3,3125
BIHAR,PURBA CHAMPARAN,2018,4,3617
BIHAR,PURBA CHAMPARAN,2018,5,31124
BIHAR,PURBA CHAMPARAN,2018,6,50044
BIHAR,PURBA CHAMPARAN,2018,7,4757
BIHAR,PURBA CHAMPARAN,2018,8,19061
BIHAR,PURBA CHAMPARAN,2018,9,20874
BIHAR,PURBA CHAMPARAN,2018,10,45788
BIHAR,PURBA CHAMPARAN,2018,11,0
BIHAR,PURBA CHAMPARAN,2018,12,0
BIHAR,PURBA CHAMPARAN,2019,1,0
BIHAR,PURBA CHAMPARAN,2019,2,0
BIHAR,PURBA CHAMPARAN,2019,3,0
BIHAR,SHEOHAR,2017,10,74
BIHAR,SHEOHAR,2017,11,246
BIHAR,SHEOHAR,2017,12,29
BIHAR,SHEOHAR,2018,1,202
BIHAR,SHEOHAR,2018,2,106
BIHAR,SHEOHAR,2018,3,118
BIHAR,SHEOHAR,2018,4,25
BIHAR,SHEOHAR,2018,5,780
BIHAR,SHEOHAR,2018,6,503
BIHAR,SHEOHAR,2018,7,964
BIHAR,SHEOHAR,2018,8,3110
BIHAR,SHEOHAR,2018,9,458
BIHAR,SHEOHAR,2018,10,4877
