Detail Data For Saubhagya Monthly Data Having Year : ALL
.
State,District,YearValue,MonthValue,Electrified_Households
MADHYA PRADESH,BURHANPUR,2017,10,0
MADHYA PRADESH,BURHANPUR,2017,11,0
MADHYA PRADESH,BURHANPUR,2017,12,0
MADHYA PRADESH,BURHANPUR,2018,1,396
MADHYA PRADESH,BURHANPUR,2018,2,1247
MADHYA PRADESH,BURHANPUR,2018,3,2222
MADHYA PRADESH,BURHANPUR,2018,4,969
MADHYA PRADESH,BURHANPUR,2018,5,1726
MADHYA PRADESH,BURHANPUR,2018,6,2513
MADHYA PRADESH,BURHANPUR,2018,7,386
MADHYA PRADESH,BURHANPUR,2018,8,638
MADHYA PRADESH,BURHANPUR,2018,9,0
MADHYA PRADESH,BURHANPUR,2018,10,0
MADHYA PRADESH,BURHANPUR,2018,11,0
MADHYA PRADESH,BURHANPUR,2018,12,0
MADHYA PRADESH,BURHANPUR,2019,1,0
MADHYA PRADESH,BURHANPUR,2019,2,0
MADHYA PRADESH,BURHANPUR,2019,3,0
MADHYA PRADESH,AGAR MALWA,2017,10,0
MADHYA PRADESH,AGAR MALWA,2017,11,0
MADHYA PRADESH,AGAR MALWA,2017,12,0
MADHYA PRADESH,AGAR MALWA,2018,1,1699
MADHYA PRADESH,AGAR MALWA,2018,2,2989
MADHYA PRADESH,AGAR MALWA,2018,3,7649
MADHYA PRADESH,AGAR MALWA,2018,4,7
MADHYA PRADESH,AGAR MALWA,2018,5,2
MADHYA PRADESH,AGAR MALWA,2018,6,16
MADHYA PRADESH,AGAR MALWA,2018,7,0
MADHYA PRADESH,AGAR MALWA,2018,8,0
MADHYA PRADESH,AGAR MALWA,2018,9,0
MADHYA PRADESH,AGAR MALWA,2018,10,0
MADHYA PRADESH,AGAR MALWA,2018,11,0
MADHYA PRADESH,AGAR MALWA,2018,12,0
MADHYA PRADESH,AGAR MALWA,2019,1,0
MADHYA PRADESH,AGAR MALWA,2019,2,0
MADHYA PRADESH,AGAR MALWA,2019,3,0
MAHARASHTRA,NANDURBAR,2017,10,0
MAHARASHTRA,NANDURBAR,2017,11,0
MAHARASHTRA,NANDURBAR,2017,12,30
MAHARASHTRA,NANDURBAR,2018,1,363
MAHARASHTRA,NANDURBAR,2018,2,286
MAHARASHTRA,NANDURBAR,2018,3,850
MAHARASHTRA,NANDURBAR,2018,4,1710
MAHARASHTRA,NANDURBAR,2018,5,620
MAHARASHTRA,NANDURBAR,2018,6,1837
MAHARASHTRA,NANDURBAR,2018,7,9953
MAHARASHTRA,NANDURBAR,2018,8,10961
MAHARASHTRA,NANDURBAR,2018,9,7157
MAHARASHTRA,NANDURBAR,2018,10,12557
MAHARASHTRA,NANDURBAR,2018,11,14130
MAHARASHTRA,NANDURBAR,2018,12,14416
MAHARASHTRA,NANDURBAR,2019,1,8593
MAHARASHTRA,NANDURBAR,2019,2,2830
MAHARASHTRA,NANDURBAR,2019,3,19090
MAHARASHTRA,DHULE,2017,10,27
MAHARASHTRA,DHULE,2017,11,0
MAHARASHTRA,DHULE,2017,12,0
MAHARASHTRA,DHULE,2018,1,0
MAHARASHTRA,DHULE,2018,2,146
MAHARASHTRA,DHULE,2018,3,1133
MAHARASHTRA,DHULE,2018,4,606
MAHARASHTRA,DHULE,2018,5,1903
MAHARASHTRA,DHULE,2018,6,1437
MAHARASHTRA,DHULE,2018,7,1700
MAHARASHTRA,DHULE,2018,8,1697
MAHARASHTRA,DHULE,2018,9,1241
MAHARASHTRA,DHULE,2018,10,3187
MAHARASHTRA,DHULE,2018,11,7592
MAHARASHTRA,DHULE,2018,12,5129
MAHARASHTRA,DHULE,2019,1,3603
MAHARASHTRA,DHULE,2019,2,2468
MAHARASHTRA,DHULE,2019,3,5954
MAHARASHTRA,JALGAON,2017,10,0
MAHARASHTRA,JALGAON,2017,11,0
MAHARASHTRA,JALGAON,2017,12,157
MAHARASHTRA,JALGAON,2018,1,1104
MAHARASHTRA,JALGAON,2018,2,1064
MAHARASHTRA,JALGAON,2018,3,1838
MAHARASHTRA,JALGAON,2018,4,1852
MAHARASHTRA,JALGAON,2018,5,1363
MAHARASHTRA,JALGAON,2018,6,2253
MAHARASHTRA,JALGAON,2018,7,6394
MAHARASHTRA,JALGAON,2018,8,3470
MAHARASHTRA,JALGAON,2018,9,1932
MAHARASHTRA,JALGAON,2018,10,8246
MAHARASHTRA,JALGAON,2018,11,9437
MAHARASHTRA,JALGAON,2018,12,20247
MAHARASHTRA,JALGAON,2019,1,11401
MAHARASHTRA,JALGAON,2019,2,4853
MAHARASHTRA,JALGAON,2019,3,7006
MAHARASHTRA,BULDANA,2017,10,0
MAHARASHTRA,BULDANA,2017,11,0
MAHARASHTRA,BULDANA,2017,12,21
MAHARASHTRA,BULDANA,2018,1,538
MAHARASHTRA,BULDANA,2018,2,663
MAHARASHTRA,BULDANA,2018,3,745
MAHARASHTRA,BULDANA,2018,4,1372
MAHARASHTRA,BULDANA,2018,5,3301
MAHARASHTRA,BULDANA,2018,6,700
MAHARASHTRA,BULDANA,2018,7,1921
MAHARASHTRA,BULDANA,2018,8,700
MAHARASHTRA,BULDANA,2018,9,1082
MAHARASHTRA,BULDANA,2018,10,1458
MAHARASHTRA,BULDANA,2018,11,1017
MAHARASHTRA,BULDANA,2018,12,1270
MAHARASHTRA,BULDANA,2019,1,1584
MAHARASHTRA,BULDANA,2019,2,1453
MAHARASHTRA,BULDANA,2019,3,972
MAHARASHTRA,AKOLA,2017,10,224
MAHARASHTRA,AKOLA,2017,11,659
MAHARASHTRA,AKOLA,2017,12,6
MAHARASHTRA,AKOLA,2018,1,323
MAHARASHTRA,AKOLA,2018,2,1644
MAHARASHTRA,AKOLA,2018,3,1834
MAHARASHTRA,AKOLA,2018,4,1179
MAHARASHTRA,AKOLA,2018,5,828
MAHARASHTRA,AKOLA,2018,6,841
MAHARASHTRA,AKOLA,2018,7,1248
MAHARASHTRA,AKOLA,2018,8,780
MAHARASHTRA,AKOLA,2018,9,564
MAHARASHTRA,AKOLA,2018,10,911
MAHARASHTRA,AKOLA,2018,11,896
MAHARASHTRA,AKOLA,2018,12,761
MAHARASHTRA,AKOLA,2019,1,1822
MAHARASHTRA,AKOLA,2019,2,1014
MAHARASHTRA,AKOLA,2019,3,766
MAHARASHTRA,WASHIM,2017,10,0
MAHARASHTRA,WASHIM,2017,11,0
MAHARASHTRA,WASHIM,2017,12,54
MAHARASHTRA,WASHIM,2018,1,422
MAHARASHTRA,WASHIM,2018,2,481
MAHARASHTRA,WASHIM,2018,3,1084
MAHARASHTRA,WASHIM,2018,4,957
MAHARASHTRA,WASHIM,2018,5,528
MAHARASHTRA,WASHIM,2018,6,878
MAHARASHTRA,WASHIM,2018,7,873
MAHARASHTRA,WASHIM,2018,8,684
MAHARASHTRA,WASHIM,2018,9,515
MAHARASHTRA,WASHIM,2018,10,737
MAHARASHTRA,WASHIM,2018,11,384
MAHARASHTRA,WASHIM,2018,12,281
MAHARASHTRA,WASHIM,2019,1,711
MAHARASHTRA,WASHIM,2019,2,556
MAHARASHTRA,WASHIM,2019,3,393
MAHARASHTRA,AMRAVATI,2017,10,2154
MAHARASHTRA,AMRAVATI,2017,11,1850
MAHARASHTRA,AMRAVATI,2017,12,49
MAHARASHTRA,AMRAVATI,2018,1,789
MAHARASHTRA,AMRAVATI,2018,2,1251
MAHARASHTRA,AMRAVATI,2018,3,1887
MAHARASHTRA,AMRAVATI,2018,4,2515
MAHARASHTRA,AMRAVATI,2018,5,3122
MAHARASHTRA,AMRAVATI,2018,6,1260
MAHARASHTRA,AMRAVATI,2018,7,1774
MAHARASHTRA,AMRAVATI,2018,8,2227
MAHARASHTRA,AMRAVATI,2018,9,1600
MAHARASHTRA,AMRAVATI,2018,10,2070
MAHARASHTRA,AMRAVATI,2018,11,2289
MAHARASHTRA,AMRAVATI,2018,12,2483
MAHARASHTRA,AMRAVATI,2019,1,2709
MAHARASHTRA,AMRAVATI,2019,2,3486
MAHARASHTRA,AMRAVATI,2019,3,3160
MAHARASHTRA,WARDHA,2017,10,0
MAHARASHTRA,WARDHA,2017,11,2693
MAHARASHTRA,WARDHA,2017,12,820
MAHARASHTRA,WARDHA,2018,1,736
MAHARASHTRA,WARDHA,2018,2,585
MAHARASHTRA,WARDHA,2018,3,1666
MAHARASHTRA,WARDHA,2018,4,909
MAHARASHTRA,WARDHA,2018,5,636
MAHARASHTRA,WARDHA,2018,6,1103
MAHARASHTRA,WARDHA,2018,7,721
MAHARASHTRA,WARDHA,2018,8,466
MAHARASHTRA,WARDHA,2018,9,407
MAHARASHTRA,WARDHA,2018,10,1032
MAHARASHTRA,WARDHA,2018,11,958
MAHARASHTRA,WARDHA,2018,12,1040
MAHARASHTRA,WARDHA,2019,1,965
MAHARASHTRA,WARDHA,2019,2,1016
MAHARASHTRA,WARDHA,2019,3,861
MAHARASHTRA,NAGPUR,2017,10,0
MAHARASHTRA,NAGPUR,2017,11,6730
MAHARASHTRA,NAGPUR,2017,12,1009
MAHARASHTRA,NAGPUR,2018,1,1414
MAHARASHTRA,NAGPUR,2018,2,1280
MAHARASHTRA,NAGPUR,2018,3,2118
MAHARASHTRA,NAGPUR,2018,4,5142
MAHARASHTRA,NAGPUR,2018,5,2879
MAHARASHTRA,NAGPUR,2018,6,3021
MAHARASHTRA,NAGPUR,2018,7,2346
MAHARASHTRA,NAGPUR,2018,8,2072
MAHARASHTRA,NAGPUR,2018,9,1043
MAHARASHTRA,NAGPUR,2018,10,3471
MAHARASHTRA,NAGPUR,2018,11,2454
MAHARASHTRA,NAGPUR,2018,12,3145
MAHARASHTRA,NAGPUR,2019,1,2385
MAHARASHTRA,NAGPUR,2019,2,2309
MAHARASHTRA,NAGPUR,2019,3,2114
MAHARASHTRA,BHANDARA,2017,10,173
MAHARASHTRA,BHANDARA,2017,11,302
MAHARASHTRA,BHANDARA,2017,12,62
MAHARASHTRA,BHANDARA,2018,1,501
MAHARASHTRA,BHANDARA,2018,2,942
MAHARASHTRA,BHANDARA,2018,3,1534
MAHARASHTRA,BHANDARA,2018,4,1310
MAHARASHTRA,BHANDARA,2018,5,1039
MAHARASHTRA,BHANDARA,2018,6,1026
MAHARASHTRA,BHANDARA,2018,7,1307
MAHARASHTRA,BHANDARA,2018,8,1160
MAHARASHTRA,BHANDARA,2018,9,568
MAHARASHTRA,BHANDARA,2018,10,1875
MAHARASHTRA,BHANDARA,2018,11,1516
MAHARASHTRA,BHANDARA,2018,12,1207
MAHARASHTRA,BHANDARA,2019,1,1007
MAHARASHTRA,BHANDARA,2019,2,792
MAHARASHTRA,BHANDARA,2019,3,821
MAHARASHTRA,GONDIYA,2017,10,790
MAHARASHTRA,GONDIYA,2017,11,563
MAHARASHTRA,GONDIYA,2017,12,250
MAHARASHTRA,GONDIYA,2018,1,299
MAHARASHTRA,GONDIYA,2018,2,341
MAHARASHTRA,GONDIYA,2018,3,2017
MAHARASHTRA,GONDIYA,2018,4,724
MAHARASHTRA,GONDIYA,2018,5,846
MAHARASHTRA,GONDIYA,2018,6,1254
MAHARASHTRA,GONDIYA,2018,7,2436
MAHARASHTRA,GONDIYA,2018,8,2108
MAHARASHTRA,GONDIYA,2018,9,579
MAHARASHTRA,GONDIYA,2018,10,1044
MAHARASHTRA,GONDIYA,2018,11,1389
MAHARASHTRA,GONDIYA,2018,12,1176
MAHARASHTRA,GONDIYA,2019,1,1415
MAHARASHTRA,GONDIYA,2019,2,982
MAHARASHTRA,GONDIYA,2019,3,1212
MAHARASHTRA,GADCHIROLI,2017,10,320
MAHARASHTRA,GADCHIROLI,2017,11,1727
MAHARASHTRA,GADCHIROLI,2017,12,1
MAHARASHTRA,GADCHIROLI,2018,1,101
MAHARASHTRA,GADCHIROLI,2018,2,302
MAHARASHTRA,GADCHIROLI,2018,3,2184
MAHARASHTRA,GADCHIROLI,2018,4,1431
MAHARASHTRA,GADCHIROLI,2018,5,960
MAHARASHTRA,GADCHIROLI,2018,6,1770
MAHARASHTRA,GADCHIROLI,2018,7,1829
MAHARASHTRA,GADCHIROLI,2018,8,2864
MAHARASHTRA,GADCHIROLI,2018,9,1057
MAHARASHTRA,GADCHIROLI,2018,10,10447
MAHARASHTRA,GADCHIROLI,2018,11,2442
MAHARASHTRA,GADCHIROLI,2018,12,4157
MAHARASHTRA,GADCHIROLI,2019,1,2862
MAHARASHTRA,GADCHIROLI,2019,2,1382
MAHARASHTRA,GADCHIROLI,2019,3,2113
MAHARASHTRA,CHANDRAPUR,2017,10,145
MAHARASHTRA,CHANDRAPUR,2017,11,695
MAHARASHTRA,CHANDRAPUR,2017,12,63
MAHARASHTRA,CHANDRAPUR,2018,1,542
MAHARASHTRA,CHANDRAPUR,2018,2,734
MAHARASHTRA,CHANDRAPUR,2018,3,2382
MAHARASHTRA,CHANDRAPUR,2018,4,1663
MAHARASHTRA,CHANDRAPUR,2018,5,1192
MAHARASHTRA,CHANDRAPUR,2018,6,1322
MAHARASHTRA,CHANDRAPUR,2018,7,579
MAHARASHTRA,CHANDRAPUR,2018,8,1337
MAHARASHTRA,CHANDRAPUR,2018,9,534
MAHARASHTRA,CHANDRAPUR,2018,10,2259
MAHARASHTRA,CHANDRAPUR,2018,11,1561
MAHARASHTRA,CHANDRAPUR,2018,12,1201
MAHARASHTRA,CHANDRAPUR,2019,1,1439
MAHARASHTRA,CHANDRAPUR,2019,2,1757
MAHARASHTRA,CHANDRAPUR,2019,3,1186
MAHARASHTRA,YAVATMAL,2017,10,0
MAHARASHTRA,YAVATMAL,2017,11,594
MAHARASHTRA,YAVATMAL,2017,12,0
MAHARASHTRA,YAVATMAL,2018,1,0
MAHARASHTRA,YAVATMAL,2018,2,159
MAHARASHTRA,YAVATMAL,2018,3,2692
MAHARASHTRA,YAVATMAL,2018,4,2476
MAHARASHTRA,YAVATMAL,2018,5,1503
MAHARASHTRA,YAVATMAL,2018,6,1087
MAHARASHTRA,YAVATMAL,2018,7,1253
MAHARASHTRA,YAVATMAL,2018,8,2284
MAHARASHTRA,YAVATMAL,2018,9,1638
MAHARASHTRA,YAVATMAL,2018,10,1338
MAHARASHTRA,YAVATMAL,2018,11,2701
MAHARASHTRA,YAVATMAL,2018,12,1557
MAHARASHTRA,YAVATMAL,2019,1,2849
MAHARASHTRA,YAVATMAL,2019,2,3374
MAHARASHTRA,YAVATMAL,2019,3,2288
MAHARASHTRA,NANDED,2017,10,72
MAHARASHTRA,NANDED,2017,11,0
MAHARASHTRA,NANDED,2017,12,7
MAHARASHTRA,NANDED,2018,1,327
MAHARASHTRA,NANDED,2018,2,688
MAHARASHTRA,NANDED,2018,3,1255
MAHARASHTRA,NANDED,2018,4,1814
MAHARASHTRA,NANDED,2018,5,4150
MAHARASHTRA,NANDED,2018,6,2431
MAHARASHTRA,NANDED,2018,7,2383
MAHARASHTRA,NANDED,2018,8,2947
MAHARASHTRA,NANDED,2018,9,979
MAHARASHTRA,NANDED,2018,10,9794
MAHARASHTRA,NANDED,2018,11,1444
MAHARASHTRA,NANDED,2018,12,458
MAHARASHTRA,NANDED,2019,1,3473
MAHARASHTRA,NANDED,2019,2,2784
MAHARASHTRA,NANDED,2019,3,3187
MAHARASHTRA,HINGOLI,2017,10,0
MAHARASHTRA,HINGOLI,2017,11,196
MAHARASHTRA,HINGOLI,2017,12,23
MAHARASHTRA,HINGOLI,2018,1,941
MAHARASHTRA,HINGOLI,2018,2,470
MAHARASHTRA,HINGOLI,2018,3,395
MAHARASHTRA,HINGOLI,2018,4,1101
MAHARASHTRA,HINGOLI,2018,5,875
MAHARASHTRA,HINGOLI,2018,6,488
MAHARASHTRA,HINGOLI,2018,7,1241
MAHARASHTRA,HINGOLI,2018,8,3761
MAHARASHTRA,HINGOLI,2018,9,1646
MAHARASHTRA,HINGOLI,2018,10,1618
MAHARASHTRA,HINGOLI,2018,11,4089
MAHARASHTRA,HINGOLI,2018,12,10851
MAHARASHTRA,HINGOLI,2019,1,12026
MAHARASHTRA,HINGOLI,2019,2,1647
MAHARASHTRA,HINGOLI,2019,3,3280
MAHARASHTRA,PARBHANI,2017,10,0
MAHARASHTRA,PARBHANI,2017,11,0
MAHARASHTRA,PARBHANI,2017,12,54
MAHARASHTRA,PARBHANI,2018,1,505
MAHARASHTRA,PARBHANI,2018,2,347
MAHARASHTRA,PARBHANI,2018,3,325
MAHARASHTRA,PARBHANI,2018,4,449
MAHARASHTRA,PARBHANI,2018,5,732
MAHARASHTRA,PARBHANI,2018,6,838
MAHARASHTRA,PARBHANI,2018,7,1511
MAHARASHTRA,PARBHANI,2018,8,2466
MAHARASHTRA,PARBHANI,2018,9,1097
MAHARASHTRA,PARBHANI,2018,10,1314
MAHARASHTRA,PARBHANI,2018,11,464
MAHARASHTRA,PARBHANI,2018,12,256
MAHARASHTRA,PARBHANI,2019,1,997
MAHARASHTRA,PARBHANI,2019,2,1208
MAHARASHTRA,PARBHANI,2019,3,2115
MAHARASHTRA,JALNA,2017,10,0
MAHARASHTRA,JALNA,2017,11,413
MAHARASHTRA,JALNA,2017,12,247
MAHARASHTRA,JALNA,2018,1,503
MAHARASHTRA,JALNA,2018,2,492
MAHARASHTRA,JALNA,2018,3,915
MAHARASHTRA,JALNA,2018,4,1160
MAHARASHTRA,JALNA,2018,5,908
MAHARASHTRA,JALNA,2018,6,3278
MAHARASHTRA,JALNA,2018,7,2589
MAHARASHTRA,JALNA,2018,8,2982
MAHARASHTRA,JALNA,2018,9,1827
MAHARASHTRA,JALNA,2018,10,2555
MAHARASHTRA,JALNA,2018,11,1204
MAHARASHTRA,JALNA,2018,12,1642
MAHARASHTRA,JALNA,2019,1,4186
MAHARASHTRA,JALNA,2019,2,1661
MAHARASHTRA,JALNA,2019,3,2239
MAHARASHTRA,AURANGABAD,2017,10,0
MAHARASHTRA,AURANGABAD,2017,11,643
MAHARASHTRA,AURANGABAD,2017,12,335
MAHARASHTRA,AURANGABAD,2018,1,750
MAHARASHTRA,AURANGABAD,2018,2,1021
MAHARASHTRA,AURANGABAD,2018,3,1566
MAHARASHTRA,AURANGABAD,2018,4,3830
MAHARASHTRA,AURANGABAD,2018,5,3169
MAHARASHTRA,AURANGABAD,2018,6,4893
MAHARASHTRA,AURANGABAD,2018,7,5510
MAHARASHTRA,AURANGABAD,2018,8,5505
MAHARASHTRA,AURANGABAD,2018,9,2126
MAHARASHTRA,AURANGABAD,2018,10,4478
MAHARASHTRA,AURANGABAD,2018,11,4089
MAHARASHTRA,AURANGABAD,2018,12,4360
MAHARASHTRA,AURANGABAD,2019,1,4748
MAHARASHTRA,AURANGABAD,2019,2,2915
MAHARASHTRA,AURANGABAD,2019,3,2986
MAHARASHTRA,NASHIK,2017,10,494
MAHARASHTRA,NASHIK,2017,11,2467
MAHARASHTRA,NASHIK,2017,12,389
MAHARASHTRA,NASHIK,2018,1,2118
MAHARASHTRA,NASHIK,2018,2,4345
MAHARASHTRA,NASHIK,2018,3,6638
MAHARASHTRA,NASHIK,2018,4,3790
MAHARASHTRA,NASHIK,2018,5,4447
MAHARASHTRA,NASHIK,2018,6,3702
MAHARASHTRA,NASHIK,2018,7,2757
MAHARASHTRA,NASHIK,2018,8,3277
MAHARASHTRA,NASHIK,2018,9,3603
MAHARASHTRA,NASHIK,2018,10,5727
MAHARASHTRA,NASHIK,2018,11,9181
MAHARASHTRA,NASHIK,2018,12,8671
MAHARASHTRA,NASHIK,2019,1,10749
MAHARASHTRA,NASHIK,2019,2,9900
MAHARASHTRA,NASHIK,2019,3,14512
MAHARASHTRA,THANE,2017,10,1611
MAHARASHTRA,THANE,2017,11,0
MAHARASHTRA,THANE,2017,12,498
MAHARASHTRA,THANE,2018,1,1970
MAHARASHTRA,THANE,2018,2,2769
MAHARASHTRA,THANE,2018,3,8029
MAHARASHTRA,THANE,2018,4,13820
MAHARASHTRA,THANE,2018,5,8419
MAHARASHTRA,THANE,2018,6,8742
MAHARASHTRA,THANE,2018,7,6173
MAHARASHTRA,THANE,2018,8,5092
MAHARASHTRA,THANE,2018,9,2866
MAHARASHTRA,THANE,2018,10,12741
MAHARASHTRA,THANE,2018,11,17632
MAHARASHTRA,THANE,2018,12,26851
MAHARASHTRA,THANE,2019,1,34118
MAHARASHTRA,THANE,2019,2,27309
MAHARASHTRA,THANE,2019,3,28571
MAHARASHTRA,MUMBAI,2017,10,0
MAHARASHTRA,MUMBAI,2017,11,0
MAHARASHTRA,MUMBAI,2017,12,0
MAHARASHTRA,MUMBAI,2018,1,0
MAHARASHTRA,MUMBAI,2018,2,0
MAHARASHTRA,MUMBAI,2018,3,0
MAHARASHTRA,MUMBAI,2018,4,650
MAHARASHTRA,MUMBAI,2018,5,710
MAHARASHTRA,MUMBAI,2018,6,431
MAHARASHTRA,MUMBAI,2018,7,415
MAHARASHTRA,MUMBAI,2018,8,386
MAHARASHTRA,MUMBAI,2018,9,237
MAHARASHTRA,MUMBAI,2018,10,743
MAHARASHTRA,MUMBAI,2018,11,1123
MAHARASHTRA,MUMBAI,2018,12,764
MAHARASHTRA,MUMBAI,2019,1,543
MAHARASHTRA,MUMBAI,2019,2,1246
MAHARASHTRA,MUMBAI,2019,3,937
MAHARASHTRA,RAIGARH,2017,10,2451
MAHARASHTRA,RAIGARH,2017,11,308
MAHARASHTRA,RAIGARH,2017,12,718
MAHARASHTRA,RAIGARH,2018,1,3358
MAHARASHTRA,RAIGARH,2018,2,2579
MAHARASHTRA,RAIGARH,2018,3,4806
MAHARASHTRA,RAIGARH,2018,4,4372
MAHARASHTRA,RAIGARH,2018,5,2531
MAHARASHTRA,RAIGARH,2018,6,2568
MAHARASHTRA,RAIGARH,2018,7,2167
MAHARASHTRA,RAIGARH,2018,8,1994
MAHARASHTRA,RAIGARH,2018,9,1278
MAHARASHTRA,RAIGARH,2018,10,3568
MAHARASHTRA,RAIGARH,2018,11,4576
MAHARASHTRA,RAIGARH,2018,12,5424
MAHARASHTRA,RAIGARH,2019,1,9739
MAHARASHTRA,RAIGARH,2019,2,5516
MAHARASHTRA,RAIGARH,2019,3,3715
MAHARASHTRA,PUNE,2017,10,0
MAHARASHTRA,PUNE,2017,11,0
MAHARASHTRA,PUNE,2017,12,847
MAHARASHTRA,PUNE,2018,1,3017
MAHARASHTRA,PUNE,2018,2,9026
MAHARASHTRA,PUNE,2018,3,10764
MAHARASHTRA,PUNE,2018,4,14160
MAHARASHTRA,PUNE,2018,5,15496
MAHARASHTRA,PUNE,2018,6,14622
MAHARASHTRA,PUNE,2018,7,5215
MAHARASHTRA,PUNE,2018,8,6867
MAHARASHTRA,PUNE,2018,9,4068
MAHARASHTRA,PUNE,2018,10,19836
MAHARASHTRA,PUNE,2018,11,24537
MAHARASHTRA,PUNE,2018,12,19809
MAHARASHTRA,PUNE,2019,1,17310
MAHARASHTRA,PUNE,2019,2,18216
MAHARASHTRA,PUNE,2019,3,13576
MAHARASHTRA,AHMADNAGAR,2017,10,27
MAHARASHTRA,AHMADNAGAR,2017,11,10
MAHARASHTRA,AHMADNAGAR,2017,12,290
MAHARASHTRA,AHMADNAGAR,2018,1,1704
MAHARASHTRA,AHMADNAGAR,2018,2,1292
MAHARASHTRA,AHMADNAGAR,2018,3,2143
MAHARASHTRA,AHMADNAGAR,2018,4,2459
MAHARASHTRA,AHMADNAGAR,2018,5,1216
MAHARASHTRA,AHMADNAGAR,2018,6,1812
MAHARASHTRA,AHMADNAGAR,2018,7,2260
MAHARASHTRA,AHMADNAGAR,2018,8,2436
MAHARASHTRA,AHMADNAGAR,2018,9,3611
MAHARASHTRA,AHMADNAGAR,2018,10,12060
MAHARASHTRA,AHMADNAGAR,2018,11,3835
MAHARASHTRA,AHMADNAGAR,2018,12,2118
MAHARASHTRA,AHMADNAGAR,2019,1,3037
MAHARASHTRA,AHMADNAGAR,2019,2,4129
MAHARASHTRA,AHMADNAGAR,2019,3,2534
MAHARASHTRA,BEED,2017,10,905
MAHARASHTRA,BEED,2017,11,250
MAHARASHTRA,BEED,2017,12,449
MAHARASHTRA,BEED,2018,1,239
MAHARASHTRA,BEED,2018,2,310
MAHARASHTRA,BEED,2018,3,396
MAHARASHTRA,BEED,2018,4,1008
MAHARASHTRA,BEED,2018,5,1032
MAHARASHTRA,BEED,2018,6,959
MAHARASHTRA,BEED,2018,7,1542
MAHARASHTRA,BEED,2018,8,1994
MAHARASHTRA,BEED,2018,9,534
MAHARASHTRA,BEED,2018,10,1245
MAHARASHTRA,BEED,2018,11,1107
MAHARASHTRA,BEED,2018,12,1151
MAHARASHTRA,BEED,2019,1,1599
MAHARASHTRA,BEED,2019,2,4454
MAHARASHTRA,BEED,2019,3,3511
MAHARASHTRA,LATUR,2017,10,0
MAHARASHTRA,LATUR,2017,11,2402
MAHARASHTRA,LATUR,2017,12,49
MAHARASHTRA,LATUR,2018,1,510
MAHARASHTRA,LATUR,2018,2,533
MAHARASHTRA,LATUR,2018,3,702
MAHARASHTRA,LATUR,2018,4,1047
MAHARASHTRA,LATUR,2018,5,1620
MAHARASHTRA,LATUR,2018,6,968
MAHARASHTRA,LATUR,2018,7,1444
MAHARASHTRA,LATUR,2018,8,2738
MAHARASHTRA,LATUR,2018,9,1642
MAHARASHTRA,LATUR,2018,10,3223
MAHARASHTRA,LATUR,2018,11,6374
MAHARASHTRA,LATUR,2018,12,4492
MAHARASHTRA,LATUR,2019,1,2301
MAHARASHTRA,LATUR,2019,2,2003
MAHARASHTRA,LATUR,2019,3,1189
MAHARASHTRA,OSMANABAD,2017,10,0
MAHARASHTRA,OSMANABAD,2017,11,0
MAHARASHTRA,OSMANABAD,2017,12,9
MAHARASHTRA,OSMANABAD,2018,1,121
MAHARASHTRA,OSMANABAD,2018,2,152
MAHARASHTRA,OSMANABAD,2018,3,291
MAHARASHTRA,OSMANABAD,2018,4,451
MAHARASHTRA,OSMANABAD,2018,5,473
MAHARASHTRA,OSMANABAD,2018,6,563
MAHARASHTRA,OSMANABAD,2018,7,4958
MAHARASHTRA,OSMANABAD,2018,8,1046
MAHARASHTRA,OSMANABAD,2018,9,458
MAHARASHTRA,OSMANABAD,2018,10,536
MAHARASHTRA,OSMANABAD,2018,11,1358
MAHARASHTRA,OSMANABAD,2018,12,739
MAHARASHTRA,OSMANABAD,2019,1,2198
MAHARASHTRA,OSMANABAD,2019,2,1403
MAHARASHTRA,OSMANABAD,2019,3,1610
MAHARASHTRA,SOLAPUR,2017,10,0
MAHARASHTRA,SOLAPUR,2017,11,834
MAHARASHTRA,SOLAPUR,2017,12,75
MAHARASHTRA,SOLAPUR,2018,1,438
MAHARASHTRA,SOLAPUR,2018,2,1935
MAHARASHTRA,SOLAPUR,2018,3,936
MAHARASHTRA,SOLAPUR,2018,4,3223
MAHARASHTRA,SOLAPUR,2018,5,2586
MAHARASHTRA,SOLAPUR,2018,6,1923
MAHARASHTRA,SOLAPUR,2018,7,2067
MAHARASHTRA,SOLAPUR,2018,8,3582
MAHARASHTRA,SOLAPUR,2018,9,1135
MAHARASHTRA,SOLAPUR,2018,10,2857
MAHARASHTRA,SOLAPUR,2018,11,4137
MAHARASHTRA,SOLAPUR,2018,12,1527
MAHARASHTRA,SOLAPUR,2019,1,2124
MAHARASHTRA,SOLAPUR,2019,2,1362
MAHARASHTRA,SOLAPUR,2019,3,1496
MAHARASHTRA,SATARA,2017,10,126
MAHARASHTRA,SATARA,2017,11,276
MAHARASHTRA,SATARA,2017,12,25
MAHARASHTRA,SATARA,2018,1,374
MAHARASHTRA,SATARA,2018,2,1420
MAHARASHTRA,SATARA,2018,3,954
MAHARASHTRA,SATARA,2018,4,2727
MAHARASHTRA,SATARA,2018,5,6132
MAHARASHTRA,SATARA,2018,6,2474
MAHARASHTRA,SATARA,2018,7,1881
MAHARASHTRA,SATARA,2018,8,3386
MAHARASHTRA,SATARA,2018,9,1208
