"StatVar","Units","observationPeriods","MinDate","ScalingFactors","MeasurementMethods","NumPlaces"
"worldBank/FM_LBL_BMNY_IR_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","158"
"worldBank/SP_POP_1564_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/SH_DYN_NCOM_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/EN_ATM_PM25_MC_T3_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","194"
"worldBank/SP_POP_AG01_MA_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","217"
"worldBank/BAR_SEC_CMPT_75UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BI_EMP_PUBS_FE_CK_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","112"
"worldBank/BM_GSR_ROYL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","183"
"worldBank/BX_GRT_EXTA_CD_WD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/DT_TDS_DIMF_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/PRJ_POP_2529_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SCHL_25UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/5_51_01_01_poverty","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/SE_SEC_TCHR_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","212"
"worldBank/PRJ_POP_2529_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/3_11_01_03_popreg","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/BAR_SEC_CMPT_25UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_XSPENDP_23_FDPUB_FNCUR","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","172"
"worldBank/PRJ_ATT_1519_4_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SH_DTH_INJR_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_ATT_2529_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SE_TER_CUAT_MS_FE_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","162"
"worldBank/BI_WAG_PREM_PB_SG","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","91"
"worldBank/BAR_POP_25UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SH_HIV_PMTC_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","86"
"worldBank/SP_POP_65UP_TO","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/SH_DTH_COMM_60UP_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BI_WAG_PREM_PB_SN","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","85"
"worldBank/BAR_SEC_ICMP_2024_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/TX_VAL_MRCH_R6_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/UIS_DR_2_GPV_G3_M","[]","[P1Y]","1971","[]","[WorldBank_EdStats_CSV]","87"
"worldBank/DT_NFL_PNGC_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","97"
"worldBank/BAR_PRM_SCHL_75UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/GC_TAX_IMPT_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","157"
"worldBank/IS_AIR_GOOD_MT_K1","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","188"
"worldBank/SL_SRV_EMPL_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_DR_2_GPV_G3_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","84"
"worldBank/BI_PWK_PUBS_FE_Q4_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","114"
"worldBank/UIS_FEP_2_GPV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","202"
"worldBank/EN_BIR_THRD_NO","[]","[P1Y]","2017","[]","[WorldBank_WDI_CSV]","219"
"worldBank/SH_HIV_INCD_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","148"
"worldBank/SE_SEC_NENR_FE","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","191"
"worldBank/BI_EMP_PWRK_PB_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","132"
"worldBank/NV_AGR_TOTL_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/UIS_SLE_56_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","195"
"worldBank/FI_RES_TOTL_DT_ZS","[Percent]","[P1Y]","1971","[]","[WorldBank_WDI_CSV]","114"
"worldBank/UIS_E_3_GPV","[]","[P1Y]","1997","[]","[WorldBank_EdStats_CSV]","227"
"worldBank/GC_TAX_OTHR_CN","[]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","157"
"worldBank/UIS_DR_2_GPV_G3_T","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","89"
"worldBank/NV_AGR_TOTL_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","197"
"worldBank/BAR_SCHL_7074_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_EMP_TOTL_SP_MA_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","211"
"worldBank/HD_HCI_OVRL_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","163"
"worldBank/PRJ_ATT_25UP_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/TX_VAL_TRAN_ZS_WT","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","202"
"worldBank/UIS_XSPENDP_23_FDPUB_FNS","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_TER_SCHL_1519","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_PRM_UNER_FE","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","203"
"worldBank/SH_DTH_COMM_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BAR_TER_CMPT_6569_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/TX_VAL_MRCH_WR_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","205"
"worldBank/BAR_TER_SCHL_3034_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_NOED_3539_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SP_POP_4044_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/GC_XPN_INTP_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","160"
"worldBank/UIS_XUNIT_PPPCONST_23_FSGOV","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","153"
"worldBank/DC_DAC_POLL_CD","[USDollar]","[P1Y]","2005","[]","[WorldBank_WDI_CSV]","137"
"worldBank/SH_STA_MALN_MA_ZS","[Percent]","[P1Y]","1986","[]","[WorldBank_WDI_CSV]","159"
"worldBank/EN_ATM_CO2E_LF_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","211"
"worldBank/SP_REG_BRTH_MA_ZS","[Percent]","[P1Y]","2003","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BI_EMP_PUBS_FE_EO_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","113"
"worldBank/UIS_EA_MEAN_1T6_AG25T99","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/SP_POP_AG04_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","217"
"worldBank/SL_IND_EMPL_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_LP_AG15T24","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/SL_EMP_1524_SP_MA_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","207"
"worldBank/BAR_PRM_ICMP_75UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SI_POV_DDAY","[Percent]","[P1Y]","1963","[]","[WorldBank_WDI_CSV]","174"
"worldBank/AG_LND_TOTL_K2","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","220"
"worldBank/HD_HCI_AMRT","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","174"
"worldBank/NY_GNS_ICTR_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/UIS_E_0_PR_T","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","193"
"worldBank/NY_GNS_ICTR_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/UIS_LP_AG15T24_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/BX_GSR_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/SH_ALC_PCAP_MA_LI","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_LP_AG15T24_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/NY_GDP_DISC_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","186"
"worldBank/BAR_PRM_ICMP_6064_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_80UP_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SE_PRM_CMPT_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","200"
"worldBank/XGDP_23_FSGOV_FDINSTADM_FFD","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","166"
"worldBank/EN_CLC_HDDY_XD","[Celsius]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","212"
"worldBank/DC_DAC_ISLL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","82"
"worldBank/EN_POP_EL5M_RU_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","219"
"worldBank/PRJ_POP_2024_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GDP_MINR_RT_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","218"
"worldBank/per_si_allsi_cov_q1_tot","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","118"
"worldBank/UIS_NER_2_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","172"
"worldBank/BAR_SEC_CMPT_6569_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BI_PWK_AGES_PB_SM","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","131"
"worldBank/UIS_E_02_PU","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","187"
"worldBank/UIS_NER_2_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","172"
"worldBank/BAR_SEC_ICMP_1519_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_E_02_PR","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","198"
"worldBank/SE_ADT_1524_LT_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","175"
"worldBank/NV_IND_MANF_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","208"
"worldBank/UIS_LP_AG15T99_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","166"
"worldBank/per_lm_alllm_cov_q2_tot","[]","[P1Y]","2002","[]","[WorldBank_WDI_CSV]","68"
"worldBank/NE_CON_PRVT_PP_KD","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","181"
"worldBank/SE_PRM_TENR_MA","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","196"
"worldBank/SE_PRM_CMPL_MA_ZS","[Percent]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","170"
"worldBank/BI_PWK_PRVS_FE_Q5_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","115"
"worldBank/UIS_R_1_G4_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","193"
"worldBank/EN_ATM_CO2E_EG_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","178"
"worldBank/PRJ_POP_ALL_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DC_DAC_JPNL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","181"
"worldBank/UIS_FOSEP_56_F300_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","156"
"worldBank/SH_DTH_IMRT","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/UIS_FEP_56_FUK","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","131"
"worldBank/BAR_NOED_6064_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/per_si_allsi_ben_q1_tot","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","113"
"worldBank/SL_EMP_1524_SP_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/CM_MKT_TRAD_GD_ZS","[Percent]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","110"
"worldBank/SP_POP_0509_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/BAR_SCHL_3539_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_15UP_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_FOSEP_56_F300_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","156"
"worldBank/PRJ_ATT_2064_1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_15UP_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_REPP_2_GPV_G2_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","178"
"worldBank/PRJ_ATT_4064_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_REPP_2_GPV_G2_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","177"
"worldBank/HF_UHC_OOPC_25_ZS","[Percent]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/BI_WAG_PRVS_FM_SM","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","115"
"worldBank/UIS_E_0_PR_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","158"
"worldBank/DT_NFL_UNCF_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","158"
"worldBank/NY_GDP_FCST_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","198"
"worldBank/AG_CON_FERT_PT_ZS","[Percent]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","119"
"worldBank/UIS_XSPENDP_2_FDPUB_FNS","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","142"
"worldBank/BAR_SCHL_3539","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NY_GDY_TOTL_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","179"
"worldBank/BAR_SEC_SCHL_7074","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_PRM_CMPT_5559_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_2024_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_ROFST_2","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","191"
"worldBank/PRJ_ATT_4064_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NE_RSB_GNFS_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","198"
"worldBank/BAR_TER_ICMP_4044_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_ROFST_1","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","201"
"worldBank/BAR_PRM_CMPT_25UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_POP_75UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_60UP_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_EA_3_AG25T99_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","161"
"worldBank/NY_ADJ_NNTY_PC_KD","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","183"
"worldBank/NE_CON_TOTL_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","188"
"worldBank/BAR_PRM_ICMP_15UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NE_GDI_STKB_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","190"
"worldBank/NE_CON_GOVT_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","192"
"worldBank/UIS_EA_3_AG25T99_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","161"
"worldBank/BN_TRF_KOGT_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","191"
"worldBank/NE_CON_PRVT_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","194"
"worldBank/NE_GDI_STKB_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","190"
"worldBank/NY_GDP_FCST_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","206"
"worldBank/BAR_SEC_CMPT_2529_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_4064_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SEC_CMPT_6064_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_PTRHC_3","[]","[P1Y]","1981","[]","[WorldBank_EdStats_CSV]","197"
"worldBank/NE_CON_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","192"
"worldBank/UIS_PTRHC_2","[]","[P1Y]","1981","[]","[WorldBank_EdStats_CSV]","201"
"worldBank/BAR_TER_CMPT_4549_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_PRM_CMPL_ZS","[Percent]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","172"
"worldBank/SP_DYN_SMAM_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","212"
"worldBank/UIS_EA_4T6_AG25T99","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","162"
"worldBank/5_01_01_01_indust","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/UIS_GTVP_4_GPV_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","73"
"worldBank/UIS_SLE_12_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/mobileaccount_t_d_1","[]","[P1Y]","2014","[]","[WorldBank_WDI_CSV]","82"
"worldBank/OECD_TSAL_3_E0","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","54"
"worldBank/SH_PRV_SMOK_FE","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","174"
"worldBank/NE_RSB_GNFS_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","178"
"worldBank/mobileaccount_t_d_2","[]","[P1Y]","2014","[]","[WorldBank_WDI_CSV]","82"
"worldBank/UIS_E_23_PR_F","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","186"
"worldBank/SP_POP_1564_TO","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/UIS_GTVP_4_GPV_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","73"
"worldBank/SL_UEM_TOTL_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/BAR_TER_ICMP_2529_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_NE_1_ECD_F","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","112"
"worldBank/UIS_EA_1_AG25T99","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","159"
"worldBank/FB_AST_NPER_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","154"
"worldBank/BAR_PRM_CMPT_75UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_TDS_MLAT_PG_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","123"
"worldBank/PRJ_ATT_25UP_NED_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/TX_VAL_TECH_MF_ZS","[Percent]","[P1Y]","2007","[]","[WorldBank_WDI_CSV]","190"
"worldBank/UIS_GGR_2_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","139"
"worldBank/NY_GDS_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","192"
"worldBank/BX_TRF_CURR_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/EN_ATM_SF6G_KT_CE","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","142"
"worldBank/SP_POP_4044_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/PRJ_ATT_25UP_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_POP_1519_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GDS_TOTL_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","188"
"worldBank/LP_EXP_DURS_MD","[]","[P1Y]","2007","[]","[WorldBank_WDI_CSV]","159"
"worldBank/BAR_TER_CMPT_15UP_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_FGP_56_FNON400500","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","142"
"worldBank/SL_UEM_TOTL_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","213"
"worldBank/UIS_FEP_4_GPV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","75"
"worldBank/SH_IMM_MEAS","[]","[P1Y]","1980","[]","[WorldBank_WDI_CSV]","197"
"worldBank/VC_IHR_PSRC_P5","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","200"
"worldBank/BAR_PRM_ICMP_4044_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_XSPENDP_56_FDPUB_FNCUR","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","164"
"worldBank/EN_ATM_CO2E_LF_KT","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","211"
"worldBank/UIS_E_3_V","[]","[P1Y]","1997","[]","[WorldBank_EdStats_CSV]","198"
"worldBank/BI_EMP_TOTL_PB_UR_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","131"
"worldBank/BAR_SEC_SCHL_6569_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_GGR_2_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","139"
"worldBank/PRJ_ATT_25UP_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/FX_OWN_TOTL_YG_ZS","[Percent]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/PRJ_POP_1519_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NE_CON_TOTL_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","180"
"worldBank/SL_SRV_EMPL_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/BAR_SEC_SCHL_25UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NV_AGR_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","210"
"worldBank/UIS_NERA_3_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","156"
"worldBank/UIS_EA_2_AG25T99_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","159"
"worldBank/SH_SVR_WAST_ZS","[Percent]","[P1Y]","1983","[]","[WorldBank_WDI_CSV]","163"
"worldBank/UIS_E_3_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","212"
"worldBank/SE_TER_GRAD_FE_AG_ZS","[Percent]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","137"
"worldBank/UIS_GTVP_2_V_M","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","112"
"worldBank/BAR_TER_ICMP_1519_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/EG_ELC_ACCS_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","220"
"worldBank/UIS_GER_3_GPI","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/UIS_NERA_3_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","156"
"worldBank/NV_AGR_TOTL_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","206"
"worldBank/UIS_EA_2_AG25T99_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","159"
"worldBank/SE_SEC_CUAT_LO_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","203"
