sdg,dcid
MX_NLE_CADEREYTA_JIMENEZ,wikidataId/Q2038325
MX_NLE_CERRALVO,undata-geo/C16800952
MX_NLE_CHINA,wikidataId/Q942154
MX_NLE_CIENEGA_DE_FLORES,wikidataId/Q3308035
MX_NLE_DOCTOR_ARROYO,wikidataId/Q3849508
MX_NLE_DOCTOR_COSS,wikidataId/Q3311232
MX_NLE_DOCTOR_GONZALEZ,wikidataId/Q3849497
MX_NLE_EL_CARMEN,wikidataId/Q6027733
MX_NLE_GALEANA,undata-geo/C16800959
MX_NLE_GARCIA,wikidataId/Q3505240
MX_NLE_GENERAL_BRAVO,wikidataId/Q25479899
MX_NLE_GENERAL_ESCOBEDO,undata-geo/C16800962
MX_NLE_GENERAL_TERAN,wikidataId/Q3310753
MX_NLE_GENERAL_TREVINO,undata-geo/C16800964
MX_NLE_GENERAL_ZARAGOZA,undata-geo/C16800965
MX_NLE_GENERAL_ZUAZUA,wikidataId/Q996738
MX_NLE_GUADALUPE,wikidataId/Q938835
MX_NLE_HIDALGO,undata-geo/C16800968
MX_NLE_HIGUERAS,wikidataId/Q3311824
MX_NLE_HUALAHUISES,undata-geo/C16800970
MX_NLE_ITURBIDE,wikidataId/Q760263
MX_NLE_JUAREZ,undata-geo/C16800972
MX_NLE_LAMPAZOS_DE_NARANJO,wikidataId/Q2991558
MX_NLE_LINARES,wikidataId/Q991413
MX_NLE_LOS_ALDAMAS,wikidataId/Q3311650
MX_NLE_LOS_HERRERAS,wikidataId/Q3311360
MX_NLE_LOS_RAMONES,wikidataId/Q3311869
MX_NLE_MARIN,undata-geo/C16800978
MX_NLE_MELCHOR_OCAMPO,undata-geo/C16800979
MX_NLE_MIER_Y_NORIEGA,undata-geo/C16800980
MX_NLE_MINA,wikidataId/Q6862661
MX_NLE_MONTEMORELOS,wikidataId/Q765472
MX_NLE_MONTERREY,wikidataId/Q81033
MX_NLE_PARAS,wikidataId/Q3311878
MX_NLE_PESQUERIA,wikidataId/Q3844518
MX_NLE_RAYONES,wikidataId/Q3844502
MX_NLE_S_NICOLAS_DE_LOS_GARZA,wikidataId/Q914055
MX_NLE_SABINAS_HIDALGO,wikidataId/Q2391830
MX_NLE_SALINAS_VICTORIA,wikidataId/Q3844496
MX_NLE_SAN_PEDRO_GARZA_GARCIA,wikidataId/Q1944489
MX_NLE_SANTA_CATARINA,wikidataId/Q20234969
MX_NLE_SANTIAGO,wikidataId/Q3241435
MX_NLE_VALLECILLO,wikidataId/Q2000762
MX_NLE_VILLALDAMA,wikidataId/Q3849516
MX_OAX_ABEJONES,wikidataId/Q284216
MX_OAX_ACATLAN_PEREZ_FIGUEROA,wikidataId/Q405809
MX_OAX_ANIMAS_TRUJANO,wikidataId/Q4497315
MX_OAX_ASUNCION_IXTALTEPEC,wikidataId/Q3845901
MX_OAX_ASUNCION_NOCHIXTLAN,undata-geo/C16800999
MX_OAX_ASUNCION_OCOTLAN,undata-geo/C16801000
MX_OAX_ASUNCION_TLACOLULITA,undata-geo/C16801001
MX_OAX_AYOQUEZCO_DE_ALDAMA,undata-geo/C16801002
MX_OAX_AYOTZINTEPEC,wikidataId/Q556236
MX_OAX_CALIHUALA,wikidataId/Q5740191
MX_OAX_CANDELARIA_LOXICHA,wikidataId/Q5747319
MX_OAX_CAPULALPAM_DE_MENDEZ,wikidataId/Q590948
MX_OAX_CHAHUITES,undata-geo/C16801007
MX_OAX_CHALCATONGO_DE_HIDALGO,undata-geo/C16801008
MX_OAX_CIENEGA_DE_ZIMATLAN,wikidataId/Q3845604
MX_OAX_CIUDAD_IXTEPEC,wikidataId/Q528875
MX_OAX_COATECAS_ALTAS,wikidataId/Q5775702
MX_OAX_COICOYAN_DE_LAS_FLORES,wikidataId/Q5141448
MX_OAX_CONCEPCION_PAPALO,undata-geo/C16801013
MX_OAX_CONSTANCIA_DEL_ROSARIO,wikidataId/Q5163604
MX_OAX_COSOLAPA,wikidataId/Q16491588
MX_OAX_CUILAPAM_DE_GUERRERO,undata-geo/C16801016
MX_OAX_EL_BARRIO_DE_LA_SOLEDAD,wikidataId/Q949138
MX_OAX_EL_ESPINAL,wikidataId/Q4968496
MX_OAX_FRESNILLO_DE_TRUJANO,wikidataId/Q4968485
MX_OAX_GUADALUPE_DE_RAMIREZ,wikidataId/Q4968454
MX_OAX_GUADALUPE_ETLA,wikidataId/Q1658602
MX_OAX_GUELATAO_DE_JUAREZ,undata-geo/C16801022
MX_OAX_GUEVEA_DE_HUMBOLDT,wikidataId/Q4968997
MX_OAX_H_CD_EJUTLA_CRESPO,wikidataId/Q17266451
MX_OAX_H_CD_HUAJUAPAN_LEON,undata-geo/C16801025
MX_OAX_H_CD_JUCHITAN_ZARAGOZA,wikidataId/Q10972458
MX_OAX_H_CIUDAD_TLAXIACO,wikidataId/Q2652096
MX_OAX_H_VILLA_TEZOATLAN_SEGURA_Y_LUNA,wikidataId/Q7708627
MX_OAX_HUAUTLA_DE_JIMENEZ,wikidataId/Q3888662
MX_OAX_IXPANTEPEC_NIEVES,undata-geo/C16801030
MX_OAX_IXTLAN_DE_JUAREZ,wikidataId/Q17092778
MX_OAX_LA_COMPANIA,undata-geo/C16801032
MX_OAX_LA_PE,undata-geo/C16801033
MX_OAX_LA_REFORMA,wikidataId/Q7731295
MX_OAX_LOMA_BONITA,undata-geo/C16801035
MX_OAX_MAGDALENA_APASCO,wikidataId/Q1656601
MX_OAX_MAGDALENA_JALTEPEC,wikidataId/Q3889124
MX_OAX_MAGDALENA_OCOTLAN,undata-geo/C16801038
MX_OAX_MAGDALENA_TEITIPAC,wikidataId/Q3889608
MX_OAX_MAGDALENA_TEQUISISTLAN,undata-geo/C16801040
MX_OAX_MAGDALENA_TLACOTEPEC,wikidataId/Q3891051
MX_OAX_MAGDALENA_YODOCONO_PORFIRIO_DIAZ,wikidataId/Q8054290
MX_OAX_MAGDALENA_ZAHUATLAN,wikidataId/Q3891472
MX_OAX_MARISCALA_DE_JUAREZ,undata-geo/C16801044
MX_OAX_MATIAS_ROMERO_AVENDANO,wikidataId/Q2447764
MX_OAX_MESONES_HIDALGO,undata-geo/C16801046
MX_OAX_MIAHUATLAN_PORFIRIO_DIAZ,wikidataId/Q2449310
MX_OAX_MONJAS,undata-geo/C16801048
MX_OAX_NATIVIDAD,wikidataId/Q44562269
MX_OAX_NAZARENO_ETLA,wikidataId/Q1658592
MX_OAX_NEJAPA_DE_MADERO,undata-geo/C16801051
MX_OAX_NUEVO_ZOQUIAPAM,wikidataId/Q985848
MX_OAX_OAXACA_DE_JUAREZ,wikidataId/Q131429
MX_OAX_OCOTLAN_DE_MORELOS,undata-geo/C16801054
MX_OAX_PINOTEPA_DE_DON_LUIS,undata-geo/C16801055
MX_OAX_PLUMA_HIDALGO,wikidataId/Q3893698
MX_OAX_PUTLA_VILLA_DE_GUERRERO,undata-geo/C16801057
MX_OAX_REFORMA_DE_PINEDA,undata-geo/C16801058
MX_OAX_REYES_ETLA,wikidataId/Q1658623
MX_OAX_ROJAS_DE_CUAUHTEMOC,wikidataId/Q4358462
MX_OAX_S_AGUSTIN_DE_LAS_JUNTAS,undata-geo/C16801061
MX_OAX_S_ANDRES_CABECERA_NUEVA,wikidataId/Q3888577
MX_OAX_S_ANTONINO_CASTILLO_VELASCO,wikidataId/Q3889178
MX_OAX_S_ANTONIO_NANAHUATIPAM,wikidataId/Q3891084
MX_OAX_S_BALTAZAR_CHICHICAPAM,wikidataId/Q1754432
MX_OAX_S_CATARINA_MECHOACAN,wikidataId/Q3891536
MX_OAX_S_CRISTOBAL_LACHIRIOAG,wikidataId/Q7413560
MX_OAX_S_CRUZ_TACACHE_DE_MINA,undata-geo/C16801068
MX_OAX_S_FELIPE_JALAPA_DE_DIAZ,wikidataId/Q3846784
MX_OAX_S_FRANCISCO_OZOLOTEPEC,wikidataId/Q3888648
MX_OAX_S_FRANCISCO_TELIXTLAHUACA,undata-geo/C16801071
MX_OAX_S_FRANCISCO_TLAPANCINGO,wikidataId/Q3889160
MX_OAX_S_ILDEFONSO_VILLA_ALTA,wikidataId/Q338096
MX_OAX_S_JERONIMO_SILACAYOAPILLA,wikidataId/Q3890475
MX_OAX_S_JERONIMO_TLACOCHAHUAYA,wikidataId/Q3890469
MX_OAX_S_JOSE_ESTANCIA_GRANDE,wikidataId/Q3891452
MX_OAX_S_JUAN_BAUTISTA_ATATLAHUCA,wikidataId/Q317229
MX_OAX_S_JUAN_BAUTISTA_COIXTLAHUACA,wikidataId/Q3891868
MX_OAX_S_JUAN_BAUTISTA_CUICATLAN,wikidataId/Q10812437
MX_OAX_S_JUAN_BAUTISTA_JAYACATLAN,wikidataId/Q395244
MX_OAX_S_JUAN_BAUTISTA_LO_SOTO,wikidataId/Q3846578
MX_OAX_S_JUAN_BAUTISTA_SUCHITEPEC,wikidataId/Q3891795
MX_OAX_S_JUAN_BAUTISTA_TLACHICHILCO,undata-geo/C16801083
MX_OAX_S_JUAN_BAUTISTA_TLACOATZINTEPEC,wikidataId/Q3892637
MX_OAX_S_JUAN_BAUTISTA_TUXTEPEC,wikidataId/Q11200804
MX_OAX_S_JUAN_BAUTISTA_VALLE_NACIONAL,wikidataId/Q20292104
MX_OAX_S_JUAN_EVANGELISTA_ANALCO,wikidataId/Q394910
MX_OAX_S_MARIA_HUAZOLOTITLAN,undata-geo/C16801088
MX_OAX_S_MARIA_JALAPA_MARQUES,undata-geo/C16801089
MX_OAX_S_MARIA_TLAHUITOLTEPEC,undata-geo/C16801090
MX_OAX_S_MARTIN_LOS_CANSECOS,wikidataId/Q7414890
MX_OAX_S_MIGUEL_AHUEHUETITLAN,wikidataId/Q3888604
MX_OAX_S_MIGUEL_PANIXTLAHUACA,wikidataId/Q2449332
MX_OAX_S_PABLO_MACUILTIANGUIS,undata-geo/C16801094
MX_OAX_S_PABLO_VILLA_DE_MITLA,wikidataId/Q2396153
MX_OAX_S_PEDRO_MARTIR_QUIECHAPA,wikidataId/Q3890993
MX_OAX_S_PEDRO_Y_S_PABLO_AYUTLA,wikidataId/Q556347
MX_OAX_S_PEDRO_Y_S_PABLO_TEPOSCOLULA,wikidataId/Q7415166
MX_OAX_S_PEDRO_Y_S_PABLO_TEQUIXTEPEC,wikidataId/Q35138169
MX_OAX_S_SEBASTIAN_NICANANDUTA,undata-geo/C16801100
MX_OAX_S_SEBASTIAN_TECOMAXTLAHUACA,wikidataId/Q3887665
MX_OAX_SALINA_CRUZ,wikidataId/Q4405835
MX_OAX_SAN_AGUSTIN_ATENANGO,undata-geo/C16801103
MX_OAX_SAN_AGUSTIN_CHAYUCO,undata-geo/C16801104
MX_OAX_SAN_AGUSTIN_ETLA,wikidataId/Q1658715
MX_OAX_SAN_AGUSTIN_LOXICHA,undata-geo/C16801106
MX_OAX_SAN_AGUSTIN_YATARENI,wikidataId/Q1193972
MX_OAX_SAN_ANDRES_DINICUITI,wikidataId/Q3887673
MX_OAX_SAN_ANDRES_HUAXPALTEPEC,undata-geo/C16801109
MX_OAX_SAN_ANDRES_HUAYAPAM,wikidataId/Q1193971
MX_OAX_SAN_ANDRES_SINAXTLA,wikidataId/Q3889141
MX_OAX_SAN_ANDRES_SOLAGA,undata-geo/C16801112
MX_OAX_SAN_ANDRES_TEPETLAPA,undata-geo/C16801113
MX_OAX_SAN_ANDRES_YAA,undata-geo/C16801114
MX_OAX_SAN_ANDRES_ZABACHE,wikidataId/Q3890012
MX_OAX_SAN_ANDRES_ZAUTLA,wikidataId/Q1656545
MX_OAX_SAN_ANTONINO_EL_ALTO,undata-geo/C16801117
MX_OAX_SAN_ANTONIO_DE_LA_CAL,wikidataId/Q1193761
MX_OAX_SAN_ANTONIO_HUITEPEC,wikidataId/Q1755563
MX_OAX_SAN_ANTONIO_TEPETLAPA,wikidataId/Q3891513
MX_OAX_SAN_BALTAZAR_LOXICHA,wikidataId/Q3845609
MX_OAX_SAN_BARTOLO_COYOTEPEC,undata-geo/C16801122
MX_OAX_SAN_BARTOLO_YAUTEPEC,undata-geo/C16801123
MX_OAX_SAN_BARTOLOME_AYAUTLA,undata-geo/C16801124
MX_OAX_SAN_BARTOLOME_LOXICHA,wikidataId/Q3892488
MX_OAX_SAN_BARTOLOME_QUIALANA,wikidataId/Q3846986
MX_OAX_SAN_BARTOLOME_ZOOGOCHO,wikidataId/Q2448234
MX_OAX_SAN_BERNARDO_MIXTEPEC,wikidataId/Q2449343
MX_OAX_SAN_BLAS_ATEMPA,wikidataId/Q3893802
MX_OAX_SAN_CARLOS_YAUTEPEC,wikidataId/Q3846926
MX_OAX_SAN_DIONISIO_DEL_MAR,wikidataId/Q27797427
MX_OAX_SAN_DIONISIO_OCOTEPEC,undata-geo/C16801132
MX_OAX_SAN_FRANCISCO_DEL_MAR,wikidataId/Q12354866
MX_OAX_SAN_FRANCISCO_IXHUATAN,undata-geo/C16801134
MX_OAX_SAN_FRANCISCO_LACHIGOLO,wikidataId/Q20232606
MX_OAX_SAN_FRANCISCO_SOLA,undata-geo/C16801136
MX_OAX_SAN_GABRIEL_MIXTEPEC,undata-geo/C16801137
MX_OAX_SAN_ILDEFONSO_SOLA,wikidataId/Q12354870
MX_OAX_SAN_JACINTO_AMILPAS,wikidataId/Q1193686
MX_OAX_SAN_JACINTO_TLACOTEPEC,undata-geo/C16801140
MX_OAX_SAN_JERONIMO_COATLAN,wikidataId/Q3889079
MX_OAX_SAN_JERONIMO_TECOATL,wikidataId/Q3890941
MX_OAX_SAN_JOSE_AYUQUILA,undata-geo/C16801143
MX_OAX_SAN_JOSE_CHILTEPEC,wikidataId/Q2448372
MX_OAX_SAN_JOSE_DEL_PROGRESO,wikidataId/Q7414546
MX_OAX_SAN_JOSE_TENANGO,wikidataId/Q720805
MX_OAX_SAN_JUAN_ATEPEC,undata-geo/C16801147
MX_OAX_SAN_JUAN_CACAHUATEPEC,undata-geo/C16801148
MX_OAX_SAN_JUAN_CHICOMEZUCHIL,wikidataId/Q10812438
MX_OAX_SAN_JUAN_CHILATECA,undata-geo/C16801150
MX_OAX_SAN_JUAN_CIENEGUILLA,undata-geo/C16801151
MX_OAX_SAN_JUAN_COLORADO,undata-geo/C16801152
MX_OAX_SAN_JUAN_COMALTEPEC,undata-geo/C16801153
MX_OAX_SAN_JUAN_DE_LOS_CUES,wikidataId/Q7414641
MX_OAX_SAN_JUAN_DEL_ESTADO,wikidataId/Q1656559
MX_OAX_SAN_JUAN_DEL_RIO,wikidataId/Q7414646
MX_OAX_SAN_JUAN_GUELAVIA,wikidataId/Q7414582
MX_OAX_SAN_JUAN_GUICHICOVI,wikidataId/Q3846992
MX_OAX_SAN_JUAN_IHUALTEPEC,wikidataId/Q4967407
MX_OAX_SAN_JUAN_JUQUILA_MIXES,undata-geo/C16801160
MX_OAX_SAN_JUAN_LACHAO,wikidataId/Q4967790
MX_OAX_SAN_JUAN_LAJARCIA,wikidataId/Q3887681
MX_OAX_SAN_JUAN_OZOLOTEPEC,wikidataId/Q3888616
MX_OAX_SAN_JUAN_PETLAPA,undata-geo/C16801164
MX_OAX_SAN_JUAN_QUIAHIJE,wikidataId/Q3889152
MX_OAX_SAN_JUAN_QUIOTEPEC,wikidataId/Q985856
MX_OAX_SAN_JUAN_TABAA,wikidataId/Q10812444
MX_OAX_SAN_JUAN_TAMAZOLA,wikidataId/Q3889069
MX_OAX_SAN_JUAN_TEITIPAC,wikidataId/Q3889548
MX_OAX_SAN_JUAN_TEPEUXILA,wikidataId/Q3890899
MX_OAX_SAN_JUAN_TEPOSCOLULA,undata-geo/C16801171
MX_OAX_SAN_JUAN_YAEE,undata-geo/C16801172
MX_OAX_SAN_JUAN_YATZONA,wikidataId/Q3891002
MX_OAX_SAN_JUAN_YUCUITA,wikidataId/Q3890538
MX_OAX_SAN_LORENZO,undata-geo/C16801175
MX_OAX_SAN_LORENZO_ALBARRADAS,undata-geo/C16801176
MX_OAX_SAN_LORENZO_CACAOTEPEC,wikidataId/Q20147209
MX_OAX_SAN_LORENZO_TEXMELUCAN,undata-geo/C16801178
MX_OAX_SAN_LORENZO_VICTORIA,wikidataId/Q3892239
MX_OAX_SAN_LUCAS_CAMOTLAN,undata-geo/C16801180
MX_OAX_SAN_LUCAS_OJITLAN,undata-geo/C16801181
MX_OAX_SAN_LUCAS_QUIAVINI,wikidataId/Q7414719
MX_OAX_SAN_MARCIAL_OZOLOTEPEC,undata-geo/C16801183
MX_OAX_SAN_MARCOS_ARTEAGA,undata-geo/C16801184
MX_OAX_SAN_MARTIN_LACHILA,wikidataId/Q7414872
MX_OAX_SAN_MARTIN_PERAS,undata-geo/C16801186
MX_OAX_SAN_MARTIN_TILCAJETE,undata-geo/C16801187
MX_OAX_SAN_MARTIN_TOXPALAN,undata-geo/C16801188
MX_OAX_SAN_MARTIN_ZACATEPEC,undata-geo/C16801189
MX_OAX_SAN_MATEO_CAJONOS,wikidataId/Q4967892
MX_OAX_SAN_MATEO_DEL_MAR,undata-geo/C16801191
MX_OAX_SAN_MATEO_ETLATONGO,undata-geo/C16801192
MX_OAX_SAN_MATEO_NEJAPAM,undata-geo/C16801193
MX_OAX_SAN_MATEO_PINAS,wikidataId/Q4969037
MX_OAX_SAN_MATEO_RIO_HONDO,undata-geo/C16801195
MX_OAX_SAN_MATEO_YOLOXOCHITLAN,undata-geo/C16801196
MX_OAX_SAN_MELCHOR_BETAZA,wikidataId/Q3888190
MX_OAX_SAN_MIGUEL_ACHIUTLA,wikidataId/Q3888554
MX_OAX_SAN_MIGUEL_ALOAPAM,wikidataId/Q397659
MX_OAX_SAN_MIGUEL_AMATITLAN,undata-geo/C16801200
MX_OAX_SAN_MIGUEL_AMATLAN,wikidataId/Q985787
MX_OAX_SAN_MIGUEL_CHIMALAPA,undata-geo/C16801202
MX_OAX_SAN_MIGUEL_COATLAN,undata-geo/C16801203
MX_OAX_SAN_MIGUEL_DEL_PUERTO,undata-geo/C16801204
MX_OAX_SAN_MIGUEL_DEL_RIO,wikidataId/Q985546
MX_OAX_SAN_MIGUEL_EJUTLA,undata-geo/C16801206
MX_OAX_SAN_MIGUEL_MIXTEPEC,undata-geo/C16801207
MX_OAX_SAN_MIGUEL_PERAS,wikidataId/Q1754440
MX_OAX_SAN_MIGUEL_QUETZALTEPEC,wikidataId/Q3891682
MX_OAX_SAN_MIGUEL_SOYALTEPEC,wikidataId/Q3892469
MX_OAX_SAN_MIGUEL_SUCHIXTEPEC,wikidataId/Q3892480
MX_OAX_SAN_MIGUEL_TENANGO,undata-geo/C16801212
MX_OAX_SAN_MIGUEL_TILQUIAPAM,undata-geo/C16801213
MX_OAX_SAN_MIGUEL_TLACAMAMA,wikidataId/Q20024659
MX_OAX_SAN_MIGUEL_TLACOTEPEC,undata-geo/C16801215
MX_OAX_SAN_NICOLAS,undata-geo/C16801216
MX_OAX_SAN_NICOLAS_HIDALGO,undata-geo/C16801217
MX_OAX_SAN_PABLO_COATLAN,wikidataId/Q4968966
MX_OAX_SAN_PABLO_ETLA,wikidataId/Q1755555
MX_OAX_SAN_PABLO_HUITZO,wikidataId/Q3845842
MX_OAX_SAN_PABLO_HUIXTEPEC,wikidataId/Q20235346
MX_OAX_SAN_PABLO_YAGANIZA,wikidataId/Q4966991
MX_OAX_SAN_PEDRO_AMUZGOS,undata-geo/C16801223
MX_OAX_SAN_PEDRO_APOSTOL,wikidataId/Q30919343
MX_OAX_SAN_PEDRO_ATOYAC,undata-geo/C16801225
MX_OAX_SAN_PEDRO_CAJONOS,wikidataId/Q3889115
MX_OAX_SAN_PEDRO_COMITANCILLO,wikidataId/Q20133053
MX_OAX_SAN_PEDRO_HUAMELULA,wikidataId/Q3889191
MX_OAX_SAN_PEDRO_HUILOTEPEC,wikidataId/Q3889616
MX_OAX_SAN_PEDRO_IXCATLAN,wikidataId/Q20148708
MX_OAX_SAN_PEDRO_JALTEPETONGO,wikidataId/Q3890464
MX_OAX_SAN_PEDRO_JICAYAN,wikidataId/Q7415114
MX_OAX_SAN_PEDRO_JUCHATENGO,wikidataId/Q3890589
MX_OAX_SAN_PEDRO_MARTIR,wikidataId/Q7415120
MX_OAX_SAN_PEDRO_MIXTEPEC,wikidataId/Q4407305
MX_OAX_SAN_PEDRO_NOPALA,undata-geo/C16801236
MX_OAX_SAN_PEDRO_OCOTEPEC,wikidataId/Q3892500
MX_OAX_SAN_PEDRO_POCHUTLA,wikidataId/Q602726
MX_OAX_SAN_PEDRO_QUIATONI,undata-geo/C16801239
MX_OAX_SAN_PEDRO_SOCHIAPAM,undata-geo/C16801240
MX_OAX_SAN_PEDRO_TAPANATEPEC,wikidataId/Q3892459
MX_OAX_SAN_PEDRO_TOTOLAPAM,undata-geo/C16801242
MX_OAX_SAN_PEDRO_YOLOX,wikidataId/Q591107
MX_OAX_SAN_RAYMUNDO_JALPAN,undata-geo/C16801244
MX_OAX_SAN_SEBASTIAN_ABASOLO,wikidataId/Q4967203
MX_OAX_SAN_SEBASTIAN_COATLAN,wikidataId/Q7415303
MX_OAX_SAN_SEBASTIAN_IXCAPA,undata-geo/C16801247
MX_OAX_SAN_SEBASTIAN_RIO_HONDO,wikidataId/Q4967862
MX_OAX_SAN_SEBASTIAN_TEITIPAC,undata-geo/C16801249
MX_OAX_SAN_SEBASTIAN_TUTLA,wikidataId/Q1267377
MX_OAX_SAN_SIMON_ALMOLONGAS,wikidataId/Q3888152
MX_OAX_SAN_VICENTE_COATLAN,wikidataId/Q30459212
MX_OAX_SAN_VICENTE_LACHIXIO,wikidataId/Q7415373
MX_OAX_SAN_VICENTE_NUNU,undata-geo/C16801254
MX_OAX_SANTA_ANA_DEL_VALLE,wikidataId/Q7419180
MX_OAX_SANTA_ANA_TAVELA,wikidataId/Q3889060
MX_OAX_SANTA_ANA_TLAPACOYAN,undata-geo/C16801257
MX_OAX_SANTA_ANA_YARENI,undata-geo/C16801258
MX_OAX_SANTA_ANA_ZEGACHE,undata-geo/C16801259
MX_OAX_SANTA_CATALINA_QUIERI,wikidataId/Q3890583
MX_OAX_SANTA_CATARINA_CUIXTLA,wikidataId/Q3890616
MX_OAX_SANTA_CATARINA_IXTEPEJI,wikidataId/Q986132
MX_OAX_SANTA_CATARINA_JUQUILA,wikidataId/Q3890910
MX_OAX_SANTA_CATARINA_LOXICHA,undata-geo/C16801264
MX_OAX_SANTA_CATARINA_MINAS,wikidataId/Q41647257
MX_OAX_SANTA_CATARINA_QUIANE,wikidataId/Q7419282
MX_OAX_SANTA_CATARINA_TICUA,wikidataId/Q7419286
MX_OAX_SANTA_CRUZ_AMILPAS,wikidataId/Q3850573
MX_OAX_SANTA_CRUZ_DE_BRAVO,wikidataId/Q7419445
MX_OAX_SANTA_CRUZ_ITUNDUJIA,wikidataId/Q3893058
MX_OAX_SANTA_CRUZ_MIXTEPEC,wikidataId/Q3892861
MX_OAX_SANTA_CRUZ_PAPALUTLA,wikidataId/Q4967220
MX_OAX_SANTA_CRUZ_XITLA,wikidataId/Q3845807
MX_OAX_SANTA_CRUZ_XOXOCOTLAN,wikidataId/Q2498642
MX_OAX_SANTA_GERTRUDIS,wikidataId/Q7419597
MX_OAX_SANTA_INES_YATZECHE,wikidataId/Q12354937
MX_OAX_SANTA_LUCIA_DEL_CAMINO,wikidataId/Q2238999
MX_OAX_SANTA_LUCIA_MIAHUATLAN,wikidataId/Q7419652
MX_OAX_SANTA_LUCIA_OCOTLAN,undata-geo/C16801279
MX_OAX_SANTA_MARIA_ALOTEPEC,wikidataId/Q3888521
MX_OAX_SANTA_MARIA_ATZOMPA,wikidataId/Q3846612
MX_OAX_SANTA_MARIA_CAMOTLAN,undata-geo/C16801282
MX_OAX_SANTA_MARIA_CHACHOAPAM,wikidataId/Q3889528
MX_OAX_SANTA_MARIA_CHILCHOTLA,wikidataId/Q3889090
MX_OAX_SANTA_MARIA_CHIMALAPA,wikidataId/Q2448360
MX_OAX_SANTA_MARIA_COLOTEPEC,wikidataId/Q3888686
MX_OAX_SANTA_MARIA_CORTIJO,undata-geo/C16801287
MX_OAX_SANTA_MARIA_COYOTEPEC,undata-geo/C16801288
MX_OAX_SANTA_MARIA_DEL_TULE,wikidataId/Q20297739
MX_OAX_SANTA_MARIA_ECATEPEC,undata-geo/C16801290
MX_OAX_SANTA_MARIA_GUIENAGATI,wikidataId/Q3889202
MX_OAX_SANTA_MARIA_HUATULCO,undata-geo/C16801292
MX_OAX_SANTA_MARIA_IPALAPA,wikidataId/Q3890432
MX_OAX_SANTA_MARIA_JACATEPEC,wikidataId/Q3891011
MX_OAX_SANTA_MARIA_LA_ASUNCION,wikidataId/Q20235629
MX_OAX_SANTA_MARIA_LACHIXIO,wikidataId/Q7419757
MX_OAX_SANTA_MARIA_MIXTEQUILLA,wikidataId/Q3890803
MX_OAX_SANTA_MARIA_NATIVITAS,wikidataId/Q6120554
MX_OAX_SANTA_MARIA_NDUAYACO,wikidataId/Q3891503
MX_OAX_SANTA_MARIA_PETAPA,undata-geo/C16801300
MX_OAX_SANTA_MARIA_QUIEGOLANI,wikidataId/Q2656501
MX_OAX_SANTA_MARIA_TATALTEPEC,undata-geo/C16801302
MX_OAX_SANTA_MARIA_TEMAXCALAPA,undata-geo/C16801303
MX_OAX_SANTA_MARIA_TEPANTLALI,undata-geo/C16801304
MX_OAX_SANTA_MARIA_TEXCATITLAN,undata-geo/C16801305
MX_OAX_SANTA_MARIA_TLALIXTAC,undata-geo/C16801306
MX_OAX_SANTA_MARIA_TONAMECA,wikidataId/Q7419763
MX_OAX_SANTA_MARIA_TOTOLAPILLA,wikidataId/Q4967316
MX_OAX_SANTA_MARIA_XADANI,wikidataId/Q3850508
MX_OAX_SANTA_MARIA_YALINA,wikidataId/Q4967826
MX_OAX_SANTA_MARIA_YAVESIA,wikidataId/Q985770
MX_OAX_SANTA_MARIA_ZACATEPEC,wikidataId/Q20232066
MX_OAX_SANTA_MARIA_ZANIZA,undata-geo/C16801313
MX_OAX_SANTA_MARIA_ZOQUITLAN,wikidataId/Q3888750
MX_OAX_SANTIAGO_APOSTOL,wikidataId/Q30919346
MX_OAX_SANTIAGO_ASTATA,wikidataId/Q3889461
MX_OAX_SANTIAGO_AYUQUILILLA,wikidataId/Q3889450
MX_OAX_SANTIAGO_CACALOXTEPEC,wikidataId/Q20235718
MX_OAX_SANTIAGO_CAMOTLAN,undata-geo/C16801319
MX_OAX_SANTIAGO_CHAZUMBA,wikidataId/Q3890576
MX_OAX_SANTIAGO_CHOAPAM,wikidataId/Q3891074
MX_OAX_SANTIAGO_COMALTEPEC,undata-geo/C16801322
MX_OAX_SANTIAGO_DEL_RIO,undata-geo/C16801323
MX_OAX_SANTIAGO_HUAJOLOTITLAN,undata-geo/C16801324
MX_OAX_SANTIAGO_IHUITLAN_PLUMAS,wikidataId/Q3891463
MX_OAX_SANTIAGO_IXCUINTEPEC,wikidataId/Q3891524
MX_OAX_SANTIAGO_IXTAYUTLA,undata-geo/C16801327
MX_OAX_SANTIAGO_JAMILTEPEC,wikidataId/Q27797721
MX_OAX_SANTIAGO_JUXTLAHUACA,wikidataId/Q3846846
MX_OAX_SANTIAGO_LACHIGUIRI,wikidataId/Q3891725
MX_OAX_SANTIAGO_LALOPA,wikidataId/Q3892222
MX_OAX_SANTIAGO_LAOLLAGA,wikidataId/Q3892444
MX_OAX_SANTIAGO_LAXOPA,wikidataId/Q985859
MX_OAX_SANTIAGO_LLANO_GRANDE,undata-geo/C16801334
MX_OAX_SANTIAGO_MATATLAN,undata-geo/C16801335
MX_OAX_SANTIAGO_MILTEPEC,undata-geo/C16801336
MX_OAX_SANTIAGO_MINAS,undata-geo/C16801337
MX_OAX_SANTIAGO_NILTEPEC,wikidataId/Q3892952
MX_OAX_SANTIAGO_PINOTEPA_NACIONAL,wikidataId/Q6076302
