seriesCode,concept_role,concept_id,code_id,code_description,code_sdmx
SD_MDP_MUHC,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SD_MDP_MUHC,dimension,Age,5-17,5 to 17 years old,Y5T17
SD_MDP_MUHC,dimension,Age,<10Y,under 10 years old,Y0T9
SD_MDP_MUHC,dimension,Age,<6Y,under 6 years old,Y0T5
SD_MDP_MUHC,dimension,Age,<16Y,under 16 years old,Y0T15
SD_MDP_MUHC,dimension,Location,RURAL,Rural,R
SD_MDP_MUHC,dimension,Location,ALLAREA,All areas,_T
SD_MDP_MUHC,dimension,Location,URBAN,Urban,U
SD_MDP_MUHC,dimension,Reporting Type,N,National,N
SD_MDP_MUHC,dimension,Reporting Type,G,Global,G
SD_MDP_MUHC,dimension,Sex,FEMALE,Female,F
SD_MDP_MUHC,dimension,Sex,MALE,Male,M
SD_MDP_MUHC,dimension,Sex,BOTHSEX,Both sexes,_T
SD_MDP_MUHC,dimension,Nature,C,Country data,C
SD_MDP_MUHC,dimension,Nature,CA,Country adjusted data,CA
SD_MDP_MUHC,dimension,Nature,E,Estimated data,E
SD_MDP_MUHC,dimension,Nature,G,Global monitoring data,G
SD_MDP_MUHC,dimension,Nature,M,Modeled data,M
SD_MDP_MUHC,dimension,Nature,N,Non-relevant,N
SD_MDP_MUHC,dimension,Nature,NA,Data nature not available,_X
SD_MDP_MUHC,dimension,Units,PERCENT,Percentage,PT
SD_MDP_ANDI,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SD_MDP_ANDI,dimension,Location,RURAL,Rural,R
SD_MDP_ANDI,dimension,Location,ALLAREA,All areas,_T
SD_MDP_ANDI,dimension,Location,URBAN,Urban,U
SD_MDP_ANDI,dimension,Reporting Type,N,National,N
SD_MDP_ANDI,dimension,Reporting Type,G,Global,G
SD_MDP_ANDI,dimension,Sex,FEMALE,Female,F
SD_MDP_ANDI,dimension,Sex,MALE,Male,M
SD_MDP_ANDI,dimension,Sex,BOTHSEX,Both sexes,_T
SD_MDP_ANDI,dimension,Nature,C,Country data,C
SD_MDP_ANDI,dimension,Nature,CA,Country adjusted data,CA
SD_MDP_ANDI,dimension,Nature,E,Estimated data,E
SD_MDP_ANDI,dimension,Nature,G,Global monitoring data,G
SD_MDP_ANDI,dimension,Nature,M,Modeled data,M
SD_MDP_ANDI,dimension,Nature,N,Non-relevant,N
SD_MDP_ANDI,dimension,Nature,NA,Data nature not available,_X
SD_MDP_ANDI,dimension,Units,PERCENT,Percentage,PT
SD_MDP_MUHHC,dimension,Location,RURAL,Rural,R
SD_MDP_MUHHC,dimension,Location,ALLAREA,All areas,_T
SD_MDP_MUHHC,dimension,Location,URBAN,Urban,U
SD_MDP_MUHHC,dimension,Reporting Type,N,National,N
SD_MDP_MUHHC,dimension,Reporting Type,G,Global,G
SD_MDP_MUHHC,dimension,Nature,C,Country data,C
SD_MDP_MUHHC,dimension,Nature,CA,Country adjusted data,CA
SD_MDP_MUHHC,dimension,Nature,E,Estimated data,E
SD_MDP_MUHHC,dimension,Nature,G,Global monitoring data,G
SD_MDP_MUHHC,dimension,Nature,M,Modeled data,M
SD_MDP_MUHHC,dimension,Nature,N,Non-relevant,N
SD_MDP_MUHHC,dimension,Nature,NA,Data nature not available,_X
SD_MDP_MUHHC,dimension,Units,PERCENT,Percentage,PT
SD_MDP_CSMP,dimension,Age,<15Y,under 15 years old,Y0T14
SD_MDP_CSMP,dimension,Age,<18Y,under 18 years old,Y0T17
SD_MDP_CSMP,dimension,Age,<10Y,under 10 years old,Y0T9
SD_MDP_CSMP,dimension,Age,<16Y,under 16 years old,Y0T15
SD_MDP_CSMP,dimension,Location,RURAL,Rural,R
SD_MDP_CSMP,dimension,Location,ALLAREA,All areas,_T
SD_MDP_CSMP,dimension,Location,URBAN,Urban,U
SD_MDP_CSMP,dimension,Reporting Type,N,National,N
SD_MDP_CSMP,dimension,Reporting Type,G,Global,G
SD_MDP_CSMP,dimension,Sex,FEMALE,Female,F
SD_MDP_CSMP,dimension,Sex,MALE,Male,M
SD_MDP_CSMP,dimension,Sex,BOTHSEX,Both sexes,_T
SD_MDP_CSMP,dimension,Nature,C,Country data,C
SD_MDP_CSMP,dimension,Nature,CA,Country adjusted data,CA
SD_MDP_CSMP,dimension,Nature,E,Estimated data,E
SD_MDP_CSMP,dimension,Nature,G,Global monitoring data,G
SD_MDP_CSMP,dimension,Nature,M,Modeled data,M
SD_MDP_CSMP,dimension,Nature,N,Non-relevant,N
SD_MDP_CSMP,dimension,Nature,NA,Data nature not available,_X
SD_MDP_CSMP,dimension,Units,PERCENT,Percentage,PT
SD_MDP_ANDIHH,dimension,Age,ALLAGE,All age ranges or no breaks by age,_T
SD_MDP_ANDIHH,dimension,Location,RURAL,Rural,R
SD_MDP_ANDIHH,dimension,Location,ALLAREA,All areas,_T
SD_MDP_ANDIHH,dimension,Location,URBAN,Urban,U
SD_MDP_ANDIHH,dimension,Reporting Type,N,National,N
SD_MDP_ANDIHH,dimension,Reporting Type,G,Global,G
SD_MDP_ANDIHH,dimension,Reporting Type,R,Regional,R
SD_MDP_ANDIHH,dimension,Sex,FEMALE,Female,F
SD_MDP_ANDIHH,dimension,Sex,MALE,Male,M
SD_MDP_ANDIHH,dimension,Sex,BOTHSEX,Both sexes,_T
SD_MDP_ANDIHH,dimension,Nature,C,Country data,C
SD_MDP_ANDIHH,dimension,Nature,CA,Country adjusted data,CA
SD_MDP_ANDIHH,dimension,Nature,E,Estimated data,E
SD_MDP_ANDIHH,dimension,Nature,G,Global monitoring data,G
SD_MDP_ANDIHH,dimension,Nature,M,Modeled data,M
SD_MDP_ANDIHH,dimension,Nature,N,Non-relevant,N
SD_MDP_ANDIHH,dimension,Nature,NA,Data nature not available,_X
SD_MDP_ANDIHH,dimension,Units,PERCENT,Percentage,PT
SI_COV_MATNL,dimension,Reporting Type,N,National,N
SI_COV_MATNL,dimension,Reporting Type,G,Global,G
SI_COV_MATNL,dimension,Sex,FEMALE,Female,F
SI_COV_MATNL,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_MATNL,dimension,Nature,C,Country data,C
SI_COV_MATNL,dimension,Nature,CA,Country adjusted data,CA
SI_COV_MATNL,dimension,Nature,E,Estimated data,E
SI_COV_MATNL,dimension,Nature,G,Global monitoring data,G
SI_COV_MATNL,dimension,Nature,M,Modeled data,M
SI_COV_MATNL,dimension,Nature,N,Non-relevant,N
SI_COV_MATNL,dimension,Nature,NA,Data nature not available,_X
SI_COV_MATNL,dimension,Observation Status,A,Normal value,A
SI_COV_MATNL,dimension,Observation Status,U,Low reliability,U
SI_COV_MATNL,dimension,Units,PERCENT,Percentage,PT
SI_COV_POOR,dimension,Reporting Type,N,National,N
SI_COV_POOR,dimension,Reporting Type,G,Global,G
SI_COV_POOR,dimension,Sex,FEMALE,Female,F
SI_COV_POOR,dimension,Sex,MALE,Male,M
SI_COV_POOR,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_POOR,dimension,Nature,C,Country data,C
SI_COV_POOR,dimension,Nature,CA,Country adjusted data,CA
SI_COV_POOR,dimension,Nature,E,Estimated data,E
SI_COV_POOR,dimension,Nature,G,Global monitoring data,G
SI_COV_POOR,dimension,Nature,M,Modeled data,M
SI_COV_POOR,dimension,Nature,N,Non-relevant,N
SI_COV_POOR,dimension,Nature,NA,Data nature not available,_X
SI_COV_POOR,dimension,Observation Status,A,Normal value,A
SI_COV_POOR,dimension,Observation Status,U,Low reliability,U
SI_COV_POOR,dimension,Units,PERCENT,Percentage,PT
SI_COV_SOCAST,dimension,Quantile,Q1,Quantile 1 (poorest),Q1
SI_COV_SOCAST,dimension,Quantile,Q2,Quantile 2,Q2
SI_COV_SOCAST,dimension,Quantile,Q3,Quantile 3,Q3
SI_COV_SOCAST,dimension,Quantile,Q4,Quantile 4,Q4
SI_COV_SOCAST,dimension,Quantile,Q5,Quantile 5 (richest),Q5
SI_COV_SOCAST,dimension,Quantile,B40,Bottom 40%,B40
SI_COV_SOCAST,dimension,Quantile,R60,Richest 60%,R60
SI_COV_SOCAST,dimension,Quantile,_T,Total (national average) or no breakdown,_T
SI_COV_SOCAST,dimension,Reporting Type,N,National,N
SI_COV_SOCAST,dimension,Reporting Type,G,Global,G
SI_COV_SOCAST,dimension,Nature,C,Country data,C
SI_COV_SOCAST,dimension,Nature,CA,Country adjusted data,CA
SI_COV_SOCAST,dimension,Nature,E,Estimated data,E
SI_COV_SOCAST,dimension,Nature,G,Global monitoring data,G
SI_COV_SOCAST,dimension,Nature,M,Modeled data,M
SI_COV_SOCAST,dimension,Nature,N,Non-relevant,N
SI_COV_SOCAST,dimension,Nature,NA,Data nature not available,_X
SI_COV_SOCAST,dimension,Units,PERCENT,Percentage,PT
SI_COV_SOCINS,dimension,Quantile,Q1,Quantile 1 (poorest),Q1
SI_COV_SOCINS,dimension,Quantile,Q2,Quantile 2,Q2
SI_COV_SOCINS,dimension,Quantile,Q3,Quantile 3,Q3
SI_COV_SOCINS,dimension,Quantile,Q4,Quantile 4,Q4
SI_COV_SOCINS,dimension,Quantile,Q5,Quantile 5 (richest),Q5
SI_COV_SOCINS,dimension,Quantile,B40,Bottom 40%,B40
SI_COV_SOCINS,dimension,Quantile,R60,Richest 60%,R60
SI_COV_SOCINS,dimension,Quantile,_T,Total (national average) or no breakdown,_T
SI_COV_SOCINS,dimension,Reporting Type,N,National,N
SI_COV_SOCINS,dimension,Reporting Type,G,Global,G
SI_COV_SOCINS,dimension,Nature,C,Country data,C
SI_COV_SOCINS,dimension,Nature,CA,Country adjusted data,CA
SI_COV_SOCINS,dimension,Nature,E,Estimated data,E
SI_COV_SOCINS,dimension,Nature,G,Global monitoring data,G
SI_COV_SOCINS,dimension,Nature,M,Modeled data,M
SI_COV_SOCINS,dimension,Nature,N,Non-relevant,N
SI_COV_SOCINS,dimension,Nature,NA,Data nature not available,_X
SI_COV_SOCINS,dimension,Units,PERCENT,Percentage,PT
SI_COV_CHLD,dimension,Reporting Type,N,National,N
SI_COV_CHLD,dimension,Reporting Type,G,Global,G
SI_COV_CHLD,dimension,Sex,FEMALE,Female,F
SI_COV_CHLD,dimension,Sex,MALE,Male,M
SI_COV_CHLD,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_CHLD,dimension,Nature,C,Country data,C
SI_COV_CHLD,dimension,Nature,CA,Country adjusted data,CA
SI_COV_CHLD,dimension,Nature,E,Estimated data,E
SI_COV_CHLD,dimension,Nature,G,Global monitoring data,G
SI_COV_CHLD,dimension,Nature,M,Modeled data,M
SI_COV_CHLD,dimension,Nature,N,Non-relevant,N
SI_COV_CHLD,dimension,Nature,NA,Data nature not available,_X
SI_COV_CHLD,dimension,Observation Status,A,Normal value,A
SI_COV_CHLD,dimension,Observation Status,U,Low reliability,U
SI_COV_CHLD,dimension,Units,PERCENT,Percentage,PT
SI_COV_UEMP,dimension,Reporting Type,N,National,N
SI_COV_UEMP,dimension,Reporting Type,G,Global,G
SI_COV_UEMP,dimension,Sex,FEMALE,Female,F
SI_COV_UEMP,dimension,Sex,MALE,Male,M
SI_COV_UEMP,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_UEMP,dimension,Nature,C,Country data,C
SI_COV_UEMP,dimension,Nature,CA,Country adjusted data,CA
SI_COV_UEMP,dimension,Nature,E,Estimated data,E
SI_COV_UEMP,dimension,Nature,G,Global monitoring data,G
SI_COV_UEMP,dimension,Nature,M,Modeled data,M
SI_COV_UEMP,dimension,Nature,N,Non-relevant,N
SI_COV_UEMP,dimension,Nature,NA,Data nature not available,_X
SI_COV_UEMP,dimension,Observation Status,A,Normal value,A
SI_COV_UEMP,dimension,Observation Status,U,Low reliability,U
SI_COV_UEMP,dimension,Units,PERCENT,Percentage,PT
SI_COV_VULN,dimension,Reporting Type,N,National,N
SI_COV_VULN,dimension,Reporting Type,G,Global,G
SI_COV_VULN,dimension,Sex,FEMALE,Female,F
SI_COV_VULN,dimension,Sex,MALE,Male,M
SI_COV_VULN,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_VULN,dimension,Nature,C,Country data,C
SI_COV_VULN,dimension,Nature,CA,Country adjusted data,CA
SI_COV_VULN,dimension,Nature,E,Estimated data,E
SI_COV_VULN,dimension,Nature,G,Global monitoring data,G
SI_COV_VULN,dimension,Nature,M,Modeled data,M
SI_COV_VULN,dimension,Nature,N,Non-relevant,N
SI_COV_VULN,dimension,Nature,NA,Data nature not available,_X
SI_COV_VULN,dimension,Observation Status,A,Normal value,A
SI_COV_VULN,dimension,Observation Status,U,Low reliability,U
SI_COV_VULN,dimension,Units,PERCENT,Percentage,PT
SI_COV_WKINJRY,dimension,Reporting Type,N,National,N
SI_COV_WKINJRY,dimension,Reporting Type,G,Global,G
SI_COV_WKINJRY,dimension,Sex,FEMALE,Female,F
SI_COV_WKINJRY,dimension,Sex,MALE,Male,M
SI_COV_WKINJRY,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_WKINJRY,dimension,Nature,C,Country data,C
SI_COV_WKINJRY,dimension,Nature,CA,Country adjusted data,CA
SI_COV_WKINJRY,dimension,Nature,E,Estimated data,E
SI_COV_WKINJRY,dimension,Nature,G,Global monitoring data,G
SI_COV_WKINJRY,dimension,Nature,M,Modeled data,M
SI_COV_WKINJRY,dimension,Nature,N,Non-relevant,N
SI_COV_WKINJRY,dimension,Nature,NA,Data nature not available,_X
SI_COV_WKINJRY,dimension,Observation Status,A,Normal value,A
SI_COV_WKINJRY,dimension,Observation Status,U,Low reliability,U
SI_COV_WKINJRY,dimension,Units,PERCENT,Percentage,PT
SI_COV_BENFTS,dimension,Reporting Type,N,National,N
SI_COV_BENFTS,dimension,Reporting Type,G,Global,G
SI_COV_BENFTS,dimension,Sex,FEMALE,Female,F
SI_COV_BENFTS,dimension,Sex,MALE,Male,M
SI_COV_BENFTS,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_BENFTS,dimension,Nature,C,Country data,C
SI_COV_BENFTS,dimension,Nature,CA,Country adjusted data,CA
SI_COV_BENFTS,dimension,Nature,E,Estimated data,E
SI_COV_BENFTS,dimension,Nature,G,Global monitoring data,G
SI_COV_BENFTS,dimension,Nature,M,Modeled data,M
SI_COV_BENFTS,dimension,Nature,N,Non-relevant,N
SI_COV_BENFTS,dimension,Nature,NA,Data nature not available,_X
SI_COV_BENFTS,dimension,Observation Status,A,Normal value,A
SI_COV_BENFTS,dimension,Observation Status,U,Low reliability,U
SI_COV_BENFTS,dimension,Units,PERCENT,Percentage,PT
SI_COV_DISAB,dimension,Reporting Type,N,National,N
SI_COV_DISAB,dimension,Reporting Type,G,Global,G
SI_COV_DISAB,dimension,Sex,FEMALE,Female,F
SI_COV_DISAB,dimension,Sex,MALE,Male,M
SI_COV_DISAB,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_DISAB,dimension,Nature,C,Country data,C
SI_COV_DISAB,dimension,Nature,CA,Country adjusted data,CA
SI_COV_DISAB,dimension,Nature,E,Estimated data,E
SI_COV_DISAB,dimension,Nature,G,Global monitoring data,G
SI_COV_DISAB,dimension,Nature,M,Modeled data,M
SI_COV_DISAB,dimension,Nature,N,Non-relevant,N
SI_COV_DISAB,dimension,Nature,NA,Data nature not available,_X
SI_COV_DISAB,dimension,Observation Status,A,Normal value,A
SI_COV_DISAB,dimension,Observation Status,U,Low reliability,U
SI_COV_DISAB,dimension,Units,PERCENT,Percentage,PT
SI_COV_LMKT,dimension,Quantile,Q1,Quantile 1 (poorest),Q1
SI_COV_LMKT,dimension,Quantile,Q2,Quantile 2,Q2
SI_COV_LMKT,dimension,Quantile,Q3,Quantile 3,Q3
SI_COV_LMKT,dimension,Quantile,Q4,Quantile 4,Q4
SI_COV_LMKT,dimension,Quantile,Q5,Quantile 5 (richest),Q5
SI_COV_LMKT,dimension,Quantile,B40,Bottom 40%,B40
SI_COV_LMKT,dimension,Quantile,R60,Richest 60%,R60
SI_COV_LMKT,dimension,Quantile,_T,Total (national average) or no breakdown,_T
SI_COV_LMKT,dimension,Reporting Type,N,National,N
SI_COV_LMKT,dimension,Reporting Type,G,Global,G
SI_COV_LMKT,dimension,Nature,C,Country data,C
SI_COV_LMKT,dimension,Nature,CA,Country adjusted data,CA
SI_COV_LMKT,dimension,Nature,E,Estimated data,E
SI_COV_LMKT,dimension,Nature,G,Global monitoring data,G
SI_COV_LMKT,dimension,Nature,M,Modeled data,M
SI_COV_LMKT,dimension,Nature,N,Non-relevant,N
SI_COV_LMKT,dimension,Nature,NA,Data nature not available,_X
SI_COV_LMKT,dimension,Units,PERCENT,Percentage,PT
SI_COV_PENSN,dimension,Reporting Type,N,National,N
SI_COV_PENSN,dimension,Reporting Type,G,Global,G
SI_COV_PENSN,dimension,Sex,FEMALE,Female,F
SI_COV_PENSN,dimension,Sex,MALE,Male,M
SI_COV_PENSN,dimension,Sex,BOTHSEX,Both sexes,_T
SI_COV_PENSN,dimension,Nature,C,Country data,C
SI_COV_PENSN,dimension,Nature,CA,Country adjusted data,CA
SI_COV_PENSN,dimension,Nature,E,Estimated data,E
SI_COV_PENSN,dimension,Nature,G,Global monitoring data,G
SI_COV_PENSN,dimension,Nature,M,Modeled data,M
SI_COV_PENSN,dimension,Nature,N,Non-relevant,N
SI_COV_PENSN,dimension,Nature,NA,Data nature not available,_X
SI_COV_PENSN,dimension,Observation Status,A,Normal value,A
SI_COV_PENSN,dimension,Observation Status,U,Low reliability,U
SI_COV_PENSN,dimension,Units,PERCENT,Percentage,PT
SP_ACS_BSRVH2O,dimension,Location,RURAL,Rural,R
SP_ACS_BSRVH2O,dimension,Location,ALLAREA,All areas,_T
SP_ACS_BSRVH2O,dimension,Location,URBAN,Urban,U
SP_ACS_BSRVH2O,dimension,Reporting Type,N,National,N
SP_ACS_BSRVH2O,dimension,Reporting Type,G,Global,G
SP_ACS_BSRVH2O,dimension,Nature,C,Country data,C
SP_ACS_BSRVH2O,dimension,Nature,CA,Country adjusted data,CA
SP_ACS_BSRVH2O,dimension,Nature,E,Estimated data,E
SP_ACS_BSRVH2O,dimension,Nature,G,Global monitoring data,G
SP_ACS_BSRVH2O,dimension,Nature,M,Modeled data,M
SP_ACS_BSRVH2O,dimension,Nature,N,Non-relevant,N
SP_ACS_BSRVH2O,dimension,Nature,NA,Data nature not available,_X
SP_ACS_BSRVH2O,dimension,Units,PERCENT,Percentage,PT
SP_ACS_BSRVSAN,dimension,Location,RURAL,Rural,R
SP_ACS_BSRVSAN,dimension,Location,ALLAREA,All areas,_T
SP_ACS_BSRVSAN,dimension,Location,URBAN,Urban,U
SP_ACS_BSRVSAN,dimension,Reporting Type,N,National,N
SP_ACS_BSRVSAN,dimension,Reporting Type,G,Global,G
SP_ACS_BSRVSAN,dimension,Nature,C,Country data,C
SP_ACS_BSRVSAN,dimension,Nature,CA,Country adjusted data,CA
SP_ACS_BSRVSAN,dimension,Nature,E,Estimated data,E
SP_ACS_BSRVSAN,dimension,Nature,G,Global monitoring data,G
SP_ACS_BSRVSAN,dimension,Nature,M,Modeled data,M
SP_ACS_BSRVSAN,dimension,Nature,N,Non-relevant,N
SP_ACS_BSRVSAN,dimension,Nature,NA,Data nature not available,_X
SP_ACS_BSRVSAN,dimension,Units,PERCENT,Percentage,PT
SP_LGL_LNDDOC,dimension,Reporting Type,N,National,N
SP_LGL_LNDDOC,dimension,Reporting Type,G,Global,G
SP_LGL_LNDDOC,dimension,Reporting Type,R,Regional,R
SP_LGL_LNDDOC,dimension,Sex,_X,Not available,_X
SP_LGL_LNDDOC,dimension,Sex,FEMALE,Female,F
SP_LGL_LNDDOC,dimension,Sex,MALE,Male,M
SP_LGL_LNDDOC,dimension,Sex,BOTHSEX,Both sexes,_T
SP_LGL_LNDDOC,dimension,Sex,_N,No response,_N
SP_LGL_LNDDOC,dimension,Sex,_O,Other,_O
SP_LGL_LNDDOC,dimension,Sex,_U,Unknown,_U
SP_LGL_LNDDOC,dimension,Nature,C,Country data,C
SP_LGL_LNDDOC,dimension,Nature,CA,Country adjusted data,CA
SP_LGL_LNDDOC,dimension,Nature,E,Estimated data,E
SP_LGL_LNDDOC,dimension,Nature,G,Global monitoring data,G
SP_LGL_LNDDOC,dimension,Nature,M,Modeled data,M
SP_LGL_LNDDOC,dimension,Nature,N,Non-relevant,N
SP_LGL_LNDDOC,dimension,Nature,NA,Data nature not available,_X
SP_LGL_LNDDOC,dimension,Units,PERCENT,Percentage,PT
SP_LGL_LNDSEC,dimension,Reporting Type,N,National,N
SP_LGL_LNDSEC,dimension,Reporting Type,G,Global,G
SP_LGL_LNDSEC,dimension,Reporting Type,R,Regional,R
SP_LGL_LNDSEC,dimension,Sex,_X,Not available,_X
SP_LGL_LNDSEC,dimension,Sex,FEMALE,Female,F
SP_LGL_LNDSEC,dimension,Sex,MALE,Male,M
SP_LGL_LNDSEC,dimension,Sex,BOTHSEX,Both sexes,_T
SP_LGL_LNDSEC,dimension,Sex,_N,No response,_N
SP_LGL_LNDSEC,dimension,Sex,_O,Other,_O
SP_LGL_LNDSEC,dimension,Sex,_U,Unknown,_U
SP_LGL_LNDSEC,dimension,Nature,C,Country data,C
SP_LGL_LNDSEC,dimension,Nature,CA,Country adjusted data,CA
SP_LGL_LNDSEC,dimension,Nature,E,Estimated data,E
SP_LGL_LNDSEC,dimension,Nature,G,Global monitoring data,G
SP_LGL_LNDSEC,dimension,Nature,M,Modeled data,M
SP_LGL_LNDSEC,dimension,Nature,N,Non-relevant,N
SP_LGL_LNDSEC,dimension,Nature,NA,Data nature not available,_X
SP_LGL_LNDSEC,dimension,Units,PERCENT,Percentage,PT
SP_LGL_LNDSTR,dimension,Reporting Type,N,National,N
SP_LGL_LNDSTR,dimension,Reporting Type,G,Global,G
SP_LGL_LNDSTR,dimension,Reporting Type,R,Regional,R
SP_LGL_LNDSTR,dimension,Sex,_X,Not available,_X
SP_LGL_LNDSTR,dimension,Sex,FEMALE,Female,F
SP_LGL_LNDSTR,dimension,Sex,MALE,Male,M
SP_LGL_LNDSTR,dimension,Sex,BOTHSEX,Both sexes,_T
SP_LGL_LNDSTR,dimension,Sex,_N,No response,_N
SP_LGL_LNDSTR,dimension,Sex,_O,Other,_O
SP_LGL_LNDSTR,dimension,Sex,_U,Unknown,_U
SP_LGL_LNDSTR,dimension,Nature,C,Country data,C
SP_LGL_LNDSTR,dimension,Nature,CA,Country adjusted data,CA
SP_LGL_LNDSTR,dimension,Nature,E,Estimated data,E
SP_LGL_LNDSTR,dimension,Nature,G,Global monitoring data,G
SP_LGL_LNDSTR,dimension,Nature,M,Modeled data,M
SP_LGL_LNDSTR,dimension,Nature,N,Non-relevant,N
SP_LGL_LNDSTR,dimension,Nature,NA,Data nature not available,_X
SP_LGL_LNDSTR,dimension,Units,PERCENT,Percentage,PT
VC_DSR_GDPLS,dimension,Reporting Type,N,National,N
VC_DSR_GDPLS,dimension,Reporting Type,G,Global,G
VC_DSR_GDPLS,dimension,Nature,C,Country data,C
VC_DSR_GDPLS,dimension,Nature,CA,Country adjusted data,CA
VC_DSR_GDPLS,dimension,Nature,E,Estimated data,E
VC_DSR_GDPLS,dimension,Nature,G,Global monitoring data,G
VC_DSR_GDPLS,dimension,Nature,M,Modeled data,M
VC_DSR_GDPLS,dimension,Nature,N,Non-relevant,N
VC_DSR_GDPLS,dimension,Nature,NA,Data nature not available,_X
VC_DSR_GDPLS,dimension,UnitMultiplier,UNIT,Units,0
VC_DSR_GDPLS,dimension,Units,CU_USD_M,Millions of current United States dollars,USD
VC_DSR_GDPLS,dimension,Units,CU_USD,USD,USD
VC_DSR_MISS,dimension,Reporting Type,N,National,N
VC_DSR_MISS,dimension,Reporting Type,G,Global,G
VC_DSR_MISS,dimension,Nature,C,Country data,C
VC_DSR_MISS,dimension,Nature,CA,Country adjusted data,CA
VC_DSR_MISS,dimension,Nature,E,Estimated data,E
VC_DSR_MISS,dimension,Nature,G,Global monitoring data,G
VC_DSR_MISS,dimension,Nature,M,Modeled data,M
VC_DSR_MISS,dimension,Nature,N,Non-relevant,N
VC_DSR_MISS,dimension,Nature,NA,Data nature not available,_X
VC_DSR_MISS,dimension,Units,NUMBER,Number,NUMBER
VC_DSR_AFFCT,dimension,Reporting Type,N,National,N
VC_DSR_AFFCT,dimension,Reporting Type,G,Global,G
VC_DSR_AFFCT,dimension,Nature,C,Country data,C
VC_DSR_AFFCT,dimension,Nature,CA,Country adjusted data,CA
VC_DSR_AFFCT,dimension,Nature,E,Estimated data,E
VC_DSR_AFFCT,dimension,Nature,G,Global monitoring data,G
VC_DSR_AFFCT,dimension,Nature,M,Modeled data,M
VC_DSR_AFFCT,dimension,Nature,N,Non-relevant,N
VC_DSR_AFFCT,dimension,Nature,NA,Data nature not available,_X
VC_DSR_AFFCT,dimension,Units,NUMBER,Number,NUMBER
VC_DSR_MORT,dimension,Reporting Type,N,National,N
VC_DSR_MORT,dimension,Reporting Type,G,Global,G
VC_DSR_MORT,dimension,Nature,C,Country data,C
VC_DSR_MORT,dimension,Nature,CA,Country adjusted data,CA
VC_DSR_MORT,dimension,Nature,E,Estimated data,E
VC_DSR_MORT,dimension,Nature,G,Global monitoring data,G
VC_DSR_MORT,dimension,Nature,M,Modeled data,M
VC_DSR_MORT,dimension,Nature,N,Non-relevant,N
VC_DSR_MORT,dimension,Nature,NA,Data nature not available,_X
VC_DSR_MORT,dimension,Units,NUMBER,Number,NUMBER
VC_DSR_MTMP,dimension,Reporting Type,N,National,N
VC_DSR_MTMP,dimension,Reporting Type,G,Global,G
VC_DSR_MTMP,dimension,Nature,C,Country data,C
VC_DSR_MTMP,dimension,Nature,CA,Country adjusted data,CA
VC_DSR_MTMP,dimension,Nature,E,Estimated data,E
VC_DSR_MTMP,dimension,Nature,G,Global monitoring data,G
VC_DSR_MTMP,dimension,Nature,M,Modeled data,M
VC_DSR_MTMP,dimension,Nature,N,Non-relevant,N
VC_DSR_MTMP,dimension,Nature,NA,Data nature not available,_X
VC_DSR_MTMP,dimension,Units,PER_100000_POP,"Per 100,000 population",PER_100000_POP
VC_DSR_MMHN,dimension,Hazard type,ACIDT,Accident,HZT_ACIDT
VC_DSR_MMHN,dimension,Hazard type,ACIDR,Acid rain,HZT_ACIDR
VC_DSR_MMHN,dimension,Hazard type,ALLUV,Alluvion,HZT_ALLUV
VC_DSR_MMHN,dimension,Hazard type,ANIAK,Animal Attack,HZT_ANIAK
VC_DSR_MMHN,dimension,Hazard type,AVALE,Avalanche,HZT_AVALE
VC_DSR_MMHN,dimension,Hazard type,BIOGL,Biological,HZT_BIOGL
VC_DSR_MMHN,dimension,Hazard type,CHESP,Chemical Spill,HZT_CHESP
VC_DSR_MMHN,dimension,Hazard type,COSER,Coastal Erosion,HZT_COSER
VC_DSR_MMHN,dimension,Hazard type,COSFL,Coastal Flood,HZT_COSFL
VC_DSR_MMHN,dimension,Hazard type,COLDW,Cold Wave,HZT_COLDW
VC_DSR_MMHN,dimension,Hazard type,CSOLD,Consolidate,HZT_CSOLD
VC_DSR_MMHN,dimension,Hazard type,CONTM,Contamination,HZT_CONTM
VC_DSR_MMHN,dimension,Hazard type,CYCLN,Cyclone,HZT_CYCLN
VC_DSR_MMHN,dimension,Hazard type,DFRST,Deforestation,HZT_DFRST
VC_DSR_MMHN,dimension,Hazard type,DROUG,Drought,HZT_DROUG
VC_DSR_MMHN,dimension,Hazard type,DZUD,Dzud,HZT_DZUD
VC_DSR_MMHN,dimension,Hazard type,ERQAK,Earthquake,HZT_ERQAK
VC_DSR_MMHN,dimension,Hazard type,ELEST,Electric Storm,HZT_ELEST
VC_DSR_MMHN,dimension,Hazard type,EPIDM,Epidemics,HZT_EPIDM
VC_DSR_MMHN,dimension,Hazard type,EPIZT,Epizootic,HZT_EPIZT
