pa,subject_label,object_id,object_label
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800654,México_Acambay De Ruíz Castañeda
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800655,México_Acolman
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800656,México_Aculco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800657,México_Almoloya De Alquisiras
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800658,México_Almoloya De Juárez
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800659,México_Almoloya Del Río
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800660,México_Amanalco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800661,México_Amatepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800662,México_Amecameca
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800663,México_Apaxco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800664,México_Atenco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800665,México_Atizapán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800666,México_Atizapán De Zaragoza
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800667,México_Atlacomulco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800668,México_Atlautla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800669,México_Axapusco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800670,México_Ayapango
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800671,México_Calimaya
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800672,México_Capulhuac
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800673,México_Chapa De Mota
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800674,México_Chapultepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800675,México_Chiautla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800676,México_Chicoloapan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800677,México_Chiconcuac
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800678,México_Chimalhuacán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800679,México_Coacalco De Berriozábal
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800680,México_Coatepec Harinas
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800681,México_Cocotitlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800682,México_Coyotepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800683,México_Cuautitlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800684,México_Cuautitlán Izcalli
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800685,México_Donato Guerra
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800686,México_Ecatepec De Morelos
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800687,México_Ecatzingo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800688,México_El Oro
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800689,México_Huehuetoca
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800690,México_Hueypoxtla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800691,México_Huixquilucan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800692,México_Isidro Fabela
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800693,México_Ixtapaluca
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800694,México_Ixtapan De La Sal
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800695,México_Ixtapan Del Oro
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800696,México_Ixtlahuaca
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800697,México_Jaltenco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800698,México_Jilotepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800699,México_Jilotzingo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800700,México_Jiquipilco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800701,México_Jocotitlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800702,México_Joquicingo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800703,México_Juchitepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800704,México_La Paz
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800705,México_Lerma
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800706,México_Luvianos
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800707,México_Malinalco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800708,México_Melchor Ocampo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800709,México_Metepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800710,México_Mexicaltzingo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800711,México_Morelos
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800712,México_Naucalpan De Juárez
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800713,México_Nextlalpan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800714,México_Nezahualcóyotl
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800715,México_Nicolás Romero
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800716,México_Nopaltepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800717,México_Ocoyoacac
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800718,México_Ocuilan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800719,México_Otumba
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800720,México_Otzoloapan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800721,México_Otzolotepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800722,México_Ozumba
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800723,México_Papalotla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800724,México_Polotitlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800725,México_Rayón
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800726,México_San Martín De Las Pirámides
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800727,México_San Antonio La Isla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800728,México_San Felipe Del Progreso
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800729,México_San José Del Rincón
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800730,México_San Mateo Atenco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800731,México_San Simón De Guerrero
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800732,México_Santo Tomás
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800733,México_Soyaniquilpan De Juárez
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800734,México_Sultepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800735,México_Tecámac
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800736,México_Tejupilco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800737,México_Temamatla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800738,México_Temascalapa
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800739,México_Temascalcingo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800740,México_Temascaltepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800741,México_Temoaya
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800742,México_Tenancingo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800743,México_Tenango Del Aire
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800744,México_Tenango Del Valle
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800745,México_Teoloyucan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800746,México_Teotihuacán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800747,México_Tepetlaoxtoc
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800748,México_Tepetlixpa
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800749,México_Tepotzotlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800750,México_Tequixquiac
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800751,México_Texcaltitlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800752,México_Texcalyacac
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800753,México_Texcoco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800754,México_Tezoyuca
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800755,México_Tianguistenco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800756,México_Timilpan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800757,México_Tlalmanalco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800758,México_Tlalnepantla De Baz
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800759,México_Tlatlaya
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800760,México_Toluca
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800761,México_Tonanitla
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800762,México_Tonatico
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800763,México_Tultepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800764,México_Tultitlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800765,México_Valle De Chalco Solidaridad
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800766,México_Valle De Bravo
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800767,México_Villa De Allende
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800768,México_Villa Del Carbón
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800769,México_Villa Guerrero
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800770,México_Villa Victoria
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800771,México_Xalatlaco
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800772,México_Xonacatlán
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800773,México_Zacazonapan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800774,México_Zacualpan
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800775,México_Zinacantepec
undata-geo:C16800000,Mexico: All cities or breakdown by cities not available,undata-geo:C16800776,México_Zumpahuacán
