Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
Letterkenny Army Depot (SE Area),34.21,PA6213820503,302467,3,Pennsylvania,Chambersburg,Franklin,NPL Site,39.9957,-77.6444,10/15/1984,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900329"" target=""_blank"">PA6213820503 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302467"" target=""_blank"">Letterkenny Army Depot (SE Area)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8643335.07094925,4865317.434895454
Modern Sanitation Landfill,33.93,PAD980539068,301322,3,Pennsylvania,Lower Windsor Township,York,NPL Site,39.960561,-76.5925,10/15/1984,06/10/1986,10/20/2000,758,,,"<a href=""https://semspub.epa.gov/src/document/03/900330"" target=""_blank"">PAD980539068 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301322"" target=""_blank"">Modern Sanitation Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8526238.098583806,4860212.765537661
MW Manufacturing,46.44,PAD980691372,301428,3,Pennsylvania,Valley Township,Montour,NPL Site,40.99,-76.641669,10/15/1984,06/10/1986,09/28/2005,958,,,"<a href=""https://semspub.epa.gov/src/document/03/900331"" target=""_blank"">PAD980691372 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301428"" target=""_blank"">MW Manufacturing</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8531711.56662662,5010866.7780042775
Brown's Battery Breaking,37.34,PAD980831812,301625,3,Pennsylvania,Shoemakersville,Berks,NPL Site,40.519439,-76.001389,10/15/1984,06/10/1986,11/03/2003,889,,,"<a href=""https://semspub.epa.gov/src/document/03/900332"" target=""_blank"">PAD980831812 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301625"" target=""_blank"">Brown's Battery Breaking</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8460435.923061503,4941715.357038941
Ambler Asbestos Piles,34.47,PAD000436436,300445,3,Pennsylvania,Ambler,Montgomery,Deleted NPL Site,40.149719,-75.227219,10/15/1984,06/10/1986,08/30/1993,180,09/05/1996,12/27/1996,"<a href=""https://semspub.epa.gov/src/document/03/900333"" target=""_blank"">PAD000436436 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300445"" target=""_blank"">Ambler Asbestos Piles</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-09-05/pdf/96-22378.pdf"" target=""_blank"">09/05/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-12-27/pdf/96-32660.pdf"" target=""_blank"">12/27/1996 (PDF)</a>",,No,-8374255.712874075,4887722.94870441
Hunterstown Road,48.27,PAD980830897,301595,3,Pennsylvania,Straban Township,Adams,NPL Site,39.85305,-77.206111,10/15/1984,06/10/1986,09/30/2003,885,,,"<a href=""https://semspub.epa.gov/src/document/03/900334"" target=""_blank"">PAD980830897 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301595"" target=""_blank"">Hunterstown Road</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8594544.962648958,4844610.827988963
Middletown Air Field,35.69,PAD980538763,301295,3,Pennsylvania,Middletown,Dauphin,Deleted NPL Site,40.1763,-76.7173,10/15/1984,06/10/1986,09/18/1996,397,05/23/1997,07/10/1997,"<a href=""https://semspub.epa.gov/src/document/03/900335"" target=""_blank"">PAD980538763 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301295"" target=""_blank"">Middletown Air Field</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-05-23/pdf/97-13481.pdf"" target=""_blank"">05/23/1997 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-07-10/pdf/97-17955.pdf"" target=""_blank"">07/10/1997 (PDF)</a>",,No,-8540130.771034805,4891594.886334691
Westinghouse Elevator Co. Plant,36.37,PAD043882281,300932,3,Pennsylvania,Cumberland Township,Adams,NPL Site,39.857219,-77.24,10/15/1984,06/10/1986,09/22/1998,544,,,"<a href=""https://semspub.epa.gov/src/document/03/900336"" target=""_blank"">PAD043882281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300932"" target=""_blank"">Westinghouse Elevator Co. Plant</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8598317.46887245,4845215.375056831
Whitmoyer Laboratories,46.25,PAD003005014,300643,3,Pennsylvania,Jackson Township,Lebanon,NPL Site,40.364719,-76.325,10/15/1984,06/10/1986,06/06/2002,814,,,"<a href=""https://semspub.epa.gov/src/document/03/900337"" target=""_blank"">PAD003005014 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300643"" target=""_blank"">Whitmoyer Laboratories</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8496460.134796606,4919084.66214123
"Delta Quarries & Disposal, Inc./Stotler Landfill",41.08,PAD981038052,301982,3,Pennsylvania,"Antis Township, Logan Township",Blair,NPL Site,40.553611,-78.35445,06/10/1986,03/31/1989,12/05/1996,418,,,"<a href=""https://semspub.epa.gov/src/document/03/900338"" target=""_blank"">PAD981038052 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301982"" target=""_blank"">Delta Quarries & Disposal, Inc./Stotler Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8722377.475387014,4946720.687067824
Shriver's Corner,46.13,PAD980830889,301594,3,Pennsylvania,Straban Township,Adams,NPL Site,39.8999,-77.2055,10/15/1984,06/10/1986,01/07/2003,848,,,"<a href=""https://semspub.epa.gov/src/document/03/900339"" target=""_blank"">PAD980830889 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301594"" target=""_blank"">Shriver's Corner</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8594476.946440082,4851406.664695062
York County Solid Waste and Refuse Authority Landfill,44.26,PAD980830715,301590,3,Pennsylvania,Hopewell Township,York,Deleted NPL Site,39.782361,-76.607219,04/10/1985,07/22/1987,09/29/1995,339,12/14/2004,02/14/2005,"<a href=""https://semspub.epa.gov/src/document/03/900340"" target=""_blank"">PAD980830715 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301590"" target=""_blank"">York County Solid Waste and Refuse Authority Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-12-14/pdf/04-27169.pdf"" target=""_blank"">12/14/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-12-14/pdf/04-27168.pdf"" target=""_blank"">02/14/2005 (PDF)</a>",,No,-8527876.610168792,4834365.792994236
Reeser's Landfill,30.35,PAD980829261,301566,3,Pennsylvania,Upper Macungie Township,Lehigh,Deleted NPL Site,40.5794,-75.6564,04/10/1985,07/22/1987,02/05/1990,42,03/02/1990,05/31/1990,"<a href=""https://semspub.epa.gov/src/document/03/900342"" target=""_blank"">PAD980829261 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301566"" target=""_blank"">Reeser's Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900060"" target=""_blank"">03/02/1990 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900403"" target=""_blank"">05/31/1990 (PDF)</a>",,No,-8422031.923252223,4950499.812074407
Keystone Sanitation Landfill,33.76,PAD054142781,300995,3,Pennsylvania,Union Township,Adams,NPL Site,39.72445,-77.036111,04/10/1985,07/22/1987,09/13/2004,907,,,"<a href=""https://semspub.epa.gov/src/document/03/900343"" target=""_blank"">PAD054142781 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300995"" target=""_blank"">Keystone Sanitation Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-8575620.649214102,4825980.528142486
Lansdowne Radiation Site,0,PAD980830921,301596,3,Pennsylvania,Lansdowne,Delaware,Deleted NPL Site,39.9413,-75.2671,04/10/1985,09/16/1985,02/28/1991,53,03/18/1991,09/10/1991,"<a href=""https://semspub.epa.gov/src/document/03/900344"" target=""_blank"">PAD980830921 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301596"" target=""_blank"">Lansdowne Radiation Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900404"" target=""_blank"">09/16/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/03/900061"" target=""_blank"">03/18/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189624"" target=""_blank"">09/10/1991 (PDF)</a>",,No,-8378695.245486401,4857415.818408607
Route 940 Drum Dump,44.06,PAD981034630,301831,3,Pennsylvania,Pocono Summit,Monroe,Deleted NPL Site,41.1105,-75.3825,09/18/1985,07/22/1987,09/28/1992,135,08/14/2000,11/30/2000,"<a href=""https://semspub.epa.gov/src/document/03/900345"" target=""_blank"">PAD981034630 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301831"" target=""_blank"">Route 940 Drum Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-14/pdf/00-20426.pdf"" target=""_blank"">08/14/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-11-30/pdf/00-30181.pdf"" target=""_blank"">11/30/2000 (PDF)</a>",,No,-8391541.514723944,5028654.076415096
Croydon TCE,31.6,PAD981035009,301849,3,Pennsylvania,Croydon,Bucks,NPL Site,40.084934,-74.8892,09/18/1985,06/10/1986,03/31/1997,424,,,"<a href=""https://semspub.epa.gov/src/document/03/900346"" target=""_blank"">PAD981035009 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301849"" target=""_blank"">Croydon TCE</a>","<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-8336627.609915623,4878292.34392539
Revere Chemical Co.,31.31,PAD051395499,300982,3,Pennsylvania,Nockamixon Township,Bucks,NPL Site,40.502781,-75.168889,09/18/1985,07/22/1987,11/02/1998,600,,,"<a href=""https://semspub.epa.gov/src/document/03/900347"" target=""_blank"">PAD051395499 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300982"" target=""_blank"">Revere Chemical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-8367762.446976102,4939276.3082063645
Bendix Flight Systems Division,33.74,PAD003047974,300694,3,Pennsylvania,Bridgewater Township,Susquehanna,NPL Site,41.797361,-75.88625,09/18/1985,07/22/1987,09/30/1996,396,,,"<a href=""https://semspub.epa.gov/src/document/03/900348"" target=""_blank"">PAD003047974 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300694"" target=""_blank"">Bendix Flight Systems Division</a>","<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-8447618.708211057,5130673.270522396
C & D Recycling,43.92,PAD021449244,300881,3,Pennsylvania,Foster Township,Luzerne,Deleted NPL Site,41.031389,-75.841669,09/18/1985,07/22/1987,09/30/1999,668,12/26/2017,02/26/2018,"<a href=""https://semspub.epa.gov/src/document/03/900349"" target=""_blank"">PAD021449244 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300881"" target=""_blank"">C & D Recycling</a>","<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-12-26/pdf/2017-27802.pdf"" target=""_blank"">12/26/2017 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-12-26/pdf/2017-27801.pdf"" target=""_blank"">02/26/2018 (PDF)</a>",,No,-8442655.973992001,5016972.637208215
Bally Ground Water Contamination,37.93,PAD061105128,301029,3,Pennsylvania,Bally Borough,Berks,NPL Site,40.3984,-75.5933,06/10/1986,07/22/1987,05/28/1999,604,,,"<a href=""https://semspub.epa.gov/src/document/03/900350"" target=""_blank"">PAD061105128 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301029"" target=""_blank"">Bally Ground Water Contamination</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-8415007.663383167,4924006.706562496
"CryoChem, Inc.",28.58,PAD002360444,300602,3,Pennsylvania,Worman,Berks,NPL Site,40.317219,-75.691669,06/10/1986,10/04/1989,09/22/1998,545,,,"<a href=""https://semspub.epa.gov/src/document/03/900351"" target=""_blank"">PAD002360444 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300602"" target=""_blank"">CryoChem, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8425958.050373012,4912147.326828771
Eastern Diversified Metals,31.02,PAD980830533,301588,3,Pennsylvania,Hometown,Schuylkill,NPL Site,40.829439,-75.9975,06/10/1986,10/04/1989,09/16/2008,1043,,,"<a href=""https://semspub.epa.gov/src/document/03/900352"" target=""_blank"">PAD980830533 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301588"" target=""_blank"">Eastern Diversified Metals</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8460003.00156181,4987216.412969173
Naval Air Development Center (8 Waste Areas),57.93,PA6170024545,302466,3,Pennsylvania,Warminster Township,Bucks,NPL Site,40.1996,-75.0642,06/10/1986,10/04/1989,09/28/2000,739,,,"<a href=""https://semspub.epa.gov/src/document/03/900353"" target=""_blank"">PA6170024545 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302466"" target=""_blank"">Naval Air Development Center (8 Waste Areas)</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8356108.520804446,4894990.1427134285
Hebelka Auto Salvage Yard,31.94,PAD980829329,301568,3,Pennsylvania,Weisenberg Township,Lehigh,Deleted NPL Site,40.576669,-75.667781,06/10/1986,07/22/1987,12/30/1993,225,06/24/1999,09/20/1999,"<a href=""https://semspub.epa.gov/src/document/03/900354"" target=""_blank"">PAD980829329 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301568"" target=""_blank"">Hebelka Auto Salvage Yard</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-06-24/pdf/99-15833.pdf"" target=""_blank"">06/24/1999 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-09-20/pdf/99-24452.pdf"" target=""_blank"">09/20/1999 (PDF)</a>",,No,-8423298.850376941,4950099.541859516
Hellertown Manufacturing Co.,51.91,PAD002390748,300623,3,Pennsylvania,Hellertown,Northampton,NPL Site,40.595417,-75.340947,01/22/1987,03/31/1989,09/27/1996,398,,,"<a href=""https://semspub.epa.gov/src/document/03/900355"" target=""_blank"">PAD002390748 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300623"" target=""_blank"">Hellertown Manufacturing Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-8386915.855923012,4952847.679748485
Novak Sanitary Landfill,42.31,PAD079160842,301109,3,Pennsylvania,South Whitehall Township,Lehigh,NPL Site,40.6332,-75.5611,01/22/1987,10/04/1989,09/17/2002,824,,,"<a href=""https://semspub.epa.gov/src/document/03/900356"" target=""_blank"">PAD079160842 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301109"" target=""_blank"">Novak Sanitary Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8411423.175779622,4958388.367328334
Aladdin Plating,35.57,PAD075993378,301099,3,Pennsylvania,Scott Township,Lackawanna,Deleted NPL Site,41.491939,-75.662781,01/22/1987,07/22/1987,09/26/1996,399,09/17/2001,11/16/2001,"<a href=""https://semspub.epa.gov/src/document/03/900357"" target=""_blank"">PAD075993378 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301099"" target=""_blank"">Aladdin Plating</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-17/pdf/01-22998.pdf"" target=""_blank"">09/17/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-11-16/pdf/01-28630.pdf"" target=""_blank"">11/16/2001 (PDF)</a>",,No,-8422742.252922973,5085175.593714342
Commodore Semiconductor Group,42.35,PAD093730174,301146,3,Pennsylvania,Lower Providence Township,Montgomery,NPL Site,40.1241,-75.4194,01/22/1987,10/04/1989,08/24/2000,705,,,"<a href=""https://semspub.epa.gov/src/document/03/900358"" target=""_blank"">PAD093730174 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301146"" target=""_blank"">Commodore Semiconductor Group</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8395649.203934217,4883992.575152337
"River Road Landfill (Waste Management, Inc.)",43.12,PAD000439083,300446,3,Pennsylvania,Hermitage,Mercer,Deleted NPL Site,41.266669,-80.4875,01/22/1987,10/04/1989,12/29/1995,373,09/26/2003,01/29/2004,"<a href=""https://semspub.epa.gov/src/document/03/900359"" target=""_blank"">PAD000439083 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300446"" target=""_blank"">River Road Landfill (Waste Management, Inc.)</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-26/pdf/03-24410.pdf"" target=""_blank"">09/26/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-01-29/pdf/04-1823.pdf"" target=""_blank"">01/29/2004 (PDF)</a>",,No,-8959827.515223606,5051755.208011777
Saegertown Industrial Area,33.62,PAD980692487,301442,3,Pennsylvania,Saegertown,Crawford,NPL Site,41.71884,-80.142972,06/24/1988,02/21/1990,03/15/2004,894,,,"<a href=""https://semspub.epa.gov/src/document/03/900360"" target=""_blank"">PAD980692487 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301442"" target=""_blank"">Saegertown Industrial Area</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8921474.833699582,5118955.642604303
Berkley Products Co. Dump,30,PAD980538649,301290,3,Pennsylvania,Denver,Lancaster,Deleted NPL Site,40.25555,-76.155281,06/24/1988,03/31/1989,09/19/2001,776,01/18/2007,03/19/2007,"<a href=""https://semspub.epa.gov/src/document/03/900361"" target=""_blank"">PAD980538649 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301290"" target=""_blank"">Berkley Products Co. Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-18/pdf/E7-534.pdf"" target=""_blank"">01/18/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-18/pdf/E7-537.pdf"" target=""_blank"">03/19/2007 (PDF)</a>",,No,-8477567.10213866,4903147.897851785
Avco Lycoming (Williamsport Division),42.24,PAD003053709,300699,3,Pennsylvania,Williamsport,Lycoming,NPL Site,41.244031,-77.041111,01/22/1987,02/21/1990,09/27/2002,839,,,"<a href=""https://semspub.epa.gov/src/document/03/900362"" target=""_blank"">PAD003053709 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300699"" target=""_blank"">Avco Lycoming (Williamsport Division)</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,-8576177.246668069,5048403.088267174
Bell Landfill,34.79,PAD980705107,301509,3,Pennsylvania,Terry Township,Bradford,NPL Site,41.633061,-76.389169,06/24/1988,10/04/1989,02/23/1999,590,,,"<a href=""https://semspub.epa.gov/src/document/03/900363"" target=""_blank"">PAD980705107 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301509"" target=""_blank"">Bell Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8503603.39520132,5106171.260229318
William Dick Lagoons,36.64,PAD980537773,301252,3,Pennsylvania,West Caln Township,Chester,NPL Site,40.041939,-75.898061,01/22/1987,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/03/900364"" target=""_blank"">PAD980537773 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301252"" target=""_blank"">William Dick Lagoons</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-8448933.502716817,4872038.613604667
