District,lgdCode,Date,Count_BirthEvent_LiveBirth,Count_BirthEvent_StillBirth,Count_BirthEvent_LiveBirth_AsFractionOf_Count_ChildDeliveryEvent,Count_Infant_VaccineAdministered_BCG,Count_Infant_VaccineAdministered_OPV,Count_Infant_VaccineAdministered_DPTDose1,Count_Infant_VaccineAdministered_DPTDose2,Count_Infant_VaccineAdministered_DPTDose3,Count_ChildVaccinationEvent_MMR,Count_Infant_VaccineSideEffect_Adverse_Deaths,Count_Infant_VaccineSideEffect_Adverse_Others,Count_Death_Infant
Nandurbar,486,2014-03,32425,709,100.6,37561,22311,36479,34916,34472,34381,,0,469
Nashik,487,2014-03,113192,1666,98.8,112276,72780,113456,109066,108678,113740,,26,514
Osmanabad,488,2014-03,28388,360,107.4,29924,25871,31814,29742,28622,27671,,46,201
Palghar,665,2014-03,3042,44,105.4,4397,4160,5719,5883,6218,6001,,21,15
Parbhani,489,2014-03,31093,312,107.9,35325,26075,34924,32259,30715,29214,,48,17
Pune,490,2014-03,153222,2181,104.5,164241,147019,161470,161491,161916,161691,,437,779
Ratnagiri,492,2014-03,15753,111,103.1,21499,17229,21475,21068,21051,21489,,170,289
Sangli,493,2014-03,53246,538,101.5,53518,47616,50643,50359,50141,49363,,329,73
Satara,494,2014-03,47958,588,99.1,52231,41483,50294,48626,50157,49651,,90,461
Sindhudurg,495,2014-03,9493,97,99.8,9371,8413,9308,9047,8824,8770,,114,30
Solapur,496,2014-03,72414,783,100.3,85543,64387,86972,82288,80560,79690,,332,645
Thane,497,2014-03,142961,1849,102.9,178621,145646,181774,184175,186826,200453,,1446,822
Washim,499,2014-03,17894,247,104.9,18545,17118,21719,21198,21120,20398,,31,102
Yavatmal,500,2014-03,35112,558,105.2,46191,33597,50605,50010,50395,50433,,1460,167
Bishnupur,252,2014-03,1253,7,99.9,4621,773,4738,4573,4229,4070,,0,5
Chandel,253,2014-03,1304,5,103.3,1940,31,2071,1921,1804,1754,,0,
Churachandpur,254,2014-03,4891,15,99.7,4947,2479,5516,5200,4991,4419,,0,8
Imphal east,255,2014-03,5370,15,99.7,8518,2109,8554,8339,8088,7319,,0,2
Imphal west,256,2014-03,17271,145,100.1,12369,1208,11388,11387,10832,10241,,0,1
Senapati,257,2014-03,5295,20,99.9,7282,931,7768,7427,7113,6694,,0,6
Tamenglong,258,2014-03,1261,16,99.3,2244,350,2393,2128,1930,1767,,0,2
Thoubal,259,2014-03,2738,7,99.7,8854,1274,8653,8375,7568,7531,,15,2
Ukhrul,260,2014-03,1948,14,100.1,2393,824,2487,2529,2265,1813,,0,10
East garo hills,273,2014-03,6690,135,102.1,7949,2944,8002,7475,7150,6457,,0,126
East jaintia hills,657,2014-03,,,,,,,,,,,,
East khasi hills,274,2014-03,27308,759,97.3,26069,18532,20370,18607,17610,16595,,0,900
Ri bhoi,276,2014-03,5658,54,99.7,6012,2137,7172,6625,6221,5991,,0,93
South garo hills,277,2014-03,2684,32,98.9,3491,665,3925,3844,3519,3125,,0,86
South west garo hills,663,2014-03,4,0,100,3,4,2,2,4,0,,0,
South west khasi hills,658,2014-03,,,,,,,,,,,,
West garo hills,278,2014-03,17314,432,98.2,17633,6484,17717,17525,17192,16653,,0,384
West jaintia hills,275,2014-03,12477,320,98.5,13959,4332,14434,13806,12993,12374,,0,308
West khasi hills,279,2014-03,10658,167,98.7,12414,3680,13389,12684,12071,10987,,103,251
Champhai,262,2014-03,2425,15,100.2,2683,170,2752,2798,2849,2678,,6,53
Kolasib,263,2014-03,1444,28,119.3,2181,196,1676,1653,1595,1562,,0,50
Lawngtlai,264,2014-03,1620,24,100.1,1722,181,1797,1818,1687,1536,,8,59
Lunglei,265,2014-03,2648,21,99.4,2848,951,2678,2730,2753,2381,,0,68
Mamit,266,2014-03,1170,14,100.6,1404,0,1511,1494,1430,1264,,0,25
Saiha,267,2014-03,1363,14,100.2,1152,0,1151,1143,1174,1122,,1,107
Serchhip,268,2014-03,910,10,99,1041,396,1126,1159,1170,1129,,28,28
Dimapur,244,2014-03,7240,124,99.1,10447,7229,9022,8135,7502,7137,,0,33
Kiphire,614,2014-03,829,15,98.8,982,822,897,850,807,801,,0,3
Kohima,245,2014-03,2834,11,99.9,3794,3126,3465,3456,3202,3137,,0,13
Longleng,615,2014-03,636,0,100,746,400,849,796,774,755,,0,
Mokokchung,246,2014-03,1267,24,98.1,1508,1253,1457,1411,1326,1306,,0,19
Mon,247,2014-03,1922,29,98.6,2813,1649,2826,2510,2184,1771,,0,6
Peren,613,2014-03,965,11,99.1,1282,957,1270,1109,997,915,,0,5
Phek,248,2014-03,1427,17,98.8,1701,1313,1798,1717,1710,1534,,0,
Tuensang,249,2014-03,1811,20,99.6,2366,1628,2210,1900,1703,1570,,0,8
Wokha,250,2014-03,965,2,100.2,1514,1195,1646,1587,1576,1282,,0,1
Zunheboto,251,2014-03,1195,16,99.7,1305,535,1196,1128,1055,920,,0,1
Anugul,344,2014-03,19510,552,97.8,22953,19280,21441,21738,22063,21953,,2439,191
Balangir,345,2014-03,31236,878,97.9,28090,20356,27319,27261,27402,27218,,3115,1035
Baleshwar,346,2014-03,35288,677,98.8,38555,35376,37500,36942,37251,36074,,2549,777
Bargarh,347,2014-03,19240,453,98.3,21845,13775,21048,20988,21105,21169,,1396,625
Boudh,349,2014-03,6348,163,98.3,6901,5278,7486,7455,7676,7807,,432,221
Bhadrak,348,2014-03,24632,394,98.8,24098,20462,26223,26215,26233,25684,,168,220
Cuttack,350,2014-03,58832,953,99,43003,31111,36943,37528,37696,37846,,4138,52
Deogarh,351,2014-03,4318,108,98.4,4577,3216,5225,5294,5461,5337,,2076,87
Dhenkanal,352,2014-03,16936,358,98.5,18788,13861,19204,19121,19182,18790,,3240,336
Gajapati,353,2014-03,11669,193,98.6,11623,6151,11411,11568,11572,11357,,2224,93
Ganjam,354,2014-03,58716,1356,98.3,56733,45237,54433,54536,54199,52682,,2680,44
Jagatsinghapur,355,2014-03,15316,243,98.9,18208,14089,16630,16702,16984,17022,,234,123
Jajapur,356,2014-03,26801,499,98.8,32712,26190,30095,29966,29689,29161,,3429,429
Jharsuguda,357,2014-03,7787,103,99.4,8265,7938,8117,8136,8355,8389,,1055,121
Kalahandi,358,2014-03,25882,903,97.6,28680,19028,27251,27062,27450,26877,,3726,950
Kandhamal,359,2014-03,15559,613,96.9,15357,11250,14338,14212,14046,13637,,60,449
Kendrapara,360,2014-03,19764,390,98.8,23361,16904,22498,22409,22380,22290,,3065,182
Kendujhar,361,2014-03,31344,772,98.3,35745,26721,34588,34238,34810,33748,,686,663
Khordha,362,2014-03,34163,610,99.8,43685,31249,32867,32288,32552,32306,,2440,73
Koraput,363,2014-03,27153,937,97.4,28908,16846,26578,26034,25893,25506,,410,787
Malkangiri,364,2014-03,14951,692,96.5,14805,7748,14245,13895,13832,13214,,5273,610
Mayurbhanj,365,2014-03,47027,1317,97.9,47567,41020,43522,42929,43034,40780,,307,1123
Nabarangpur,366,2014-03,27027,1365,96.4,26178,10745,25726,25420,25032,23828,,3420,1135
Nayagarh,367,2014-03,12405,259,98.5,14268,12435,15182,15289,15554,15343,,2678,166
Nuapada,368,2014-03,12955,516,97.3,15417,8375,12997,12710,13013,12397,,1696,689
Puri,369,2014-03,16929,254,99.1,22286,16144,26162,26340,26761,26261,,93,157
Rayagada,370,2014-03,21768,848,97.3,20941,13756,20316,20022,20107,19074,,695,445
Sambalpur,371,2014-03,17680,607,97.7,21980,18827,17440,17581,18651,18246,,4928,9
Sonepur,372,2014-03,8674,248,98.2,8842,7202,9122,9159,9234,9128,,550,204
Sundargarh,373,2014-03,30747,858,97.7,25972,22146,32718,32780,33464,32752,,8081,837
Karaikal,598,2014-03,4120,35,102.7,3835,3237,2443,2329,2308,2895,,814,9
Mahe,599,2014-03,555,0,102.8,475,473,316,325,327,589,,0,
Pondicherry,600,2014-03,34728,704,99.8,32363,32560,9104,7287,6904,11583,,3033,63
Yanam,601,2014-03,525,2,99.4,522,524,628,651,616,779,,477,2
Amritsar,027,2014-03,40082,1011,98.4,47305,33641,41893,40893,40933,40543,,0,439
Barnala,605,2014-03,8515,107,99.3,8039,5474,8199,8106,8275,8398,,0,11
Bathinda,028,2014-03,22238,377,99,20953,13348,20968,20288,20634,20347,,0,65
Faridkot,029,2014-03,9883,302,98.3,9759,6432,9151,8856,8857,8749,,885,197
Fatehgarh sahib,030,2014-03,7579,34,99.9,8850,5847,9152,9016,9153,8867,,14,11
Fazilka,651,2014-03,13190,225,99.1,15044,13718,16034,15759,15378,13999,,0,
Firozepur,031,2014-03,12192,131,99.5,16023,10295,16626,15984,15494,15785,,0,1
Gurdaspur,032,2014-03,28741,440,96.7,29439,22870,27947,27533,27932,27636,,0,128
Hoshiarpur,033,2014-03,21516,400,98.8,23579,19960,23457,23165,23283,23572,,2,166
Jalandhar,034,2014-03,31354,238,99.3,35014,28417,32303,32024,32454,31767,,9,23
Kapurthala,035,2014-03,11458,115,82.4,13593,8817,13636,13658,13720,13149,,429,103
Ludhiana,036,2014-03,50552,590,96.8,56422,35534,59800,58640,58293,53734,,4,22
Mansa,037,2014-03,11362,85,99.6,14198,12257,12302,11947,12122,11867,,4,
Moga,038,2014-03,15459,260,98.7,17463,15353,16920,15922,15852,15464,,0,26
S.a.s nagar,608,2014-03,11493,40,103.2,17221,17225,17662,17352,17174,16611,,0,33
Sri muktsar sahib,039,2014-03,14521,179,99.4,14970,8322,14910,14639,14381,14224,,0,83
Shahid bhagat singh nagar,040,2014-03,8590,125,99.7,9405,8018,9485,9223,8990,9041,,2,148
Pathankot,662,2014-03,10870,113,94.8,10571,7704,9811,9492,9556,9551,,0,5
Patiala,041,2014-03,31887,548,99.2,33932,27767,29012,28193,28106,28685,,0,59
Rupnagar,042,2014-03,11256,133,99.4,12584,11338,11914,11613,11755,11527,,160,40
Sangrur,043,2014-03,22584,276,99.6,23575,14105,24147,23699,23770,23361,,0,28
Tarn taran,609,2014-03,16362,537,97.6,18040,13527,17672,17631,17518,17777,,0,232
Ajmer,086,2014-03,60412,1580,98.9,69222,47714,59362,57027,54760,54206,,0,1075
Alwar,087,2014-03,72526,1250,100.6,65609,35574,75947,72285,71113,68586,,0,677
Banswara,088,2014-03,44535,1347,97.7,44177,36827,46570,45816,45995,42245,,0,1530
Baran,089,2014-03,24934,488,98.5,23877,23022,25849,24676,24601,24002,,16,482
Barmer,090,2014-03,62687,1337,100.5,61275,26988,63157,59909,59762,58592,,3,297
Bharatpur,091,2014-03,60270,628,101,55553,45499,57845,56134,57007,52284,,20,556
Bhilwara,092,2014-03,44900,907,98.9,49016,30108,49439,48558,49044,48670,,0,806
Bikaner,093,2014-03,54626,1125,99.2,59854,28223,59886,55532,54655,54525,,0,220
Bundi,094,2014-03,20912,439,98.5,20524,19190,23647,23249,23707,22821,,6,304
Chittorgarh,095,2014-03,28298,729,98.5,28624,21814,29503,29635,30485,28587,,10,376
Churu,096,2014-03,38067,532,100.2,43539,20471,45763,44358,43899,42217,,0,230
Dausa,097,2014-03,33288,511,99.6,29112,27923,34755,32964,32677,32141,,1,181
Dholpur,098,2014-03,28914,556,99.5,28388,24119,28835,27899,27957,25975,,11,382
Dungarpur,099,2014-03,33034,714,98.5,35400,20322,32469,32067,32344,31267,,0,898
Ganganagar,100,2014-03,35945,687,99.3,37909,25238,39419,37477,37938,36616,,3,417
Hanumangarh,101,2014-03,34504,513,99.2,43441,22388,43288,41585,41736,40951,,5,454
Jaipur,102,2014-03,145871,2143,99.7,163425,120382,148447,138202,136119,131594,,14,1335
Jaisalmer,103,2014-03,16242,322,101.7,15650,8856,15907,15147,15105,13917,,18,90
Jalore,104,2014-03,46060,1003,99.2,46218,25504,43080,41729,42428,41650,,10,324
Jhalawar,105,2014-03,28778,791,97.5,27005,24892,29440,29464,29415,28359,,0,1127
Jhunjhunu,106,2014-03,34133,340,99.7,43066,38121,41955,41150,42056,40337,,0,229
Jodhpur,107,2014-03,82545,562,99.7,89475,64515,84546,80056,77866,76342,,2,479
Karauli,108,2014-03,31726,570,99.3,30340,24864,33496,32187,32615,30176,,0,463
Kota,109,2014-03,37014,727,98.2,39754,32991,39720,38985,39076,39008,,8,163
Nagaur,110,2014-03,61818,698,100.3,66734,29098,66013,63273,63649,60657,,0,393
Pali,111,2014-03,43797,1062,105.1,44805,28816,42365,40703,40778,39044,,9,572
Rajsamand,112,2014-03,30519,422,99.7,28993,20805,32222,30953,29963,29999,,0,460
Sawai madhopur,113,2014-03,33813,550,105.1,28833,18993,28488,27438,27849,24898,,67,191
Sikar,114,2014-03,50120,466,100.3,51161,20708,51673,50975,52474,49166,,10,379
Sirohi,115,2014-03,25462,753,97.7,27564,12052,26528,25513,26238,24837,,7,346
Tonk,116,2014-03,28907,491,98.8,28027,21238,29728,28961,29371,27487,,1,561
Udaipur,117,2014-03,71808,1697,103.6,88196,68473,79913,76615,78038,77512,,6,1186
Ariyalur,610,2014-03,11462,115,100.1,11307,11314,,,,11186,,70,39
Chennai,568,2014-03,78630,178,101.7,77530,77530,,,,79130,,8,533
Coimbatore,569,2014-03,47660,341,100.9,47394,47394,,,,47522,,7,569
Cuddalore,570,2014-03,34814,360,99.2,38287,38287,,,,37512,,246,300
Dharmapuri,571,2014-03,26298,298,100.1,25470,25328,,,,25774,,3,508
Dindigul,572,2014-03,30606,406,99.7,30319,30370,,,,29833,,6,386
Erode,573,2014-03,27639,233,100.1,27108,26202,,,,27090,,1223,133
Kanchipuram,574,2014-03,48387,355,99.6,47884,47838,,,,50515,,122,446
Kanniyakumari,575,2014-03,23224,117,100.1,22717,22717,,,,23512,,15,179
Karur,576,2014-03,13401,149,99.5,13257,13257,,,,13959,,1,231
Krishnagiri,577,2014-03,27288,304,99.3,26805,26747,,,,27386,,110,542
Madurai,578,2014-03,48633,603,99.7,48419,48338,,,,50431,,25,560
Nagapattinam,579,2014-03,21573,284,99,21641,20477,,,,22540,,812,143
Namakkal,580,2014-03,20753,195,99.1,20674,20678,,,,21333,,585,339
The nilgiris,587,2014-03,7571,79,99.7,7406,7399,,,,8016,,240,81
Perambalur,581,2014-03,8189,96,98.9,8072,8047,,,,8475,,27,90
Pudukkottai,582,2014-03,24451,310,99.7,24362,24391,,,,24841,,1503,292
Ramanathapuram,583,2014-03,20073,202,101.9,19824,19815,,,,20359,,1206,99
Salem,584,2014-03,52486,425,99.2,52122,52113,,,,52225,,315,766
Sivaganga,585,2014-03,18566,172,98.6,18670,18792,,,,19478,,1,103
Thanjavur,586,2014-03,33105,452,99.1,32803,32746,,,,33987,,1349,392
Theni,588,2014-03,16699,230,99.4,16650,16656,,,,17037,,,264
Thiruvallur,589,2014-03,42508,534,98.8,42508,42508,,,,45034,,,475
Thiruvarur,590,2014-03,17940,173,99,17888,17927,,,,18722,,42,136
Tiruchirappalli,591,2014-03,40328,434,98.9,39582,39619,,,,40135,,1099,276
Tirunelveli,592,2014-03,42590,384,99.5,42538,42542,,,,44518,,107,139
Tiruppur,634,2014-03,30679,205,99.4,30572,30533,,,,30434,,171,226
Tiruvannamalai,593,2014-03,36907,595,98.4,36907,36907,,,,41427,,73,581
Tuticorin,594,2014-03,22646,175,98.8,22868,22464,,,,23064,,,123
Villupuram,596,2014-03,55904,840,98.6,55904,56549,,,,53975,,418,219
Virudhunagar,597,2014-03,26885,291,98.8,26868,26885,,,,26477,,1258,300
Dhalai,269,2014-03,5831,129,98.3,6034,1344,7052,6592,6073,5526,,0,75
Gomati,654,2014-03,6800,105,99,6671,1783,7612,6938,6486,5729,,0,31
Khowai,652,2014-03,3404,50,98.7,3965,1820,5000,5165,4970,5031,,0,13
North tripura,270,2014-03,4657,110,98.2,5915,667,8020,7167,6586,5981,,0,30
Sepahijala,653,2014-03,3944,46,99.5,5908,1951,7657,7795,7629,7134,,0,16
South tripura,271,2014-03,5106,44,99.6,6075,2435,7106,6976,6857,6564,,0,22
Unakoti,655,2014-03,3717,103,97.4,4525,987,5459,5269,4919,4158,,1,32
West tripura,272,2014-03,18503,366,99.9,17031,11673,12822,12323,12292,14381,,5,127
Agra,118,2014-03,92585,1786,131.9,113165,68683,121585,115265,112364,117394,,154,2
Aligarh,119,2014-03,61279,381,101.7,90123,47018,85505,81495,87765,88303,,,
Prayagraj,120,2014-03,83136,484,99.4,117071,43741,133375,128908,126950,131593,,6,42
Ambedkar nagar,121,2014-03,37657,183,99.5,49503,25080,51583,48577,48070,47508,,0,13
Auraiya,122,2014-03,25641,1000,110.3,33224,17119,33819,34111,34292,33003,,142,12
Azamgarh,123,2014-03,85021,1209,138.6,108150,31831,99556,94096,105052,116746,,41,4
Baghpat,124,2014-03,25955,77,101,29369,13637,28927,27157,27200,31287,,0,6
Bahraich,125,2014-03,70599,1029,96.9,82591,29580,87708,73756,83893,85416,,51,
Ballia,126,2014-03,52016,509,108.4,77335,27537,85500,82212,77991,76789,,338,
Banda,128,2014-03,39904,717,108.4,35403,33161,42112,40988,40095,39110,,76,50
Barabanki,129,2014-03,70832,1535,115.4,86271,43437,86379,80313,82368,83174,,50,81
Bareilly,130,2014-03,67372,529,106.4,95102,44432,100681,97174,90219,100212,,3,
Basti,131,2014-03,53865,425,99.2,61819,26649,58247,56859,60844,63538,,0,31
Bijnor,132,2014-03,70390,1451,113.6,78494,50134,83274,80582,77060,78635,,0,24
Budaun,133,2014-03,62476,1167,107.4,79526,52485,87099,80891,78782,82010,,18,
Bulandshahr,134,2014-03,60411,1238,107.2,83880,49512,95684,91499,90960,91255,,1,1
Amethi,640,2014-03,37854,651,101.7,50840,25730,54512,53772,51915,51290,,4,
Chandauli,135,2014-03,42301,840,141.4,48588,19033,49629,46754,45506,46720,,12,
Chitrakoot,136,2014-03,18862,135,99.2,22020,18560,23430,22504,22329,20654,,2,
Deoria,137,2014-03,70373,1522,107.4,90138,39051,94457,92411,91017,95758,,0,1
Etah,138,2014-03,29208,12,100.5,41800,22048,45197,43079,43068,43452,,0,
Etawah,139,2014-03,29990,286,99.8,40930,29322,40205,38997,39068,42159,,24,
Farrukhabad,141,2014-03,42728,403,97.7,46717,28949,46723,43598,43202,42048,,0,
Fatehpur,142,2014-03,51136,386,111.8,53845,32069,61498,60462,60065,62195,,0,11
Gautam buddha nagar,144,2014-03,30410,182,120.1,45575,33446,47228,44007,46538,41964,,0,
Ghaziabad,145,2014-03,59472,97,172.6,77370,48610,83585,80168,83102,84057,,7,
Ghazipur,146,2014-03,63042,498,109.8,74055,33251,87756,83611,80593,86719,,0,1
Gonda,147,2014-03,65072,1150,139.1,102365,40868,99512,94154,92560,103145,,4,
Gorakhpur,148,2014-03,89305,1610,124.9,113349,63047,108080,110124,103438,99983,,124,20
Hapur,661,2014-03,21279,106,166,31269,18777,34098,32255,31429,33841,,320,
Hardoi,150,2014-03,106002,3450,133.4,118218,80136,121727,112803,111428,117692,,109,119
Hathras,163,2014-03,40736,369,99.5,39020,24465,38125,37492,38405,37446,,0,
Jalaun,151,2014-03,28479,549,99.7,40442,29009,41702,42222,42542,40584,,3,1
Jaunpur,152,2014-03,89204,505,96.4,116464,57492,111198,105719,115788,113786,,0,
Jhansi,153,2014-03,43729,639,153.1,53909,35940,51729,51173,50702,48948,,0,47
Amroha,154,2014-03,27996,315,99.4,39970,25534,40650,36631,34199,35814,,0,1
Kannauj,155,2014-03,23000,230,103.5,43100,15114,42213,38612,39396,38688,,0,
Kanpur dehat,156,2014-03,25538,264,108,31905,19806,32954,31785,30771,32129,,0,201
Kanpur nagar,157,2014-03,46679,653,130.8,103674,41708,105187,100347,102372,102491,,166,
Kasganj,633,2014-03,22152,218,114.1,33851,19563,33227,30036,27848,28396,,0,3
Kaushambi,158,2014-03,40712,579,108.2,63127,33681,70026,63312,63467,58356,,0,
Kushi nagar,160,2014-03,74995,603,281.5,73703,33938,80581,77531,72566,84994,,23,3
Kheri,159,2014-03,81254,510,108.1,103641,45435,103469,100366,97608,105311,,138,5
Lalitpur,161,2014-03,28320,344,98.8,31752,22307,31179,29775,31452,30410,,0,157
Lucknow,162,2014-03,77123,1274,120,121537,70901,111160,104397,107160,109320,,132,63
Maharajganj,164,2014-03,53028,746,109.7,64682,29061,66839,62320,56840,66166,,6,10
Mahoba,165,2014-03,14982,109,99.6,14664,12475,19851,19113,19541,19181,,13,
Mainpuri,166,2014-03,29379,143,99.6,34088,25530,46030,45840,44611,45911,,103,2
Mathura,167,2014-03,38352,83,114.8,52815,26552,55968,55795,52979,54907,,0,3
Mau,168,2014-03,38752,867,104.6,61509,18329,61976,59767,58448,63426,,1,
Meerut,169,2014-03,55518,518,137.3,88733,39325,99619,91443,88706,88624,,127,7
Mirzapur,170,2014-03,51641,642,100.2,59627,31746,60812,57997,57094,55022,,0,
Moradabad,171,2014-03,48822,581,99.7,66427,40769,73733,69651,68623,68861,,35,59
Muzaffarnagar,172,2014-03,68356,2297,137.7,68279,58644,71708,69218,70261,71622,,532,15
Pilibhit,173,2014-03,39467,577,103,42520,23326,44545,42024,41058,46410,,1,
Rae bareli,175,2014-03,41540,704,98.3,64090,38867,65208,62528,62010,59167,,30,2
Rampur,176,2014-03,39129,220,108,42118,21810,43015,38926,37199,36817,,0,2
Saharanpur,177,2014-03,74893,1977,99.8,81789,62466,84036,82065,80630,91415,,0,
Sambhal,659,2014-03,35159,389,101.1,36209,20516,48378,42624,41448,40896,,2,
Shahjahanpur,180,2014-03,58154,495,106.5,63930,32079,64869,60237,61940,62838,,23,14
Shamli,660,2014-03,23430,243,118.3,25146,9292,28334,26075,25991,25537,,1,
Shravasti,181,2014-03,22025,599,112.3,26308,19809,29439,24480,25846,28887,,79,
Siddharth nagar,182,2014-03,62198,1002,111.1,55053,26305,60982,57739,54078,65610,,26,9
Sitapur,183,2014-03,123997,1595,106.6,153577,78906,149867,143822,145381,141962,,123,4
Sonbhadra,184,2014-03,41556,883,104.8,41844,15167,45971,44396,44136,44334,,5,14
Sultanpur,185,2014-03,42357,384,103.3,49266,26939,49976,46423,44044,43301,,0,9
Unnao,186,2014-03,43546,1013,96.2,74544,47988,74652,70243,69906,75142,,0,
Varanasi,187,2014-03,74415,516,103.4,98707,51018,89871,87560,92833,95112,,0,
Almora,045,2014-03,8762,172,98.2,9921,7459,9575,9831,10210,9679,,14,10
Bageshwar,046,2014-03,3611,37,99.2,4533,2120,4476,4556,4554,4990,,0,5
Chamoli,047,2014-03,6120,80,99,7087,5101,7145,7524,7766,7024,,0,21
Champawat,048,2014-03,3477,63,98.7,4222,1183,4208,4223,4212,4057,,0,5
Dehradun,049,2014-03,27507,528,98.9,38505,23108,39750,40848,41104,37998,,28,233
Haridwar,050,2014-03,30898,451,99.8,38024,18315,37164,37788,36877,32402,,14,24
Nainital,051,2014-03,15266,304,98.6,16639,10618,17229,17036,16795,16450,,0,3
Pithoragarh,053,2014-03,7971,47,98.2,8448,7738,8139,8719,8636,9336,,0,20
Rudra prayag,054,2014-03,3286,58,98.6,4002,3590,4609,5467,5681,4437,,20,
Tehri garhwal,055,2014-03,7216,108,99.1,10196,6813,11796,12986,13391,11387,,0,4
Udam singh nagar,056,2014-03,27992,350,98.9,34846,24123,33431,33229,33583,31652,,0,14
Uttar kashi,057,2014-03,4801,133,97.9,6187,2978,6209,7074,7072,6010,,0,22
Bankura,305,2014-03,54292,1020,98.8,59877,51331,55864,55361,54695,53752,,259,862
Paschim bardhaman,704,2014-03,148766,2232,97.3,139166,95517,120029,116602,116729,115061,,1745,1969
Birbhum,307,2014-03,62137,1015,98.4,70239,51698,62378,60004,59314,58291,,632,1036
Dinajpur dakshin,310,2014-03,26698,461,98.5,27888,21794,28322,27386,27130,26867,,692,351
Darjeeling,309,2014-03,32239,547,100.8,38831,32060,29526,29218,28999,30345,,464,120
Hooghly,312,2014-03,66006,789,77.9,83893,63839,77717,76094,76858,73496,,202,596
Jalpaiguri,314,2014-03,54347,970,99.2,65941,47938,61576,60867,61259,60448,,8,607
Coochbehar,308,2014-03,51832,956,98.7,54131,35127,51212,49811,49067,49439,,5,787
Kolkata,315,2014-03,92749,2458,99.2,96495,81424,47158,42758,41976,44419,,,4406
Maldah,316,2014-03,100304,1976,98.6,100319,50907,93689,89217,87591,88311,,724,1288
Medinipur east,317,2014-03,82529,829,98.7,88430,62454,83405,81833,82445,80276,,360,663
Medinipur west,318,2014-03,81280,1336,99,99504,85503,94715,93171,93895,92334,,234,1084
Murshidabad,319,2014-03,172355,3013,98.5,168814,135777,161959,157063,155410,152149,,1890,2215
Nadia,320,2014-03,73090,975,98.9,74948,56191,77045,75258,75286,73033,,3002,984
24 paraganas north,303,2014-03,83674,1213,105,120513,94119,119972,118490,118103,115108,,951,239
Purulia,321,2014-03,54185,1116,98.8,55635,45074,56042,54409,54067,51715,,497,577
24 paraganas south,304,2014-03,138746,1193,100.2,139094,80288,143596,140440,140316,136989,,7622,531
Dinajpur uttar,311,2014-03,67186,1149,98.3,69512,40343,68052,65509,64752,61997,,148,790
Nicobars,603,2009-03,,,,,,,,,,,,
North and middle andaman,632,2009-03,,,,,,,,,,,,
South andamans,602,2009-03,,,0,3593,,,2699,4254,3688,,,
Adilabad,501,2009-03,34027,120,63.6,46018,30056,46350,46105,45526,49740,,,711
