InChIKey|dcid|IUPACName|Name|CommonName|TypeOf|Symbol|InChI|Type|AtomicNumber|CID|SameAs|Input
IRIAEXORFWYRCZ-UHFFFAOYSA-N|inChIKey/IRIAEXORFWYRCZ-UHFFFAOYSA-N|2-O-benzyl 1-O-butyl benzene-1,2-dicarboxylate|"2-O-benzyl 1-O-butyl benzene-1,2-dicarboxylate|BUTYLBENZYLPHTHALATE"|2-O-BENZYL 1-O-BUTYL BENZENE-1,2-DICARBOXYLATE|dcs:ChemicalCompound|C19H20O4|InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3|||2347|dcid:bio/CHEMBL1450327|BUTYL BENZYL PHTHALATE
ODINCKMPIJJUCX-UHFFFAOYSA-N|inChIKey/ODINCKMPIJJUCX-UHFFFAOYSA-N|oxocalcium|"oxocalcium|CALCIUMOXIDE"|OXOCALCIUM|dcs:ChemicalCompound|CaO|InChI=1S/Ca.O|||14778||CALCIUM OXIDE
DSSYKIVIOFKYAU-UHFFFAOYSA-N|inChIKey/DSSYKIVIOFKYAU-UHFFFAOYSA-N|\"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one\"|"\"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one\"|\"CAMPHOR\""|\"1,7,7-TRIMETHYLBICYCLO[2.2.1]HEPTAN-2-ONE\"|dcs:ChemicalCompound|C10H16O|InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3|||2537||CAMPHOR
CVXBEEMKQHEXEN-UHFFFAOYSA-N|inChIKey/CVXBEEMKQHEXEN-UHFFFAOYSA-N|naphthalen-1-yl N-methylcarbamate|"naphthalen-1-yl N-methylcarbamate|CARBARYL"|NAPHTHALEN-1-YL N-METHYLCARBAMATE|dcs:ChemicalCompound|C12H11NO2|InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)|||6129||CARBARYL
DUEPRVBVGDRKAG-UHFFFAOYSA-N|inChIKey/DUEPRVBVGDRKAG-UHFFFAOYSA-N|(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate|"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate|CARBOFURAN"|(2,2-DIMETHYL-3H-1-BENZOFURAN-7-YL) N-METHYLCARBAMATE|dcs:ChemicalCompound|C12H15NO3|InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)|||2566||CARBOFURAN
VNWKTOKETHGBQD-NJFSPNSNSA-N|inChIKey/VNWKTOKETHGBQD-NJFSPNSNSA-N|carbane|"carbane|CARBON"|CARBANE|dcs:ChemicalCompound|CH4|InChI=1S/CH4/h1H4/i1+2|||26873||CARBON-14
QGJOPFRUJISHPQ-UHFFFAOYSA-N|inChIKey/QGJOPFRUJISHPQ-UHFFFAOYSA-N||CARBONDISULFIDE||dcs:ChemicalCompound|CS2|InChI=1S/CS2/c2-1-3|||6348|dcid:bio/CHEMBL1365180|CARBON DISULFIDE
VZGDMQKNWNREIO-UHFFFAOYSA-N|inChIKey/VZGDMQKNWNREIO-UHFFFAOYSA-N|tetrachloromethane|"tetrachloromethane|CARBONTETRACHLORIDE"|TETRACHLOROMETHANE|dcs:ChemicalCompound|CCl4|InChI=1S/CCl4/c2-1(3,4)5|||5943||CARBON TETRACHLORIDE
VEDTXTNSFWUXGQ-UHFFFAOYSA-N|inChIKey/VEDTXTNSFWUXGQ-UHFFFAOYSA-N|(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-λ5-phosphane|"(4-chlorophenyl)sulfanylmethylsulfanyl-diethoxy-sulfanylidene-λ5-phosphane|CARBOPHENOTHION"|(4-CHLOROPHENYL)SULFANYLMETHYLSULFANYL-DIETHOXY-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C11H16ClO2PS3|InChI=1S/C11H16ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8H,3-4,9H2,1-2H3|||13081||CARBOPHENOTHION
TVFDJXOCXUVLDH-OUBTZVSYSA-N|inChIKey/TVFDJXOCXUVLDH-OUBTZVSYSA-N|cesium-134|CESIUM|CESIUM|dcs:ChemicalElement|Cs|InChI=1S/Cs/i1+1||55|6335485||CESIUM-134
TVFDJXOCXUVLDH-RNFDNDRNSA-N|inChIKey/TVFDJXOCXUVLDH-RNFDNDRNSA-N|cesium-137|CESIUM|CESIUM|dcs:ChemicalElement|Cs|InChI=1S/Cs/i1+4||55|5486527||CESIUM-137
BIWJNBZANLAXMG-UHFFFAOYSA-N|inChIKey/BIWJNBZANLAXMG-UHFFFAOYSA-N|\"1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene\"|"\"1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene\"|\"CHLORDANE\""|\"1,3,4,7,8,9,10,10-OCTACHLOROTRICYCLO[5.2.1.02,6]DEC-8-ENE\"|dcs:ChemicalCompound|C10H6Cl8|InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2|||5993||CHLORDANE
LHHGDZSESBACKH-UHFFFAOYSA-N|inChIKey/LHHGDZSESBACKH-UHFFFAOYSA-N|\"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one\"|"\"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one\"|\"CHLORDECONE\""|\"1,2,3,4,6,7,8,9,10,10-DECACHLOROPENTACYCLO[5.3.0.02,6.03,9.04,8]DECAN-5-ONE\"|dcs:ChemicalCompound|C10Cl10O|InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20|||299||CHLORDECONE
DJKGDNKYTKCJKD-UHFFFAOYSA-N|inChIKey/DJKGDNKYTKCJKD-UHFFFAOYSA-N|\"1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid\"|"\"1,4,5,6,7,7-hexachlorobicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid\"|\"CHLORENDICACID\""|\"1,4,5,6,7,7-HEXACHLOROBICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLIC ACID\"|dcs:ChemicalCompound|C9H4Cl6O4|InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)|||8266||CHLORENDIC ACID
VEXZGXHMUGYJMC-UHFFFAOYSA-M|inChIKey/VEXZGXHMUGYJMC-UHFFFAOYSA-M|chloride|"Chlorine|CHLORIDE"|CHLORINE|dcs:ChemicalElement|Cl|InChI=1S/ClH/h1H/p-1||17|312||CHLORIDE
FOCAUTSVDIKZOP-UHFFFAOYSA-N|inChIKey/FOCAUTSVDIKZOP-UHFFFAOYSA-N|2-chloroacetic acid|"2-chloroacetic acid|CHLOROACETICACID"|2-CHLOROACETIC ACID|dcs:ChemicalCompound|C2H3ClO2|InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)|||300||CHLOROACETIC ACID
MVPPADPHJFYWMZ-UHFFFAOYSA-N|inChIKey/MVPPADPHJFYWMZ-UHFFFAOYSA-N|chlorobenzene|CHLOROBENZENE|CHLOROBENZENE|dcs:ChemicalCompound|C6H5Cl|InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H|||7964||CHLOROBENZENE
RAPBNVDSDCTNRC-UHFFFAOYSA-N|inChIKey/RAPBNVDSDCTNRC-UHFFFAOYSA-N|ethyl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate|"ethyl 2,2-bis(4-chlorophenyl)-2-hydroxyacetate|CHLOROBENZILATE"|ETHYL 2,2-BIS(4-CHLOROPHENYL)-2-HYDROXYACETATE|dcs:ChemicalCompound|C16H14Cl2O3|InChI=1S/C16H14Cl2O3/c1-2-21-15(19)16(20,11-3-7-13(17)8-4-11)12-5-9-14(18)10-6-12/h3-10,20H,2H2,1H3|||10522||CHLOROBENZILATE
IKCLCGXPQILATA-UHFFFAOYSA-N|inChIKey/IKCLCGXPQILATA-UHFFFAOYSA-N|2-chlorobenzoic acid|"2-chlorobenzoic acid|CHLOROBENZOICACID"|2-CHLOROBENZOIC ACID|dcs:ChemicalCompound|C7H5ClO2|InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)|||8374||CHLOROBENZOIC ACID
HRYZWHHZPQKTII-UHFFFAOYSA-N|inChIKey/HRYZWHHZPQKTII-UHFFFAOYSA-N|chloroethane|CHLOROETHANE|CHLOROETHANE|dcs:ChemicalCompound|C2H5Cl|InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3|||6337||CHLOROETHANE
HEDRZPFGACZZDS-UHFFFAOYSA-N|inChIKey/HEDRZPFGACZZDS-UHFFFAOYSA-N|chloroform|CHLOROFORM|CHLOROFORM|dcs:ChemicalCompound|CHCl3|InChI=1S/CHCl3/c2-1(3)4/h1H|||6212||CHLOROFORM
NEHMKBQYUWJMIP-UHFFFAOYSA-N|inChIKey/NEHMKBQYUWJMIP-UHFFFAOYSA-N|chloromethane|CHLOROMETHANE|CHLOROMETHANE|dcs:ChemicalCompound|CH3Cl|InChI=1S/CH3Cl/c1-2/h1H3|||6327||CHLOROMETHANE
KCXMKQUNVWSEMD-UHFFFAOYSA-N|inChIKey/KCXMKQUNVWSEMD-UHFFFAOYSA-N|chloromethylbenzene|CHLOROMETHYLBENZENE|CHLOROMETHYLBENZENE|dcs:ChemicalCompound|C7H7Cl|InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2|||7503||CHLOROMETHYLBENZENE
SBPBAQFWLVIOKP-UHFFFAOYSA-N|inChIKey/SBPBAQFWLVIOKP-UHFFFAOYSA-N|diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-λ5-phosphane|"diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-λ5-phosphane|CHLORPYRIFOS"|DIETHOXY-SULFANYLIDENE-(3,5,6-TRICHLOROPYRIDIN-2-YL)OXY-Λ5-PHOSPHANE|dcs:ChemicalCompound|C9H11Cl3NO3PS|InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3|||2730||CHLORPYRIFOS
KRVSOGSZCMJSLX-UHFFFAOYSA-L|inChIKey/KRVSOGSZCMJSLX-UHFFFAOYSA-L|dihydroxy(dioxo)chromium|"dihydroxy(dioxo)chromium|CHROMICACID"|DIHYDROXY(DIOXO)CHROMIUM|dcs:ChemicalCompound|"H2CrO4|CrH2O4"|InChI=1S/Cr.2H2O.2O/h;2*1H2;;/q+2;;;;/p-2|||24425||CHROMIC ACID
JOPOVCBBYLSVDA-UHFFFAOYSA-N|inChIKey/JOPOVCBBYLSVDA-UHFFFAOYSA-N|chromium(6+)|"Chromium|CHROMIUMHEXAVALENTCOMPOUNDS"|CHROMIUM|dcs:ChemicalElement|Cr|InChI=1S/Cr/q+6||24|29131||CHROMIUM (HEXAVALENT COMPOUNDS)
BFGKITSFLPAWGI-UHFFFAOYSA-N|inChIKey/BFGKITSFLPAWGI-UHFFFAOYSA-N|chromium(3+)|"Chromium|CHROMIUMIII"|CHROMIUM|dcs:ChemicalElement|Cr|InChI=1S/Cr/q+3||24|27668||CHROMIUM (III)
GRWVQDDAKZFPFI-UHFFFAOYSA-H|inChIKey/GRWVQDDAKZFPFI-UHFFFAOYSA-H|chromium(3+);trisulfate|"chromium(3+);trisulfate|CHROMIUMIIISULFATE"|CHROMIUM(3+);TRISULFATE|dcs:ChemicalCompound|"Cr2(SO4)3|Cr2O12S3"|InChI=1S/2Cr.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6|||24930||CHROMIUM(III) SULFATE
JOPOVCBBYLSVDA-UHFFFAOYSA-N|inChIKey/JOPOVCBBYLSVDA-UHFFFAOYSA-N|chromium(6+)|"Chromium|CHROMIUMVI"|CHROMIUM|dcs:ChemicalElement|Cr|InChI=1S/Cr/q+6||24|29131||CHROMIUM(VI)
WDECIBYCCFPHNR-UHFFFAOYSA-N|inChIKey/WDECIBYCCFPHNR-UHFFFAOYSA-N|chrysene|CHRYSENE|CHRYSENE|dcs:ChemicalCompound|C18H12|InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H|||9171||CHRYSENE
XKTMIJODWOEBKO-UHFFFAOYSA-M|inChIKey/XKTMIJODWOEBKO-UHFFFAOYSA-M|\"sodium;3-[[N-ethyl-4-[[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]-phenylmethyl]anilino]methyl]benzenesulfonate\"|"\"sodium;3-[[N-ethyl-4-[[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]-phenylmethyl]anilino]methyl]benzenesulfonate\"|\"CIACIDGREEN\""|\"SODIUM;3-[[N-ETHYL-4-[[4-[ETHYL-[(3-SULFONATOPHENYL)METHYL]AZANIUMYLIDENE]CYCLOHEXA-2,5-DIEN-1-YLIDENE]-PHENYLMETHYL]ANILINO]METHYL]BENZENESULFONATE\"|dcs:ChemicalCompound|"C37H35N2O6S2.Na|C37H35N2NaO6S2"|InChI=1S/C37H36N2O6S2.Na/c1-3-38(26-28-10-8-14-35(24-28)46(40,41)42)33-20-16-31(17-21-33)37(30-12-6-5-7-13-30)32-18-22-34(23-19-32)39(4-2)27-29-11-9-15-36(25-29)47(43,44)45;/h5-25H,3-4,26-27H2,1-2H3,(H-,40,41,42,43,44,45);/q;+1/p-1|||20803|dcid:bio/CHEMBL1333604|C.I. ACID GREEN 3
JFTBTTPUYRGXDG-UHFFFAOYSA-N|inChIKey/JFTBTTPUYRGXDG-UHFFFAOYSA-N|\"[4-[[4-(dimethylamino)phenyl]-[4-(methylamino)phenyl]methylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium;chloride\"|"\"[4-[[4-(dimethylamino)phenyl]-[4-(methylamino)phenyl]methylidene]cyclohexa-2,5-dien-1-ylidene]-dimethylazanium;chloride\"|\"CIBASICVIOLET\""|\"[4-[[4-(DIMETHYLAMINO)PHENYL]-[4-(METHYLAMINO)PHENYL]METHYLIDENE]CYCLOHEXA-2,5-DIEN-1-YLIDENE]-DIMETHYLAZANIUM;CHLORIDE\"|dcs:ChemicalCompound|C24H28ClN3|InChI=1S/C24H27N3.ClH/c1-25-21-12-6-18(7-13-21)24(19-8-14-22(15-9-19)26(2)3)20-10-16-23(17-11-20)27(4)5;/h6-17H,1-5H3;1H|||2724052||C.I. BASIC VIOLET 1
KFUSEUYYWQURPO-UPHRSURJSA-N|inChIKey/KFUSEUYYWQURPO-UPHRSURJSA-N|(Z)-1,2-dichloroethene|"(Z)-1,2-dichloroethene|CISDICHLOROETHENE"|(Z)-1,2-DICHLOROETHENE|dcs:ChemicalCompound|C2H2Cl2|InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-|||643833|dcid:bio/CHEMBL1441128|CIS-1,2-DICHLOROETHENE
GUTLYIVDDKVIGB-YPZZEJLDSA-N|inChIKey/GUTLYIVDDKVIGB-YPZZEJLDSA-N|cobalt-57|COBALT|COBALT|dcs:ChemicalElement|Co|InChI=1S/Co/i1-2||27|104851||COBALT-57
GUTLYIVDDKVIGB-OUBTZVSYSA-N|inChIKey/GUTLYIVDDKVIGB-OUBTZVSYSA-N|cobalt-60|COBALT|COBALT|dcs:ChemicalElement|Co|InChI=1S/Co/i1+1||27|61492||COBALT-60
BXNANOICGRISHX-UHFFFAOYSA-N|inChIKey/BXNANOICGRISHX-UHFFFAOYSA-N|3-chloro-7-diethoxyphosphinothioyloxy-4-methylchromen-2-one|"3-chloro-7-diethoxyphosphinothioyloxy-4-methylchromen-2-one|COUMAPHOS"|3-CHLORO-7-DIETHOXYPHOSPHINOTHIOYLOXY-4-METHYLCHROMEN-2-ONE|dcs:ChemicalCompound|C14H16ClO5PS|InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3|||2871|dcid:bio/CHEMBL251680|COUMAPHOS
WHRZCXAVMTUTDD-UHFFFAOYSA-N|inChIKey/WHRZCXAVMTUTDD-UHFFFAOYSA-N|\"1H-furo[2,3-d]pyrimidin-2-one\"|"\"1H-furo[2,3-d]pyrimidin-2-one\"|\"CREOSOTE\""|\"1H-FURO[2,3-D]PYRIMIDIN-2-ONE\"|dcs:ChemicalCompound|C6H4N2O2|InChI=1S/C6H4N2O2/c9-6-7-3-4-1-2-10-5(4)8-6/h1-3H,(H,7,8,9)|||15218527||CREOSOTE
RWGFKTVRMDUZSP-UHFFFAOYSA-N|inChIKey/RWGFKTVRMDUZSP-UHFFFAOYSA-N|cumene|CUMENE|CUMENE|dcs:ChemicalCompound|C9H12|InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3|||7406||CUMENE
XFXPMWWXUTWYJX-UHFFFAOYSA-N|inChIKey/XFXPMWWXUTWYJX-UHFFFAOYSA-N|cyanide|CYANIDE|CYANIDE|dcs:ChemicalCompound|CN-|InChI=1S/CN/c1-2/q-1|||5975||CYANIDE
XDTMQSROBMDMFD-UHFFFAOYSA-N|inChIKey/XDTMQSROBMDMFD-UHFFFAOYSA-N|cyclohexane|CYCLOHEXANE|CYCLOHEXANE|dcs:ChemicalCompound|C6H12|InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2|||8078||CYCLOHEXANE
HPXRVTGHNJAIIH-UHFFFAOYSA-N|inChIKey/HPXRVTGHNJAIIH-UHFFFAOYSA-N|cyclohexanol|CYCLOHEXANOL|CYCLOHEXANOL|dcs:ChemicalCompound|C6H12O|InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2|||7966|dcid:bio/CHEMBL32010|CYCLOHEXANOL
JHIVVAPYMSGYDF-UHFFFAOYSA-N|inChIKey/JHIVVAPYMSGYDF-UHFFFAOYSA-N|cyclohexanone|CYCLOHEXANONE|CYCLOHEXANONE|dcs:ChemicalCompound|C6H10O|InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2|||7967||CYCLOHEXANONE
YVGGHNCTFXOJCH-UHFFFAOYSA-N|inChIKey/YVGGHNCTFXOJCH-UHFFFAOYSA-N|\"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene\"|"\"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene\"|\"DDTANDMETABOLITES\""|\"1-CHLORO-4-[2,2,2-TRICHLORO-1-(4-CHLOROPHENYL)ETHYL]BENZENE\"|dcs:ChemicalCompound|C14H9Cl5|InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H|||3036||DDT AND METABOLITES
JLYXXMFPNIAWKQ-UHFFFAOYSA-N|inChIKey/JLYXXMFPNIAWKQ-UHFFFAOYSA-N|1,2,3,4,5,6-hexachlorocyclohexane|"1,2,3,4,5,6-hexachlorocyclohexane|DELTAHEXACHLOROCYCLOHEXANE"|1,2,3,4,5,6-HEXACHLOROCYCLOHEXANE|dcs:ChemicalCompound|C6H6Cl6|InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H|||727||DELTA-HEXACHLOROCYCLOHEXANE
PSTWJANBJOHFQJ-UHFFFAOYSA-N|inChIKey/PSTWJANBJOHFQJ-UHFFFAOYSA-N|1-dimethoxyphosphorylsulfanyl-2-methylsulfanylethane|"1-dimethoxyphosphorylsulfanyl-2-methylsulfanylethane|DEMEPHIONS"|1-DIMETHOXYPHOSPHORYLSULFANYL-2-METHYLSULFANYLETHANE|dcs:ChemicalCompound|C5H13O3PS2|InChI=1S/C5H13O3PS2/c1-7-9(6,8-2)11-5-4-10-3/h4-5H2,1-3H3|||17423||DEMEPHION-S
GFYLNNFGXHKQBD-UHFFFAOYSA-N|inChIKey/GFYLNNFGXHKQBD-UHFFFAOYSA-N|azane;toluene|"azane;toluene|DIAMINOTOLUENEMIXEDISOMERS"|AZANE;TOLUENE|dcs:ChemicalCompound|C7H14N2|InChI=1S/C7H8.2H3N/c1-7-5-3-2-4-6-7;;/h2-6H,1H3;2*1H3|||18795164||DIAMINOTOLUENE (MIXED ISOMERS)
FHIVAFMUCKRCQO-UHFFFAOYSA-N|inChIKey/FHIVAFMUCKRCQO-UHFFFAOYSA-N|diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-λ5-phosphane|"diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-λ5-phosphane|DIAZINON"|DIETHOXY-(6-METHYL-2-PROPAN-2-YLPYRIMIDIN-4-YL)OXY-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C12H21N2O3PS|InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3|||3017||DIAZINON
JNCSIWAONQTVCF-UHFFFAOYSA-N|inChIKey/JNCSIWAONQTVCF-UHFFFAOYSA-N|\"2-azapentacyclo[12.8.0.03,12.04,9.015,20]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene\"|"\"2-azapentacyclo[12.8.0.03,12.04,9.015,20]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene\"|\"DIBENZAHACRIDINE\""|\"2-AZAPENTACYCLO[12.8.0.03,12.04,9.015,20]DOCOSA-1(14),2,4,6,8,10,12,15,17,19,21-UNDECAENE\"|dcs:ChemicalCompound|C21H13N|InChI=1S/C21H13N/c1-3-7-17-14(5-1)11-12-20-19(17)13-16-10-9-15-6-2-4-8-18(15)21(16)22-20/h1-13H|||9183||\"DIBENZ[A,H]ACRIDINE\"
KLIHYVJAYWCEDM-UHFFFAOYSA-N|inChIKey/KLIHYVJAYWCEDM-UHFFFAOYSA-N|\"pentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene\"|"\"pentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene\"|\"DIBENZAJANTHRACENE\""|\"PENTACYCLO[12.8.0.03,12.04,9.017,22]DOCOSA-1(14),2,4,6,8,10,12,15,17,19,21-UNDECAENE\"|dcs:ChemicalCompound|C22H14|InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-13-18-12-10-16-6-2-4-8-20(16)22(18)14-21(17)19/h1-14H|||9176|dcid:bio/CHEMBL24775|\"DIBENZ[A,J]ANTHRACENE\"
KGHMWBNEMFNJFZ-UHFFFAOYSA-N|inChIKey/KGHMWBNEMFNJFZ-UHFFFAOYSA-N|\"hexacyclo[10.10.2.02,7.08,24.015,23.016,21]tetracosa-1(22),2,4,6,8,10,12(24),13,15(23),16,18,20-dodecaene\"|"\"hexacyclo[10.10.2.02,7.08,24.015,23.016,21]tetracosa-1(22),2,4,6,8,10,12(24),13,15(23),16,18,20-dodecaene\"|\"DIBENZOAEPYRENE\""|\"HEXACYCLO[10.10.2.02,7.08,24.015,23.016,21]TETRACOSA-1(22),2,4,6,8,10,12(24),13,15(23),16,18,20-DODECAENE\"|dcs:ChemicalCompound|C24H14|InChI=1S/C24H14/c1-2-8-17-16(6-1)14-22-19-10-4-3-9-18(19)20-11-5-7-15-12-13-21(17)24(22)23(15)20/h1-14H|||9126||\"DIBENZO[A,E]PYRENE\"
LHRCREOYAASXPZ-UHFFFAOYSA-N|inChIKey/LHRCREOYAASXPZ-UHFFFAOYSA-N|\"naphtho[1,2-b]phenanthrene\"|"\"naphtho[1,2-b]phenanthrene\"|\"DIBENZOAHANTHRACENE\""|\"NAPHTHO[1,2-B]PHENANTHRENE\"|dcs:ChemicalCompound|C22H14|InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H|||5889|dcid:bio/CHEMBL1346946|DIBENZO(A,H)ANTHRACENE
RXUSYFJGDZFVND-UHFFFAOYSA-N|inChIKey/RXUSYFJGDZFVND-UHFFFAOYSA-N|\"hexacyclo[10.10.2.02,7.09,23.013,18.020,24]tetracosa-1(23),2,4,6,8,10,12(24),13,15,17,19,21-dodecaene\"|"\"hexacyclo[10.10.2.02,7.09,23.013,18.020,24]tetracosa-1(23),2,4,6,8,10,12(24),13,15,17,19,21-dodecaene\"|\"DIBENZOAHPYRENE\""|\"HEXACYCLO[10.10.2.02,7.09,23.013,18.020,24]TETRACOSA-1(23),2,4,6,8,10,12(24),13,15,17,19,21-DODECAENE\"|dcs:ChemicalCompound|C24H14|InChI=1S/C24H14/c1-3-7-19-15(5-1)13-17-9-12-22-20-8-4-2-6-16(20)14-18-10-11-21(19)23(17)24(18)22/h1-14H|||9108||\"DIBENZO[A,H]PYRENE\"
TXCDCPKCNAJMEE-UHFFFAOYSA-N|inChIKey/TXCDCPKCNAJMEE-UHFFFAOYSA-N|dibenzofuran|DIBENZOFURAN|DIBENZOFURAN|dcs:ChemicalCompound|C12H8O|InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H|||568|dcid:bio/CHEMBL277497|DIBENZOFURAN
GATVIKZLVQHOMN-UHFFFAOYSA-N|inChIKey/GATVIKZLVQHOMN-UHFFFAOYSA-N|dibromo(chloro)methane|"dibromo(chloro)methane|DIBROMOCHLOROMETHANE"|DIBROMO(CHLORO)METHANE|dcs:ChemicalCompound|CHBr2Cl|InChI=1S/CHBr2Cl/c2-1(3)4/h1H|||31296||DIBROMOCHLOROMETHANE
FJBFPHVGVWTDIP-UHFFFAOYSA-N|inChIKey/FJBFPHVGVWTDIP-UHFFFAOYSA-N|dibromomethane|DIBROMOMETHANE|DIBROMOMETHANE|dcs:ChemicalCompound|CH2Br2|InChI=1S/CH2Br2/c2-1-3/h1H2|||3024||DIBROMOMETHANE
DOIRQSBPFJWKBE-UHFFFAOYSA-N|inChIKey/DOIRQSBPFJWKBE-UHFFFAOYSA-N|dibutyl benzene-1,2-dicarboxylate|"dibutyl benzene-1,2-dicarboxylate|DIBUTYLPHTHALATE"|DIBUTYL BENZENE-1,2-DICARBOXYLATE|dcs:ChemicalCompound|C16H22O4|InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3|||3026|dcid:bio/CHEMBL272485|DIBUTYL PHTHALATE
PXBRQCKWGAHEHS-UHFFFAOYSA-N|inChIKey/PXBRQCKWGAHEHS-UHFFFAOYSA-N|dichloro(difluoro)methane|"dichloro(difluoro)methane|DICHLORODIFLUOROMETHANE"|DICHLORO(DIFLUORO)METHANE|dcs:ChemicalCompound|CCl2F2|InChI=1S/CCl2F2/c2-1(3,4)5|||6391||DICHLORODIFLUOROMETHANE
