,,,,,,,,,,,,,,
NCESID,observationAbout,nces/{Data},populationType,Student,measuredProperty,count,statType,measuredValue,,,,,,
SCH_RET_G03_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade3,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G03_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade3,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G03_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade3,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G03_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade3,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G03_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade3,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G04_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G04_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G04_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G04_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G04_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G04_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G04_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G04_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G04_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G04_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G04_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G04_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G04_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G04_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G04_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G04_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G04_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G04_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G04_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G04_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade4,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G05_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G05_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G05_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G05_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G05_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G05_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G05_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G05_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G05_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G05_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G05_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G05_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G05_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G05_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G05_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G05_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G05_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G05_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G05_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G05_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade5,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G06_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G06_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G06_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G06_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G06_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G06_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G06_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G06_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G06_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G06_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G06_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G06_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G06_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G06_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G06_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G06_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G06_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G06_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G06_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G06_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade6,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G07_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G07_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G07_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G07_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G07_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G07_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G07_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G07_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G07_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G07_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G07_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G07_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G07_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G07_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G07_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G07_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G07_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G07_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G07_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G07_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade7,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G08_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G08_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G08_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G08_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G08_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G08_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G08_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G08_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G08_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G08_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G08_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G08_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G08_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G08_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G08_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G08_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G08_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G08_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G08_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G08_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade8,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G09_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G09_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G09_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G09_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G09_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G09_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G09_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G09_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G09_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G09_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G09_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G09_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G09_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G09_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G09_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G09_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G09_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G09_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G09_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G09_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade9,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G10_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G10_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G10_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G10_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G10_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G10_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G10_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G10_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G10_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G10_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G10_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G10_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G10_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G10_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G10_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G10_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G10_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G10_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G10_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G10_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade10,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G11_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G11_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G11_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G11_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G11_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G11_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,Asian,studentStatus,Retained,,
