fips,l80_1,l80_2,l80_3,l80_4,l80_5,l80_6,l80_7,l80_8,l150_1,l150_2,l150_3,l150_4,l150_5,l150_6,l150_7,l150_8,year
dcs:geoId/48233,28350.0,32400.0,36450.0,40500.0,43750.0,47000.0,50200.0,53450.0,53156.25,60750.0,68343.75,75937.5,82031.25,88125.0,94125.0,100218.75,2006
dcs:geoId/48235,26200.0,29950.0,33700.0,37450.0,40450.0,43450.0,46450.0,49450.0,49125.0,56156.25,63187.5,70218.75,75843.75,81468.75,87093.75,92718.75,2006
dcs:geoId/48237,25750.0,29450.0,33100.0,36800.0,39750.0,42700.0,45650.0,48600.0,48281.25,55218.75,62062.5,69000.0,74531.25,80062.5,85593.75,91125.0,2006
dcs:geoId/48239,27900.0,31900.0,35850.0,39850.0,43050.0,46250.0,49400.0,52600.0,52312.5,59812.5,67218.75,74718.75,80718.75,86718.75,92625.0,98625.0,2006
dcs:geoId/48241,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48243,28650.0,32700.0,36800.0,40900.0,44150.0,47450.0,50700.0,54000.0,53718.75,61312.5,69000.0,76687.5,82781.25,88968.75,95062.5,101250.0,2006
dcs:geoId/48245,28350.0,32400.0,36450.0,40500.0,43750.0,47000.0,50200.0,53450.0,53156.25,60750.0,68343.75,75937.5,82031.25,88125.0,94125.0,100218.75,2006
dcs:geoId/48247,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48249,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48251,35500.0,40550.0,45650.0,50700.0,54750.0,58800.0,62850.0,66900.0,66562.5,76031.25,85593.75,95062.5,102656.25,110250.0,117843.75,125437.5,2006
dcs:geoId/48253,26600.0,30400.0,34200.0,38000.0,41050.0,44100.0,47100.0,50150.0,49875.0,57000.0,64125.0,71250.0,76968.75,82687.5,88312.5,94031.25,2006
dcs:geoId/48255,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48257,37250.0,42550.0,47900.0,53200.0,57450.0,61700.0,65950.0,70200.0,69843.75,79781.25,89812.5,99750.0,107718.75,115687.5,123656.25,131625.0,2006
dcs:geoId/48259,38900.0,44500.0,50050.0,55600.0,60050.0,64500.0,68950.0,73400.0,72937.5,83437.5,93843.75,104250.0,112593.75,120937.5,129281.25,137625.0,2006
dcs:geoId/48261,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48263,24650.0,28150.0,31700.0,35200.0,38000.0,40850.0,43650.0,46450.0,46218.75,52781.25,59437.5,66000.0,71250.0,76593.75,81843.75,87093.75,2006
dcs:geoId/48265,27250.0,31150.0,35050.0,38950.0,42050.0,45200.0,48300.0,51400.0,51093.75,58406.25,65718.75,73031.25,78843.75,84750.0,90562.5,96375.0,2006
dcs:geoId/48267,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48269,26700.0,30550.0,34350.0,38150.0,41200.0,44250.0,47300.0,50350.0,50062.5,57281.25,64406.25,71531.25,77250.0,82968.75,88687.5,94406.25,2006
dcs:geoId/48271,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48273,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48275,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48277,25400.0,29050.0,32650.0,36300.0,39200.0,42100.0,45000.0,47900.0,47625.0,54468.75,61218.75,68062.5,73500.0,78937.5,84375.0,89812.5,2006
dcs:geoId/48279,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48281,27350.0,31300.0,35200.0,39100.0,42250.0,45350.0,48500.0,51600.0,51281.25,58687.5,66000.0,73312.5,79218.75,85031.25,90937.5,96750.0,2006
dcs:geoId/48283,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48285,24450.0,27950.0,31450.0,34950.0,37750.0,40550.0,43350.0,46150.0,45843.75,52406.25,58968.75,65531.25,70781.25,76031.25,81281.25,86531.25,2006
dcs:geoId/48287,28100.0,32100.0,36150.0,40150.0,43350.0,46550.0,49800.0,53000.0,52687.5,60187.5,67781.25,75281.25,81281.25,87281.25,93375.0,99375.0,2006
dcs:geoId/48289,25000.0,28550.0,32150.0,35700.0,38550.0,41400.0,44250.0,47100.0,46875.0,53531.25,60281.25,66937.5,72281.25,77625.0,82968.75,88312.5,2006
dcs:geoId/48291,34150.0,39050.0,43900.0,48800.0,52700.0,56600.0,60500.0,64400.0,64031.25,73218.75,82312.5,91500.0,98812.5,106125.0,113437.5,120750.0,2006
dcs:geoId/48293,24650.0,28150.0,31700.0,35200.0,38000.0,40850.0,43650.0,46450.0,46218.75,52781.25,59437.5,66000.0,71250.0,76593.75,81843.75,87093.75,2006
dcs:geoId/48295,27350.0,31250.0,35150.0,39050.0,42150.0,45300.0,48400.0,51550.0,51281.25,58593.75,65906.25,73218.75,79031.25,84937.5,90750.0,96656.25,2006
dcs:geoId/48297,25400.0,29000.0,32650.0,36250.0,39150.0,42050.0,44950.0,47850.0,47625.0,54375.0,61218.75,67968.75,73406.25,78843.75,84281.25,89718.75,2006
dcs:geoId/48299,27150.0,31050.0,34900.0,38800.0,41900.0,45000.0,48100.0,51200.0,50906.25,58218.75,65437.5,72750.0,78562.5,84375.0,90187.5,96000.0,2006
dcs:geoId/48301,36400.0,41600.0,46800.0,52000.0,56150.0,60300.0,64500.0,68650.0,68250.0,78000.0,87750.0,97500.0,105281.25,113062.5,120937.5,128718.75,2006
dcs:geoId/48303,27150.0,31050.0,34900.0,38800.0,41900.0,45000.0,48100.0,51200.0,50906.25,58218.75,65437.5,72750.0,78562.5,84375.0,90187.5,96000.0,2006
dcs:geoId/48305,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48307,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48309,27500.0,31450.0,35350.0,39300.0,42450.0,45600.0,48750.0,51900.0,51562.5,58968.75,66281.25,73687.5,79593.75,85500.0,91406.25,97312.5,2006
dcs:geoId/48311,25100.0,28700.0,32250.0,35850.0,38700.0,41600.0,44450.0,47300.0,47062.5,53812.5,60468.75,67218.75,72562.5,78000.0,83343.75,88687.5,2006
dcs:geoId/48313,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48315,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48317,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48319,27850.0,31800.0,35800.0,39750.0,42950.0,46100.0,49300.0,52500.0,52218.75,59625.0,67125.0,74531.25,80531.25,86437.5,92437.5,98437.5,2006
dcs:geoId/48321,26950.0,30800.0,34650.0,38500.0,41600.0,44650.0,47750.0,50800.0,50531.25,57750.0,64968.75,72187.5,78000.0,83718.75,89531.25,95250.0,2006
dcs:geoId/48323,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48325,26650.0,30500.0,34300.0,38100.0,41150.0,44200.0,47250.0,50300.0,49968.75,57187.5,64312.5,71437.5,77156.25,82875.0,88593.75,94312.5,2006
dcs:geoId/48327,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48329,31300.0,35750.0,40250.0,44700.0,48300.0,51850.0,55450.0,59000.0,58687.5,67031.25,75468.75,83812.5,90562.5,97218.75,103968.75,110625.0,2006
dcs:geoId/48331,26650.0,30500.0,34300.0,38100.0,41150.0,44200.0,47250.0,50300.0,49968.75,57187.5,64312.5,71437.5,77156.25,82875.0,88593.75,94312.5,2006
dcs:geoId/48333,25100.0,28700.0,32250.0,35850.0,38700.0,41600.0,44450.0,47300.0,47062.5,53812.5,60468.75,67218.75,72562.5,78000.0,83343.75,88687.5,2006
dcs:geoId/48335,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48337,25400.0,29000.0,32650.0,36250.0,39150.0,42050.0,44950.0,47850.0,47625.0,54375.0,61218.75,67968.75,73406.25,78843.75,84281.25,89718.75,2006
dcs:geoId/48339,34150.0,39050.0,43900.0,48800.0,52700.0,56600.0,60500.0,64400.0,64031.25,73218.75,82312.5,91500.0,98812.5,106125.0,113437.5,120750.0,2006
dcs:geoId/48341,25200.0,28800.0,32400.0,36000.0,38900.0,41750.0,44650.0,47500.0,47250.0,54000.0,60750.0,67500.0,72937.5,78281.25,83718.75,89062.5,2006
dcs:geoId/48343,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48345,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48347,25400.0,29050.0,32650.0,36300.0,39200.0,42100.0,45000.0,47900.0,47625.0,54468.75,61218.75,68062.5,73500.0,78937.5,84375.0,89812.5,2006
dcs:geoId/48349,25150.0,28700.0,32300.0,35900.0,38750.0,41650.0,44500.0,47400.0,47156.25,53812.5,60562.5,67312.5,72656.25,78093.75,83437.5,88875.0,2006
dcs:geoId/48351,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48353,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48355,27000.0,30850.0,34700.0,38550.0,41650.0,44700.0,47800.0,50900.0,50625.0,57843.75,65062.5,72281.25,78093.75,83812.5,89625.0,95437.5,2006
dcs:geoId/48357,31450.0,35900.0,40400.0,44900.0,48500.0,52100.0,55700.0,59250.0,58968.75,67312.5,75750.0,84187.5,90937.5,97687.5,104437.5,111093.75,2006
dcs:geoId/48359,26400.0,30150.0,33950.0,37700.0,40700.0,43750.0,46750.0,49750.0,49500.0,56531.25,63656.25,70687.5,76312.5,82031.25,87656.25,93281.25,2006
dcs:geoId/48361,28350.0,32400.0,36450.0,40500.0,43750.0,47000.0,50200.0,53450.0,53156.25,60750.0,68343.75,75937.5,82031.25,88125.0,94125.0,100218.75,2006
dcs:geoId/48363,24650.0,28150.0,31700.0,35200.0,38000.0,40850.0,43650.0,46450.0,46218.75,52781.25,59437.5,66000.0,71250.0,76593.75,81843.75,87093.75,2006
dcs:geoId/48365,25200.0,28800.0,32400.0,36000.0,38900.0,41750.0,44650.0,47500.0,47250.0,54000.0,60750.0,67500.0,72937.5,78281.25,83718.75,89062.5,2006
dcs:geoId/48367,35500.0,40550.0,45650.0,50700.0,54750.0,58800.0,62850.0,66900.0,66562.5,76031.25,85593.75,95062.5,102656.25,110250.0,117843.75,125437.5,2006
dcs:geoId/48369,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48371,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48373,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48375,29000.0,33150.0,37300.0,41450.0,44750.0,48100.0,51400.0,54700.0,54375.0,62156.25,69937.5,77718.75,83906.25,90187.5,96375.0,102562.5,2006
dcs:geoId/48377,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48379,26700.0,30500.0,34350.0,38150.0,41200.0,44250.0,47300.0,50350.0,50062.5,57187.5,64406.25,71531.25,77250.0,82968.75,88687.5,94406.25,2006
dcs:geoId/48381,29000.0,33150.0,37300.0,41450.0,44750.0,48100.0,51400.0,54700.0,54375.0,62156.25,69937.5,77718.75,83906.25,90187.5,96375.0,102562.5,2006
dcs:geoId/48383,25700.0,29400.0,33050.0,36700.0,39650.0,42600.0,45550.0,48450.0,48187.5,55125.0,61968.75,68812.5,74343.75,79875.0,85406.25,90843.75,2006
dcs:geoId/48385,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48387,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48389,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48391,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48393,32750.0,37450.0,42100.0,46800.0,50550.0,54300.0,58050.0,61800.0,61406.25,70218.75,78937.5,87750.0,94781.25,101812.5,108843.75,115875.0,2006
dcs:geoId/48395,30250.0,34550.0,38900.0,43200.0,46650.0,50100.0,53550.0,57000.0,56718.75,64781.25,72937.5,81000.0,87468.75,93937.5,100406.25,106875.0,2006
dcs:geoId/48397,37250.0,42550.0,47900.0,53200.0,57450.0,61700.0,65950.0,70200.0,69843.75,79781.25,89812.5,99750.0,107718.75,115687.5,123656.25,131625.0,2006
dcs:geoId/48399,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48401,25850.0,29500.0,33200.0,36900.0,39850.0,42800.0,45750.0,48700.0,48468.75,55312.5,62250.0,69187.5,74718.75,80250.0,85781.25,91312.5,2006
dcs:geoId/48403,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48405,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48407,34150.0,39050.0,43900.0,48800.0,52700.0,56600.0,60500.0,64400.0,64031.25,73218.75,82312.5,91500.0,98812.5,106125.0,113437.5,120750.0,2006
dcs:geoId/48409,27000.0,30850.0,34700.0,38550.0,41650.0,44700.0,47800.0,50900.0,50625.0,57843.75,65062.5,72281.25,78093.75,83812.5,89625.0,95437.5,2006
dcs:geoId/48411,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48413,24850.0,28400.0,31950.0,35500.0,38350.0,41200.0,44000.0,46850.0,46593.75,53250.0,59906.25,66562.5,71906.25,77250.0,82500.0,87843.75,2006
dcs:geoId/48415,26300.0,30100.0,33850.0,37600.0,40600.0,43600.0,46600.0,49650.0,49312.5,56437.5,63468.75,70500.0,76125.0,81750.0,87375.0,93093.75,2006
dcs:geoId/48417,25500.0,29100.0,32750.0,36400.0,39300.0,42200.0,45150.0,48050.0,47812.5,54562.5,61406.25,68250.0,73687.5,79125.0,84656.25,90093.75,2006
dcs:geoId/48419,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48421,25850.0,29550.0,33250.0,36950.0,39900.0,42850.0,45800.0,48750.0,48468.75,55406.25,62343.75,69281.25,74812.5,80343.75,85875.0,91406.25,2006
dcs:geoId/48423,29500.0,33700.0,37950.0,42150.0,45500.0,48900.0,52250.0,55650.0,55312.5,63187.5,71156.25,79031.25,85312.5,91687.5,97968.75,104343.75,2006
dcs:geoId/48425,30750.0,35100.0,39500.0,43900.0,47400.0,50900.0,54450.0,57950.0,57656.25,65812.5,74062.5,82312.5,88875.0,95437.5,102093.75,108656.25,2006
dcs:geoId/48427,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48429,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48431,27250.0,31150.0,35050.0,38950.0,42100.0,45200.0,48300.0,51450.0,51093.75,58406.25,65718.75,73031.25,78937.5,84750.0,90562.5,96468.75,2006
dcs:geoId/48433,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48435,26800.0,30650.0,34500.0,38300.0,41400.0,44450.0,47500.0,50600.0,50250.0,57468.75,64687.5,71812.5,77625.0,83343.75,89062.5,94875.0,2006
dcs:geoId/48437,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48439,35500.0,40550.0,45650.0,50700.0,54750.0,58800.0,62850.0,66900.0,66562.5,76031.25,85593.75,95062.5,102656.25,110250.0,117843.75,125437.5,2006
dcs:geoId/48441,26600.0,30400.0,34200.0,38000.0,41050.0,44100.0,47100.0,50150.0,49875.0,57000.0,64125.0,71250.0,76968.75,82687.5,88312.5,94031.25,2006
dcs:geoId/48443,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48445,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48447,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48449,24750.0,28300.0,31800.0,35350.0,38200.0,41000.0,43850.0,46650.0,46406.25,53062.5,59625.0,66281.25,71625.0,76875.0,82218.75,87468.75,2006
dcs:geoId/48451,26200.0,29950.0,33700.0,37450.0,40450.0,43450.0,46450.0,49450.0,49125.0,56156.25,63187.5,70218.75,75843.75,81468.75,87093.75,92718.75,2006
dcs:geoId/48453,39850.0,45500.0,51200.0,56900.0,61450.0,66000.0,70550.0,75100.0,74718.75,85312.5,96000.0,106687.5,115218.75,123750.0,132281.25,140812.5,2006
dcs:geoId/48455,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48457,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48459,27150.0,31050.0,34900.0,38800.0,41900.0,45000.0,48100.0,51200.0,50906.25,58218.75,65437.5,72750.0,78562.5,84375.0,90187.5,96000.0,2006
dcs:geoId/48461,24450.0,27900.0,31400.0,34900.0,37700.0,40500.0,43300.0,46050.0,45843.75,52312.5,58875.0,65437.5,70687.5,75937.5,81187.5,86343.75,2006
dcs:geoId/48463,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48465,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48467,27250.0,31150.0,35050.0,38950.0,42050.0,45200.0,48300.0,51400.0,51093.75,58406.25,65718.75,73031.25,78843.75,84750.0,90562.5,96375.0,2006
dcs:geoId/48469,29700.0,33900.0,38150.0,42400.0,45800.0,49200.0,52600.0,55950.0,55687.5,63562.5,71531.25,79500.0,85875.0,92250.0,98625.0,104906.25,2006
dcs:geoId/48471,28350.0,32400.0,36450.0,40500.0,43750.0,47000.0,50200.0,53450.0,53156.25,60750.0,68343.75,75937.5,82031.25,88125.0,94125.0,100218.75,2006
dcs:geoId/48473,34150.0,39050.0,43900.0,48800.0,52700.0,56600.0,60500.0,64400.0,64031.25,73218.75,82312.5,91500.0,98812.5,106125.0,113437.5,120750.0,2006
dcs:geoId/48475,24200.0,27650.0,31100.0,34550.0,37300.0,40100.0,42850.0,45600.0,45375.0,51843.75,58312.5,64781.25,69937.5,75187.5,80343.75,85500.0,2006
dcs:geoId/48477,29200.0,33350.0,37550.0,41700.0,45050.0,48350.0,51700.0,55050.0,54750.0,62531.25,70406.25,78187.5,84468.75,90656.25,96937.5,103218.75,2006
dcs:geoId/48479,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48481,26550.0,30300.0,34100.0,37900.0,40950.0,43950.0,47000.0,50050.0,49781.25,56812.5,63937.5,71062.5,76781.25,82406.25,88125.0,93843.75,2006
dcs:geoId/48483,25000.0,28550.0,32150.0,35700.0,38550.0,41400.0,44250.0,47100.0,46875.0,53531.25,60281.25,66937.5,72281.25,77625.0,82968.75,88312.5,2006
dcs:geoId/48485,27500.0,31450.0,35350.0,39300.0,42450.0,45600.0,48750.0,51900.0,51562.5,58968.75,66281.25,73687.5,79593.75,85500.0,91406.25,97312.5,2006
dcs:geoId/48487,25500.0,29100.0,32750.0,36400.0,39300.0,42200.0,45150.0,48050.0,47812.5,54562.5,61406.25,68250.0,73687.5,79125.0,84656.25,90093.75,2006
dcs:geoId/48489,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48491,39850.0,45500.0,51200.0,56900.0,61450.0,66000.0,70550.0,75100.0,74718.75,85312.5,96000.0,106687.5,115218.75,123750.0,132281.25,140812.5,2006
dcs:geoId/48493,29750.0,34000.0,38250.0,42500.0,45900.0,49300.0,52700.0,56100.0,55781.25,63750.0,71718.75,79687.5,86062.5,92437.5,98812.5,105187.5,2006
dcs:geoId/48495,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48497,31800.0,36350.0,40900.0,45450.0,49100.0,52700.0,56350.0,60000.0,59625.0,68156.25,76687.5,85218.75,92062.5,98812.5,105656.25,112500.0,2006
dcs:geoId/48499,25400.0,29000.0,32650.0,36250.0,39150.0,42050.0,44950.0,47850.0,47625.0,54375.0,61218.75,67968.75,73406.25,78843.75,84281.25,89718.75,2006
dcs:geoId/48501,24450.0,27950.0,31450.0,34950.0,37750.0,40550.0,43350.0,46150.0,45843.75,52406.25,58968.75,65531.25,70781.25,76031.25,81281.25,86531.25,2006
dcs:geoId/48503,24450.0,27900.0,31400.0,34900.0,37700.0,40500.0,43300.0,46050.0,45843.75,52312.5,58875.0,65437.5,70687.5,75937.5,81187.5,86343.75,2006
dcs:geoId/48505,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/48507,24150.0,27600.0,31050.0,34500.0,37250.0,40000.0,42800.0,45550.0,45281.25,51750.0,58218.75,64687.5,69843.75,75000.0,80250.0,85406.25,2006
dcs:geoId/49001,27600.0,31550.0,35500.0,39450.0,42600.0,45750.0,48900.0,52050.0,51750.0,59156.25,66562.5,73968.75,79875.0,85781.25,91687.5,97593.75,2006
dcs:geoId/49003,31350.0,35850.0,40300.0,44800.0,48400.0,51950.0,55550.0,59150.0,58781.25,67218.75,75562.5,84000.0,90750.0,97406.25,104156.25,110906.25,2006
dcs:geoId/49005,28000.0,32000.0,36000.0,40000.0,43200.0,46400.0,49600.0,52800.0,52500.0,60000.0,67500.0,75000.0,81000.0,87000.0,93000.0,99000.0,2006
dcs:geoId/49007,27600.0,31550.0,35500.0,39450.0,42600.0,45750.0,48900.0,52050.0,51750.0,59156.25,66562.5,73968.75,79875.0,85781.25,91687.5,97593.75,2006
dcs:geoId/49009,28200.0,32200.0,36250.0,40250.0,43450.0,46700.0,49900.0,53150.0,52875.0,60375.0,67968.75,75468.75,81468.75,87562.5,93562.5,99656.25,2006
dcs:geoId/49011,34400.0,39300.0,44200.0,49100.0,53050.0,57000.0,60900.0,64850.0,64500.0,73687.5,82875.0,92062.5,99468.75,106875.0,114187.5,121593.75,2006
dcs:geoId/49013,27600.0,31550.0,35500.0,39450.0,42600.0,45750.0,48900.0,52050.0,51750.0,59156.25,66562.5,73968.75,79875.0,85781.25,91687.5,97593.75,2006
dcs:geoId/49015,27700.0,31700.0,35650.0,39600.0,42750.0,45950.0,49100.0,52250.0,51937.5,59437.5,66843.75,74250.0,80156.25,86156.25,92062.5,97968.75,2006
dcs:geoId/49017,27600.0,31550.0,35500.0,39450.0,42600.0,45750.0,48900.0,52050.0,51750.0,59156.25,66562.5,73968.75,79875.0,85781.25,91687.5,97593.75,2006
dcs:geoId/49019,27600.0,31550.0,35500.0,39450.0,42600.0,45750.0,48900.0,52050.0,51750.0,59156.25,66562.5,73968.75,79875.0,85781.25,91687.5,97593.75,2006
