Detail Data For Renewable Electricity Capacity by Energy Source Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,EnergySource,YearValue,Capacity,Capacity_MW
SR,KARNATAKA,SOLAR,2017,1027.840,MWP
SR,KARNATAKA,SMALL HYDRO,2018,1230.730,MW
SR,KARNATAKA,WIND,2018,4509.400,MW
SR,KARNATAKA,WASTE,2018,1.000,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2018,1753.600,MW
SR,KARNATAKA,SOLAR,2018,4944.120,MWP
SR,KARNATAKA,SMALL HYDRO,2019,1254.730,MW
SR,KARNATAKA,WIND,2019,4694.900,MW
SR,KARNATAKA,WASTE,2019,1.000,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2019,1783.600,MW
SR,KARNATAKA,SOLAR,2019,6095.560,MWP
SR,KARNATAKA,SMALL HYDRO,2020,1280.730,MW
SR,KARNATAKA,WIND,2020,4790.600,MW
SR,KARNATAKA,WASTE,2020,1.000,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2020,1881.800,MW
SR,KARNATAKA,SOLAR,2020,7277.930,MWP
SR,KARNATAKA,SMALL HYDRO,2015,1129.730,MW
SR,KARNATAKA,WIND,2015,2638.200,MW
SR,KARNATAKA,WASTE,2015,1.000,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2015,1346.000,MW
SR,KARNATAKA,SOLAR,2015,77.220,MWP
SR,KARNATAKA,SMALL HYDRO,2016,1217.730,MW
SR,KARNATAKA,WIND,2016,2869.100,MW
SR,KARNATAKA,WASTE,2016,1.000,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2016,1402.000,MW
SR,KARNATAKA,SOLAR,2016,145.462,MWP
NR,PUNJAB,SMALL HYDRO,2008,123.900,MW
NR,PUNJAB,COGENERATION-BAGASSE,2008,28.000,MW
NR,PUNJAB,WASTE,2008,9.250,MW
NR,PUNJAB,SOLAR,2008,0.320,MWP
NR,PUNJAB,SMALL HYDRO,2009,123.900,MW
NR,PUNJAB,COGENERATION-BAGASSE,2009,28.000,MW
NR,PUNJAB,WASTE,2009,9.250,MW
NR,PUNJAB,SOLAR,2009,0.320,MWP
NR,PUNJAB,SMALL HYDRO,2010,132.550,MW
NR,PUNJAB,COGENERATION-BAGASSE,2010,62.500,MW
NR,PUNJAB,WASTE,2010,9.250,MW
NR,PUNJAB,SOLAR,2010,1.330,MWP
NR,PUNJAB,SMALL HYDRO,2011,154.500,MW
NR,PUNJAB,COGENERATION-BAGASSE,2011,74.500,MW
NR,PUNJAB,WASTE,2011,9.250,MW
NR,PUNJAB,SOLAR,2011,2.330,MWP
NR,PUNJAB,SMALL HYDRO,2012,154.500,MW
NR,PUNJAB,COGENERATION-BAGASSE,2012,90.500,MW
NR,PUNJAB,WASTE,2012,9.250,MW
NR,PUNJAB,SOLAR,2012,9.330,MWP
NR,PUNJAB,SMALL HYDRO,2013,154.500,MW
NR,PUNJAB,COGENERATION-BAGASSE,2013,124.500,MW
NR,PUNJAB,WASTE,2013,9.250,MW
NR,PUNJAB,SOLAR,2013,9.325,MWP
NR,PUNJAB,SMALL HYDRO,2014,156.200,MW
NR,PUNJAB,COGENERATION-BAGASSE,2014,140.500,MW
NR,PUNJAB,WASTE,2014,9.250,MW
NR,PUNJAB,SOLAR,2014,16.850,MWP
NR,PUNJAB,SMALL HYDRO,2017,170.900,MW
NR,PUNJAB,WASTE,2017,9.250,MW
NR,PUNJAB,COGENERATION-BAGASSE,2017,179.000,MW
NR,PUNJAB,SOLAR,2017,793.950,MWP
NR,PUNJAB,SMALL HYDRO,2018,173.550,MW
NR,PUNJAB,WASTE,2018,9.250,MW
NR,PUNJAB,COGENERATION-BAGASSE,2018,194.000,MW
NR,PUNJAB,SOLAR,2018,905.620,MWP
NR,PUNJAB,SMALL HYDRO,2019,173.550,MW
NR,PUNJAB,WASTE,2019,9.250,MW
NR,PUNJAB,COGENERATION-BAGASSE,2019,194.000,MW
NR,PUNJAB,SOLAR,2019,905.620,MWP
NR,PUNJAB,SMALL HYDRO,2020,173.550,MW
NR,PUNJAB,WASTE,2020,10.750,MW
NR,PUNJAB,COGENERATION-BAGASSE,2020,317.100,MW
NR,PUNJAB,SOLAR,2020,947.100,MWP
NR,PUNJAB,SMALL HYDRO,2015,157.400,MW
NR,PUNJAB,WASTE,2015,9.250,MW
NR,PUNJAB,COGENERATION-BAGASSE,2015,179.000,MW
NR,PUNJAB,SOLAR,2015,185.270,MWP
NR,PUNJAB,SMALL HYDRO,2016,170.900,MW
NR,PUNJAB,WASTE,2016,9.250,MW
NR,PUNJAB,COGENERATION-BAGASSE,2016,179.000,MW
NR,PUNJAB,SOLAR,2016,405.063,MWP
NR,UTTARAKHAND,SMALL HYDRO,2008,105.120,MW
NR,UTTARAKHAND,SOLAR,2008,0.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2009,127.920,MW
NR,UTTARAKHAND,SOLAR,2009,0.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2010,132.920,MW
NR,UTTARAKHAND,SOLAR,2010,0.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2011,134.620,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2011,10.000,MW
NR,UTTARAKHAND,SOLAR,2011,0.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2012,170.820,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2012,10.000,MW
NR,UTTARAKHAND,SOLAR,2012,5.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2013,174.820,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2013,10.000,MW
NR,UTTARAKHAND,SOLAR,2013,5.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2014,174.820,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2014,30.000,MW
NR,UTTARAKHAND,SOLAR,2014,5.050,MWP
NR,UTTARAKHAND,SMALL HYDRO,2017,209.320,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2017,73.000,MW
NR,UTTARAKHAND,SOLAR,2017,233.490,MWP
NR,UTTARAKHAND,SMALL HYDRO,2018,214.320,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2018,73.000,MW
NR,UTTARAKHAND,SOLAR,2018,260.080,MWP
NR,UTTARAKHAND,SMALL HYDRO,2019,214.320,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2019,73.000,MW
NR,UTTARAKHAND,SOLAR,2019,306.750,MWP
NR,UTTARAKHAND,SMALL HYDRO,2020,214.320,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2020,130.500,MW
NR,UTTARAKHAND,SOLAR,2020,315.900,MWP
NR,UTTARAKHAND,SMALL HYDRO,2015,209.320,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2015,73.000,MW
NR,UTTARAKHAND,SOLAR,2015,5.000,MWP
NR,UTTARAKHAND,SMALL HYDRO,2016,209.330,MW
NR,UTTARAKHAND,COGENERATION-BAGASSE,2016,73.000,MW
NR,UTTARAKHAND,SOLAR,2016,41.145,MWP
WR,GOA,SMALL HYDRO,2008,0.050,MW
WR,GOA,SMALL HYDRO,2009,0.050,MW
WR,GOA,SMALL HYDRO,2010,0.050,MW
WR,GOA,SMALL HYDRO,2011,0.050,MW
WR,GOA,SMALL HYDRO,2012,0.050,MW
WR,GOA,SMALL HYDRO,2013,0.050,MW
WR,GOA,SMALL HYDRO,2014,0.050,MW
WR,GOA,SMALL HYDRO,2017,0.050,MW
WR,GOA,SOLAR,2017,0.710,MWP
WR,GOA,SMALL HYDRO,2018,0.050,MW
WR,GOA,SOLAR,2018,0.910,MWP
WR,GOA,SMALL HYDRO,2019,0.050,MW
WR,GOA,SOLAR,2019,3.920,MWP
WR,GOA,SMALL HYDRO,2020,0.050,MW
WR,GOA,WASTE,2020,0.340,MW
WR,GOA,SOLAR,2020,4.780,MWP
WR,GOA,SMALL HYDRO,2015,0.050,MW
WR,GOA,SMALL HYDRO,2016,0.050,MW
NER,MANIPUR,SMALL HYDRO,2008,5.450,MW
NER,MANIPUR,SMALL HYDRO,2009,5.450,MW
NER,MANIPUR,SMALL HYDRO,2010,5.450,MW
NER,MANIPUR,SMALL HYDRO,2011,5.450,MW
NER,MANIPUR,SMALL HYDRO,2012,5.450,MW
NER,MANIPUR,SMALL HYDRO,2013,5.450,MW
NER,MANIPUR,SMALL HYDRO,2014,5.450,MW
NER,MANIPUR,SMALL HYDRO,2017,5.450,MW
NER,MANIPUR,SOLAR,2017,0.030,MWP
NER,MANIPUR,SMALL HYDRO,2018,5.450,MW
NER,MANIPUR,SOLAR,2018,0.060,MWP
NER,MANIPUR,SMALL HYDRO,2019,5.450,MW
NER,MANIPUR,SOLAR,2019,3.440,MWP
NER,MANIPUR,SMALL HYDRO,2020,5.450,MW
NER,MANIPUR,SOLAR,2020,5.160,MWP
NER,MANIPUR,SMALL HYDRO,2015,5.450,MW
NER,MANIPUR,SMALL HYDRO,2016,5.450,MW
NER,MIZORAM,SMALL HYDRO,2008,17.470,MW
NER,MIZORAM,SMALL HYDRO,2009,24.470,MW
NER,MIZORAM,SMALL HYDRO,2010,36.470,MW
NER,MIZORAM,SMALL HYDRO,2011,36.740,MW
NER,MIZORAM,SMALL HYDRO,2012,36.470,MW
NER,MIZORAM,SMALL HYDRO,2013,36.470,MW
NER,MIZORAM,SMALL HYDRO,2014,36.470,MW
NER,MIZORAM,SMALL HYDRO,2017,41.470,MW
NER,MIZORAM,SOLAR,2017,0.100,MWP
NER,MIZORAM,SMALL HYDRO,2018,36.470,MW
NER,MIZORAM,SOLAR,2018,0.200,MWP
NER,MIZORAM,SMALL HYDRO,2019,36.470,MW
NER,MIZORAM,SOLAR,2019,0.500,MWP
NER,MIZORAM,SMALL HYDRO,2020,36.470,MW
NER,MIZORAM,SOLAR,2020,1.520,MWP
NER,MIZORAM,SMALL HYDRO,2015,36.470,MW
NER,MIZORAM,SMALL HYDRO,2016,36.470,MW
NER,MIZORAM,SOLAR,2016,0.100,MWP
NER,TRIPURA,SMALL HYDRO,2008,16.010,MW
NER,TRIPURA,SMALL HYDRO,2009,16.010,MW
NER,TRIPURA,SMALL HYDRO,2010,16.010,MW
NER,TRIPURA,SMALL HYDRO,2011,16.010,MW
NER,TRIPURA,SMALL HYDRO,2012,16.010,MW
NER,TRIPURA,SMALL HYDRO,2013,16.010,MW
NER,TRIPURA,SMALL HYDRO,2014,16.010,MW
NER,TRIPURA,SMALL HYDRO,2017,16.010,MW
NER,TRIPURA,SOLAR,2017,5.090,MWP
NER,TRIPURA,SMALL HYDRO,2018,16.010,MW
NER,TRIPURA,SOLAR,2018,5.090,MWP
NER,TRIPURA,SMALL HYDRO,2019,16.010,MW
NER,TRIPURA,SOLAR,2019,5.090,MWP
NER,TRIPURA,SMALL HYDRO,2020,16.010,MW
NER,TRIPURA,SOLAR,2020,9.410,MWP
NER,TRIPURA,SMALL HYDRO,2015,16.010,MW
NER,TRIPURA,SOLAR,2015,5.000,MWP
NER,TRIPURA,SMALL HYDRO,2016,16.010,MW
NER,TRIPURA,SOLAR,2016,5.000,MWP
ER,A & N ISLANDS,SMALL HYDRO,2008,5.250,MW
ER,A & N ISLANDS,WIND,2008,1.100,MW
ER,A & N ISLANDS,SOLAR,2008,0.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2009,5.250,MW
ER,A & N ISLANDS,WIND,2009,1.100,MW
ER,A & N ISLANDS,SOLAR,2009,0.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2010,5.250,MW
ER,A & N ISLANDS,SOLAR,2010,0.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2011,5.250,MW
ER,A & N ISLANDS,SOLAR,2011,0.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2012,5.250,MW
ER,A & N ISLANDS,SOLAR,2012,0.010,MWP
ER,A & N ISLANDS,SMALL HYDRO,2013,5.250,MW
ER,A & N ISLANDS,SOLAR,2013,5.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2014,5.250,MW
ER,A & N ISLANDS,SOLAR,2014,5.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2017,5.250,MW
ER,A & N ISLANDS,SOLAR,2017,6.560,MWP
ER,A & N ISLANDS,SMALL HYDRO,2018,5.250,MW
ER,A & N ISLANDS,SOLAR,2018,6.560,MWP
ER,A & N ISLANDS,SMALL HYDRO,2019,5.250,MW
ER,A & N ISLANDS,SOLAR,2019,11.730,MWP
ER,A & N ISLANDS,SMALL HYDRO,2020,5.250,MW
ER,A & N ISLANDS,SOLAR,2020,12.190,MWP
ER,A & N ISLANDS,SMALL HYDRO,2015,5.250,MW
ER,A & N ISLANDS,SOLAR,2015,5.100,MWP
ER,A & N ISLANDS,SMALL HYDRO,2016,5.250,MW
ER,A & N ISLANDS,SOLAR,2016,5.100,MWP
WR,DIU & DAMAN,SOLAR,2017,10.460,MWP
WR,DIU & DAMAN,SOLAR,2018,10.610,MWP
WR,DIU & DAMAN,SOLAR,2019,14.470,MWP
WR,DIU & DAMAN,SOLAR,2020,19.860,MWP
WR,DIU & DAMAN,SOLAR,2016,4.000,MWP
SR,LAKSHADWEEP,SOLAR,2008,0.760,MWP
SR,LAKSHADWEEP,SOLAR,2009,0.760,MWP
SR,LAKSHADWEEP,SOLAR,2010,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2011,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2012,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2013,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2014,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2017,0.710,MWP
SR,LAKSHADWEEP,SOLAR,2018,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2019,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2020,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2015,0.750,MWP
SR,LAKSHADWEEP,SOLAR,2016,0.750,MWP
NR,CHANDIGARH,SOLAR,2014,2.000,MWP
NR,CHANDIGARH,SOLAR,2017,17.320,MWP
NR,CHANDIGARH,SOLAR,2018,25.200,MWP
NR,CHANDIGARH,SOLAR,2019,34.710,MWP
NR,CHANDIGARH,SOLAR,2020,40.550,MWP
NR,CHANDIGARH,SOLAR,2015,4.500,MWP
NR,CHANDIGARH,SOLAR,2016,6.806,MWP
WR,DADRA & NAGAR HAVELI,SOLAR,2017,2.970,MWP
WR,DADRA & NAGAR HAVELI,SOLAR,2018,5.460,MWP
WR,DADRA & NAGAR HAVELI,SOLAR,2019,5.460,MWP
WR,DADRA & NAGAR HAVELI,SOLAR,2020,5.460,MWP
IN,OTHERS,WIND,2013,4.300,MW
IN,OTHERS,SOLAR,2013,0.790,MWP
IN,OTHERS,WIND,2014,4.300,MW
IN,OTHERS,SOLAR,2014,0.820,MWP
