id	reversible	fast	lowerFluxBound	upperFluxBound	ec	kegg	bigg	metanetx	reactome	tcdb
R_HMR_4421	false	false	FB2N0	FB3N1000	2.7.1.40	R01138	NA	MNXR97145	NA	NA
R_HMR_4449	false	false	FB2N0	FB3N1000	3.1.3.5	R01227	NTD9	MNXR100381	NA	NA
R_HMR_4450	false	false	FB2N0	FB3N1000	3.1.3.5	R01227	NTD9e	MNXR100381	NA	NA
R_HMR_4451	false	false	FB2N0	FB3N1000	2.7.1.73	R01228	GSNKm	MNXR100432	NA	NA
R_HMR_4452	true	false	FB1N1000	FB3N1000	2.4.2.8	R01229	GUAPRT	MNXR100409	NA	NA
R_HMR_4453	false	false	FB2N0	FB3N1000	6.3.4.1	R01230	NA	MNXR100383	NA	NA
R_HMR_4480	true	false	FB1N1000	FB3N1000	2.7.4.11; 2.7.4.3	R01547	NA	MNXR96117	NA	NA
R_HMR_4481	false	false	FB2N0	FB3N1000	3.5.4.4	R01560	ADA	MNXR95432	NA	NA
R_HMR_4482	false	false	FB2N0	FB3N1000	3.5.4.4	R01560	ADAe	MNXR95432	NA	NA
R_HMR_4486	false	false	FB2N0	FB3N1000	2.7.1.1	R00725	NA	MNXR105324	NA	NA
R_HMR_4487	false	false	FB2N0	FB3N1000	2.7.1.1	R01139	NA	MNXR105325	NA	NA
R_HMR_4488	false	false	FB2N0	FB3N1000	2.7.1.1	R00876	NA	MNXR105326	NA	NA
R_HMR_4489	false	false	FB2N0	FB3N1000	2.7.1.1	R01140	NA	MNXR105327	NA	NA
R_HMR_4492	false	false	FB2N0	FB3N1000	2.7.1.1	R01327	NA	MNXR105328	NA	NA
R_HMR_4493	false	false	FB2N0	FB3N1000	2.7.1.1	R01330	NA	MNXR105329	NA	NA
R_HMR_4495	false	false	FB2N0	FB3N1000	2.7.1.1	R01964	NA	MNXR105330	NA	NA
R_HMR_4496	false	false	FB2N0	FB3N1000	2.7.1.1	R01965	NA	MNXR105331	NA	NA
R_HMR_4518	false	false	FB2N0	FB3N1000	3.5.4.3	R01676	GUAD	MNXR100464	NA	NA
R_HMR_4519	false	false	FB2N0	FB3N1000	1.17.1.4	R01768	NA	MNXR100747	NA	NA
R_HMR_4520	false	false	FB2N0	FB3N1000	1.17.3.2	R01769	NA	MNXR105229	NA	NA
R_HMR_4573	false	false	FB2N0	FB3N1000	2.7.1.40	R01858	NA	MNXR95613	NA	NA
R_HMR_4574	true	false	FB1N1000	FB3N1000	2.4.2.1	R01863	PUNP5	MNXR103347	NA	NA
R_HMR_4600	false	false	FB2N0	FB3N1000	2.7.1.113	R01967	NA	MNXR97323	NA	NA
R_HMR_4602	false	false	FB2N0	FB3N1000	3.1.3.5	R01968	NTD8	MNXR102038	NA	NA
R_HMR_4603	true	false	FB1N1000	FB3N1000	2.4.2.1; 2.4.2.4	R01969	PUNP4	MNXR103346	NA	NA
R_HMR_4611	false	false	FB2N0	FB3N1000	1.17.4.1	R02014	NA	MNXR104060	NA	NA
R_HMR_4612	false	false	FB2N0	FB3N1000	1.17.4.1	R02017	RNDR1	MNXR104060	NA	NA
R_HMR_4614	false	false	FB2N0	FB3N1000	1.17.4.1	R02020	NA	MNXR104060	NA	NA
R_HMR_4615	false	false	FB2N0	FB3N1000	1.17.4.1	R02019	RNDR2	MNXR104060	NA	NA
R_HMR_4617	false	false	FB2N0	FB3N1000	1.17.4.1	R02022	NA	MNXR104060	NA	NA
R_HMR_4618	false	false	FB2N0	FB3N1000	1.17.4.1	R02023	NA	MNXR104060	NA	NA
R_HMR_4619	false	false	FB2N0	FB3N1000	1.17.4.1	R02024	RNDR3	MNXR104060	NA	NA
R_HMR_4621	false	false	FB2N0	FB3N1000	1.17.4.1	R02018	RNDR4	MNXR104060	NA	NA
R_HMR_4632	false	false	FB2N0	FB3N1000	3.1.3.5	R02088	NTD6	MNXR102036	NA	NA
R_HMR_4646	false	false	FB2N0	FB3N1000	1.17.1.4	R02103	NA	MNXR105225	NA	NA
R_HMR_4648	false	false	FB2N0	FB3N1000	1.17.1.4	R02103	XANDp	MNXR105225	NA	NA
R_HMR_4649	false	false	FB2N0	FB3N1000	1.17.3.2	R02107	NA	MNXR105228	NA	NA
R_HMR_4650	false	false	FB2N0	FB3N1000	1.17.3.2	R02107	XAOx	MNXR105228	NA	NA
R_HMR_4651	true	false	FB1N1000	FB3N1000	2.4.2.15; 2.4.2.1	R02147	PUNP3	MNXR103345	NA	NA
R_HMR_4663	true	false	FB1N1000	FB3N1000	2.4.2.1	R02297	PUNP7	MNXR103349	NA	NA
R_HMR_4664	false	false	FB2N0	FB3N1000	2.4.2.22	R02142	NA	NA	NA	NA
R_HMR_4694	false	false	FB2N0	FB3N1000	3.5.4.4	R02556	DADA	MNXR97076	NA	NA
R_HMR_4695	true	false	FB1N1000	FB3N1000	2.4.2.1; 2.4.2.4	R02557	PUNP2	MNXR103344	NA	NA
R_HMR_4705	false	false	FB2N0	FB3N1000	3.1.3.5	R02719	NTD10	MNXR102029	NA	NA
R_HMR_4709	true	false	FB1N1000	FB3N1000	2.4.2.1; 2.4.2.4	R02748	PUNP6	MNXR103348	NA	NA
R_HMR_4799	false	false	FB2N0	FB3N1000	6.3.4.13	R04144	PRAGSr	MNXR103139	NA	NA
R_HMR_4802	false	false	FB2N0	FB3N1000	6.3.3.1	R04208	PRAIS	MNXR103157	NA	NA
R_HMR_4804	true	false	FB1N1000	FB3N1000	4.1.1.21	R04209	AIRCr	MNXR108735	NA	NA
R_HMR_4808	false	false	FB2N0	FB3N1000	6.3.5.3	R04463	PRFGS	MNXR103165	NA	NA
R_HMR_4810	false	false	FB2N0	FB3N1000	6.3.2.6	R04591	PRASCSi	MNXR103158	NA	NA
R_HMR_4812	true	false	FB1N1000	FB3N1000	4.3.2.2	R04559	ADSL2r	MNXR108966	NA	NA
R_HMR_4814	true	false	FB1N1000	FB3N1000	2.1.2.3	R04560	AICART	MNXR95639	NA	NA
R_HMR_5301	false	false	FB2N0	FB3N1000	2.7.1.48	R00968	URIK2	MNXR105163	NA	NA
R_HMR_5353	true	false	FB1N1000	FB3N1000	2.7.4.8	R02090	DGK1	MNXR97320	NA	NA
R_HMR_6601	false	false	FB2N0	FB3N1000	3.5.3.4	R02422	NA	MNXR95767	NA	NA
R_HMR_6602	true	false	FB1N1000	FB3N1000	1.11.1.7	NA	NA	MNXR103755	NA	NA
R_HMR_6603	true	false	FB1N1000	FB3N1000	1.11.1.7	NA	NA	MNXR103755	NA	NA
R_HMR_6605	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_6606	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_6607	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_6609	true	false	FB1N1000	FB3N1000	3.5.2.5	R02425	NA	MNXR95769	NA	NA
R_HMR_6610	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_6611	true	false	FB1N1000	FB3N1000	1.7.3.3	R02106	NA	MNXR105144	NA	NA
R_HMR_7144	false	false	FB2N0	FB3N1000	3.6.1.13; 3.6.1.53	R01054	ADPRDP	MNXR106807	NA	NA
R_HMR_8755	false	false	FB2N0	FB3N1000	1.17.3.2	R01769	XAO2x	MNXR105229	NA	NA
R_HMR_9797	false	false	FB2N0	FB3N1000	NA	R01244	NA	NA	NA	NA
R_HMR_4016	true	false	FB1N1000	FB3N1000	2.7.4.6	R00330	NDPK1	MNXR96119	NA	NA
R_HMR_4018	true	false	FB1N1000	FB3N1000	2.7.4.6	R00330	NDPK1m	MNXR96119	NA	NA
R_HMR_4044	true	false	FB1N1000	FB3N1000	2.7.4.6	R01137	NDPK8	MNXR101940	NA	NA
R_HMR_4291	true	false	FB1N1000	FB3N1000	2.7.4.6	R00722	NDPK9	MNXR101941	NA	NA
R_HMR_4420	false	false	FB2N0	FB3N1000	2.7.4.6	R01137	NDPK8m	MNXR101940	NA	NA
R_HMR_4570	true	false	FB1N1000	FB3N1000	2.7.4.6	R01857	NDPK5	MNXR96118	NA	NA
R_HMR_4572	false	false	FB2N0	FB3N1000	2.7.4.6	R01857	NDPK5m	MNXR96118	NA	NA
R_HMR_4006	true	false	FB1N1000	FB3N1000	2.7.4.6	R00156	NDPK2	MNXR101935	NA	NA
R_HMR_4028	true	false	FB1N1000	FB3N1000	2.7.4.6	R00570	NDPK3	MNXR101936	NA	NA
R_HMR_4030	true	false	FB1N1000	FB3N1000	2.7.4.6	R00570	NDPK3m	MNXR101936	NA	NA
R_HMR_4670	true	false	FB1N1000	FB3N1000	2.7.4.6	R02326	NDPK7	MNXR101939	NA	NA
R_HMR_4673	true	false	FB1N1000	FB3N1000	2.7.4.6	R02331	NDPK6	MNXR101938	NA	NA
R_HMR_4675	false	false	FB2N0	FB3N1000	2.7.4.6	R02331	NDPK6m	MNXR101938	NA	NA
R_HMR_6614	true	false	FB1N1000	FB3N1000	2.7.4.6	NA	NA	MNXR103447	NA	NA
R_HMR_6615	true	false	FB1N1000	FB3N1000	2.7.4.6	NA	NA	MNXR103447	NA	NA
R_HMR_6616	true	false	FB1N1000	FB3N1000	2.7.4.6	NA	NA	MNXR103447	NA	NA
R_HMR_4635	true	false	FB1N1000	FB3N1000	2.7.4.6	R02093	NDPK4	MNXR101937	NA	NA
R_HMR_3793	true	false	FB1N1000	FB3N1000	2.6.1.40	R02050	D3AIBTm	MNXR107287	NA	NA
R_HMR_3931	false	false	FB2N0	FB3N1000	1.8.1.9	R02016	TRDR	MNXR104766	NA	NA
R_HMR_3969	false	false	FB2N0	FB3N1000	2.7.1.48	R00970	URIK3	MNXR105164	NA	NA
R_HMR_3970	false	false	FB2N0	FB3N1000	3.1.3.5	R00963	NTD2	MNXR102032	NA	NA
R_HMR_4008	true	false	FB1N1000	FB3N1000	2.7.4.14; 2.7.4.4	R00158	UMPK	MNXR105118	NA	NA
R_HMR_4032	false	false	FB2N0	FB3N1000	6.3.4.2	R00571	CTPS1	MNXR96944	NA	NA
R_HMR_4034	false	false	FB2N0	FB3N1000	6.3.5.5	R00575	CBPS	MNXR96485	NA	NA
R_HMR_4036	false	false	FB2N0	FB3N1000	4.1.1.23	R00965	OMPDC	MNXR102190	NA	NA
R_HMR_4050	true	false	FB1N1000	FB3N1000	2.1.3.2	R01397	ASPCT	MNXR96080	NA	NA
R_HMR_4056	false	false	FB2N0	FB3N1000	3.1.3.5; 3.1.3.35	R01569	NTD5	MNXR102035	NA	NA
R_HMR_4059	false	false	FB2N0	FB3N1000	3.6.1.5; 3.6.1.6	R00155	NDP7g	MNXR101931	NA	NA
R_HMR_4060	false	false	FB2N0	FB3N1000	3.6.1.5; 3.6.1.6	R00155	NDP7ex	MNXR101931	NA	NA
R_HMR_4127	false	false	FB2N0	FB3N1000	3.6.1.8; 3.6.1.9; 3.6.1.45	R00287	NA	MNXR105070	NA	NA
R_HMR_4177	false	false	FB2N0	FB3N1000	3.1.3.5	R00511	NTD4	MNXR102034	NA	NA
R_HMR_4179	false	false	FB2N0	FB3N1000	3.1.3.5	R00511	NTD4e	MNXR102034	NA	NA
R_HMR_4182	false	false	FB2N0	FB3N1000	2.7.1.-	R00517	NA	NA	NA	NA
R_HMR_4183	false	false	FB2N0	FB3N1000	3.6.1.5	R00514	NA	MNXR96559	NA	NA
R_HMR_4192	false	false	FB2N0	FB3N1000	3.6.1.5	R00569	NA	MNXR102045	NA	NA
R_HMR_4194	false	false	FB2N0	FB3N1000	6.3.4.2	R00573	CTPS2	MNXR96945	NA	NA
R_HMR_4210	false	false	FB2N0	FB3N1000	2.7.1.40	R00659	NA	MNXR103372	NA	NA
R_HMR_4211	false	false	FB2N0	FB3N1000	3.6.1.19	R00662	NA	MNXR102055	NA	NA
R_HMR_4343	false	false	FB2N0	FB3N1000	2.4.2.9	R00966	NA	NA	NA	NA
R_HMR_4345	true	false	FB1N1000	FB3N1000	1.3.1.2	R00978	DURAD	MNXR97814	NA	NA
R_HMR_4346	false	false	FB2N0	FB3N1000	3.5.2.2	R02269	DHPM1	MNXR97432	NA	NA
R_HMR_4470	false	false	FB2N0	FB3N1000	1.3.1.2	R01414	NA	MNXR105323	NA	NA
R_HMR_4471	false	false	FB2N0	FB3N1000	1.3.1.2	R01414	NA	MNXR105323	NA	NA
R_HMR_4472	false	false	FB2N0	FB3N1000	1.3.1.2	R01415	DURAD2	MNXR106979	NA	NA
R_HMR_4484	false	false	FB2N0	FB3N1000	3.1.3.5; 3.1.3.35	R01569	NTD5m	MNXR102035	NA	NA
R_HMR_4485	true	false	FB1N1000	FB3N1000	2.4.2.1; 2.4.2.4	R01570	TMDPP	MNXR104887	NA	NA
R_HMR_4510	false	false	FB2N0	FB3N1000	3.1.3.5	R01664	NTD3	MNXR102033	NA	NA
R_HMR_4512	true	false	FB1N1000	FB3N1000	2.7.4.14	R01665	CYTK2	MNXR97053	NA	NA
R_HMR_4513	false	false	FB2N0	FB3N1000	2.7.1.74	R01666	NA	MNXR95433	NA	NA
R_HMR_4514	false	false	FB2N0	FB3N1000	3.5.4.14	R02485	DCYTD	MNXR97207	NA	NA
R_HMR_4577	true	false	FB1N1000	FB3N1000	2.4.2.10	R01870	ORPT	MNXR102231	NA	NA
R_HMR_4579	true	false	FB1N1000	FB3N1000	2.4.2.3	R01876	PYNP2r	MNXR103377	NA	NA
R_HMR_4580	false	false	FB2N0	FB3N1000	3.5.4.5	R01878	CYTD	MNXR97039	NA	NA
R_HMR_4608	true	false	FB1N1000	FB3N1000	3.5.2.3	R01993	DHORTS	MNXR97428	NA	NA
R_HMR_4575	true	false	FB1N1000	FB3N1000	1.3.5.2; 1.3.1.14	R01869	DHORD9	MNXR97423	NA	NA
R_HMR_4637	true	false	FB1N1000	FB3N1000	2.7.4.12; 2.7.4.9	R02094	DTMPK	MNXR97804	NA	NA
R_HMR_4642	false	false	FB2N0	FB3N1000	3.1.3.-	R02102	NTD1	MNXR102028	NA	NA
R_HMR_4643	false	false	FB2N0	FB3N1000	3.6.1.23; 3.6.1.19	R02100	DUTPDPm	MNXR97822	NA	NA
R_HMR_4644	true	false	FB1N1000	FB3N1000	2.1.1.45	R02101	TMDS	MNXR104889	NA	NA
R_HMR_4672	false	false	FB2N0	FB3N1000	3.5.4.13	R02325	NA	NA	NA	NA
R_HMR_4676	false	false	FB2N0	FB3N1000	2.7.1.48	R02372	NA	MNXR97821	NA	NA
R_HMR_4736	false	false	FB2N0	FB3N1000	3.5.2.2	R03055	DHPM2	MNXR107917	NA	NA
R_HMR_4819	false	false	FB2N0	FB3N1000	3.5.1.6	R04666	BUP2	MNXR109033	NA	NA
R_HMR_5299	false	false	FB2N0	FB3N1000	2.7.1.48	R00964	URIK1	MNXR105162	NA	NA
R_HMR_5352	false	false	FB2N0	FB3N1000	2.7.1.48	R02332	NA	MNXR97823	NA	NA
R_HMR_5415	false	false	FB2N0	FB3N1000	1.17.4.1	R02017	NA	MNXR104066	NA	NA
R_HMR_5416	false	false	FB2N0	FB3N1000	1.17.4.1	R02019	NA	MNXR104066	NA	NA
R_HMR_5417	false	false	FB2N0	FB3N1000	1.8.1.9	R02016	NA	MNXR104766	NA	NA
R_HMR_6612	true	false	FB1N1000	FB3N1000	2.7.4.9	NA	NA	MNXR103446	NA	NA
R_HMR_6613	true	false	FB1N1000	FB3N1000	2.7.4.9	NA	NA	MNXR103446	NA	NA
R_HMR_6621	true	false	FB1N1000	FB3N1000	1.17.4.1	R02023	NA	NA	NA	NA
R_HMR_6622	false	false	FB2N0	FB3N1000	1.17.4.1	R02023	NA	NA	NA	NA
R_HMR_6623	false	false	FB2N0	FB3N1000	2.7.1.21	NA	NA	MNXR103518	NA	NA
R_HMR_6624	false	false	FB2N0	FB3N1000	2.7.1.21	NA	NA	MNXR103518	NA	NA
R_HMR_6627	true	false	FB1N1000	FB3N1000	2.7.1.40	NA	NA	NA	NA	NA
R_HMR_7744	true	false	FB1N1000	FB3N1000	4.2.1.70	R01055	NA	MNXR106808	NA	NA
R_HMR_8072	false	false	FB2N0	FB3N1000	NA	NA	2DR1PP	MNXR94795	NA	NA
R_HMR_8637	false	false	FB2N0	FB3N1000	NA	R00974	CSNt	MNXR96928	NA	NA
R_HMR_3965	false	false	FB2N0	FB3N1000	3.6.1.23	NA	NDP8	MNXR101932	NA	NA
R_HMR_3966	false	false	FB2N0	FB3N1000	3.6.1.19	R00087	HMR_3966	NA	NA	NA
R_HMR_3967	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK3	MNXR97056	NA	NA
R_HMR_3968	true	false	FB1N1000	FB3N1000	2.7.4.9	R02098	URIDK2r	MNXR105160	NA	NA
R_HMR_3999	false	false	FB2N0	FB3N1000	3.6.1.5	R00122	ATPH2e	MNXR96129	NA	NA
R_HMR_4024	true	false	FB1N1000	FB3N1000	2.7.4.14; 2.7.4.25	R00512	CYTK1	MNXR97047	NA	NA
R_HMR_4026	true	false	FB1N1000	FB3N1000	2.7.4.14	R00512	CYTK1m	MNXR97047	NA	NA
R_HMR_4054	false	false	FB2N0	FB3N1000	2.7.1.21	R01567	TMDK1	MNXR104885	NA	NA
R_HMR_4061	false	false	FB2N0	FB3N1000	3.6.1.39; 3.6.1.5	R00159	NDP8ex	MNXR101933	NA	NA
R_HMR_4083	false	false	FB2N0	FB3N1000	NA	R00185	ADNK1m	MNXR95456	NA	NA
R_HMR_4136	false	false	FB2N0	FB3N1000	3.6.5.1; 3.6.5.2; 3.6.5.3; 3.6.5.4; 3.6.5.5; 3.6.5.6	R00335	NTP3e	MNXR102043	NA	NA
R_HMR_4180	false	false	FB2N0	FB3N1000	2.7.1.48	R00513	CYTDK1	MNXR97041	NA	NA
R_HMR_4185	false	false	FB2N0	FB3N1000	2.7.7.4	R00529	SADT	MNXR104240	NA	NA
R_HMR_4186	false	false	FB2N0	FB3N1000	2.7.1.25	R00509	ADSK	MNXR95159	NA	NA
R_HMR_4342	false	false	FB2N0	FB3N1000	3.6.1.5; 3.6.1.6	R00961	NDP10ex	MNXR100807	NA	NA
R_HMR_4344	true	false	FB1N1000	FB3N1000	1.3.1.1	R00977	NA	MNXR97816	NA	NA
R_HMR_4483	false	false	FB2N0	FB3N1000	2.7.1.21	R01567	TMDK1m	MNXR104885	NA	NA
R_HMR_4507	false	false	FB2N0	FB3N1000	3.5.4.12	R01663	DCMPDA	MNXR97185	NA	NA
R_HMR_4516	false	false	FB2N0	FB3N1000	3.6.1.12	R01667	NDP6	MNXR101930	NA	NA
R_HMR_4601	false	false	FB2N0	FB3N1000	2.7.1.113	R01967	DGNSKm	MNXR97323	NA	NA
R_HMR_4633	false	false	FB2N0	FB3N1000	2.7.1.76; 2.7.1.76	R02089	DADNK	MNXR97079	NA	NA
R_HMR_4640	false	false	FB2N0	FB3N1000	2.7.4.4; 2.7.4.9	R02098	URIDK2m	MNXR105160	NA	NA
R_HMR_4641	false	false	FB2N0	FB3N1000	2.7.1.21	R02099	DURIK1	MNXR97817	NA	NA
R_HMR_4680	true	false	FB1N1000	FB3N1000	2.4.2.3	R02484	DURIPP	MNXR97818	NA	NA
R_HMR_4806	false	false	FB2N0	FB3N1000	2.1.2.2	R04325	GARFT	MNXR99623	NA	NA
R_HMR_5394	false	false	FB2N0	FB3N1000	3.5.4.15	R02145	NA	MNXR105466	NA	NA
R_HMR_6625	false	false	FB2N0	FB3N1000	2.7.1.21	R02099	DURIK1m	MNXR97817	NA	NA
R_HMR_6626	false	false	FB2N0	FB3N1000	3.1.3.-	R02102	NTD1m	MNXR102028	NA	NA
R_HMR_7160	false	false	FB2N0	FB3N1000	2.7.7.7	R00379	NA	NA	NA	NA
R_HMR_7161	false	false	FB2N0	FB3N1000	2.7.7.6; 2.7.7.19; 2.7.7.52	R00444	NA	NA	NA	NA
R_HMR_7162	false	false	FB2N0	FB3N1000	2.7.7.8	NA	NA	NA	NA	NA
R_HMR_7163	false	false	FB2N0	FB3N1000	3.1.11.2	NA	NA	NA	NA	NA
R_HMR_7164	false	false	FB2N0	FB3N1000	3.1.11.2	NA	NA	NA	NA	NA
R_HMR_7713	false	false	FB2N0	FB3N1000	3.1.3.5	R00183	NTD7l	MNXR102037	NA	NA
R_HMR_7716	false	false	FB2N0	FB3N1000	3.1.3.5	R00963	NTD2l	MNXR102032	NA	NA
R_HMR_7717	false	false	FB2N0	FB3N1000	NA	R00963	NTD2m	MNXR102032	NA	NA
R_HMR_7721	false	false	FB2N0	FB3N1000	3.1.3.5	R00511	NTD4l	MNXR102034	NA	NA
R_HMR_7725	false	false	FB2N0	FB3N1000	3.1.3.-	R01569	NTD5l	MNXR102035	NA	NA
R_HMR_7728	false	false	FB2N0	FB3N1000	3.1.3.5	R01227	NTD9l	MNXR100381	NA	NA
R_HMR_7800	true	false	FB1N1000	FB3N1000	2.7.4.3	NA	ADK3	MNXR95452	NA	NA
R_HMR_7801	true	false	FB1N1000	FB3N1000	2.7.4.10	NA	ADK3m	MNXR95452	NA	NA
R_HMR_7802	true	false	FB1N1000	FB3N1000	2.7.4.3	NA	ADKd	MNXR95454	NA	NA
R_HMR_7863	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK2	MNXR105119	NA	NA
R_HMR_7864	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK2n	MNXR105119	NA	NA
R_HMR_7865	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK3	MNXR105120	NA	NA
R_HMR_7866	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK3n	MNXR105120	NA	NA
R_HMR_7867	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK4	MNXR105121	NA	NA
R_HMR_7868	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK4n	MNXR105121	NA	NA
R_HMR_7869	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK5	MNXR105122	NA	NA
R_HMR_7870	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK5n	MNXR105122	NA	NA
R_HMR_7871	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK6	MNXR105123	NA	NA
R_HMR_7872	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK6n	MNXR105123	NA	NA
R_HMR_7873	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK7	MNXR105124	NA	NA
R_HMR_7874	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	UMPK7n	MNXR105124	NA	NA
R_HMR_7875	true	false	FB1N1000	FB3N1000	2.7.4.14	R00158	UMPKm	MNXR105118	NA	NA
R_HMR_7876	true	false	FB1N1000	FB3N1000	2.7.4.14	R00158	UMPKn	MNXR105118	NA	NA
R_HMR_7878	true	false	FB1N1000	FB3N1000	2.7.4.6	R03530	NDPK10	MNXR101934	NA	NA
R_HMR_7879	false	false	FB2N0	FB3N1000	3.6.1.19	NA	NTPP10	MNXR102050	NA	NA
R_HMR_7880	false	false	FB2N0	FB3N1000	3.1.3.-	NA	NTD12	MNXR102031	NA	NA
R_HMR_7881	true	false	FB1N1000	FB3N1000	2.7.4.6	R03530	NDPK10n	MNXR101934	NA	NA
R_HMR_7882	true	false	FB1N1000	FB3N1000	2.7.4.6	R00330	NDPK1n	MNXR96119	NA	NA
R_HMR_7883	true	false	FB1N1000	FB3N1000	2.7.4.6	R00156	NDPK2m	MNXR101935	NA	NA
R_HMR_7884	true	false	FB1N1000	FB3N1000	2.7.4.6	R00156	NDPK2n	MNXR101935	NA	NA
R_HMR_7885	true	false	FB1N1000	FB3N1000	2.7.4.6	R00570	NDPK3n	MNXR101936	NA	NA
R_HMR_7886	true	false	FB1N1000	FB3N1000	2.7.4.6	R02093	NDPK4m	MNXR101937	NA	NA
R_HMR_7887	true	false	FB1N1000	FB3N1000	2.7.4.6	R02093	NDPK4n	MNXR101937	NA	NA
R_HMR_7888	true	false	FB1N1000	FB3N1000	2.7.4.6	R01857	NDPK5n	MNXR96118	NA	NA
R_HMR_7889	true	false	FB1N1000	FB3N1000	2.7.4.6	R02331	NDPK6n	MNXR101938	NA	NA
R_HMR_7890	true	false	FB1N1000	FB3N1000	2.7.4.6	R02326	NDPK7m	MNXR101939	NA	NA
R_HMR_7891	true	false	FB1N1000	FB3N1000	2.7.4.6	R02326	NDPK7n	MNXR101939	NA	NA
R_HMR_7892	true	false	FB1N1000	FB3N1000	2.7.4.6	R01137	NDPK8n	MNXR101940	NA	NA
R_HMR_7893	true	false	FB1N1000	FB3N1000	2.7.4.6	R00722	NDPK9n	MNXR101941	NA	NA
R_HMR_7894	true	false	FB1N1000	FB3N1000	2.7.4.6	R03530	NDPK10m	MNXR101934	NA	NA
R_HMR_7895	true	false	FB1N1000	FB3N1000	2.7.4.6	R00722	NDPK9m	MNXR101941	NA	NA
R_HMR_8083	false	false	FB2N0	FB3N1000	3.1.4.35	R01234	GCPNn	MNXR100078	NA	NA
R_HMR_8085	false	false	FB2N0	FB3N1000	3.1.4.17	R01234	PDE4g	MNXR100078	NA	NA
R_HMR_8087	false	false	FB2N0	FB3N1000	3.1.4.17	R00191	PDE1g	MNXR95886	NA	NA
R_HMR_8443	false	false	FB2N0	FB3N1000	3.6.1.13	R00951	ADPGLC	MNXR95478	NA	NA
R_HMR_8444	false	false	FB2N0	FB3N1000	3.6.1.13	R02677	ADPMAN	MNXR95479	NA	NA
R_HMR_8445	false	false	FB2N0	FB3N1000	NA	R00513	CYTDn	MNXR97039	NA	NA
R_HMR_8446	false	false	FB2N0	FB3N1000	3.5.4.5	R01878	CYTDt	MNXR97043	NA	NA
R_HMR_8448	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK10n	MNXR97048	NA	NA
R_HMR_8449	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK11	MNXR97049	NA	NA
R_HMR_8450	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK11n	MNXR97049	NA	NA
R_HMR_8451	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK12	MNXR97050	NA	NA
R_HMR_8452	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK12n	MNXR97050	NA	NA
R_HMR_8453	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK13	MNXR97051	NA	NA
R_HMR_8454	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK13n	MNXR97051	NA	NA
R_HMR_8455	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK14	MNXR97052	NA	NA
R_HMR_8456	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK14n	MNXR97052	NA	NA
R_HMR_8457	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK1m	MNXR97047	NA	NA
R_HMR_8458	true	false	FB1N1000	FB3N1000	2.7.4.14	R00512	CYTK2	MNXR97053	NA	NA
R_HMR_8459	true	false	FB1N1000	FB3N1000	2.7.4.14	R01665	CYTK3	MNXR97056	NA	NA
R_HMR_8460	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK4	MNXR97057	NA	NA
R_HMR_8461	true	false	FB1N1000	FB3N1000	2.7.4.3	NA	CYTK4n	MNXR97057	NA	NA
R_HMR_8462	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK2_1	MNXR97054	NA	NA
R_HMR_8463	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK5n	MNXR97056	NA	NA
R_HMR_8464	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CPK1	MNXR96876	NA	NA
R_HMR_8465	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK6n	MNXR96876	NA	NA
R_HMR_8466	true	false	FB1N1000	FB3N1000	2.7.4.14	NA	CYTK7	MNXR97058	NA	NA
