id	reversible	fast	lowerFluxBound	upperFluxBound	ec	kegg	bigg	metanetx	reactome	tcdb
R_HMR_5679	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105691	NA	NA
R_HMR_5680	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105692	NA	NA
R_HMR_5681	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105693	NA	NA
R_HMR_5682	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105694	NA	NA
R_HMR_5683	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105695	NA	NA
R_HMR_5684	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105696	NA	NA
R_HMR_5685	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105697	NA	NA
R_HMR_5686	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105698	NA	NA
R_HMR_5687	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105699	NA	NA
R_HMR_5688	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105700	NA	NA
R_HMR_5689	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105701	NA	NA
R_HMR_5690	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105702	NA	NA
R_HMR_5691	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105703	NA	NA
R_HMR_5692	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105704	NA	NA
R_HMR_5693	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105705	NA	NA
R_HMR_5694	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105706	NA	NA
R_HMR_5695	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105707	NA	NA
R_HMR_5696	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105708	NA	NA
R_HMR_5697	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105709	NA	NA
R_HMR_5698	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105710	NA	NA
R_HMR_5699	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105711	NA	NA
R_HMR_5700	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105712	NA	NA
R_HMR_5701	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105713	NA	NA
R_HMR_5702	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105714	NA	NA
R_HMR_5703	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105715	NA	NA
R_HMR_5704	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105716	NA	NA
R_HMR_5705	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105717	NA	NA
R_HMR_5706	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105718	NA	NA
R_HMR_5707	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105719	NA	NA
R_HMR_5708	false	false	FB2N0	FB3N1000	NA	NA	CYSALANaEx	MNXR96987	NA	NA
R_HMR_5709	false	false	FB2N0	FB3N1000	NA	NA	CYSGLNNaEx	MNXR96998	NA	NA
R_HMR_5710	false	false	FB2N0	FB3N1000	NA	NA	CYSSERNaEx	MNXR97009	NA	NA
R_HMR_5711	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105720	NA	NA
R_HMR_5712	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105721	NA	NA
R_HMR_5713	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105722	NA	NA
R_HMR_5714	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105723	NA	NA
R_HMR_5715	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105724	NA	NA
R_HMR_5716	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105725	NA	NA
R_HMR_5717	false	false	FB2N0	FB3N1000	NA	NA	CYSASNNaEx	MNXR96989	NA	NA
R_HMR_5718	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105726	NA	NA
R_HMR_5719	false	false	FB2N0	FB3N1000	NA	NA	CYSTHRNaEx	MNXR97015	NA	NA
R_HMR_5720	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105727	NA	NA
R_HMR_5721	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105728	NA	NA
R_HMR_5722	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105729	NA	NA
R_HMR_5723	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105730	NA	NA
R_HMR_5724	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105731	NA	NA
R_HMR_5725	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105732	NA	NA
R_HMR_5726	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105733	NA	NA
R_HMR_5727	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105734	NA	NA
R_HMR_5728	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105735	NA	NA
R_HMR_5729	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105736	NA	NA
R_HMR_5730	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105737	NA	NA
R_HMR_5731	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105738	NA	NA
R_HMR_5732	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105739	NA	NA
R_HMR_5733	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105740	NA	NA
R_HMR_5734	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105741	NA	NA
R_HMR_5735	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105742	NA	NA
R_HMR_5736	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105743	NA	NA
R_HMR_5737	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105744	NA	NA
R_HMR_5738	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105745	NA	NA
R_HMR_5739	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105746	NA	NA
R_HMR_5740	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105747	NA	NA
R_HMR_5741	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105748	NA	NA
R_HMR_5742	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105749	NA	NA
R_HMR_5743	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105750	NA	NA
R_HMR_5744	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105751	NA	NA
R_HMR_5745	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105752	NA	NA
R_HMR_5746	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105753	NA	NA
R_HMR_5747	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105754	NA	NA
R_HMR_5748	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105755	NA	NA
R_HMR_5749	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105756	NA	NA
R_HMR_5750	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105757	NA	NA
R_HMR_5751	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105758	NA	NA
R_HMR_5752	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105759	NA	NA
R_HMR_5753	false	false	FB2N0	FB3N1000	NA	NA	ASNALANaEx	MNXR96052	NA	NA
R_HMR_5754	false	false	FB2N0	FB3N1000	NA	NA	ASNGLNNaEx	MNXR96055	NA	NA
R_HMR_5755	false	false	FB2N0	FB3N1000	NA	NA	ASNSERNaEx	MNXR96061	NA	NA
R_HMR_5756	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105760	NA	NA
R_HMR_5757	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105761	NA	NA
R_HMR_5758	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105762	NA	NA
R_HMR_5759	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105763	NA	NA
R_HMR_5760	false	false	FB2N0	FB3N1000	NA	NA	ASNCYSNaEx	MNXR96054	NA	NA
R_HMR_5761	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105764	NA	NA
R_HMR_5762	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105765	NA	NA
R_HMR_5763	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105766	NA	NA
R_HMR_5764	false	false	FB2N0	FB3N1000	NA	NA	ASNTHRNaEx	MNXR96062	NA	NA
R_HMR_5765	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105767	NA	NA
R_HMR_5766	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105768	NA	NA
R_HMR_5767	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105769	NA	NA
R_HMR_5768	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105770	NA	NA
R_HMR_5769	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105771	NA	NA
R_HMR_5770	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105772	NA	NA
R_HMR_5771	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105773	NA	NA
R_HMR_5772	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105774	NA	NA
R_HMR_5773	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105775	NA	NA
R_HMR_5774	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105776	NA	NA
R_HMR_5775	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105777	NA	NA
R_HMR_5776	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105778	NA	NA
R_HMR_5777	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105779	NA	NA
R_HMR_5778	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105780	NA	NA
R_HMR_5779	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105781	NA	NA
R_HMR_5780	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105782	NA	NA
R_HMR_5781	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105783	NA	NA
R_HMR_5782	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105784	NA	NA
R_HMR_5783	false	false	FB2N0	FB3N1000	NA	NA	THRALANaEx	MNXR104835	NA	NA
R_HMR_5784	false	false	FB2N0	FB3N1000	NA	NA	THRGLNNaEx	MNXR104839	NA	NA
R_HMR_5785	false	false	FB2N0	FB3N1000	NA	NA	THRSERNaEx	MNXR104847	NA	NA
R_HMR_5786	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105785	NA	NA
R_HMR_5787	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105786	NA	NA
R_HMR_5788	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105787	NA	NA
R_HMR_5789	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105788	NA	NA
R_HMR_5790	false	false	FB2N0	FB3N1000	NA	NA	THRCYSNaEx	MNXR104838	NA	NA
R_HMR_5791	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105789	NA	NA
R_HMR_5792	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105790	NA	NA
R_HMR_5793	false	false	FB2N0	FB3N1000	NA	NA	THRASNNaEx	MNXR104836	NA	NA
R_HMR_5794	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105791	NA	NA
R_HMR_5795	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105792	NA	NA
R_HMR_5796	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105793	NA	NA
R_HMR_5797	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105794	NA	NA
R_HMR_5798	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105795	NA	NA
R_HMR_5799	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105796	NA	NA
R_HMR_5800	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105797	NA	NA
R_HMR_5801	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105798	NA	NA
R_HMR_5802	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105799	NA	NA
R_HMR_5803	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105800	NA	NA
R_HMR_5804	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105801	NA	NA
R_HMR_5805	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105802	NA	NA
R_HMR_5806	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105803	NA	NA
R_HMR_5807	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105804	NA	NA
R_HMR_5808	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105805	NA	NA
R_HMR_5809	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105806	NA	NA
R_HMR_5810	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105807	NA	NA
R_HMR_5811	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105808	NA	NA
R_HMR_5812	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105809	NA	NA
R_HMR_5813	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105810	NA	NA
R_HMR_5814	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105811	NA	NA
R_HMR_5815	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105812	NA	NA
R_HMR_5816	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105813	NA	NA
R_HMR_5817	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105814	NA	NA
R_HMR_5818	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105815	NA	NA
R_HMR_5819	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105816	NA	NA
R_HMR_5820	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105817	NA	NA
R_HMR_5821	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105818	NA	NA
R_HMR_5822	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105819	NA	NA
R_HMR_5823	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105820	NA	NA
R_HMR_5824	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105821	NA	NA
R_HMR_5825	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105822	NA	NA
R_HMR_5826	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105823	NA	NA
R_HMR_5827	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105824	NA	NA
R_HMR_5828	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105825	NA	NA
R_HMR_5829	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105826	NA	NA
R_HMR_5830	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105827	NA	NA
R_HMR_5831	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105828	NA	NA
R_HMR_5832	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105829	NA	NA
R_HMR_5833	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105830	NA	NA
R_HMR_5834	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105831	NA	NA
R_HMR_5835	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105832	NA	NA
R_HMR_5836	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105833	NA	NA
R_HMR_5837	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105834	NA	NA
R_HMR_5838	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105835	NA	NA
R_HMR_5839	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105836	NA	NA
R_HMR_5840	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105837	NA	NA
R_HMR_5841	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105838	NA	NA
R_HMR_5842	false	false	FB2N0	FB3N1000	NA	NA	SERLYSNaex	MNXR104345	NA	NA
R_HMR_5843	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105839	NA	NA
R_HMR_5844	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105840	NA	NA
R_HMR_5845	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105841	NA	NA
R_HMR_5846	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105842	NA	NA
R_HMR_5847	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105843	NA	NA
R_HMR_5848	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105844	NA	NA
R_HMR_5849	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105845	NA	NA
R_HMR_5850	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105846	NA	NA
R_HMR_5851	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105847	NA	NA
R_HMR_5852	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105848	NA	NA
R_HMR_5853	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105849	NA	NA
R_HMR_5854	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105850	NA	NA
R_HMR_5855	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105851	NA	NA
R_HMR_5856	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105852	NA	NA
R_HMR_5857	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105853	NA	NA
R_HMR_5858	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105854	NA	NA
R_HMR_5859	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105855	NA	NA
R_HMR_5860	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105856	NA	NA
R_HMR_5861	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105857	NA	NA
R_HMR_5862	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105858	NA	NA
R_HMR_5863	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105859	NA	NA
R_HMR_5864	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105860	NA	NA
R_HMR_5865	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105861	NA	NA
R_HMR_5866	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105862	NA	NA
R_HMR_5867	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105863	NA	NA
R_HMR_5868	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105864	NA	NA
R_HMR_5869	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105865	NA	NA
R_HMR_5870	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105866	NA	NA
R_HMR_5871	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105867	NA	NA
R_HMR_5872	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105868	NA	NA
R_HMR_5873	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105869	NA	NA
R_HMR_5874	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105870	NA	NA
R_HMR_5875	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105871	NA	NA
R_HMR_5876	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105872	NA	NA
R_HMR_5877	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105873	NA	NA
R_HMR_5878	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105874	NA	NA
R_HMR_5879	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105875	NA	NA
R_HMR_5880	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105876	NA	NA
R_HMR_5881	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105877	NA	NA
R_HMR_5882	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105878	NA	NA
R_HMR_5883	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105879	NA	NA
R_HMR_5884	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105880	NA	NA
R_HMR_5885	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105881	NA	NA
R_HMR_5886	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105882	NA	NA
R_HMR_5887	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105883	NA	NA
R_HMR_5888	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105884	NA	NA
R_HMR_5889	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105885	NA	NA
R_HMR_5890	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105886	NA	NA
R_HMR_5891	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105887	NA	NA
R_HMR_5892	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105888	NA	NA
R_HMR_5893	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105889	NA	NA
R_HMR_5894	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105890	NA	NA
R_HMR_5895	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105891	NA	NA
R_HMR_5896	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105892	NA	NA
R_HMR_5897	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105893	NA	NA
R_HMR_5898	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105894	NA	NA
R_HMR_5899	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105895	NA	NA
R_HMR_5900	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105896	NA	NA
R_HMR_5901	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105897	NA	NA
R_HMR_5902	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105898	NA	NA
R_HMR_5903	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105899	NA	NA
R_HMR_5904	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105900	NA	NA
R_HMR_5905	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105901	NA	NA
R_HMR_5906	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105902	NA	NA
R_HMR_5907	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105903	NA	2.A.3.8.15
R_HMR_5908	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105904	NA	2.A.3.8.15
R_HMR_5909	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105905	NA	2.A.3.8.15
R_HMR_5910	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105906	NA	2.A.3.8.15
R_HMR_5911	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105907	NA	2.A.3.8.15
R_HMR_5912	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105908	NA	2.A.3.8.15
R_HMR_5913	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105909	NA	2.A.3.8.15
R_HMR_5914	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105910	NA	2.A.3.8.15
R_HMR_5915	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105911	NA	2.A.3.8.15
R_HMR_5916	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105912	NA	2.A.3.8.15
R_HMR_5917	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105913	NA	2.A.3.8.15
R_HMR_5918	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105914	NA	2.A.3.8.15
R_HMR_5919	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105915	NA	2.A.3.8.15
R_HMR_5920	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105916	NA	2.A.3.8.15
R_HMR_5921	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105917	NA	2.A.3.8.15
R_HMR_5922	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105918	NA	2.A.3.8.15
R_HMR_5923	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105919	NA	2.A.3.8.15
R_HMR_5924	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105920	NA	2.A.3.8.15
R_HMR_5925	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105921	NA	2.A.3.8.15
R_HMR_5926	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105922	NA	2.A.3.8.15
R_HMR_5927	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105923	NA	2.A.3.8.15
R_HMR_5928	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105924	NA	2.A.3.8.15
R_HMR_5929	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105925	NA	2.A.3.8.15
R_HMR_5930	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105926	NA	2.A.3.8.15
R_HMR_5931	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105927	NA	2.A.3.8.15
R_HMR_5932	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105928	NA	2.A.3.8.15
R_HMR_5933	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105929	NA	2.A.3.8.15
R_HMR_5934	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105930	NA	2.A.3.8.15
R_HMR_5935	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105931	NA	2.A.3.8.15
R_HMR_5936	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105932	NA	2.A.3.8.15
R_HMR_5937	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105933	NA	2.A.3.8.15
R_HMR_5938	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105934	NA	2.A.3.8.15
R_HMR_5939	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105935	NA	2.A.3.8.15
R_HMR_5940	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	2.A.3.8.15
R_HMR_5941	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105936	NA	2.A.3.8.15
R_HMR_5942	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105937	NA	2.A.3.8.15
R_HMR_5943	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105938	NA	2.A.3.8.15
R_HMR_5944	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105939	NA	2.A.3.8.15
R_HMR_5945	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105940	NA	2.A.3.8.15
R_HMR_5946	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105941	NA	2.A.3.8.15
R_HMR_5947	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105942	NA	2.A.3.8.15
R_HMR_5948	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	2.A.3.8.15
R_HMR_5949	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105943	NA	2.A.3.8.15
R_HMR_5950	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105944	NA	2.A.3.8.15
R_HMR_5951	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105945	NA	2.A.3.8.15
R_HMR_5952	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105946	NA	2.A.3.8.15
R_HMR_5953	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105947	NA	2.A.3.8.15
R_HMR_5954	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105948	NA	2.A.3.8.15
R_HMR_5955	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105949	NA	2.A.3.8.15
R_HMR_5956	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105950	NA	2.A.3.8.15
R_HMR_5957	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105951	NA	2.A.3.8.15
R_HMR_5958	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR105952	NA	2.A.3.8.15
