Detail Data For Oil Consumption Productwise Trend Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,Region,State,OilType,Qty_000Tonne
2020,ER,ODISHA,ATF/RTF/JET,91.986
2020,ER,ODISHA,DIESEL/ HSD,2661.721
2020,ER,ODISHA,LDO,55.864
2020,ER,ODISHA,FURNACE OIL,921.321
2020,ER,ODISHA,LSHS/HHS/RFO,0.000
2020,ER,ODISHA,LUBES/GREASES,21.003
2020,ER,ODISHA,BITUMEN,99.852
2020,ER,ODISHA,PETROLEUM COKE,360.430
2020,ER,ODISHA,OTHERS,271.223
2016,ER,ODISHA,ATF/RTF/JET,48.000
2016,ER,ODISHA,BITUMEN,137.000
2016,ER,ODISHA,DIESEL/ HSD,2232.000
2016,ER,ODISHA,FUEL OIL,609.000
2016,ER,ODISHA,SKO (KEROSENE),300.000
2016,ER,ODISHA,LDO,24.000
2016,ER,ODISHA,LPG,392.000
2016,ER,ODISHA,LSHS/HHS/RFO,0.000
2016,ER,ODISHA,LUBES/GREASES,24.000
2016,ER,ODISHA,NAPHTHA,0.000
2016,ER,ODISHA,OTHERS,142.000
2016,ER,ODISHA,PETROL,554.000
2011,SR,ANDHRA PRADESH,ATF/RTF/JET,251.000
2011,SR,ANDHRA PRADESH,BITUMEN,278.000
2011,SR,ANDHRA PRADESH,DIESEL/ HSD,5752.000
2011,SR,ANDHRA PRADESH,FUEL OIL,340.000
2011,SR,ANDHRA PRADESH,SKO (KEROSENE),466.000
2011,SR,ANDHRA PRADESH,LDO,15.000
2011,SR,ANDHRA PRADESH,LPG,1232.000
2011,SR,ANDHRA PRADESH,LSHS/HHS/RFO,68.000
2011,SR,ANDHRA PRADESH,LUBES/GREASES,63.000
2011,SR,ANDHRA PRADESH,NAPHTHA,63.000
2011,SR,ANDHRA PRADESH,OTHERS,187.000
2011,SR,ANDHRA PRADESH,PETROL,1073.000
2012,SR,ANDHRA PRADESH,ATF/RTF/JET,294.000
2012,SR,ANDHRA PRADESH,BITUMEN,354.000
2012,SR,ANDHRA PRADESH,DIESEL/ HSD,6232.000
2012,SR,ANDHRA PRADESH,FUEL OIL,319.000
2012,SR,ANDHRA PRADESH,SKO (KEROSENE),416.000
2012,SR,ANDHRA PRADESH,LDO,15.000
2012,SR,ANDHRA PRADESH,LPG,1344.000
2012,SR,ANDHRA PRADESH,LSHS/HHS/RFO,96.000
2012,SR,ANDHRA PRADESH,LUBES/GREASES,68.000
2012,SR,ANDHRA PRADESH,NAPHTHA,40.000
2012,SR,ANDHRA PRADESH,OTHERS,196.000
2012,SR,ANDHRA PRADESH,PETROL,1169.000
2013,SR,ANDHRA PRADESH,ATF/RTF/JET,294.000
2013,SR,ANDHRA PRADESH,BITUMEN,376.000
2013,SR,ANDHRA PRADESH,DIESEL/ HSD,6583.000
2013,SR,ANDHRA PRADESH,FUEL OIL,291.000
2013,SR,ANDHRA PRADESH,SKO (KEROSENE),364.000
2013,SR,ANDHRA PRADESH,LDO,11.000
2013,SR,ANDHRA PRADESH,LPG,1410.000
2013,SR,ANDHRA PRADESH,LSHS/HHS/RFO,90.000
2013,SR,ANDHRA PRADESH,LUBES/GREASES,64.000
2013,SR,ANDHRA PRADESH,NAPHTHA,48.000
2013,SR,ANDHRA PRADESH,OTHERS,193.000
2013,SR,ANDHRA PRADESH,PETROL,1237.000
2014,SR,ANDHRA PRADESH,ATF/RTF/JET,307.000
2014,SR,ANDHRA PRADESH,BITUMEN,345.000
2014,SR,ANDHRA PRADESH,DIESEL/ HSD,6298.000
2014,SR,ANDHRA PRADESH,FUEL OIL,225.000
2014,SR,ANDHRA PRADESH,SKO (KEROSENE),365.000
2014,SR,ANDHRA PRADESH,LDO,12.000
2014,SR,ANDHRA PRADESH,LPG,1406.000
2014,SR,ANDHRA PRADESH,LSHS/HHS/RFO,94.000
2014,SR,ANDHRA PRADESH,LUBES/GREASES,72.000
2014,SR,ANDHRA PRADESH,NAPHTHA,58.000
2014,SR,ANDHRA PRADESH,OTHERS,137.000
2014,SR,ANDHRA PRADESH,PETROL,1370.000
2015,SR,ANDHRA PRADESH,ATF/RTF/JET,48.000
2015,SR,ANDHRA PRADESH,BITUMEN,207.000
2015,SR,ANDHRA PRADESH,DIESEL/ HSD,3650.000
2015,SR,ANDHRA PRADESH,FUEL OIL,155.000
2015,SR,ANDHRA PRADESH,SKO (KEROSENE),228.000
2015,SR,ANDHRA PRADESH,LDO,13.000
2015,SR,ANDHRA PRADESH,LPG,872.000
2015,SR,ANDHRA PRADESH,LSHS/HHS/RFO,61.000
2015,SR,ANDHRA PRADESH,LUBES/GREASES,31.000
2015,SR,ANDHRA PRADESH,NAPHTHA,53.000
2015,SR,ANDHRA PRADESH,OTHERS,153.000
2015,SR,ANDHRA PRADESH,PETROL,795.000
2017,SR,ANDHRA PRADESH,LPG,1014.420
2017,SR,ANDHRA PRADESH,PETROL,944.520
2017,SR,ANDHRA PRADESH,NAPHTHA,29.420
2017,SR,ANDHRA PRADESH,SKO (KEROSENE),151.320
2017,SR,ANDHRA PRADESH,ATF/RTF/JET,75.570
2017,SR,ANDHRA PRADESH,DIESEL/ HSD,3467.360
2017,SR,ANDHRA PRADESH,LDO,21.130
2017,SR,ANDHRA PRADESH,FURNACE OIL,236.340
2017,SR,ANDHRA PRADESH,LSHS/HHS/RFO,49.710
2017,SR,ANDHRA PRADESH,LUBES/GREASES,29.630
2017,SR,ANDHRA PRADESH,BITUMEN,235.080
2017,SR,ANDHRA PRADESH,PETROLEUM COKE,206.307
2017,SR,ANDHRA PRADESH,OTHERS,123.746
2018,SR,ANDHRA PRADESH,LPG,1098.520
2018,SR,ANDHRA PRADESH,PETROL,1061.750
2018,SR,ANDHRA PRADESH,NAPHTHA,30.070
2018,SR,ANDHRA PRADESH,SKO (KEROSENE),23.380
2018,SR,ANDHRA PRADESH,ATF/RTF/JET,70.167
2018,SR,ANDHRA PRADESH,DIESEL/ HSD,3660.830
2018,SR,ANDHRA PRADESH,LDO,17.780
2018,SR,ANDHRA PRADESH,FURNACE OIL,268.110
2018,SR,ANDHRA PRADESH,LSHS/HHS/RFO,39.080
2018,SR,ANDHRA PRADESH,LUBES/GREASES,30.720
2018,SR,ANDHRA PRADESH,BITUMEN,206.480
2018,SR,ANDHRA PRADESH,PETROLEUM COKE,279.226
2018,SR,ANDHRA PRADESH,OTHERS,167.216
2019,SR,ANDHRA PRADESH,LPG,1150.168
2019,SR,ANDHRA PRADESH,PETROL,1161.894
2019,SR,ANDHRA PRADESH,NAPHTHA,24.708
2019,SR,ANDHRA PRADESH,SKO (KEROSENE),1.566
2019,SR,ANDHRA PRADESH,ATF/RTF/JET,79.585
2019,SR,ANDHRA PRADESH,DIESEL/ HSD,3947.160
2019,SR,ANDHRA PRADESH,LDO,21.853
2019,SR,ANDHRA PRADESH,FURNACE OIL,282.965
2019,SR,ANDHRA PRADESH,LSHS/HHS/RFO,59.580
2019,SR,ANDHRA PRADESH,LUBES/GREASES,30.834
2019,SR,ANDHRA PRADESH,BITUMEN,250.003
2019,SR,ANDHRA PRADESH,PETROLEUM COKE,587.701
2019,SR,ANDHRA PRADESH,OTHERS,221.803
2020,SR,ANDHRA PRADESH,LPG,1190.029
2020,SR,ANDHRA PRADESH,PETROL,1278.382
2020,SR,ANDHRA PRADESH,NAPHTHA,26.078
2020,SR,ANDHRA PRADESH,SKO (KEROSENE),0.943
2020,SR,ANDHRA PRADESH,ATF/RTF/JET,73.745
2020,SR,ANDHRA PRADESH,DIESEL/ HSD,3831.771
2020,SR,ANDHRA PRADESH,LDO,20.404
2020,SR,ANDHRA PRADESH,FURNACE OIL,245.388
2020,SR,ANDHRA PRADESH,LSHS/HHS/RFO,69.117
2020,SR,ANDHRA PRADESH,LUBES/GREASES,27.225
2020,SR,ANDHRA PRADESH,BITUMEN,190.564
2020,SR,ANDHRA PRADESH,PETROLEUM COKE,541.339
2020,SR,ANDHRA PRADESH,OTHERS,189.311
2016,SR,ANDHRA PRADESH,ATF/RTF/JET,72.000
2016,SR,ANDHRA PRADESH,BITUMEN,245.000
2016,SR,ANDHRA PRADESH,DIESEL/ HSD,3298.000
2016,SR,ANDHRA PRADESH,FUEL OIL,149.000
2016,SR,ANDHRA PRADESH,SKO (KEROSENE),183.000
2016,SR,ANDHRA PRADESH,LDO,20.000
2016,SR,ANDHRA PRADESH,LPG,923.000
2016,SR,ANDHRA PRADESH,LSHS/HHS/RFO,54.000
2016,SR,ANDHRA PRADESH,LUBES/GREASES,30.000
2016,SR,ANDHRA PRADESH,NAPHTHA,48.000
2016,SR,ANDHRA PRADESH,OTHERS,314.000
2016,SR,ANDHRA PRADESH,PETROL,845.000
2011,SR,TELANGANA,ATF/RTF/JET,0.000
2011,SR,TELANGANA,BITUMEN,0.000
2011,SR,TELANGANA,DIESEL/ HSD,0.000
2011,SR,TELANGANA,FUEL OIL,0.000
2011,SR,TELANGANA,SKO (KEROSENE),0.000
2011,SR,TELANGANA,LDO,0.000
2011,SR,TELANGANA,LPG,0.000
2011,SR,TELANGANA,LSHS/HHS/RFO,0.000
2011,SR,TELANGANA,LUBES/GREASES,0.000
2011,SR,TELANGANA,NAPHTHA,0.000
2011,SR,TELANGANA,OTHERS,0.000
2011,SR,TELANGANA,PETROL,0.000
2012,SR,TELANGANA,ATF/RTF/JET,0.000
2012,SR,TELANGANA,BITUMEN,0.000
2012,SR,TELANGANA,DIESEL/ HSD,0.000
2012,SR,TELANGANA,FUEL OIL,0.000
2012,SR,TELANGANA,SKO (KEROSENE),0.000
2012,SR,TELANGANA,LDO,0.000
2012,SR,TELANGANA,LPG,0.000
2012,SR,TELANGANA,LSHS/HHS/RFO,0.000
2012,SR,TELANGANA,LUBES/GREASES,0.000
2012,SR,TELANGANA,NAPHTHA,0.000
2012,SR,TELANGANA,OTHERS,0.000
2012,SR,TELANGANA,PETROL,0.000
2013,SR,TELANGANA,ATF/RTF/JET,0.000
2013,SR,TELANGANA,BITUMEN,0.000
2013,SR,TELANGANA,DIESEL/ HSD,0.000
2013,SR,TELANGANA,FUEL OIL,0.000
2013,SR,TELANGANA,SKO (KEROSENE),0.000
2013,SR,TELANGANA,LDO,0.000
2013,SR,TELANGANA,LPG,0.000
2013,SR,TELANGANA,LSHS/HHS/RFO,0.000
2013,SR,TELANGANA,LUBES/GREASES,0.000
2013,SR,TELANGANA,NAPHTHA,0.000
2013,SR,TELANGANA,OTHERS,0.000
2013,SR,TELANGANA,PETROL,0.000
2014,SR,TELANGANA,ATF/RTF/JET,0.000
2014,SR,TELANGANA,BITUMEN,0.000
2014,SR,TELANGANA,DIESEL/ HSD,0.000
2014,SR,TELANGANA,FUEL OIL,0.000
2014,SR,TELANGANA,SKO (KEROSENE),0.000
2014,SR,TELANGANA,LDO,0.000
2014,SR,TELANGANA,LPG,0.000
2014,SR,TELANGANA,LSHS/HHS/RFO,0.000
2014,SR,TELANGANA,LUBES/GREASES,0.000
2014,SR,TELANGANA,NAPHTHA,0.000
2014,SR,TELANGANA,OTHERS,0.000
2014,SR,TELANGANA,PETROL,0.000
2015,SR,TELANGANA,ATF/RTF/JET,265.000
2015,SR,TELANGANA,BITUMEN,153.000
2015,SR,TELANGANA,DIESEL/ HSD,2668.000
2015,SR,TELANGANA,FUEL OIL,84.000
2015,SR,TELANGANA,SKO (KEROSENE),141.000
2015,SR,TELANGANA,LDO,1.000
2015,SR,TELANGANA,LPG,670.000
2015,SR,TELANGANA,LSHS/HHS/RFO,4.000
2015,SR,TELANGANA,LUBES/GREASES,40.000
2015,SR,TELANGANA,NAPHTHA,0.000
2015,SR,TELANGANA,OTHERS,39.000
2015,SR,TELANGANA,PETROL,757.000
2017,SR,TELANGANA,LPG,836.520
2017,SR,TELANGANA,PETROL,976.780
2017,SR,TELANGANA,NAPHTHA,0.000
2017,SR,TELANGANA,SKO (KEROSENE),105.220
2017,SR,TELANGANA,ATF/RTF/JET,311.610
2017,SR,TELANGANA,DIESEL/ HSD,3294.700
2017,SR,TELANGANA,LDO,19.090
2017,SR,TELANGANA,FURNACE OIL,111.680
2017,SR,TELANGANA,LSHS/HHS/RFO,5.810
2017,SR,TELANGANA,LUBES/GREASES,40.020
2017,SR,TELANGANA,BITUMEN,243.050
2017,SR,TELANGANA,PETROLEUM COKE,152.627
2017,SR,TELANGANA,OTHERS,36.195
2018,SR,TELANGANA,LPG,891.710
2018,SR,TELANGANA,PETROL,1092.300
2018,SR,TELANGANA,NAPHTHA,0.000
2018,SR,TELANGANA,SKO (KEROSENE),79.330
2018,SR,TELANGANA,ATF/RTF/JET,365.459
2018,SR,TELANGANA,DIESEL/ HSD,3685.100
2018,SR,TELANGANA,LDO,6.180
2018,SR,TELANGANA,FURNACE OIL,113.410
2018,SR,TELANGANA,LSHS/HHS/RFO,2.130
2018,SR,TELANGANA,LUBES/GREASES,38.240
2018,SR,TELANGANA,BITUMEN,205.040
2018,SR,TELANGANA,PETROLEUM COKE,42.173
2018,SR,TELANGANA,OTHERS,40.724
2019,SR,TELANGANA,LPG,963.473
2019,SR,TELANGANA,PETROL,1198.779
2019,SR,TELANGANA,NAPHTHA,0.000
2019,SR,TELANGANA,SKO (KEROSENE),74.252
2019,SR,TELANGANA,ATF/RTF/JET,530.923
2019,SR,TELANGANA,DIESEL/ HSD,3753.370
2019,SR,TELANGANA,LDO,16.469
2019,SR,TELANGANA,FURNACE OIL,129.294
2019,SR,TELANGANA,LSHS/HHS/RFO,0.587
2019,SR,TELANGANA,LUBES/GREASES,40.720
2019,SR,TELANGANA,BITUMEN,202.505
2019,SR,TELANGANA,PETROLEUM COKE,44.748
2019,SR,TELANGANA,OTHERS,44.629
2020,SR,TELANGANA,LPG,1001.438
2020,SR,TELANGANA,PETROL,1288.298
2020,SR,TELANGANA,NAPHTHA,0.000
2020,SR,TELANGANA,SKO (KEROSENE),23.882
2020,SR,TELANGANA,ATF/RTF/JET,541.063
2020,SR,TELANGANA,DIESEL/ HSD,3621.674
2020,SR,TELANGANA,LDO,14.187
2020,SR,TELANGANA,FURNACE OIL,109.627
2020,SR,TELANGANA,LSHS/HHS/RFO,0.617
2020,SR,TELANGANA,LUBES/GREASES,46.233
2020,SR,TELANGANA,BITUMEN,188.198
2020,SR,TELANGANA,PETROLEUM COKE,77.047
2020,SR,TELANGANA,OTHERS,40.135
2016,SR,TELANGANA,ATF/RTF/JET,268.000
2016,SR,TELANGANA,BITUMEN,307.000
2016,SR,TELANGANA,DIESEL/ HSD,3078.000
2016,SR,TELANGANA,FUEL OIL,100.000
2016,SR,TELANGANA,SKO (KEROSENE),133.000
2016,SR,TELANGANA,LDO,11.000
2016,SR,TELANGANA,LPG,762.000
2016,SR,TELANGANA,LSHS/HHS/RFO,5.000
2016,SR,TELANGANA,LUBES/GREASES,41.000
2016,SR,TELANGANA,NAPHTHA,0.000
2016,SR,TELANGANA,OTHERS,84.000
2016,SR,TELANGANA,PETROL,915.000
2011,ER,SIKKIM,ATF/RTF/JET,0.000
2011,ER,SIKKIM,BITUMEN,2.000
2011,ER,SIKKIM,DIESEL/ HSD,59.000
2011,ER,SIKKIM,FUEL OIL,1.000
2011,ER,SIKKIM,SKO (KEROSENE),12.000
2011,ER,SIKKIM,LDO,0.000
2011,ER,SIKKIM,LPG,11.000
2011,ER,SIKKIM,LSHS/HHS/RFO,0.000
2011,ER,SIKKIM,LUBES/GREASES,1.000
2011,ER,SIKKIM,NAPHTHA,0.000
2011,ER,SIKKIM,OTHERS,0.000
2011,ER,SIKKIM,PETROL,11.000
2012,ER,SIKKIM,ATF/RTF/JET,0.000
2012,ER,SIKKIM,BITUMEN,1.000
2012,ER,SIKKIM,DIESEL/ HSD,56.000
2012,ER,SIKKIM,FUEL OIL,1.000
2012,ER,SIKKIM,SKO (KEROSENE),11.000
2012,ER,SIKKIM,LDO,0.000
2012,ER,SIKKIM,LPG,11.000
2012,ER,SIKKIM,LSHS/HHS/RFO,0.000
2012,ER,SIKKIM,LUBES/GREASES,1.000
2012,ER,SIKKIM,NAPHTHA,0.000
2012,ER,SIKKIM,OTHERS,1.000
2012,ER,SIKKIM,PETROL,12.000
2013,ER,SIKKIM,ATF/RTF/JET,0.100
2013,ER,SIKKIM,BITUMEN,4.000
2013,ER,SIKKIM,DIESEL/ HSD,53.000
2013,ER,SIKKIM,FUEL OIL,1.000
2013,ER,SIKKIM,SKO (KEROSENE),11.000
2013,ER,SIKKIM,LDO,0.020
2013,ER,SIKKIM,LPG,10.000
2013,ER,SIKKIM,LSHS/HHS/RFO,0.000
2013,ER,SIKKIM,LUBES/GREASES,0.000
2013,ER,SIKKIM,NAPHTHA,0.000
2013,ER,SIKKIM,OTHERS,0.010
2013,ER,SIKKIM,PETROL,12.000
2014,ER,SIKKIM,ATF/RTF/JET,0.000
2014,ER,SIKKIM,BITUMEN,3.000
2014,ER,SIKKIM,DIESEL/ HSD,57.000
2014,ER,SIKKIM,FUEL OIL,1.000
2014,ER,SIKKIM,SKO (KEROSENE),11.000
2014,ER,SIKKIM,LDO,0.000
2014,ER,SIKKIM,LPG,11.000
2014,ER,SIKKIM,LSHS/HHS/RFO,0.000
2014,ER,SIKKIM,LUBES/GREASES,0.000
2014,ER,SIKKIM,NAPHTHA,0.000
2014,ER,SIKKIM,OTHERS,0.000
2014,ER,SIKKIM,PETROL,13.000
2015,ER,SIKKIM,ATF/RTF/JET,0.000
2015,ER,SIKKIM,BITUMEN,1.000
2015,ER,SIKKIM,DIESEL/ HSD,54.000
2015,ER,SIKKIM,FUEL OIL,0.000
2015,ER,SIKKIM,SKO (KEROSENE),11.000
2015,ER,SIKKIM,LDO,0.000
2015,ER,SIKKIM,LPG,11.000
2015,ER,SIKKIM,LSHS/HHS/RFO,0.000
2015,ER,SIKKIM,LUBES/GREASES,0.000
2015,ER,SIKKIM,NAPHTHA,0.000
2015,ER,SIKKIM,OTHERS,0.000
2015,ER,SIKKIM,PETROL,15.000
2017,ER,SIKKIM,LPG,12.860
2017,ER,SIKKIM,PETROL,16.530
2017,ER,SIKKIM,NAPHTHA,0.000
2017,ER,SIKKIM,SKO (KEROSENE),10.130
2017,ER,SIKKIM,ATF/RTF/JET,0.000
2017,ER,SIKKIM,DIESEL/ HSD,60.730
2017,ER,SIKKIM,LDO,0.000
2017,ER,SIKKIM,FURNACE OIL,1.160
2017,ER,SIKKIM,LSHS/HHS/RFO,0.000
2017,ER,SIKKIM,LUBES/GREASES,0.280
2017,ER,SIKKIM,BITUMEN,2.630
2017,ER,SIKKIM,PETROLEUM COKE,0.000
2017,ER,SIKKIM,OTHERS,-0.005
2018,ER,SIKKIM,LPG,14.000
2018,ER,SIKKIM,PETROL,17.530
2018,ER,SIKKIM,NAPHTHA,0.000
2018,ER,SIKKIM,SKO (KEROSENE),10.540
2018,ER,SIKKIM,ATF/RTF/JET,0.000
2018,ER,SIKKIM,DIESEL/ HSD,69.040
2018,ER,SIKKIM,LDO,0.000
2018,ER,SIKKIM,FURNACE OIL,1.880
2018,ER,SIKKIM,LSHS/HHS/RFO,0.000
2018,ER,SIKKIM,LUBES/GREASES,0.220
2018,ER,SIKKIM,BITUMEN,3.890
2018,ER,SIKKIM,PETROLEUM COKE,0.000
2018,ER,SIKKIM,OTHERS,0.004
2019,ER,SIKKIM,LPG,15.560
2019,ER,SIKKIM,PETROL,19.695
2019,ER,SIKKIM,NAPHTHA,0.036
2019,ER,SIKKIM,SKO (KEROSENE),10.130
2019,ER,SIKKIM,ATF/RTF/JET,0.139
2019,ER,SIKKIM,DIESEL/ HSD,77.711
2019,ER,SIKKIM,LDO,0.051
2019,ER,SIKKIM,FURNACE OIL,0.716
2019,ER,SIKKIM,LSHS/HHS/RFO,0.000
2019,ER,SIKKIM,LUBES/GREASES,0.072
2019,ER,SIKKIM,BITUMEN,1.766
2019,ER,SIKKIM,PETROLEUM COKE,0.000
2019,ER,SIKKIM,OTHERS,0.000
2020,ER,SIKKIM,LPG,16.849
2020,ER,SIKKIM,PETROL,21.109
2020,ER,SIKKIM,NAPHTHA,1.418
2020,ER,SIKKIM,SKO (KEROSENE),8.812
2020,ER,SIKKIM,ATF/RTF/JET,0.057
2020,ER,SIKKIM,DIESEL/ HSD,77.962
2020,ER,SIKKIM,LDO,1.700
2020,ER,SIKKIM,FURNACE OIL,0.000
2020,ER,SIKKIM,LSHS/HHS/RFO,0.000
2020,ER,SIKKIM,LUBES/GREASES,0.065
2020,ER,SIKKIM,BITUMEN,2.117
2020,ER,SIKKIM,PETROLEUM COKE,0.000
2020,ER,SIKKIM,OTHERS,0.000
2016,ER,SIKKIM,ATF/RTF/JET,0.000
2016,ER,SIKKIM,BITUMEN,2.000
2016,ER,SIKKIM,DIESEL/ HSD,58.000
2016,ER,SIKKIM,FUEL OIL,1.000
2016,ER,SIKKIM,SKO (KEROSENE),12.000
2016,ER,SIKKIM,LDO,0.000
2016,ER,SIKKIM,LPG,12.000
2016,ER,SIKKIM,LSHS/HHS/RFO,0.000
2016,ER,SIKKIM,LUBES/GREASES,0.000
2016,ER,SIKKIM,NAPHTHA,0.000
2016,ER,SIKKIM,OTHERS,0.000
2016,ER,SIKKIM,PETROL,16.000
2011,NER,ASSAM,ATF/RTF/JET,81.000
2011,NER,ASSAM,BITUMEN,67.000
2011,NER,ASSAM,DIESEL/ HSD,699.000
2011,NER,ASSAM,FUEL OIL,10.000
2011,NER,ASSAM,SKO (KEROSENE),260.000
2011,NER,ASSAM,LDO,0.000
2011,NER,ASSAM,LPG,204.000
2011,NER,ASSAM,LSHS/HHS/RFO,0.000
2011,NER,ASSAM,LUBES/GREASES,11.000
2011,NER,ASSAM,NAPHTHA,0.000
2011,NER,ASSAM,OTHERS,233.000
2011,NER,ASSAM,PETROL,149.000
2012,NER,ASSAM,ATF/RTF/JET,96.000
2012,NER,ASSAM,BITUMEN,58.000
2012,NER,ASSAM,DIESEL/ HSD,758.000
2012,NER,ASSAM,FUEL OIL,6.000
2012,NER,ASSAM,SKO (KEROSENE),257.000
2012,NER,ASSAM,LDO,1.000
2012,NER,ASSAM,LPG,216.000
2012,NER,ASSAM,LSHS/HHS/RFO,0.000
2012,NER,ASSAM,LUBES/GREASES,11.000
2012,NER,ASSAM,NAPHTHA,0.000
2012,NER,ASSAM,OTHERS,201.000
2012,NER,ASSAM,PETROL,164.000
2013,NER,ASSAM,ATF/RTF/JET,100.000
2013,NER,ASSAM,BITUMEN,41.000
2013,NER,ASSAM,DIESEL/ HSD,731.000
2013,NER,ASSAM,FUEL OIL,4.000
2013,NER,ASSAM,SKO (KEROSENE),257.000
2013,NER,ASSAM,LDO,0.100
2013,NER,ASSAM,LPG,212.000
2013,NER,ASSAM,LSHS/HHS/RFO,0.000
2013,NER,ASSAM,LUBES/GREASES,10.000
2013,NER,ASSAM,NAPHTHA,0.000
2013,NER,ASSAM,OTHERS,163.000
2013,NER,ASSAM,PETROL,168.000
2014,NER,ASSAM,ATF/RTF/JET,101.000
2014,NER,ASSAM,BITUMEN,48.000
2014,NER,ASSAM,DIESEL/ HSD,762.000
2014,NER,ASSAM,FUEL OIL,3.000
2014,NER,ASSAM,SKO (KEROSENE),257.000
2014,NER,ASSAM,LDO,0.000
2014,NER,ASSAM,LPG,238.000
2014,NER,ASSAM,LSHS/HHS/RFO,0.000
2014,NER,ASSAM,LUBES/GREASES,11.000
2014,NER,ASSAM,NAPHTHA,0.000
2014,NER,ASSAM,OTHERS,269.000
2014,NER,ASSAM,PETROL,190.000
2015,NER,ASSAM,ATF/RTF/JET,101.000
2015,NER,ASSAM,BITUMEN,41.000
2015,NER,ASSAM,DIESEL/ HSD,777.000
2015,NER,ASSAM,FUEL OIL,3.000
2015,NER,ASSAM,SKO (KEROSENE),257.000
2015,NER,ASSAM,LDO,2.000
2015,NER,ASSAM,LPG,267.000
2015,NER,ASSAM,LSHS/HHS/RFO,0.000
2015,NER,ASSAM,LUBES/GREASES,11.000
2015,NER,ASSAM,NAPHTHA,0.000
2015,NER,ASSAM,OTHERS,228.000
2015,NER,ASSAM,PETROL,220.000
2017,NER,ASSAM,LPG,324.980
2017,NER,ASSAM,PETROL,307.820
2017,NER,ASSAM,NAPHTHA,51.230
2017,NER,ASSAM,SKO (KEROSENE),225.420
2017,NER,ASSAM,ATF/RTF/JET,146.480
2017,NER,ASSAM,DIESEL/ HSD,860.720
2017,NER,ASSAM,LDO,3.790
2017,NER,ASSAM,FURNACE OIL,3.060
2017,NER,ASSAM,LSHS/HHS/RFO,0.000
2017,NER,ASSAM,LUBES/GREASES,23.030
2017,NER,ASSAM,BITUMEN,22.660
2017,NER,ASSAM,PETROLEUM COKE,239.811
2017,NER,ASSAM,OTHERS,33.721
2018,NER,ASSAM,LPG,372.590
2018,NER,ASSAM,PETROL,356.750
2018,NER,ASSAM,NAPHTHA,147.910
2018,NER,ASSAM,SKO (KEROSENE),192.010
2018,NER,ASSAM,ATF/RTF/JET,139.306
2018,NER,ASSAM,DIESEL/ HSD,925.160
2018,NER,ASSAM,LDO,3.100
2018,NER,ASSAM,FURNACE OIL,4.060
2018,NER,ASSAM,LSHS/HHS/RFO,0.000
2018,NER,ASSAM,LUBES/GREASES,30.290
2018,NER,ASSAM,BITUMEN,30.010
2018,NER,ASSAM,PETROLEUM COKE,289.600
2018,NER,ASSAM,OTHERS,26.557
2019,NER,ASSAM,LPG,420.853
2019,NER,ASSAM,PETROL,411.631
2019,NER,ASSAM,NAPHTHA,204.600
2019,NER,ASSAM,SKO (KEROSENE),190.145
2019,NER,ASSAM,ATF/RTF/JET,167.798
2019,NER,ASSAM,DIESEL/ HSD,984.561
2019,NER,ASSAM,LDO,5.078
2019,NER,ASSAM,FURNACE OIL,4.679
2019,NER,ASSAM,LSHS/HHS/RFO,0.000
2019,NER,ASSAM,LUBES/GREASES,22.282
2019,NER,ASSAM,BITUMEN,46.471
2019,NER,ASSAM,PETROLEUM COKE,267.012
2019,NER,ASSAM,OTHERS,18.872
2020,NER,ASSAM,LPG,450.898
2020,NER,ASSAM,PETROL,445.145
2020,NER,ASSAM,NAPHTHA,357.539
2020,NER,ASSAM,SKO (KEROSENE),138.814
2020,NER,ASSAM,ATF/RTF/JET,159.325
2020,NER,ASSAM,DIESEL/ HSD,1023.323
2020,NER,ASSAM,LDO,3.597
2020,NER,ASSAM,FURNACE OIL,4.915
2020,NER,ASSAM,LSHS/HHS/RFO,0.000
2020,NER,ASSAM,LUBES/GREASES,28.517
2020,NER,ASSAM,BITUMEN,30.255
2020,NER,ASSAM,PETROLEUM COKE,188.418
2020,NER,ASSAM,OTHERS,35.898
2016,NER,ASSAM,ATF/RTF/JET,108.000
2016,NER,ASSAM,BITUMEN,33.000
2016,NER,ASSAM,DIESEL/ HSD,852.000
2016,NER,ASSAM,FUEL OIL,5.000
2016,NER,ASSAM,SKO (KEROSENE),252.000
2016,NER,ASSAM,LDO,5.000
2016,NER,ASSAM,LPG,295.000
2016,NER,ASSAM,LSHS/HHS/RFO,0.000
2016,NER,ASSAM,LUBES/GREASES,13.000
