Date,GeoId,CumulativeCount_Vaccine_COVID_19_Administered,IncrementalCount_Vaccine_COVID_19_Administered,CumulativeCount_MedicalConditionIncident_COVID_19_ConfirmedCase,IncrementalCount_MedicalConditionIncident_COVID_19_ConfirmedCase,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,IncrementalCount_MedicalConditionIncident_COVID_19_PatientDeceased,Count_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,CumulativeCount_MedicalTest_ConditionCOVID_19,IncrementalCount_MedicalTest_ConditionCOVID_19
2020-05-14,country/SYC,,,11.0,0.0,,,,,,
2020-05-15,country/SYC,,,11.0,0.0,,,,,,
2020-05-16,country/SYC,,,11.0,0.0,,,,,,
2020-05-17,country/SYC,,,11.0,0.0,,,,,,
2020-05-18,country/SYC,,,11.0,0.0,,,,,,
2020-05-19,country/SYC,,,11.0,0.0,,,,,,
2020-05-20,country/SYC,,,11.0,0.0,,,,,,
2020-05-21,country/SYC,,,11.0,0.0,,,,,,
2020-05-22,country/SYC,,,11.0,0.0,,,,,,
2020-05-23,country/SYC,,,11.0,0.0,,,,,,
2020-05-24,country/SYC,,,11.0,0.0,,,,,,
2020-05-25,country/SYC,,,11.0,0.0,,,,,,
2020-05-26,country/SYC,,,11.0,0.0,,,,,,
2020-05-27,country/SYC,,,11.0,0.0,,,,,,
2020-05-28,country/SYC,,,11.0,0.0,,,,,,
2020-05-29,country/SYC,,,11.0,0.0,,,,,,
2020-05-30,country/SYC,,,11.0,0.0,,,,,,
2020-05-31,country/SYC,,,11.0,0.0,,,,,,
2020-06-01,country/SYC,,,11.0,0.0,,,,,,
2020-06-02,country/SYC,,,11.0,0.0,,,,,,
2020-06-03,country/SYC,,,11.0,0.0,,,,,,
2020-06-04,country/SYC,,,11.0,0.0,,,,,,
2020-06-05,country/SYC,,,11.0,0.0,,,,,,
2020-06-06,country/SYC,,,11.0,0.0,,,,,,
2020-06-07,country/SYC,,,11.0,0.0,,,,,,
2020-06-08,country/SYC,,,11.0,0.0,,,,,,
2020-06-09,country/SYC,,,11.0,0.0,,,,,,
2020-06-10,country/SYC,,,11.0,0.0,,,,,,
2020-06-11,country/SYC,,,11.0,0.0,,,,,,
2020-06-12,country/SYC,,,11.0,0.0,,,,,,
2020-06-13,country/SYC,,,11.0,0.0,,,,,,
2020-06-14,country/SYC,,,11.0,0.0,,,,,,
2020-06-15,country/SYC,,,11.0,0.0,,,,,,
2020-06-16,country/SYC,,,11.0,0.0,,,,,,
2020-06-17,country/SYC,,,11.0,0.0,,,,,,
2020-06-18,country/SYC,,,11.0,0.0,,,,,,
2020-06-19,country/SYC,,,11.0,0.0,,,,,,
2020-06-20,country/SYC,,,11.0,0.0,,,,,,
2020-06-21,country/SYC,,,11.0,0.0,,,,,,
2020-06-22,country/SYC,,,11.0,0.0,,,,,,
2020-06-23,country/SYC,,,11.0,0.0,,,,,,
2020-06-24,country/SYC,,,11.0,0.0,,,,,,
2020-06-25,country/SYC,,,11.0,0.0,,,,,,
2020-06-26,country/SYC,,,11.0,0.0,,,,,,
2020-06-27,country/SYC,,,20.0,9.0,,,,,,
2020-06-28,country/SYC,,,70.0,50.0,,,,,,
2020-06-29,country/SYC,,,77.0,7.0,,,,,,
2020-06-30,country/SYC,,,81.0,4.0,,,,,,
2020-07-01,country/SYC,,,81.0,0.0,,,,,,
2020-07-02,country/SYC,,,81.0,0.0,,,,,,
2020-07-03,country/SYC,,,81.0,0.0,,,,,,
2020-07-04,country/SYC,,,81.0,0.0,,,,,,
2020-07-05,country/SYC,,,81.0,0.0,,,,,,
2020-07-06,country/SYC,,,81.0,0.0,,,,,,
2020-07-07,country/SYC,,,81.0,0.0,,,,,,
2020-07-08,country/SYC,,,91.0,10.0,,,,,,
2020-07-09,country/SYC,,,94.0,3.0,,,,,,
2020-07-10,country/SYC,,,100.0,6.0,,,,,,
2020-07-11,country/SYC,,,100.0,0.0,,,,,,
2020-07-12,country/SYC,,,100.0,0.0,,,,,,
2020-07-13,country/SYC,,,100.0,0.0,,,,,,
2020-07-14,country/SYC,,,100.0,0.0,,,,,,
2020-07-15,country/SYC,,,100.0,0.0,,,,,,
2020-07-16,country/SYC,,,108.0,8.0,,,,,,
2020-07-17,country/SYC,,,108.0,0.0,,,,,,
2020-07-18,country/SYC,,,108.0,0.0,,,,,,
2020-07-19,country/SYC,,,108.0,0.0,,,,,,
2020-07-20,country/SYC,,,108.0,0.0,,,,,,
2020-07-21,country/SYC,,,108.0,0.0,,,,,,
2020-07-22,country/SYC,,,108.0,0.0,,,,,,
2020-07-23,country/SYC,,,108.0,0.0,,,,,,
2020-07-24,country/SYC,,,108.0,0.0,,,,,,
2020-07-25,country/SYC,,,114.0,6.0,,,,,,
2020-07-26,country/SYC,,,114.0,0.0,,,,,,
2020-07-27,country/SYC,,,114.0,0.0,,,,,,
2020-07-28,country/SYC,,,114.0,0.0,,,,,,
2020-07-29,country/SYC,,,114.0,0.0,,,,,,
2020-07-30,country/SYC,,,114.0,0.0,,,,,,
2020-07-31,country/SYC,,,114.0,0.0,,,,,,
2020-08-01,country/SYC,,,114.0,0.0,,,,,,
2020-08-02,country/SYC,,,114.0,0.0,,,,,,
2020-08-03,country/SYC,,,114.0,0.0,,,,,,
2020-08-04,country/SYC,,,114.0,0.0,,,,,,
2020-08-05,country/SYC,,,126.0,12.0,,,,,,
2020-08-06,country/SYC,,,126.0,0.0,,,,,,
2020-08-07,country/SYC,,,126.0,0.0,,,,,,
2020-08-08,country/SYC,,,126.0,0.0,,,,,,
2020-08-09,country/SYC,,,126.0,0.0,,,,,,
2020-08-10,country/SYC,,,126.0,0.0,,,,,,
2020-08-11,country/SYC,,,127.0,1.0,,,,,,
2020-08-12,country/SYC,,,127.0,0.0,,,,,,
2020-08-13,country/SYC,,,127.0,0.0,,,,,,
2020-08-14,country/SYC,,,127.0,0.0,,,,,,
2020-08-15,country/SYC,,,127.0,0.0,,,,,,
2020-08-16,country/SYC,,,127.0,0.0,,,,,,
2020-08-17,country/SYC,,,127.0,0.0,,,,,,
2020-08-18,country/SYC,,,127.0,0.0,,,,,,
2020-08-19,country/SYC,,,132.0,5.0,,,,,,
2020-08-20,country/SYC,,,132.0,0.0,,,,,,
2020-08-21,country/SYC,,,132.0,0.0,,,,,,
2020-08-22,country/SYC,,,132.0,0.0,,,,,,
2020-08-23,country/SYC,,,132.0,0.0,,,,,,
2020-08-24,country/SYC,,,132.0,0.0,,,,,,
2020-08-25,country/SYC,,,136.0,4.0,,,,,,
2020-08-26,country/SYC,,,136.0,0.0,,,,,,
2020-08-27,country/SYC,,,136.0,0.0,,,,,,
2020-08-28,country/SYC,,,136.0,0.0,,,,,,
2020-08-29,country/SYC,,,136.0,0.0,,,,,,
2020-08-30,country/SYC,,,136.0,0.0,,,,,,
2020-08-31,country/SYC,,,136.0,0.0,,,,,,
2020-09-01,country/SYC,,,136.0,0.0,,,,,,
2020-09-02,country/SYC,,,136.0,0.0,,,,,,
2020-09-03,country/SYC,,,136.0,0.0,,,,,,
2020-09-04,country/SYC,,,136.0,0.0,,,,,,
2020-09-05,country/SYC,,,136.0,0.0,,,,,,
2020-09-06,country/SYC,,,136.0,0.0,,,,,,
2020-09-07,country/SYC,,,137.0,1.0,,,,,,
2020-09-08,country/SYC,,,137.0,0.0,,,,,,
2020-09-09,country/SYC,,,137.0,0.0,,,,,,
2020-09-10,country/SYC,,,137.0,0.0,,,,,,
2020-09-11,country/SYC,,,138.0,1.0,,,,,,
2020-09-12,country/SYC,,,139.0,1.0,,,,,,
2020-09-13,country/SYC,,,139.0,0.0,,,,,,
2020-09-14,country/SYC,,,140.0,1.0,,,,,,
2020-09-15,country/SYC,,,140.0,0.0,,,,,,
2020-09-16,country/SYC,,,140.0,0.0,,,,,,
2020-09-17,country/SYC,,,141.0,1.0,,,,,,
2020-09-18,country/SYC,,,141.0,0.0,,,,,,
2020-09-19,country/SYC,,,141.0,0.0,,,,,,
2020-09-20,country/SYC,,,141.0,0.0,,,,,,
2020-09-21,country/SYC,,,143.0,2.0,,,,,,
2020-09-22,country/SYC,,,143.0,0.0,,,,,,
2020-09-23,country/SYC,,,143.0,0.0,,,,,,
2020-09-24,country/SYC,,,143.0,0.0,,,,,,
2020-09-25,country/SYC,,,143.0,0.0,,,,,,
2020-09-26,country/SYC,,,143.0,0.0,,,,,,
2020-09-27,country/SYC,,,143.0,0.0,,,,,,
2020-09-28,country/SYC,,,143.0,0.0,,,,,,
2020-09-29,country/SYC,,,143.0,0.0,,,,,,
2020-09-30,country/SYC,,,144.0,1.0,,,,,,
2020-10-01,country/SYC,,,144.0,0.0,,,,,,
2020-10-02,country/SYC,,,145.0,1.0,,,,,,
2020-10-03,country/SYC,,,146.0,1.0,,,,,,
2020-10-04,country/SYC,,,146.0,0.0,,,,,,
2020-10-05,country/SYC,,,146.0,0.0,,,,,,
2020-10-06,country/SYC,,,148.0,2.0,,,,,,
2020-10-07,country/SYC,,,148.0,0.0,,,,,,
2020-10-08,country/SYC,,,148.0,0.0,,,,,,
2020-10-09,country/SYC,,,148.0,0.0,,,,,,
2020-10-10,country/SYC,,,148.0,0.0,,,,,,
2020-10-11,country/SYC,,,148.0,0.0,,,,,,
2020-10-12,country/SYC,,,148.0,0.0,,,,,,
2020-10-13,country/SYC,,,148.0,0.0,,,,,,
2020-10-14,country/SYC,,,148.0,0.0,,,,,,
2020-10-15,country/SYC,,,148.0,0.0,,,,,,
2020-10-16,country/SYC,,,149.0,1.0,,,,,,
2020-10-17,country/SYC,,,149.0,0.0,,,,,,
2020-10-18,country/SYC,,,149.0,0.0,,,,,,
2020-10-19,country/SYC,,,149.0,0.0,,,,,,
2020-10-20,country/SYC,,,149.0,0.0,,,,,,
2020-10-21,country/SYC,,,151.0,2.0,,,,,,
2020-10-22,country/SYC,,,151.0,0.0,,,,,,
2020-10-23,country/SYC,,,153.0,2.0,,,,,,
2020-10-24,country/SYC,,,153.0,0.0,,,,,,
2020-10-25,country/SYC,,,153.0,0.0,,,,,,
2020-10-26,country/SYC,,,153.0,0.0,,,,,,
2020-10-27,country/SYC,,,153.0,0.0,,,,,,
2020-10-28,country/SYC,,,153.0,0.0,,,,,,
2020-10-29,country/SYC,,,153.0,0.0,,,,,,
2020-10-30,country/SYC,,,153.0,0.0,,,,,,
2020-10-31,country/SYC,,,153.0,0.0,,,,,,
2020-11-01,country/SYC,,,153.0,0.0,,,,,,
2020-11-02,country/SYC,,,153.0,0.0,,,,,,
2020-11-03,country/SYC,,,157.0,4.0,,,,,,
2020-11-04,country/SYC,,,157.0,0.0,,,,,,
2020-11-05,country/SYC,,,157.0,0.0,,,,,,
2020-11-06,country/SYC,,,158.0,1.0,,,,,,
2020-11-07,country/SYC,,,158.0,0.0,,,,,,
2020-11-08,country/SYC,,,158.0,0.0,,,,,,
2020-11-09,country/SYC,,,158.0,0.0,,,,,,
2020-11-10,country/SYC,,,158.0,0.0,,,,,,
2020-11-11,country/SYC,,,158.0,0.0,,,,,,
2020-11-12,country/SYC,,,160.0,2.0,,,,,,
2020-11-13,country/SYC,,,160.0,0.0,,,,,,
2020-11-14,country/SYC,,,160.0,0.0,,,,,,
2020-11-15,country/SYC,,,160.0,0.0,,,,,,
2020-11-16,country/SYC,,,160.0,0.0,,,,,,
2020-11-17,country/SYC,,,160.0,0.0,,,,,,
2020-11-18,country/SYC,,,160.0,0.0,,,,,,
2020-11-19,country/SYC,,,163.0,3.0,,,,,,
2020-11-20,country/SYC,,,163.0,0.0,,,,,,
2020-11-21,country/SYC,,,163.0,0.0,,,,,,
2020-11-22,country/SYC,,,163.0,0.0,,,,,,
2020-11-23,country/SYC,,,166.0,3.0,,,,,,
2020-11-24,country/SYC,,,166.0,0.0,,,,,,
2020-11-25,country/SYC,,,166.0,0.0,,,,,,
2020-11-26,country/SYC,,,166.0,0.0,,,,,,
2020-11-27,country/SYC,,,173.0,7.0,,,,,,
2020-11-28,country/SYC,,,173.0,0.0,,,,,,
2020-11-29,country/SYC,,,173.0,0.0,,,,,,
2020-11-30,country/SYC,,,183.0,10.0,,,,,,
2020-12-01,country/SYC,,,183.0,0.0,,,,,,
2020-12-02,country/SYC,,,183.0,0.0,,,,,,
2020-12-03,country/SYC,,,183.0,0.0,,,,,,
2020-12-04,country/SYC,,,184.0,1.0,,,,,,
2020-12-05,country/SYC,,,184.0,0.0,,,,,,
2020-12-06,country/SYC,,,184.0,0.0,,,,,,
2020-12-07,country/SYC,,,184.0,0.0,,,,,,
2020-12-08,country/SYC,,,184.0,0.0,,,,,,
2020-12-09,country/SYC,,,184.0,0.0,,,,,,
2020-12-10,country/SYC,,,184.0,0.0,,,,,,
2020-12-11,country/SYC,,,187.0,3.0,,,,,,
2020-12-12,country/SYC,,,187.0,0.0,,,,,,
2020-12-13,country/SYC,,,187.0,0.0,,,,,,
2020-12-14,country/SYC,,,187.0,0.0,,,,,,
2020-12-15,country/SYC,,,202.0,15.0,,,,,,
2020-12-16,country/SYC,,,202.0,0.0,,,,,,
2020-12-17,country/SYC,,,202.0,0.0,,,,,,
2020-12-18,country/SYC,,,202.0,0.0,,,,,,
2020-12-19,country/SYC,,,202.0,0.0,,,,,,
2020-12-20,country/SYC,,,202.0,0.0,,,,,,
2020-12-21,country/SYC,,,205.0,3.0,,,,,,
2020-12-22,country/SYC,,,205.0,0.0,,,,,,
2020-12-23,country/SYC,,,205.0,0.0,,,,,,
2020-12-24,country/SYC,,,205.0,0.0,,,,,,
2020-12-25,country/SYC,,,205.0,0.0,,,,,,
2020-12-26,country/SYC,,,205.0,0.0,,,,,,
2020-12-27,country/SYC,,,205.0,0.0,,,,,,
2020-12-28,country/SYC,,,217.0,12.0,,,,,,
2020-12-29,country/SYC,,,217.0,0.0,,,,,,
2020-12-30,country/SYC,,,256.0,39.0,,,,,,
2020-12-31,country/SYC,,,256.0,0.0,,,,,,
2021-01-01,country/SYC,,,256.0,0.0,,,,,,
2021-01-02,country/SYC,,,285.0,29.0,,,,,,
2021-01-03,country/SYC,,,297.0,12.0,,,,,,
2021-01-04,country/SYC,,,322.0,25.0,1.0,1.0,,,,
2021-01-05,country/SYC,,,354.0,32.0,1.0,0.0,,,,
2021-01-06,country/SYC,,,373.0,19.0,1.0,0.0,,,,
2021-01-07,country/SYC,,,373.0,0.0,1.0,0.0,,,,
2021-01-08,country/SYC,,,451.0,78.0,1.0,0.0,,,,
2021-01-09,country/SYC,,,508.0,57.0,1.0,0.0,,,,
2021-01-10,country/SYC,,,531.0,23.0,1.0,0.0,,,,
2021-01-11,country/SYC,,,583.0,52.0,1.0,0.0,,,,
2020-03-31,country/SLE,,,1.0,1.0,,,,,,
2020-04-01,country/SLE,,,2.0,1.0,,,,,,
2020-04-02,country/SLE,,,2.0,0.0,,,,,,
2020-04-03,country/SLE,,,2.0,0.0,,,,,,
2020-04-04,country/SLE,,,4.0,2.0,,,,,,
2020-04-05,country/SLE,,,6.0,2.0,,,,,,
2020-04-06,country/SLE,,,6.0,0.0,,,,,,
2020-04-07,country/SLE,,,6.0,0.0,,,,,,
2020-04-08,country/SLE,,,7.0,1.0,,,,,,
2020-04-09,country/SLE,,,7.0,0.0,,,,,,
2020-04-10,country/SLE,,,8.0,1.0,,,,,,
2020-04-11,country/SLE,,,8.0,0.0,,,,,,
2020-04-12,country/SLE,,,10.0,2.0,,,,,,
2020-04-13,country/SLE,,,10.0,0.0,,,,,,
2020-04-14,country/SLE,,,11.0,1.0,,,,,,
2020-04-15,country/SLE,,,13.0,2.0,,,,,,
2020-04-16,country/SLE,,,15.0,2.0,,,,,,
2020-04-17,country/SLE,,,26.0,11.0,,,,,,
2020-04-18,country/SLE,,,30.0,4.0,,,,,,
2020-04-19,country/SLE,,,35.0,5.0,,,,,,
2020-04-20,country/SLE,,,43.0,8.0,,,,,,
2020-04-21,country/SLE,,,50.0,7.0,,,,,,
2020-04-22,country/SLE,,,61.0,11.0,,,,,,
2020-04-23,country/SLE,,,64.0,3.0,1.0,1.0,,,,
2020-04-24,country/SLE,,,82.0,18.0,2.0,1.0,,,,
2020-04-25,country/SLE,,,82.0,0.0,2.0,0.0,,,,
2020-04-26,country/SLE,,,93.0,11.0,4.0,2.0,,,,
2020-04-27,country/SLE,,,93.0,0.0,4.0,0.0,,,,
2020-04-28,country/SLE,,,104.0,11.0,4.0,0.0,,,,
2020-04-29,country/SLE,,,104.0,0.0,4.0,0.0,,,,
2020-04-30,country/SLE,,,124.0,20.0,7.0,3.0,,,,
2020-05-01,country/SLE,,,136.0,12.0,7.0,0.0,,,,
2020-05-02,country/SLE,,,155.0,19.0,8.0,1.0,,,,
2020-05-03,country/SLE,,,166.0,11.0,8.0,0.0,,,,
2020-05-04,country/SLE,,,178.0,12.0,9.0,1.0,,,,
2020-05-05,country/SLE,,,199.0,21.0,11.0,2.0,,,,
2020-05-06,country/SLE,,,225.0,26.0,14.0,3.0,,,,
2020-05-07,country/SLE,,,231.0,6.0,16.0,2.0,,,,
2020-05-08,country/SLE,,,257.0,26.0,17.0,1.0,,,,
2020-05-09,country/SLE,,,291.0,34.0,18.0,1.0,,,,
2020-05-10,country/SLE,,,307.0,16.0,18.0,0.0,,,,
2020-05-11,country/SLE,,,338.0,31.0,19.0,1.0,,,,
2020-05-12,country/SLE,,,338.0,0.0,19.0,0.0,,,,
2020-05-13,country/SLE,,,387.0,49.0,26.0,7.0,,,,
2020-05-14,country/SLE,,,408.0,21.0,26.0,0.0,,,,
2020-05-15,country/SLE,,,447.0,39.0,27.0,1.0,,,,
2020-05-16,country/SLE,,,462.0,15.0,29.0,2.0,,,,
2020-05-17,country/SLE,,,505.0,43.0,32.0,3.0,,,,
2020-05-18,country/SLE,,,519.0,14.0,33.0,1.0,,,,
2020-05-19,country/SLE,,,534.0,15.0,33.0,0.0,,,,
2020-05-20,country/SLE,,,570.0,36.0,34.0,1.0,,,,
2020-05-21,country/SLE,,,585.0,15.0,35.0,1.0,,,,
2020-05-22,country/SLE,,,606.0,21.0,38.0,3.0,,,,
2020-05-23,country/SLE,,,621.0,15.0,39.0,1.0,,,,
2020-05-24,country/SLE,,,707.0,86.0,40.0,1.0,,,,
2020-05-25,country/SLE,,,735.0,28.0,42.0,2.0,,,,
2020-05-26,country/SLE,,,754.0,19.0,44.0,2.0,,,,
2020-05-27,country/SLE,,,782.0,28.0,45.0,1.0,,,,
2020-05-28,country/SLE,,,812.0,30.0,45.0,0.0,,,,
2020-05-29,country/SLE,,,829.0,17.0,45.0,0.0,,,,
2020-05-30,country/SLE,,,852.0,23.0,46.0,1.0,,,,
2020-05-31,country/SLE,,,861.0,9.0,46.0,0.0,,,,
2020-06-01,country/SLE,,,865.0,4.0,46.0,0.0,,,,
2020-06-02,country/SLE,,,896.0,31.0,46.0,0.0,,,,
2020-06-03,country/SLE,,,909.0,13.0,47.0,1.0,,,,
2020-06-04,country/SLE,,,914.0,5.0,47.0,0.0,,,,
2020-06-05,country/SLE,,,929.0,15.0,47.0,0.0,,,,
2020-06-06,country/SLE,,,946.0,17.0,48.0,1.0,,,,
2020-06-07,country/SLE,,,969.0,23.0,48.0,0.0,,,,
2020-06-08,country/SLE,,,1001.0,32.0,49.0,1.0,,,,
2020-06-09,country/SLE,,,1025.0,24.0,50.0,1.0,,,,
2020-06-10,country/SLE,,,1062.0,37.0,50.0,0.0,,,,
2020-06-11,country/SLE,,,1085.0,23.0,50.0,0.0,,,,
2020-06-12,country/SLE,,,1103.0,18.0,51.0,1.0,,,,
2020-06-13,country/SLE,,,1132.0,29.0,51.0,0.0,,,,
2020-06-14,country/SLE,,,1169.0,37.0,51.0,0.0,,,,
2020-06-15,country/SLE,,,1176.0,7.0,51.0,0.0,,,,
2020-06-16,country/SLE,,,1225.0,49.0,51.0,0.0,,,,
2020-06-17,country/SLE,,,1249.0,24.0,51.0,0.0,,,,
2020-06-18,country/SLE,,,1272.0,23.0,51.0,0.0,,,,
2020-06-19,country/SLE,,,1298.0,26.0,53.0,2.0,,,,
2020-06-20,country/SLE,,,1309.0,11.0,53.0,0.0,,,,
2020-06-21,country/SLE,,,1327.0,18.0,55.0,2.0,,,,
2020-06-22,country/SLE,,,1340.0,13.0,55.0,0.0,,,,
2020-06-23,country/SLE,,,1347.0,7.0,55.0,0.0,,,,
2020-06-24,country/SLE,,,1354.0,7.0,55.0,0.0,,,,
2020-06-25,country/SLE,,,1354.0,0.0,56.0,1.0,,,,
2020-06-26,country/SLE,,,1394.0,40.0,59.0,3.0,,,,
2020-06-27,country/SLE,,,1410.0,16.0,59.0,0.0,,,,
2020-06-28,country/SLE,,,1427.0,17.0,60.0,1.0,,,,
2020-06-29,country/SLE,,,1450.0,23.0,60.0,0.0,,,,
2020-06-30,country/SLE,,,1462.0,12.0,60.0,0.0,,,,
2020-07-01,country/SLE,,,1498.0,36.0,60.0,0.0,,,,
2020-07-02,country/SLE,,,1518.0,20.0,60.0,0.0,,,,
2020-07-03,country/SLE,,,1524.0,6.0,62.0,2.0,,,,
2020-07-04,country/SLE,,,1533.0,9.0,62.0,0.0,,,,
2020-07-05,country/SLE,,,1542.0,9.0,62.0,0.0,,,,
2020-07-06,country/SLE,,,1547.0,5.0,62.0,0.0,,,,
2020-07-07,country/SLE,,,1572.0,25.0,63.0,1.0,,,,
2020-07-08,country/SLE,,,1584.0,12.0,63.0,0.0,,,,
2020-07-09,country/SLE,,,1598.0,14.0,63.0,0.0,,,,
2020-07-10,country/SLE,,,1613.0,15.0,63.0,0.0,,,,
2020-07-11,country/SLE,,,1618.0,5.0,63.0,0.0,,,,
2020-07-12,country/SLE,,,1635.0,17.0,63.0,0.0,,,,
2020-07-13,country/SLE,,,1642.0,7.0,63.0,0.0,,,,
2020-07-14,country/SLE,,,1651.0,9.0,64.0,1.0,,,,
2020-07-15,country/SLE,,,1668.0,17.0,64.0,0.0,,,,
2020-07-16,country/SLE,,,1678.0,10.0,64.0,0.0,,,,
2020-07-17,country/SLE,,,1688.0,10.0,65.0,1.0,,,,
2020-07-18,country/SLE,,,1701.0,13.0,65.0,0.0,,,,
2020-07-19,country/SLE,,,1711.0,10.0,65.0,0.0,,,,
2020-07-20,country/SLE,,,1711.0,0.0,66.0,1.0,,,,
2020-07-21,country/SLE,,,1727.0,16.0,66.0,0.0,,,,
2020-07-22,country/SLE,,,1731.0,4.0,66.0,0.0,,,,
2020-07-23,country/SLE,,,1752.0,21.0,66.0,0.0,,,,
2020-07-24,country/SLE,,,1765.0,13.0,66.0,0.0,,,,
2020-07-25,country/SLE,,,1768.0,3.0,66.0,0.0,,,,
2020-07-26,country/SLE,,,1783.0,15.0,66.0,0.0,,,,
2020-07-27,country/SLE,,,1783.0,0.0,66.0,0.0,,,,
2020-07-28,country/SLE,,,1786.0,3.0,66.0,0.0,,,,
2020-07-29,country/SLE,,,1803.0,17.0,67.0,1.0,,,,
2020-07-30,country/SLE,,,1818.0,15.0,67.0,0.0,,,,
2020-07-31,country/SLE,,,1823.0,5.0,67.0,0.0,,,,
2020-08-01,country/SLE,,,1823.0,0.0,67.0,0.0,,,,
2020-08-02,country/SLE,,,1843.0,20.0,67.0,0.0,,,,
2020-08-03,country/SLE,,,1848.0,5.0,67.0,0.0,,,,
2020-08-04,country/SLE,,,1855.0,7.0,67.0,0.0,,,,
2020-08-05,country/SLE,,,1860.0,5.0,67.0,0.0,,,,
2020-08-06,country/SLE,,,1877.0,17.0,67.0,0.0,,,,
2020-08-07,country/SLE,,,1887.0,10.0,68.0,1.0,,,,
2020-08-08,country/SLE,,,1895.0,8.0,68.0,0.0,,,,
2020-08-09,country/SLE,,,1916.0,21.0,68.0,0.0,,,,
2020-08-10,country/SLE,,,1917.0,1.0,69.0,1.0,,,,
2020-08-11,country/SLE,,,1932.0,15.0,69.0,0.0,,,,
2020-08-12,country/SLE,,,1937.0,5.0,69.0,0.0,,,,
2020-08-13,country/SLE,,,1940.0,3.0,69.0,0.0,,,,
2020-08-14,country/SLE,,,1947.0,7.0,69.0,0.0,,,,
2020-08-15,country/SLE,,,1954.0,7.0,69.0,0.0,,,,
2020-08-16,country/SLE,,,1956.0,2.0,69.0,0.0,,,,
2020-08-17,country/SLE,,,1956.0,0.0,69.0,0.0,,,,
2020-08-18,country/SLE,,,1959.0,3.0,69.0,0.0,,,,
2020-08-19,country/SLE,,,1961.0,2.0,69.0,0.0,,,,
2020-08-20,country/SLE,,,1969.0,8.0,69.0,0.0,,,,
2020-08-21,country/SLE,,,1972.0,3.0,69.0,0.0,,,,
2020-08-22,country/SLE,,,1980.0,8.0,69.0,0.0,,,,
2020-08-23,country/SLE,,,1992.0,12.0,69.0,0.0,,,,
2020-08-24,country/SLE,,,1997.0,5.0,69.0,0.0,,,,
2020-08-25,country/SLE,,,2001.0,4.0,69.0,0.0,,,,
2020-08-26,country/SLE,,,2003.0,2.0,69.0,0.0,,,,
2020-08-27,country/SLE,,,2013.0,10.0,70.0,1.0,,,,
2020-08-28,country/SLE,,,2013.0,0.0,70.0,0.0,,,,
2020-08-29,country/SLE,,,2019.0,6.0,70.0,0.0,,,,
2020-08-30,country/SLE,,,2022.0,3.0,70.0,0.0,,,,
2020-08-31,country/SLE,,,2022.0,0.0,70.0,0.0,,,,
2020-09-01,country/SLE,,,2028.0,6.0,71.0,1.0,,,,
2020-09-02,country/SLE,,,2029.0,1.0,71.0,0.0,,,,
2020-09-03,country/SLE,,,2035.0,6.0,71.0,0.0,,,,
2020-09-04,country/SLE,,,2041.0,6.0,71.0,0.0,,,,
2020-09-05,country/SLE,,,2041.0,0.0,71.0,0.0,,,,
2020-09-06,country/SLE,,,2054.0,13.0,71.0,0.0,,,,
2020-09-07,country/SLE,,,2055.0,1.0,71.0,0.0,,,,
2020-09-08,country/SLE,,,2064.0,9.0,72.0,1.0,,,,
2020-09-09,country/SLE,,,2067.0,3.0,72.0,0.0,,,,
2020-09-10,country/SLE,,,2069.0,2.0,72.0,0.0,,,,
2020-09-11,country/SLE,,,2087.0,18.0,72.0,0.0,,,,
2020-09-12,country/SLE,,,2096.0,9.0,72.0,0.0,,,,
2020-09-13,country/SLE,,,2109.0,13.0,72.0,0.0,,,,
2020-09-14,country/SLE,,,2111.0,2.0,72.0,0.0,,,,
2020-09-15,country/SLE,,,2126.0,15.0,72.0,0.0,,,,
2020-09-16,country/SLE,,,2133.0,7.0,72.0,0.0,,,,
2020-09-17,country/SLE,,,2133.0,0.0,72.0,0.0,,,,
2020-09-18,country/SLE,,,2153.0,20.0,72.0,0.0,,,,
2020-09-19,country/SLE,,,2159.0,6.0,72.0,0.0,,,,
2020-09-20,country/SLE,,,2168.0,9.0,72.0,0.0,,,,
2020-09-21,country/SLE,,,2168.0,0.0,72.0,0.0,,,,
2020-09-22,country/SLE,,,2174.0,6.0,72.0,0.0,,,,
2020-09-23,country/SLE,,,2183.0,9.0,72.0,0.0,,,,
2020-09-24,country/SLE,,,2188.0,5.0,72.0,0.0,,,,
2020-09-25,country/SLE,,,2199.0,11.0,72.0,0.0,,,,
2020-09-26,country/SLE,,,2208.0,9.0,72.0,0.0,,,,
2020-09-27,country/SLE,,,2215.0,7.0,72.0,0.0,,,,
2020-09-28,country/SLE,,,2215.0,0.0,72.0,0.0,,,,
2020-09-29,country/SLE,,,2222.0,7.0,72.0,0.0,,,,
2020-09-30,country/SLE,,,2231.0,9.0,72.0,0.0,,,,
2020-10-01,country/SLE,,,2238.0,7.0,72.0,0.0,,,,
2020-10-02,country/SLE,,,2252.0,14.0,72.0,0.0,,,,
2020-10-03,country/SLE,,,2259.0,7.0,72.0,0.0,,,,
2020-10-04,country/SLE,,,2269.0,10.0,72.0,0.0,,,,
2020-10-05,country/SLE,,,2269.0,0.0,72.0,0.0,,,,
