key,prop,val,p1,v1,p2,v2,Month,,#End,#value,,
Juices and nonalcoholic drinks(5),consumerGoodsCategory,JuicesAndNonalcoholicDrinks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Juices and nonalcoholic drinks(6),consumerGoodsCategory,JuicesAndNonalcoholicDrinks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lamb and mutton(4)(5)(6),consumerGoodsCategory,LambAndMutton,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lamb and mutton(5)(6)(7),consumerGoodsCategory,LambAndMutton,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lamb and organ meats(4)(6),consumerGoodsCategory,LambAndOrganMeat,,,,,,,,,,
Lamb and organ meats(5)(7),consumerGoodsCategory,LambAndOrganMeat,,,,,,,,,,
Land-line telephone services(4)(11),consumerGoodsCategory,LandlineTelephoneService,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Land-line telephone services(4)(12),consumerGoodsCategory,LandlineTelephoneService,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Land-line telephone services(5)(12),consumerGoodsCategory,LandlineTelephoneService,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Laundry and dry cleaning services(4)(5),consumerGoodsCategory,LaundryAndDryCleaningServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Laundry and dry cleaning services(5),consumerGoodsCategory,LaundryAndDryCleaningServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Laundry and dry cleaning services(5)(6),consumerGoodsCategory,LaundryAndDryCleaningServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Laundry equipment(4)(6),consumerGoodsCategory,LaundryEquipment,,,,,,,,,,
Laundry equipment(6),consumerGoodsCategory,LaundryEquipment,,,,,,,,,,
Laundry equipment(7),consumerGoodsCategory,LaundryEquipment,,,,,,,,,,
Leased cars and trucks(15),consumerGoodsCategory,LeasedCarsAndTrucks,unit,IndexPointBasePeriodDecember2001Equals100,,,,,,,,
Leased cars and trucks(4)(14),consumerGoodsCategory,LeasedCarsAndTrucks,unit,IndexPointBasePeriodDecember2001Equals100,,,,,,,,
Leased cars and trucks(4)(15),consumerGoodsCategory,LeasedCarsAndTrucks,unit,IndexPointBasePeriodDecember2001Equals100,,,,,,,,
Leased cars and trucks(5)(15),consumerGoodsCategory,LeasedCarsAndTrucks,unit,IndexPointBasePeriodDecember2001Equals100,,,,,,,,
Legal services(4)(9),consumerGoodsCategory,LegalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Legal services(5)(10),consumerGoodsCategory,LegalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Legal services(9),consumerGoodsCategory,LegalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Lettuce,consumerGoodsCategory,Lettuce,,,,,,,,,,
Lettuce(4),consumerGoodsCategory,Lettuce,,,,,,,,,,
Limited service meals and snacks(4)(5),consumerGoodsCategory,LimitedServiceMealsAndSnacks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Limited service meals and snacks(5)(6),consumerGoodsCategory,LimitedServiceMealsAndSnacks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Living room, kitchen, and dining room furniture(4)(5)",consumerGoodsCategory,LivingRoomKitchenAndDiningRoomFurniture,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Living room, kitchen, and dining room furniture(5)(6)",consumerGoodsCategory,LivingRoomKitchenAndDiningRoomFurniture,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lodging away from home(5),consumerGoodsCategory,LodgingAwayFromHome,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lodging away from home(6),consumerGoodsCategory,LodgingAwayFromHome,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lunchmeats(4)(5)(6),consumerGoodsCategory,Lunchmeats,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lunchmeats(5)(6),consumerGoodsCategory,Lunchmeats,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Lunchmeats(6)(7),consumerGoodsCategory,Lunchmeats,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Major appliances(5),consumerGoodsCategory,MajorAppliances,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Major appliances(6),consumerGoodsCategory,MajorAppliances,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Margarine(4)(6),consumerGoodsCategory,Margarine,,,,,,,,,,
Margarine(6),consumerGoodsCategory,Margarine,,,,,,,,,,
Margarine(7),consumerGoodsCategory,Margarine,,,,,,,,,,
Meats,consumerGoodsCategory,Meats,,,,,,,,,,
"Meats, poultry, and fish",consumerGoodsCategory,MeatsPoultryAndFish,,,,,,,,,,
"Meats, poultry, fish, and eggs",consumerGoodsCategory,MeatsPoultryFishAndEggs,,,,,,,,,,
Medical care,consumerGoodsCategory,MedicalCare,,,,,,,,,,
Medical care commodities,consumerGoodsCategory,MedicalCareCommodities,,,,,,,,,,
Medical care commodities(4),consumerGoodsCategory,MedicalCareCommodities,,,,,,,,,,
Medical care services,consumerGoodsCategory,MedicalCareServices,,,,,,,,,,
Medical equipment and supplies(4)(11),consumerGoodsCategory,MedicalEquipmentAndSupplies,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Medical equipment and supplies(4)(12),consumerGoodsCategory,MedicalEquipmentAndSupplies,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Medical equipment and supplies(5)(12),consumerGoodsCategory,MedicalEquipmentAndSupplies,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Medicinal drugs(11),consumerGoodsCategory,MedicinalDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Medicinal drugs(12),consumerGoodsCategory,MedicinalDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Medicinal drugs(4)(11),consumerGoodsCategory,MedicinalDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Medicinal drugs(4)(12),consumerGoodsCategory,MedicinalDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Men's and boys' apparel,consumerGoodsCategory,MensAndBoysApparel,,,,,,,,,,
Men's apparel,consumerGoodsCategory,MensApparel,,,,,,,,,,
Men's footwear,consumerGoodsCategory,MensFootwear,,,,,,,,,,
Men's footwear(4),consumerGoodsCategory,MensFootwear,,,,,,,,,,
Men's footwear(5),consumerGoodsCategory,MensFootwear,,,,,,,,,,
Men's furnishings,consumerGoodsCategory,MensFurnishing,,,,,,,,,,
Men's pants and shorts,consumerGoodsCategory,MensPantsAndShorts,,,,,,,,,,
Men's shirts and sweaters(5),consumerGoodsCategory,MensShirtsAndSweaters,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Men's shirts and sweaters(6),consumerGoodsCategory,MensShirtsAndSweaters,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Men's suits, sport coats, and outerwear",consumerGoodsCategory,MensSuitsSportCoatsAndOuterwear,,,,,,,,,,
"Men's underwear, nightwear, swimwear, and accessories",consumerGoodsCategory,MensUnderwearNightwearSwimwearAndAccessories,,,,,,,,,,
"Men's underwear, nightwear, swimwear, and accessories(4)",consumerGoodsCategory,MensUnderwearNightwearSwimwearAndAccessories,,,,,,,,,,
Milk(4)(5),consumerGoodsCategory,Milk,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Milk(5),consumerGoodsCategory,Milk,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Milk(6),consumerGoodsCategory,Milk,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Miscellaneous household products(4)(5),consumerGoodsCategory,MiscellaneousHouseholdProducts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Miscellaneous household products(5)(6),consumerGoodsCategory,MiscellaneousHouseholdProducts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Miscellaneous personal goods(4)(5),consumerGoodsCategory,MiscellaneousPersonalGoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Miscellaneous personal goods(5),consumerGoodsCategory,MiscellaneousPersonalGoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Miscellaneous personal goods(6),consumerGoodsCategory,MiscellaneousPersonalGoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Miscellaneous personal services,consumerGoodsCategory,MiscellaneousPersonalServices,,,,,,,,,,
Miscellaneous personal services(4),consumerGoodsCategory,MiscellaneousPersonalServices,,,,,,,,,,
Motor fuel,consumerGoodsCategory,MotorFuel,,,,,,,,,,
"Motor oil, coolant, and fluids(4)(6)",consumerGoodsCategory,MotorOilCoolantAndFluids,,,,,,,,,,
"Motor oil, coolant, and fluids(5)(7)",consumerGoodsCategory,MotorOilCoolantAndFluids,,,,,,,,,,
Motor vehicle body work(4),consumerGoodsCategory,MotorVehicleBodyWork,,,,,,,,,,
Motor vehicle body work(5),consumerGoodsCategory,MotorVehicleBodyWork,,,,,,,,,,
Motor vehicle fees(4)(5),consumerGoodsCategory,MotorVehicleFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Motor vehicle fees(5)(6),consumerGoodsCategory,MotorVehicleFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Motor vehicle insurance,consumerGoodsCategory,MotorVehicleInsurance,,,,,,,,,,
Motor vehicle maintenance and repair(4),consumerGoodsCategory,MotorVehicleMaintenanceAndRepair,,,,,,,,,,
Motor vehicle maintenance and repair(5),consumerGoodsCategory,MotorVehicleMaintenanceAndRepair,,,,,,,,,,
Motor vehicle maintenance and servicing(4),consumerGoodsCategory,MotorVehicleMaintenanceAndServicing,,,,,,,,,,
Motor vehicle maintenance and servicing(5),consumerGoodsCategory,MotorVehicleMaintenanceAndServicing,,,,,,,,,,
Motor vehicle parts and equipment(4),consumerGoodsCategory,MotorVehiclePartsAndEquipment,,,,,,,,,,
Motor vehicle parts and equipment(5),consumerGoodsCategory,MotorVehiclePartsAndEquipment,,,,,,,,,,
Motor vehicle repair(4)(5),consumerGoodsCategory,MotorVehicleRepair,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Motor vehicle repair(5)(6),consumerGoodsCategory,MotorVehicleRepair,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Moving, storage, freight expense(4)(5)",consumerGoodsCategory,MovingStorageFreightExpense,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Moving, storage, freight expense(5)",consumerGoodsCategory,MovingStorageFreightExpense,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Moving, storage, freight expense(6)",consumerGoodsCategory,MovingStorageFreightExpense,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Music instruments and accessories(4)(5),consumerGoodsCategory,MusicInstrumentsAndAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Music instruments and accessories(5),consumerGoodsCategory,MusicInstrumentsAndAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Music instruments and accessories(5)(6),consumerGoodsCategory,MusicInstrumentsAndAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
New and used motor vehicles(5),consumerGoodsCategory,NewAndUsedMotorVehicles,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
New and used motor vehicles(6),consumerGoodsCategory,NewAndUsedMotorVehicles,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
New cars and trucks(5)(6),consumerGoodsCategory,NewCarsAndTrucks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
New cars and trucks(6)(7),consumerGoodsCategory,NewCarsAndTrucks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
New cars(6),consumerGoodsCategory,NewCars,,,,,,,,,,
New cars(7),consumerGoodsCategory,NewCars,,,,,,,,,,
New trucks(13)(6),consumerGoodsCategory,NewTrucks,unit,IndexPointBasePeriodDecember1983Equals100,,,,,,,,
New trucks(14)(6),consumerGoodsCategory,NewTrucks,unit,IndexPointBasePeriodDecember1983Equals100,,,,,,,,
New trucks(14)(7),consumerGoodsCategory,NewTrucks,unit,IndexPointBasePeriodDecember1983Equals100,,,,,,,,
New trucks(6)(13),consumerGoodsCategory,NewTrucks,unit,IndexPointBasePeriodDecember1983Equals100,,,,,,,,
New vehicles,consumerGoodsCategory,NewVehicles,,,,,,,,,,
Newspapers and magazines(4)(5),consumerGoodsCategory,NewspapersAndMagazines,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Newspapers and magazines(5)(6),consumerGoodsCategory,NewspapersAndMagazines,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonalcoholic beverages and beverage materials,consumerGoodsCategory,NonalcoholicBeveragesAndBeverageMaterials,,,,,,,,,,
Nondurables,consumerGoodsCategory,Nondurables,,,,,,,,,,
Nondurables less food,consumerGoodsCategory,NondurablesLessFood,,,,,,,,,,
Nondurables less food and apparel,consumerGoodsCategory,NondurablesLessFoodAndApparel,,,,,,,,,,
Nondurables less food and beverages,consumerGoodsCategory,NondurablesLessFoodAndBeverages,,,,,,,,,,
"Nondurables less food, beverages, and apparel",consumerGoodsCategory,NondurablesLessFoodBeveragesAndApparel,,,,,,,,,,
Nonelectric cookware and tableware(4)(5),consumerGoodsCategory,NonelectricCookwareAndTableware,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonelectric cookware and tableware(5),consumerGoodsCategory,NonelectricCookwareAndTableware,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonelectric cookware and tableware(6),consumerGoodsCategory,NonelectricCookwareAndTableware,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonfrozen noncarbonated juices and drinks(4)(5),consumerGoodsCategory,NonfrozenNoncarbonatedJuicesAndDrinks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonfrozen noncarbonated juices and drinks(5),consumerGoodsCategory,NonfrozenNoncarbonatedJuicesAndDrinks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonfrozen noncarbonated juices and drinks(6),consumerGoodsCategory,NonfrozenNoncarbonatedJuicesAndDrinks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Nonprescription drugs(11),consumerGoodsCategory,NonprescriptionDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Nonprescription drugs(4)(11),consumerGoodsCategory,NonprescriptionDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Nonprescription drugs(4)(12),consumerGoodsCategory,NonprescriptionDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Nonprescription drugs(5)(12),consumerGoodsCategory,NonprescriptionDrugs,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Nursing homes and adult day services(11)(17),consumerGoodsCategory,NursingHomesAndAdultDayServices,unit,IndexPointBasePeriodDecember1996Equals100,,,,,,,,
Nursing homes and adult day services(16),consumerGoodsCategory,NursingHomesAndAdultDayServices,unit,IndexPointBasePeriodDecember1996Equals100,,,,,,,,
Nursing homes and adult day services(17),consumerGoodsCategory,NursingHomesAndAdultDayServices,unit,IndexPointBasePeriodDecember1996Equals100,,,,,,,,
"Olives, pickles, relishes(4)(5)(6)",consumerGoodsCategory,OlivesPicklesRelishes,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Olives, pickles, relishes(5)(6)",consumerGoodsCategory,OlivesPicklesRelishes,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Olives, pickles, relishes(5)(6)(7)",consumerGoodsCategory,OlivesPicklesRelishes,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Oranges, including tangerines(6)",consumerGoodsCategory,OrangesIncludingTangerines,,,,,,,,,,
"Oranges, including tangerines(7)",consumerGoodsCategory,OrangesIncludingTangerines,,,,,,,,,,
Other appliances(4)(5),consumerGoodsCategory,OtherAppliances,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other appliances(5),consumerGoodsCategory,OtherAppliances,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other appliances(6),consumerGoodsCategory,OtherAppliances,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other bakery products,consumerGoodsCategory,OtherBakeryProducts,,,,,,,,,,
Other beverage materials including tea(4)(5),consumerGoodsCategory,OtherBeverageMaterialsIncludingTea,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other beverage materials including tea(5),consumerGoodsCategory,OtherBeverageMaterialsIncludingTea,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other beverage materials including tea(5)(6),consumerGoodsCategory,OtherBeverageMaterialsIncludingTea,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other condiments(4)(6),consumerGoodsCategory,OtherCondiments,,,,,,,,,,
Other condiments(6),consumerGoodsCategory,OtherCondiments,,,,,,,,,,
Other condiments(7),consumerGoodsCategory,OtherCondiments,,,,,,,,,,
Other dairy and related products(4)(5),consumerGoodsCategory,OtherDairyAndRelatedProducts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other dairy and related products(5),consumerGoodsCategory,OtherDairyAndRelatedProducts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other dairy and related products(5)(6),consumerGoodsCategory,OtherDairyAndRelatedProducts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other fats and oils including peanut butter(5),consumerGoodsCategory,OtherFatsAndOilsIncludingPeanutButter,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other fats and oils including peanut butter(6),consumerGoodsCategory,OtherFatsAndOilsIncludingPeanutButter,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other food at home,consumerGoodsCategory,OtherFoodAtHome,,,,,,,,,,
Other food away from home(4)(5),consumerGoodsCategory,OtherFoodAwayFromHome,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other food away from home(5)(6),consumerGoodsCategory,OtherFoodAwayFromHome,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other foods,consumerGoodsCategory,OtherFoods,,,,,,,,,,
Other fresh fruits(5),consumerGoodsCategory,OtherFreshFruits,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other fresh fruits(6),consumerGoodsCategory,OtherFreshFruits,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other fresh vegetables,consumerGoodsCategory,OtherFreshVegetables,,,,,,,,,,
Other furniture(4)(5),consumerGoodsCategory,OtherFurniture,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other furniture(5),consumerGoodsCategory,OtherFurniture,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other furniture(5)(6),consumerGoodsCategory,OtherFurniture,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other goods and services,consumerGoodsCategory,OtherGoodsAndServices,,,,,,,,,,
Other goods(11),consumerGoodsCategory,OtherGoods,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Other goods(12),consumerGoodsCategory,OtherGoods,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Other household equipment and furnishings(4)(5),consumerGoodsCategory,OtherHouseholdEquipmentAndFurnishings,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other household equipment and furnishings(5),consumerGoodsCategory,OtherHouseholdEquipmentAndFurnishings,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other household equipment and furnishings(6),consumerGoodsCategory,OtherHouseholdEquipmentAndFurnishings,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other intercity transportation,consumerGoodsCategory,OtherIntercityTransportation,,,,,,,,,,
Other linens(4)(5),consumerGoodsCategory,OtherLinens,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other linens(5),consumerGoodsCategory,OtherLinens,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other linens(5)(6),consumerGoodsCategory,OtherLinens,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other lodging away from home including hotels and motels,consumerGoodsCategory,OtherLodgingAwayFromHomeIncludingHotelsAndMotels,,,,,,,,,,
Other meats,consumerGoodsCategory,OtherMeats,,,,,,,,,,
Other miscellaneous foods(4)(5),consumerGoodsCategory,OtherMiscellaneousFoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other miscellaneous foods(5),consumerGoodsCategory,OtherMiscellaneousFoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other miscellaneous foods(5)(6),consumerGoodsCategory,OtherMiscellaneousFoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other motor fuels(4)(5),consumerGoodsCategory,OtherMotorFuels,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other motor fuels(5),consumerGoodsCategory,OtherMotorFuels,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other motor fuels(6),consumerGoodsCategory,OtherMotorFuels,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other personal services(12),consumerGoodsCategory,OtherPersonalServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Other personal services(4)(11),consumerGoodsCategory,OtherPersonalServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Other personal services(4)(12),consumerGoodsCategory,OtherPersonalServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Other personal services(5)(12),consumerGoodsCategory,OtherPersonalServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Other pork including roasts and picnics(5),consumerGoodsCategory,OtherPorkIncludingRoastAndPicnic,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Other pork including roasts, steaks, and ribs(5)",consumerGoodsCategory,OtherPorkIncludingRoastsSteaksAndRibs,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Other pork including roasts, steaks, and ribs(6)",consumerGoodsCategory,OtherPorkIncludingRoastsSteaksAndRibs,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other poultry including turkey(5),consumerGoodsCategory,OtherPoultryIncludingTurkey,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other processed fruits and vegetables including dried(5),consumerGoodsCategory,OtherProcessedFruitsAndVegetablesIncludingDried,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other processed fruits and vegetables including dried(6),consumerGoodsCategory,OtherProcessedFruitsAndVegetablesIncludingDried,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other recreation services(5),consumerGoodsCategory,OtherRecreationServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other recreation services(6),consumerGoodsCategory,OtherRecreationServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other recreational goods(5),consumerGoodsCategory,OtherRecreationalGoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other recreational goods(6),consumerGoodsCategory,OtherRecreationalGoods,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other services,consumerGoodsCategory,OtherServices,,,,,,,,,,
Other sweets(5),consumerGoodsCategory,OtherSweets,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other sweets(6),consumerGoodsCategory,OtherSweets,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other uncooked poultry including turkey(5),consumerGoodsCategory,OtherUncookedPoultryIncludingTurkey,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other uncooked poultry including turkey(6),consumerGoodsCategory,OtherUncookedPoultryIncludingTurkey,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other video equipment(4)(5),consumerGoodsCategory,OtherVideoEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other video equipment(5),consumerGoodsCategory,OtherVideoEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Other video equipment(6),consumerGoodsCategory,OtherVideoEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Outdoor equipment and supplies(4)(5),consumerGoodsCategory,OutdoorEquipmentAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Outdoor equipment and supplies(5),consumerGoodsCategory,OutdoorEquipmentAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Outdoor equipment and supplies(6),consumerGoodsCategory,OutdoorEquipmentAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Outpatient hospital services(10)(7),consumerGoodsCategory,OutpatientHospitalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Outpatient hospital services(11)(9)(6),consumerGoodsCategory,OutpatientHospitalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Outpatient hospital services(4)(6)(9),consumerGoodsCategory,OutpatientHospitalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Outpatient hospital services(4)(9)(6),consumerGoodsCategory,OutpatientHospitalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Outpatient hospital services(9)(6),consumerGoodsCategory,OutpatientHospitalServices,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Owners' equivalent rent of primary residence(11)(16),consumerGoodsCategory,OwnersEquivalentRentOfPrimaryResidence,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Owners' equivalent rent of primary residence(15),consumerGoodsCategory,OwnersEquivalentRentOfPrimaryResidence,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Owners' equivalent rent of primary residence(16),consumerGoodsCategory,OwnersEquivalentRentOfPrimaryResidence,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Owners' equivalent rent of residences(11)(16),consumerGoodsCategory,OwnersEquivalentRentOfResidences,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Owners' equivalent rent of residences(15),consumerGoodsCategory,OwnersEquivalentRentOfResidences,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Owners' equivalent rent of residences(16),consumerGoodsCategory,OwnersEquivalentRentOfResidences,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Parking and other fees(4)(5),consumerGoodsCategory,ParkingAndOtherFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Parking and other fees(5),consumerGoodsCategory,ParkingAndOtherFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Parking and other fees(5)(6),consumerGoodsCategory,ParkingAndOtherFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Parking fees and tolls(4)(5)(6),consumerGoodsCategory,ParkingFeesAndTolls,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Parking fees and tolls(5)(6),consumerGoodsCategory,ParkingFeesAndTolls,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Parking fees and tolls(6)(7),consumerGoodsCategory,ParkingFeesAndTolls,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Peanut butter(4)(5)(6),consumerGoodsCategory,PeanutButter,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Peanut butter(5)(6)(7),consumerGoodsCategory,PeanutButter,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Personal care,consumerGoodsCategory,PersonalCare,,,,,,,,,,
Personal care products(4),consumerGoodsCategory,PersonalCareProducts,,,,,,,,,,
Personal care products(5),consumerGoodsCategory,PersonalCareProducts,,,,,,,,,,
Personal care services(4),consumerGoodsCategory,PersonalCareServices,,,,,,,,,,
