"CONCEPT","CODE","NAME_EN","PARENT","SORT_ORDER","dcid","typeOf","containedInPlace","name","wikidataId","unDataCode","UnDataCode","alternateName","Parent_dcid","Comment"
"GEOGRAPHY","G30002503","Doukkala-Abda","G00002020","","","","","""Doukkala-Abda""","","","undata-geo:G30002503","","",""
"GEOGRAPHY","G30002504","Tadla-Azilal","G00002020","","","","","""Tadla-Azilal""","","","undata-geo:G30002504","","",""
"GEOGRAPHY","G30002505","Meknes-Tafilalt","G00002020","","","","","""Meknes-Tafilalt""","","","undata-geo:G30002505","","",""
"GEOGRAPHY","G30002506","Fes-Boulmane","G00002020","","","","","""Fes-Boulmane""","","","undata-geo:G30002506","","",""
"GEOGRAPHY","G30002507","""Taza-Al Hoceima-Taounate""","G00002020","","","","","""Taza-Al Hoceima-Taounate""","","","undata-geo:G30002507","","",""
"GEOGRAPHY","G30002508","Tanger-Tetouan","G00002020","","","","","""Tanger-Tetouan""","","","undata-geo:G30002508","","",""
"GEOGRAPHY","G30002509","Niassa","G00002040","","","","","""Niassa""","","","undata-geo:G30002509","","",""
"GEOGRAPHY","G30002510","""Cabo Delgado""","G00002040","","","","","""Cabo Delgado""","","","undata-geo:G30002510","","",""
"GEOGRAPHY","G30002511","Nampula","G00002040","","","","","""Nampula""","","","undata-geo:G30002511","","",""
"GEOGRAPHY","G30002512","Zambezia","G00002040","","","","","""Zambezia""","","","undata-geo:G30002512","","",""
"GEOGRAPHY","G30002513","Tete","G00002040","","","","","""Tete""","","","undata-geo:G30002513","","",""
"GEOGRAPHY","G30002514","Manica","G00002040","","","","","""Manica""","","","undata-geo:G30002514","","",""
"GEOGRAPHY","G30002515","Sofala","G00002040","","","","","""Sofala""","","","undata-geo:G30002515","","",""
"GEOGRAPHY","G30002516","Inhambane","G00002040","","","","","""Inhambane""","","","undata-geo:G30002516","","",""
"GEOGRAPHY","G30002517","Gaza","G00002040","","","","","""Gaza""","","","undata-geo:G30002517","","",""
"GEOGRAPHY","G30002518","""Maputo Provincia""","G00002040","","","","","""Maputo Provincia""","","","undata-geo:G30002518","","",""
"GEOGRAPHY","G30002519","""Maputo Cidade""","G00002040","","","","","""Maputo Cidade""","","","undata-geo:G30002519","","",""
"GEOGRAPHY","G30002520","Niassa","G00002040","","","","","""Niassa""","","","undata-geo:G30002520","","",""
"GEOGRAPHY","G30002521","""Cabo Delgado""","G00002040","","","","","""Cabo Delgado""","","","undata-geo:G30002521","","",""
"GEOGRAPHY","G30002522","Nampula","G00002040","","","","","""Nampula""","","","undata-geo:G30002522","","",""
"GEOGRAPHY","G30002523","Zambezia","G00002040","","","","","""Zambezia""","","","undata-geo:G30002523","","",""
"GEOGRAPHY","G30002524","Tete","G00002040","","","","","""Tete""","","","undata-geo:G30002524","","",""
"GEOGRAPHY","G30002525","Manica","G00002040","","","","","""Manica""","","","undata-geo:G30002525","","",""
"GEOGRAPHY","G30002526","Sofala","G00002040","","","","","""Sofala""","","","undata-geo:G30002526","","",""
"GEOGRAPHY","G30002527","Inhambane","G00002040","","","","","""Inhambane""","","","undata-geo:G30002527","","",""
"GEOGRAPHY","G30002528","Gaza","G00002040","","","","","""Gaza""","","","undata-geo:G30002528","","",""
"GEOGRAPHY","G30002529","""Maputo Provincia""","G00002040","","","","","""Maputo Provincia""","","","undata-geo:G30002529","","",""
"GEOGRAPHY","G30002530","""Maputo Cidade""","G00002040","","","","","""Maputo Cidade""","","","undata-geo:G30002530","","",""
"GEOGRAPHY","G30002531","Niassa","G00002040","","","","","""Niassa""","","","undata-geo:G30002531","","",""
"GEOGRAPHY","G30002532","""Cabo Delgado""","G00002040","","","","","""Cabo Delgado""","","","undata-geo:G30002532","","",""
"GEOGRAPHY","G30002533","Nampula","G00002040","","","","","""Nampula""","","","undata-geo:G30002533","","",""
"GEOGRAPHY","G30002534","Zambezia","G00002040","","","","","""Zambezia""","","","undata-geo:G30002534","","",""
"GEOGRAPHY","G30002535","Tete","G00002040","","","","","""Tete""","","","undata-geo:G30002535","","",""
"GEOGRAPHY","G30002536","Manica","G00002040","","","","","""Manica""","","","undata-geo:G30002536","","",""
"GEOGRAPHY","G30002537","Sofala","G00002040","","","","","""Sofala""","","","undata-geo:G30002537","","",""
"GEOGRAPHY","G30002538","Inhambane","G00002040","","","","","""Inhambane""","","","undata-geo:G30002538","","",""
"GEOGRAPHY","G30002539","Gaza","G00002040","","","","","""Gaza""","","","undata-geo:G30002539","","",""
"GEOGRAPHY","G30002540","""Maputo Provincia""","G00002040","","","","","""Maputo Provincia""","","","undata-geo:G30002540","","",""
"GEOGRAPHY","G30002541","""Maputo Cidade""","G00002040","","","","","""Maputo Cidade""","","","undata-geo:G30002541","","",""
"GEOGRAPHY","G30002542","Niassa","G00002040","","","","","""Niassa""","","","undata-geo:G30002542","","",""
"GEOGRAPHY","G30002543","""Cabo Delgado""","G00002040","","","","","""Cabo Delgado""","","","undata-geo:G30002543","","",""
"GEOGRAPHY","G30002544","Nampula","G00002040","","","","","""Nampula""","","","undata-geo:G30002544","","",""
"GEOGRAPHY","G30002545","Zambezia","G00002040","","","","","""Zambezia""","","","undata-geo:G30002545","","",""
"GEOGRAPHY","G30002546","Tete","G00002040","","","","","""Tete""","","","undata-geo:G30002546","","",""
"GEOGRAPHY","G30002547","Manica","G00002040","","","","","""Manica""","","","undata-geo:G30002547","","",""
"GEOGRAPHY","G30002548","Sofala","G00002040","","","","","""Sofala""","","","undata-geo:G30002548","","",""
"GEOGRAPHY","G30002549","Inhambane","G00002040","","","","","""Inhambane""","","","undata-geo:G30002549","","",""
"GEOGRAPHY","G30002550","Gaza","G00002040","","","","","""Gaza""","","","undata-geo:G30002550","","",""
"GEOGRAPHY","G30002551","""Maputo Provincia""","G00002040","","","","","""Maputo Provincia""","","","undata-geo:G30002551","","",""
"GEOGRAPHY","G30002552","""Maputo Cidade""","G00002040","","","","","""Maputo Cidade""","","","undata-geo:G30002552","","",""
"GEOGRAPHY","G30002553","Niassa","G00002040","","","","","""Niassa""","","","undata-geo:G30002553","","",""
"GEOGRAPHY","G30002554","""Cabo Delgado""","G00002040","","","","","""Cabo Delgado""","","","undata-geo:G30002554","","",""
"GEOGRAPHY","G30002555","Nampula","G00002040","","","","","""Nampula""","","","undata-geo:G30002555","","",""
"GEOGRAPHY","G30002556","Zambezia","G00002040","","","","","""Zambezia""","","","undata-geo:G30002556","","",""
"GEOGRAPHY","G30002557","Tete","G00002040","","","","","""Tete""","","","undata-geo:G30002557","","",""
"GEOGRAPHY","G30002558","Manica","G00002040","","","","","""Manica""","","","undata-geo:G30002558","","",""
"GEOGRAPHY","G30002559","Sofala","G00002040","","","","","""Sofala""","","","undata-geo:G30002559","","",""
"GEOGRAPHY","G30002560","Inhambane","G00002040","","","","","""Inhambane""","","","undata-geo:G30002560","","",""
"GEOGRAPHY","G30002561","Gaza","G00002040","","","","","""Gaza""","","","undata-geo:G30002561","","",""
"GEOGRAPHY","G30002562","""Maputo Province""","G00002040","","","","","""Maputo Province""","","","undata-geo:G30002562","","",""
"GEOGRAPHY","G30002563","""Maputo City""","G00002040","","","","","""Maputo City""","","","undata-geo:G30002563","","",""
"GEOGRAPHY","G30002564","Kachin","G00002050","","","","","""Kachin""","","","undata-geo:G30002564","","",""
"GEOGRAPHY","G30002565","Kayah","G00002050","","","","","""Kayah""","","","undata-geo:G30002565","","",""
"GEOGRAPHY","G30002566","Kayin","G00002050","","","","","""Kayin""","","","undata-geo:G30002566","","",""
"GEOGRAPHY","G30002567","Chin","G00002050","","","","","""Chin""","","","undata-geo:G30002567","","",""
"GEOGRAPHY","G30002568","Sagaing","G00002050","","","","","""Sagaing""","","","undata-geo:G30002568","","",""
"GEOGRAPHY","G30002569","Taninthayi","G00002050","","","","","""Taninthayi""","","","undata-geo:G30002569","","",""
"GEOGRAPHY","G30002570","Bago","G00002050","","","","","""Bago""","","","undata-geo:G30002570","","",""
"GEOGRAPHY","G30002571","Magway","G00002050","","","","","""Magway""","","","undata-geo:G30002571","","",""
"GEOGRAPHY","G30002572","Mandalay","G00002050","","","","","""Mandalay""","","","undata-geo:G30002572","","",""
"GEOGRAPHY","G30002573","Mon","G00002050","","","","","""Mon""","","","undata-geo:G30002573","","",""
"GEOGRAPHY","G30002574","Rakhine","G00002050","","","","","""Rakhine""","","","undata-geo:G30002574","","",""
"GEOGRAPHY","G30002575","Yangon","G00002050","","","","","""Yangon""","","","undata-geo:G30002575","","",""
"GEOGRAPHY","G30002576","Shan","G00002050","","","","","""Shan""","","","undata-geo:G30002576","","",""
"GEOGRAPHY","G30002577","Ayeyarwaddy","G00002050","","","","","""Ayeyarwaddy""","","","undata-geo:G30002577","","",""
"GEOGRAPHY","G30002578","Naypyitaw","G00002050","","","","","""Naypyitaw""","","","undata-geo:G30002578","","",""
"GEOGRAPHY","G30002579","Caprivi","G00002060","","","","","""Caprivi""","","","undata-geo:G30002579","","",""
"GEOGRAPHY","G30002580","Erongo","G00002060","","","","","""Erongo""","","","undata-geo:G30002580","","",""
"GEOGRAPHY","G30002581","Hardap","G00002060","","","","","""Hardap""","","","undata-geo:G30002581","","",""
"GEOGRAPHY","G30002582","Karas","G00002060","","","","","""Karas""","","","undata-geo:G30002582","","",""
"GEOGRAPHY","G30002583","Khomas","G00002060","","","","","""Khomas""","","","undata-geo:G30002583","","",""
"GEOGRAPHY","G30002584","Kunene","G00002060","","","","","""Kunene""","","","undata-geo:G30002584","","",""
"GEOGRAPHY","G30002585","Ohangwena","G00002060","","","","","""Ohangwena""","","","undata-geo:G30002585","","",""
"GEOGRAPHY","G30002586","Kavango","G00002060","","","","","""Kavango""","","","undata-geo:G30002586","","",""
"GEOGRAPHY","G30002587","Omaheke","G00002060","","","","","""Omaheke""","","","undata-geo:G30002587","","",""
"GEOGRAPHY","G30002588","Omusati","G00002060","","","","","""Omusati""","","","undata-geo:G30002588","","",""
"GEOGRAPHY","G30002589","Oshana","G00002060","","","","","""Oshana""","","","undata-geo:G30002589","","",""
"GEOGRAPHY","G30002590","Oshikoto","G00002060","","","","","""Oshikoto""","","","undata-geo:G30002590","","",""
"GEOGRAPHY","G30002591","Otjozondjupa","G00002060","","","","","""Otjozondjupa""","","","undata-geo:G30002591","","",""
"GEOGRAPHY","G30002592","Caprivi","G00002060","","","","","""Caprivi""","","","undata-geo:G30002592","","",""
"GEOGRAPHY","G30002593","Erongo","G00002060","","","","","""Erongo""","","","undata-geo:G30002593","","",""
"GEOGRAPHY","G30002594","Hardap","G00002060","","","","","""Hardap""","","","undata-geo:G30002594","","",""
"GEOGRAPHY","G30002595","Karas","G00002060","","","","","""Karas""","","","undata-geo:G30002595","","",""
"GEOGRAPHY","G30002596","Kavango","G00002060","","","","","""Kavango""","","","undata-geo:G30002596","","",""
"GEOGRAPHY","G30002597","Khomas","G00002060","","","","","""Khomas""","","","undata-geo:G30002597","","",""
"GEOGRAPHY","G30002598","Kunene","G00002060","","","","","""Kunene""","","","undata-geo:G30002598","","",""
"GEOGRAPHY","G30002599","Ohangwena","G00002060","","","","","""Ohangwena""","","","undata-geo:G30002599","","",""
"GEOGRAPHY","G30002600","Omaheke","G00002060","","","","","""Omaheke""","","","undata-geo:G30002600","","",""
"GEOGRAPHY","G30002601","Omusati","G00002060","","","","","""Omusati""","","","undata-geo:G30002601","","",""
"GEOGRAPHY","G30002602","Oshana","G00002060","","","","","""Oshana""","","","undata-geo:G30002602","","",""
"GEOGRAPHY","G30002603","Oshikoto","G00002060","","","","","""Oshikoto""","","","undata-geo:G30002603","","",""
"GEOGRAPHY","G30002604","Otjozondjupa","G00002060","","","","","""Otjozondjupa""","","","undata-geo:G30002604","","",""
"GEOGRAPHY","G30002605","Caprivi","G00002060","","","","","""Caprivi""","","","undata-geo:G30002605","","",""
"GEOGRAPHY","G30002606","Erongo","G00002060","","","","","""Erongo""","","","undata-geo:G30002606","","",""
"GEOGRAPHY","G30002607","Hardap","G00002060","","","","","""Hardap""","","","undata-geo:G30002607","","",""
"GEOGRAPHY","G30002608","Karas","G00002060","","","","","""Karas""","","","undata-geo:G30002608","","",""
"GEOGRAPHY","G30002609","Kavango","G00002060","","","","","""Kavango""","","","undata-geo:G30002609","","",""
"GEOGRAPHY","G30002610","Khomas","G00002060","","","","","""Khomas""","","","undata-geo:G30002610","","",""
"GEOGRAPHY","G30002611","Kunene","G00002060","","","","","""Kunene""","","","undata-geo:G30002611","","",""
"GEOGRAPHY","G30002612","Ohangwena","G00002060","","","","","""Ohangwena""","","","undata-geo:G30002612","","",""
"GEOGRAPHY","G30002613","Omaheke","G00002060","","","","","""Omaheke""","","","undata-geo:G30002613","","",""
"GEOGRAPHY","G30002614","Omusati","G00002060","","","","","""Omusati""","","","undata-geo:G30002614","","",""
"GEOGRAPHY","G30002615","Oshana","G00002060","","","","","""Oshana""","","","undata-geo:G30002615","","",""
"GEOGRAPHY","G30002616","Oshikoto","G00002060","","","","","""Oshikoto""","","","undata-geo:G30002616","","",""
"GEOGRAPHY","G30002617","Otjozondjupa","G00002060","","","","","""Otjozondjupa""","","","undata-geo:G30002617","","",""
"GEOGRAPHY","G30002618","Eastern","G00002080","","","","","""Eastern""","","","undata-geo:G30002618","","",""
"GEOGRAPHY","G30002619","Central","G00002080","","","","","""Central""","","","undata-geo:G30002619","","",""
"GEOGRAPHY","G30002620","Western","G00002080","","","","","""Western""","","","undata-geo:G30002620","","",""
"GEOGRAPHY","G30002621","Mid-Western","G00002080","","","","","""Mid-Western""","","","undata-geo:G30002621","","",""
"GEOGRAPHY","G30002622","Far-Western","G00002080","","","","","""Far-Western""","","","undata-geo:G30002622","","",""
"GEOGRAPHY","G30002623","Eastern","G00002080","","","","","""Eastern""","","","undata-geo:G30002623","","",""
"GEOGRAPHY","G30002624","Central","G00002080","","","","","""Central""","","","undata-geo:G30002624","","",""
"GEOGRAPHY","G30002625","Western","G00002080","","","","","""Western""","","","undata-geo:G30002625","","",""
"GEOGRAPHY","G30002626","Mid-Western","G00002080","","","","","""Mid-Western""","","","undata-geo:G30002626","","",""
"GEOGRAPHY","G30002627","Far-Western","G00002080","","","","","""Far-Western""","","","undata-geo:G30002627","","",""
"GEOGRAPHY","G30002628","Eastern","G00002080","","","","","""Eastern""","","","undata-geo:G30002628","","",""
"GEOGRAPHY","G30002629","Central","G00002080","","","","","""Central""","","","undata-geo:G30002629","","",""
"GEOGRAPHY","G30002630","Western","G00002080","","","","","""Western""","","","undata-geo:G30002630","","",""
"GEOGRAPHY","G30002631","Mid-Western","G00002080","","","","","""Mid-Western""","","","undata-geo:G30002631","","",""
"GEOGRAPHY","G30002632","Far-Western","G00002080","","","","","""Far-Western""","","","undata-geo:G30002632","","",""
"GEOGRAPHY","G30002633","Mountain","G00002080","","","","","""Mountain""","","","undata-geo:G30002633","","",""
"GEOGRAPHY","G30002634","Hill","G00002080","","","","","""Hill""","","","undata-geo:G30002634","","",""
"GEOGRAPHY","G30002635","Terai","G00002080","","","","","""Terai""","","","undata-geo:G30002635","","",""
"GEOGRAPHY","G30002636","""Province 1""","G00002080","","","","","""Province 1""","","","undata-geo:G30002636","","",""
"GEOGRAPHY","G30002637","""Province 2""","G00002080","","","","","""Province 2""","","","undata-geo:G30002637","","",""
"GEOGRAPHY","G30002638","""Province 3""","G00002080","","","","","""Province 3""","","","undata-geo:G30002638","","",""
"GEOGRAPHY","G30002639","Gandaki","G00002080","","","","","""Gandaki""","","","undata-geo:G30002639","","",""
"GEOGRAPHY","G30002640","Lumbini","G00002080","","","","","""Lumbini""","","","undata-geo:G30002640","","",""
"GEOGRAPHY","G30002641","Karnali","G00002080","","","","","""Karnali""","","","undata-geo:G30002641","","",""
"GEOGRAPHY","G30002642","Sudoorpaschim","G00002080","","","","","""Sudoorpaschim""","","","undata-geo:G30002642","","",""
"GEOGRAPHY","G30002643","""Mid-Western Mountain""","G00002080","","","","","""Mid-Western Mountain""","","","undata-geo:G30002643","","",""
"GEOGRAPHY","G30002644","""Mid-Western Hill""","G00002080","","","","","""Mid-Western Hill""","","","undata-geo:G30002644","","",""
"GEOGRAPHY","G30002645","""Mid-Western Terai""","G00002080","","","","","""Mid-Western Terai""","","","undata-geo:G30002645","","",""
"GEOGRAPHY","G30002646","""Far-Western Mountain""","G00002080","","","","","""Far-Western Mountain""","","","undata-geo:G30002646","","",""
"GEOGRAPHY","G30002647","""Far-Western Hill""","G00002080","","","","","""Far-Western Hill""","","","undata-geo:G30002647","","",""
"GEOGRAPHY","G30002648","""Far-Western Terai""","G00002080","","","","","""Far-Western Terai""","","","undata-geo:G30002648","","",""
"GEOGRAPHY","G30002649","""Eastern Mountain""","G00002080","","","","","""Eastern Mountain""","","","undata-geo:G30002649","","",""
"GEOGRAPHY","G30002650","""Eastern Hill""","G00002080","","","","","""Eastern Hill""","","","undata-geo:G30002650","","",""
