Detail Data For Coal Transport by Mode of Transportation Having Year : ALL
.
CoalCompany,CoalSector,CoalType,ModeOfTransport,YearValue,QtyInMillionTonnes,CoalCompanyId,CoalSectorId,CoalTypeId,ModeOfTransportId
TUML,PRIVATE,RAW COAL,RAIL,2007,0.000,34,3,8,1
SPL,PRIVATE,RAW COAL,RAIL,2007,0.000,29,3,8,1
SOVA,PRIVATE,RAW COAL,RAIL,2007,0.000,43,3,8,1
GVK,PRIVATE,RAW COAL,RAIL,2007,0.000,60,3,8,1
TISCO/TSL,PRIVATE,RAW COAL,RAIL,2009,0.000,19,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2009,4.912,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2009,4.132,39,3,8,1
ICML,PRIVATE,RAW COAL,RAIL,2009,0.000,40,3,8,1
JSPL,PRIVATE,RAW COAL,RAIL,2009,0.000,5,3,8,1
JSPL,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,5,3,12,1
HIL,PRIVATE,RAW COAL,RAIL,2009,0.000,37,3,8,1
MIL/MIEL,PRIVATE,RAW COAL,RAIL,2009,0.000,6,3,8,1
MEG,PRIVATE,RAW COAL,RAIL,2009,0.000,35,3,8,1
BLA,PRIVATE,RAW COAL,RAIL,2009,0.000,28,3,8,1
BLA,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,28,3,12,1
CML OR BECML,PRIVATE,RAW COAL,RAIL,2009,0.000,20,3,8,1
PIL,PRIVATE,RAW COAL,RAIL,2009,0.000,7,3,8,1
JNL,PRIVATE,RAW COAL,RAIL,2009,0.258,9,3,8,1
JPL,PRIVATE,RAW COAL,RAIL,2009,0.000,8,3,8,1
JPL,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,8,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2009,0.000,31,3,8,1
SIL,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,31,3,12,1
ESCL,PRIVATE,RAW COAL,RAIL,2009,0.000,23,3,8,1
ESCL,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,23,3,12,1
UML,PRIVATE,RAW COAL,RAIL,2009,0.000,22,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2009,0.964,33,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2009,0.000,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,10,3,12,1
SEML,PRIVATE,RAW COAL,RAIL,2009,0.000,10,3,8,1
BSIL,PRIVATE,RAW COAL,RAIL,2009,0.000,57,3,8,1
BSIL,PRIVATE,COAL PRODUCT,RAIL,2009,0.000,57,3,12,1
TUML,PRIVATE,RAW COAL,RAIL,2009,0.000,34,3,8,1
SPL,PRIVATE,RAW COAL,RAIL,2009,0.000,29,3,8,1
SOVA,PRIVATE,RAW COAL,RAIL,2009,0.000,43,3,8,1
GVK,PRIVATE,RAW COAL,RAIL,2009,0.000,60,3,8,1
TISCO/TSL,PRIVATE,RAW COAL,RAIL,2011,0.000,19,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2011,5.368,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2011,2.883,39,3,8,1
ICML,PRIVATE,RAW COAL,RAIL,2011,0.000,40,3,8,1
JSPL,PRIVATE,RAW COAL,RAIL,2011,0.000,5,3,8,1
JSPL,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,5,3,12,1
HIL,PRIVATE,RAW COAL,RAIL,2011,0.000,37,3,8,1
MIL/MIEL,PRIVATE,RAW COAL,RAIL,2011,0.000,6,3,8,1
MEG,PRIVATE,RAW COAL,RAIL,2011,0.000,35,3,8,1
BLA,PRIVATE,RAW COAL,RAIL,2011,0.000,28,3,8,1
BLA,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,28,3,12,1
CML OR BECML,PRIVATE,RAW COAL,RAIL,2011,0.000,20,3,8,1
PIL,PRIVATE,RAW COAL,RAIL,2011,0.000,7,3,8,1
JNL,PRIVATE,RAW COAL,RAIL,2011,0.077,9,3,8,1
JPL,PRIVATE,RAW COAL,RAIL,2011,0.000,8,3,8,1
JPL,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,8,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2011,0.044,31,3,8,1
SIL,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,31,3,12,1
ESCL,PRIVATE,RAW COAL,RAIL,2011,0.000,23,3,8,1
ESCL,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,23,3,12,1
UML,PRIVATE,RAW COAL,RAIL,2011,0.000,22,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2011,0.000,33,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2011,0.030,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,10,3,12,1
SEML,PRIVATE,RAW COAL,RAIL,2011,0.000,10,3,8,1
BSIL,PRIVATE,RAW COAL,RAIL,2011,0.000,57,3,8,1
BSIL,PRIVATE,COAL PRODUCT,RAIL,2011,0.000,57,3,12,1
TUML,PRIVATE,RAW COAL,RAIL,2011,0.000,34,3,8,1
SPL,PRIVATE,RAW COAL,RAIL,2011,0.000,29,3,8,1
SOVA,PRIVATE,RAW COAL,RAIL,2011,0.000,43,3,8,1
GVK,PRIVATE,RAW COAL,RAIL,2011,0.000,60,3,8,1
TISCO/TSL,PRIVATE,RAW COAL,RAIL,2013,0.000,19,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2013,6.097,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2013,3.002,39,3,8,1
ICML,PRIVATE,RAW COAL,RAIL,2013,0.000,40,3,8,1
JSPL,PRIVATE,RAW COAL,RAIL,2013,0.000,5,3,8,1
JSPL,PRIVATE,COAL PRODUCT,RAIL,2013,0.000,5,3,12,1
HIL,PRIVATE,RAW COAL,RAIL,2013,0.000,37,3,8,1
MIL/MIEL,PRIVATE,RAW COAL,RAIL,2013,0.000,6,3,8,1
MEG,PRIVATE,RAW COAL,RAIL,2013,0.000,35,3,8,1
BLA,PRIVATE,RAW COAL,RAIL,2013,0.000,28,3,8,1
BLA,PRIVATE,COAL PRODUCT,RAIL,2013,0.000,28,3,12,1
CML OR BECML,PRIVATE,RAW COAL,RAIL,2013,0.000,20,3,8,1
PIL,PRIVATE,RAW COAL,RAIL,2013,0.000,7,3,8,1
JNL,PRIVATE,RAW COAL,RAIL,2013,0.056,9,3,8,1
JPL,PRIVATE,RAW COAL,RAIL,2013,0.000,8,3,8,1
JPL,PRIVATE,COAL PRODUCT,RAIL,2013,0.000,8,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2013,0.244,31,3,8,1
SIL,PRIVATE,COAL PRODUCT,RAIL,2013,0.000,31,3,12,1
ESCL,PRIVATE,RAW COAL,RAIL,2013,0.000,23,3,8,1
ESCL,PRIVATE,COAL PRODUCT,RAIL,2013,0.000,23,3,12,1
UML,PRIVATE,RAW COAL,RAIL,2013,0.000,22,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2013,2.515,33,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2013,0.202,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2013,0.214,10,3,12,1
SEML,PRIVATE,RAW COAL,RAIL,2013,0.000,10,3,8,1
BSIL,PRIVATE,RAW COAL,RAIL,2013,0.000,57,3,8,1
BSIL,PRIVATE,COAL PRODUCT,RAIL,2013,0.000,57,3,12,1
TUML,PRIVATE,RAW COAL,RAIL,2013,0.000,34,3,8,1
SPL,PRIVATE,RAW COAL,RAIL,2013,0.000,29,3,8,1
SOVA,PRIVATE,RAW COAL,RAIL,2013,0.000,43,3,8,1
GVK,PRIVATE,RAW COAL,RAIL,2013,0.000,60,3,8,1
TISCO/TSL,PRIVATE,RAW COAL,RAIL,2015,0.000,19,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2015,5.047,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2015,0.000,39,3,8,1
ICML,PRIVATE,RAW COAL,RAIL,2015,0.000,40,3,8,1
JSPL,PRIVATE,RAW COAL,RAIL,2015,0.000,5,3,8,1
JSPL,PRIVATE,COAL PRODUCT,RAIL,2015,0.000,5,3,12,1
HIL,PRIVATE,RAW COAL,RAIL,2015,0.000,37,3,8,1
MIL/MIEL,PRIVATE,RAW COAL,RAIL,2015,0.080,6,3,8,1
MEG,PRIVATE,RAW COAL,RAIL,2015,0.000,35,3,8,1
BLA,PRIVATE,RAW COAL,RAIL,2015,0.000,28,3,8,1
BLA,PRIVATE,COAL PRODUCT,RAIL,2015,0.000,28,3,12,1
CML OR BECML,PRIVATE,RAW COAL,RAIL,2015,0.000,20,3,8,1
PIL,PRIVATE,RAW COAL,RAIL,2015,0.000,7,3,8,1
JNL,PRIVATE,RAW COAL,RAIL,2015,0.089,9,3,8,1
JPL,PRIVATE,RAW COAL,RAIL,2015,0.000,8,3,8,1
JPL,PRIVATE,COAL PRODUCT,RAIL,2015,0.000,8,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2015,0.186,31,3,8,1
SIL,PRIVATE,COAL PRODUCT,RAIL,2015,0.053,31,3,12,1
ESCL,PRIVATE,RAW COAL,RAIL,2015,0.000,23,3,8,1
ESCL,PRIVATE,COAL PRODUCT,RAIL,2015,0.000,23,3,12,1
UML,PRIVATE,RAW COAL,RAIL,2015,0.687,22,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2015,0.000,33,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2015,0.000,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2015,0.118,10,3,12,1
SEML,PRIVATE,RAW COAL,RAIL,2015,0.000,10,3,8,1
BSIL,PRIVATE,RAW COAL,RAIL,2015,0.000,57,3,8,1
BSIL,PRIVATE,COAL PRODUCT,RAIL,2015,0.000,57,3,12,1
TUML,PRIVATE,RAW COAL,RAIL,2015,0.000,34,3,8,1
SPL,PRIVATE,RAW COAL,RAIL,2015,0.000,29,3,8,1
SOVA,PRIVATE,RAW COAL,RAIL,2015,0.000,43,3,8,1
GVK,PRIVATE,RAW COAL,RAIL,2015,0.000,60,3,8,1
SIL,PRIVATE,RAW COAL,RAIL,2017,0.156,31,3,8,1
JPVL,PRIVATE,RAW COAL,RAIL,2017,2.803,62,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2017,4.854,19,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2018,0.262,31,3,8,1
GMR,PRIVATE,RAW COAL,RAIL,2018,0.276,63,3,8,1
JPVL,PRIVATE,RAW COAL,RAIL,2018,2.800,62,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2018,4.502,19,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2019,0.270,31,3,8,1
JPVL,PRIVATE,RAW COAL,RAIL,2019,2.799,62,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2019,5.078,19,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2020,0.224,31,3,8,1
BALCO,PRIVATE,RAW COAL,RAIL,2020,0.874,61,3,8,1
JPVL,PRIVATE,RAW COAL,RAIL,2020,2.800,62,3,8,1
SIL,PRIVATE,RAW COAL,RAIL,2021,0.100,31,3,8,1
JPVL,PRIVATE,RAW COAL,RAIL,2021,2.801,62,3,8,1
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2006,8.791,1,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2006,0.020,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2006,0.761,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2006,0.348,17,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2006,0.219,54,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2006,0.021,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2008,10.980,1,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2008,0.016,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2008,0.601,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2008,0.391,17,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2008,0.288,54,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2008,0.076,2,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2008,3.884,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2010,11.534,1,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2010,0.017,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2010,0.461,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2010,0.205,17,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2010,0.357,54,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2010,0.226,2,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2010,8.449,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2012,13.723,1,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2012,0.023,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2012,0.118,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2012,0.410,17,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2012,0.041,54,1,8,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2012,0.040,24,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2012,0.322,2,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2014,13.657,1,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2014,0.013,12,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2014,0.045,17,1,8,2
DVC EMTA,OTHER PUBLIC,RAW COAL,ROAD,2014,1.523,41,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2014,0.081,54,1,8,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2014,0.044,24,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2014,0.953,11,1,12,2
WBMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2014,0.734,42,1,8,2
WBPDCL,OTHER PUBLIC,RAW COAL,ROAD,2014,0.188,25,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2016,9.260,1,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2016,0.012,12,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2016,0.392,17,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2016,0.459,54,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2016,0.001,54,1,12,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2016,0.197,16,1,8,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2016,6.210,11,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2016,5.479,11,1,12,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2007,9.306,1,1,8,2
SCCL,OTHER PUBLIC,COAL PRODUCT,ROAD,2007,0.000,1,1,12,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2007,0.014,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.677,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2007,0.396,17,1,8,2
DVC EMTA,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,41,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.304,54,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2007,0.000,54,1,12,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,24,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,2,1,8,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,11,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2007,0.000,11,1,12,2
WBMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,42,1,8,2
WBPDCL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,25,1,8,2
KECML/KEMTA,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,33,1,8,2
MPSMCL,OTHER PUBLIC,RAW COAL,ROAD,2007,0.000,30,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2007,1.488,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2009,12.228,1,1,8,2
SCCL,OTHER PUBLIC,COAL PRODUCT,ROAD,2009,0.000,1,1,12,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2009,0.012,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.401,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2009,0.217,17,1,8,2
DVC EMTA,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,41,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.280,54,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2009,0.000,54,1,12,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,24,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.129,2,1,8,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,11,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2009,0.000,11,1,12,2
WBMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,42,1,8,2
WBPDCL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,25,1,8,2
KECML/KEMTA,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,33,1,8,2
MPSMCL,OTHER PUBLIC,RAW COAL,ROAD,2009,0.000,30,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2009,6.156,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2011,11.846,1,1,8,2
SCCL,OTHER PUBLIC,COAL PRODUCT,ROAD,2011,0.651,1,1,12,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2011,0.025,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.399,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2011,0.193,17,1,8,2
DVC EMTA,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,41,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.234,54,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2011,0.000,54,1,12,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,24,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.245,2,1,8,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,11,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2011,0.000,11,1,12,2
WBMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,42,1,8,2
WBPDCL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,25,1,8,2
KECML/KEMTA,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,33,1,8,2
MPSMCL,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,30,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2011,0.000,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2013,15.116,1,1,8,2
SCCL,OTHER PUBLIC,COAL PRODUCT,ROAD,2013,0.000,1,1,12,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2013,0.014,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.000,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2013,0.226,17,1,8,2
DVC EMTA,OTHER PUBLIC,RAW COAL,ROAD,2013,1.844,41,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.156,54,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2013,0.000,54,1,12,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.033,24,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.055,2,1,8,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.000,11,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2013,0.313,11,1,12,2
WBMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.265,42,1,8,2
WBPDCL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.000,25,1,8,2
KECML/KEMTA,OTHER PUBLIC,RAW COAL,ROAD,2013,0.000,33,1,8,2
MPSMCL,OTHER PUBLIC,RAW COAL,ROAD,2013,0.000,30,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2013,0.000,21,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2015,9.840,1,1,8,2
SCCL,OTHER PUBLIC,COAL PRODUCT,ROAD,2015,0.000,1,1,12,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2015,0.013,12,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.408,16,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2015,0.055,17,1,8,2
DVC EMTA,OTHER PUBLIC,RAW COAL,ROAD,2015,1.006,41,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.199,54,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2015,0.000,54,1,12,2
SAIL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.024,24,1,8,2
APMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.000,2,1,8,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.000,11,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2015,2.983,11,1,12,2
WBMDTCL,OTHER PUBLIC,RAW COAL,ROAD,2015,1.111,42,1,8,2
WBPDCL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.209,25,1,8,2
KECML/KEMTA,OTHER PUBLIC,RAW COAL,ROAD,2015,0.000,33,1,8,2
MPSMCL,OTHER PUBLIC,RAW COAL,ROAD,2015,0.000,30,1,8,2
PANEM/PSEB,OTHER PUBLIC,RAW COAL,ROAD,2015,0.000,21,1,8,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2017,0.011,12,1,8,2
NTPC,OTHER PUBLIC,RAW COAL,ROAD,2017,0.100,217,1,8,2
DVC,OTHER PUBLIC,RAW COAL,ROAD,2017,0.180,17,1,8,2
JSMDCL,OTHER PUBLIC,RAW COAL,ROAD,2017,0.297,16,1,8,2
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROAD,2017,0.514,54,1,8,2
RRVUNL,OTHER PUBLIC,COAL PRODUCT,ROAD,2017,7.342,11,1,12,2
RRVUNL,OTHER PUBLIC,RAW COAL,ROAD,2017,8.267,11,1,8,2
SCCL,OTHER PUBLIC,RAW COAL,ROAD,2017,11.947,1,1,8,2
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,ROAD,2018,0.001,54,1,12,2
JKML,OTHER PUBLIC,RAW COAL,ROAD,2018,0.021,12,1,8,2
