Detail Data For Coal Consumption - Domestic by Broad Category & Consuming Sector Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
State,CoalType,ConsumingSector,YearValue,QtyInMillionTonnes_Consumption
CHHATTISGARH,RAW COAL,POWER (UTILITY),2009,30.087
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2009,6.654
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2009,0.109
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2009,0.607
CHHATTISGARH,RAW COAL,CEMENT,2009,1.536
CHHATTISGARH,RAW COAL,SPONGE IRON,2009,5.978
CHHATTISGARH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2009,0.111
CHHATTISGARH,RAW COAL,PULP & PAPER,2009,0.031
CHHATTISGARH,RAW COAL,OTHER,2009,6.181
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2009,0.018
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2009,0.008
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2009,1.143
CHHATTISGARH,WASHED COAL,SPONGE IRON,2009,2.027
CHHATTISGARH,MIDDLINGS,POWER (UTILITY),2010,1.421
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2010,2.325
CHHATTISGARH,RAW COAL,POWER (UTILITY),2010,31.043
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2010,12.202
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2010,0.099
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2010,1.374
CHHATTISGARH,RAW COAL,CEMENT,2010,1.430
CHHATTISGARH,RAW COAL,SPONGE IRON,2010,6.560
CHHATTISGARH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2010,0.070
CHHATTISGARH,RAW COAL,OTHER,2010,6.619
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2010,0.004
CHHATTISGARH,WASHED COAL,POWER (UTILITY),2010,0.087
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2010,0.023
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2010,0.923
CHHATTISGARH,WASHED COAL,SPONGE IRON,2010,1.946
CHHATTISGARH,MIDDLINGS,POWER (UTILITY),2011,0.741
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2011,3.061
CHHATTISGARH,MIDDLINGS,METALLURGICAL USE- COKERIES,2011,0.030
CHHATTISGARH,RAW COAL,POWER (UTILITY),2011,34.579
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2011,11.644
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2011,0.160
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2011,0.592
CHHATTISGARH,RAW COAL,CEMENT,2011,1.471
CHHATTISGARH,RAW COAL,SPONGE IRON,2011,6.758
CHHATTISGARH,RAW COAL,PULP & PAPER,2011,0.023
CHHATTISGARH,RAW COAL,OTHER,2011,7.509
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2011,0.007
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2011,0.946
CHHATTISGARH,WASHED COAL,SPONGE IRON,2011,1.923
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2012,3.574
CHHATTISGARH,RAW COAL,POWER (UTILITY),2012,34.365
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2012,11.463
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2012,0.425
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2012,0.417
CHHATTISGARH,RAW COAL,CEMENT,2012,0.948
CHHATTISGARH,RAW COAL,SPONGE IRON,2012,5.883
CHHATTISGARH,RAW COAL,CHEMICAL,2012,0.002
CHHATTISGARH,RAW COAL,PULP & PAPER,2012,0.025
CHHATTISGARH,RAW COAL,TEXTILES & RAYONS,2012,0.047
CHHATTISGARH,RAW COAL,OTHER,2012,9.552
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2012,0.004
CHHATTISGARH,WASHED COAL,POWER (UTILITY),2012,0.549
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2012,0.058
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2012,0.462
CHHATTISGARH,WASHED COAL,SPONGE IRON,2012,2.213
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2013,4.816
CHHATTISGARH,RAW COAL,POWER (UTILITY),2013,38.226
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2013,11.093
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2013,0.530
CHHATTISGARH,RAW COAL,METALLURGICAL USE- COKERIES,2013,0.203
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2013,0.177
CHHATTISGARH,RAW COAL,CEMENT,2013,1.468
CHHATTISGARH,RAW COAL,SPONGE IRON,2013,6.722
CHHATTISGARH,RAW COAL,PULP & PAPER,2013,0.022
CHHATTISGARH,RAW COAL,OTHER,2013,10.590
CHHATTISGARH,WASHED COAL,POWER (UTILITY),2013,0.376
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2013,0.173
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2013,0.371
CHHATTISGARH,WASHED COAL,SPONGE IRON,2013,2.259
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2014,3.875
CHHATTISGARH,RAW COAL,POWER (UTILITY),2014,38.565
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2014,8.455
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2014,0.107
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2014,0.375
CHHATTISGARH,RAW COAL,CEMENT,2014,1.418
CHHATTISGARH,RAW COAL,SPONGE IRON,2014,5.934
CHHATTISGARH,RAW COAL,PULP & PAPER,2014,0.021
CHHATTISGARH,RAW COAL,OTHER,2014,0.249
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2014,1.642
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2014,0.445
CHHATTISGARH,WASHED COAL,SPONGE IRON,2014,2.358
CHHATTISGARH,RAW COAL,POWER (UTILITY),2015,42.434
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2015,8.686
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2015,0.102
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2015,0.366
CHHATTISGARH,RAW COAL,CEMENT,2015,1.520
CHHATTISGARH,RAW COAL,SPONGE IRON,2015,5.154
CHHATTISGARH,RAW COAL,PULP & PAPER,2015,0.022
CHHATTISGARH,RAW COAL,OTHER,2015,0.138
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2015,1.300
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2015,0.010
CHHATTISGARH,WASHED COAL,SPONGE IRON,2015,2.507
CHHATTISGARH,MIDDLINGS,POWER (UTILITY),2015,0.488
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2015,4.066
CHHATTISGARH,RAW COAL,POWER (UTILITY),2016,48.665
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2016,2.618
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2016,0.066
CHHATTISGARH,RAW COAL,CEMENT,2016,1.606
CHHATTISGARH,RAW COAL,SPONGE IRON,2016,3.251
CHHATTISGARH,RAW COAL,PULP & PAPER,2016,0.014
CHHATTISGARH,RAW COAL,OTHER,2016,0.196
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2016,0.736
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2016,0.020
CHHATTISGARH,MIDDLINGS,STEEL (BOILERS),2016,0.009
CHHATTISGARH,TOTAL COAL,POWER (UTILITY),2006,19.545
CHHATTISGARH,TOTAL COAL,POWER (CAPTIVE),2006,5.087
CHHATTISGARH,TOTAL COAL,METALLURGICAL USE- DIRECT FEED,2006,0.147
CHHATTISGARH,TOTAL COAL,METALLURGICAL USE- COKERIES,2006,1.285
CHHATTISGARH,TOTAL COAL,STEEL (BOILERS),2006,0.529
CHHATTISGARH,TOTAL COAL,CEMENT,2006,2.131
CHHATTISGARH,TOTAL COAL,SPONGE IRON,2006,5.544
CHHATTISGARH,TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2006,0.341
CHHATTISGARH,TOTAL COAL,PULP & PAPER,2006,0.045
CHHATTISGARH,TOTAL COAL,BRICKS,2006,0.008
CHHATTISGARH,TOTAL COAL,OTHER,2006,1.037
CHHATTISGARH,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.021
CHHATTISGARH,MIDDLINGS,STEEL (BOILERS),2019,0.018
CHHATTISGARH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2019,0.003
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2019,0.005
CHHATTISGARH,RAW COAL,PULP & PAPER,2019,0.018
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2019,0.205
CHHATTISGARH,RAW COAL,CEMENT,2019,1.875
CHHATTISGARH,RAW COAL,OTHER,2019,3.821
CHHATTISGARH,RAW COAL,SPONGE IRON,2019,6.420
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2019,8.703
CHHATTISGARH,RAW COAL,POWER (UTILITY),2019,67.847
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2019,0.022
CHHATTISGARH,WASHED COAL,OTHER,2019,0.167
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2017,0.001
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2017,0.006
CHHATTISGARH,RAW COAL,PULP & PAPER,2017,0.017
CHHATTISGARH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2017,0.424
CHHATTISGARH,RAW COAL,CEMENT,2017,1.339
CHHATTISGARH,RAW COAL,SPONGE IRON,2017,1.659
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2017,2.627
CHHATTISGARH,RAW COAL,OTHER,2017,6.408
CHHATTISGARH,RAW COAL,POWER (UTILITY),2017,58.115
CHHATTISGARH,WASHED COAL,POWER (UTILITY),2017,0.044
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2017,0.246
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2017,0.351
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2018,0.005
CHHATTISGARH,RAW COAL,PULP & PAPER,2018,0.017
CHHATTISGARH,RAW COAL,CEMENT,2018,1.567
CHHATTISGARH,RAW COAL,SPONGE IRON,2018,3.533
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2018,5.859
CHHATTISGARH,RAW COAL,OTHER,2018,6.755
CHHATTISGARH,RAW COAL,POWER (UTILITY),2018,62.478
CHHATTISGARH,WASHED COAL,POWER (UTILITY),2018,0.093
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2018,0.133
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2018,0.166
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2020,0.010
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2020,0.075
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2020,0.082
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2020,0.118
CHHATTISGARH,WASHED COAL,POWER (CAPTIVE),2020,0.192
CHHATTISGARH,RAW COAL,CEMENT,2020,2.252
CHHATTISGARH,RAW COAL,OTHER,2020,5.194
CHHATTISGARH,RAW COAL,SPONGE IRON,2020,5.338
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2020,10.293
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2020,65.339
UTTAR PRADESH,MIDDLINGS,POWER (CAPTIVE),2007,0.109
UTTAR PRADESH,MIDDLINGS,CHEMICAL,2007,0.127
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2007,45.363
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2007,4.393
UTTAR PRADESH,RAW COAL,FERTILISERS,2007,0.169
UTTAR PRADESH,RAW COAL,SPONGE IRON,2007,0.004
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2007,0.334
UTTAR PRADESH,RAW COAL,CHEMICAL,2007,0.021
UTTAR PRADESH,RAW COAL,PULP & PAPER,2007,0.035
UTTAR PRADESH,RAW COAL,OTHER,2007,3.509
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2007,3.571
UTTAR PRADESH,MIDDLINGS,POWER (CAPTIVE),2008,0.461
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2008,44.305
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2008,4.413
UTTAR PRADESH,RAW COAL,FERTILISERS,2008,0.187
UTTAR PRADESH,RAW COAL,SPONGE IRON,2008,0.029
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2008,0.332
UTTAR PRADESH,RAW COAL,CHEMICAL,2008,0.001
UTTAR PRADESH,RAW COAL,PULP & PAPER,2008,0.030
UTTAR PRADESH,RAW COAL,OTHER,2008,2.872
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2008,4.463
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2009,0.044
UTTAR PRADESH,MIDDLINGS,POWER (CAPTIVE),2009,0.800
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2009,47.771
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2009,3.665
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2009,0.070
UTTAR PRADESH,RAW COAL,FERTILISERS,2009,0.255
UTTAR PRADESH,RAW COAL,SPONGE IRON,2009,0.076
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2009,0.256
UTTAR PRADESH,RAW COAL,CHEMICAL,2009,0.001
UTTAR PRADESH,RAW COAL,PULP & PAPER,2009,0.029
UTTAR PRADESH,RAW COAL,TEXTILES & RAYONS,2009,1.472
UTTAR PRADESH,RAW COAL,OTHER,2009,2.414
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2009,4.640
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2010,0.200
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2010,43.865
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2010,3.543
UTTAR PRADESH,RAW COAL,CEMENT,2010,0.021
UTTAR PRADESH,RAW COAL,FERTILISERS,2010,0.286
UTTAR PRADESH,RAW COAL,SPONGE IRON,2010,0.111
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2010,0.248
UTTAR PRADESH,RAW COAL,CHEMICAL,2010,0.026
UTTAR PRADESH,RAW COAL,PULP & PAPER,2010,0.029
UTTAR PRADESH,RAW COAL,OTHER,2010,4.602
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2010,5.142
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2011,0.249
UTTAR PRADESH,MIDDLINGS,OTHER,2011,0.058
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2011,41.286
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2011,3.871
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2011,0.131
UTTAR PRADESH,RAW COAL,CEMENT,2011,0.169
UTTAR PRADESH,RAW COAL,FERTILISERS,2011,0.317
UTTAR PRADESH,RAW COAL,SPONGE IRON,2011,0.177
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2011,0.249
UTTAR PRADESH,RAW COAL,CHEMICAL,2011,0.021
UTTAR PRADESH,RAW COAL,PULP & PAPER,2011,0.022
UTTAR PRADESH,RAW COAL,OTHER,2011,5.683
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2011,6.974
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2012,0.113
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2012,48.052
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2012,3.797
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2012,0.069
UTTAR PRADESH,RAW COAL,CEMENT,2012,0.012
UTTAR PRADESH,RAW COAL,FERTILISERS,2012,0.293
UTTAR PRADESH,RAW COAL,SPONGE IRON,2012,0.522
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2012,0.240
UTTAR PRADESH,RAW COAL,CHEMICAL,2012,0.012
UTTAR PRADESH,RAW COAL,PULP & PAPER,2012,0.004
UTTAR PRADESH,RAW COAL,OTHER,2012,3.911
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2012,6.361
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2013,0.429
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2013,51.108
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2013,4.208
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2013,0.090
UTTAR PRADESH,RAW COAL,CEMENT,2013,0.170
UTTAR PRADESH,RAW COAL,FERTILISERS,2013,0.304
UTTAR PRADESH,RAW COAL,SPONGE IRON,2013,0.124
UTTAR PRADESH,RAW COAL,CHEMICAL,2013,0.018
UTTAR PRADESH,RAW COAL,BRICKS,2013,1.242
UTTAR PRADESH,RAW COAL,OTHER,2013,2.963
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2013,8.799
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2014,0.355
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2014,57.135
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2014,4.189
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2014,0.032
UTTAR PRADESH,RAW COAL,CEMENT,2014,0.155
UTTAR PRADESH,RAW COAL,FERTILISERS,2014,0.248
UTTAR PRADESH,RAW COAL,SPONGE IRON,2014,0.100
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2014,0.258
UTTAR PRADESH,RAW COAL,BRICKS,2014,2.710
UTTAR PRADESH,RAW COAL,OTHER,2014,2.415
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2014,8.167
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2015,59.423
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2015,4.567
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2015,0.131
UTTAR PRADESH,RAW COAL,CEMENT,2015,0.131
UTTAR PRADESH,RAW COAL,FERTILISERS,2015,0.234
UTTAR PRADESH,RAW COAL,SPONGE IRON,2015,0.104
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2015,0.257
UTTAR PRADESH,RAW COAL,CHEMICAL,2015,0.015
UTTAR PRADESH,RAW COAL,OTHER,2015,4.148
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2015,8.028
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2015,0.289
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2016,61.865
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2016,4.499
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2016,0.133
UTTAR PRADESH,RAW COAL,CEMENT,2016,0.210
UTTAR PRADESH,RAW COAL,FERTILISERS,2016,0.239
UTTAR PRADESH,RAW COAL,SPONGE IRON,2016,0.094
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2016,0.246
UTTAR PRADESH,RAW COAL,CHEMICAL,2016,0.008
UTTAR PRADESH,RAW COAL,OTHER,2016,4.878
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2016,2.963
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2016,0.231
UTTAR PRADESH,TOTAL COAL,POWER (UTILITY),2006,41.492
UTTAR PRADESH,TOTAL COAL,POWER (CAPTIVE),2006,4.567
UTTAR PRADESH,TOTAL COAL,FERTILISERS,2006,0.007
UTTAR PRADESH,TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2006,0.014
UTTAR PRADESH,TOTAL COAL,PULP & PAPER,2006,0.028
UTTAR PRADESH,TOTAL COAL,OTHER,2006,3.358
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2019,0.241
UTTAR PRADESH,RAW COAL,FERTILISERS,2019,0.087
UTTAR PRADESH,RAW COAL,CEMENT,2019,0.141
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2019,0.215
UTTAR PRADESH,RAW COAL,SPONGE IRON,2019,0.239
UTTAR PRADESH,RAW COAL,OTHER,2019,2.228
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2019,4.967
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2019,71.776
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2019,4.440
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2017,0.070
UTTAR PRADESH,RAW COAL,PULP & PAPER,2017,0.001
UTTAR PRADESH,RAW COAL,CHEMICAL,2017,0.013
UTTAR PRADESH,RAW COAL,CEMENT,2017,0.037
UTTAR PRADESH,RAW COAL,SPONGE IRON,2017,0.053
UTTAR PRADESH,RAW COAL,FERTILISERS,2017,0.221
UTTAR PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2017,0.226
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2017,0.320
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2017,4.238
UTTAR PRADESH,RAW COAL,OTHER,2017,11.092
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2017,69.345
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2017,7.721
UTTAR PRADESH,MIDDLINGS,POWER (UTILITY),2018,0.351
UTTAR PRADESH,RAW COAL,CEMENT,2018,0.001
UTTAR PRADESH,RAW COAL,SPONGE IRON,2018,0.107
UTTAR PRADESH,RAW COAL,FERTILISERS,2018,0.148
UTTAR PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2018,0.268
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2018,4.493
UTTAR PRADESH,RAW COAL,OTHER,2018,6.096
UTTAR PRADESH,RAW COAL,POWER (UTILITY),2018,73.654
UTTAR PRADESH,WASHED COAL,POWER (UTILITY),2018,4.049
UTTAR PRADESH,MIDDLINGS,POWER (CAPTIVE),2020,0.086
UTTAR PRADESH,RAW COAL,FERTILISERS,2020,0.143
UTTAR PRADESH,RAW COAL,CEMENT,2020,0.158
UTTAR PRADESH,RAW COAL,SPONGE IRON,2020,0.234
UTTAR PRADESH,WASHED COAL,POWER (CAPTIVE),2020,3.523
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2020,4.201
UTTAR PRADESH,RAW COAL,OTHER,2020,6.519
UTTAR PRADESH,RAW COAL,POWER (CAPTIVE),2020,75.141
MAHARASHTRA,RAW COAL,POWER (UTILITY),2007,33.651
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2007,0.556
MAHARASHTRA,RAW COAL,CEMENT,2007,1.721
MAHARASHTRA,RAW COAL,SPONGE IRON,2007,0.533
MAHARASHTRA,RAW COAL,CHEMICAL,2007,0.036
MAHARASHTRA,RAW COAL,PULP & PAPER,2007,0.524
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2007,0.109
MAHARASHTRA,RAW COAL,OTHER,2007,2.477
MAHARASHTRA,RAW COAL,POWER (UTILITY),2008,37.800
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2008,0.421
MAHARASHTRA,RAW COAL,CEMENT,2008,1.726
MAHARASHTRA,RAW COAL,SPONGE IRON,2008,0.598
MAHARASHTRA,RAW COAL,CHEMICAL,2008,0.049
MAHARASHTRA,RAW COAL,PULP & PAPER,2008,0.481
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2008,0.097
MAHARASHTRA,RAW COAL,OTHER,2008,2.656
MAHARASHTRA,RAW COAL,POWER (UTILITY),2009,37.635
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2009,0.539
MAHARASHTRA,RAW COAL,CEMENT,2009,1.537
MAHARASHTRA,RAW COAL,SPONGE IRON,2009,0.580
MAHARASHTRA,RAW COAL,CHEMICAL,2009,0.137
MAHARASHTRA,RAW COAL,PULP & PAPER,2009,0.378
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2009,0.102
MAHARASHTRA,RAW COAL,OTHER,2009,4.638
MAHARASHTRA,RAW COAL,POWER (UTILITY),2010,37.888
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2010,0.560
MAHARASHTRA,RAW COAL,CEMENT,2010,1.614
MAHARASHTRA,RAW COAL,SPONGE IRON,2010,0.685
MAHARASHTRA,RAW COAL,CHEMICAL,2010,0.065
MAHARASHTRA,RAW COAL,PULP & PAPER,2010,0.307
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2010,0.037
MAHARASHTRA,RAW COAL,OTHER,2010,4.740
MAHARASHTRA,RAW COAL,POWER (UTILITY),2011,34.997
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2011,0.611
MAHARASHTRA,RAW COAL,CEMENT,2011,1.817
MAHARASHTRA,RAW COAL,SPONGE IRON,2011,0.720
MAHARASHTRA,RAW COAL,CHEMICAL,2011,0.031
MAHARASHTRA,RAW COAL,PULP & PAPER,2011,0.283
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2011,0.055
MAHARASHTRA,RAW COAL,OTHER,2011,5.441
MAHARASHTRA,RAW COAL,POWER (UTILITY),2012,32.345
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2012,0.692
MAHARASHTRA,RAW COAL,CEMENT,2012,1.796
MAHARASHTRA,RAW COAL,SPONGE IRON,2012,0.855
MAHARASHTRA,RAW COAL,CHEMICAL,2012,0.029
MAHARASHTRA,RAW COAL,PULP & PAPER,2012,0.277
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2012,0.059
MAHARASHTRA,RAW COAL,OTHER,2012,6.049
MAHARASHTRA,RAW COAL,POWER (UTILITY),2013,34.997
MAHARASHTRA,RAW COAL,POWER (CAPTIVE),2013,0.983
MAHARASHTRA,RAW COAL,CEMENT,2013,1.947
MAHARASHTRA,RAW COAL,SPONGE IRON,2013,0.948
MAHARASHTRA,RAW COAL,CHEMICAL,2013,0.029
MAHARASHTRA,RAW COAL,PULP & PAPER,2013,0.298
MAHARASHTRA,RAW COAL,TEXTILES & RAYONS,2013,0.033
MAHARASHTRA,RAW COAL,OTHER,2013,5.140
MAHARASHTRA,RAW COAL,POWER (UTILITY),2014,40.860
