unit,physact,c_birth,sex,age,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,MV_AERO_MSC,FOR,F,Y65-74,2014	11.8 	11.7 	: u	0 u	40.0 u	20.1 	0 	3.3 	0 u	18.0 u	6.9 	0 	1.2 	2.1 u	2.3 	0 u	5.1 u	: u	: u	36.0 	0 u	3.9 	0 	4.1 u	: u	: u	20.4 	: u	3.7 u	10.6 	0 u
PC,MV_AERO_MSC,FOR,F,Y_GE18,2014	10.0 	10.6 	: u	4.9 	19.3 	20.3 	1.0 	8.5 	6.1 	6.6 	5.3 	1.0 	3.7 	4.1 	3.4 	0.9 	14.3 	6.9 	7.2 	20.0 	5.0 	5.6 	: u	12.3 	4.2 	16.4 	19.8 	40.8 	17.4 	14.1 	0.6 
PC,MV_AERO_MSC,FOR,F,Y_GE65,2014	8.5 	8.6 	: u	0 	28.8 u	14.5 	0 	2.2 	0 u	13.4 	3.9 	0 	2.4 	1.5 u	1.9 	0 	6.3 	4.7 u	5.2 u	30.6 	0 	2.0 	: u	5.7 	2.4 u	: u	15.3 	: u	4.2 u	9.2 	0 u
PC,MV_AERO_MSC,FOR,F,Y_GE75,2014	4.4 	4.9 	: u	0 u	: u	7.3 	0 	0 u	: u	0 u	0 	0 u	4.8 u	: u	1.4 	0 u	8.4 u	: u	: u	26.5 	0 	0.2 u	: u	7.9 u	: u	: u	8.9 u	: u	: u	7.8 	0 u
PC,MV_AERO_MSC,FOR,M,TOTAL,2014	16.6 	17.2 	: u	2.4 	30.3 	26.4 	6.0 	19.4 	10.6 	15.1 	9.9 	2.6 	6.8 	4.0 	6.8 	4.2 	20.2 	15.6 	20.4 	26.7 	9.1 	13.9 	0 	16.8 	11.0 u	25.1 	35.2 	38.1 	26.1 	19.7 	2.3 
PC,MV_AERO_MSC,FOR,M,Y15-24,2014	30.0 	29.8 	: u	: u	: u	39.0 	: u	: u	: u	20.1 	27.9 u	: u	15.3 	13.3 u	: u	: u	49.3 u	: u	: u	47.8 u	: u	36.1 	0 	: u	0 	: u	55.7 	: u	44.2 	27.9 u	: u
PC,MV_AERO_MSC,FOR,M,Y18-24,2014	30.5 	31.1 	: u	: u	: u	38.1 u	0 	: u	: u	22.3 	27.9 u	: u	15.4 	11.0 u	: u	: u	51.2 u	: u	: u	46.1 u	: u	43.6 u	0 	: u	0 	: u	60.0 	: u	44.6 	: u	: u
PC,MV_AERO_MSC,FOR,M,Y18-29,2014	29.8 	31.1 	: u	: u	38.5 u	40.3 	: u	28.9 u	33.5 u	23.2 	20.7 u	: u	12.4 	6.5 	: u	: u	37.0 	: u	: u	47.0 	: u	43.5 	0 	34.5 u	: u	: u	54.3 	: u	45.7 	36.9 	: u
PC,MV_AERO_MSC,FOR,M,Y18-44,2014	20.6 	21.6 	: u	3.0 u	34.0 	32.6 	17.4 u	21.5 	17.2 	18.2 	12.2 	6.2 	7.1 	4.0 	11.7 u	: u	23.2 	15.4 u	31.1 u	31.3 	: u	19.9 	0 	18.1 	: u	22.0 u	43.8 	46.0 	28.2 	25.7 	4.2 
PC,MV_AERO_MSC,FOR,M,Y18-64,2014	17.2 	18.0 	: u	3.3 	30.1 	26.6 	7.1 	17.9 	11.2 	15.8 	11.7 	3.0 	6.4 	3.5 	7.8 	5.5 	19.7 	14.2 	20.5 	28.1 	25.3 u	14.4 	0 	16.6 	17.1 u	22.4 	35.2 	38.0 	25.9 	21.3 	2.5 
PC,MV_AERO_MSC,FOR,M,Y25-34,2014	23.6 	23.9 	: u	: u	32.4 u	37.0 	: u	25.1 	16.2 u	20.6 	11.2 	0 u	5.7 	2.8 	: u	: u	21.6 	: u	: u	37.4 	: u	26.1 	0 	17.0 u	: u	: u	48.3 	42.6 u	34.3 	25.2 	2.0 u
PC,MV_AERO_MSC,FOR,M,Y25-64,2014	15.8 	16.6 	: u	3.5 	25.5 	25.5 	7.1 	17.3 	9.4 	14.6 	10.6 	2.4 	5.6 	2.5 	7.9 	3.6 	17.1 	11.1 u	16.2 	25.8 	26.2 u	11.5 	0 	14.6 	17.1 u	13.0 	32.0 	36.3 	23.3 	20.2 	2.8 
PC,MV_AERO_MSC,FOR,M,Y35-44,2014	14.3 	16.1 	: u	: u	22.9 u	24.9 	19.7 u	17.4 	14.2 u	14.5 	8.4 	9.5 u	5.8 	2.6 	2.8 u	: u	17.1 	: u	20.3 u	19.6 	: u	9.6 	0 	10.4 u	: u	4.7 u	30.5 	46.7 u	15.1 	23.8 	8.9 u
PC,MV_AERO_MSC,FOR,M,Y45-54,2014	12.9 	13.1 	: u	: u	17.2 u	23.0 	2.1 	8.3 	2.2 u	8.8 	11.1 	2.2 	6.4 	3.2 	5.2 	: u	16.2 	: u	: u	17.4 	: u	3.9 	0 	19.7 u	: u	: u	24.3 	30.3 u	20.1 	14.2 	0 u
PC,MV_AERO_MSC,FOR,M,Y45-64,2014	12.3 	12.3 	: u	3.6 u	20.3 u	19.2 	3.9 	8.7 	1.9 	9.7 	11.4 	1.1 	5.2 	2.1 	6.7 	4.2 	14.3 	12.3 u	5.8 u	21.2 	: u	5.2 	0 	15.5 	: u	: u	22.7 	23.3 u	18.4 	12.6 	0 
PC,MV_AERO_MSC,FOR,M,Y55-64,2014	11.3 	11.1 	: u	: u	: u	14.2 	5.1 	9.6 	1.4 u	11.6 	11.6 	0 	2.9 	0 u	7.6 	2.9 u	10.8 	: u	4.9 u	30.1 	: u	8.4 	0 	12.2 	: u	: u	20.0 	: u	14.9 u	9.9 	0 u
PC,MV_AERO_MSC,FOR,M,Y65-74,2014	10.8 	11.1 	0 	: u	13.0 u	21.4 	4.3 	1.7 	: u	4.5 u	4.4 	0 u	10.4 u	0 u	6.0 	: u	26.9 	: u	: u	15.0 	0 u	2.8 u	0 	12.0 	: u	: u	35.7 u	: u	11.3 u	13.4 	3.2 u
PC,MV_AERO_MSC,FOR,M,Y_GE18,2014	16.3 	16.9 	: u	2.4 	28.3 	26.0 	6.1 	16.9 	10.7 	15.2 	9.7 	2.6 	6.5 	3.2 	6.8 	4.2 	20.0 	15.6 	18.2 	26.0 	9.2 	13.8 	0 	15.3 	11.0 u	21.4 	34.7 	36.7 	25.5 	20.0 	2.4 
PC,MV_AERO_MSC,FOR,M,Y_GE65,2014	10.8 	10.7 	: u	0 u	12.8 u	22.8 	4.1 	4.1 	6.6 u	5.6 u	4.6 	1.1 	7.3 u	1.3 u	5.0 	0 u	22.4 	: u	3.4 u	13.8 	0 	2.8 	0 	10.3 	: u	: u	32.0 	: u	17.5 u	10.2 	1.8 u
PC,MV_AERO_MSC,FOR,M,Y_GE75,2014	10.8 	10.1 	: u	: u	: u	24.9 	3.7 u	8.1 u	: u	: u	4.9 	2.6 u	: u	: u	4.0 	: u	10.9 u	: u	: u	10.9 u	0 u	2.8 u	0 	6.8 u	: u	: u	26.2 u	: u	: u	7.0 	: u
PC,MV_AERO_MSC,FOR,T,TOTAL,2014	13.1 	13.7 	12.6 u	3.7 	24.9 	23.2 	3.0 	13.7 	8.9 	10.4 	7.5 	2.1 	5.2 	4.2 	4.6 	2.3 	17.2 	10.5 	13.4 	23.0 	6.6 	9.5 	: u	15.0 	6.7 	21.4 	27.5 	40.3 	22.0 	16.6 	1.4 
PC,MV_AERO_MSC,FOR,T,Y15-24,2014	22.9 	24.0 	: u	: u	57.6 u	37.5 	: u	22.7 u	25.1 u	12.3 	17.3 	17.5 u	12.4 	8.5 	: u	: u	30.1 	: u	: u	37.3 	: u	24.6 	: u	60.3 u	: u	: u	42.5 	59.6 	37.4 	29.3 	0 u
PC,MV_AERO_MSC,FOR,T,Y18-24,2014	23.0 	25.2 	: u	: u	49.9 u	37.0 	: u	14.3 u	18.9 u	14.2 	16.8 	12.8 u	11.3 	5.1 	: u	: u	32.8 	: u	: u	35.8 	: u	28.4 	: u	53.8 u	: u	: u	46.8 	58.9 u	37.3 	33.8 	: u
PC,MV_AERO_MSC,FOR,T,Y18-29,2014	21.3 	22.7 	: u	: u	30.0 	34.5 	: u	15.9 	18.5 	14.3 	14.8 	5.7 u	8.6 	5.9 	36.5 u	: u	24.8 	16.4 u	35.0 u	31.9 	: u	26.4 	: u	31.0 	: u	38.5 u	43.3 	61.4 	32.3 	28.2 	1.8 u
PC,MV_AERO_MSC,FOR,T,Y18-44,2014	15.1 	16.1 	: u	4.0 	26.0 	26.9 	10.9 	14.7 	11.0 	11.7 	7.6 	4.0 	5.9 	3.6 	14.5 	9.7 u	19.2 	13.6 	19.9 	23.6 	32.4 u	13.3 	: u	18.5 	: u	20.6 	33.0 	44.3 	24.1 	20.4 	2.9 
PC,MV_AERO_MSC,FOR,T,Y18-64,2014	13.5 	14.2 	10.3 u	5.4 	23.7 	24.1 	4.4 	13.1 	8.7 	10.6 	8.5 	2.2 	4.9 	4.0 	6.0 	3.5 	17.6 	10.9 	13.8 	22.4 	22.9 u	10.1 	: u	15.3 	10.2 	19.7 	28.2 	39.8 	22.3 	17.8 	1.6 
PC,MV_AERO_MSC,FOR,T,Y25-34,2014	16.6 	16.7 	: u	10.5 u	24.9 	29.0 	11.2 u	16.2 	10.4 	13.0 	8.2 	1.3 	4.8 	4.5 	31.3 u	: u	17.6 	21.6 u	20.0 u	25.5 	: u	19.6 	0 	20.9 	: u	15.6 u	36.3 	48.4 	28.0 	17.4 	2.4 
PC,MV_AERO_MSC,FOR,T,Y25-64,2014	12.5 	13.1 	6.4 u	5.6 	20.3 	23.0 	4.4 	12.9 	7.8 	10.1 	7.9 	1.6 	4.3 	3.8 	5.8 	2.5 	16.3 	9.1 	11.6 	20.9 	23.1 u	8.3 	0 	13.8 	10.6 	15.6 	26.1 	37.4 	20.4 	16.0 	1.8 
PC,MV_AERO_MSC,FOR,T,Y35-44,2014	11.2 	12.6 	: u	0 u	17.1 	21.6 	11.1 	13.2 	9.1 	9.6 	4.7 	4.3 	5.3 	2.3 	4.6 	: u	16.9 	2.5 u	14.5 	17.1 	: u	6.2 	0 	10.9 	: u	14.6 	24.1 	34.7 	14.7 	18.7 	4.6 
PC,MV_AERO_MSC,FOR,T,Y45-54,2014	10.8 	11.0 	: u	9.5 u	17.4 	22.1 	2.2 	8.8 	5.1 	7.5 	6.4 	1.1 	3.9 	5.5 	2.4 	3.3 u	16.9 	8.9 u	7.5 u	17.8 	: u	3.9 	0 	14.7 	: u	22.5 u	22.2 	32.9 	18.1 	12.3 	0 
PC,MV_AERO_MSC,FOR,T,Y45-64,2014	11.0 	11.1 	: u	7.5 u	18.2 	20.3 	2.5 	8.8 	5.1 	7.9 	9.3 	0.9 	3.3 	5.0 	3.5 	2.1 	15.2 	6.2 u	5.5 	19.9 	11.9 u	4.8 	0 	12.8 	4.6 u	17.2 	20.7 	30.5 	16.9 	11.9 	0 
PC,MV_AERO_MSC,FOR,T,Y55-64,2014	11.3 	11.2 	: u	4.8 u	19.5 	17.8 	2.7 	8.8 	5.0 	8.9 	12.1 	0.7 	2.0 	3.8 	95.9 	1.5 	12.0 	: u	2.9 u	23.5 	: u	6.7 	0 	11.2 	2.3 u	: u	18.3 	26.3 u	14.4 	11.2 	0 
PC,MV_AERO_MSC,FOR,T,Y65-74,2014	11.4 	11.4 	: u	0 u	26.2 u	20.6 	1.7 	2.6 	4.8 u	11.5 	5.7 	0 	3.8 	1.0 	3.5 	0 	15.4 	13.4 u	3.8 u	25.3 	0 	3.5 	0 	8.6 	3.3 u	: u	27.3 	: u	7.1 u	11.8 	1.6 
PC,MV_AERO_MSC,FOR,T,Y_GE18,2014	12.8 	13.5 	9.0 u	3.7 	23.5 	22.9 	3.0 	12.3 	8.1 	10.6 	7.3 	1.8 	4.9 	3.8 	4.6 	2.3 	17.1 	10.5 	12.5 	22.7 	6.6 	9.4 	: u	13.8 	6.7 	18.8 	27.2 	39.1 	21.5 	16.8 	1.5 
PC,MV_AERO_MSC,FOR,T,Y_GE65,2014	9.5 	9.5 	: u	0 	21.6 	17.8 	1.3 	3.0 	2.8 	9.7 	4.2 	0.5 	3.8 	1.4 	2.8 	0 	13.4 	9.3 u	4.3 u	24.0 	0 	2.2 	: u	8.1 	1.6 u	: u	22.5 	: u	9.8 	9.6 	0.9 
PC,MV_AERO_MSC,FOR,T,Y_GE75,2014	6.8 	6.9 	: u	0 u	13.8 u	14.0 	1.0 	3.8 	0 u	4.0 u	2.2 	1.1 	3.6 u	2.4 u	2.1 	0 u	9.3 u	: u	: u	22.5 	0 	0.8 	: u	7.4 	0 u	: u	15.8 	: u	: u	7.4 	0 u
PC,MV_AERO_MSC,NAT,F,TOTAL,2014	10.1 	10.2 	2.7 	5.3 	27.0 	21.7 	4.0 	10.6 	5.0 	7.3 	6.5 	2.9 	5.4 	3.5 	7.6 	4.5 	13.7 	10.2 	2.3 	22.0 	2.7 	3.9 	0.2 	16.9 	7.3 	25.4 	31.7 	48.0 	21.0 	10.7 	0.4 
PC,MV_AERO_MSC,NAT,F,Y15-24,2014	17.9 	17.7 	13.7 	13.9 	38.2 	32.4 	8.6 	15.5 	10.7 	14.6 	10.4 	5.5 	12.4 	7.2 	17.2 	14.2 	24.1 	23.9 	6.6 	28.9 	6.4 	8.6 	0.8 	30.5 	16.8 	43.7 	45.0 	64.7 	42.1 	15.1 	0.4 
PC,MV_AERO_MSC,NAT,F,Y18-24,2014	17.3 	16.9 	12.5 	11.6 	36.8 	31.3 	7.3 	12.3 	11.3 	16.2 	9.3 	5.3 	11.3 	9.4 	16.3 	12.7 	25.8 	18.0 	8.4 	29.2 	6.2 	8.9 	99.6 	28.6 	17.8 	44.6 	46.7 	63.2 	41.0 	13.7 	0.6 
PC,MV_AERO_MSC,NAT,F,Y18-29,2014	15.8 	15.5 	9.6 	11.0 	35.0 	27.9 	6.6 	15.6 	11.9 	14.2 	8.9 	5.0 	11.8 	8.2 	16.2 	10.0 	25.1 	18.1 	7.3 	25.1 	5.3 	9.5 	0.5 	27.3 	14.8 	41.4 	43.6 	62.9 	38.1 	13.6 	0.5 
PC,MV_AERO_MSC,NAT,F,Y18-44,2014	11.8 	12.0 	4.8 	7.9 	29.4 	22.1 	5.0 	15.0 	8.7 	10.3 	6.9 	4.5 	8.6 	6.5 	11.8 	6.7 	19.0 	14.2 	4.2 	22.1 	4.9 	6.0 	0.3 	21.4 	11.3 	32.1 	36.6 	57.3 	28.2 	13.1 	0.5 
PC,MV_AERO_MSC,NAT,F,Y18-64,2014	11.0 	11.2 	3.2 	6.3 	28.0 	22.6 	4.6 	12.1 	6.5 	8.5 	6.9 	3.5 	6.7 	4.3 	9.0 	5.1 	16.8 	11.2 	2.8 	22.9 	3.2 	4.6 	0.2 	19.2 	8.6 	27.9 	34.6 	52.0 	23.2 	12.5 	0.4 
PC,MV_AERO_MSC,NAT,F,Y25-34,2014	11.8 	12.2 	4.3 	9.2 	26.8 	21.3 	5.0 	18.2 	10.9 	10.1 	6.8 	5.6 	9.8 	6.0 	12.7 	2.9 	17.5 	16.9 	3.9 	18.4 	4.9 	8.3 	0.3 	23.9 	10.2 	30.5 	32.7 	59.0 	28.1 	14.7 	0.6 
PC,MV_AERO_MSC,NAT,F,Y25-64,2014	10.1 	10.4 	2.3 	5.7 	26.2 	21.3 	4.1 	12.1 	5.9 	7.6 	6.6 	3.2 	6.2 	3.5 	7.9 	3.8 	14.9 	10.3 	1.7 	21.8 	2.9 	4.0 	0.1 	18.0 	7.2 	25.1 	32.7 	50.1 	20.1 	12.4 	0.4 
PC,MV_AERO_MSC,NAT,F,Y35-44,2014	9.0 	9.3 	2.4 	5.5 	25.7 	17.0 	3.8 	13.6 	5.7 	8.1 	5.7 	2.9 	6.6 	5.0 	8.2 	6.2 	14.5 	10.0 	0.7 	20.2 	95.8 	2.7 	0.2 	15.3 	8.6 	24.4 	34.0 	51.4 	19.1 	11.3 	0.4 
PC,MV_AERO_MSC,NAT,F,Y45-54,2014	10.8 	11.1 	2.1 	5.0 	28.8 	22.5 	5.3 	9.9 	5.0 	7.2 	7.6 	3.3 	5.6 	2.5 	6.2 	4.5 	14.2 	11.3 	0.9 	22.2 	1.4 	2.9 	0.0 	18.7 	5.7 	27.0 	33.2 	49.4 	22.0 	13.3 	0.3 
PC,MV_AERO_MSC,NAT,F,Y45-64,2014	10.0 	10.2 	1.4 	4.1 	26.2 	23.1 	3.8 	8.1 	3.9 	6.3 	7.0 	2.3 	4.9 	1.4 	5.0 	3.1 	13.8 	7.5 	0.9 	23.8 	1.0 	2.8 	0.0 	16.6 	4.6 	22.7 	32.0 	45.0 	17.3 	11.8 	0.2 
PC,MV_AERO_MSC,NAT,F,Y55-64,2014	9.1 	9.2 	0.9 	3.3 	23.3 	23.8 	2.2 	6.1 	2.8 	5.3 	6.3 	1.4 	4.0 	0.2 	3.8 	1.4 	13.3 	4.4 	1.0 	25.7 	0.7 	2.8 	0.0 	14.3 	3.6 	18.4 	30.7 	40.4 	12.0 	10.1 	0.1 
PC,MV_AERO_MSC,NAT,F,Y65-74,2014	8.2 	8.0 	0 	0.9 	26.3 	21.0 	1.2 	3.3 	1.3 	5.0 	6.9 	0.9 	2.5 	0.4 	1.8 	1.2 	5.5 	4.3 	1.1 	21.8 	0.3 	2.5 	0.1 	11.1 	1.3 	17.4 	29.3 	30.8 	12.3 	7.1 	0.1 
PC,MV_AERO_MSC,NAT,F,Y_GE18,2014	9.8 	9.9 	2.3 	4.9 	26.3 	21.2 	3.7 	10.1 	4.9 	7.2 	6.2 	2.8 	5.2 	3.5 	7.2 	3.9 	13.5 	9.2 	2.3 	21.8 	2.6 	3.7 	0.1 	16.2 	7.2 	24.9 	31.1 	46.9 	19.9 	10.5 	0.4 
PC,MV_AERO_MSC,NAT,F,Y_GE65,2014	6.2 	6.0 	0.1 	0.6 	20.9 	17.4 	0.7 	2.2 	0.9 	3.2 	3.8 	0.6 	1.4 	0.2 	1.4 	0.7 	3.3 	2.8 	0.8 	18.5 	0.2 	1.6 	0.0 	7.3 	1.2 	14.5 	21.4 	25.8 	9.1 	4.7 	0.1 
PC,MV_AERO_MSC,NAT,F,Y_GE75,2014	4.0 	3.8 	0.3 	0.1 	13.0 u	13.7 	0.0 	0.8 	0.4 	1.3 	0.7 	0.2 	0.3 	0 	0.9 	0.2 	0 	1.0 	0.4 	14.2 	0.1 	0.7 	0 	3.7 	1.1 	9.6 u	11.7 	19.7 	5.6 	1.9 	0 
PC,MV_AERO_MSC,NAT,M,TOTAL,2014	14.9 	15.2 	8.4 	11.3 	26.6 	26.2 	8.3 	15.6 	9.4 	13.2 	11.2 	7.5 	10.6 	7.7 	15.8 	12.5 	21.8 	14.6 	7.2 	29.0 	5.8 	10.0 	1.5 	23.1 	13.4 	30.0 	32.6 	43.0 	21.8 	17.1 	2.0 
PC,MV_AERO_MSC,NAT,M,Y15-24,2014	31.3 	31.4 	24.6 	35.2 	46.9 	45.6 	20.7 	37.3 	26.3 	28.3 	25.1 	22.3 	25.2 	15.3 	36.1 	33.0 	34.4 	38.4 	18.1 	52.6 	18.1 	23.7 	5.9 	45.8 	31.9 	50.0 	51.6 	62.3 	46.0 	31.8 	4.5 
PC,MV_AERO_MSC,NAT,M,Y18-24,2014	30.4 	30.6 	20.1 	34.9 	43.6 	43.3 	14.6 	34.4 	27.6 	32.3 	24.4 	22.7 	23.6 	14.2 	34.8 	30.5 	36.3 	34.6 	19.9 	48.9 	19.1 	23.5 	4.7 	45.2 	32.2 	46.8 	47.8 	57.4 	43.0 	31.9 	4.7 
PC,MV_AERO_MSC,NAT,M,Y18-29,2014	27.4 	27.8 	20.4 	27.8 	35.6 	39.4 	14.5 	31.0 	26.3 	30.0 	22.6 	17.5 	22.3 	15.0 	30.8 	25.8 	34.2 	30.0 	17.9 	41.9 	15.2 	24.7 	4.0 	37.3 	28.6 	45.0 	44.1 	53.9 	39.5 	31.6 	4.0 
PC,MV_AERO_MSC,NAT,M,Y18-44,2014	19.8 	20.3 	14.6 	18.8 	30.0 	30.0 	9.8 	22.9 	17.6 	20.7 	15.7 	12.0 	17.4 	11.7 	21.8 	18.8 	29.7 	20.8 	12.2 	32.1 	10.1 	17.2 	2.2 	29.6 	20.1 	36.4 	37.5 	50.5 	29.4 	25.0 	2.8 
PC,MV_AERO_MSC,NAT,M,Y18-64,2014	15.7 	16.1 	9.3 	12.5 	26.3 	25.9 	7.7 	16.9 	11.8 	15.3 	12.2 	8.3 	12.4 	8.3 	16.5 	12.7 	24.1 	15.3 	8.3 	27.4 	6.4 	11.7 	1.4 	24.4 	14.8 	30.4 	33.1 	44.8 	23.2 	19.3 	2.1 
PC,MV_AERO_MSC,NAT,M,Y25-34,2014	20.8 	21.6 	17.5 	18.3 	27.8 	30.9 	11.9 	24.6 	21.2 	23.9 	16.1 	9.6 	18.8 	13.9 	22.2 	21.0 	28.3 	19.4 	11.5 	30.2 	9.4 	21.5 	2.6 	30.3 	20.6 	42.9 	38.2 	49.2 	32.6 	28.2 	2.3 
PC,MV_AERO_MSC,NAT,M,Y25-64,2014	13.6 	14.1 	8.0 	9.3 	23.3 	23.3 	6.6 	14.2 	9.8 	13.4 	10.4 	5.9 	11.1 	7.4 	13.5 	9.5 	21.3 	12.2 	6.1 	23.7 	4.6 	9.9 	0.9 	21.8 	11.9 	28.2 	30.9 	42.2 	19.4 	17.9 	1.5 
PC,MV_AERO_MSC,NAT,M,Y35-44,2014	13.2 	13.7 	9.4 	11.2 	22.7 	20.1 	4.6 	15.3 	10.2 	14.0 	10.4 	7.4 	13.7 	6.9 	13.4 	8.3 	24.4 	14.3 	6.6 	21.3 	5.7 	10.2 	0.6 	21.5 	12.2 	24.0 	30.5 	46.3 	15.5 	18.8 	2.1 
PC,MV_AERO_MSC,NAT,M,Y45-54,2014	11.5 	11.9 	4.5 	5.2 	23.3 	21.1 	5.2 	10.9 	6.1 	9.6 	6.6 	4.4 	9.2 	5.0 	8.2 	4.3 	14.1 	8.8 	3.8 	20.9 	1.2 	4.5 	0.4 	22.1 	8.3 	25.1 	30.2 	37.5 	16.0 	15.1 	0.5 
PC,MV_AERO_MSC,NAT,M,Y45-64,2014	10.6 	10.9 	2.6 	3.3 	21.7 	21.4 	4.1 	8.7 	4.1 	8.4 	7.7 	3.4 	7.3 	3.6 	7.6 	4.0 	16.9 	7.4 	2.9 	22.0 	1.4 	4.7 	0.3 	17.6 	6.3 	23.7 	27.3 	35.9 	15.3 	13.1 	0.5 
PC,MV_AERO_MSC,NAT,M,Y55-64,2014	9.6 	9.7 	0.8 	1.6 	19.9 	21.9 	2.7 	6.1 	1.9 	6.8 	8.9 	2.3 	5.0 	2.2 	6.9 	3.5 	20.2 	6.0 	2.0 	23.4 	1.5 	4.9 	0.1 	12.7 	4.2 	22.3 	24.3 	34.3 	14.6 	10.7 	0.4 
PC,MV_AERO_MSC,NAT,M,Y65-74,2014	9.9 	10.0 	0.7 	2.4 	21.9 	25.1 	2.0 	4.3 	0.7 	5.6 	6.6 	0.3 	3.5 	1.7 	6.1 	1.4 	10.4 	3.6 	1.0 	28.6 	0.3 	1.9 	0 	13.4 	0 	24.9 	29.4 	29.8 	12.6 	10.6 	0.2 
PC,MV_AERO_MSC,NAT,M,Y_GE18,2014	14.2 	14.5 	7.4 	10.4 	25.0 	25.2 	6.9 	14.4 	9.0 	13.0 	10.6 	6.9 	9.9 	7.1 	14.9 	10.8 	21.5 	13.3 	7.0 	27.7 	5.5 	9.4 	1.2 	22.0 	12.8 	28.9 	31.0 	40.9 	20.3 	16.8 	1.9 
PC,MV_AERO_MSC,NAT,M,Y_GE65,2014	8.7 	8.7 	0.6 	1.8 	20.4 	22.7 	1.3 	3.5 	0.5 	3.9 	4.8 	0.8 	2.7 	1.3 	4.6 	1.4 	10.6 	3.4 	0.6 	28.7 	0.3 	2.0 	0 	10.6 	0 	23.5 	24.0 	25.2 	10.8 	8.7 	0.1 
PC,MV_AERO_MSC,NAT,M,Y_GE75,2014	7.2 	7.1 	0.4 	0.8 	17.5 	19.9 	0 	2.1 	0.3 	1.6 	2.7 	1.7 	1.7 	0.5 	1.8 	1.5 	11.0 	3.0 	0 	28.8 	0.3 	2.2 	0 	6.7 	0 	20.5 u	15.4 	19.1 	7.8 	5.9 	0 
PC,MV_AERO_MSC,NAT,T,TOTAL,2014	12.4 	12.6 	5.3 	8.2 	26.8 	23.9 	6.0 	13.1 	7.1 	10.2 	8.7 	5.0 	7.9 	5.6 	11.3 	8.1 	17.6 	12.3 	4.7 	25.5 	4.2 	6.7 	0.8 	19.9 	10.3 	27.6 	32.1 	45.4 	21.4 	13.7 	1.2 
PC,MV_AERO_MSC,NAT,T,Y15-24,2014	24.7 	24.5 	19.5 	25.4 	42.6 	39.2 	14.9 	26.8 	18.3 	21.4 	17.4 	13.9 	18.9 	11.2 	26.7 	23.9 	29.4 	31.4 	12.5 	40.9 	12.4 	16.2 	3.4 	38.4 	24.5 	46.6 	48.4 	63.4 	44.1 	22.9 	2.5 
PC,MV_AERO_MSC,NAT,T,Y18-24,2014	23.9 	23.7 	16.6 	23.9 	40.1 	37.5 	11.0 	23.8 	19.2 	24.2 	16.5 	14.0 	17.4 	11.7 	25.5 	21.5 	31.2 	26.5 	14.3 	39.1 	12.8 	16.4 	2.6 	36.9 	25.2 	45.5 	47.3 	60.0 	42.0 	21.9 	2.6 
PC,MV_AERO_MSC,NAT,T,Y18-29,2014	21.7 	21.7 	15.4 	20.1 	35.3 	33.9 	10.6 	23.5 	19.3 	22.3 	15.5 	11.4 	17.0 	11.6 	23.7 	18.3 	29.4 	24.2 	12.8 	33.7 	10.1 	17.2 	2.3 	32.5 	22.1 	42.9 	43.8 	57.9 	38.8 	21.8 	2.2 
PC,MV_AERO_MSC,NAT,T,Y18-44,2014	15.8 	16.1 	9.7 	13.4 	29.7 	26.1 	7.5 	18.9 	13.1 	15.7 	11.1 	8.2 	13.0 	9.1 	16.8 	12.7 	24.2 	17.5 	8.3 	27.2 	7.4 	11.5 	1.3 	25.7 	15.8 	34.1 	37.0 	53.8 	28.8 	18.7 	1.7 
PC,MV_AERO_MSC,NAT,T,Y18-64,2014	13.3 	13.6 	6.2 	9.4 	72.9 	24.2 	6.1 	14.5 	9.1 	12.0 	9.4 	5.8 	9.5 	6.3 	12.6 	8.7 	20.4 	13.3 	5.6 	25.2 	4.8 	8.0 	0.8 	21.9 	11.7 	29.1 	33.8 	48.4 	23.2 	15.7 	1.2 
PC,MV_AERO_MSC,NAT,T,Y25-34,2014	16.3 	16.9 	11.2 	13.9 	27.3 	26.2 	8.5 	21.3 	16.2 	17.3 	11.2 	7.7 	14.3 	10.1 	17.6 	12.1 	22.6 	18.2 	7.9 	24.5 	7.0 	14.7 	1.4 	27.3 	15.5 	36.2 	35.5 	53.9 	30.4 	20.9 	1.5 
PC,MV_AERO_MSC,NAT,T,Y25-64,2014	11.8 	12.2 	5.0 	7.5 	24.7 	22.3 	5.3 	13.2 	7.8 	10.5 	8.4 	4.5 	8.6 	5.5 	10.6 	6.5 	18.1 	11.2 	3.9 	22.8 	3.7 	6.8 	0.5 	20.0 	9.5 	26.6 	31.8 	46.2 	19.8 	15.0 	1.0 
PC,MV_AERO_MSC,NAT,T,Y35-44,2014	11.1 	11.5 	5.7 	8.2 	24.1 	18.6 	4.2 	14.4 	8.0 	11.1 	8.0 	5.1 	10.1 	6.0 	10.8 	7.2 	19.3 	12.2 	3.7 	20.7 	4.9 	6.3 	0.4 	18.5 	10.4 	24.2 	32.2 	48.8 	17.3 	14.8 	1.2 
