physact,deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
MV_AERO,TOTAL,F,Y25-64,PC,2014	26.1 	27.2 	4.9 	25.3 	56.6 	46.0 	21.6 	26.5 	15.8 	29.0 	18.8 	15.7 	14.5 	21.8 	21.6 	13.9 	37.4 	27.0 	33.5 	48.4 	15.4 	13.3 	2.6 	35.3 	23.0 	55.6 	54.6 	63.8 	58.5 	34.7 	2.1 
MV_AERO,TOTAL,F,Y35-44,PC,2014	24.1 	25.2 	6.0 	27.8 	55.3 	40.5 	22.3 	29.1 	15.1 	28.8 	13.6 	15.0 	15.1 	22.4 	23.9 	17.0 	33.5 	27.4 	31.6 	47.4 	16.8 	12.2 	3.3 	34.4 	27.4 	56.6 	51.6 	63.5 	57.7 	33.1 	2.5 
MV_AERO,TOTAL,F,Y45-54,PC,2014	27.2 	28.4 	3.5 	22.2 	58.9 	48.1 	23.7 	24.2 	14.5 	29.8 	20.5 	18.0 	12.6 	23.5 	17.1 	13.9 	37.2 	27.9 	33.5 	50.0 	14.4 	13.1 	2.4 	33.7 	20.5 	56.7 	54.9 	63.9 	60.1 	36.9 	1.5 
MV_AERO,TOTAL,F,Y45-64,PC,2014	26.6 	27.8 	2.4 	19.4 	56.5 	49.4 	20.7 	22.4 	12.9 	28.6 	22.9 	15.1 	12.5 	21.5 	17.1 	11.9 	39.5 u	24.1 	36.5 	52.6 	13.1 	13.1 	1.8 	31.6 	17.5 	54.5 	55.4 	61.5 	58.9 	36.0 	1.5 
MV_AERO,TOTAL,F,Y55-64,PC,2014	26.0 	27.1 	1.6 	16.6 	53.4 	51.0 	17.9 	20.0 	11.2 	27.0 	25.6 	12.2 	12.4 	19.0 	17.1 	9.7 	42.9 u	20.9 	39.4 	56.0 	12.0 	13.1 	1.3 	29.3 	14.7 	52.1 	56.1 	58.8 	57.5 	34.9 	1.5 
MV_AERO,TOTAL,F,Y65-74,PC,2014	22.3 	23.6 	0.7 	10.2 	58.9 	45.2 	12.5 	12.9 u	3.5 	26.2 	22.4 	10.2 	8.1 	19.3 	8.7 	8.7 	37.4 u	15.5 	32.1 	47.6 	7.2 	9.2 	0.8 	24.1 	11.5 	48.4 	53.4 	49.7 	50.8 	32.5 	1.0 
MV_AERO,TOTAL,F,Y_GE18,PC,2014	24.7 	25.6 	4.7 	22.7 	55.9 	44.7 	18.5 	23.1 	13.2 	27.1 	17.8 	14.3 	12.8 	20.9 	18.4 	13.5 	36.4 	23.5 	31.8 	47.3 	13.8 	12.0 	2.9 	31.8 	22.7 	54.0 	53.3 	61.0 	55.0 	32.0 	2.2 
MV_AERO,TOTAL,F,Y_GE65,PC,2014	17.0 	17.9 	0.6 	7.1 	47.2 u	37.8 	8.3 	9.5 u	2.0 	19.1 	13.9 	6.9 	5.7 	13.5 	7.0 	5.0 	28.1 u	10.0 	23.6 	41.4 	5.1 	6.9 	0.5 	16.7 	8.6 	42.6 u	44.4 u	41.8 	39.5 	24.5 	0.7 
MV_AERO,TOTAL,F,Y_GE75,PC,2014	11.3 	11.8 	0.5 	2.6 	30.2 u	29.9 	4.4 	5.0 u	0.7 	11.4 	5.3 	3.6 	3.3 	5.4 	5.2 	1.5 	12.7 u	3.4 	12.4 	34.1 	2.7 	4.8 	0.1 	9.4 	5.0 	31.5 u	30.4 u	31.9 	26.8 	15.2 	0.1 
MV_AERO,TOTAL,M,TOTAL,PC,2014	34.9 	35.7 	15.3 	33.9 	52.5 	51.2 	27.6 	34.7 	20.1 	40.9 	31.8 	24.0 	23.7 	30.1 	28.3 	25.4 	46.4 u	33.1 	38.3 	53.3 	20.4 	24.5 	14.0 	43.4 	35.5 	54.8 	54.1 	59.6 	57.8 	42.3 	7.1 
MV_AERO,TOTAL,M,Y15-24,PC,2014	56.0 	55.9 	42.9 	64.8 	68.7 	69.0 	39.5 	57.0 	48.6 	61.7 	49.5 	54.4 	47.8 	38.5 	56.5 	56.7 	70.9 u	58.5 	46.7 	68.9 	42.1 	47.1 	37.2 	67.1 	65.4 	73.3 	67.6 	70.9 	70.8 	55.0 	12.8 
MV_AERO,TOTAL,M,Y18-24,PC,2014	51.7 	51.7 	37.8 	59.9 	62.6 	63.6 	32.8 	51.0 	46.0 	60.3 	41.9 	53.7 	43.1 	31.8 	52.0 	52.9 	68.8 	51.8 	45.6 	65.8 	39.7 	42.2 	32.0 	66.0 	65.6 	73.5 	64.8 	65.0 	66.5 	52.3 	10.9 
MV_AERO,TOTAL,M,Y18-29,PC,2014	48.2 	48.4 	32.3 	54.0 	57.3 	60.4 	34.9 	51.1 u	43.6 	58.1 	39.6 	42.0 	40.2 	33.1 	45.4 	46.8 	62.2 	48.9 	43.2 	62.7 	34.7 	42.0 	26.1 	60.2 	59.3 	67.4 	61.7 	65.9 	67.0 	49.9 	9.7 
MV_AERO,TOTAL,M,Y18-44,PC,2014	40.0 	40.7 	23.9 	47.2 	54.6 	53.1 	32.6 	44.5 	31.0 	48.7 	33.3 	32.7 	31.3 	31.1 	36.4 	36.4 	49.5 	40.0 	40.7 	54.1 	26.7 	33.3 	17.9 	51.2 	47.0 	59.8 	56.4 	63.9 	60.1 	46.4 	7.8 
MV_AERO,TOTAL,M,Y18-64,PC,2014	35.5 	36.5 	16.8 	37.5 	52.1 	50.2 	28.5 	36.4 	23.1 	42.6 	31.1 	24.8 	25.8 	29.2 	29.5 	26.4 	46.3 	34.7 	38.5 	52.2 	21.0 	26.5 	14.3 	45.9 	38.7 	56.1 	53.6 	60.9 	58.8 	44.2 	6.7 
MV_AERO,TOTAL,M,Y25-34,PC,2014	41.3 	41.8 	25.3 	47.8 	55.0 	54.1 	35.7 	48.4 u	35.0 	53.3 	33.4 	29.0 	32.6 	31.1 	35.4 	37.7 	47.3 	43.4 	42.3 	56.0 	25.7 	38.5 	16.6 	51.3 	47.4 	58.5 	57.5 	64.7 	61.5 	46.0 	7.8 
MV_AERO,TOTAL,M,Y25-64,PC,2014	33.2 	34.4 	14.3 	34.4 	50.3 	48.3 	27.9 	34.1 	20.1 	40.5 	29.6 	20.4 	23.8 	28.8 	26.2 	21.7 	42.4 	31.9 	37.2 	50.0 	18.3 	24.2 	11.8 	43.6 	34.2 	53.7 	51.9 	60.1 	57.4 	43.3 	5.9 
MV_AERO,TOTAL,M,Y35-44,PC,2014	32.5 	33.8 	16.6 	40.5 	49.0 	45.0 	29.2 	37.6 	21.0 	40.6 	28.6 	22.7 	25.2 	30.6 	28.3 	23.3 	39.2 u	31.0 	34.9 	44.3 	20.4 	24.5 	12.0 	44.5 	35.5 	53.3 	50.3 	62.2 	54.2 	44.2 	5.6 
MV_AERO,TOTAL,M,Y45-54,PC,2014	31.3 	32.8 	10.3 	28.4 	49.4 	46.5 	22.0 	28.1 	14.4 	35.8 	26.5 	16.7 	22.0 	28.7 	19.9 	15.3 	38.6 	29.7 	33.8 	47.5 	13.8 	18.1 	11.9 	42.7 	29.9 	52.3 	53.3 	57.7 	56.9 	44.1 	5.2 
MV_AERO,TOTAL,M,Y45-64,PC,2014	29.9 	31.2 	7.7 	23.4 	48.7 	47.1 	22.4 	24.5 	12.1 	34.2 	28.3 	15.5 	19.9 	26.4 	19.9 	12.8 	41.4 u	26.8 	35.6 	49.9 	13.0 	17.6 	9.1 	39.2 	25.2 	51.6 	49.7 	56.1 	57.0 	41.6 	4.6 
MV_AERO,TOTAL,M,Y55-64,PC,2014	28.2 	29.4 	5.4 	18.8 	47.8 	47.9 	22.9 	20.2 	9.5 	31.9 	30.3 	14.1 	17.3 	23.8 	19.8 	9.8 	45.6 u	23.9 	37.3 	53.2 	12.4 	17.1 	6.2 	35.5 	20.3 	50.9 	45.4 	54.5 	57.1 	38.6 	3.8 
MV_AERO,TOTAL,M,Y65-74,PC,2014	29.8 	31.2 	5.0 	14.2 	48.7 	53.2 	15.9 	18.8 u	8.9 	33.4 	33.3 	16.4 	14.5 	32.3 	16.2 	6.5 	46.1 u	17.7 	36.2 	55.8 	13.4 	13.9 	4.9 	32.0 	9.7 	51.3 	56.2 	47.8 	53.3 	40.6 	4.0 
MV_AERO,TOTAL,M,Y_GE18,PC,2014	33.6 	34.5 	14.0 	32.4 	50.8 	50.0 	26.3 	33.1 	19.0 	40.0 	30.0 	22.7 	22.4 	28.8 	26.9 	23.0 	45.2 u	31.3 	37.9 	52.4 	19.3 	23.1 	12.4 	42.3 	34.5 	54.1 	53.0 	58.0 	56.6 	41.8 	6.4 
MV_AERO,TOTAL,M,Y_GE65,PC,2014	25.9 	26.9 	3.4 	11.2 	45.2 	48.9 	15.3 	15.5 u	5.7 	28.2 	25.9 	13.6 	11.8 	26.8 	13.7 	6.6 	39.3 u	15.2 	34.7 	53.0 	10.8 	11.1 	3.3 	25.6 	7.9 	46.6 	50.6 	45.0 	48.2 	33.6 	2.9 
MV_AERO,TOTAL,M,Y_GE75,PC,2014	20.7 	21.0 	0.8 	6.2 	38.2 u	43.8 	14.5 	10.3 u	2.3 	20.8 	16.5 	9.3 	8.3 	17.4 	9.6 	6.9 	26.6 u	10.7 	31.9 	48.7 	6.4 	7.7 	1.2 	15.9 	4.7 	36.4 u	40.2 u	41.1 	40.0 	23.5 	0.9 
MV_AERO,TOTAL,T,TOTAL,PC,2014	29.9 	30.8 	9.9 	28.4 	54.6 	48.3 	23.2 	29.1 	16.7 	34.0 	25.0 	19.4 	18.2 	25.3 	23.3 	19.7 	41.6 	28.6 	34.9 	50.4 	17.1 	18.4 	8.6 	37.9 	29.4 	54.6 	54.1 	60.8 	56.8 	36.9 	4.7 
MV_AERO,TOTAL,T,Y15-24,PC,2014	47.0 	46.7 	32.9 	57.4 	68.9 	63.5 	36.3 	42.2 	38.7 	48.2 	38.1 	41.2 	37.2 	31.4 	47.0 	48.2 	58.6 u	50.5 	40.6 	61.7 	33.4 	36.7 	26.5 	58.9 	57.4 	69.2 	66.2 	73.0 	68.9 	44.1 	8.4 
MV_AERO,TOTAL,T,Y18-24,PC,2014	43.3 	43.0 	28.8 	54.8 	64.9 	59.2 	30.8 	36.8 	37.8 	47.2 	30.6 	38.9 	33.3 	29.0 	41.9 	43.4 	56.7 	43.4 	41.6 	59.4 	31.7 	30.7 	21.9 	57.6 	56.6 	69.0 	64.5 	68.6 	65.1 	41.1 	7.4 
MV_AERO,TOTAL,T,Y18-29,PC,2014	40.4 	40.4 	24.9 	48.9 	62.1 	55.3 	31.0 	38.0 	36.1 	46.5 	29.1 	32.9 	31.4 	29.0 	38.3 	37.6 	52.6 	41.7 	40.0 	55.4 	28.0 	30.0 	17.5 	54.4 	49.9 	65.5 	62.2 	69.4 	64.4 	40.3 	6.4 
MV_AERO,TOTAL,T,Y18-44,PC,2014	33.7 	34.3 	16.7 	40.6 	57.1 	49.0 	28.3 	36.1 	26.0 	39.6 	24.3 	25.4 	24.5 	26.7 	32.0 	28.5 	43.5 	35.6 	36.6 	50.1 	22.5 	23.8 	11.6 	46.4 	39.8 	59.3 	56.3 	65.7 	59.8 	39.2 	5.3 
MV_AERO,TOTAL,T,Y18-64,PC,2014	31.2 	32.1 	11.4 	32.6 	55.2 	48.6 	25.4 	31.1 	20.1 	36.1 	24.8 	20.7 	20.4 	25.6 	26.0 	21.3 	42.3 	31.3 	36.4 	50.6 	18.5 	20.0 	9.0 	41.5 	32.5 	56.6 	54.7 	63.0 	59.0 	39.0 	4.6 
MV_AERO,TOTAL,T,Y25-34,PC,2014	34.2 	34.8 	17.9 	41.2 	56.7 	48.9 	29.3 	38.9 	29.2 	41.8 	24.0 	23.6 	25.7 	26.2 	32.4 	26.8 	42.5 	38.3 	36.1 	48.2 	21.8 	26.7 	10.2 	48.2 	38.1 	57.6 	56.8 	66.4 	60.0 	39.3 	5.2 
MV_AERO,TOTAL,T,Y25-64,PC,2014	29.6 	30.7 	9.5 	29.7 	53.4 	47.1 	24.7 	30.2 	17.9 	34.8 	24.0 	18.0 	19.0 	25.2 	23.8 	17.6 	39.9 	29.4 	35.4 	49.2 	16.8 	18.5 	7.2 	39.6 	28.6 	54.7 	53.2 	62.0 	58.0 	38.7 	4.0 
MV_AERO,TOTAL,T,Y35-44,PC,2014	28.3 	29.4 	10.9 	33.9 	52.0 	42.7 	25.8 	33.2 	18.0 	34.8 	20.9 	18.7 	20.0 	26.1 	26.0 	20.1 	36.3 	29.2 	33.2 	45.8 	18.6 	18.1 	7.8 	39.6 	31.5 	55.0 	50.9 	62.9 	55.9 	38.3 	4.1 
MV_AERO,TOTAL,T,Y45-54,PC,2014	29.2 	30.6 	6.9 	25.2 	54.1 	47.3 	22.9 	26.2 	14.4 	32.8 	23.4 	17.4 	17.1 	26.0 	18.4 	14.6 	37.9 	28.8 	33.7 	48.7 	14.1 	15.5 	7.2 	38.3 	25.2 	54.6 	54.1 	61.0 	58.6 	40.3 	3.3 
MV_AERO,TOTAL,T,Y45-64,PC,2014	28.2 	29.5 	4.9 	21.4 	52.5 	48.2 	21.5 	23.5 	12.5 	31.4 	25.5 	15.3 	16.0 	23.9 	18.4 	12.3 	40.5 u	25.3 	36.0 	51.2 	13.1 	15.2 	5.4 	35.4 	21.3 	53.1 	52.5 	58.9 	58.0 	38.7 	3.0 
MV_AERO,TOTAL,T,Y55-64,PC,2014	27.1 	28.2 	3.3 	17.7 	50.6 	49.5 	20.1 	20.1 	10.4 	29.4 	27.8 	13.2 	14.7 	21.4 	18.3 	9.7 	44.3 u	22.2 	38.4 	54.6 	12.2 	14.9 	3.6 	32.4 	17.4 	51.5 	50.7 	56.7 	57.3 	36.7 	2.6 
MV_AERO,TOTAL,T,Y65-74,PC,2014	25.7 	27.1 	2.4 	11.9 	53.8 	49.0 	13.8 	15.8 u	6.0 	29.6 	27.5 	13.0 	11.1 	25.5 	11.4 	7.9 	41.3 u	16.4 	34.1 	51.4 	9.8 	11.3 	2.6 	27.7 	10.7 	49.8 	54.8 	48.7 	52.2 	36.3 	2.4 
MV_AERO,TOTAL,T,Y_GE18,PC,2014	28.9 	29.9 	9.0 	27.3 	53.4 	47.3 	22.1 	28.0 	15.9 	33.4 	23.6 	18.3 	17.3 	24.7 	22.1 	17.8 	40.8 	27.1 	34.8 	49.8 	16.4 	17.2 	7.5 	37.0 	28.4 	54.1 	53.1 	59.5 	55.8 	36.6 	4.3 
MV_AERO,TOTAL,T,Y_GE65,PC,2014	20.9 	21.9 	1.7 	8.8 	46.2 u	42.8 	10.7 	12.3 u	3.6 	23.1 	19.2 	9.6 	8.4 	19.6 	9.1 	5.6 	33.0 u	12.0 	28.5 	46.5 	7.3 	8.6 	1.6 	20.3 	8.4 	44.5 u	47.5 u	43.4 	43.9 	28.6 	1.6 
MV_AERO,TOTAL,T,Y_GE75,PC,2014	15.1 	15.5 	0.6 	4.0 	33.5 u	36.0 	7.2 	7.4 u	1.4 	15.1 	9.9 	5.6 	5.4 	10.6 	6.4 	3.2 	18.5 u	5.8 	20.0 	40.0 	3.9 	5.9 	0.5 	11.6 	4.9 	33.7 u	35.1 u	36.4 	32.7 	18.7 	0.4 
MV_AERO_MSC,DEG1,F,TOTAL,PC,2014	10.9 	11.0 	4.8 	5.2 	30.6 	23.7 	4.1 	10.4 	6.0 	8.0 	6.2 	3.4 	6.2 	3.9 	8.0 	4.7 	16.1 	12.6 	2.4 	21.9 	4.5 	4.6 	0.2 	24.6 	10.6 	28.2 	29.2 	49.8 	22.4 	11.3 	0 
MV_AERO_MSC,DEG1,F,Y15-24,PC,2014	18.4 	18.4 	25.5 	9.4 	37.8 	33.9 	9.9 	11.8 	9.8 	11.2 	9.5 	6.4 	13.6 	5.8 	24.8 	15.4 	25.8 u	27.6 	5.4 	32.6 	10.4 	8.6 	0.4 	35.3 	20.7 	44.4 	39.1 	63.2 	37.6 	18.3 	0 
MV_AERO_MSC,DEG1,F,Y18-24,PC,2014	17.9 	18.0 	21.7 	6.5 u	36.7 	32.2 	10.0 	7.2 u	8.8 	12.2 	9.0 	5.4 u	12.7 	5.6 	23.5 	12.5 	26.1 u	22.5 	7.0 	31.8 	10.2 	9.2 	0.5 	34.0 	24.6 	42.2 	39.1 	63.6 	35.4 	18.4 	0 
MV_AERO_MSC,DEG1,F,Y18-29,PC,2014	17.0 	17.2 	15.8 	7.6 	35.7 	29.4 	8.9 	11.0 	10.8 	13.1 	10.0 	7.2 	13.4 	7.5 	21.1 	9.8 	21.3 u	21.2 	6.6 	24.0 	7.7 	9.5 	0.8 	32.9 	22.1 	39.5 	38.4 	61.1 	33.7 	17.8 	0 
MV_AERO_MSC,DEG1,F,Y18-44,PC,2014	12.8 	13.1 	7.1 	8.1 	31.8 	24.5 	6.8 	12.6 	9.4 	10.2 	6.0 	4.5 	9.6 	5.8 	13.7 	7.0 	17.9 	15.7 	4.5 	20.8 	8.2 	6.3 	0.5 	26.3 	16.5 	33.2 	31.0 	55.3 	25.8 	14.3 	0 
MV_AERO_MSC,DEG1,F,Y18-64,PC,2014	11.9 	12.1 	5.2 	6.5 	31.8 	24.7 	5.2 	11.4 	7.3 	9.2 	6.8 	4.4 	7.5 	4.5 	9.8 	5.2 	18.3 	14.2 	3.0 	22.1 	5.5 	5.1 	0.3 	26.8 	13.2 	30.2 	31.6 	53.2 	23.5 	13.0 	0 
MV_AERO_MSC,DEG1,F,Y25-34,PC,2014	13.8 	14.1 	6.6 	9.8 	34.3 	25.0 	7.2 	13.9 	11.3 	13.1 	6.9 	8.1 u	11.8 	6.3 	15.6 	2.6 	13.1 	18.0 	5.3 	16.3 	7.8 	9.5 	0.6 	29.7 	15.1 	31.7 	25.5 	56.9 	26.8 	15.0 	0 
MV_AERO_MSC,DEG1,F,Y25-64,PC,2014	11.1 	11.3 	3.6 	6.5 	30.6 	23.5 	4.5 	12.0 	7.1 	8.8 	6.4 	4.2 	7.0 	4.4 	8.4 	4.1 	17.3 	13.1 	2.3 	20.2 	4.9 	4.5 	0.3 	25.8 	11.2 	27.6 	30.7 	51.5 	21.3 	12.3 	0 
MV_AERO_MSC,DEG1,F,Y35-44,PC,2014	9.3 	9.5 	2.9 	7.3 	22.7 	18.7 	4.3 	13.8 	8.0 	7.3 	3.3 	1.2 	6.9 	5.3 	7.0 	8.2 	18.9 	10.7 	1.7 	17.6 	7.7 	2.7 	0.3 	18.5 	12.9 	26.9 	31.1 	48.7 	17.3 	10.9 	0 
MV_AERO_MSC,DEG1,F,Y45-54,PC,2014	11.1 	11.3 	4.0 	3.0 	35.6 	23.3 	4.5 	10.8 	4.8 	8.8 	7.5 	4.0 	5.3 	3.5 	6.5 	3.9 	15.1 	17.7 	1.4 	21.3 	2.8 	3.0 	0 	27.0 	9.0 	26.8 	33.7 	53.3 	23.0 	12.3 	0 
MV_AERO_MSC,DEG1,F,Y45-64,PC,2014	10.7 	10.8 	2.6 	4.3 	31.9 	25.0 	3.0 	9.1 	4.2 	7.8 	7.8 	4.2 	5.4 	2.4 	5.4 	2.8 	19.0 	12.1 	0.9 	24.1 	1.7 	3.5 	0.1 	27.3 	7.6 	25.3 	32.2 	50.2 	19.1 	11.3 	0 
MV_AERO_MSC,DEG1,F,Y55-64,PC,2014	10.2 	10.2 	1.6 	5.5 	27.5 	27.0 	1.6 	7.1 	3.6 	6.5 	8.1 	4.3 	5.5 	0.8 	4.3 	1.8 	23.9 u	7.6 	0.5 	27.8 	1.1 	4.1 	0.1 	27.7 	6.3 	23.4 	30.6 	47.0 	14.0 	10.0 	0 
MV_AERO_MSC,DEG1,F,Y65-74,PC,2014	8.7 	8.4 	0 	1.3 	26.5 	22.0 	0 	4.4 	2.6 	6.0 	5.6 	0 	3.6 	0.7 	2.6 	0.5 	4.5 u	8.0 	1.4 	23.2 	0.6 	4.5 	0 	24.8 	2.9 	18.7 	28.9 	34.8 	17.7 	6.9 	0 
MV_AERO_MSC,DEG1,F,Y_GE18,PC,2014	10.7 	10.8 	4.0 	4.9 	30.2 	23.2 	3.9 	9.9 	5.9 	7.9 	6.0 	3.2 	6.0 	3.8 	7.6 	4.0 	15.8 	11.8 	2.5 	21.6 	4.3 	4.5 	0.2 	24.1 	10.8 	27.5 	28.6 	49.1 	21.4 	11.2 	0 
MV_AERO_MSC,DEG1,F,Y_GE65,PC,2014	6.9 	6.5 	0.3 	0.7 	23.8 	18.7 	0 	2.9 	1.5 	3.8 	3.6 	0 u	2.2 	0.4 	1.8 	0.5 	5.1 u	5.0 	1.1 	20.3 	0.5 	2.8 	0 	15.9 	1.7 	16.4 	20.7 	29.6 	10.6 	4.5 	0 
MV_AERO_MSC,DEG1,F,Y_GE75,PC,2014	4.8 	4.4 	0.7 	0 	19.7 	15.5 	0 	1.2 	0.6 	1.5 	1.5 	0 u	0.6 	0 	1.1 	0.5 	: u	1.1 	0.8 	16.7 	0.4 	1.1 	0 	9.0 	0 	11.9 u	10.5 	23.5 	4.7 	1.9 	0 
MV_AERO_MSC,DEG1,M,TOTAL,PC,2014	16.9 	17.1 	10.9 	10.6 	30.5 	28.5 	9.1 	20.2 	11.3 	15.8 	13.7 	9.6 	10.9 	8.2 	17.1 	13.7 	22.7 	18.5 	7.8 	30.6 	7.7 	12.8 	1.9 	33.6 	17.3 	33.7 	31.7 	44.5 	27.3 	17.9 	0 
MV_AERO_MSC,DEG1,M,Y15-24,PC,2014	33.0 	32.1 	24.0 	28.6 	48.9 	45.9 	18.2 	38.4 u	27.3 	28.6 	31.8 	34.0 u	22.9 	14.8 	36.9 	32.0 	: u	46.9 	21.6 	50.1 	22.2 	33.4 	5.1 	54.6 	37.5 	51.3 	48.1 	61.0 	45.7 	26.5 	0 
MV_AERO_MSC,DEG1,M,Y18-24,PC,2014	32.4 	31.9 	19.8 	27.2 	47.1 	43.9 	17.1 	32.2 u	25.1 	31.1 	32.9 	33.6 u	20.0 	11.1 	35.2 	33.0 	: u	42.7 	22.9 	46.1 	24.7 	32.0 	3.9 	56.1 u	36.9 	45.8 	45.4 	56.9 	43.8 	29.1 	0 
MV_AERO_MSC,DEG1,M,Y18-29,PC,2014	29.5 	29.9 	21.2 	28.5 	36.6 	40.5 	17.0 	32.1 	25.3 	30.2 	25.6 	25.3 u	20.3 	14.1 	33.9 	25.8 	25.8 u	38.5 	21.4 	42.0 	17.9 	31.4 	5.5 	47.1 	32.2 	46.3 	43.1 	53.6 	40.3 	32.1 	0 
MV_AERO_MSC,DEG1,M,Y18-44,PC,2014	22.1 	22.7 	17.0 	17.7 	32.4 	32.5 	11.0 	26.2 	18.1 	22.9 	18.0 	15.5 	16.2 	10.4 	25.2 	20.9 	25.8 	25.6 	14.1 	33.8 	13.4 	21.0 	3.2 	38.1 	23.8 	35.6 	35.9 	51.8 	32.5 	25.9 	0 
MV_AERO_MSC,DEG1,M,Y18-64,PC,2014	17.8 	18.2 	11.8 	12.1 	30.8 	28.1 	9.9 	21.6 	13.2 	17.8 	14.5 	11.5 	12.5 	8.6 	18.7 	15.0 	22.9 	19.7 	9.1 	29.8 	9.1 	14.3 	2.0 	34.1 	19.3 	33.5 	31.4 	46.3 	29.2 	20.5 	0 
MV_AERO_MSC,DEG1,M,Y25-34,PC,2014	23.5 	24.5 	19.7 	23.6 	31.7 	33.8 	11.9 	28.0 	21.6 	27.3 	15.9 	9.9 u	17.8 	13.0 	27.5 	20.8 	25.4 	23.1 	12.8 	35.1 	12.5 	23.3 	5.1 	36.4 	19.7 	44.5 	37.3 	50.4 	38.2 	29.5 	0 
MV_AERO_MSC,DEG1,M,Y25-64,PC,2014	15.8 	16.4 	10.8 	10.0 	27.6 	25.8 	8.9 	19.8 	11.4 	16.1 	11.9 	8.1 	11.5 	8.3 	16.6 	11.5 	22.5 	16.3 	6.6 	26.8 	7.1 	11.7 	1.7 	31.3 	16.7 	31.4 	29.5 	44.4 	26.4 	19.5 	0 
MV_AERO_MSC,DEG1,M,Y35-44,PC,2014	15.4 	16.2 	13.5 	7.8 	22.3 	24.0 	6.8 	20.8 	10.9 	16.1 	11.9 	9.5 u	13.3 	6.6 	17.6 	11.9 	25.9 	19.5 	8.7 	22.4 	9.1 	13.2 	0.9 	30.9 	21.4 	19.0 	30.3 	49.9 	15.7 	20.3 	0 
MV_AERO_MSC,DEG1,M,Y45-54,PC,2014	12.9 	13.4 	6.4 	2.9 	31.5 	22.5 	9.9 	14.9 	7.5 	11.5 	9.2 	6.4 	10.3 	8.2 	9.2 	6.4 	22.2 	15.4 	3.0 	21.6 	1.7 	5.7 	0.5 	33.2 	15.4 	29.0 	24.4 	41.6 	19.9 	15.5 	0 
MV_AERO_MSC,DEG1,M,Y45-64,PC,2014	11.7 	12.0 	3.8 	2.6 	27.5 	21.9 	7.9 	12.8 	4.9 	10.5 	9.7 	6.6 	8.3 	5.8 	9.2 	4.5 	17.8 	10.0 	2.4 	23.0 	2.3 	6.0 	0.2 	28.3 	11.4 	29.9 	26.2 	36.9 	21.7 	13.7 	0 
MV_AERO_MSC,DEG1,M,Y55-64,PC,2014	10.3 	10.4 	1.6 	2.2 	22.4 	21.0 	5.9 	10.2 	1.4 	9.2 	10.3 	6.9 u	5.9 	2.9 	9.2 	2.5 	10.3 u	5.0 	1.8 	25.4 	2.8 	6.4 	0 	23.2 	7.2 	30.9 	28.2 	32.1 	24.1 	11.3 	0 
MV_AERO_MSC,DEG1,M,Y65-74,PC,2014	89.4 	10.5 	1.3 	3.5 	23.0 	26.4 	1.1 	5.7 	0 	7.3 	7.0 	0 	4.8 	2.6 	7.0 	3.2 	37.5 u	5.5 	1.2 	23.6 	0.6 	1.9 	0 	30.7 	0 	31.5 	34.2 	30.3 	16.2 	9.8 	0 
MV_AERO_MSC,DEG1,M,Y_GE18,PC,2014	16.3 	16.6 	10.1 	9.9 	29.4 	27.7 	8.6 	19.1 	10.6 	15.5 	12.9 	8.7 	10.2 	7.5 	16.5 	12.8 	22.6 	17.2 	7.5 	29.4 	7.5 	11.8 	1.7 	32.7 	16.6 	32.4 	30.4 	42.9 	26.4 	18.0 	0 
MV_AERO_MSC,DEG1,M,Y_GE65,PC,2014	10.0 	9.8 	1.3 	2.5 	21.3 	26.2 	1.3 	4.6 	0.4 	5.5 	6.4 	0 	3.4 	1.8 	5.8 	1.8 	20.8 	6.3 	0.8 	27.4 	0.4 	2.6 	0 	26.5 	0 	27.1 	27.2 	26.6 	11.3 	8.6 	0 
MV_AERO_MSC,DEG1,M,Y_GE75,PC,2014	9.2 	8.8 	1.2 	0.9 	18.0 	25.9 	1.6 	2.8 	0.8 	2.5 	5.6 	0 u	1.7 	0.8 	4.0 	0 	6.9 u	7.7 u	0 	32.5 	0.2 	3.7 	0 	18.7 u	0 	20.0 	14.4 	21.2 	4.5 	6.8 	0 
MV_AERO_MSC,DEG1,T,TOTAL,PC,2014	13.8 	13.8 	7.7 	7.7 	30.5 	26.0 	6.4 	15.1 	8.5 	11.7 	9.6 	6.1 	8.4 	5.9 	11.8 	8.6 	19.5 	15.3 	5.1 	26.0 	5.9 	8.3 	1.0 	28.8 	13.9 	30.6 	30.5 	47.2 	24.9 	14.3 	0 
MV_AERO_MSC,DEG1,T,Y15-24,PC,2014	25.7 	25.1 	24.7 	20.6 	43.1 	39.9 	13.9 	25.5 	18.9 	19.9 	20.2 	17.7 	18.5 	10.0 	30.7 	24.0 	26.1 	37.3 	13.6 	41.7 	16.2 	20.7 	2.7 	44.6 	28.7 	47.4 	43.8 	62.0 	41.6 	21.7 	0 
